|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  2000.00        500.000        99.5400       0.459965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        500.000        99.5400       0.459965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        500.000        99.5400       0.459964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        500.000        99.5400       0.459963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        500.000        99.5400       0.459962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        500.000        99.5400       0.459961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        500.000        99.5400       0.459960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        500.000        99.5400       0.459959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        500.000        99.5400       0.459958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        500.000        99.5400       0.459957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        500.000        99.5400       0.459956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        500.000        99.5400       0.459955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        500.000        99.5400       0.459954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        500.000        99.5400       0.459953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.5400       0.459953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.5400       0.459952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.5400       0.459951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.5401       0.459950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.5401       0.459949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.5401       0.459948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.5401       0.459946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.5401       0.459945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.5401       0.459944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.5401       0.459943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.5401       0.459942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.5401       0.459941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.5401       0.459940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.5401       0.459939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.5401       0.459938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.5401       0.459937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.5401       0.459936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.5401       0.459935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.5401       0.459934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.5401       0.459932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.5401       0.459931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.5401       0.459930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.5401       0.459929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.5401       0.459928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.5401       0.459927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.5401       0.459925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.5401       0.459924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5401       0.459923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.5401       0.459922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.5401       0.459921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.5401       0.459919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.5327       0.459918       0.743124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3669                 NaN  0.633087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3679                 NaN  0.632066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3766                 NaN  0.623362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3754                 NaN  0.624552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3782                 NaN  0.621819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3776                 NaN  0.622403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3881                 NaN  0.611895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3870                 NaN  0.612962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3886                 NaN  0.611445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3884                 NaN  0.611629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3950                 NaN  0.605000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5511                 NaN  0.448918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2403                 NaN  0.759651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3977                 NaN  0.602285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3867                 NaN  0.604535       0.878561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3922                 NaN  0.593000       0.147637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3876                 NaN  0.597471       0.149379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3888                 NaN  0.596325       0.148823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3902                 NaN  0.594944       0.148462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3903                 NaN  0.594827       0.148389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3919                 NaN  0.593370       0.147693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3892                 NaN  0.595928       0.148637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3945                 NaN  0.590861       0.146525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3947                 NaN  0.590720       0.146272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3922                 NaN  0.593152       0.146753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3935                 NaN  0.591897       0.145995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3949                 NaN  0.590560       0.145440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3939                 NaN  0.591590       0.145301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3928                 NaN  0.592637       0.145343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3937                 NaN  0.591884       0.144619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3931                 NaN  0.592451       0.144426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
