|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.75/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1903.85        500.000        98.1175       0.863087       0.138678E-001   1.00551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.4317       0.861985       0.136279E-001   1.69264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.7452       0.860880       0.133878E-001   2.38049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.0974       0.857426       0.131441E-001   3.03203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        95.4490       0.853968       0.129002E-001   3.68418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        94.7999       0.850506       0.126561E-001   4.33694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        94.1502       0.847039       0.124118E-001   4.99030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        93.5000       0.843567       0.121673E-001   5.64427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        92.8491       0.840091       0.119225E-001   6.29884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        92.1977       0.836611       0.116776E-001   6.95401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        91.5457       0.833126       0.114324E-001   7.60977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        90.9219       0.827377       0.111814E-001   8.23951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        90.2955       0.820591       0.109347E-001   8.86122       0.117798E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        89.6715       0.812517       0.106796E-001   9.48051       0.247979E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        89.0470       0.804435       0.104244E-001   10.1003       0.378277E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        88.4363       0.794935       0.101663E-001   10.7080       0.505659E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        87.8251       0.785427       0.990794E-002   11.3162       0.633150E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        87.2135       0.775911       0.964942E-002   11.9248       0.760747E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        86.6014       0.766386       0.939072E-002   12.5339       0.888452E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.0070       0.753526       0.911926E-002   13.1292       0.101066                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        85.4123       0.740656       0.884761E-002   13.7249       0.113296                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        84.8171       0.727777       0.857580E-002   14.3210       0.125535                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        84.2215       0.714888       0.830382E-002   14.9175       0.137783                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        83.6255       0.701990       0.803168E-002   15.5144       0.150040                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.0292       0.689082       0.775936E-002   16.1117       0.162306                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        82.4325       0.676166       0.748688E-002   16.7093       0.174580                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        81.8353       0.663240       0.721424E-002   17.3073       0.186864                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        81.2492       0.645538       0.692092E-002   17.8998       0.198534                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        80.6627       0.627826       0.662745E-002   18.4927       0.210210                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.0759       0.610104       0.633383E-002   19.0858       0.221894                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        79.4888       0.592371       0.604007E-002   19.6793       0.233585                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        78.9013       0.574629       0.574617E-002   20.2730       0.245283                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        78.3136       0.556876       0.545212E-002   20.8671       0.256988                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        77.7256       0.539113       0.515794E-002   21.4614       0.268700                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        77.1373       0.521340       0.486362E-002   22.0561       0.280418                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        76.5467       0.498211       0.454335E-002   22.6589       0.291625                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        75.9559       0.475071       0.422295E-002   23.2619       0.302837                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        75.3649       0.451922       0.390244E-002   23.8652       0.314055                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        74.7737       0.428761       0.358181E-002   24.4687       0.325278                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        74.1822       0.405591       0.326106E-002   25.0725       0.336506                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.5904       0.382410       0.294020E-002   25.6765       0.347740                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.9985       0.359220       0.261923E-002   26.2807       0.358978                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.4063       0.336019       0.229815E-002   26.8851       0.370222                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.8065       0.308408       0.195514E-002   27.5021       0.381069                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.2064       0.280788       0.161204E-002   28.1192       0.391919                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.6062       0.253157       0.126885E-002   28.7366       0.402774                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.0058       0.225518       0.925573E-003   29.3541       0.413632                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.4021       0.195761       0.573380E-003   29.9770       0.424542                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        68.7982       0.165996       0.221108E-003   30.6002       0.435456                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.1996       0.136143                 NaN   31.2184       0.445791                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        67.5914       0.103556                 NaN   31.8484       0.456627                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        66.9868       0.709501E-001            NaN   32.4749       0.467324                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        66.3821       0.383362E-001            NaN   33.1015       0.478023                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        65.7750       0.451087E-002            NaN   33.7317       0.488791                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        65.2558                 NaN            NaN   34.2467       0.497545                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        64.7562                 NaN            NaN   34.7376       0.506176                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.2564                 NaN            NaN   35.2288       0.514811                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        63.7563                 NaN            NaN   35.7202       0.523452                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        63.2560                 NaN            NaN   36.2119       0.532098                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        62.7735                 NaN            NaN   36.6861       0.540335                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        62.2908                 NaN            NaN   37.1606       0.548576                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        61.8079                 NaN            NaN   37.6353       0.556821                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        61.3247                 NaN            NaN   38.1102       0.565071                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        60.8414                 NaN            NaN   38.5853       0.573325                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        60.3578                 NaN            NaN   39.0606       0.581583                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        59.8741                 NaN            NaN   39.5361       0.589845                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        59.3901                 NaN            NaN   40.0118       0.598112                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        58.9330                 NaN            NaN   40.4609       0.606079                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        58.4758                 NaN            NaN   40.9102       0.614050                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        58.0183                 NaN            NaN   41.3596       0.622024                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        57.5608                 NaN            NaN   41.8092       0.630002                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        57.1031                 NaN            NaN   42.2590       0.637983                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        56.6452                 NaN            NaN   42.7088       0.645967                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        56.1872                 NaN            NaN   43.1589       0.653955                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        55.7290                 NaN            NaN   43.6090       0.661946                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        55.3025                 NaN            NaN   44.0280       0.669465                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        54.8759                 NaN            NaN   44.4471       0.676987                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        54.4492                 NaN            NaN   44.8663       0.684511                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        54.0224                 NaN            NaN   45.2855       0.692038                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        53.5955                 NaN            NaN   45.7049       0.699567                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        53.1685                 NaN            NaN   46.1244       0.707099                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        52.7415                 NaN            NaN   46.5439       0.714633                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        52.3143                 NaN            NaN   46.9635       0.722169                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        51.9224                 NaN            NaN   47.3482       0.729474                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        51.5304                 NaN            NaN   47.7328       0.736781                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        51.1383                 NaN            NaN   48.1176       0.744090                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        50.7463                 NaN            NaN   48.5023       0.751400                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        50.3541                 NaN            NaN   48.8872       0.758712                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        49.9619                 NaN            NaN   49.2720       0.766026                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        49.5697                 NaN            NaN   49.6569       0.773342                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        49.1775                 NaN            NaN   50.0419       0.780659                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        48.0634                 NaN            NaN   50.1389       0.776398        1.02132                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        46.9384                 NaN            NaN   50.2109       0.770584        2.08006                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        45.8764                 NaN            NaN   50.2756       0.764797        3.08316                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        44.8119                 NaN            NaN   50.3404       0.758994        4.08873                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        43.8598                 NaN            NaN   50.3929       0.752671        4.99458                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        42.9057                 NaN            NaN   50.4455       0.746334        5.90245                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        41.9496                 NaN            NaN   50.4981       0.739981        6.81232                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        40.9914                 NaN            NaN   50.5507       0.733613        7.72422                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        40.2063                 NaN            NaN   50.5853       0.726760        8.48172                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        39.4197                 NaN            NaN   50.6198       0.719894        9.24062                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        38.6317                 NaN            NaN   50.6543       0.713014        10.0009                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        37.8424                 NaN            NaN   50.6889       0.706121        10.7626                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        37.0516                 NaN            NaN   50.7235       0.699214        11.5257                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        36.2594                 NaN            NaN   50.7581       0.692293        12.2902                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        35.4659                 NaN            NaN   50.7926       0.685359        13.0562                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        34.6709                 NaN            NaN   50.8272       0.678411        13.8235                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        34.0364                 NaN            NaN   50.8471       0.670647        14.4459                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        33.4009                 NaN            NaN   50.8670       0.662871        15.0692                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        32.7645                 NaN            NaN   50.8869       0.655082        15.6935                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        32.1273                 NaN            NaN   50.9067       0.647281        16.3187                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        31.4891                 NaN            NaN   50.9266       0.639468        16.9448                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        30.8500                 NaN            NaN   50.9464       0.631642        17.5719                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        30.2100                 NaN            NaN   50.9663       0.623804        18.1999                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        29.5691                 NaN            NaN   50.9861       0.615953        18.8289                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        29.0247                 NaN            NaN   50.9998       0.606841        19.3686                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        28.4797                 NaN            NaN   51.0136       0.597716        19.9090                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        27.9340                 NaN            NaN   51.0274       0.588579        20.4500                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        27.3877                 NaN            NaN   51.0411       0.579430        20.9918                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        26.8407                 NaN            NaN   51.0548       0.570268        21.5342                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        26.2930                 NaN            NaN   51.0685       0.561093        22.0774                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        25.7446                 NaN            NaN   51.0822       0.551906        22.6212                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        25.1956                 NaN            NaN   51.0959       0.542707        23.1658                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        24.7073                 NaN            NaN   51.1089       0.531943        23.6518                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        24.2184                 NaN            NaN   51.1220       0.521165        24.1384                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        23.7290                 NaN            NaN   51.1351       0.510374        24.6256                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        23.2390                 NaN            NaN   51.1481       0.499570        25.1133                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        22.7486                 NaN            NaN   51.1612       0.488753        25.6015                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        22.2575                 NaN            NaN   51.1742       0.477923        26.0903                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        21.7660                 NaN            NaN   51.1872       0.467079        26.5797                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        21.2739                 NaN            NaN   51.2002       0.456223        27.0696                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        20.8144                 NaN            NaN   51.2135       0.444774        27.5273                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        20.3544                 NaN            NaN   51.2267       0.433312        27.9856                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        19.8805                 NaN            NaN   51.2423       0.420718        28.4565                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        19.3875                 NaN            NaN   51.2579       0.411854        28.8483       0.944031E-001            NaN            NaN            NaN            NaN
  1471.15        500.000        18.6596                 NaN            NaN   51.2742       0.414954        29.0502       0.601028                 NaN            NaN            NaN            NaN
  1467.95        500.000        17.9304                 NaN            NaN   51.2904       0.418061        29.2525        1.10865                 NaN            NaN            NaN            NaN
  1464.74        500.000        17.1998                 NaN            NaN   51.3066       0.421177        29.4552        1.61728                 NaN            NaN            NaN            NaN
  1461.54        500.000        16.4678                 NaN            NaN   51.3227       0.424301        29.6582        2.12691                 NaN            NaN            NaN            NaN
  1458.33        500.000        15.8092                 NaN            NaN   51.3257       0.431078        29.8370        2.59703                 NaN            NaN            NaN            NaN
  1455.13        500.000        15.1495                 NaN            NaN   51.3286       0.437871        30.0161        3.06800                 NaN            NaN            NaN            NaN
  1451.92        500.000        14.5281                 NaN            NaN   51.3257       0.446207        30.1838        3.51615                 NaN            NaN            NaN            NaN
  1448.72        500.000        13.6068                 NaN            NaN   51.3655       0.454330        30.2520       0.195003        3.95431       0.172030                 NaN            NaN
  1445.51        500.000        13.6061                 NaN            NaN   51.3659       0.454347        30.2523       0.195006        3.95434       0.172042                 NaN            NaN
  1442.31        500.000        13.6055                 NaN            NaN   51.3662       0.454364        30.2526       0.195008        3.95437       0.172054                 NaN            NaN
  1439.10        500.000        13.6048                 NaN            NaN   51.3665       0.454381        30.2528       0.195010        3.95440       0.172066                 NaN            NaN
  1435.90        500.000        9.63161                 NaN            NaN   51.6216       0.497129        29.4590        5.16978        2.23424        1.38670                 NaN            NaN
  1432.69        500.000        9.63118                 NaN            NaN   51.6217       0.497146        29.4591        5.16980        2.23425        1.38679                 NaN            NaN
  1429.49        500.000        9.63074                 NaN            NaN   51.6218       0.497163        29.4593        5.16982        2.23427        1.38688                 NaN            NaN
  1426.28        500.000        9.63030                 NaN            NaN   51.6220       0.497179        29.4595        5.16984        2.23429        1.38697                 NaN            NaN
  1423.08        500.000        9.62987                 NaN            NaN   51.6221       0.497196        29.4596        5.16985        2.23431        1.38706                 NaN            NaN
  1419.87        500.000        9.62943                 NaN            NaN   51.6222       0.497213        29.4598        5.16987        2.23433        1.38715                 NaN            NaN
  1416.67        500.000        9.62899                 NaN            NaN   51.6224       0.497229        29.4599        5.16989        2.23435        1.38724                 NaN            NaN
  1413.46        500.000        9.62855                 NaN            NaN   51.6225       0.497246        29.4601        5.16991        2.23437        1.38733                 NaN            NaN
  1410.26        500.000        5.86836                 NaN            NaN   51.8459       0.557401        28.4887        4.27146        6.31777        2.65036                 NaN            NaN
  1407.05        500.000        5.86815                 NaN            NaN   51.8459       0.557418        28.4888        4.27148        6.31777        2.65052                 NaN            NaN
  1403.85        500.000        5.86792                 NaN            NaN   51.8458       0.557435        28.4888        4.27151        6.31778        2.65069                 NaN            NaN
  1400.64        500.000        5.86770                 NaN            NaN   51.8458       0.557451        28.4889        4.27153        6.31778        2.65085                 NaN            NaN
  1397.44        500.000        5.86748                 NaN            NaN   51.8457       0.557468        28.4890        4.27155        6.31778        2.65101                 NaN            NaN
  1394.23        500.000        5.86726                 NaN            NaN   51.8457       0.557484        28.4890        4.27157        6.31778        2.65118                 NaN            NaN
  1391.03        500.000        5.86704                 NaN            NaN   51.8456       0.557501        28.4891        4.27160        6.31778        2.65134                 NaN            NaN
  1387.82        500.000        5.86681                 NaN            NaN   51.8456       0.557517        28.4892        4.27162        6.31778        2.65150                 NaN            NaN
  1384.62        500.000        3.97732                 NaN            NaN   51.9373       0.604125        27.8567        5.36522        6.86611        3.39321                 NaN            NaN
  1381.41        500.000        3.97720                 NaN            NaN   51.9371       0.604142        27.8568        5.36524        6.86610        3.39341                 NaN            NaN
  1378.21        500.000        3.97708                 NaN            NaN   51.9370       0.604159        27.8568        5.36526        6.86609        3.39361                 NaN            NaN
  1375.00        500.000        3.97696                 NaN            NaN   51.9369       0.604176        27.8568        5.36528        6.86609        3.39381                 NaN            NaN
  1371.79        500.000        3.97684                 NaN            NaN   51.9367       0.604192        27.8568        5.36530        6.86608        3.39402                 NaN            NaN
  1368.59        500.000        3.97672                 NaN            NaN   51.9366       0.604209        27.8569        5.36532        6.86607        3.39422                 NaN            NaN
  1365.38        500.000        3.97660                 NaN            NaN   51.9365       0.604226        27.8569        5.36535        6.86606        3.39442                 NaN            NaN
  1362.18        500.000        3.97648                 NaN            NaN   51.9363       0.604243        27.8569        5.36537        6.86605        3.39462                 NaN            NaN
  1358.97        500.000        2.76330                 NaN            NaN   51.9762       0.644118        27.3947        6.09693        7.18042        3.94436                 NaN            NaN
  1355.77        500.000        2.76324                 NaN            NaN   51.9760       0.644135        27.3947        6.09695        7.18040        3.94459                 NaN            NaN
  1352.56        500.000        2.76317                 NaN            NaN   51.9758       0.644152        27.3947        6.09697        7.18039        3.94482                 NaN            NaN
  1349.36        500.000        2.76311                 NaN            NaN   51.9756       0.644169        27.3947        6.09699        7.18037        3.94505                 NaN            NaN
  1346.15        500.000        2.76304                 NaN            NaN   51.9754       0.644186        27.3947        6.09701        7.18036        3.94528                 NaN            NaN
  1342.95        500.000        2.76298                 NaN            NaN   51.9752       0.644203        27.3947        6.09703        7.18034        3.94551                 NaN            NaN
  1339.74        500.000        2.76291                 NaN            NaN   51.9750       0.644220        27.3947        6.09705        7.18033        3.94575                 NaN            NaN
  1336.54        500.000        2.76284                 NaN            NaN   51.9748       0.644237        27.3947        6.09707        7.18031        3.94598                 NaN            NaN
  1333.33        500.000        1.86684                 NaN            NaN   51.9886       0.678617        27.0566        7.37769        6.63379        4.39784                 NaN            NaN
  1330.13        500.000        1.86680                 NaN            NaN   51.9884       0.678635        27.0566        7.37767        6.63381        4.39810                 NaN            NaN
  1326.92        500.000        1.86677                 NaN            NaN   51.9882       0.678652        27.0566        7.37765        6.63383        4.39835                 NaN            NaN
  1323.72        500.000        1.86673                 NaN            NaN   51.9879       0.678670        27.0566        7.37763        6.63385        4.39860                 NaN            NaN
  1320.51        500.000        1.86670                 NaN            NaN   51.9877       0.678687        27.0566        7.37762        6.63387        4.39886                 NaN            NaN
  1317.31        500.000        1.86666                 NaN            NaN   51.9875       0.678704        27.0566        7.37760        6.63389        4.39911                 NaN            NaN
  1314.10        500.000        1.86663                 NaN            NaN   51.9872       0.678722        27.0566        7.37758        6.63391        4.39937                 NaN            NaN
  1310.90        500.000        1.86660                 NaN            NaN   51.9870       0.678739        27.0566        7.37756        6.63393        4.39962                 NaN            NaN
  1307.69        500.000        1.14761                 NaN            NaN   51.9824       0.708899        26.8198        7.04473        7.51230        4.78428                 NaN            NaN
  1304.49        500.000        1.06663                 NaN            NaN   51.9807       0.712370        26.7968        7.08789        7.52746        4.82820                 NaN            NaN
  1301.28        500.000       0.141622                 NaN            NaN   52.0262       0.716266        26.7832        7.60158        7.24358        4.95272       0.534895                 NaN
  1298.08        500.000                 NaN            NaN            NaN   52.0351       0.719384        26.8011        7.22359        7.61871        4.97648       0.625628                 NaN
  1294.87        500.000                 NaN            NaN            NaN   52.0357       0.722577        26.8191        7.62791        7.18113        4.98559       0.628014                 NaN
  1291.67        500.000                 NaN            NaN            NaN   52.0354       0.722595        26.8191        7.62788        7.18115        4.98587       0.628025                 NaN
  1288.46        500.000                 NaN            NaN            NaN   52.0351       0.722613        26.8191        7.62786        7.18117        4.98616       0.628035                 NaN
