|6.6.6
Archiving\03_Data\DeqLP/QFM/K22/K22_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.5031       0.496881                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.4733       0.526695                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.4435       0.556510                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.4137       0.586324                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3839       0.616138                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3540       0.645952                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3242       0.675766                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2944       0.705579                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2646       0.735393                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1702       0.829770                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0759       0.924146                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.9815        1.01852                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.8871        1.11290                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.7927        1.20727                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.6984        1.30165                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.6040        1.39602                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.5096        1.49040                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.1581        1.84193                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.8065        2.19347                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.4550        2.54501                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.1034        2.89655                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.7519        3.24809                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.4004        3.59964                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.0488        3.95119                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.6973        4.30274                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        95.1339        4.86230       0.379222E-002            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.5311        5.44520       0.237401E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.9027        6.05410       0.431909E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        93.2743        6.66301       0.626420E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        92.6224        7.29635       0.812406E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        91.9705        7.92970       0.998395E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.3185        8.56306       0.118439                 NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        90.6665        9.19644       0.137039                 NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        90.0224        9.82328       0.154274                 NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        89.3784        10.4501       0.171509                 NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        88.7343        11.0770       0.188745                 NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        88.0901        11.7039       0.205981                 NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        87.4460        12.3308       0.223218                 NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        86.8018        12.9577       0.240455                 NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        86.1577        13.5846       0.257693                 NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        85.5135        14.2116       0.274931                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        84.9056        14.8037       0.290688                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        84.2976        15.3959       0.306445                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        83.6897        15.9881       0.322202                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        83.0817        16.5803       0.337960                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        82.4737        17.1726       0.353719                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        81.8657        17.7648       0.369478                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        81.2577        18.3571       0.385237                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        80.6497        18.9493       0.400996                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        80.0751        19.5095       0.415467                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        79.5004        20.0696       0.429937                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        78.9258        20.6298       0.444408                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        78.3511        21.1900       0.458879                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        77.7764        21.7502       0.473351                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        77.2017        22.3104       0.487823                 NaN            NaN            NaN            NaN            NaN
