|6.6.6
Archiving\03_Data\DeqLP/QFM/K22/K22_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.5577       0.442323                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5299       0.470089                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5021       0.497862                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.4744       0.525642                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.4466       0.553428                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.4188       0.581221                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3910       0.609021                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3632       0.636827                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3354       0.664640                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2474       0.752603                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1594       0.840594                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0714       0.928613                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.9833        1.01666                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.8953        1.10474                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.8072        1.19284                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.7190        1.28097                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.6309        1.36913                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.3034        1.69659                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.9757        2.02427                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.6478        2.35216                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.3197        2.68026                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.9914        3.00857                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.6629        3.33710                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.3342        3.66584                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.0052        3.99479                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        95.4799        4.51749       0.258766E-002            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.9217        5.06211       0.162046E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        94.3393        5.63123       0.294805E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        93.7563        6.20092       0.427706E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        93.1517        6.79284       0.554676E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        92.5464        7.38538       0.681784E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.9406        7.97854       0.809030E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        91.3340        8.57231       0.936414E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        90.7370        9.15757       0.105403                 NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        90.1394        9.74343       0.117176                 NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        89.5412        10.3299       0.128963                 NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        88.9423        10.9169       0.140761                 NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        88.3429        11.5046       0.152573                 NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        87.7428        12.0928       0.164396                 NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        87.1421        12.6816       0.176232                 NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        86.5409        13.2710       0.188080                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        85.9766        13.8246       0.198854                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        85.4118        14.3786       0.209638                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        84.8464        14.9332       0.220433                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        84.2805        15.4883       0.231238                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        83.7141        16.0439       0.242054                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        83.1471        16.6000       0.252881                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        82.5797        17.1566       0.263718                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        82.0117        17.7138       0.274565                 NaN            NaN            NaN            NaN            NaN
