|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1308.56        2500.00        99.2053                 NaN            NaN  0.120942                 NaN  0.406252                 NaN            NaN  0.267491                 NaN            NaN            NaN
  1306.97        2500.00        99.2131                 NaN            NaN  0.116937                 NaN  0.405938                 NaN            NaN  0.263995                 NaN            NaN            NaN
  1305.38        2500.00        99.2202                 NaN            NaN  0.113225                 NaN  0.405486                 NaN            NaN  0.261042                 NaN            NaN            NaN
  1303.79        2500.00        99.2272                 NaN            NaN  0.109086                 NaN  0.405602                 NaN            NaN  0.258130                 NaN            NaN            NaN
  1302.20        2500.00        99.2338                 NaN            NaN  0.106905                 NaN  0.404190                 NaN            NaN  0.255068                 NaN            NaN            NaN
  1300.61        2500.00        99.2407                 NaN            NaN  0.102298                 NaN  0.404541                 NaN            NaN  0.252432                 NaN            NaN            NaN
  1299.02        2500.00        91.2072                 NaN            NaN  0.445512                 NaN   1.91919                 NaN            NaN   1.27597        5.15213                 NaN            NaN
  1297.43        2500.00        89.6958                 NaN            NaN  0.450857                 NaN   2.29395                 NaN            NaN   1.46667        6.09277                 NaN            NaN
  1295.84        2500.00        90.1676                 NaN            NaN  0.379820                 NaN   2.28421                 NaN            NaN   1.40730        5.76111                 NaN            NaN
  1294.25        2500.00        83.3569                 NaN            NaN  0.614726                 NaN   3.52892                 NaN            NaN   2.36540        9.81003       0.323999                 NaN
  1292.66        2500.00        84.8962                 NaN            NaN  0.585654                 NaN   3.20934                 NaN            NaN   2.15416        8.86310       0.291567                 NaN
  1291.07        2500.00        86.3282                 NaN            NaN  0.528693                 NaN   2.94400                 NaN            NaN   1.95707        7.98180       0.260243                 NaN
  1289.48        2500.00        87.5763                 NaN            NaN  0.482864                 NaN   2.70285                 NaN            NaN   1.78466        7.21960       0.233715                 NaN
  1287.89        2500.00        88.6274                 NaN            NaN  0.432727                 NaN   2.51288                 NaN            NaN   1.63901        6.57707       0.210948                 NaN
  1286.29        2500.00        89.6472                 NaN            NaN  0.359325                 NaN   2.35278                 NaN            NaN   1.49626        5.95609       0.188313                 NaN
  1284.70        2500.00        83.5587                 NaN            NaN  0.519404                 NaN   3.66501                 NaN            NaN   2.36278        9.57729       0.316779                 NaN
  1283.11        2500.00        98.7341                 NaN            NaN  0.204359                 NaN  0.264836                 NaN            NaN  0.208280       0.579536       0.890131E-002            NaN
  1281.52        2500.00        90.5810                 NaN            NaN            NaN            NaN   2.39872       0.259478                 NaN   1.37955        5.24002       0.141253                 NaN
  1279.93        2500.00        97.3160                 NaN            NaN  0.222124E-004            NaN  0.647421       0.157915                 NaN  0.391155        1.44571       0.417963E-001            NaN
  1278.34        2500.00        85.5155                 NaN            NaN  0.191040                 NaN   3.80697                 NaN            NaN   2.10263        8.14159       0.242287                 NaN
  1276.75        2500.00        92.3677                 NaN            NaN  0.354179                 NaN   1.34803                 NaN            NaN   1.16041        4.63669       0.132986                 NaN
  1275.16        2500.00        87.0084                 NaN            NaN  0.446241                 NaN   2.06918                 NaN            NaN   2.03833        8.18734       0.250523                 NaN
  1273.57        2500.00        93.6328                 NaN            NaN  0.136771E-001            NaN   1.40725                 NaN            NaN  0.967505        3.87036       0.108423                 NaN
  1271.98        2500.00        93.2805                 NaN            NaN  0.608675                 NaN            NaN            NaN            NaN   1.23861        4.71514       0.157113                 NaN
  1270.39        2500.00        98.7338                 NaN            NaN            NaN            NaN  0.511265                 NaN            NaN  0.125901       0.613876       0.151618E-001            NaN
  1268.80        2500.00        98.0358                 NaN            NaN            NaN            NaN  0.799694                 NaN            NaN  0.237074       0.897710       0.297167E-001            NaN
  1267.21        2500.00        98.1601                 NaN            NaN            NaN            NaN  0.525946                 NaN            NaN  0.194217        1.08832       0.314532E-001            NaN
  1265.62        2500.00        99.7538                 NaN            NaN            NaN            NaN  0.154229                 NaN            NaN  0.919236E-001            NaN            NaN            NaN
  1264.03        2500.00        97.8817                 NaN            NaN            NaN            NaN  0.118100       0.451522                 NaN  0.337603        1.18208       0.289643E-001            NaN
  1262.44        2500.00        88.1215        6.47279                 NaN            NaN            NaN  0.532991       0.956337                 NaN  0.781045        3.06261       0.727278E-001            NaN
  1260.85        2500.00        99.6859                 NaN            NaN            NaN            NaN  0.170806                 NaN            NaN  0.143253                 NaN            NaN            NaN
  1259.26        2500.00        99.4088                 NaN            NaN            NaN            NaN  0.412819       0.203145E-001            NaN  0.132087                 NaN  0.259397E-001            NaN
  1257.67        2500.00        97.3292                 NaN            NaN            NaN            NaN   1.51868                 NaN            NaN  0.162623       0.989479                 NaN            NaN
  1256.07        2500.00        84.4550                 NaN            NaN            NaN            NaN   7.20065                 NaN            NaN   1.92387        6.31981       0.100680                 NaN
  1254.48        2500.00        93.1816                 NaN            NaN            NaN            NaN   1.73886                 NaN            NaN  0.865792        4.07258       0.141170                 NaN
  1252.89        2500.00        99.9782                 NaN            NaN            NaN            NaN  0.182940E-001            NaN            NaN            NaN            NaN  0.349344E-002            NaN
  1251.30        2500.00        97.5700                 NaN            NaN            NaN            NaN  0.132409       0.604235                 NaN  0.336637        1.32636       0.303213E-001            NaN
  1249.71        2500.00        95.3778                 NaN            NaN            NaN            NaN   1.12311                 NaN            NaN  0.649257        2.77298       0.768552E-001            NaN
  1248.12        2500.00        97.2774                 NaN            NaN            NaN            NaN  0.951519                 NaN            NaN  0.410019        1.35553       0.552672E-002            NaN
  1246.53        2500.00        97.7251                 NaN            NaN            NaN            NaN  0.197363       0.511707                 NaN  0.320209        1.21147       0.341642E-001            NaN
  1244.94        2500.00        96.1715                 NaN            NaN            NaN            NaN  0.980851       0.197090                 NaN  0.603096        1.97700       0.705010E-001            NaN
  1243.35        2500.00        97.1835                 NaN            NaN            NaN            NaN  0.182017       0.457027       0.142204       0.317838        1.70618       0.112605E-001            NaN
  1241.76        2500.00        98.1159                 NaN            NaN            NaN            NaN  0.460431                 NaN            NaN  0.376064       0.999339       0.482891E-001            NaN
  1240.17        2500.00        96.9912                 NaN            NaN            NaN            NaN  0.149053                 NaN            NaN  0.191019        2.59300       0.757732E-001            NaN
  1238.58        2500.00        98.0318                 NaN            NaN            NaN            NaN   1.08787                 NaN            NaN  0.342792       0.528579       0.891627E-002            NaN
  1236.99        2500.00        98.3990                 NaN            NaN            NaN            NaN  0.385506                 NaN            NaN  0.222511       0.985067       0.794160E-002            NaN
  1235.40        2500.00        97.0210                 NaN            NaN            NaN            NaN  0.991155                 NaN            NaN  0.462309        1.47963       0.458575E-001            NaN
  1233.81        2500.00        97.9859                 NaN            NaN            NaN            NaN  0.452079                 NaN            NaN  0.208074        1.34794       0.602894E-002            NaN
  1232.22        2500.00        97.7974                 NaN            NaN            NaN            NaN  0.566400       0.742389E-003            NaN  0.312403        1.27845       0.446152E-001            NaN
  1230.63        2500.00        91.7926                 NaN            NaN            NaN            NaN   1.20693                 NaN            NaN  0.764987        3.91958       0.417171E-001   2.27415     
  1229.04        2500.00                 NaN            NaN            NaN            NaN            NaN   2.44882        9.05181       0.838726E-006   8.30033        46.6050       0.637754        32.9562     
  1227.45        2500.00                 NaN            NaN            NaN   3.33102                 NaN   5.69673                 NaN            NaN   8.01940        47.8143       0.840556        34.2980     
  1225.85        2500.00                 NaN            NaN            NaN            NaN            NaN   2.39463        9.10977       0.204892E-005   8.31273        46.5882       0.636371        32.9583     
  1224.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38002        9.12585       0.240863E-005   8.31785        46.5811       0.635792        32.9594     
  1222.67        2500.00                 NaN            NaN            NaN            NaN            NaN   2.36550        9.14187       0.282577E-005   8.32297        46.5740       0.635208        32.9605     
  1221.08        2500.00                 NaN            NaN            NaN   3.34248                 NaN   5.67876                 NaN            NaN   8.02014        47.8099       0.840675        34.3081     
  1219.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38926        9.12499       0.812466E-004   8.33094        46.5587       0.634420        32.9616     
  1217.90        2500.00                 NaN            NaN            NaN            NaN            NaN   2.24324        9.26506       0.349000E-004   8.34450        46.5538       0.632663        32.9607     
  1216.31        2500.00                 NaN            NaN            NaN   3.38585                 NaN   5.61206       0.819614E-005            NaN   8.02181        47.8089       0.841103        34.3302     
  1214.72        2500.00                 NaN            NaN            NaN   3.39370                 NaN   5.60065       0.124783E-004            NaN   8.02193        47.8052       0.841785        34.3367     
  1213.13        2500.00                 NaN            NaN            NaN   3.39254                 NaN   5.60367       0.113506E-004            NaN   8.02239        47.8039       0.841074        34.3364     
  1211.54        2500.00                 NaN            NaN            NaN   3.39488                 NaN   5.60008       0.124471E-004            NaN   8.02221        47.8030       0.841118        34.3387     
  1209.95        2500.00                 NaN            NaN            NaN   3.40341                 NaN   5.58813       0.191051E-004            NaN   8.02396        47.7980       0.841163        34.3454     
  1208.36        2500.00                 NaN            NaN            NaN   3.40516                 NaN   5.58452       0.222172E-004            NaN   8.02429        47.7978       0.841272        34.3469     
  1206.77        2500.00                 NaN            NaN            NaN   3.40791                 NaN   5.58020       0.255481E-004            NaN   8.02417        47.7969       0.841359        34.3494     
  1205.18        2500.00                 NaN            NaN            NaN   3.40372                 NaN   5.59001       0.166776E-004            NaN   8.02488        47.7904       0.840819        34.3502     
  1203.59        2500.00                 NaN            NaN            NaN   3.40991                 NaN   5.57842       0.247888E-004            NaN   8.02193        47.7934       0.841823        34.3545     
  1202.00        2500.00                 NaN            NaN            NaN            NaN            NaN   8.33817        3.26493                 NaN   8.43698        46.3558       0.614970        32.9892     
  1200.41        2500.00                 NaN            NaN            NaN            NaN            NaN   8.36434        3.24041                 NaN   8.44147        46.3490       0.614382        32.9904     
  1198.82        2500.00                 NaN            NaN            NaN            NaN            NaN   8.39048        3.21575                 NaN   8.44610        46.3424       0.613793        32.9915     
  1197.23        2500.00                 NaN            NaN            NaN            NaN            NaN   8.45593        3.15762                 NaN   8.45204        46.3284       0.611945        32.9941     
  1195.63        2500.00                 NaN            NaN            NaN            NaN            NaN   8.41234        3.19738                 NaN   8.45462        46.3290       0.612618        32.9940     
  1194.04        2500.00                 NaN            NaN            NaN            NaN            NaN  0.653745E-004   8.43841        3.17297        8.45916        46.3221       0.612011        32.9952     
  1192.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.960082E-004   8.45982        3.15331        8.46377        46.3152       0.611363        32.9965     
  1190.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.906123E-004   8.48431        3.13021        8.46836        46.3086       0.610792        32.9976     
  1189.27        2500.00                 NaN            NaN            NaN            NaN            NaN  0.129618E-003   8.51006        3.10630        8.47327        46.3014       0.610120        32.9988     
  1187.68        2500.00                 NaN            NaN            NaN            NaN            NaN  0.137973E-003   8.53285        3.08517        8.47743        46.2948       0.609542        33.0000     
  1186.09        2500.00                 NaN            NaN            NaN            NaN            NaN  0.134808E-003   8.58487        3.03470        8.48271        46.2876       0.608893        33.0010     
  1184.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.303566E-003   8.61149        3.00992        8.48743        46.2803       0.608227        33.0023     
  1182.91        2500.00                 NaN            NaN            NaN            NaN            NaN  0.184621E-003   8.63274        2.99072        8.49158        46.2735       0.607586        33.0036     
  1181.32        2500.00                 NaN            NaN            NaN            NaN            NaN  0.161080E-003   8.65124        2.97410        8.49595        46.2667       0.606933        33.0049     
  1179.73        2500.00                 NaN            NaN            NaN            NaN            NaN  0.215381E-003   8.67676        2.95048        8.50051        46.2596       0.606266        33.0062     
  1178.14        2500.00                 NaN            NaN            NaN            NaN            NaN  0.247858E-003   8.70393        2.92543        8.50551        46.2520       0.605493        33.0074     
  1176.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.302811E-003   8.72554        2.90550        8.51002        46.2451       0.604956        33.0086     
  1174.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.327187E-003   8.74925        2.88387        8.51463        46.2377       0.604243        33.0099     
  1173.37        2500.00                 NaN            NaN            NaN            NaN            NaN   8.74939        2.88665       0.112273E-005   8.51906        46.2313       0.603274        33.0103     
  1171.78        2500.00                 NaN            NaN            NaN            NaN            NaN   8.80079        2.83632                 NaN   8.52969        46.2205       0.602253        33.0104     
  1170.19        2500.00                 NaN            NaN            NaN            NaN            NaN   9.17347        2.52828                 NaN   8.44932        46.2028       0.606876        33.0393     
  1168.60        2500.00                 NaN            NaN            NaN            NaN            NaN   8.78057        2.86242       0.110671E-005   8.53165        46.2097       0.601188        33.0144     
  1167.01        2500.00                 NaN            NaN            NaN            NaN            NaN   9.16877        2.53717                 NaN   8.45737        46.1895       0.604945        33.0423     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   8.80806        2.83835                 NaN   8.54043        46.1968       0.599721        33.0166     
  1163.82        2500.00                 NaN            NaN            NaN            NaN            NaN   9.21896        2.49458                 NaN   8.46556        46.1737       0.601642        33.0456     
  1162.23        2500.00                 NaN            NaN            NaN            NaN            NaN   9.91155        1.76391                 NaN   8.53308        46.1453       0.610631        33.0355     
  1160.64        2500.00                 NaN            NaN            NaN            NaN            NaN   9.73750        1.93723                 NaN   8.54226        46.1411       0.607164        33.0348     
  1159.05        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1942        1.51332                 NaN   8.56179        46.0905       0.599947        33.0403     
  1157.46        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0999        1.61049                 NaN   8.57004        46.0785       0.598352        33.0427     
  1155.87        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1832        1.53312                 NaN   8.57070        46.0683       0.597903        33.0468     
  1154.28        2500.00                 NaN            NaN            NaN            NaN            NaN   9.95713        1.76045                 NaN   8.56404        46.0650       0.601666        33.0517     
  1152.69        2500.00                 NaN            NaN            NaN            NaN            NaN   9.96145        1.75105                 NaN   8.56510        46.0781       0.599980        33.0443     
  1151.10        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3344        1.38451                 NaN   8.56729        46.0672       0.597401        33.0492     
  1149.51        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1055        1.62132                 NaN   8.57669        46.0513       0.596411        33.0487     
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7408        1.02502                 NaN   8.61570        45.9716       0.583230        33.0636     
  1146.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2007        1.52490                 NaN   8.57804        46.0466       0.596343        33.0534     
  1144.74        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3974        1.36472                 NaN   8.60668        45.9887       0.584173        33.0584     
  1143.15        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5129        1.23980                 NaN   8.60551        45.9930       0.586487        33.0622     
  1141.56        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3086        1.43027                 NaN   8.60850        46.0175       0.579939        33.0551     
  1139.97        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5669        1.24359                 NaN   8.61364        45.9164       0.583187        33.0763     
  1138.38        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7869                 NaN            NaN   8.67496        45.9062       0.569893        33.0620     
  1136.79        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1282        1.61546                 NaN   8.59037        46.0134       0.591285        33.0613     
  1135.19        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1038        1.65056                 NaN   8.60881        45.9858       0.585959        33.0651     
  1133.60        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0760        1.68309                 NaN   8.61128        45.9762       0.585439        33.0680     
  1132.01        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1093        1.64804                 NaN   8.60983        45.9779       0.586230        33.0687     
  1130.42        2500.00                 NaN            NaN            NaN            NaN            NaN   9.79733        1.95357                 NaN   8.60225        45.9809       0.590618        33.0753     
  1128.83        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0453        1.71802                 NaN   8.60574        45.9698       0.587264        33.0739     
  1127.24        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0703        1.69997                 NaN   8.61483        45.9545       0.584555        33.0758     
  1125.65        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3576       0.509087                 NaN   8.66171        45.8001       0.566089        33.1054     
  1124.06        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0358        1.74333                 NaN   8.62187        45.9360       0.582543        33.0805     
  1122.47        2500.00                 NaN            NaN            NaN            NaN            NaN   9.59964        2.20231       0.282917E-003   8.63132        45.8995       0.579723        33.0872     
  1120.88        2500.00                 NaN            NaN            NaN            NaN            NaN   9.96854        1.80598                 NaN   8.62151        45.9408       0.582715        33.0805     
  1119.29        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1213        1.65666                 NaN   8.62046        45.9401       0.581190        33.0803     
  1117.70        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1066        1.68763                 NaN   8.63530        45.9021       0.579362        33.0890     
  1116.11        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1078        1.69118                 NaN   8.63840        45.8931       0.578404        33.0911     
  1114.52        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0701        1.72980                 NaN   8.64005        45.8896       0.578167        33.0922     
  1112.93        2500.00                 NaN            NaN            NaN            NaN            NaN   9.26235        2.46351                 NaN   8.68265        45.9515       0.575248        33.0647     
  1111.34        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0695        1.73753                 NaN   8.64637        45.8751       0.576139        33.0953     
  1109.75        2500.00                 NaN            NaN            NaN            NaN            NaN   9.77348        2.02130                 NaN   8.64637        45.8895       0.576832        33.0925     
  1108.16        2500.00                 NaN            NaN            NaN            NaN            NaN   9.69341        2.09946                 NaN   8.64649        45.8901       0.577200        33.0934     
  1106.57        2500.00                 NaN            NaN            NaN            NaN            NaN   9.88862        1.92225                 NaN   8.63517        45.8744       0.578163        33.1014     
  1104.97        2500.00                 NaN            NaN            NaN            NaN            NaN   9.75921        2.04430                 NaN   8.65429        45.8707       0.574206        33.0973     
  1103.38        2500.00                 NaN            NaN            NaN            NaN            NaN   9.77026        2.03869                 NaN   8.65493        45.8637       0.573447        33.0990     
  1101.79        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8687        1.11194                 NaN   8.74580        45.5773       0.541748        33.1544     
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2041        1.62811                 NaN   8.65809        45.8348       0.569557        33.1054     
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1279        1.70920                 NaN   8.66732        45.8199       0.567952        33.1078     
  1097.02        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0329        1.80286                 NaN   8.67138        45.8166       0.566822        33.1095     
  1095.43        2500.00                 NaN            NaN            NaN            NaN            NaN   9.99185        1.84213                 NaN   8.67107        45.8170       0.567618        33.1103     
  1093.84        2500.00                 NaN            NaN            NaN            NaN            NaN   9.92340        1.91327                 NaN   8.66790        45.8149       0.568454        33.1121     
  1092.25        2500.00                 NaN            NaN            NaN            NaN            NaN   9.99287        1.84291                 NaN   8.67314        45.8121       0.566162        33.1128     
  1090.66        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0385        1.80717                 NaN   8.67962        45.7955       0.563933        33.1153     
  1089.07        2500.00                 NaN            NaN            NaN            NaN            NaN   9.89765        1.94574                 NaN   8.68637        45.7900       0.562994        33.1173     
  1087.48        2500.00                 NaN            NaN            NaN            NaN            NaN   9.86618        1.98120                 NaN   8.68692        45.7828       0.563862        33.1191     
  1085.89        2500.00                 NaN            NaN            NaN            NaN            NaN  0.379516E-003   9.30718        2.46561        8.75231        45.8215       0.561639        33.0914     
  1084.30        2500.00                 NaN            NaN            NaN            NaN            NaN  0.100098E-002   9.32116        2.45432        8.75697        45.8128       0.560681        33.0931     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN  0.183879E-003   9.90978        1.94539        8.69704        45.7649       0.559530        33.1232     
  1081.12        2500.00                 NaN            NaN            NaN            NaN            NaN  0.350807E-002   9.82775        2.02954        8.69901        45.7550       0.559853        33.1253     
  1079.53        2500.00                 NaN            NaN            NaN            NaN            NaN  0.285510E-002   9.96039        1.91758        8.72095        45.7183       0.549966        33.1300     
  1077.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.217677E-002   9.90393        1.95960        8.70692        45.7385       0.557977        33.1309     
  1076.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.251060E-002   9.87602        2.00367        8.72039        45.7113       0.552856        33.1332     
  1074.75        2500.00                 NaN            NaN            NaN            NaN            NaN  0.243803E-002   9.28434        2.50779        8.78061        45.7657       0.555481        33.1036     
  1073.16        2500.00                 NaN            NaN            NaN            NaN            NaN  0.391908E-002   9.26658        2.52509        8.78186        45.7625       0.555321        33.1047     
  1071.57        2500.00                 NaN            NaN            NaN            NaN            NaN  0.270793E-004   9.76367        2.11639        8.71572        45.7123       0.555231        33.1367     
  1069.98        2500.00                 NaN            NaN            NaN            NaN            NaN  0.519764E-002   9.83319        2.05606        8.73417        45.6839       0.547027        33.1404     
  1068.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.336407E-002   9.22055        2.57849        8.79473        45.7419       0.553124        33.1079     
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   9.21797        2.58778                 NaN   8.79684        45.7350       0.552518        33.1099     
  1065.21        2500.00                 NaN            NaN            NaN            NaN            NaN  0.114459E-001   9.21414        2.58311        8.80158        45.7267       0.551492        33.1116     
  1063.62        2500.00                 NaN            NaN            NaN            NaN            NaN   1.55823        10.2663       0.426369E-004   8.70142        45.7859       0.560396        33.1276     
  1062.03        2500.00                 NaN            NaN            NaN            NaN            NaN   9.22194        2.59544                 NaN   8.81016        45.7072       0.549217        33.1160     
  1060.44        2500.00                 NaN            NaN            NaN            NaN            NaN   1.46311        10.3715       0.585562E-004   8.71799        45.7634       0.554230        33.1298     
  1058.85        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54580        10.2788       0.587385E-004   8.71067        45.7782       0.557396        33.1290     
  1057.26        2500.00                 NaN            NaN            NaN            NaN            NaN   9.29373        2.53766                 NaN   8.82342        45.6776       0.545644        33.1220     
  1055.67        2500.00                 NaN            NaN            NaN            NaN            NaN   1.57735        10.2549       0.555321E-004   8.71811        45.7617       0.555232        33.1327     
  1054.08        2500.00                 NaN            NaN            NaN            NaN            NaN   9.19490        2.61987                 NaN   8.85604        45.6612       0.549354        33.1186     
  1052.49        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04385        2.78144                 NaN   8.82793        45.6735       0.547694        33.1256     
  1050.90        2500.00                 NaN            NaN            NaN            NaN            NaN   9.43974        2.47199                 NaN   8.75486        45.6291       0.545797        33.1585     
  1049.31        2500.00                 NaN            NaN            NaN            NaN            NaN   9.37922        2.45210                 NaN   8.89187        45.6092       0.544078        33.1235     
  1047.72        2500.00                 NaN            NaN            NaN            NaN            NaN   9.33810        2.49902                 NaN   8.89439        45.5994       0.543191        33.1259     
  1046.13        2500.00                 NaN            NaN            NaN            NaN            NaN   9.41447        2.50630                 NaN   8.76604        45.6082       0.542178        33.1628     
  1044.53        2500.00                 NaN            NaN            NaN            NaN            NaN   9.43039        2.50078                 NaN   8.76745        45.5919       0.542154        33.1673     
  1042.94        2500.00                 NaN            NaN            NaN            NaN            NaN   9.31701        2.53048                 NaN   8.90293        45.5780       0.540631        33.1310     
  1041.35        2500.00                 NaN            NaN            NaN            NaN            NaN   9.33818        2.58562                 NaN   8.77667        45.5935       0.539529        33.1665     
  1039.76        2500.00                 NaN            NaN            NaN            NaN            NaN   9.25931        2.58836                 NaN   8.90764        45.5730       0.539461        33.1322     
  1038.17        2500.00                 NaN            NaN            NaN            NaN            NaN   9.32897        2.52354                 NaN   8.91309        45.5600       0.538488        33.1359     
  1036.58        2500.00                 NaN            NaN            NaN            NaN            NaN   9.00629        2.85720                 NaN   8.86439        45.5905       0.537452        33.1441     
  1034.99        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24203        2.61555                 NaN   8.91912        45.5479       0.536573        33.1388     
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   9.02875        2.83586                 NaN   8.87846        45.5736       0.537498        33.1458     
  1031.81        2500.00                 NaN            NaN            NaN            NaN            NaN   9.01204        2.86195                 NaN   8.87609        45.5657       0.534846        33.1494     
  1030.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.88335        8.99295                 NaN   8.87683        45.5611       0.534446        33.1513     
  1028.63        2500.00                 NaN            NaN            NaN            NaN            NaN   8.98501        2.89439                 NaN   8.88087        45.5532       0.533588        33.1530     
  1027.04        2500.00                 NaN            NaN            NaN            NaN            NaN   3.26986        8.69376                 NaN   8.96706        45.3753       0.520415        33.1736     
  1025.45        2500.00                 NaN            NaN            NaN            NaN            NaN   9.80253        2.21151                 NaN   8.99232        45.3054       0.508993        33.1793     
  1023.86        2500.00                 NaN            NaN            NaN            NaN            NaN   9.43443        2.46539                 NaN   8.96149        45.4696       0.520331        33.1488     
  1022.27        2500.00                 NaN            NaN            NaN            NaN            NaN   9.33713        2.56106                 NaN   8.95195        45.4669       0.526838        33.1562     
  1020.68        2500.00                 NaN            NaN            NaN            NaN            NaN   9.33253        2.56993                 NaN   8.95798        45.4572       0.524832        33.1576     
  1019.09        2500.00                 NaN            NaN            NaN            NaN            NaN   9.05998        2.83397                 NaN   8.90787        45.5083       0.528590        33.1613     
  1017.50        2500.00                 NaN            NaN            NaN            NaN            NaN   9.05567        2.84277                 NaN   8.91224        45.4983       0.527374        33.1637     
  1015.91        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04647        2.85604                 NaN   8.91610        45.4893       0.526399        33.1657     
  1014.31        2500.00                 NaN            NaN            NaN            NaN            NaN   9.05438        2.85765                 NaN   8.92139        45.4726       0.525138        33.1689     
  1012.72        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07872        2.82412                 NaN   8.94618        45.4593       0.524646        33.1671     
  1011.13        2500.00                 NaN            NaN            NaN            NaN            NaN   9.02438        2.89147                 NaN   8.92533        45.4637       0.523238        33.1719     
  1009.54        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04873        2.87299                 NaN   8.93518        45.4485       0.521855        33.1727     
  1007.95        2500.00                 NaN            NaN            NaN            NaN            NaN   9.17368        2.74988                 NaN   8.97414        45.4103       0.520129        33.1719     
  1006.36        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11229        2.80688                 NaN   8.96395        45.4243       0.520641        33.1720     
  1004.77        2500.00                 NaN            NaN            NaN            NaN            NaN  0.536031E-003   9.00116        2.93062        8.94142        45.4263       0.519643        33.1803     
  1003.18        2500.00                 NaN            NaN            NaN            NaN            NaN   8.99098        2.94418                 NaN   8.94258        45.4210       0.519114        33.1821     
  1001.59        2500.00                 NaN            NaN            NaN            NaN            NaN   8.98587        2.95337                 NaN   8.94642        45.4121       0.518158        33.1841     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.87578        8.11488                 NaN   8.97338        45.3393       0.506423        33.1903     
