|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.25/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.2133       0.689447       0.972501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        98.8115        1.10278       0.780116E-001  0.767994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.2481       0.692501       0.594121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        98.1291        1.78983       0.811004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.9354       0.463580E-001  0.182327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0461       0.919810       0.340908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0567       0.894408       0.489118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        98.1262        1.77720       0.966309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.9883                 NaN  0.117374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.1346       0.829493       0.358686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0842       0.875367       0.404786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.1109       0.847186       0.419248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.1125       0.846387       0.410901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.1212       0.839587       0.391841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.1292       0.832685       0.380994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1382       0.824845       0.369166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.0748       0.888519       0.367253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.2221       0.746262       0.316710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        99.1649       0.799873       0.352120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.1704       0.796719       0.329133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.0396       0.934184       0.261906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.6224       0.374311       0.332729E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        98.8751        1.08476       0.401665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.2026       0.769200       0.281921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2064       0.765605       0.280006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2161       0.756684       0.272554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2233       0.750793       0.259113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2280       0.751960       0.200888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2190       0.751844       0.291074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
