|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        ilm            q             
  1266.70        2500.00                 NaN   99.9999                 NaN  0.105851E-004            NaN            NaN            NaN            NaN            NaN  0.677033E-005  0.349619E-004  0.169956E-005            NaN
  1265.47        2500.00                 NaN  100.0000                 NaN  0.872873E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.24        2500.00                 NaN  100.0000                 NaN  0.466795E-005  0.348048E-005            NaN            NaN            NaN            NaN  0.529329E-005  0.309110E-004  0.150020E-005            NaN
  1263.01        2500.00                 NaN  100.0000                 NaN  0.125770E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.78        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1260.55        2500.00                 NaN   96.0448                 NaN  0.925726                 NaN            NaN            NaN            NaN            NaN  0.531168        2.40994       0.883938E-001            NaN
  1259.32        2500.00                 NaN   96.6063                 NaN  0.783723                 NaN            NaN            NaN            NaN            NaN  0.531541        2.01451       0.638941E-001            NaN
  1258.09        2500.00                 NaN   99.4671                 NaN  0.718774E-001            NaN            NaN            NaN            NaN            NaN  0.316584E-001  0.408050       0.212956E-001            NaN
  1256.87        2500.00                 NaN   92.4093                 NaN   1.77969                 NaN            NaN            NaN            NaN            NaN  0.961125        4.70376       0.146099                 NaN
  1255.64        2500.00                 NaN   95.6112                 NaN  0.782034       0.533037E-001            NaN            NaN            NaN            NaN  0.714162        2.71796       0.121330                 NaN
  1254.41        2500.00                 NaN   99.9708                 NaN  0.289270E-002  0.212461E-002            NaN            NaN            NaN            NaN  0.344342E-002  0.199742E-001  0.741598E-003            NaN
  1253.18        2500.00                 NaN   99.9923                 NaN  0.652478E-002            NaN            NaN            NaN            NaN            NaN  0.277908E-003            NaN  0.889977E-003            NaN
  1251.95        2500.00                 NaN   99.9118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.213139E-001  0.625825E-001  0.432086E-002            NaN
  1250.72        2500.00                 NaN   99.8666                 NaN  0.506186E-001            NaN            NaN            NaN            NaN            NaN  0.767591E-002  0.750844E-001            NaN            NaN
  1249.49        2500.00                 NaN   99.1925                 NaN  0.193595                 NaN            NaN            NaN            NaN            NaN  0.102829       0.493879       0.171668E-001            NaN
  1248.26        2500.00                 NaN   97.7092                 NaN  0.750192                 NaN            NaN            NaN            NaN            NaN  0.268615        1.24897       0.230005E-001            NaN
  1247.03        2500.00                 NaN   94.9679                 NaN   1.08031                 NaN            NaN            NaN            NaN            NaN  0.704595        3.14023       0.106918                 NaN
  1245.80        2500.00                 NaN   99.7948                 NaN  0.110417E-001  0.272636E-001            NaN            NaN            NaN            NaN  0.279763E-001  0.134163       0.475800E-002            NaN
  1244.58        2500.00                 NaN   99.1479                 NaN  0.235431                 NaN            NaN            NaN            NaN            NaN  0.181667       0.429403       0.560026E-002            NaN
  1243.35        2500.00                 NaN   99.4953                 NaN  0.413723E-001  0.370380E-001            NaN            NaN            NaN            NaN            NaN  0.407421       0.188246E-001            NaN
  1242.12        2500.00                 NaN   99.3578                 NaN  0.150642                 NaN            NaN            NaN            NaN            NaN  0.737727E-001  0.417775                 NaN            NaN
  1240.89        2500.00                 NaN   99.8633                 NaN  0.349012E-001            NaN            NaN            NaN            NaN            NaN  0.274325E-001  0.602881E-001  0.140825E-001            NaN
  1239.66        2500.00                 NaN   97.7261                 NaN  0.560745                 NaN            NaN            NaN            NaN            NaN  0.284063        1.39535       0.336942E-001            NaN
  1238.43        2500.00                 NaN   98.3093                 NaN  0.420539                 NaN            NaN            NaN            NaN            NaN  0.221340        1.02042       0.283960E-001            NaN
  1237.20        2500.00                 NaN   96.3616                 NaN  0.138781       0.330105                 NaN            NaN            NaN            NaN  0.335855        1.72899       0.364467E-001   1.06825     
  1235.97        2500.00                 NaN   94.1455                 NaN  0.593890                 NaN            NaN            NaN            NaN            NaN  0.468458        2.50073       0.397226E-001   2.25174     
  1234.74        2500.00                 NaN   96.0858                 NaN  0.556340                 NaN            NaN            NaN            NaN            NaN  0.397832        1.77128       0.211654E-001   1.16754     
  1233.51        2500.00                 NaN   77.0292                 NaN   2.81576                 NaN            NaN            NaN            NaN            NaN   2.01421        10.7438       0.186074        7.21100     
  1232.29        2500.00                 NaN   77.8026                 NaN   2.43589                 NaN            NaN            NaN            NaN            NaN   1.84120        10.3679       0.158600        7.39385     
  1231.06        2500.00                 NaN            NaN            NaN   10.8929                 NaN            NaN            NaN            NaN            NaN   8.09851        46.7412       0.638421        33.6289     
  1229.83        2500.00                 NaN            NaN            NaN   10.8929                 NaN            NaN            NaN            NaN            NaN   8.10058        46.7384       0.638410        33.6297     
  1228.60        2500.00                 NaN            NaN            NaN   10.8929                 NaN            NaN            NaN            NaN            NaN   8.10272        46.7355       0.638399        33.6305     
  1227.37        2500.00                 NaN            NaN            NaN   10.8676                 NaN            NaN            NaN            NaN            NaN   8.11236        46.7475       0.646861        33.6257     
  1226.14        2500.00                 NaN            NaN            NaN   10.8691                 NaN            NaN            NaN            NaN            NaN   8.11531        46.7425       0.646390        33.6268     
  1224.91        2500.00                 NaN            NaN            NaN   10.8706                 NaN            NaN            NaN            NaN            NaN   8.11825        46.7374       0.645917        33.6278     
  1223.68        2500.00                 NaN            NaN            NaN   10.8721                 NaN            NaN            NaN            NaN            NaN   8.12117        46.7324       0.645446        33.6289     
  1222.45        2500.00                 NaN            NaN            NaN   10.8736                 NaN            NaN            NaN            NaN            NaN   8.12407        46.7274       0.644974        33.6300     
  1221.22        2500.00                 NaN            NaN            NaN   10.8766                 NaN            NaN            NaN            NaN            NaN   8.13576        46.7126       0.643860        33.6311     
  1220.00        2500.00                 NaN            NaN            NaN   10.8766                 NaN            NaN            NaN            NaN            NaN   8.12987        46.7173       0.644027        33.6322     
  1218.77        2500.00                 NaN            NaN            NaN   10.8781                 NaN            NaN            NaN            NaN            NaN   8.13274        46.7123       0.643553        33.6333     
  1217.54        2500.00                 NaN            NaN            NaN   10.8796                 NaN            NaN            NaN            NaN            NaN   8.13559        46.7073       0.643080        33.6344     
  1216.31        2500.00                 NaN            NaN            NaN   10.8812                 NaN            NaN            NaN            NaN            NaN   8.13843        46.7024       0.642607        33.6354     
  1215.08        2500.00                 NaN            NaN            NaN   10.8827                 NaN            NaN            NaN            NaN            NaN   8.14127        46.6974       0.642132        33.6365     
  1213.85        2500.00                 NaN            NaN            NaN   10.8842                 NaN            NaN            NaN            NaN            NaN   8.14394        46.6926       0.641669        33.6376     
  1212.62        2500.00                 NaN            NaN            NaN   7.77692        3.10320                 NaN            NaN            NaN            NaN   8.14439        46.6969       0.641525        33.6371     
  1211.39        2500.00                 NaN            NaN            NaN   10.8958                 NaN            NaN            NaN            NaN            NaN   8.15853        46.6653       0.638546        33.6418     
  1210.16        2500.00                 NaN            NaN            NaN   10.8952                 NaN            NaN            NaN            NaN            NaN   8.15683        46.6667       0.638713        33.6426     
  1208.93        2500.00                 NaN            NaN            NaN   10.8984                 NaN            NaN            NaN            NaN            NaN   8.16606        46.6549       0.637381        33.6433     
  1207.70        2500.00                 NaN            NaN            NaN   10.8917                 NaN            NaN            NaN            NaN            NaN   8.15795        46.6679       0.639296        33.6431     
  1206.48        2500.00                 NaN            NaN            NaN   10.8932                 NaN            NaN            NaN            NaN            NaN   8.16068        46.6630       0.638824        33.6442     
  1205.25        2500.00                 NaN            NaN            NaN   10.8948                 NaN            NaN            NaN            NaN            NaN   8.16339        46.6582       0.638352        33.6453     
  1204.02        2500.00                 NaN            NaN            NaN   10.8963                 NaN            NaN            NaN            NaN            NaN   8.16609        46.6533       0.637880        33.6464     
  1202.79        2500.00                 NaN            NaN            NaN   10.8978                 NaN            NaN            NaN            NaN            NaN   8.16877        46.6485       0.637408        33.6475     
  1201.56        2500.00                 NaN            NaN            NaN   10.8993                 NaN            NaN            NaN            NaN            NaN   8.17144        46.6437       0.636936        33.6486     
  1200.33        2500.00                 NaN            NaN            NaN   10.9009                 NaN            NaN            NaN            NaN            NaN   8.17409        46.6388       0.636465        33.6497     
  1199.10        2500.00                 NaN            NaN            NaN   10.9024                 NaN            NaN            NaN            NaN            NaN   8.17673        46.6340       0.635994        33.6508     
  1197.87        2500.00                 NaN            NaN            NaN   10.9039                 NaN            NaN            NaN            NaN            NaN   8.17936        46.6293       0.635523        33.6519     
  1196.64        2500.00                 NaN            NaN            NaN   10.9055                 NaN            NaN            NaN            NaN            NaN   8.18197        46.6245       0.635052        33.6530     
  1195.41        2500.00                 NaN            NaN            NaN   10.9077                 NaN            NaN            NaN            NaN            NaN   8.18462        46.6189       0.634445        33.6543     
  1194.19        2500.00                 NaN            NaN            NaN   10.9180                 NaN            NaN            NaN            NaN            NaN   8.19386        46.5986       0.631800        33.6577     
  1192.96        2500.00                 NaN            NaN            NaN   10.9202                 NaN            NaN            NaN            NaN            NaN   8.19684        46.5928       0.631179        33.6590     
  1191.73        2500.00                 NaN            NaN            NaN   10.9224                 NaN            NaN            NaN            NaN            NaN   8.19957        46.5873       0.630502        33.6602     
  1190.50        2500.00                 NaN            NaN            NaN   10.9257                 NaN            NaN            NaN            NaN            NaN   8.20316        46.5797       0.629673        33.6618     
  1189.27        2500.00                 NaN            NaN            NaN   10.9261                 NaN            NaN            NaN            NaN            NaN   8.20485        46.5770       0.629477        33.6625     
  1188.04        2500.00                 NaN            NaN            NaN   10.9309                 NaN            NaN            NaN            NaN            NaN   8.20795        46.5676       0.628792        33.6648     
  1186.81        2500.00                 NaN            NaN            NaN   10.9311                 NaN            NaN            NaN            NaN            NaN   8.21218        46.5634       0.627978        33.6653     
  1185.58        2500.00                 NaN            NaN            NaN   10.9328                 NaN            NaN            NaN            NaN            NaN   8.21488        46.5584       0.627522        33.6664     
  1184.35        2500.00                 NaN            NaN            NaN   10.9229                 NaN            NaN            NaN            NaN            NaN   8.20833        46.5743       0.629900        33.6646     
  1183.12        2500.00                 NaN            NaN            NaN   10.9357                 NaN            NaN            NaN            NaN            NaN   8.22408        46.5450       0.626525        33.6687     
  1181.90        2500.00                 NaN            NaN            NaN   10.9393                 NaN            NaN            NaN            NaN            NaN   8.22406        46.5409       0.625630        33.6701     
  1180.67        2500.00                 NaN            NaN            NaN   10.9417                 NaN            NaN            NaN            NaN            NaN   8.22712        46.5347       0.624975        33.6715     
  1179.44        2500.00                 NaN            NaN            NaN   10.9421                 NaN            NaN            NaN            NaN            NaN   8.22953        46.5314       0.624747        33.6722     
  1178.21        2500.00                 NaN            NaN            NaN   10.9402                 NaN            NaN            NaN            NaN            NaN   8.22983        46.5325       0.624955        33.6725     
  1176.98        2500.00                 NaN            NaN            NaN   10.9494                 NaN            NaN            NaN            NaN            NaN   8.23672        46.5155       0.622870        33.6755     
  1175.75        2500.00                 NaN            NaN            NaN  0.627569        10.3370                 NaN            NaN            NaN            NaN   8.27760        46.4626       0.617476        33.6777     
  1174.52        2500.00                 NaN            NaN            NaN  0.627553        10.3368                 NaN            NaN            NaN            NaN   8.27759        46.4621       0.617466        33.6785     
  1173.29        2500.00                 NaN            NaN            NaN  0.627538        10.3365                 NaN            NaN            NaN            NaN   8.27757        46.4616       0.617455        33.6793     
  1172.06        2500.00                 NaN            NaN            NaN  0.627522        10.3363                 NaN            NaN            NaN            NaN   8.27756        46.4612       0.617444        33.6801     
  1170.83        2500.00                 NaN            NaN            NaN  0.627507        10.3360                 NaN            NaN            NaN            NaN   8.27754        46.4607       0.617433        33.6808     
  1169.61        2500.00                 NaN            NaN            NaN  0.627491        10.3358                 NaN            NaN            NaN            NaN   8.27753        46.4602       0.617422        33.6816     
  1168.38        2500.00                 NaN            NaN            NaN   5.14652        5.80063                 NaN            NaN            NaN            NaN   8.24402        46.5059       0.622667        33.6802     
  1167.15        2500.00                 NaN            NaN            NaN   10.9568                 NaN            NaN            NaN            NaN            NaN   8.25514        46.4848       0.620159        33.6831     
  1165.92        2500.00                 NaN            NaN            NaN   10.9651                 NaN            NaN            NaN            NaN            NaN   8.26062        46.4703       0.618141        33.6858     
  1164.69        2500.00                 NaN            NaN            NaN   10.9603                 NaN            NaN            NaN            NaN            NaN   8.25995        46.4754       0.619164        33.6852     
  1163.46        2500.00                 NaN            NaN            NaN   10.9694                 NaN            NaN            NaN            NaN            NaN   8.26654        46.4589       0.616920        33.6883     
  1162.23        2500.00                 NaN            NaN            NaN   10.9714                 NaN            NaN            NaN            NaN            NaN   8.26935        46.4534       0.616337        33.6895     
  1161.00        2500.00                 NaN            NaN            NaN   10.9615                 NaN            NaN            NaN            NaN            NaN   8.26292        46.4692       0.618730        33.6877     
  1159.77        2500.00                 NaN            NaN            NaN   10.9590                 NaN            NaN            NaN            NaN            NaN   8.26559        46.4684       0.619034        33.6880     
  1158.54        2500.00                 NaN            NaN            NaN   5.78874        5.17673                 NaN            NaN            NaN            NaN   8.26726        46.4594       0.617618        33.6902     
  1157.31        2500.00                 NaN            NaN            NaN   10.9794                 NaN            NaN            NaN            NaN            NaN   8.28037        46.4319       0.614034        33.6943     
  1156.09        2500.00                 NaN            NaN            NaN   5.54150        5.42896                 NaN            NaN            NaN            NaN   8.27362        46.4469       0.616213        33.6928     
  1154.86        2500.00                 NaN            NaN            NaN   5.41873        5.55424                 NaN            NaN            NaN            NaN   8.27680        46.4406       0.615506        33.6942     
  1153.63        2500.00                 NaN            NaN            NaN   10.9857                 NaN            NaN            NaN            NaN            NaN   8.28885        46.4152       0.612240        33.6980     
  1152.40        2500.00                 NaN            NaN            NaN   5.90474        5.07202                 NaN            NaN            NaN            NaN   8.28210        46.4302       0.614392        33.6966     
  1151.17        2500.00                 NaN            NaN            NaN   10.9896                 NaN            NaN            NaN            NaN            NaN   8.29654        46.4027       0.610966        33.7002     
  1149.94        2500.00                 NaN            NaN            NaN   3.37696        7.59902                 NaN            NaN            NaN            NaN   8.28789        46.4243       0.614181        33.6976     
  1148.71        2500.00                 NaN            NaN            NaN   10.9888                 NaN            NaN            NaN            NaN            NaN   8.29690        46.4017       0.611103        33.7015     
  1147.48        2500.00                 NaN            NaN            NaN   10.9961                 NaN            NaN            NaN            NaN            NaN   8.30262        46.3879       0.609247        33.7040     
  1146.25        2500.00                 NaN            NaN            NaN   10.9983                 NaN            NaN            NaN            NaN            NaN   8.30531        46.3825       0.608649        33.7053     
  1145.02        2500.00                 NaN            NaN            NaN   10.9888                 NaN            NaN            NaN            NaN            NaN   8.30157        46.3951       0.610726        33.7038     
  1143.80        2500.00                 NaN            NaN            NaN   10.0202       0.962633                 NaN            NaN            NaN            NaN   8.29909        46.4029       0.612080        33.7031     
  1142.57        2500.00                 NaN            NaN            NaN   10.5182       0.484806                 NaN            NaN            NaN            NaN   8.31107        46.3704       0.607204        33.7084     
  1141.34        2500.00                 NaN            NaN            NaN   11.0079                 NaN            NaN            NaN            NaN            NaN   8.31874        46.3573       0.605875        33.7103     
  1140.11        2500.00                 NaN            NaN            NaN   11.0109                 NaN            NaN            NaN            NaN            NaN   8.32317        46.3493       0.604946        33.7117     
  1138.88        2500.00                 NaN            NaN            NaN   10.9933                 NaN            NaN            NaN            NaN            NaN   8.31159        46.3775       0.609162        33.7085     
  1137.65        2500.00                 NaN            NaN            NaN   11.0096                 NaN            NaN            NaN            NaN            NaN   8.32162        46.3507       0.605436        33.7126     
  1136.42        2500.00                 NaN            NaN            NaN   11.0148                 NaN            NaN            NaN            NaN            NaN   8.32606        46.3404       0.604076        33.7147     
  1135.19        2500.00                 NaN            NaN            NaN   11.0163                 NaN            NaN            NaN            NaN            NaN   8.32832        46.3360       0.603596        33.7158     
  1133.96        2500.00                 NaN            NaN            NaN   11.0179                 NaN            NaN            NaN            NaN            NaN   8.33064        46.3313       0.603089        33.7170     
  1132.73        2500.00                 NaN            NaN            NaN   11.0197                 NaN            NaN            NaN            NaN            NaN   8.33302        46.3265       0.602553        33.7182     
  1131.51        2500.00                 NaN            NaN            NaN   11.0217                 NaN            NaN            NaN            NaN            NaN   8.33550        46.3214       0.601984        33.7194     
  1130.28        2500.00                 NaN            NaN            NaN   11.0236                 NaN            NaN            NaN            NaN            NaN   8.33815        46.3162       0.601400        33.7206     
  1129.05        2500.00                 NaN            NaN            NaN   11.0251                 NaN            NaN            NaN            NaN            NaN   8.34087        46.3114       0.600859        33.7218     
  1127.82        2500.00                 NaN            NaN            NaN   11.0266                 NaN            NaN            NaN            NaN            NaN   8.34392        46.3063       0.600271        33.7229     
  1126.59        2500.00                 NaN            NaN            NaN   7.77565        3.25524                 NaN            NaN            NaN            NaN   8.34540        46.2996       0.599512        33.7246     
  1125.36        2500.00                 NaN            NaN            NaN   7.06672        3.96655                 NaN            NaN            NaN            NaN   8.34864        46.2934       0.598793        33.7259     
  1124.13        2500.00                 NaN            NaN            NaN   11.0336                 NaN            NaN            NaN            NaN            NaN   8.35098        46.2902       0.598585        33.7267     
  1122.90        2500.00                 NaN            NaN            NaN   4.85179        6.18422                 NaN            NaN            NaN            NaN   8.35397        46.2842       0.597892        33.7280     
  1121.67        2500.00                 NaN            NaN            NaN   4.88056        6.15735                 NaN            NaN            NaN            NaN   8.35629        46.2793       0.597351        33.7291     
  1120.44        2500.00                 NaN            NaN            NaN   5.08782        5.95178                 NaN            NaN            NaN            NaN   8.35834        46.2749       0.596869        33.7303     
  1119.22        2500.00                 NaN            NaN            NaN   11.0487                 NaN            NaN            NaN            NaN            NaN   8.36805        46.2557       0.594550        33.7330     
  1117.99        2500.00                 NaN            NaN            NaN   11.0506                 NaN            NaN            NaN            NaN            NaN   8.37030        46.2510       0.594024        33.7341     
  1116.76        2500.00                 NaN            NaN            NaN   11.0524                 NaN            NaN            NaN            NaN            NaN   8.37250        46.2463       0.593507        33.7353     
  1115.53        2500.00                 NaN            NaN            NaN   11.0542                 NaN            NaN            NaN            NaN            NaN   8.37467        46.2417       0.592996        33.7365     
  1114.30        2500.00                 NaN            NaN            NaN   11.0562                 NaN            NaN            NaN            NaN            NaN   8.37698        46.2367       0.592419        33.7377     
  1113.07        2500.00                 NaN            NaN            NaN   11.0461       0.945482E-005            NaN            NaN            NaN            NaN   8.37641        46.2474       0.594096        33.7360     
  1111.84        2500.00                 NaN            NaN            NaN   11.0462                 NaN            NaN            NaN            NaN            NaN   8.37675        46.2462       0.594006        33.7368     
  1110.61        2500.00                 NaN            NaN            NaN   6.24222        4.81939                 NaN            NaN            NaN            NaN   8.38338        46.2229       0.590889        33.7412     
  1109.38        2500.00                 NaN            NaN            NaN   11.0633                 NaN            NaN            NaN            NaN            NaN   8.38547        46.2184       0.590390        33.7424     
  1108.15        2500.00                 NaN            NaN            NaN   6.57600        4.48909                 NaN            NaN            NaN            NaN   8.38752        46.2140       0.589897        33.7435     
  1106.92        2500.00                 NaN            NaN            NaN   11.0770                 NaN            NaN            NaN            NaN            NaN   8.39925        46.1900       0.586936        33.7468     
  1105.70        2500.00                 NaN            NaN            NaN   6.74409        4.33496                 NaN            NaN            NaN            NaN   8.40148        46.1851       0.586376        33.7480     
  1104.47        2500.00                 NaN            NaN            NaN   6.86569        4.21531                 NaN            NaN            NaN            NaN   8.40374        46.1803       0.585826        33.7492     
  1103.24        2500.00                 NaN            NaN            NaN   11.0829                 NaN            NaN            NaN            NaN            NaN   8.40597        46.1755       0.585284        33.7504     
  1102.01        2500.00                 NaN            NaN            NaN   11.0847                 NaN            NaN            NaN            NaN            NaN   8.40815        46.1708       0.584749        33.7516     
  1100.78        2500.00                 NaN            NaN            NaN   11.0866                 NaN            NaN            NaN            NaN            NaN   8.41030        46.1661       0.584222        33.7527     
  1099.55        2500.00                 NaN            NaN            NaN   7.36312        3.72536                 NaN            NaN            NaN            NaN   8.41242        46.1615       0.583701        33.7539     
  1098.32        2500.00                 NaN            NaN            NaN   4.47396        6.60549                 NaN            NaN            NaN            NaN   8.40716        46.1750       0.585826        33.7526     
  1097.09        2500.00                 NaN            NaN            NaN   7.36428        3.72809                 NaN            NaN            NaN            NaN   8.41678        46.1519       0.582601        33.7563     
  1095.86        2500.00                 NaN            NaN            NaN   7.46676        3.62741                 NaN            NaN            NaN            NaN   8.41884        46.1474       0.582088        33.7575     
  1094.63        2500.00                 NaN            NaN            NaN   11.1110       0.613129E-005            NaN            NaN            NaN            NaN   8.43947        46.1105       0.577548        33.7614     
  1093.41        2500.00                 NaN            NaN            NaN   11.1114                 NaN            NaN            NaN            NaN            NaN   8.44016        46.1087       0.577370        33.7623     
  1092.18        2500.00                 NaN            NaN            NaN   11.1118                 NaN            NaN            NaN            NaN            NaN   8.44085        46.1069       0.577191        33.7632     
  1090.95        2500.00                 NaN            NaN            NaN   11.1122       0.595916E-005            NaN            NaN            NaN            NaN   8.44154        46.1051       0.577011        33.7641     
  1089.72        2500.00                 NaN            NaN            NaN   11.1126                 NaN            NaN            NaN            NaN            NaN   8.44224        46.1033       0.576830        33.7650     
  1088.49        2500.00                 NaN            NaN            NaN   11.1188                 NaN            NaN            NaN            NaN            NaN   8.44818        46.0907       0.575285        33.7671     
  1087.26        2500.00                 NaN            NaN            NaN   11.1192       0.487228E-005            NaN            NaN            NaN            NaN   8.44889        46.0888       0.575099        33.7680     
  1086.03        2500.00                 NaN            NaN            NaN   11.1196       0.483447E-005            NaN            NaN            NaN            NaN   8.44960        46.0870       0.574913        33.7689     
  1084.80        2500.00                 NaN            NaN            NaN   11.1201       0.481659E-005            NaN            NaN            NaN            NaN   8.45032        46.0851       0.574727        33.7698     
  1083.57        2500.00                 NaN            NaN            NaN   11.1205                 NaN            NaN            NaN            NaN            NaN   8.45103        46.0833       0.574540        33.7707     
  1082.34        2500.00                 NaN            NaN            NaN   11.1209                 NaN            NaN            NaN            NaN            NaN   8.45174        46.0814       0.574353        33.7716     
  1081.12        2500.00                 NaN            NaN            NaN   11.1269       0.407778E-005            NaN            NaN            NaN            NaN   8.45734        46.0693       0.572858        33.7736     
  1079.89        2500.00                 NaN            NaN            NaN   8.65517        2.47224                 NaN            NaN            NaN            NaN   8.45807        46.0674       0.572666        33.7745     
  1078.66        2500.00                 NaN            NaN            NaN   8.66078        2.46708                 NaN            NaN            NaN            NaN   8.45879        46.0655       0.572475        33.7754     
  1077.43        2500.00                 NaN            NaN            NaN   11.1283       0.405071E-005            NaN            NaN            NaN            NaN   8.45952        46.0636       0.572285        33.7763     
  1076.20        2500.00                 NaN            NaN            NaN   11.1287       0.407476E-005            NaN            NaN            NaN            NaN   8.46024        46.0617       0.572094        33.7772     
  1074.97        2500.00                 NaN            NaN            NaN   11.1292       0.411672E-005            NaN            NaN            NaN            NaN   8.46096        46.0599       0.571903        33.7781     
  1073.74        2500.00                 NaN            NaN            NaN   8.97692        2.15823                 NaN            NaN            NaN            NaN   8.46636        46.0479       0.570426        33.7802     
  1072.51        2500.00                 NaN            NaN            NaN   8.54372        2.59193                 NaN            NaN            NaN            NaN   8.46710        46.0460       0.570230        33.7811     
  1071.28        2500.00                 NaN            NaN            NaN   8.97214        2.16394                 NaN            NaN            NaN            NaN   8.46784        46.0441       0.570034        33.7820     
  1070.05        2500.00                 NaN            NaN            NaN   11.1366       0.357979E-005            NaN            NaN            NaN            NaN   8.46861        46.0421       0.569827        33.7829     
  1068.83        2500.00                 NaN            NaN            NaN   11.1371       0.367728E-005            NaN            NaN            NaN            NaN   8.46940        46.0401       0.569614        33.7838     
  1067.60        2500.00                 NaN            NaN            NaN   11.1376       0.380047E-005            NaN            NaN            NaN            NaN   8.47019        46.0380       0.569400        33.7847     
  1066.37        2500.00                 NaN            NaN            NaN   11.1382       0.395426E-005            NaN            NaN            NaN            NaN   8.47099        46.0360       0.569185        33.7856     
  1065.14        2500.00                 NaN            NaN            NaN   8.98853        2.15022                 NaN            NaN            NaN            NaN   8.47178        46.0339       0.568968        33.7866     
  1063.91        2500.00                 NaN            NaN            NaN   8.53563        2.60370       0.437602E-005            NaN            NaN            NaN   8.47258        46.0319       0.568749        33.7875     
  1062.68        2500.00                 NaN            NaN            NaN   11.1399                 NaN            NaN            NaN            NaN            NaN   8.47339        46.0298       0.568530        33.7884     
  1061.45        2500.00                 NaN            NaN            NaN   8.52950        2.61096       0.501031E-005            NaN            NaN            NaN   8.47419        46.0277       0.568309        33.7893     
  1060.22        2500.00                 NaN            NaN            NaN   9.00213        2.13886       0.543949E-005            NaN            NaN            NaN   8.47500        46.0257       0.568087        33.7902     
  1058.99        2500.00                 NaN            NaN            NaN   8.52399        2.61762       0.597092E-005            NaN            NaN            NaN   8.47581        46.0236       0.567863        33.7912     
  1057.76        2500.00                 NaN            NaN            NaN   8.52139        2.62080       0.663309E-005            NaN            NaN            NaN   8.47662        46.0215       0.567639        33.7921     
  1056.54        2500.00                 NaN            NaN            NaN   8.51898        2.62379       0.746568E-005            NaN            NaN            NaN   8.47744        46.0194       0.567413        33.7930     
  1055.31        2500.00                 NaN            NaN            NaN   11.1433       0.852203E-005            NaN            NaN            NaN            NaN   8.47825        46.0173       0.567187        33.7939     
  1054.08        2500.00                 NaN            NaN            NaN   11.1439       0.988207E-005            NaN            NaN            NaN            NaN   8.47907        46.0152       0.566959        33.7949     
  1052.85        2500.00                 NaN            NaN            NaN   8.51275        2.63181       0.116625E-004            NaN            NaN            NaN   8.47989        46.0130       0.566730        33.7958     
  1051.62        2500.00                 NaN            NaN            NaN   8.51104        2.63412       0.140222E-004            NaN            NaN            NaN   8.48071        46.0109       0.566500        33.7967     
  1050.39        2500.00                 NaN            NaN            NaN   4.95713       0.978746        5.21810       0.145256E-004            NaN            NaN   8.48906        45.9936       0.564207        33.7992     
  1049.16        2500.00                 NaN            NaN            NaN   5.21685        4.96180       0.976777       0.139810E-004            NaN            NaN   8.49069        45.9898       0.563762        33.8003     
  1047.93        2500.00                 NaN            NaN            NaN   5.21574        4.96612       0.975021       0.135316E-004            NaN            NaN   8.49231        45.9861       0.563316        33.8014     
  1046.70        2500.00                 NaN            NaN            NaN   5.21447        4.97058       0.973284       0.131771E-004            NaN            NaN   8.49394        45.9824       0.562870        33.8025     
  1045.47        2500.00                 NaN            NaN            NaN   4.97515        5.21302       0.971616       0.129084E-004            NaN            NaN   8.49556        45.9787       0.562422        33.8036     
  1044.24        2500.00                 NaN            NaN            NaN   4.98005        5.21120       0.970013       0.127216E-004            NaN            NaN   8.49719        45.9749       0.561973        33.8047     
  1043.02        2500.00                 NaN            NaN            NaN   4.98486       0.968522        5.20935       0.126121E-004            NaN            NaN   8.49881        45.9712       0.561525        33.8057     
  1041.79        2500.00                 NaN            NaN            NaN   4.98976       0.967135        5.20731       0.125805E-004            NaN            NaN   8.50043        45.9674       0.561075        33.8068     
  1040.56        2500.00                 NaN            NaN            NaN   4.99474        5.20515       0.965790       0.126249E-004            NaN            NaN   8.50205        45.9637       0.560624        33.8079     
  1039.33        2500.00                 NaN            NaN            NaN   4.99981       0.964618        5.20273       0.127511E-004            NaN            NaN   8.50367        45.9599       0.560173        33.8090     
  1038.10        2500.00                 NaN            NaN            NaN   5.20007        5.00512       0.963447       0.129648E-004            NaN            NaN   8.50529        45.9562       0.559721        33.8101     
  1036.87        2500.00                 NaN            NaN            NaN   5.01045       0.962489        5.19718       0.132615E-004            NaN            NaN   8.50690        45.9525       0.559270        33.8112     
  1035.64        2500.00                 NaN            NaN            NaN   5.01602       0.961626        5.19396       0.136558E-004            NaN            NaN   8.50851        45.9487       0.558818        33.8123     
  1034.41        2500.00                 NaN            NaN            NaN   5.02219       0.960429        5.19047       0.141589E-004            NaN            NaN   8.51013        45.9450       0.558365        33.8134     
