|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        ilm            q             
  1475.63        2500.00       0.976187E-003   99.2178                 NaN  0.539352       0.222735                 NaN            NaN  0.191058E-001            NaN            NaN            NaN            NaN            NaN
  1474.40        2500.00       0.913109E-003   99.2251                 NaN  0.539482       0.207177                 NaN            NaN  0.273062E-001            NaN            NaN            NaN            NaN            NaN
  1473.17        2500.00       0.934617E-003   99.2256                 NaN  0.236190       0.528335                 NaN            NaN  0.898705E-002            NaN            NaN            NaN            NaN            NaN
  1471.94        2500.00       0.874881E-003   99.2323                 NaN  0.221186       0.528394                 NaN            NaN  0.172545E-001            NaN            NaN            NaN            NaN            NaN
  1470.72        2500.00       0.840030E-003   99.2376                 NaN  0.524946       0.219814                 NaN            NaN  0.167593E-001            NaN            NaN            NaN            NaN            NaN
  1469.49        2500.00       0.809056E-003   99.2407                 NaN  0.522554       0.220209                 NaN            NaN  0.157545E-001            NaN            NaN            NaN            NaN            NaN
  1468.26        2500.00       0.777438E-003   99.2481                 NaN  0.517488       0.217746                 NaN            NaN  0.158989E-001            NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00       0.747718E-003   99.2505                 NaN  0.515931       0.217769                 NaN            NaN  0.150052E-001            NaN            NaN            NaN            NaN            NaN
  1465.80        2500.00       0.799313E-003   99.1708                 NaN  0.570444       0.241833                 NaN            NaN  0.161354E-001            NaN            NaN            NaN            NaN            NaN
  1464.57        2500.00       0.181648E-003   99.7936                 NaN  0.144113       0.555434E-001            NaN            NaN  0.657700E-002            NaN            NaN            NaN            NaN            NaN
  1463.34        2500.00       0.110145E-002   98.8121                 NaN  0.815944       0.351898                 NaN            NaN  0.190046E-001            NaN            NaN            NaN            NaN            NaN
  1462.11        2500.00       0.637442E-003   99.2685                 NaN  0.502860       0.215233                 NaN            NaN  0.128142E-001            NaN            NaN            NaN            NaN            NaN
  1460.88        2500.00       0.609059E-003   99.2715                 NaN  0.500754       0.214848                 NaN            NaN  0.122840E-001            NaN            NaN            NaN            NaN            NaN
  1459.65        2500.00       0.584782E-003   99.2754                 NaN  0.498316       0.213949                 NaN            NaN  0.117463E-001            NaN            NaN            NaN            NaN            NaN
  1458.43        2500.00       0.543006E-003   99.2440                 NaN  0.491875       0.254479                 NaN            NaN  0.659595E-002  0.249090E-002            NaN            NaN            NaN            NaN
  1457.20        2500.00                 NaN   98.3524                 NaN   1.23364       0.364335                 NaN            NaN  0.207021E-001  0.289463E-001            NaN            NaN            NaN            NaN
  1455.97        2500.00       0.185394E-004   99.9943                 NaN  0.151991E-002  0.404809E-002            NaN            NaN  0.162232E-004  0.964351E-004            NaN            NaN            NaN            NaN
  1454.74        2500.00       0.140838E-003   99.9919                 NaN  0.530535E-002  0.251306E-002            NaN            NaN            NaN  0.114869E-003            NaN            NaN            NaN            NaN
  1453.51        2500.00                 NaN   98.6580                 NaN  0.970743       0.347724                 NaN            NaN            NaN  0.234890E-001            NaN            NaN            NaN            NaN
  1452.28        2500.00       0.231994E-003   98.6573                 NaN  0.673118       0.378729                 NaN            NaN            NaN  0.301595E-001  0.260484                 NaN            NaN            NaN
  1451.05        2500.00                 NaN   96.5326                 NaN   1.03342        1.13707                 NaN            NaN            NaN  0.913121E-001   1.20562                 NaN            NaN            NaN
  1449.82        2500.00                 NaN   96.6688                 NaN   1.09465       0.990055                 NaN            NaN            NaN  0.874141E-001   1.15907                 NaN            NaN            NaN
  1448.59        2500.00                 NaN   96.7928                 NaN   1.05584       0.951221                 NaN            NaN            NaN  0.837769E-001   1.11633                 NaN            NaN            NaN
  1447.36        2500.00                 NaN   96.9259                 NaN  0.910158        1.01397                 NaN            NaN            NaN  0.799371E-001   1.07002                 NaN            NaN            NaN
  1446.14        2500.00                 NaN   97.0327                 NaN  0.877357       0.979866                 NaN            NaN            NaN  0.768189E-001   1.03326                 NaN            NaN            NaN
  1444.91        2500.00                 NaN   97.1377                 NaN  0.946854       0.844756                 NaN            NaN            NaN  0.738133E-001  0.996910                 NaN            NaN            NaN
  1443.68        2500.00                 NaN   97.2349                 NaN  0.916436       0.814336                 NaN            NaN            NaN  0.709911E-001  0.963359                 NaN            NaN            NaN
  1442.45        2500.00                 NaN   97.3297                 NaN  0.785737       0.885784                 NaN            NaN            NaN  0.682630E-001  0.930515                 NaN            NaN            NaN
  1441.22        2500.00                 NaN   97.4149                 NaN  0.859216       0.758598                 NaN            NaN            NaN  0.658628E-001  0.901387                 NaN            NaN            NaN
  1439.99        2500.00                 NaN   97.4970                 NaN  0.734747       0.832362                 NaN            NaN            NaN  0.634283E-001  0.872421                 NaN            NaN            NaN
  1438.76        2500.00                 NaN   97.5787                 NaN  0.710092       0.806010                 NaN            NaN            NaN  0.610792E-001  0.844159                 NaN            NaN            NaN
  1437.53        2500.00                 NaN   97.6495                 NaN  0.782976       0.688750                 NaN            NaN            NaN  0.590236E-001  0.819702                 NaN            NaN            NaN
  1436.30        2500.00                 NaN   97.7180                 NaN  0.668131       0.761067                 NaN            NaN            NaN  0.569579E-001  0.795860                 NaN            NaN            NaN
  1435.07        2500.00                 NaN   97.7850                 NaN  0.739286       0.648136                 NaN            NaN            NaN  0.550223E-001  0.772601                 NaN            NaN            NaN
  1433.84        2500.00                 NaN   97.8471                 NaN  0.628931       0.719795                 NaN            NaN            NaN  0.532379E-001  0.750974                 NaN            NaN            NaN
  1432.62        2500.00                 NaN   97.9068                 NaN  0.699665       0.611820                 NaN            NaN            NaN  0.515220E-001  0.730146                 NaN            NaN            NaN
  1431.39        2500.00                 NaN   97.9634                 NaN  0.681092       0.595149                 NaN            NaN            NaN  0.498485E-001  0.710533                 NaN            NaN            NaN
  1430.16        2500.00                 NaN   98.0163                 NaN  0.580101       0.663288                 NaN            NaN            NaN  0.482761E-001  0.692009                 NaN            NaN            NaN
  1428.93        2500.00                 NaN   98.0684                 NaN  0.564103       0.646735                 NaN            NaN            NaN  0.467573E-001  0.673957                 NaN            NaN            NaN
  1427.70        2500.00                 NaN   98.1175                 NaN  0.550447       0.630135                 NaN            NaN            NaN  0.453728E-001  0.656573                 NaN            NaN            NaN
  1426.47        2500.00                 NaN   98.1654                 NaN  0.535936       0.614791                 NaN            NaN            NaN  0.439512E-001  0.639965                 NaN            NaN            NaN
  1425.24        2500.00                 NaN   98.2089                 NaN  0.600511       0.523188                 NaN            NaN            NaN  0.426489E-001  0.624733                 NaN            NaN            NaN
  1424.01        2500.00                 NaN   98.2518                 NaN  0.511149       0.585864                 NaN            NaN            NaN  0.413591E-001  0.609839                 NaN            NaN            NaN
  1422.78        2500.00                 NaN   98.2924                 NaN  0.498652       0.573006                 NaN            NaN            NaN  0.402641E-001  0.595667                 NaN            NaN            NaN
  1421.55        2500.00                 NaN   98.3325                 NaN  0.558909       0.488126                 NaN            NaN            NaN  0.389845E-001  0.581515                 NaN            NaN            NaN
  1420.33        2500.00                 NaN   98.3703                 NaN  0.476751       0.546822                 NaN            NaN            NaN  0.379193E-001  0.568194                 NaN            NaN            NaN
  1419.10        2500.00                 NaN   98.4060                 NaN  0.534814       0.466643                 NaN            NaN            NaN  0.368620E-001  0.555700                 NaN            NaN            NaN
  1417.87        2500.00                 NaN   98.4406                 NaN  0.523452       0.456549                 NaN            NaN            NaN  0.358344E-001  0.543516                 NaN            NaN            NaN
  1416.64        2500.00                 NaN   98.4746                 NaN  0.511388       0.447635                 NaN            NaN            NaN  0.348208E-001  0.531552                 NaN            NaN            NaN
  1415.41        2500.00                 NaN   98.5075                 NaN  0.500738       0.437948                 NaN            NaN            NaN  0.338617E-001  0.519945                 NaN            NaN            NaN
  1414.18        2500.00                 NaN   98.5382                 NaN  0.490414       0.429313                 NaN            NaN            NaN  0.329440E-001  0.509097                 NaN            NaN            NaN
  1412.95        2500.00                 NaN   98.5675                 NaN  0.480269       0.421359                 NaN            NaN            NaN  0.320623E-001  0.498823                 NaN            NaN            NaN
  1411.72        2500.00                 NaN   98.5975                 NaN  0.469934       0.413221                 NaN            NaN            NaN  0.311689E-001  0.488155                 NaN            NaN            NaN
  1410.49        2500.00                 NaN   98.6245                 NaN  0.460567       0.406049                 NaN            NaN            NaN  0.303147E-001  0.478582                 NaN            NaN            NaN
  1409.26        2500.00                 NaN   98.6514                 NaN  0.397826       0.451986                 NaN            NaN            NaN  0.295577E-001  0.469192                 NaN            NaN            NaN
  1408.04        2500.00                 NaN   98.6778                 NaN  0.442720       0.390835                 NaN            NaN            NaN  0.288054E-001  0.459826                 NaN            NaN            NaN
  1406.81        2500.00                 NaN   98.7022                 NaN  0.434344       0.384393                 NaN            NaN            NaN  0.279690E-001  0.451136                 NaN            NaN            NaN
  1405.58        2500.00                 NaN   98.7272                 NaN  0.425441       0.377835                 NaN            NaN            NaN  0.272271E-001  0.442263                 NaN            NaN            NaN
  1404.35        2500.00                 NaN   98.7506                 NaN  0.371842       0.417018                 NaN            NaN            NaN  0.265350E-001  0.434044                 NaN            NaN            NaN
  1403.12        2500.00                 NaN   98.7706                 NaN  0.410138       0.366341                 NaN            NaN            NaN  0.259144E-001  0.426964                 NaN            NaN            NaN
  1401.89        2500.00                 NaN   98.7979                 NaN  0.359300       0.400557                 NaN            NaN            NaN  0.250676E-001  0.417213                 NaN            NaN            NaN
  1400.66        2500.00                 NaN   98.8159                 NaN  0.394885       0.353771                 NaN            NaN            NaN  0.245387E-001  0.410875                 NaN            NaN            NaN
  1399.43        2500.00                 NaN   98.8375                 NaN  0.348311       0.387156                 NaN            NaN            NaN  0.238774E-001  0.403109                 NaN            NaN            NaN
  1398.20        2500.00                 NaN   98.8567                 NaN  0.380166       0.343741                 NaN            NaN            NaN  0.232612E-001  0.396122                 NaN            NaN            NaN
  1396.97        2500.00                 NaN   98.8765                 NaN  0.338818       0.372851                 NaN            NaN            NaN  0.226213E-001  0.389191                 NaN            NaN            NaN
  1395.75        2500.00                 NaN   98.8952                 NaN  0.366363       0.333893                 NaN            NaN            NaN  0.220310E-001  0.382529                 NaN            NaN            NaN
  1394.52        2500.00                 NaN   98.9101                 NaN  0.329384       0.361487                 NaN            NaN            NaN  0.216362E-001  0.377359                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.9345                 NaN  0.352565       0.323789                 NaN            NaN            NaN  0.208437E-001  0.368321                 NaN            NaN            NaN
  1392.06        2500.00                 NaN   98.9485                 NaN  0.347480       0.320190                 NaN            NaN            NaN  0.203972E-001  0.363473                 NaN            NaN            NaN
  1390.83        2500.00                 NaN   98.9650                 NaN  0.341391       0.316122                 NaN            NaN            NaN  0.198658E-001  0.357577                 NaN            NaN            NaN
  1389.60        2500.00                 NaN   98.9801                 NaN  0.336152       0.312078                 NaN            NaN            NaN  0.194193E-001  0.352212                 NaN            NaN            NaN
  1388.37        2500.00                 NaN   98.9988                 NaN  0.329075       0.307854                 NaN            NaN            NaN  0.188101E-001  0.345413                 NaN            NaN            NaN
  1387.14        2500.00                 NaN   99.0121                 NaN  0.324746       0.304081                 NaN            NaN            NaN  0.183633E-001  0.340754                 NaN            NaN            NaN
  1385.91        2500.00                 NaN   99.0279                 NaN  0.318754       0.300515                 NaN            NaN            NaN  0.178663E-001  0.334956                 NaN            NaN            NaN
  1384.68        2500.00                 NaN   99.0422                 NaN  0.297260       0.313320                 NaN            NaN            NaN  0.173967E-001  0.329832                 NaN            NaN            NaN
  1383.46        2500.00                 NaN   99.0554                 NaN  0.294099       0.308424                 NaN            NaN            NaN  0.169658E-001  0.325078                 NaN            NaN            NaN
  1382.23        2500.00                 NaN   99.0704                 NaN  0.290631       0.302903                 NaN            NaN            NaN  0.164639E-001  0.319583                 NaN            NaN            NaN
  1381.00        2500.00                 NaN   99.0830                 NaN  0.298125       0.287790                 NaN            NaN            NaN  0.160253E-001  0.315031                 NaN            NaN            NaN
  1379.77        2500.00                 NaN   99.0963                 NaN  0.293013       0.284785                 NaN            NaN            NaN  0.156019E-001  0.310319                 NaN            NaN            NaN
  1378.54        2500.00                 NaN   99.1074                 NaN  0.281741       0.289322                 NaN            NaN            NaN  0.152340E-001  0.306255                 NaN            NaN            NaN
  1377.31        2500.00                 NaN   99.1226                 NaN  0.278945       0.283057                 NaN            NaN            NaN  0.147294E-001  0.300712                 NaN            NaN            NaN
  1376.08        2500.00                 NaN   99.1334                 NaN  0.279022       0.276410                 NaN            NaN            NaN  0.143456E-001  0.296806                 NaN            NaN            NaN
  1374.85        2500.00                 NaN   99.1451                 NaN  0.274504       0.273774                 NaN            NaN            NaN  0.139777E-001  0.292693                 NaN            NaN            NaN
  1373.62        2500.00                 NaN   99.1567                 NaN  0.271572       0.269814                 NaN            NaN            NaN  0.135559E-001  0.288344                 NaN            NaN            NaN
  1372.39        2500.00                 NaN   99.1676                 NaN  0.269371       0.265471                 NaN            NaN            NaN  0.131710E-001  0.284371                 NaN            NaN            NaN
  1371.16        2500.00                 NaN   99.1767                 NaN  0.262751       0.266471                 NaN            NaN            NaN  0.128543E-001  0.281223                 NaN            NaN            NaN
  1369.94        2500.00                 NaN   99.1905                 NaN  0.264664       0.256666                 NaN            NaN            NaN  0.123490E-001  0.275789                 NaN            NaN            NaN
  1368.71        2500.00                 NaN   99.1994                 NaN  0.253278       0.262444                 NaN            NaN            NaN  0.120723E-001  0.272838                 NaN            NaN            NaN
  1367.48        2500.00                 NaN   99.2083                 NaN  0.260940       0.249566                 NaN            NaN            NaN  0.116800E-001  0.269528                 NaN            NaN            NaN
  1366.25        2500.00                 NaN   99.2200                 NaN  0.244616       0.258904                 NaN            NaN            NaN  0.112996E-001  0.265219                 NaN            NaN            NaN
  1365.02        2500.00                 NaN   99.2280                 NaN  0.240642       0.258048                 NaN            NaN            NaN  0.109322E-001  0.262343                 NaN            NaN            NaN
  1363.79        2500.00                 NaN   99.2387                 NaN  0.255178       0.237049                 NaN            NaN            NaN  0.106414E-001  0.258406                 NaN            NaN            NaN
  1362.56        2500.00                 NaN   99.2474                 NaN  0.233302       0.253820                 NaN            NaN            NaN  0.102955E-001  0.255163                 NaN            NaN            NaN
  1361.33        2500.00                 NaN   99.2560                 NaN  0.252204       0.229863                 NaN            NaN            NaN  0.997289E-002  0.251976                 NaN            NaN            NaN
  1360.10        2500.00                 NaN   99.2646                 NaN  0.251068       0.225860                 NaN            NaN            NaN  0.964355E-002  0.248847                 NaN            NaN            NaN
  1358.87        2500.00                 NaN   99.2729                 NaN  0.249813       0.222124                 NaN            NaN            NaN  0.932187E-002  0.245834                 NaN            NaN            NaN
  1357.65        2500.00                 NaN   99.2790                 NaN  0.249101       0.219087                 NaN            NaN            NaN  0.906260E-002  0.243756                 NaN            NaN            NaN
  1356.42        2500.00                 NaN   99.2923                 NaN  0.214136       0.246601                 NaN            NaN            NaN  0.857755E-002  0.238344                 NaN            NaN            NaN
  1355.19        2500.00                 NaN   99.2973                 NaN  0.246026       0.211508                 NaN            NaN            NaN  0.836444E-002  0.236757                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.3050                 NaN  0.208317       0.244639                 NaN            NaN            NaN  0.807626E-002  0.233939                 NaN            NaN            NaN
  1352.73        2500.00                 NaN   99.3126                 NaN  0.204425       0.244062                 NaN            NaN            NaN  0.776355E-002  0.231146                 NaN            NaN            NaN
  1351.50        2500.00                 NaN   99.3201                 NaN  0.243201       0.200944                 NaN            NaN            NaN  0.745424E-002  0.228340                 NaN            NaN            NaN
  1350.27        2500.00                 NaN   99.3263                 NaN  0.198125       0.242286                 NaN            NaN            NaN  0.718118E-002  0.226083                 NaN            NaN            NaN
  1349.04        2500.00                 NaN   99.3346                 NaN  0.241583       0.194014                 NaN            NaN            NaN  0.687301E-002  0.222927                 NaN            NaN            NaN
  1347.81        2500.00                 NaN   99.3408                 NaN  0.190993       0.240984                 NaN            NaN            NaN  0.659403E-002  0.220643                 NaN            NaN            NaN
  1346.58        2500.00                 NaN   99.3473                 NaN  0.241005       0.187266                 NaN            NaN            NaN  0.628865E-002  0.218177                 NaN            NaN            NaN
  1345.36        2500.00                 NaN   99.3538                 NaN  0.184032       0.240408                 NaN            NaN            NaN  0.599264E-002  0.215768                 NaN            NaN            NaN
  1344.13        2500.00                 NaN   99.3601                 NaN  0.180623       0.240094                 NaN            NaN            NaN  0.571948E-002  0.213426                 NaN            NaN            NaN
  1342.90        2500.00                 NaN   99.3660                 NaN  0.177493       0.239806                 NaN            NaN            NaN  0.544996E-002  0.211269                 NaN            NaN            NaN
  1341.67        2500.00                 NaN   99.3722                 NaN  0.174341       0.239249                 NaN            NaN            NaN  0.523190E-002  0.208929                 NaN            NaN            NaN
  1340.44        2500.00                 NaN   99.3784                 NaN  0.170195       0.240088                 NaN            NaN            NaN  0.485686E-002  0.206481                 NaN            NaN            NaN
  1339.21        2500.00                 NaN   99.3840                 NaN  0.240120       0.166872                 NaN            NaN            NaN  0.460487E-002  0.204442                 NaN            NaN            NaN
  1337.98        2500.00                 NaN   99.3893                 NaN  0.240465       0.163405                 NaN            NaN            NaN  0.434443E-002  0.202465                 NaN            NaN            NaN
  1336.75        2500.00                 NaN   99.3947                 NaN  0.159962       0.240748                 NaN            NaN            NaN  0.408086E-002  0.200486                 NaN            NaN            NaN
  1335.52        2500.00                 NaN   99.4001                 NaN  0.241435       0.156314                 NaN            NaN            NaN  0.379285E-002  0.198348                 NaN            NaN            NaN
  1334.29        2500.00                 NaN   99.4028                 NaN  0.151144       0.244818                 NaN            NaN            NaN  0.355081E-002  0.197726                 NaN            NaN            NaN
  1333.07        2500.00                 NaN   99.4128                 NaN  0.239946       0.150754                 NaN            NaN            NaN  0.324671E-002  0.193287                 NaN            NaN            NaN
  1331.84        2500.00                 NaN   99.4149                 NaN  0.145119       0.244232                 NaN            NaN            NaN  0.300131E-002  0.192736                 NaN            NaN            NaN
  1330.61        2500.00                 NaN   99.4197                 NaN  0.245453       0.141170                 NaN            NaN            NaN  0.274168E-002  0.190944                 NaN            NaN            NaN
  1329.38        2500.00                 NaN   99.4241                 NaN  0.137349       0.246631                 NaN            NaN            NaN  0.251416E-002  0.189388                 NaN            NaN            NaN
  1328.15        2500.00                 NaN   99.4295                 NaN  0.133224       0.247840                 NaN            NaN            NaN  0.223840E-002  0.187239                 NaN            NaN            NaN
  1326.92        2500.00                 NaN   99.4325                 NaN  0.129517       0.249721                 NaN            NaN            NaN  0.206393E-002  0.186229                 NaN            NaN            NaN
  1325.69        2500.00                 NaN   99.4386                 NaN  0.123723       0.252239                 NaN            NaN            NaN  0.170266E-002  0.183703                 NaN            NaN            NaN
  1324.46        2500.00                 NaN   99.4414                 NaN  0.119875       0.254405                 NaN            NaN            NaN  0.151306E-002  0.182851                 NaN            NaN            NaN
  1323.23        2500.00                 NaN   99.4454                 NaN  0.114277       0.257904                 NaN            NaN            NaN  0.122680E-002  0.181177                 NaN            NaN            NaN
  1322.00        2500.00                 NaN   99.4500                 NaN  0.108650       0.261084                 NaN            NaN            NaN  0.923634E-003  0.179300                 NaN            NaN            NaN
  1320.77        2500.00                 NaN   99.4532                 NaN  0.102693       0.265183                 NaN            NaN            NaN  0.705586E-003  0.178187                 NaN            NaN            NaN
  1319.55        2500.00                 NaN   99.4567                 NaN  0.962766E-001  0.269754                 NaN            NaN            NaN  0.439106E-003  0.176798                 NaN            NaN            NaN
  1318.32        2500.00                 NaN   99.4600                 NaN  0.274625       0.896035E-001            NaN            NaN            NaN  0.190851E-003  0.175628                 NaN            NaN            NaN
  1317.09        2500.00                 NaN   99.4640                 NaN  0.816717E-001  0.280290                 NaN            NaN            NaN            NaN  0.174058                 NaN            NaN            NaN
  1315.86        2500.00                 NaN   99.4670                 NaN  0.285519       0.743463E-001            NaN            NaN            NaN            NaN  0.173164                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.4699                 NaN  0.292608       0.651920E-001            NaN            NaN            NaN            NaN  0.172262                 NaN            NaN            NaN
  1313.40        2500.00                 NaN   99.4725                 NaN  0.664169E-001  0.287543                 NaN            NaN            NaN  0.102830E-002  0.172509                 NaN            NaN            NaN
  1312.17        2500.00                 NaN   99.4760                 NaN  0.431611E-001  0.310354                 NaN            NaN            NaN            NaN  0.170456                 NaN            NaN            NaN
  1310.94        2500.00                 NaN   89.0468                 NaN   1.57356        1.01158                 NaN            NaN            NaN  0.852739E-001   1.50807        6.77468                 NaN            NaN
  1309.71        2500.00                 NaN   87.5804                 NaN   2.88694                 NaN            NaN            NaN            NaN  0.974232E-001   1.69427        7.74097                 NaN            NaN
  1308.48        2500.00                 NaN   88.9494                 NaN   2.58742                 NaN            NaN            NaN            NaN  0.826147E-001   1.51105        6.86954                 NaN            NaN
  1307.26        2500.00                 NaN   90.0523                 NaN   2.34550                 NaN            NaN            NaN            NaN  0.708455E-001   1.36341        6.16790                 NaN            NaN
  1306.03        2500.00                 NaN   75.2438                 NaN   5.29950                 NaN            NaN            NaN            NaN  0.109075        3.27816        15.4944       0.575115                 NaN
  1304.80        2500.00                 NaN   79.7655                 NaN   4.36097                 NaN            NaN            NaN            NaN  0.796827E-001   2.67987        12.6339       0.480030                 NaN
  1303.57        2500.00                 NaN   83.4131                 NaN   3.60625                 NaN            NaN            NaN            NaN  0.581565E-001   2.19958        10.3288       0.394148                 NaN
  1302.34        2500.00                 NaN   85.9672                 NaN   3.08349                 NaN            NaN            NaN            NaN  0.419578E-001   1.86616        8.70881       0.332417                 NaN
  1301.11        2500.00                 NaN   87.8323                 NaN   2.70159                 NaN            NaN            NaN            NaN  0.302083E-001   1.62281        7.52593       0.287180                 NaN
  1299.88        2500.00                 NaN   89.2616                 NaN   2.40799                 NaN            NaN            NaN            NaN  0.213769E-001   1.43600        6.62054       0.252451                 NaN
  1298.65        2500.00                 NaN   90.3781                 NaN   2.18050                 NaN            NaN            NaN            NaN  0.141096E-001   1.29071        5.91169       0.224850                 NaN
  1297.42        2500.00                 NaN   91.2793                 NaN   1.99463                 NaN            NaN            NaN            NaN  0.871921E-002   1.17243        5.34196       0.202915                 NaN
  1296.19        2500.00                 NaN   92.1730                 NaN   1.79503                 NaN            NaN            NaN            NaN  0.617916E-002   1.07167        4.77798       0.176167                 NaN
  1294.97        2500.00                 NaN   92.4729                 NaN   1.75569                 NaN            NaN            NaN            NaN            NaN   1.01224        4.58415       0.175023                 NaN
  1293.74        2500.00                 NaN   87.4998                 NaN   1.68580       0.963761                 NaN            NaN            NaN  0.385967E-001   1.76383        7.76800       0.280179                 NaN
  1292.51        2500.00                 NaN   97.5907                 NaN  0.593365       0.140117                 NaN            NaN            NaN            NaN  0.321899        1.30501       0.488885E-001            NaN
  1291.28        2500.00                 NaN   91.8755                 NaN  0.583828                 NaN            NaN            NaN            NaN  0.475176        1.53740        5.47951       0.485645E-001            NaN
  1290.05        2500.00                 NaN   94.0883                 NaN   1.68087                 NaN            NaN            NaN            NaN            NaN  0.857786        3.19619       0.176877                 NaN
  1288.82        2500.00                 NaN   98.4602                 NaN  0.426498                 NaN            NaN            NaN            NaN            NaN  0.165685       0.919963       0.276487E-001            NaN
  1287.59        2500.00                 NaN   76.2373       0.295109        3.00535        1.26496                 NaN            NaN            NaN            NaN   2.85339        15.5435       0.800479                 NaN
  1286.36        2500.00                 NaN   99.6937                 NaN  0.243600       0.412783E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.214397E-001            NaN
  1285.13        2500.00                 NaN   97.0193        1.80277                 NaN            NaN            NaN            NaN            NaN            NaN  0.113292        1.02335       0.412637E-001            NaN
  1283.90        2500.00                 NaN   99.7142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.285756                 NaN            NaN            NaN
  1282.68        2500.00                 NaN   93.7551                 NaN  0.301256        1.38173                 NaN            NaN            NaN            NaN  0.490703        3.88754       0.183624                 NaN
  1281.45        2500.00                 NaN   99.7944                 NaN  0.171218E-001            NaN            NaN            NaN            NaN            NaN  0.111581                 NaN  0.768598E-001            NaN
  1280.22        2500.00                 NaN   99.9881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.119468E-001            NaN            NaN
  1278.99        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1277.76        2500.00                 NaN   99.9519                 NaN  0.481231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1276.53        2500.00                 NaN   99.9475                 NaN  0.298743E-001            NaN            NaN            NaN            NaN            NaN  0.226592E-001            NaN            NaN            NaN
  1275.30        2500.00                 NaN   99.8285                 NaN  0.152126                 NaN            NaN            NaN            NaN            NaN  0.816700E-002  0.341661E-002  0.782621E-002            NaN
  1274.07        2500.00                 NaN   88.4521                 NaN   2.42244       0.276358                 NaN            NaN            NaN            NaN   1.62903        7.05295       0.167142                 NaN
  1272.84        2500.00                 NaN   98.9651                 NaN  0.289087                 NaN            NaN            NaN            NaN            NaN  0.921482E-001  0.634603       0.190202E-001            NaN
  1271.61        2500.00                 NaN   99.7419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.792831E-001  0.162044       0.167878E-001            NaN
  1270.38        2500.00                 NaN   99.9409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.160643E-001  0.430001E-001            NaN            NaN
  1269.16        2500.00                 NaN   93.4725                 NaN   1.32536       0.733174E-001            NaN            NaN            NaN            NaN  0.870632        4.10762       0.150594                 NaN
  1267.93        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
