|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        ilm            q             
  1159.77        2500.00                 NaN            NaN            NaN   14.7193                 NaN            NaN            NaN            NaN            NaN   8.43145        43.6963        1.08280        32.0701     
  1158.54        2500.00                 NaN            NaN            NaN   7.75000        6.97644                 NaN            NaN            NaN            NaN   8.43318        43.6885        1.08035        32.0715     
  1157.31        2500.00                 NaN            NaN            NaN   14.7428                 NaN            NaN            NaN            NaN            NaN   8.44645        43.6624        1.07408        32.0742     
  1156.09        2500.00                 NaN            NaN            NaN   7.41849        7.31386                 NaN            NaN            NaN            NaN   8.43968        43.6775        1.07793        32.0725     
  1154.86        2500.00                 NaN            NaN            NaN   7.25391        7.48142                 NaN            NaN            NaN            NaN   8.44293        43.6720        1.07671        32.0730     
  1153.63        2500.00                 NaN            NaN            NaN   14.7503                 NaN            NaN            NaN            NaN            NaN   8.45514        43.6481        1.07100        32.0755     
  1152.40        2500.00                 NaN            NaN            NaN   7.90562        6.83432                 NaN            NaN            NaN            NaN   8.44836        43.6631        1.07479        32.0738     
  1151.17        2500.00                 NaN            NaN            NaN   14.7547                 NaN            NaN            NaN            NaN            NaN   8.46302        43.6373        1.06881        32.0762     
  1149.94        2500.00                 NaN            NaN            NaN   4.55201        10.1871                 NaN            NaN            NaN            NaN   8.45432        43.6587        1.07447        32.0734     
  1148.71        2500.00                 NaN            NaN            NaN   14.7541                 NaN            NaN            NaN            NaN            NaN   8.46343        43.6374        1.06909        32.0760     
  1147.48        2500.00                 NaN            NaN            NaN   14.7626                 NaN            NaN            NaN            NaN            NaN   8.46925        43.6247        1.06586        32.0775     
  1146.25        2500.00                 NaN            NaN            NaN   14.7652                 NaN            NaN            NaN            NaN            NaN   8.47200        43.6201        1.06483        32.0779     
  1145.02        2500.00                 NaN            NaN            NaN   14.7545                 NaN            NaN            NaN            NaN            NaN   8.46827        43.6327        1.06849        32.0760     
  1143.80        2500.00                 NaN            NaN            NaN   13.4445        1.30328                 NaN            NaN            NaN            NaN   8.46579        43.6407        1.07088        32.0748     
  1142.57        2500.00                 NaN            NaN            NaN   14.1086       0.662151                 NaN            NaN            NaN            NaN   8.47795        43.6103        1.06236        32.0787     
  1141.34        2500.00                 NaN            NaN            NaN   14.7762                 NaN            NaN            NaN            NaN            NaN   8.48576        43.5983        1.06005        32.0797     
  1140.11        2500.00                 NaN            NaN            NaN   14.7798                 NaN            NaN            NaN            NaN            NaN   8.49028        43.5911        1.05844        32.0803     
  1138.88        2500.00                 NaN            NaN            NaN   14.7601                 NaN            NaN            NaN            NaN            NaN   8.47858        43.6186        1.06585        32.0769     
  1137.65        2500.00                 NaN            NaN            NaN   14.7780                 NaN            NaN            NaN            NaN            NaN   8.48881        43.5939        1.05935        32.0800     
  1136.42        2500.00                 NaN            NaN            NaN   14.7841                 NaN            NaN            NaN            NaN            NaN   8.49331        43.5845        1.05698        32.0811     
  1135.19        2500.00                 NaN            NaN            NaN   14.7861                 NaN            NaN            NaN            NaN            NaN   8.49563        43.5807        1.05616        32.0814     
  1133.96        2500.00                 NaN            NaN            NaN   14.7881                 NaN            NaN            NaN            NaN            NaN   8.49800        43.5768        1.05529        32.0818     
  1132.73        2500.00                 NaN            NaN            NaN   14.7904                 NaN            NaN            NaN            NaN            NaN   8.50044        43.5727        1.05437        32.0821     
  1131.51        2500.00                 NaN            NaN            NaN   14.7927                 NaN            NaN            NaN            NaN            NaN   8.50298        43.5683        1.05339        32.0826     
  1130.28        2500.00                 NaN            NaN            NaN   14.7951                 NaN            NaN            NaN            NaN            NaN   8.50568        43.5639        1.05239        32.0829     
  1129.05        2500.00                 NaN            NaN            NaN   14.7972                 NaN            NaN            NaN            NaN            NaN   8.50846        43.5597        1.05145        32.0833     
  1127.82        2500.00                 NaN            NaN            NaN   14.7991                 NaN            NaN            NaN            NaN            NaN   8.51158        43.5553        1.05044        32.0835     
  1126.59        2500.00                 NaN            NaN            NaN   10.4538        4.34989                 NaN            NaN            NaN            NaN   8.51312        43.5495        1.04914        32.0845     
  1125.36        2500.00                 NaN            NaN            NaN   9.50307        5.30346                 NaN            NaN            NaN            NaN   8.51643        43.5442        1.04789        32.0850     
  1124.13        2500.00                 NaN            NaN            NaN   14.8069                 NaN            NaN            NaN            NaN            NaN   8.51885        43.5417        1.04755        32.0850     
  1122.90        2500.00                 NaN            NaN            NaN   6.53278        8.27698                 NaN            NaN            NaN            NaN   8.52191        43.5365        1.04636        32.0855     
  1121.67        2500.00                 NaN            NaN            NaN   6.57144        8.24060                 NaN            NaN            NaN            NaN   8.52428        43.5324        1.04543        32.0859     
  1120.44        2500.00                 NaN            NaN            NaN   6.85047        7.96360                 NaN            NaN            NaN            NaN   8.52639        43.5287        1.04460        32.0862     
  1119.22        2500.00                 NaN            NaN            NaN   14.8242                 NaN            NaN            NaN            NaN            NaN   8.53629        43.5111        1.04056        32.0879     
  1117.99        2500.00                 NaN            NaN            NaN   14.8264                 NaN            NaN            NaN            NaN            NaN   8.53859        43.5071        1.03965        32.0883     
  1116.76        2500.00                 NaN            NaN            NaN   14.8286                 NaN            NaN            NaN            NaN            NaN   8.54086        43.5031        1.03877        32.0887     
  1115.53        2500.00                 NaN            NaN            NaN   14.8307                 NaN            NaN            NaN            NaN            NaN   8.54308        43.4992        1.03789        32.0891     
  1114.30        2500.00                 NaN            NaN            NaN   14.8332                 NaN            NaN            NaN            NaN            NaN   8.54545        43.4950        1.03690        32.0895     
  1113.07        2500.00                 NaN            NaN            NaN   14.8224       0.126431E-004            NaN            NaN            NaN            NaN   8.54491        43.5056        1.03986        32.0872     
  1111.84        2500.00                 NaN            NaN            NaN   14.8227                 NaN            NaN            NaN            NaN            NaN   8.54527        43.5050        1.03972        32.0873     
  1110.61        2500.00                 NaN            NaN            NaN   8.39756        6.44214                 NaN            NaN            NaN            NaN   8.55202        43.4834        1.03427        32.0906     
  1109.38        2500.00                 NaN            NaN            NaN   14.8418                 NaN            NaN            NaN            NaN            NaN   8.55416        43.4796        1.03342        32.0910     
  1108.15        2500.00                 NaN            NaN            NaN   8.84613        5.99777                 NaN            NaN            NaN            NaN   8.55626        43.4759        1.03257        32.0913     
  1106.92        2500.00                 NaN            NaN            NaN   14.8571                 NaN            NaN            NaN            NaN            NaN   8.56822        43.4537        1.02740        32.0936     
  1105.70        2500.00                 NaN            NaN            NaN   9.06659        5.79285                 NaN            NaN            NaN            NaN   8.57051        43.4496        1.02644        32.0940     
  1104.47        2500.00                 NaN            NaN            NaN   9.22975        5.63203                 NaN            NaN            NaN            NaN   8.57282        43.4455        1.02550        32.0944     
  1103.24        2500.00                 NaN            NaN            NaN   14.8641                 NaN            NaN            NaN            NaN            NaN   8.57510        43.4415        1.02457        32.0948     
  1102.01        2500.00                 NaN            NaN            NaN   14.8664                 NaN            NaN            NaN            NaN            NaN   8.57735        43.4375        1.02365        32.0952     
  1100.78        2500.00                 NaN            NaN            NaN   14.8686                 NaN            NaN            NaN            NaN            NaN   8.57955        43.4335        1.02274        32.0956     
  1099.55        2500.00                 NaN            NaN            NaN   9.89718        4.97364                 NaN            NaN            NaN            NaN   8.58173        43.4297        1.02185        32.0959     
  1098.32        2500.00                 NaN            NaN            NaN   6.01567        8.84519                 NaN            NaN            NaN            NaN   8.57642        43.4430        1.02559        32.0941     
  1097.09        2500.00                 NaN            NaN            NaN   9.89846        4.97708                 NaN            NaN            NaN            NaN   8.58619        43.4216        1.01995        32.0967     
  1095.86        2500.00                 NaN            NaN            NaN   10.0360        4.84174                 NaN            NaN            NaN            NaN   8.58830        43.4178        1.01907        32.0971     
  1094.63        2500.00                 NaN            NaN            NaN   14.8961       0.818263E-005            NaN            NaN            NaN            NaN   8.60933        43.3834        1.01114        32.1000     
  1093.41        2500.00                 NaN            NaN            NaN   14.8968                 NaN            NaN            NaN            NaN            NaN   8.61005        43.3822        1.01085        32.1001     
  1092.18        2500.00                 NaN            NaN            NaN   14.8975                 NaN            NaN            NaN            NaN            NaN   8.61077        43.3809        1.01055        32.1002     
  1090.95        2500.00                 NaN            NaN            NaN   14.8982       0.794930E-005            NaN            NaN            NaN            NaN   8.61149        43.3797        1.01025        32.1004     
  1089.72        2500.00                 NaN            NaN            NaN   14.8989                 NaN            NaN            NaN            NaN            NaN   8.61221        43.3784        1.00995        32.1005     
  1088.49        2500.00                 NaN            NaN            NaN   14.9058                 NaN            NaN            NaN            NaN            NaN   8.61827        43.3670        1.00726        32.1017     
  1087.26        2500.00                 NaN            NaN            NaN   14.9065       0.649841E-005            NaN            NaN            NaN            NaN   8.61901        43.3657        1.00695        32.1018     
  1086.03        2500.00                 NaN            NaN            NaN   14.9073       0.644696E-005            NaN            NaN            NaN            NaN   8.61975        43.3644        1.00665        32.1019     
  1084.80        2500.00                 NaN            NaN            NaN   14.9080       0.642203E-005            NaN            NaN            NaN            NaN   8.62049        43.3631        1.00634        32.1020     
  1083.57        2500.00                 NaN            NaN            NaN   14.9087                 NaN            NaN            NaN            NaN            NaN   8.62123        43.3618        1.00603        32.1022     
  1082.34        2500.00                 NaN            NaN            NaN   14.9095                 NaN            NaN            NaN            NaN            NaN   8.62197        43.3605        1.00572        32.1023     
  1081.12        2500.00                 NaN            NaN            NaN   14.9162       0.543585E-005            NaN            NaN            NaN            NaN   8.62769        43.3495        1.00311        32.1035     
  1079.89        2500.00                 NaN            NaN            NaN   11.5877        3.32921                 NaN            NaN            NaN            NaN   8.62844        43.3482        1.00280        32.1036     
  1078.66        2500.00                 NaN            NaN            NaN   11.5955        3.32218                 NaN            NaN            NaN            NaN   8.62920        43.3469        1.00248        32.1037     
  1077.43        2500.00                 NaN            NaN            NaN   14.9185       0.539686E-005            NaN            NaN            NaN            NaN   8.62995        43.3456        1.00216        32.1038     
  1076.20        2500.00                 NaN            NaN            NaN   14.9192       0.542781E-005            NaN            NaN            NaN            NaN   8.63069        43.3443        1.00184        32.1040     
  1074.97        2500.00                 NaN            NaN            NaN   14.9200       0.548254E-005            NaN            NaN            NaN            NaN   8.63144        43.3430        1.00153        32.1041     
  1073.74        2500.00                 NaN            NaN            NaN   12.0405        2.88612                 NaN            NaN            NaN            NaN   8.63696        43.3322       0.998957        32.1053     
  1072.51        2500.00                 NaN            NaN            NaN   11.4375        3.48997                 NaN            NaN            NaN            NaN   8.63772        43.3308       0.998630        32.1054     
  1071.28        2500.00                 NaN            NaN            NaN   12.0343        2.89389                 NaN            NaN            NaN            NaN   8.63849        43.3295       0.998305        32.1055     
  1070.05        2500.00                 NaN            NaN            NaN   14.9290       0.476520E-005            NaN            NaN            NaN            NaN   8.63929        43.3281       0.997959        32.1057     
  1068.83        2500.00                 NaN            NaN            NaN   14.9299       0.489360E-005            NaN            NaN            NaN            NaN   8.64010        43.3266       0.997603        32.1058     
  1067.60        2500.00                 NaN            NaN            NaN   14.9307       0.505608E-005            NaN            NaN            NaN            NaN   8.64092        43.3251       0.997245        32.1060     
  1066.37        2500.00                 NaN            NaN            NaN   14.9316       0.525910E-005            NaN            NaN            NaN            NaN   8.64175        43.3237       0.996885        32.1061     
  1065.14        2500.00                 NaN            NaN            NaN   12.0566        2.87587                 NaN            NaN            NaN            NaN   8.64257        43.3222       0.996522        32.1062     
  1063.91        2500.00                 NaN            NaN            NaN   11.4285        3.50481       0.581643E-005            NaN            NaN            NaN   8.64340        43.3207       0.996156        32.1064     
  1062.68        2500.00                 NaN            NaN            NaN   14.9342                 NaN            NaN            NaN            NaN            NaN   8.64423        43.3192       0.995788        32.1065     
  1061.45        2500.00                 NaN            NaN            NaN   11.4209        3.51424       0.665521E-005            NaN            NaN            NaN   8.64507        43.3177       0.995418        32.1067     
  1060.22        2500.00                 NaN            NaN            NaN   12.0750        2.86096       0.722291E-005            NaN            NaN            NaN   8.64590        43.3162       0.995046        32.1068     
  1058.99        2500.00                 NaN            NaN            NaN   11.4140        3.52288       0.792594E-005            NaN            NaN            NaN   8.64674        43.3147       0.994671        32.1070     
  1057.76        2500.00                 NaN            NaN            NaN   11.4108        3.52699       0.880198E-005            NaN            NaN            NaN   8.64758        43.3132       0.994295        32.1071     
  1056.54        2500.00                 NaN            NaN            NaN   11.4079        3.53086       0.990349E-005            NaN            NaN            NaN   8.64843        43.3117       0.993915        32.1073     
  1055.31        2500.00                 NaN            NaN            NaN   14.9396       0.113010E-004            NaN            NaN            NaN            NaN   8.64927        43.3101       0.993536        32.1074     
  1054.08        2500.00                 NaN            NaN            NaN   14.9405       0.131001E-004            NaN            NaN            NaN            NaN   8.65011        43.3086       0.993154        32.1076     
  1052.85        2500.00                 NaN            NaN            NaN   11.4003        3.54115       0.154552E-004            NaN            NaN            NaN   8.65096        43.3070       0.992769        32.1077     
  1051.62        2500.00                 NaN            NaN            NaN   11.3983        3.54409       0.185761E-004            NaN            NaN            NaN   8.65181        43.3055       0.992383        32.1079     
  1050.39        2500.00                 NaN            NaN            NaN   6.64132        1.28924        7.02048       0.192391E-004            NaN            NaN   8.66044        43.2902       0.988394        32.1099     
  1049.16        2500.00                 NaN            NaN            NaN   7.01847        6.64773        1.28668       0.185151E-004            NaN            NaN   8.66211        43.2872       0.987632        32.1102     
  1047.93        2500.00                 NaN            NaN            NaN   7.01666        6.65367        1.28440       0.179173E-004            NaN            NaN   8.66378        43.2841       0.986867        32.1105     
  1046.70        2500.00                 NaN            NaN            NaN   7.01463        6.65981        1.28214       0.174452E-004            NaN            NaN   8.66545        43.2811       0.986101        32.1108     
  1045.47        2500.00                 NaN            NaN            NaN   6.66609        7.01237        1.27997       0.170870E-004            NaN            NaN   8.66712        43.2780       0.985333        32.1111     
  1044.24        2500.00                 NaN            NaN            NaN   6.67280        7.00961        1.27789       0.168370E-004            NaN            NaN   8.66878        43.2749       0.984563        32.1114     
  1043.02        2500.00                 NaN            NaN            NaN   6.67940        1.27595        7.00680       0.166895E-004            NaN            NaN   8.67045        43.2719       0.983793        32.1117     
  1041.79        2500.00                 NaN            NaN            NaN   6.68612        1.27416        7.00374       0.166450E-004            NaN            NaN   8.67211        43.2688       0.983022        32.1120     
  1040.56        2500.00                 NaN            NaN            NaN   6.69294        7.00053        1.27241       0.167011E-004            NaN            NaN   8.67378        43.2657       0.982249        32.1123     
  1039.33        2500.00                 NaN            NaN            NaN   6.69990        1.27090        6.99697       0.168653E-004            NaN            NaN   8.67544        43.2626       0.981474        32.1127     
  1038.10        2500.00                 NaN            NaN            NaN   6.99308        6.70717        1.26938       0.171450E-004            NaN            NaN   8.67710        43.2596       0.980699        32.1130     
  1036.87        2500.00                 NaN            NaN            NaN   6.71446        1.26815        6.98889       0.175345E-004            NaN            NaN   8.67876        43.2565       0.979925        32.1133     
  1035.64        2500.00                 NaN            NaN            NaN   6.72208        1.26704        6.98426       0.180529E-004            NaN            NaN   8.68041        43.2534       0.979150        32.1136     
  1034.41        2500.00                 NaN            NaN            NaN   6.73050        1.26549        6.97926       0.187148E-004            NaN            NaN   8.68207        43.2504       0.978371        32.1139     
  1033.18        2500.00                 NaN            NaN            NaN   6.73531        6.97626        1.26558       0.195475E-004            NaN            NaN   8.68372        43.2473       0.977595        32.1142     
  1031.95        2500.00                 NaN            NaN            NaN   6.74521        1.26435        6.96946       0.205605E-004            NaN            NaN   8.68536        43.2442       0.976819        32.1145     
  1030.73        2500.00                 NaN            NaN            NaN   6.75329        6.96394        1.26367       0.217895E-004            NaN            NaN   8.68700        43.2412       0.976043        32.1149     
  1029.50        2500.00                 NaN            NaN            NaN   6.76141        1.26335        6.95802       0.232736E-004            NaN            NaN   8.68864        43.2381       0.975265        32.1152     
  1028.27        2500.00                 NaN            NaN            NaN   6.76908        1.26308        6.95255                 NaN            NaN            NaN   8.69030        43.2350       0.974476        32.1155     
  1027.04        2500.00                 NaN            NaN            NaN   6.94540        6.77813        1.26303                 NaN            NaN            NaN   8.69191        43.2320       0.973713        32.1158     
  1025.81        2500.00                 NaN            NaN            NaN   6.78639        1.26320        6.93884                 NaN            NaN            NaN   8.69353        43.2290       0.972938        32.1161     
  1024.58        2500.00                 NaN            NaN            NaN   6.93243        6.79373        1.26410                 NaN            NaN            NaN   8.69516        43.2260       0.972178        32.1164     
  1023.35        2500.00                 NaN            NaN            NaN   6.80429        1.26377        6.92410                 NaN            NaN            NaN   8.69677        43.2229       0.971391        32.1168     
  1022.12        2500.00                 NaN            NaN            NaN   6.81351        1.26451        6.91602                 NaN            NaN            NaN   8.69838        43.2199       0.970621        32.1171     
  1020.89        2500.00                 NaN            NaN            NaN   6.90849        6.82182        1.26558                 NaN            NaN            NaN   8.69999        43.2169       0.969850        32.1174     
  1019.66        2500.00                 NaN            NaN            NaN   14.3503       0.780731                 NaN            NaN            NaN            NaN   8.79774        43.0107       0.919670        32.1409     
  1018.44        2500.00                 NaN            NaN            NaN   8.35583        4.20253        2.47578                 NaN            NaN            NaN   8.72624        43.1573       0.957368        32.1249     
  1017.21        2500.00                 NaN            NaN            NaN   12.1463        2.97957                 NaN            NaN            NaN            NaN   8.79495        43.0167       0.921905        32.1406     
  1015.98        2500.00                 NaN            NaN            NaN   12.0956        3.03787                 NaN            NaN            NaN            NaN   8.79946        43.0061       0.919166        32.1418     
  1014.75        2500.00                 NaN            NaN            NaN   11.8914        3.22288                 NaN            NaN            NaN            NaN   8.78587        43.0338       0.926835        32.1392     
  1013.52        2500.00                 NaN            NaN            NaN   8.61312        3.84435        2.59295                 NaN            NaN            NaN   8.73908        43.1315       0.951103        32.1279     
  1012.29        2500.00                 NaN            NaN            NaN   11.7702        3.35105                 NaN            NaN            NaN            NaN   8.79235        43.0220       0.923823        32.1405     
  1011.06        2500.00                 NaN            NaN            NaN   11.6295        3.49326                 NaN            NaN            NaN            NaN   8.79286        43.0199       0.923563        32.1410     
  1009.83        2500.00                 NaN            NaN            NaN   11.6279        3.49737                 NaN            NaN            NaN            NaN   8.79576        43.0154       0.922235        32.1414     
  1008.60        2500.00                 NaN            NaN            NaN   11.6467        3.48215                 NaN            NaN            NaN            NaN   8.79856        43.0096       0.920905        32.1421     
  1007.37        2500.00                 NaN            NaN            NaN   3.87484        3.10509        8.10044                 NaN            NaN            NaN   8.76116        43.0855       0.940031        32.1329     
  1006.15        2500.00                 NaN            NaN            NaN   4.09899        2.11383        8.88251                 NaN            NaN            NaN   8.77278        43.0617       0.934437        32.1357     
  1004.92        2500.00                 NaN            NaN            NaN   4.40703       0.970854        9.73511                 NaN            NaN            NaN   8.78647        43.0337       0.927826        32.1390     
  1003.69        2500.00                 NaN            NaN            NaN   4.45784        10.6831                 NaN            NaN            NaN            NaN   8.80719        42.9909       0.917002        32.1440     
  1002.46        2500.00                 NaN            NaN            NaN   4.14548        11.0164                 NaN            NaN            NaN            NaN   8.82219        42.9597       0.908578        32.1476     
  1001.23        2500.00                 NaN            NaN            NaN   11.0833        4.08271                 NaN            NaN            NaN            NaN   8.82534        42.9532       0.907034        32.1484     
  1000.00        2500.00                 NaN            NaN            NaN   4.01908        11.1510                 NaN            NaN            NaN            NaN   8.82843        42.9468       0.905521        32.1492     
