|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        iron           Sp(TH)         an             San(TH)        Opx(TH)        ilm            O(HP)          ne             lc            
  1244.20        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.1029        5.81905        2.10925                 NaN   15.1883        5.48321     
  1242.98        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.1290        5.81905        2.10925                 NaN   15.2009        5.44441     
  1241.76        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.1553        5.81905        2.10925                 NaN   15.2136        5.40540     
  1240.54        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.1818        5.81905        2.10925                 NaN   15.2263        5.36620     
  1239.32        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.2084        5.81905        2.10925                 NaN   15.2392        5.32678     
  1238.10        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.2351        5.81905        2.10925                 NaN   15.2521        5.28716     
  1236.87        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.2620        5.81905        2.10925                 NaN   15.2650        5.24733     
  1235.65        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.2890        5.81905        2.10925                 NaN   15.2781        5.20722     
  1234.43        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.3163        5.81905        2.10925                 NaN   15.2912        5.16679     
  1233.21        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.3437        5.81905        2.10925                 NaN   15.3045        5.12615     
  1231.99        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.3713        5.81905        2.10925                 NaN   15.3178        5.08529     
  1230.77        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.3990        5.81905        2.10925                 NaN   15.3311        5.04421     
  1229.55        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.4268        5.81905        2.10925                 NaN   15.3446        5.00291     
  1228.33        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.4548        5.81905        2.10925                 NaN   15.3581        4.96140     
  1227.11        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.4830        5.81905        2.10925                 NaN   15.3717        4.91967     
  1225.89        2500.00                 NaN   5.42370        14.6489                 NaN            NaN   7.14791        46.0110        4.28079        2.33419                 NaN   15.5443        4.60920     
  1224.66        2500.00                 NaN   5.46881        14.6291                 NaN            NaN   7.18059        46.0156        4.23454        2.34290                 NaN   15.5624        4.56603     
  1223.44        2500.00                 NaN   5.35579        14.7566                 NaN            NaN   7.20813        46.0160        4.23022        2.33752                 NaN   15.5757        4.52001     
  1222.22        2500.00                 NaN   5.41186        14.7349                 NaN            NaN   7.24298        46.0187        4.17460        2.34688                 NaN   15.5939        4.47619     
  1221.00        2500.00                 NaN   5.46764        14.7137                 NaN            NaN   7.27807        46.0213        4.11857        2.35628                 NaN   15.6123        4.43214     
  1219.78        2500.00                 NaN   5.42753        14.4762                 NaN            NaN   7.11303        46.1347        4.47596        2.30658                 NaN   15.5981        4.46791     
  1218.56        2500.00                 NaN   5.49302        14.4349                 NaN            NaN   7.13792        46.1453        4.43517        2.31376                 NaN   15.6152        4.42471     
  1217.34        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.7147        5.81905        2.10925                 NaN   15.4835        4.57616     
  1216.12        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.7444        5.81905        2.10925                 NaN   15.4978        4.53210     
  1214.90        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.7744        5.81905        2.10925                 NaN   15.5123        4.48766     
  1213.68        2500.00                 NaN   3.27705        15.6858                 NaN            NaN   6.33457        46.8046        5.81904        2.10925                 NaN   15.5268        4.44297     
  1212.45        2500.00                 NaN   5.72643        14.6051                 NaN            NaN   7.49232        46.0741        3.82755        2.41275                 NaN   15.7424        4.11949     
  1211.23        2500.00                 NaN   5.72012        14.6377                 NaN            NaN   7.52580        46.0772        3.78822        2.41788                 NaN   15.7601        4.07302     
  1210.01        2500.00                 NaN   5.71419        14.6700                 NaN            NaN   7.55936        46.0804        3.74886        2.42299                 NaN   15.7779        4.02631     
  1208.79        2500.00                 NaN   5.78112        14.6469                 NaN            NaN   7.59850        46.0811        3.68153        2.43382                 NaN   15.7973        3.97980     
  1207.57        2500.00                 NaN   5.85707        14.6180                 NaN            NaN   7.63892        46.0810        3.60956        2.44543                 NaN   15.8169        3.93307     
  1206.35        2500.00                 NaN   5.92478        14.5947                 NaN            NaN   7.67833        46.0817        3.54149        2.45637                 NaN   15.8364        3.88617     
  1205.13        2500.00                 NaN   6.00787        14.5660                 NaN            NaN   7.71596        46.0839        3.46270        2.46882                 NaN   15.8560        3.83871     
  1203.91        2500.00                 NaN   6.12707        14.5644                 NaN            NaN   7.78476        46.0524        3.32975        2.48082                 NaN   15.8737        3.78708     
  1202.69        2500.00                 NaN   6.17798        14.5493                 NaN            NaN   7.82048        46.0566        3.27348        2.48994                 NaN   15.8931        3.73912     
  1201.47        2500.00                 NaN   6.23668        14.5287                 NaN            NaN   7.85708        46.0604        3.21360        2.49977                 NaN   15.9128        3.69098     
  1200.24        2500.00                 NaN   6.28892        14.5138                 NaN            NaN   7.89355        46.0642        3.15548        2.50913                 NaN   15.9324        3.64254     
  1199.02        2500.00                 NaN   6.35325        14.4903                 NaN            NaN   7.93170        46.0673        3.09125        2.51974                 NaN   15.9525        3.59401     
  1197.80        2500.00                 NaN   6.39745        14.4800                 NaN            NaN   7.96632        46.0727        3.03869        2.52806                 NaN   15.9719        3.54496     
  1196.58        2500.00                 NaN   6.80188        14.4383                 NaN            NaN   8.28483        45.8535        2.57693        2.60025                 NaN   16.0301        3.41415     
  1195.36        2500.00                 NaN   14.4533        6.49900                 NaN            NaN   8.03951        46.0812        2.92278        2.54653                 NaN   16.0116        3.44604     
  1194.14        2500.00                 NaN   6.70171        14.3355                 NaN            NaN   8.10981        46.0698        2.75408        2.58217                 NaN   16.0427        3.40427     
  1192.92        2500.00                 NaN   6.61687        14.3610                 NaN            NaN   8.09473        46.1146        2.83987        2.56858                 NaN   16.0550        3.34936     
  1191.70        2500.00                 NaN   6.68649        14.3336                 NaN            NaN   8.13231        46.1191        2.77499        2.57916                 NaN   16.0755        3.29893     
  1190.48        2500.00                 NaN   14.3066        6.75563                 NaN            NaN   8.16993        46.1236        2.71015        2.58972                 NaN   16.0960        3.24826     
  1189.26        2500.00                 NaN   14.2802        6.82430                 NaN            NaN   8.20759        46.1283        2.64536        2.60026                 NaN   16.1166        3.19733     
  1188.03        2500.00                 NaN   6.89026        14.2563                 NaN            NaN   8.24533        46.1330        2.58112        2.61061                 NaN   16.1372        3.14613     
  1186.81        2500.00                 NaN   6.93426        14.2530                 NaN            NaN   8.28339        46.1365        2.52179        2.61927                 NaN   16.1574        3.09440     
  1185.59        2500.00                 NaN   14.2497        6.97809                 NaN            NaN   8.32139        46.1404        2.46263        2.62791                 NaN   16.1777        3.04216     
  1184.37        2500.00                 NaN   7.02180        14.2465                 NaN            NaN   8.35944        46.1444        2.40347        2.63654                 NaN   16.1981        2.98967     
  1183.15        2500.00                 NaN   7.06540        14.2436                 NaN            NaN   8.39756        46.1485        2.34433        2.64515                 NaN   16.2185        2.93692     
  1181.93        2500.00                 NaN   14.2407        7.10889                 NaN            NaN   8.43573        46.1528        2.28518        2.65375                 NaN   16.2391        2.88391     
  1180.71        2500.00                 NaN   7.15226        14.2380                 NaN            NaN   8.47396        46.1571        2.22604        2.66235                 NaN   16.2597        2.83064     
  1179.49        2500.00                 NaN   14.2354        7.19552                 NaN            NaN   8.51224        46.1615        2.16691        2.67093                 NaN   16.2804        2.77711     
  1178.27        2500.00                 NaN   14.2330        7.23867                 NaN            NaN   8.55059        46.1660        2.10778        2.67949                 NaN   16.3011        2.72332     
  1177.05        2500.00                 NaN   7.28171        14.2307                 NaN            NaN   8.58898        46.1707        2.04866        2.68805                 NaN   16.3220        2.66926     
  1175.82        2500.00                 NaN   7.32457        14.2285                 NaN            NaN   8.62729        46.1757        1.98974        2.69658                 NaN   16.3430        2.61463     
  1174.60        2500.00                 NaN   7.36731        14.2264                 NaN            NaN   8.66566        46.1809        1.93082        2.70509                 NaN   16.3641        2.55974     
  1173.38        2500.00                 NaN   14.2244        7.40996                 NaN            NaN   8.70408        46.1862        1.87191        2.71360                 NaN   16.3853        2.50457     
  1172.16        2500.00                 NaN   7.50004        14.2063                 NaN            NaN   8.75944        46.1787        1.76550        2.73003                 NaN   16.4091        2.45090     
  1170.94        2500.00                 NaN   14.2598        7.65158                 NaN            NaN   8.94807        46.0807        1.42950        2.78992                 NaN   16.4543        2.38613     
  1169.72        2500.00                 NaN   13.9651        7.96115                 NaN            NaN   8.99525        46.0698        1.39734        2.79583                 NaN   16.4784        2.33714     
  1168.50        2500.00                 NaN   7.56111        14.2414                 NaN            NaN   8.86166        46.2035        1.63634        2.74549                 NaN   16.4698        2.28061     
  1167.28        2500.00                 NaN   7.64217        14.2021                 NaN            NaN   8.89631        46.2147        1.57007        2.75706                 NaN   16.4926        2.22501     
  1166.06        2500.00                 NaN   7.66425        14.2150                 NaN            NaN   8.93549        46.2209        1.51855        2.76428                 NaN   16.5141        2.16745     
  1164.84        2500.00                 NaN   14.2317        7.69244                 NaN            NaN   8.97645        46.2234        1.46000        2.77103                 NaN   16.5350        2.10997     
  1163.61        2500.00                 NaN   7.74807        14.2134                 NaN            NaN   9.01357        46.2333        1.40035        2.78117                 NaN   16.5579        2.05231     
  1162.39        2500.00                 NaN   7.78880        14.2126                 NaN            NaN   9.05182        46.2404        1.34267        2.78946                 NaN   16.5798        1.99445     
  1161.17        2500.00                 NaN   14.2119        7.83029                 NaN            NaN   9.09065        46.2473        1.28404        2.79781                 NaN   16.6019        1.93619     
  1159.95        2500.00                 NaN   7.87171        14.2113                 NaN            NaN   9.12952        46.2542        1.22542        2.80615                 NaN   16.6240        1.87764     
  1158.73        2500.00                 NaN   7.91302        14.2109                 NaN            NaN   9.16841        46.2613        1.16684        2.81447                 NaN   16.6463        1.81881     
  1157.51        2500.00                 NaN   14.2106        7.95424                 NaN            NaN   9.20735        46.2685        1.10827        2.82277                 NaN   16.6686        1.75968     
  1156.29        2500.00                 NaN   8.46353        13.9254                 NaN            NaN   9.39970        46.1804       0.703382        2.90463                 NaN   16.7207        1.70214     
  1155.07        2500.00                 NaN   14.2103        8.03636                 NaN            NaN   9.28531        46.2839       0.991244        2.83931                 NaN   16.7137        1.63989     
  1153.85        2500.00                 NaN   8.07727        14.2104                 NaN            NaN   9.32436        46.2917       0.932758        2.84756                 NaN   16.7364        1.57955     
  1152.63        2500.00                 NaN   14.2105        8.11807                 NaN            NaN   9.36343        46.2998       0.874311        2.85579                 NaN   16.7592        1.51890     
  1151.40        2500.00                 NaN   8.46924        13.9232                 NaN            NaN   9.40172        46.3345       0.697770        2.90567                 NaN   16.7961        1.47175     
  1150.18        2500.00                 NaN   8.46925        13.9232                 NaN            NaN   9.40173        46.3739       0.697761        2.90567                 NaN   16.8151        1.41331     
  1148.96        2500.00                 NaN   8.62307        13.8974                 NaN            NaN   9.52254        46.3145       0.522954        2.92809                 NaN   16.8446        1.34691     
  1147.74        2500.00                 NaN   8.62303        13.8974                 NaN            NaN   9.52253        46.3543       0.522992        2.92808                 NaN   16.8638        1.28792     
  1146.52        2500.00                 NaN   13.9534        8.65683                 NaN            NaN   9.60402        46.3350       0.380289        2.95293                 NaN   16.8944        1.22318     
  1145.30        2500.00                 NaN   13.9534        8.65684                 NaN            NaN   9.60402        46.3753       0.380283        2.95293                 NaN   16.9139        1.16333     
  1144.08        2500.00                 NaN   8.75533        13.9627                 NaN            NaN   9.71700        46.3185       0.238852        2.96828                 NaN   16.9406        1.09870     
  1142.86        2500.00                 NaN   8.75537        13.9627                 NaN            NaN   9.71701        46.3592       0.238829        2.96828                 NaN   16.9602        1.03832     
  1141.64        2500.00                 NaN   8.75537        13.9627                 NaN            NaN   9.71701        46.4002       0.238830        2.96828                 NaN   16.9800       0.977627     
  1140.42        2500.00                 NaN   8.51766        14.2268                 NaN            NaN   9.75902        46.3860       0.288102        2.93681                 NaN   16.9920       0.893590     
  1139.19        2500.00                 NaN   8.56004        14.2291                 NaN            NaN   9.80031        46.3942       0.225738        2.94529                 NaN   17.0159       0.829346     
  1137.97        2500.00                 NaN   8.59948        14.2322                 NaN            NaN   9.84056        46.4034       0.166514        2.95331                 NaN   17.0398       0.764690     
  1136.75        2500.00                 NaN   14.2553        8.58446                 NaN            NaN   9.85971        46.4289       0.160822        2.95181                 NaN   17.0612       0.697881     
  1135.53        2500.00                 NaN   8.45817        14.3201                 NaN            NaN   9.83644        46.4874       0.263061        2.93105                 NaN   17.0778       0.625992     
  1134.31        2500.00                 NaN   8.69380        14.2540                 NaN            NaN   9.95438        46.4377       0.890027E-002   2.97330                 NaN   17.1113       0.566663     
  1133.09        2500.00                 NaN   8.68172        14.2770                 NaN            NaN   9.97511        46.4625                 NaN   2.97213                 NaN   17.1331       0.498464     
  1131.87        2500.00                 NaN   8.65793        14.3049                 NaN            NaN   9.99247        46.4905                 NaN   2.96956                 NaN   17.1548       0.429851     
  1130.65        2500.00                 NaN   8.64484        14.3283                 NaN            NaN   10.0098        46.5167                 NaN   2.96575                 NaN   17.1752       0.359340     
  1129.43        2500.00                 NaN   8.72830        14.1911                 NaN            NaN   9.98775        46.5832                 NaN   2.98140                 NaN   17.1980       0.330224     
  1128.21        2500.00                 NaN   8.41544        14.4505                 NaN            NaN   9.98761        46.6309       0.126645        2.94592                 NaN   17.2204       0.222601     
  1126.98        2500.00                 NaN   8.47350        14.4493                 NaN            NaN   10.0364        46.6354       0.474190E-001   2.95697                 NaN   17.2461       0.154975     
  1125.76        2500.00                 NaN   8.54473        14.4450                 NaN            NaN   10.0812        46.6300                 NaN   2.95506                 NaN   17.2641       0.799767E-001
  1124.54        2500.00                 NaN   14.4889        8.50595                 NaN            NaN   10.1039        46.6509                 NaN   2.95181                 NaN   17.2846       0.140112E-001
  1123.32        2500.00                 NaN   14.5231        8.47681                 NaN            NaN   10.1234        46.6397                 NaN   2.94871                 NaN   17.2883                 NaN
  1122.10        2500.00                 NaN   8.45153        14.5533                 NaN            NaN   10.1419        46.6202                 NaN   2.94568                 NaN   17.2875                 NaN
  1120.88        2500.00                 NaN   8.42953        14.5801                 NaN            NaN   10.1595        46.6015                 NaN   2.94269                 NaN   17.2867                 NaN
  1119.66        2500.00                 NaN   14.6041        8.41036                 NaN            NaN   10.1763        46.5836                 NaN   2.93974                 NaN   17.2859                 NaN
  1118.44        2500.00                 NaN   14.6189        8.39884                 NaN            NaN   10.1918        46.5672                 NaN   2.93767                 NaN   17.2856                 NaN
  1117.22        2500.00                 NaN   14.6494        8.37759                 NaN            NaN   10.2101        46.5450                 NaN   2.93383                 NaN   17.2840                 NaN
  1116.00        2500.00                 NaN   14.6751        8.35001                 NaN            NaN   10.2298        46.5284                 NaN   2.93213                 NaN   17.2846                 NaN
  1114.77        2500.00                 NaN   8.32140        14.7078                 NaN            NaN   10.2487        46.5087                 NaN   2.92917                 NaN   17.2842                 NaN
  1113.55        2500.00                 NaN   14.7316        8.30415                 NaN            NaN   10.2676        46.4880                 NaN   2.92591                 NaN   17.2827                 NaN
  1112.33        2500.00                 NaN   14.7647        8.27743                 NaN            NaN   10.2863        46.4674                 NaN   2.92249                 NaN   17.2817                 NaN
  1111.11        2500.00                 NaN   14.7962        8.25218                 NaN            NaN   10.3049        46.4470                 NaN   2.91898                 NaN   17.2807                 NaN
  1109.89        2500.00                 NaN   14.8272        8.22273                 NaN            NaN   10.3251        46.4277                 NaN   2.91650                 NaN   17.2808                 NaN
  1108.67        2500.00                 NaN   8.13369        14.9052                 NaN            NaN   10.4077        46.3604                 NaN   2.90579                 NaN   17.2871                 NaN
  1107.45        2500.00                 NaN   8.12974        14.9099                 NaN            NaN   10.4120        46.3561                 NaN   2.90500                 NaN   17.2871                 NaN
  1106.23        2500.00                 NaN   8.15079        14.9122                 NaN            NaN   10.3814        46.3697                 NaN   2.90673                 NaN   17.2791                 NaN
  1105.01        2500.00                 NaN   8.07493        14.9584                 NaN            NaN   10.4328        46.3400                 NaN   2.90435                 NaN   17.2895                 NaN
  1103.79        2500.00                 NaN   8.08576        14.9897                 NaN            NaN   10.4236        46.3238                 NaN   2.89993                 NaN   17.2772                 NaN
  1102.56        2500.00                 NaN   8.07492        14.9584                 NaN            NaN   10.4328        46.3400                 NaN   2.90435                 NaN   17.2895                 NaN
  1101.34        2500.00                 NaN   15.0427        7.97987                 NaN            NaN   10.4467        46.3323                 NaN   2.90598                 NaN   17.2925                 NaN
  1100.12        2500.00                 NaN   15.0427        7.97987                 NaN            NaN   10.4467        46.3323                 NaN   2.90598                 NaN   17.2925                 NaN
  1098.90        2500.00                 NaN   7.98655        15.1155                 NaN            NaN   10.5034        46.2372                 NaN   2.88522                 NaN   17.2723                 NaN
  1097.68        2500.00                 NaN   15.1474        7.96046                 NaN            NaN   10.5235        46.2157                 NaN   2.88162                 NaN   17.2713                 NaN
  1096.46        2500.00                 NaN   7.92070        15.1823                 NaN            NaN   10.5361        46.2071                 NaN   2.88121                 NaN   17.2727                 NaN
  1095.24        2500.00                 NaN   15.2281        7.87292                 NaN            NaN   10.5559        46.1894                 NaN   2.87902                 NaN   17.2746                 NaN
  1094.02        2500.00                 NaN   15.1745        7.90485                 NaN            NaN   10.5944        46.1643                 NaN   2.88222                 NaN   17.2798                 NaN
  1092.80        2500.00                 NaN   15.2179        7.86544                 NaN            NaN   10.6020        46.1555                 NaN   2.87928                 NaN   17.2799                 NaN
  1091.58        2500.00                 NaN   15.2404        7.83969                 NaN            NaN   10.6652        46.0993                 NaN   2.87349                 NaN   17.2819                 NaN
  1090.35        2500.00                 NaN   15.3516        7.79706                 NaN            NaN   10.6460        46.0825                 NaN   2.85820                 NaN   17.2646                 NaN
  1089.13        2500.00                 NaN   15.2573        7.86297                 NaN            NaN   10.6924        46.0531                 NaN   2.86344                 NaN   17.2708                 NaN
  1087.91        2500.00                 NaN   7.84755        15.2375                 NaN            NaN   10.6875        46.0758                 NaN   2.87196                 NaN   17.2797                 NaN
  1086.69        2500.00                 NaN   7.83637        15.2573                 NaN            NaN   10.6969        46.0623                 NaN   2.86972                 NaN   17.2774                 NaN
  1085.47        2500.00                 NaN   7.89587        15.1958                 NaN            NaN   10.6915        46.0682                 NaN   2.87152                 NaN   17.2771                 NaN
  1084.25        2500.00                 NaN   7.79021        15.3137                 NaN            NaN   10.7156        46.0402                 NaN   2.86408                 NaN   17.2763                 NaN
  1083.03        2500.00                 NaN   7.62401        15.5542                 NaN            NaN   10.8593        45.8752                 NaN   2.82362                 NaN   17.2637                 NaN
  1081.81        2500.00                 NaN   7.62401        15.5542                 NaN            NaN   10.8593        45.8752                 NaN   2.82362                 NaN   17.2637                 NaN
  1080.59        2500.00                 NaN   7.62401        15.5542                 NaN            NaN   10.8593        45.8752                 NaN   2.82362                 NaN   17.2637                 NaN
  1079.37        2500.00                 NaN   7.62401        15.5542                 NaN            NaN   10.8593        45.8752                 NaN   2.82362                 NaN   17.2637                 NaN
  1078.14        2500.00                 NaN   7.62401        15.5542                 NaN            NaN   10.8593        45.8752                 NaN   2.82362                 NaN   17.2637                 NaN
  1076.92        2500.00                 NaN   15.6280        7.59714                 NaN            NaN   10.8382        45.8725                 NaN   2.81345                 NaN   17.2508                 NaN
  1075.70        2500.00                 NaN   7.52436        15.7012                 NaN            NaN   10.8637        45.8482                 NaN   2.81209                 NaN   17.2504                 NaN
  1074.48        2500.00                 NaN   7.52436        15.7012                 NaN            NaN   10.8637        45.8482                 NaN   2.81209                 NaN   17.2504                 NaN
  1073.26        2500.00                 NaN   15.8787        7.39935                 NaN            NaN   10.9502        45.7394                 NaN   2.79213                 NaN   17.2401                 NaN
  1072.04        2500.00                 NaN   15.8703        7.40233                 NaN            NaN   10.9684        45.7252                 NaN   2.79209                 NaN   17.2417                 NaN
  1070.82        2500.00                 NaN   15.8537        7.41200                 NaN            NaN   10.9795        45.7179                 NaN   2.79326                 NaN   17.2436                 NaN
  1069.60        2500.00                 NaN   15.9880        7.31749                 NaN            NaN   11.0167        45.6653                 NaN   2.77755                 NaN   17.2350                 NaN
  1068.38        2500.00                 NaN   7.28493        16.0295                 NaN            NaN   11.0395        45.6400                 NaN   2.77254                 NaN   17.2336                 NaN
  1067.16        2500.00                 NaN   16.0221        7.28259                 NaN            NaN   11.0513        45.6344                 NaN   2.77372                 NaN   17.2359                 NaN
  1065.93        2500.00                 NaN   16.1080        7.20634                 NaN            NaN   11.0809        45.6032                 NaN   2.76662                 NaN   17.2349                 NaN
  1064.71        2500.00                 NaN   16.1528        7.16144                 NaN            NaN   11.1001        45.5860                 NaN   2.76378                 NaN   17.2359                 NaN
  1063.49        2500.00                 NaN   7.14146        16.1925                 NaN            NaN   11.1258        45.5526                 NaN   2.75619                 NaN   17.2315                 NaN
  1062.27        2500.00                 NaN   7.12347        16.2318                 NaN            NaN   11.1496        45.5197                 NaN   2.74872                 NaN   17.2267                 NaN
  1061.05        2500.00                 NaN   7.09016        16.2843                 NaN            NaN   11.1726        45.4891                 NaN   2.74128                 NaN   17.2225                 NaN
  1059.83        2500.00                 NaN   16.3375        7.04234                 NaN            NaN   11.1973        45.4640                 NaN   2.73645                 NaN   17.2224                 NaN
  1058.61        2500.00                 NaN   16.3817        7.03831                 NaN            NaN   11.2272        45.4159                 NaN   2.72398                 NaN   17.2129                 NaN
  1057.39        2500.00                 NaN   16.4503        6.98667                 NaN            NaN   11.2752        45.3647                 NaN   2.71358                 NaN   17.2096                 NaN
  1056.17        2500.00                 NaN   16.4871        6.94826                 NaN            NaN   11.3033        45.3404                 NaN   2.70993                 NaN   17.2110                 NaN
  1054.95        2500.00                 NaN   6.94603        16.5066                 NaN            NaN   11.2979        45.3358                 NaN   2.70696                 NaN   17.2067                 NaN
  1053.72        2500.00                 NaN   16.5074        6.92204                 NaN            NaN   11.3103        45.3371                 NaN   2.71024                 NaN   17.2128                 NaN
  1052.50        2500.00                 NaN   16.5977        6.88013                 NaN            NaN   11.3462        45.2793                 NaN   2.69453                 NaN   17.2021                 NaN
  1051.28        2500.00                 NaN   16.5212        6.93526                 NaN            NaN   11.3202        45.3131                 NaN   2.70438                 NaN   17.2058                 NaN
  1050.06        2500.00                 NaN   16.5637        6.89124                 NaN            NaN   11.3313        45.3042                 NaN   2.70344                 NaN   17.2062                 NaN
  1048.84        2500.00                 NaN   16.5664        6.90924                 NaN            NaN   11.3374        45.2876                 NaN   2.69808                 NaN   17.2013                 NaN
  1047.62        2500.00                 NaN   16.7720        6.76136                 NaN            NaN   11.4446        45.1630                 NaN   2.66851                 NaN   17.1905                 NaN
  1046.40        2500.00                 NaN   16.8394        6.69441                 NaN            NaN   11.4620        45.1471                 NaN   2.66506                 NaN   17.1920                 NaN
  1045.18        2500.00                 NaN   16.9502        6.62130                 NaN            NaN   11.5329        45.0639                 NaN   2.64718                 NaN   17.1845                 NaN
  1043.96        2500.00                 NaN   16.9943        6.58990                 NaN            NaN   11.5620        45.0316                 NaN   2.63998                 NaN   17.1823                 NaN
  1042.74        2500.00                 NaN   17.0178        6.57385                 NaN            NaN   11.5756        45.0157                 NaN   2.63623                 NaN   17.1809                 NaN
  1041.51        2500.00                 NaN   17.0321        6.58600                 NaN            NaN   11.5953        44.9848                 NaN   2.62824                 NaN   17.1735                 NaN
  1040.29        2500.00                 NaN   17.0562        6.56550                 NaN            NaN   11.5999        44.9785                 NaN   2.62651                 NaN   17.1734                 NaN
  1039.07        2500.00                 NaN   17.0835        6.54705                 NaN            NaN   11.6135        44.9618                 NaN   2.62264                 NaN   17.1715                 NaN
  1037.85        2500.00                 NaN   17.1301        6.49991                 NaN            NaN   11.6321        44.9456                 NaN   2.61874                 NaN   17.1736                 NaN
  1036.63        2500.00                 NaN   17.1766        6.46178                 NaN            NaN   11.6441        44.9303                 NaN   2.61551                 NaN   17.1717                 NaN
  1035.41        2500.00                 NaN   17.2204        6.43244                 NaN            NaN   11.6652        44.9040                 NaN   2.60911                 NaN   17.1688                 NaN
  1034.19        2500.00                 NaN   17.3206        6.38045                 NaN            NaN   11.7202        44.8299                 NaN   2.58999                 NaN   17.1589                 NaN
  1032.97        2500.00                 NaN   6.32077        17.3890                 NaN            NaN   11.7453        44.8032                 NaN   2.58390                 NaN   17.1578                 NaN
  1031.75        2500.00                 NaN   17.4412        6.28626                 NaN            NaN   11.7719        44.7704                 NaN   2.57590                 NaN   17.1543                 NaN
  1030.53        2500.00                 NaN   17.4896        6.27356                 NaN            NaN   11.8065        44.7212                 NaN   2.56327                 NaN   17.1459                 NaN
  1029.30        2500.00                 NaN   17.5423        6.23412                 NaN            NaN   11.8329        44.6911                 NaN   2.55599                 NaN   17.1436                 NaN
  1028.08        2500.00                 NaN   17.5938        6.20035                 NaN            NaN   11.8599        44.6581                 NaN   2.54788                 NaN   17.1399                 NaN
  1026.86        2500.00                 NaN   17.6463        6.16586                 NaN            NaN   11.8871        44.6248                 NaN   2.53967                 NaN   17.1362                 NaN
  1025.64        2500.00                 NaN   17.7206        6.10234                 NaN            NaN   11.9169        44.5932                 NaN   2.53219                 NaN   17.1348                 NaN
  1024.42        2500.00                 NaN   17.7533        6.08122                 NaN            NaN   11.9328        44.5731                 NaN   2.52719                 NaN   17.1324                 NaN
  1023.20        2500.00                 NaN   17.7852        6.06066                 NaN            NaN   11.9481        44.5536                 NaN   2.52233                 NaN   17.1300                 NaN
  1021.98        2500.00                 NaN   17.7976        6.04646                 NaN            NaN   11.9569        44.5474                 NaN   2.52119                 NaN   17.1305                 NaN
  1020.76        2500.00                 NaN   17.8249        6.05697                 NaN            NaN   11.9783        44.5083                 NaN   2.51063                 NaN   17.1209                 NaN
  1019.54        2500.00                 NaN   17.8549        6.03785                 NaN            NaN   11.9925        44.4900                 NaN   2.50602                 NaN   17.1187                 NaN
  1018.32        2500.00                 NaN   17.9101        6.00176                 NaN            NaN   12.0184        44.4571                 NaN   2.49758                 NaN   17.1150                 NaN
  1017.09        2500.00                 NaN   18.1293        5.85801                 NaN            NaN   12.1242        44.3248                 NaN   2.46303                 NaN   17.1007                 NaN
  1015.87        2500.00                 NaN   18.2269        5.76012                 NaN            NaN   12.1629        44.2902                 NaN   2.45759                 NaN   17.1023                 NaN
  1014.65        2500.00                 NaN   18.2169        5.80343                 NaN            NaN   12.1661        44.2707                 NaN   2.44902                 NaN   17.0938                 NaN
  1013.43        2500.00                 NaN   18.2886        5.73408                 NaN            NaN   12.1885        44.2500                 NaN   2.44367                 NaN   17.0952                 NaN
  1012.21        2500.00                 NaN   5.71927        18.3499                 NaN            NaN   12.2265        44.1922                 NaN   2.42805                 NaN   17.0841                 NaN
  1010.99        2500.00                 NaN   18.4141        5.67714                 NaN            NaN   12.2563        44.1546                 NaN   2.41805                 NaN   17.0798                 NaN
  1009.77        2500.00                 NaN   18.4664        5.64279                 NaN            NaN   12.2828        44.1220                 NaN   2.40958                 NaN   17.0765                 NaN
  1008.55        2500.00                 NaN   18.5259        5.60421                 NaN            NaN   12.3113        44.0861                 NaN   2.40006                 NaN   17.0725                 NaN
  1007.33        2500.00                 NaN   18.6013        5.56436                 NaN            NaN   12.3455        44.0379                 NaN   2.38678                 NaN   17.0641                 NaN
  1006.11        2500.00                 NaN   18.6530        5.53224                 NaN            NaN   12.3718        44.0046                 NaN   2.37803                 NaN   17.0604                 NaN
