|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1297.62        500.000                 NaN   99.5729                 NaN            NaN            NaN  0.115759       0.167559                 NaN  0.143830                 NaN            NaN            NaN
  1296.09        500.000                 NaN   99.5779                 NaN            NaN            NaN  0.165881       0.114110                 NaN  0.142109                 NaN            NaN            NaN
  1294.56        500.000                 NaN   99.5834                 NaN            NaN            NaN  0.164118       0.112155                 NaN  0.140362                 NaN            NaN            NaN
  1293.04        500.000                 NaN   99.5896                 NaN            NaN            NaN  0.161893       0.110479                 NaN  0.138064                 NaN            NaN            NaN
  1291.51        500.000                 NaN   99.5944                 NaN            NaN            NaN  0.108809       0.160301                 NaN  0.136529                 NaN            NaN            NaN
  1289.99        500.000                 NaN   99.5993                 NaN            NaN            NaN  0.158638       0.107130                 NaN  0.134975                 NaN            NaN            NaN
  1288.46        500.000                 NaN   99.6057                 NaN            NaN            NaN  0.156217       0.105499                 NaN  0.132606                 NaN            NaN            NaN
  1286.93        500.000                 NaN   99.6102                 NaN            NaN            NaN  0.154841       0.103790                 NaN  0.131154                 NaN            NaN            NaN
  1285.41        500.000                 NaN   99.6150                 NaN            NaN            NaN  0.102263       0.153232                 NaN  0.129552                 NaN            NaN            NaN
  1283.88        500.000                 NaN   99.6199                 NaN            NaN            NaN  0.100636       0.151586                 NaN  0.127867                 NaN            NaN            NaN
  1282.35        500.000                 NaN   99.6247                 NaN            NaN            NaN  0.991670E-001  0.149883                 NaN  0.126241                 NaN            NaN            NaN
  1280.83        500.000                 NaN   99.6296                 NaN            NaN            NaN  0.976908E-001  0.148154                 NaN  0.124592                 NaN            NaN            NaN
  1279.30        500.000                 NaN   97.2013                 NaN            NaN            NaN  0.426487       0.271965                 NaN  0.357445        1.74283                 NaN            NaN
  1277.78        500.000                 NaN   95.9163                 NaN            NaN            NaN  0.563859       0.362741                 NaN  0.476584        2.68047                 NaN            NaN
  1276.25        500.000                 NaN   96.1645                 NaN            NaN            NaN  0.524578       0.343343                 NaN  0.448070        2.51952                 NaN            NaN
  1274.72        500.000                 NaN   96.3860                 NaN            NaN            NaN  0.325968       0.489205                 NaN  0.422476        2.37640                 NaN            NaN
  1273.20        500.000                 NaN   96.5834                 NaN            NaN            NaN  0.310622       0.457805                 NaN  0.399596        2.24854                 NaN            NaN
  1271.67        500.000                 NaN   96.7633                 NaN            NaN            NaN  0.429575       0.295925                 NaN  0.378722        2.13251                 NaN            NaN
  1270.14        500.000                 NaN   96.9280                 NaN            NaN            NaN  0.403593       0.282984                 NaN  0.359435        2.02602                 NaN            NaN
  1268.62        500.000                 NaN   97.0763                 NaN            NaN            NaN  0.271038       0.380208                 NaN  0.342044        1.93041                 NaN            NaN
  1267.09        500.000                 NaN   97.2118                 NaN            NaN            NaN  0.260211       0.358909                 NaN  0.326129        1.84291                 NaN            NaN
  1265.57        500.000                 NaN   97.3392                 NaN            NaN            NaN  0.338933       0.249676                 NaN  0.310967        1.76125                 NaN            NaN
  1264.04        500.000                 NaN   97.4536                 NaN            NaN            NaN  0.240497       0.321154                 NaN  0.297484        1.68727                 NaN            NaN
  1262.51        500.000                 NaN   97.5634                 NaN            NaN            NaN  0.303903       0.231130                 NaN  0.284266        1.61733                 NaN            NaN
  1260.99        500.000                 NaN   97.6630                 NaN            NaN            NaN  0.222942       0.288595                 NaN  0.272391        1.55306                 NaN            NaN
  1259.46        500.000                 NaN   97.7563                 NaN            NaN            NaN  0.273825       0.215527                 NaN  0.261136        1.49318                 NaN            NaN
  1257.93        500.000                 NaN   97.8419                 NaN            NaN            NaN  0.260728       0.208396                 NaN  0.250897        1.43803                 NaN            NaN
  1256.41        500.000                 NaN   97.9231                 NaN            NaN            NaN  0.201572       0.248254                 NaN  0.241097        1.38601                 NaN            NaN
  1254.88        500.000                 NaN   97.9996                 NaN            NaN            NaN  0.236556       0.195020                 NaN  0.231800        1.33700                 NaN            NaN
  1253.36        500.000                 NaN   98.0691                 NaN            NaN            NaN  0.226018       0.189472                 NaN  0.223488        1.29188                 NaN            NaN
  1251.83        500.000                 NaN   98.1374                 NaN            NaN            NaN  0.183586       0.215534                 NaN  0.215109        1.24841                 NaN            NaN
  1250.30        500.000                 NaN   98.2003                 NaN            NaN            NaN  0.178407       0.205956                 NaN  0.207438        1.20793                 NaN            NaN
  1248.78        500.000                 NaN   98.2594                 NaN            NaN            NaN  0.173125       0.197095                 NaN  0.200251        1.17009                 NaN            NaN
  1247.25        500.000                 NaN   98.3164                 NaN            NaN            NaN  0.168649       0.188658                 NaN  0.193338        1.13296                 NaN            NaN
  1245.72        500.000                 NaN   98.3693                 NaN            NaN            NaN  0.180491       0.164190                 NaN  0.186784        1.09920                 NaN            NaN
  1244.20        500.000                 NaN   98.4184                 NaN            NaN            NaN  0.172875       0.160393                 NaN  0.180811        1.06755                 NaN            NaN
  1242.67        500.000                 NaN   98.4677                 NaN            NaN            NaN  0.156090       0.165825                 NaN  0.174757        1.03564                 NaN            NaN
  1241.15        500.000                 NaN   98.5130                 NaN            NaN            NaN  0.159184       0.152060                 NaN  0.169191        1.00658                 NaN            NaN
  1239.62        500.000                 NaN   98.5560                 NaN            NaN            NaN  0.152773       0.148452                 NaN  0.163898       0.978912                 NaN            NaN
  1238.09        500.000                 NaN   98.5974                 NaN            NaN            NaN  0.144965       0.146707                 NaN  0.158802       0.952106                 NaN            NaN
  1236.57        500.000                 NaN   98.6358                 NaN            NaN            NaN  0.140934       0.141727                 NaN  0.154090       0.927456                 NaN            NaN
  1235.04        500.000                 NaN   98.6747                 NaN            NaN            NaN  0.139194       0.134828                 NaN  0.149206       0.902120                 NaN            NaN
  1233.51        500.000                 NaN   98.7112                 NaN            NaN            NaN  0.135741       0.129261                 NaN  0.144580       0.879186                 NaN            NaN
  1231.99        500.000                 NaN   98.5552                 NaN            NaN            NaN  0.214998       0.543491E-001            NaN  0.160801       0.988526       0.261004E-001            NaN
  1230.46        500.000                 NaN   98.5043                 NaN            NaN            NaN  0.146421E-001  0.250833                 NaN  0.165308        1.02668       0.382642E-001            NaN
  1228.94        500.000                 NaN   98.5553                 NaN            NaN            NaN  0.242557       0.126483E-001            NaN  0.158775       0.994160       0.365772E-001            NaN
  1227.41        500.000                 NaN   98.6021                 NaN            NaN            NaN  0.109245E-001  0.234412                 NaN  0.152763       0.964816       0.350265E-001            NaN
  1225.88        500.000                 NaN   98.6472                 NaN            NaN            NaN  0.226742       0.937806E-002            NaN  0.147003       0.936150       0.335175E-001            NaN
  1224.36        500.000                 NaN   98.6890                 NaN            NaN            NaN  0.221129       0.686801E-002            NaN  0.141751       0.909236       0.320497E-001            NaN
  1222.83        500.000                 NaN   98.7302                 NaN            NaN            NaN  0.214034       0.557554E-002            NaN  0.136466       0.882998       0.306926E-001            NaN
  1221.30        500.000                 NaN   95.6647                 NaN            NaN            NaN  0.399640                 NaN            NaN  0.351267        2.11881       0.543349E-001   1.41128     
  1219.78        500.000                 NaN   87.9618                 NaN            NaN            NaN  0.863185                 NaN            NaN  0.894536        5.20017       0.110908        4.96938     
  1218.25        500.000                 NaN   88.8898                 NaN            NaN            NaN  0.808500                 NaN            NaN  0.825505        4.78683       0.993824E-001   4.58997     
  1216.73        500.000                 NaN   89.6699                 NaN            NaN            NaN  0.763022                 NaN            NaN  0.768690        4.43866       0.894510E-001   4.27025     
  1215.20        500.000                 NaN   90.3084                 NaN            NaN            NaN  0.727254                 NaN            NaN  0.722375        4.15314       0.811612E-001   4.00771     
  1213.67        500.000                 NaN   90.8425                 NaN            NaN            NaN  0.697380                 NaN            NaN  0.683225        3.91381       0.742338E-001   3.78883     
  1212.15        500.000                 NaN   91.0088                 NaN  0.931804E-002            NaN  0.667479                 NaN            NaN  0.676276        3.82558       0.686817E-001   3.74382     
  1210.62        500.000                 NaN   90.8471                 NaN  0.283235E-001            NaN  0.632270                 NaN            NaN  0.698072        3.87302       0.643150E-001   3.85690     
  1209.09        500.000                 NaN   91.2563                 NaN  0.272651E-001            NaN  0.602711                 NaN            NaN  0.662374        3.70124       0.610575E-001   3.68902     
  1207.57        500.000                 NaN   91.5478                 NaN  0.260584E-001            NaN  0.587640                 NaN            NaN  0.635609        3.57815       0.584914E-001   3.56623     
  1206.04        500.000                 NaN   91.8232                 NaN  0.248653E-001            NaN  0.568384                 NaN            NaN  0.611185        3.46416       0.559562E-001   3.45228     
  1204.52        500.000                 NaN   92.0071                 NaN  0.238609E-001            NaN  0.556359                 NaN            NaN  0.593406        3.38947       0.539791E-001   3.37582     
  1202.99        500.000                 NaN   92.0984                 NaN  0.233029E-001            NaN  0.548126                 NaN            NaN  0.582169        3.35573       0.526198E-001   3.33961     
  1201.46        500.000                 NaN   92.0760                 NaN  0.224948E-001            NaN  0.552898                 NaN            NaN  0.579635        3.37107       0.517552E-001   3.34616     
  1199.94        500.000                 NaN   87.6859                 NaN  0.481152E-001            NaN  0.644624                 NaN            NaN  0.888886        5.21124       0.758549E-001   5.44539     
  1198.41        500.000                 NaN   94.4226                 NaN  0.273606E-002            NaN  0.604470                 NaN            NaN  0.389991        2.40677       0.371465E-001   2.13628     
  1196.89        500.000                 NaN   89.8486                 NaN  0.296533E-001            NaN  0.664659                 NaN            NaN  0.717972        4.38680       0.613268E-001   4.29100     
  1195.36        500.000                 NaN   89.0783                 NaN  0.315912E-001            NaN  0.693705                 NaN            NaN  0.755676        4.77572       0.646966E-001   4.60030     
  1193.83        500.000                 NaN   78.6771                 NaN  0.619611E-001            NaN   1.26500                 NaN            NaN   1.43202        9.43830       0.117648        9.00799     
  1192.31        500.000                 NaN            NaN            NaN  0.249662                 NaN   6.08523                 NaN            NaN   6.55982        44.1896       0.492679        42.4230     
  1190.78        500.000                 NaN            NaN            NaN  0.271887                 NaN   5.86004                 NaN            NaN   6.47808        44.4006       0.517045        42.4723     
  1189.25        500.000                 NaN            NaN            NaN  0.264011                 NaN   5.90497                 NaN            NaN   6.48342        44.3833       0.515307        42.4490     
  1187.73        500.000                 NaN            NaN            NaN  0.255656                 NaN   5.95303                 NaN            NaN   6.48899        44.3651       0.513250        42.4240     
  1186.20        500.000                 NaN            NaN            NaN  0.246393                 NaN   6.00630                 NaN            NaN   6.49523        44.3450       0.510947        42.3961     
  1184.68        500.000                 NaN            NaN            NaN  0.235418                 NaN   6.07004                 NaN            NaN   6.50287        44.3206       0.508129        42.3629     
  1183.15        500.000                 NaN            NaN            NaN  0.223547                 NaN   6.13864                 NaN            NaN   6.51108        44.2947       0.505098        42.3269     
  1181.62        500.000                 NaN            NaN            NaN  0.210603                 NaN   6.21319                 NaN            NaN   6.52001        44.2669       0.501799        42.2875     
  1180.10        500.000                 NaN            NaN            NaN  0.196393                 NaN   6.29486                 NaN            NaN   6.52984        44.2368       0.498168        42.2439     
  1178.57        500.000                 NaN            NaN            NaN  0.170876                 NaN   6.43118                 NaN            NaN   6.54014        44.2016       0.493792        42.1624     
  1177.04        500.000                 NaN            NaN            NaN  0.157163                 NaN   6.52141                 NaN            NaN   6.55731        44.1531       0.487972        42.1231     
  1175.52        500.000                 NaN            NaN            NaN  0.141778                 NaN   6.60779                 NaN            NaN   6.56730        44.1237       0.484266        42.0751     
  1173.99        500.000                 NaN            NaN            NaN  0.124344                 NaN   6.63852       0.669280E-001            NaN   6.57847        44.0909       0.480109        42.0207     
  1172.47        500.000                 NaN            NaN            NaN  0.840091E-001            NaN   6.93735                 NaN            NaN   6.60664        44.0075       0.469581        41.8949     
  1170.94        500.000                 NaN            NaN            NaN  0.470185E-001            NaN   7.14678                 NaN            NaN   6.63146        43.9359       0.460314        41.7785     
  1169.41        500.000                 NaN            NaN            NaN            NaN            NaN   7.41093                 NaN            NaN   6.66054        43.8491       0.449288        41.6302     
  1167.89        500.000                 NaN            NaN            NaN            NaN            NaN   7.41389                 NaN            NaN   6.66331        43.8419       0.448527        41.6323     
  1166.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.40527                 NaN            NaN   6.65792        43.8553       0.450443        41.6310     
  1164.83        500.000                 NaN            NaN            NaN            NaN            NaN   7.40600                 NaN            NaN   6.65870        43.8529       0.450291        41.6321     
  1163.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.41780                 NaN            NaN   6.66794        43.8305       0.447371        41.6364     
  1161.78        500.000                 NaN            NaN            NaN            NaN            NaN   7.42104                 NaN            NaN   6.66976        43.8250       0.446595        41.6376     
  1160.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.04241       0.356769                 NaN   6.65721        43.8577       0.452108        41.6338     
  1158.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.41853                 NaN            NaN   6.66885        43.8262       0.447186        41.6392     
  1157.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.30287        3.10679                 NaN   6.66375        43.8394       0.449076        41.6381     
  1155.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.32941        3.47364        1.62195        6.67891        43.8082       0.445563        41.6424     
  1154.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.43171                 NaN            NaN   6.67896        43.8001       0.443930        41.6454     
  1152.62        500.000                 NaN            NaN            NaN            NaN            NaN   7.43181                 NaN            NaN   6.68003        43.7976       0.443765        41.6468     
  1151.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.20049        3.21953                 NaN   6.67218        43.8166       0.446469        41.6447     
  1149.57        500.000                 NaN            NaN            NaN            NaN            NaN   7.42605                 NaN            NaN   6.67639        43.8052       0.445176        41.6471     
  1148.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.92769        4.48182                 NaN   6.66688        43.8309       0.448589        41.6441     
  1146.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.98389        4.42699                 NaN   6.66818        43.8272       0.448235        41.6455     
  1144.99        500.000                 NaN            NaN            NaN            NaN            NaN   3.05124        4.36130                 NaN   6.66968        43.8231       0.447813        41.6469     
  1143.47        500.000                 NaN            NaN            NaN            NaN            NaN   3.11979        4.29443                 NaN   6.67119        43.8189       0.447389        41.6483     
  1141.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.18955        4.22636                 NaN   6.67270        43.8147       0.446962        41.6498     
  1140.41        500.000                 NaN            NaN            NaN            NaN            NaN   3.26057        4.15705                 NaN   6.67422        43.8104       0.446532        41.6512     
  1138.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.48526        3.93779                 NaN   6.67832        43.7991       0.445389        41.6541     
  1137.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.44987                 NaN            NaN   6.69626        43.7537       0.439099        41.6610     
  1135.84        500.000                 NaN            NaN            NaN            NaN            NaN   7.44436                 NaN            NaN   6.69239        43.7621       0.440459        41.6607     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.45487                 NaN            NaN   6.70036        43.7428       0.437840        41.6641     
  1132.78        500.000                 NaN            NaN            NaN            NaN            NaN   7.45465                 NaN            NaN   6.70029        43.7421       0.437888        41.6650     
  1131.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.45387                 NaN            NaN   6.70013        43.7420       0.438076        41.6660     
  1129.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.45320                 NaN            NaN   6.69999        43.7418       0.438204        41.6668     
  1128.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.45404                 NaN            NaN   6.70084        43.7391       0.437980        41.6680     
  1126.68        500.000                 NaN            NaN            NaN            NaN            NaN   7.45507                 NaN            NaN   6.70188        43.7361       0.437711        41.6693     
  1125.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.45598                 NaN            NaN   6.70288        43.7332       0.437461        41.6705     
  1123.63        500.000                 NaN            NaN            NaN            NaN            NaN   7.45731                 NaN            NaN   6.70427        43.7293       0.437136        41.6720     
  1122.10        500.000                 NaN            NaN            NaN            NaN            NaN   7.45821                 NaN            NaN   6.70510        43.7267       0.436872        41.6731     
  1120.57        500.000                 NaN            NaN            NaN            NaN            NaN   7.45942                 NaN            NaN   6.70633        43.7233       0.436560        41.6744     
  1119.05        500.000                 NaN            NaN            NaN            NaN            NaN   7.46065                 NaN            NaN   6.70741        43.7200       0.436252        41.6757     
  1117.52        500.000                 NaN            NaN            NaN            NaN            NaN   7.45642                 NaN            NaN   6.70515        43.7254       0.437210        41.6758     
  1115.99        500.000                 NaN            NaN            NaN            NaN            NaN   7.45795                 NaN            NaN   6.70650        43.7215       0.436830        41.6772     
  1114.47        500.000                 NaN            NaN            NaN            NaN            NaN   7.47941                 NaN            NaN   6.72149        43.6845       0.431581        41.6830     
  1112.94        500.000                 NaN            NaN            NaN            NaN            NaN   7.46102                 NaN            NaN   6.70918        43.7137       0.436071        41.6800     
  1111.42        500.000                 NaN            NaN            NaN            NaN            NaN   7.46252                 NaN            NaN   6.71052        43.7099       0.435693        41.6814     
  1109.89        500.000                 NaN            NaN            NaN            NaN            NaN   7.46408                 NaN            NaN   6.71186        43.7060       0.435311        41.6828     
  1108.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.46565                 NaN            NaN   6.71320        43.7020       0.434928        41.6842     
  1106.84        500.000                 NaN            NaN            NaN            NaN            NaN   6.18785        1.27523                 NaN   6.71249        43.7041       0.435497        41.6848     
  1105.31        500.000                 NaN            NaN            NaN            NaN            NaN   6.24669        1.21798                 NaN   6.71379        43.7002       0.435103        41.6862     
  1103.78        500.000                 NaN            NaN            NaN            NaN            NaN   6.30748        1.15883                 NaN   6.71512        43.6963       0.434701        41.6876     
  1102.26        500.000                 NaN            NaN            NaN            NaN            NaN   6.37023        1.09776                 NaN   6.71648        43.6922       0.434290        41.6890     
  1100.73        500.000                 NaN            NaN            NaN            NaN            NaN   6.43493        1.03479                 NaN   6.71786        43.6881       0.433870        41.6904     
  1099.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.50161       0.969887                 NaN   6.71928        43.6839       0.433441        41.6919     
  1097.68        500.000                 NaN            NaN            NaN            NaN            NaN   6.57026       0.903073                 NaN   6.72072        43.6796       0.433001        41.6933     
  1096.15        500.000                 NaN            NaN            NaN            NaN            NaN   6.64086       0.834356                 NaN   6.72220        43.6752       0.432552        41.6948     
  1094.63        500.000                 NaN            NaN            NaN            NaN            NaN   6.71339       0.763777                 NaN   6.72371        43.6708       0.432091        41.6963     
  1093.10        500.000                 NaN            NaN            NaN            NaN            NaN   6.78782       0.691360                 NaN   6.72525        43.6662       0.431619        41.6977     
  1091.57        500.000                 NaN            NaN            NaN            NaN            NaN   6.86407       0.617190                 NaN   6.72684        43.6615       0.431134        41.6992     
  1090.05        500.000                 NaN            NaN            NaN            NaN            NaN   6.94207       0.541326                 NaN   6.72846        43.6568       0.430638        41.7007     
  1088.52        500.000                 NaN            NaN            NaN            NaN            NaN   7.02175       0.463866                 NaN   6.73012        43.6519       0.430128        41.7023     
  1087.00        500.000                 NaN            NaN            NaN            NaN            NaN   7.10298       0.384920                 NaN   6.73183        43.6468       0.429604        41.7038     
  1085.47        500.000                 NaN            NaN            NaN            NaN            NaN   7.20483       0.285423                 NaN   6.73363        43.6417       0.429046        41.7054     
  1083.94        500.000                 NaN            NaN            NaN            NaN            NaN   7.31232       0.180317                 NaN   6.73546        43.6365       0.428474        41.7069     
  1082.42        500.000                 NaN            NaN            NaN            NaN            NaN   7.49739                 NaN            NaN   6.73871        43.6274       0.427416        41.7091     
  1080.89        500.000                 NaN            NaN            NaN            NaN            NaN   7.48535       0.120323E-001            NaN   6.73905        43.6262       0.427343        41.7100     
  1079.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.38873       0.111393                 NaN   6.74123        43.6203       0.426656        41.7117     
  1077.84        500.000                 NaN            NaN            NaN            NaN            NaN   7.50706                 NaN            NaN   6.74644        43.6070       0.425035        41.7145     
  1076.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.48413       0.267271E-001            NaN   6.74963        43.5991       0.424035        41.7163     
  1074.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.31160       0.202020                 NaN   6.75150        43.5934       0.423419        41.7180     
  1073.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.05662       0.453844                 NaN   6.74941        43.5980       0.424067        41.7181     
  1071.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.28380       0.235680                 NaN   6.75590        43.5816       0.421900        41.7211     
  1070.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.90116       0.614502                 NaN   6.75354        43.5867       0.422763        41.7213     
  1068.68        500.000                 NaN            NaN            NaN            NaN            NaN   6.81657       0.701854                 NaN   6.75571        43.5809       0.422060        41.7229     
  1067.15        500.000                 NaN            NaN            NaN            NaN            NaN   6.73086       0.790523                 NaN   6.75809        43.5748       0.421250        41.7245     
  1065.63        500.000                 NaN            NaN            NaN            NaN            NaN   6.68040       0.843162                 NaN   6.75984        43.5697       0.420752        41.7261     
  1064.10        500.000                 NaN            NaN            NaN            NaN            NaN   7.53831                 NaN            NaN   6.77071        43.5435       0.417153        41.7303     
  1062.58        500.000                 NaN            NaN            NaN            NaN            NaN   6.50862        1.02069                 NaN   6.76483        43.5575       0.419129        41.7292     
  1061.05        500.000                 NaN            NaN            NaN            NaN            NaN   7.54571                 NaN            NaN   6.77646        43.5286       0.415294        41.7340     
  1059.52        500.000                 NaN            NaN            NaN            NaN            NaN   6.41677        1.11722                 NaN   6.76822        43.5471       0.418140        41.7325     
  1058.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.36757        1.16885                 NaN   6.77036        43.5416       0.417497        41.7341     
  1056.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.77974       0.747703       0.242762E-005   6.76235        43.5567       0.419871        41.7337     
  1054.94        500.000                 NaN            NaN            NaN            NaN            NaN   6.73716       0.792210       0.237149E-005   6.76384        43.5522       0.419405        41.7351     
  1053.42        500.000                 NaN            NaN            NaN            NaN            NaN   6.69540       0.835919       0.231973E-005   6.76535        43.5478       0.418937        41.7366     
  1051.89        500.000                 NaN            NaN            NaN            NaN            NaN   6.65444       0.878830       0.227249E-005   6.76687        43.5433       0.418466        41.7381     
  1050.37        500.000                 NaN            NaN            NaN            NaN            NaN   6.57455       0.962207       0.148097E-005   6.76988        43.5360       0.417562        41.7398     
  1048.84        500.000                 NaN            NaN            NaN            NaN            NaN   6.51940        1.01994       0.136413E-005   6.77199        43.5303       0.416916        41.7414     
  1047.31        500.000                 NaN            NaN            NaN            NaN            NaN   6.46463        1.07732       0.128206E-005   6.77413        43.5246       0.416262        41.7430     
  1045.79        500.000                 NaN            NaN            NaN            NaN            NaN   6.41039        1.13419                 NaN   6.77629        43.5189       0.415601        41.7446     
  1044.26        500.000                 NaN            NaN            NaN            NaN            NaN   6.35682        1.19042                 NaN   6.77847        43.5131       0.414936        41.7462     
  1042.73        500.000                 NaN            NaN            NaN            NaN            NaN   6.30405        1.24586                 NaN   6.78065        43.5074       0.414267        41.7478     
  1041.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.46062        1.07855                 NaN   6.77213        43.5259       0.416534        41.7462     
  1039.68        500.000                 NaN            NaN            NaN            NaN            NaN   6.42599        1.11519                 NaN   6.77371        43.5213       0.416064        41.7477     
  1038.16        500.000                 NaN            NaN            NaN            NaN            NaN   6.39192        1.15128                 NaN   6.77530        43.5167       0.415589        41.7492     
  1036.63        500.000                 NaN            NaN            NaN            NaN            NaN   6.35844        1.18680                 NaN   6.77692        43.5120       0.415111        41.7507     
  1035.10        500.000                 NaN            NaN            NaN            NaN            NaN   6.55849        1.03091                 NaN   6.81061        43.4348       0.404415        41.7608     
  1033.58        500.000                 NaN            NaN            NaN            NaN            NaN   7.39519       0.222993                 NaN   6.83225        43.3849       0.397184        41.7675     
  1032.05        500.000                 NaN            NaN            NaN            NaN            NaN   1.43545        6.11959                 NaN   6.78781        43.4896       0.411952        41.7556     
  1030.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.47009        6.08640                 NaN   6.78896        43.4860       0.411585        41.7569     
  1029.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.64084       0.969002                 NaN   6.83012        43.3889       0.399437        41.7717     
  1027.47        500.000                 NaN            NaN            NaN            NaN            NaN  0.980981        6.63536                 NaN   6.83522        43.3759       0.397791        41.7747     
  1025.95        500.000                 NaN            NaN            NaN            NaN            NaN   7.15611       0.477594                 NaN   6.84391        43.3538       0.392962        41.7756     
  1024.42        500.000                 NaN            NaN            NaN            NaN            NaN   6.74814       0.879170                 NaN   6.83950        43.3625       0.395018        41.7757     
  1022.89        500.000                 NaN            NaN            NaN            NaN            NaN   6.64024       0.990484                 NaN   6.84193        43.3555       0.394277        41.7776     
  1021.37        500.000                 NaN            NaN            NaN            NaN            NaN   6.54018        1.09202                 NaN   6.84292        43.3519       0.393980        41.7790     
  1019.84        500.000                 NaN            NaN            NaN            NaN            NaN   5.95587        1.65395                 NaN   6.82815        43.3883       0.398784        41.7750     
  1018.31        500.000                 NaN            NaN            NaN            NaN            NaN   6.48116        1.15159                 NaN   6.84430        43.3486       0.393541        41.7808     
  1016.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.54214        6.08473                 NaN   6.84259        43.3566       0.394275        41.7797     
  1015.26        500.000                 NaN            NaN            NaN            NaN            NaN   6.42693        1.19526                 NaN   6.83533        43.3647       0.396711        41.7811     
  1013.74        500.000                 NaN            NaN            NaN            NaN            NaN   1.56676        6.06946                 NaN   6.84672        43.3391       0.392969        41.7850     
  1012.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.04442        1.59214                 NaN   6.84657        43.3371       0.393249        41.7865     
  1010.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.01573        6.62628                 NaN   6.85030        43.3277       0.391794        41.7882     
  1009.16        500.000                 NaN            NaN            NaN            NaN            NaN   1.11870        6.51979                 NaN   6.84747        43.3326       0.392786        41.7887     
  1007.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.28115        6.35305                 NaN   6.84417        43.3387       0.393948        41.7890     
  1006.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.27929        6.35896                 NaN   6.84720        43.3308       0.392979        41.7908     
  1004.58        500.000                 NaN            NaN            NaN            NaN            NaN   5.96836        1.68570                 NaN   6.86073        43.3004       0.388970        41.7958     
  1003.05        500.000                 NaN            NaN            NaN            NaN            NaN   1.76365        5.88755                 NaN   6.85789        43.3058       0.389595        41.7955     
  1001.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.37751        6.27098                 NaN   6.85488        43.3100       0.390567        41.7961     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.87171        5.78500                 NaN   6.86224        43.2939       0.388296        41.7988     
