|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1557.08        500.000                 NaN   99.3331       0.624539                 NaN  0.423133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        500.000                 NaN   99.3353       0.663904                 NaN  0.824891E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.03        500.000                 NaN   99.3390       0.661048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        500.000                 NaN   99.3460       0.653754                 NaN  0.284750E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.97        500.000                 NaN   99.3547       0.631075                 NaN  0.142605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.45        500.000                 NaN   99.3599       0.623374                 NaN  0.167682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.92        500.000                 NaN   99.3633       0.628655                 NaN  0.803233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.39        500.000                 NaN   99.3668       0.633214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000                 NaN   99.9063       0.679526E-001            NaN  0.257642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.34        500.000                 NaN   98.8526        1.14740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.82        500.000                 NaN   99.3790       0.620979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.29        500.000                 NaN   99.4076       0.497684                 NaN  0.946837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.76        500.000                 NaN   99.3938       0.606206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        500.000                 NaN   99.3996       0.596211                 NaN  0.423172E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.71        500.000                 NaN   99.3712       0.628847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.18        500.000                 NaN   99.4414       0.558575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.66        500.000                 NaN   99.4130       0.586983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.13        500.000                 NaN   99.4186       0.581416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.61        500.000                 NaN   99.4220       0.578050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.08        500.000                 NaN   99.4261       0.573926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.55        500.000                 NaN   99.4314       0.568565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.4351       0.564870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.50        500.000                 NaN   99.4427       0.557289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.97        500.000                 NaN   99.4505       0.549462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.45        500.000                 NaN   99.4411       0.557571                 NaN  0.131258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        500.000                 NaN   99.4526       0.547446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.40        500.000                 NaN   99.4545       0.545493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.87        500.000                 NaN   99.4611       0.538871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.34        500.000                 NaN   99.4630       0.536989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        500.000                 NaN   99.4671       0.532935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.29        500.000                 NaN   99.4718       0.528240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.76        500.000                 NaN   99.4774       0.522584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        500.000                 NaN   99.4786       0.521377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.71        500.000                 NaN   99.4821       0.517908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.19        500.000                 NaN   99.4863       0.513697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.66        500.000                 NaN   99.4605       0.389881                 NaN            NaN  0.149617                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.13        500.000                 NaN   99.4098       0.156031                 NaN            NaN  0.434153                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.61        500.000                 NaN   99.3691       0.521405E-002            NaN            NaN  0.625647                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.08        500.000                 NaN   99.2098       0.411890E-001            NaN            NaN  0.749000                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.55        500.000                 NaN   99.5375                 NaN            NaN            NaN  0.462498                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.03        500.000                 NaN   99.3739                 NaN            NaN            NaN  0.626051                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.50        500.000                 NaN   99.3740                 NaN            NaN            NaN  0.625985                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.98        500.000                 NaN   99.3747                 NaN            NaN            NaN  0.625346                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.45        500.000                 NaN   99.4111                 NaN            NaN            NaN  0.588885                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.92        500.000                 NaN   99.3372                 NaN            NaN            NaN  0.662823                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.40        500.000                 NaN   99.3758                 NaN            NaN            NaN  0.624236                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.87        500.000                 NaN   99.3695                 NaN            NaN            NaN  0.630532                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.34        500.000                 NaN   99.4082                 NaN            NaN            NaN  0.591760                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.82        500.000                 NaN   99.3343                 NaN            NaN            NaN  0.665713                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.29        500.000                 NaN   99.3579                 NaN            NaN            NaN  0.642114                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   99.3521                 NaN            NaN            NaN  0.647931                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.24        500.000                 NaN   99.2782       0.115154                 NaN            NaN  0.606607                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.71        500.000                 NaN   98.7346                 NaN            NaN            NaN  0.526371       0.738985                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000                 NaN   98.9586                 NaN            NaN            NaN  0.639955       0.401451                 NaN            NaN            NaN            NaN            NaN
  1474.66        500.000                 NaN   98.9738                 NaN            NaN            NaN  0.630054       0.396122                 NaN            NaN            NaN            NaN            NaN
  1473.13        500.000                 NaN   98.9848                 NaN            NaN            NaN  0.390323       0.624897                 NaN            NaN            NaN            NaN            NaN
  1471.61        500.000                 NaN   99.2210       0.150225E-001            NaN            NaN  0.763962                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.08        500.000                 NaN   98.7837                 NaN            NaN            NaN  0.479974       0.736309                 NaN            NaN            NaN            NaN            NaN
  1468.56        500.000                 NaN   99.2462                 NaN            NaN            NaN  0.753756                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.03        500.000                 NaN   98.8032                 NaN            NaN            NaN  0.463067       0.733696                 NaN            NaN            NaN            NaN            NaN
  1465.50        500.000                 NaN   99.2610       0.568618E-002            NaN            NaN  0.733358                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.98        500.000                 NaN   98.8350                 NaN            NaN            NaN  0.453720       0.711322                 NaN            NaN            NaN            NaN            NaN
  1462.45        500.000                 NaN   99.2833                 NaN            NaN            NaN  0.716712                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.92        500.000                 NaN   99.1606       0.196774                 NaN            NaN  0.642596                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.40        500.000                 NaN   98.7906                 NaN            NaN            NaN  0.383738       0.825627                 NaN            NaN            NaN            NaN            NaN
  1457.87        500.000                 NaN   99.0954                 NaN            NaN            NaN  0.563514       0.341120                 NaN            NaN            NaN            NaN            NaN
  1456.35        500.000                 NaN   99.3050                 NaN            NaN            NaN  0.694991                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.82        500.000                 NaN   98.9142                 NaN            NaN            NaN  0.660623       0.425151                 NaN            NaN            NaN            NaN            NaN
  1453.29        500.000                 NaN   99.1245                 NaN            NaN            NaN  0.547689       0.327775                 NaN            NaN            NaN            NaN            NaN
  1451.77        500.000                 NaN   99.1336                 NaN            NaN            NaN  0.324188       0.542228                 NaN            NaN            NaN            NaN            NaN
  1450.24        500.000                 NaN   99.3106       0.266298E-001            NaN            NaN  0.662733                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.71        500.000                 NaN   98.9855                 NaN            NaN            NaN  0.419022       0.595480                 NaN            NaN            NaN            NaN            NaN
  1447.19        500.000                 NaN   98.8881                 NaN            NaN            NaN  0.432255       0.334493                 NaN  0.345125                 NaN            NaN            NaN
  1445.66        500.000                 NaN   95.2252                 NaN  0.424531E-001            NaN   1.51397        1.71229                 NaN   1.50606                 NaN            NaN            NaN
  1444.14        500.000                 NaN   96.2884                 NaN  0.560353E-001            NaN   1.23548        1.14617                 NaN   1.27390                 NaN            NaN            NaN
  1442.61        500.000                 NaN   96.4631                 NaN  0.530371E-001            NaN   1.09294        1.17552                 NaN   1.21541                 NaN            NaN            NaN
  1441.08        500.000                 NaN   96.6257                 NaN  0.502326E-001            NaN   1.04293        1.12045                 NaN   1.16072                 NaN            NaN            NaN
  1439.56        500.000                 NaN   96.7738                 NaN  0.476838E-001            NaN   1.06874       0.998915                 NaN   1.11085                 NaN            NaN            NaN
  1438.03        500.000                 NaN   96.9133                 NaN  0.452739E-001            NaN  0.956262        1.02134                 NaN   1.06383                 NaN            NaN            NaN
  1436.50        500.000                 NaN   97.0405                 NaN  0.431759E-001            NaN  0.978608       0.916631                 NaN   1.02105                 NaN            NaN            NaN
  1434.98        500.000                 NaN   98.2177                 NaN  0.419160E-001            NaN   1.09664                 NaN            NaN  0.643762                 NaN            NaN            NaN
  1433.45        500.000                 NaN   96.2162                 NaN  0.376591E-001            NaN  0.651397        1.81703                 NaN   1.27775                 NaN            NaN            NaN
  1431.93        500.000                 NaN   97.3720                 NaN  0.376215E-001            NaN  0.865792       0.815359                 NaN  0.909274                 NaN            NaN            NaN
  1430.40        500.000                 NaN   97.4709                 NaN  0.358625E-001            NaN  0.785694       0.832190                 NaN  0.875372                 NaN            NaN            NaN
  1428.87        500.000                 NaN   97.5592                 NaN  0.343534E-001            NaN  0.802242       0.758695                 NaN  0.845484                 NaN            NaN            NaN
  1427.35        500.000                 NaN   97.6424                 NaN  0.329148E-001            NaN  0.732843       0.774518                 NaN  0.817281                 NaN            NaN            NaN
  1425.82        500.000                 NaN   97.7247                 NaN  0.315903E-001            NaN  0.746531       0.707818                 NaN  0.789381                 NaN            NaN            NaN
  1424.29        500.000                 NaN   97.7990                 NaN  0.303349E-001            NaN  0.721498       0.685183                 NaN  0.764032                 NaN            NaN            NaN
  1422.77        500.000                 NaN   97.8684                 NaN  0.292047E-001            NaN  0.664436       0.697584                 NaN  0.740420                 NaN            NaN            NaN
  1421.24        500.000                 NaN   97.9352                 NaN  0.280888E-001            NaN  0.676608       0.642242                 NaN  0.717816                 NaN            NaN            NaN
  1419.72        500.000                 NaN   98.0032                 NaN  0.268881E-001            NaN  0.653460       0.622155                 NaN  0.694321                 NaN            NaN            NaN
  1418.19        500.000                 NaN   98.0609                 NaN  0.260082E-001            NaN  0.604610       0.633673                 NaN  0.674816                 NaN            NaN            NaN
  1416.66        500.000                 NaN   98.1180                 NaN  0.250384E-001            NaN  0.587263       0.614484                 NaN  0.655258                 NaN            NaN            NaN
  1415.14        500.000                 NaN   98.1718                 NaN  0.242139E-001            NaN  0.596564       0.570552                 NaN  0.636824                 NaN            NaN            NaN
  1413.61        500.000                 NaN   98.2253                 NaN  0.232253E-001            NaN  0.553948       0.579137                 NaN  0.618422                 NaN            NaN            NaN
  1412.08        500.000                 NaN   98.2727                 NaN  0.224799E-001            NaN  0.563506       0.539108                 NaN  0.602207                 NaN            NaN            NaN
  1410.56        500.000                 NaN   98.8025                 NaN  0.280230E-001            NaN  0.732664                 NaN            NaN  0.436804                 NaN            NaN            NaN
  1409.03        500.000                 NaN   97.8849                 NaN  0.141267E-001            NaN  0.314447        1.06814                 NaN  0.718411                 NaN            NaN            NaN
  1407.51        500.000                 NaN   98.4096                 NaN  0.201853E-001            NaN  0.496785       0.518333                 NaN  0.555095                 NaN            NaN            NaN
  1405.98        500.000                 NaN   98.4504                 NaN  0.195243E-001            NaN  0.484062       0.504965                 NaN  0.541057                 NaN            NaN            NaN
  1404.45        500.000                 NaN   98.4899                 NaN  0.188514E-001            NaN  0.491917       0.471998                 NaN  0.527325                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.5278                 NaN  0.182216E-001            NaN  0.460017       0.479768                 NaN  0.514232                 NaN            NaN            NaN
  1401.40        500.000                 NaN   98.5647                 NaN  0.176007E-001            NaN  0.448365       0.467883                 NaN  0.501477                 NaN            NaN            NaN
  1399.88        500.000                 NaN   98.5993                 NaN  0.170291E-001            NaN  0.456577       0.437571                 NaN  0.489569                 NaN            NaN            NaN
  1398.35        500.000                 NaN   98.6333                 NaN  0.164724E-001            NaN  0.427036       0.445529                 NaN  0.477694                 NaN            NaN            NaN
  1396.82        500.000                 NaN   98.6638                 NaN  0.159708E-001            NaN  0.417544       0.435581                 NaN  0.467087                 NaN            NaN            NaN
  1395.30        500.000                 NaN   98.6981                 NaN  0.153810E-001            NaN  0.406568       0.424908                 NaN  0.455037                 NaN            NaN            NaN
  1393.77        500.000                 NaN   98.7265                 NaN  0.148879E-001            NaN  0.397852       0.415607                 NaN  0.445172                 NaN            NaN            NaN
  1392.24        500.000                 NaN   98.7513                 NaN  0.145819E-001            NaN  0.407599       0.389719                 NaN  0.436829                 NaN            NaN            NaN
  1390.72        500.000                 NaN   98.7880                 NaN  0.138776E-001            NaN  0.396325       0.378250                 NaN  0.423579                 NaN            NaN            NaN
  1389.19        500.000                 NaN   98.8104                 NaN  0.134979E-001            NaN  0.371137       0.389019                 NaN  0.415915                 NaN            NaN            NaN
  1387.67        500.000                 NaN   98.8351                 NaN  0.131295E-001            NaN  0.363253       0.381032                 NaN  0.407511                 NaN            NaN            NaN
  1386.14        500.000                 NaN   98.8638                 NaN  0.125802E-001            NaN  0.353744       0.372821                 NaN  0.397037                 NaN            NaN            NaN
  1384.61        500.000                 NaN   98.8865                 NaN  0.122064E-001            NaN  0.365071       0.346981                 NaN  0.389197                 NaN            NaN            NaN
  1383.09        500.000                 NaN   98.9063                 NaN  0.118420E-001            NaN  0.340800       0.358743                 NaN  0.382335                 NaN            NaN            NaN
  1381.56        500.000                 NaN   98.9362                 NaN  0.113751E-001            NaN  0.331152       0.349650                 NaN  0.371590                 NaN            NaN            NaN
  1380.03        500.000                 NaN   98.9544                 NaN  0.110595E-001            NaN  0.325475       0.343652                 NaN  0.365425                 NaN            NaN            NaN
  1378.51        500.000                 NaN   98.9753                 NaN  0.106438E-001            NaN  0.318473       0.337696                 NaN  0.357839                 NaN            NaN            NaN
  1376.98        500.000                 NaN   98.9979                 NaN  0.103117E-001            NaN  0.330653       0.311121                 NaN  0.350012                 NaN            NaN            NaN
  1375.46        500.000                 NaN   99.0174                 NaN  0.996992E-002            NaN  0.324583       0.304979                 NaN  0.343065                 NaN            NaN            NaN
  1373.93        500.000                 NaN   99.0367                 NaN  0.965104E-002            NaN  0.298689       0.318663                 NaN  0.336283                 NaN            NaN            NaN
  1372.40        500.000                 NaN   99.0554                 NaN  0.930903E-002            NaN  0.292642       0.313031                 NaN  0.329653                 NaN            NaN            NaN
  1370.88        500.000                 NaN   99.0741                 NaN  0.899013E-002            NaN  0.286558       0.307319                 NaN  0.322987                 NaN            NaN            NaN
  1369.35        500.000                 NaN   99.0921                 NaN  0.867895E-002            NaN  0.280742       0.301919                 NaN  0.316605                 NaN            NaN            NaN
  1367.82        500.000                 NaN   99.1091                 NaN  0.837613E-002            NaN  0.296743       0.275248                 NaN  0.310546                 NaN            NaN            NaN
  1366.30        500.000                 NaN   99.1263                 NaN  0.804624E-002            NaN  0.269352       0.291933                 NaN  0.304410                 NaN            NaN            NaN
  1364.77        500.000                 NaN   99.1427                 NaN  0.780180E-002            NaN  0.264189       0.286769                 NaN  0.298588                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.1582                 NaN  0.750589E-002            NaN  0.259075       0.282091                 NaN  0.293087                 NaN            NaN            NaN
  1361.72        500.000                 NaN   99.1745                 NaN  0.719631E-002            NaN  0.277490       0.253617                 NaN  0.287164                 NaN            NaN            NaN
  1360.19        500.000                 NaN   99.1892                 NaN  0.693520E-002            NaN  0.273146       0.248784                 NaN  0.281889                 NaN            NaN            NaN
  1358.67        500.000                 NaN   99.2038                 NaN  0.665490E-002            NaN  0.243912       0.268939                 NaN  0.276707                 NaN            NaN            NaN
  1357.14        500.000                 NaN   99.2174                 NaN  0.637382E-002            NaN  0.239116       0.265327                 NaN  0.271831                 NaN            NaN            NaN
  1355.61        500.000                 NaN   99.2325                 NaN  0.610833E-002            NaN  0.234346       0.260648                 NaN  0.266353                 NaN            NaN            NaN
  1354.09        500.000                 NaN   99.2426                 NaN  0.603155E-002            NaN  0.257129       0.231164                 NaN  0.263074                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.2626                 NaN  0.558958E-002            NaN  0.252228       0.224156                 NaN  0.255383                 NaN            NaN            NaN
  1351.04        500.000                 NaN   99.2722                 NaN  0.538211E-002            NaN  0.220923       0.249421                 NaN  0.252117                 NaN            NaN            NaN
  1349.51        500.000                 NaN   99.2845                 NaN  0.514270E-002            NaN  0.216714       0.245979                 NaN  0.247691                 NaN            NaN            NaN
  1347.98        500.000                 NaN   99.2967                 NaN  0.490778E-002            NaN  0.212566       0.242584                 NaN  0.243263                 NaN            NaN            NaN
  1346.46        500.000                 NaN   99.3087                 NaN  0.468496E-002            NaN  0.239182       0.208495                 NaN  0.238949                 NaN            NaN            NaN
  1344.93        500.000                 NaN   99.3203                 NaN  0.445401E-002            NaN  0.204520       0.235968                 NaN  0.234743                 NaN            NaN            NaN
  1343.40        500.000                 NaN   99.3304                 NaN  0.423988E-002            NaN  0.200609       0.233566                 NaN  0.231146                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.3436                 NaN  0.398418E-002            NaN  0.229439       0.196772                 NaN  0.226161                 NaN            NaN            NaN
  1340.35        500.000                 NaN   99.3535                 NaN  0.377875E-002            NaN  0.192953       0.227049                 NaN  0.222689                 NaN            NaN            NaN
  1338.83        500.000                 NaN   99.3641                 NaN  0.358520E-002            NaN  0.189373       0.224042                 NaN  0.218867                 NaN            NaN            NaN
  1337.30        500.000                 NaN   99.3745                 NaN  0.337588E-002            NaN  0.185675       0.221357                 NaN  0.215116                 NaN            NaN            NaN
  1335.77        500.000                 NaN   99.3842                 NaN  0.318217E-002            NaN  0.182267       0.218753                 NaN  0.211631                 NaN            NaN            NaN
  1334.25        500.000                 NaN   99.3947                 NaN  0.294559E-002            NaN  0.216194       0.178384                 NaN  0.207796                 NaN            NaN            NaN
  1332.72        500.000                 NaN   99.4038                 NaN  0.275454E-002            NaN  0.213587       0.175391                 NaN  0.204423                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.4126                 NaN  0.260491E-002            NaN  0.211379       0.172100                 NaN  0.201321                 NaN            NaN            NaN
  1329.67        500.000                 NaN   99.4220                 NaN  0.237707E-002            NaN  0.208678       0.169189                 NaN  0.197797                 NaN            NaN            NaN
  1328.14        500.000                 NaN   99.4322                 NaN  0.213945E-002            NaN  0.164937       0.206712                 NaN  0.194023                 NaN            NaN            NaN
  1326.62        500.000                 NaN   99.4400                 NaN  0.194692E-002            NaN  0.204606       0.162230                 NaN  0.191219                 NaN            NaN            NaN
  1325.09        500.000                 NaN   99.4485                 NaN  0.176782E-002            NaN  0.159251       0.202396                 NaN  0.188106                 NaN            NaN            NaN
  1323.56        500.000                 NaN   99.4568                 NaN  0.159005E-002            NaN  0.156149       0.200386                 NaN  0.185094                 NaN            NaN            NaN
  1322.04        500.000                 NaN   99.4649                 NaN  0.143076E-002            NaN  0.153254       0.198253                 NaN  0.182189                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.4725                 NaN  0.121895E-002            NaN  0.196562       0.150361                 NaN  0.179328                 NaN            NaN            NaN
  1318.98        500.000                 NaN   99.4808                 NaN  0.103195E-002            NaN  0.147178       0.194670                 NaN  0.176273                 NaN            NaN            NaN
  1317.46        500.000                 NaN   99.4881                 NaN  0.853529E-003            NaN  0.144498       0.192905                 NaN  0.173615                 NaN            NaN            NaN
  1315.93        500.000                 NaN   99.4955                 NaN  0.684780E-003            NaN  0.141721       0.191200                 NaN  0.170918                 NaN            NaN            NaN
  1314.41        500.000                 NaN   99.5028                 NaN  0.515123E-003            NaN  0.138854       0.189572                 NaN  0.168298                 NaN            NaN            NaN
  1312.88        500.000                 NaN   99.5097                 NaN  0.329185E-003            NaN  0.187899       0.136388                 NaN  0.165673                 NaN            NaN            NaN
  1311.35        500.000                 NaN   99.5163                 NaN  0.123597E-003            NaN  0.186606       0.133720                 NaN  0.163202                 NaN            NaN            NaN
  1309.83        500.000                 NaN   99.5230                 NaN  0.170159E-003            NaN  0.131547       0.184181                 NaN  0.161056                 NaN            NaN            NaN
  1308.30        500.000                 NaN   99.5302                 NaN  0.334558E-003            NaN  0.130107       0.180714                 NaN  0.158690                 NaN            NaN            NaN
  1306.77        500.000                 NaN   99.5366                 NaN            NaN            NaN  0.127007       0.180198                 NaN  0.156179                 NaN            NaN            NaN
  1305.25        500.000                 NaN   99.5430                 NaN            NaN            NaN  0.124942       0.178071                 NaN  0.153984                 NaN            NaN            NaN
  1303.72        500.000                 NaN   99.5487                 NaN  0.101692E-003            NaN  0.175515       0.123505                 NaN  0.152155                 NaN            NaN            NaN
  1302.20        500.000                 NaN   99.5547                 NaN            NaN            NaN  0.174072       0.121156                 NaN  0.150026                 NaN            NaN            NaN
  1300.67        500.000                 NaN   99.5609                 NaN            NaN            NaN  0.171758       0.119418                 NaN  0.147903                 NaN            NaN            NaN
  1299.14        500.000                 NaN   99.5670                 NaN            NaN            NaN  0.169673       0.117485                 NaN  0.145856                 NaN            NaN            NaN
