|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.260565E-002   99.5343       0.463122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000                 NaN   99.3680       0.629749       0.221880E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.3743       0.604281       0.213964E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.3812       0.595719       0.231153E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.3724       0.600533       0.270979E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.4078       0.571342       0.208779E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.3944       0.584946       0.206906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.3996       0.580233       0.202000E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.4046       0.575844       0.195898E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.4083       0.572223       0.194911E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.4143       0.568094       0.175727E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   99.4181       0.567966       0.139604E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   99.3961       0.583600       0.202826E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN   99.4536       0.529521       0.169241E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.4328       0.551621       0.156192E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.4381       0.544164       0.177102E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.4394       0.547244       0.133686E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.4436       0.543812       0.126230E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.4484       0.538423       0.132066E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.4519       0.534780       0.133275E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.4559       0.534761       0.938023E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.4601       0.528549       0.113034E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.4635       0.526746       0.976156E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.3659       0.625835       0.824567E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.5398       0.450837       0.937498E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.7098       0.286999       0.323671E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.2012       0.780066       0.187022E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.1621       0.832923       0.499469E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.8513       0.143734       0.498900E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.7888       0.210215       0.964937E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.2227       0.771881       0.545586E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   98.9227        1.07725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.9848       0.129792E-001  0.221375E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.8779       0.113134       0.892803E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.8692       0.130795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   98.8520        1.12400       0.240032E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.4910       0.509031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.5590       0.441020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN   99.4473       0.531892       0.207583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN   99.5718       0.409520       0.187217E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN   99.5254       0.458623       0.159573E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN   99.5351       0.407354       0.575265E-001            NaN            NaN            NaN            NaN            NaN            NaN
