|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.164050E-002   99.6013       0.397080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000                 NaN   99.4582       0.539895       0.186461E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.4642       0.517871       0.179758E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.4701       0.510446       0.194117E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.4627       0.514562       0.227661E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.4933       0.489197       0.175164E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.4819       0.500717       0.173539E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.4866       0.496489       0.169326E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.4910       0.492619       0.164153E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.4943       0.489366       0.163273E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.4996       0.485717       0.147138E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   99.5028       0.485483       0.116856E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   99.4843       0.498726       0.169688E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN   99.5335       0.452316       0.141538E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.5159       0.471051       0.130572E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.5207       0.464513       0.147974E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.5217       0.467087       0.111669E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.5255       0.464006       0.105412E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.5297       0.459258       0.110228E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.5328       0.456106       0.111210E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.5363       0.455899       0.782355E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.5401       0.450460       0.942346E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.5431       0.448795       0.813339E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.4600       0.533161       0.686790E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.6084       0.383789       0.780412E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.7530       0.244260       0.269272E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.3203       0.664093       0.155642E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.2871       0.708721       0.415286E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.8737       0.122177       0.414436E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.8205       0.178733       0.801414E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.3391       0.656340       0.453234E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   99.0835       0.916548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.9871       0.110179E-001  0.183514E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.8965       0.960589E-001  0.740426E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.8890       0.111023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   99.0252       0.954873       0.199119E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.5681       0.431927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.6259       0.374087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN   99.5317       0.451109       0.171825E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN   99.6372       0.347274       0.154923E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN   99.5980       0.388755       0.131981E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN   99.6073       0.345114       0.475527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1493.25        500.000                 NaN   99.6014       0.398580       0.389562E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.6050       0.394999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.49        500.000                 NaN   99.6061       0.393935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.6095       0.390453       0.123108E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1487.72        500.000                 NaN   99.6111       0.388946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.6130       0.387049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.96        500.000                 NaN   99.6150       0.384986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   99.6180       0.382041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.20        500.000                 NaN   99.6199       0.380057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   99.6216       0.378379       0.572665E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1479.43        500.000                 NaN   99.5826       0.417430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.05        500.000                 NaN   99.8542                 NaN  0.145776                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.9418       0.401730E-001  0.180083E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1475.29        500.000                 NaN   99.1712       0.828773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        500.000                 NaN   99.6345       0.365545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000                 NaN   99.6376       0.362436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.14        500.000                 NaN   99.6396       0.360416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        500.000                 NaN   99.6397       0.360274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.38        500.000                 NaN   99.6418       0.358167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.00        500.000                 NaN   99.6440       0.355954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.62        500.000                 NaN   99.6461       0.353890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.24        500.000                 NaN   99.6479       0.352087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.85        500.000                 NaN   99.6405       0.359536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.47        500.000                 NaN   99.6739       0.326059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.09        500.000                 NaN   99.6385       0.361464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.71        500.000                 NaN   99.6475       0.318817                 NaN  0.337154E-001            NaN            NaN            NaN            NaN            NaN
  1457.33        500.000                 NaN   99.5569                 NaN            NaN  0.443094                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000                 NaN   99.5572       0.113865E-001            NaN  0.431408                 NaN            NaN            NaN            NaN            NaN
