|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1297.40        500.000       0.860140E-001   99.2660       0.350973                 NaN  0.107546       0.189451                 NaN            NaN            NaN
  1296.36        500.000       0.852351E-001   99.2733       0.347127                 NaN  0.106790       0.187588                 NaN            NaN            NaN
  1295.33        500.000       0.839386E-001   99.2607       0.303959       0.106261       0.592571E-001  0.185906                 NaN            NaN            NaN
  1294.29        500.000       0.836134E-001   99.2862       0.342413                 NaN  0.103748       0.183989                 NaN            NaN            NaN
  1293.26        500.000       0.826642E-001   99.2921       0.340007                 NaN  0.102730       0.182534                 NaN            NaN            NaN
  1292.22        500.000       0.816664E-001   99.2994       0.336264                 NaN  0.101898       0.180770                 NaN            NaN            NaN
  1291.18        500.000       0.809297E-001   99.3047       0.335210                 NaN  0.999705E-001  0.179199                 NaN            NaN            NaN
  1290.15        500.000       0.834849E-001   99.2883       0.341872                 NaN  0.100992       0.185330                 NaN            NaN            NaN
  1289.11        500.000       0.738583E-001   99.3430       0.312233       0.834683E-002  0.948280E-001  0.167758                 NaN            NaN            NaN
  1288.07        500.000       0.780142E-001   99.3247       0.326766                 NaN  0.964703E-001  0.174030                 NaN            NaN            NaN
  1287.04        500.000       0.770246E-001   99.3300       0.745234E-002  0.320243       0.928258E-001  0.172478                 NaN            NaN            NaN
  1286.00        500.000       0.758871E-001   99.3336       0.310770       0.236751E-001  0.851133E-001  0.170908                 NaN            NaN            NaN
  1284.97        500.000       0.748900E-001   99.3402       0.307086       0.243523E-001  0.840905E-001  0.169334                 NaN            NaN            NaN
  1283.93        500.000       0.741428E-001   99.3454       0.304715       0.259581E-001  0.820206E-001  0.167744                 NaN            NaN            NaN
  1282.89        500.000       0.731244E-001   99.3516       0.266105E-001  0.301456       0.810077E-001  0.166238                 NaN            NaN            NaN
  1281.86        500.000       0.720987E-001   99.3571       0.296935E-001  0.297615       0.787791E-001  0.164699                 NaN            NaN            NaN
  1280.82        500.000       0.712071E-001   99.3629       0.294195       0.315096E-001  0.770210E-001  0.163124                 NaN            NaN            NaN
  1279.78        500.000       0.703373E-001   99.3684       0.291366       0.323642E-001  0.757727E-001  0.161716                 NaN            NaN            NaN
  1278.75        500.000       0.693527E-001   99.3738       0.287768       0.349386E-001  0.738561E-001  0.160274                 NaN            NaN            NaN
  1277.71        500.000       0.676183E-001   99.3777       0.278748       0.453085E-001  0.709507E-001  0.159685                 NaN            NaN            NaN
  1276.68        500.000       0.680207E-001   99.3859       0.343459E-001  0.284529       0.706565E-001  0.156559                 NaN            NaN            NaN
  1275.64        500.000       0.666295E-001   99.3903       0.277635       0.405859E-001  0.689478E-001  0.155905                 NaN            NaN            NaN
  1274.60        500.000       0.656697E-001   99.3953       0.273985       0.433162E-001  0.670979E-001  0.154634                 NaN            NaN            NaN
  1273.57        500.000       0.647614E-001   99.4001       0.462027E-001  0.270648       0.650633E-001  0.153205                 NaN            NaN            NaN
  1272.53        500.000       0.638912E-001   99.4058       0.267407       0.473258E-001  0.638021E-001  0.151822                 NaN            NaN            NaN
  1271.50        500.000       0.628898E-001   99.4105       0.263209       0.512848E-001  0.615382E-001  0.150539                 NaN            NaN            NaN
  1270.46        500.000       0.116676        98.5065       0.213183       0.370312       0.310053E-001  0.249853       0.512516                 NaN            NaN
  1269.42        500.000       0.397325        91.9317        1.24574        1.12709       0.148777E-004  0.982534        4.25285       0.627510E-001            NaN
  1268.39        500.000       0.333826        92.5649        1.07528        1.13434                 NaN  0.909134        3.90693       0.755807E-001            NaN
  1267.35        500.000       0.296905        93.1027        1.05077        1.01509                 NaN  0.846841        3.61184       0.758719E-001            NaN
  1266.31        500.000       0.266142        93.5721       0.975022       0.963467                 NaN  0.792404        3.35547       0.754001E-001            NaN
  1265.28        500.000       0.238086        93.9764       0.920627       0.908725       0.321768E-005  0.745360        3.13515       0.756891E-001            NaN
  1264.24        500.000                 NaN   94.3875       0.331787        1.06212       0.355607       0.709452        2.95212       0.201432                 NaN
  1263.21        500.000                 NaN   94.6949        1.01728       0.297218       0.344602       0.673095        2.78309       0.189843                 NaN
  1262.17        500.000                 NaN   94.9756       0.968960       0.278758       0.328869       0.639562        2.62925       0.179032                 NaN
  1261.13        500.000                 NaN   95.2231       0.256392       0.931863       0.315939       0.609678        2.49350       0.169569                 NaN
  1260.10        500.000                 NaN   95.4445       0.245718       0.891215       0.302104       0.583040        2.37255       0.160906                 NaN
  1259.06        500.000                 NaN   95.6679       0.858907       0.220522       0.292401       0.555879        2.25179       0.152591                 NaN
  1258.02        500.000                 NaN   95.8487       0.832237       0.201500       0.284146       0.533814        2.15385       0.145757                 NaN
  1256.99        500.000                 NaN   96.0232       0.802524       0.188225       0.274744       0.512533        2.05972       0.139048                 NaN
  1255.95        500.000                 NaN   96.1860       0.777296       0.171261       0.267345       0.492489        1.97261       0.132948                 NaN
  1254.92        500.000                 NaN   96.3371       0.745491       0.164417       0.259257       0.474103        1.89248       0.127166                 NaN
  1253.88        500.000                 NaN   96.4746       0.739369       0.133247       0.255711       0.456487        1.81843       0.122195                 NaN
  1252.84        500.000                 NaN   96.6040       0.711847       0.128269       0.247844       0.440539        1.75034       0.117191                 NaN
  1251.81        500.000                 NaN   96.7210       0.684834       0.128283       0.239573       0.425809        1.68808       0.112449                 NaN
  1250.77        500.000                 NaN   96.8367       0.106184       0.673750       0.236571       0.411297        1.62724       0.108222                 NaN
  1249.73        500.000                 NaN   96.9411       0.654439       0.100243       0.229781       0.397893        1.57239       0.104110                 NaN
  1248.70        500.000                 NaN   97.0426       0.823992E-001  0.641499       0.227898       0.385150        1.52007       0.100421                 NaN
  1247.66        500.000                 NaN   97.1382       0.624241       0.767010E-001  0.221472       0.372617        1.47000       0.967369E-001            NaN
  1246.63        500.000                 NaN   97.2263       0.688987E-001  0.608604       0.217085       0.361358        1.42443       0.932948E-001            NaN
  1245.59        500.000                 NaN   97.3111       0.593958       0.618040E-001  0.212106       0.350290        1.38078       0.900095E-001            NaN
  1244.55        500.000                 NaN   97.3910       0.579729       0.546809E-001  0.208322       0.339880        1.33960       0.868063E-001            NaN
  1243.52        500.000                 NaN   97.4681       0.510172E-001  0.564563       0.202946       0.329755        1.29972       0.838590E-001            NaN
  1242.48        500.000                 NaN   97.5391       0.550686       0.468609E-001  0.198398       0.320287        1.26372       0.809750E-001            NaN
  1241.44        500.000                 NaN   97.6052       0.478142E-001  0.534628       0.192678       0.311577        1.22996       0.781910E-001            NaN
  1240.41        500.000                 NaN   97.6759       0.458568E-001  0.520845       0.186674       0.301874        1.19345       0.754169E-001            NaN
  1239.37        500.000                 NaN   97.7360       0.513787       0.319528E-001  0.187589       0.294169        1.16335       0.731798E-001            NaN
  1238.34        500.000                 NaN   97.7977       0.494856       0.405731E-001  0.178812       0.285565        1.13204       0.704235E-001            NaN
  1237.30        500.000                 NaN   97.8528       0.388500E-001  0.483006       0.174959       0.278221        1.10400       0.681575E-001            NaN
  1236.26        500.000                 NaN   97.9090       0.396850E-001  0.469587       0.169819       0.270463        1.07551       0.658957E-001            NaN
  1235.23        500.000                 NaN   97.9611       0.454078       0.452795E-001  0.163550       0.263334        1.04907       0.635753E-001            NaN
  1234.19        500.000                 NaN   98.0126       0.442465       0.446653E-001  0.159314       0.256226        1.02325       0.614328E-001            NaN
  1233.15        500.000                 NaN   98.0594       0.500408E-001  0.427962       0.153640       0.249826       0.999780       0.593439E-001            NaN
  1232.12        500.000                 NaN   98.1089       0.515335E-001  0.415858       0.149079       0.242829       0.974481       0.573408E-001            NaN
  1231.08        500.000                 NaN   98.1517       0.397643       0.640441E-001  0.141399       0.237009       0.953039       0.552133E-001            NaN
  1230.05        500.000                 NaN   98.1952       0.391571       0.590811E-001  0.138694       0.230652       0.931324       0.535027E-001            NaN
  1229.01        500.000                 NaN   97.5277       0.533886                 NaN  0.578139E-001  0.313995        1.47011       0.965316E-001            NaN
  1227.97        500.000                 NaN   98.3908       0.395837                 NaN  0.327571       0.207961       0.648682       0.291071E-001            NaN
  1226.94        500.000                 NaN   98.3024       0.328688                 NaN  0.835706E-001  0.220717       0.993988       0.706252E-001            NaN
  1225.90        500.000                 NaN   98.6176       0.281222                 NaN  0.156327       0.167853       0.741309       0.356704E-001            NaN
  1224.86        500.000                 NaN   98.7874       0.265182       0.620724E-001  0.200832       0.153874       0.509154       0.215350E-001            NaN
  1223.83        500.000                 NaN   98.2643       0.155633       0.431213                 NaN  0.220045       0.888172       0.406547E-001            NaN
  1222.79        500.000                 NaN   97.0726       0.618329       0.218594                 NaN  0.386454        1.64156       0.624320E-001            NaN
  1221.76        500.000                 NaN   99.7761       0.154822                 NaN  0.451827E-001  0.884751E-002            NaN  0.150846E-001            NaN
  1220.72        500.000                 NaN   98.2789       0.358571                 NaN  0.213170       0.221303       0.884080       0.439867E-001            NaN
  1219.68        500.000                 NaN   97.4893       0.390283       0.323384       0.284405E-001  0.321737        1.39020       0.566291E-001            NaN
  1218.65        500.000                 NaN   99.1154       0.240230                 NaN  0.751462E-001  0.975001E-001  0.443412       0.282821E-001            NaN
  1217.61        500.000                 NaN   99.6145       0.225248       0.253682E-001            NaN  0.321814E-001  0.901843E-001  0.125663E-001            NaN
  1216.57        500.000                 NaN   98.6533       0.203726       0.175304       0.689674E-001  0.168710       0.698600       0.314351E-001            NaN
  1215.54        500.000                 NaN   98.6515       0.223741       0.189434       0.427741E-001  0.165735       0.695976       0.308745E-001            NaN
  1214.50        500.000                 NaN   98.6701       0.323190       0.134960                 NaN  0.162131       0.681618       0.280255E-001            NaN
  1213.47        500.000                 NaN   97.2960                 NaN            NaN  0.409230       0.291298        1.46778       0.707975E-001  0.464947     
  1212.43        500.000                 NaN   96.9321       0.913492                 NaN            NaN  0.295447        1.03276       0.252338E-001  0.800995     
  1211.39        500.000                 NaN   82.8129        1.87339                 NaN  0.645329        1.44978        6.43485       0.194099        6.58964     
  1210.36        500.000                 NaN   83.4063        1.65795                 NaN  0.959931        1.45388        6.15654       0.169940        6.19548     
  1209.32        500.000                 NaN   75.1144        2.66281                 NaN   1.26543        2.15273        9.16386       0.253264        9.38751     
  1208.28        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1207.25        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.105374E-005
  1206.21        500.000                 NaN   69.6659        3.22044                 NaN   1.45319        2.60216        11.2612       0.312463        11.4847     
  1205.18        500.000                 NaN   82.6292        1.87383                 NaN  0.837165        1.49447        6.41644       0.172352        6.57649     
  1204.14        500.000                 NaN   94.6754       0.586419                 NaN  0.249307       0.454281        1.97072       0.539215E-001   2.00990     
  1203.10        500.000                 NaN   90.2529       0.938717                 NaN  0.502209       0.835390        3.64366       0.100015        3.72708     
  1202.07        500.000                 NaN   91.2151       0.863961                 NaN  0.442598       0.750494        3.28634       0.905000E-001   3.35102     
  1201.03        500.000                 NaN   90.5789        1.06263                 NaN  0.424438       0.797095        3.49082       0.941825E-001   3.55195     
  1199.99        500.000                 NaN   74.0821        2.61128                 NaN   1.29979        2.19108        9.67877       0.262998        9.87400     
  1198.96        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.92        500.000                 NaN   92.8358       0.724541                 NaN  0.350689       0.610109        2.68529       0.694015E-001   2.72421     
  1196.89        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.85        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.81        500.000                 NaN   89.1984        1.14199                 NaN  0.504621       0.909877        4.05149       0.100628        4.09300     
  1193.78        500.000                 NaN   93.3330       0.627057                 NaN  0.300908       0.559016        2.53056       0.647642E-001   2.58471     
  1192.74        500.000                 NaN   87.1506        1.23266                 NaN  0.588033        1.06010        4.87684       0.122743        4.96901     
  1191.70        500.000                 NaN   88.1845        1.08593                 NaN  0.570068       0.966359        4.58987       0.115299        4.48793     
  1190.67        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.63        500.000                 NaN   84.5093        1.51951                 NaN  0.632508        1.26401        6.00604       0.138232        5.93042     
  1188.60        500.000                 NaN   99.9999       0.562794E-005            NaN  0.272801E-004  0.100184E-004  0.169178E-004            NaN  0.174684E-004
  1187.56        500.000                 NaN   99.9995       0.389263E-004            NaN            NaN  0.369566E-004  0.216122E-003  0.549745E-005  0.217711E-003
  1186.52        500.000                 NaN   78.0828        1.94893                 NaN  0.793958        1.70018        8.80938       0.185245        8.47953     
  1185.49        500.000                 NaN   28.8214        5.74084                 NaN   2.34012        5.31665        29.3096       0.587837        27.8836     
  1184.45        500.000                 NaN            NaN   6.70819                 NaN   3.98177        7.33676        41.5389       0.884110        39.5503     
  1183.41        500.000                 NaN            NaN   6.69783                 NaN   3.98907        7.33702        41.5391       0.884470        39.5525     
  1182.38        500.000                 NaN            NaN   6.68756                 NaN   3.99630        7.33729        41.5392       0.884827        39.5548     
  1181.34        500.000                 NaN            NaN   6.69190                 NaN   3.99423        7.33831        41.5367       0.884332        39.5545     
  1180.31        500.000                 NaN            NaN   6.66732                 NaN   4.01058        7.33783        41.5395       0.885528        39.5593     
  1179.27        500.000                 NaN            NaN   6.66550                 NaN   4.01243        7.33852        41.5381       0.885393        39.5601     
  1178.23        500.000                 NaN            NaN   6.65388                 NaN   4.02052        7.33871        41.5385       0.885835        39.5626     
  1177.20        500.000                 NaN            NaN   6.64268                 NaN   4.02833        7.33890        41.5388       0.886255        39.5650     
  1176.16        500.000                 NaN            NaN   6.63170                 NaN   4.03601        7.33912        41.5391       0.886660        39.5674     
  1175.12        500.000                 NaN            NaN   6.62119                 NaN   4.04338        7.33935        41.5393       0.887042        39.5697     
  1174.09        500.000                 NaN            NaN   6.61109                 NaN   4.05048        7.33959        41.5395       0.887402        39.5719     
  1173.05        500.000                 NaN            NaN   6.60127                 NaN   4.05740        7.33985        41.5396       0.887749        39.5741     
  1172.02        500.000                 NaN            NaN   6.59006                 NaN   4.06520        7.34003        41.5400       0.888178        39.5765     
  1170.98        500.000                 NaN            NaN   6.58200                 NaN   4.07101        7.34038        41.5398       0.888417        39.5784     
  1169.94        500.000                 NaN            NaN   6.57268                 NaN   4.07761        7.34066        41.5398       0.888736        39.5805     
  1168.91        500.000                 NaN            NaN   6.56335                 NaN   4.08422        7.34093        41.5398       0.889058        39.5826     
  1167.87        500.000                 NaN            NaN   6.55421                 NaN   4.09070        7.34122        41.5398       0.889373        39.5847     
  1166.83        500.000                 NaN            NaN   6.54443                 NaN   4.09758        7.34146        41.5399       0.889718        39.5869     
  1165.80        500.000                 NaN            NaN   6.53557                 NaN   4.10387        7.34174        41.5399       0.890019        39.5889     
  1164.76        500.000                 NaN            NaN   6.52676                 NaN   4.11014        7.34203        41.5398       0.890315        39.5909     
  1163.73        500.000                 NaN            NaN   6.51799                 NaN   4.11638        7.34233        41.5398       0.890608        39.5929     
