|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/Y98/Y98_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1374.17        500.000        98.9932       0.371660       0.154390                 NaN  0.337880       0.142848                 NaN            NaN            NaN
  1373.07        500.000        99.0003       0.370908       0.149331                 NaN  0.335807       0.143640                 NaN            NaN            NaN
  1371.97        500.000        99.0147       0.366789       0.144282                 NaN  0.331014       0.143239                 NaN            NaN            NaN
  1370.87        500.000        99.0235       0.364808       0.138846                 NaN  0.328532       0.144282                 NaN            NaN            NaN
  1369.77        500.000        99.0328       0.362638       0.134646                 NaN  0.325552       0.144402                 NaN            NaN            NaN
  1368.67        500.000        99.0416       0.129793       0.360981                 NaN  0.322845       0.144789                 NaN            NaN            NaN
  1367.57        500.000        99.0527       0.357945       0.125191                 NaN  0.319240       0.144886                 NaN            NaN            NaN
  1366.47        500.000        99.0596       0.356371       0.119929                 NaN  0.317443       0.146611                 NaN            NaN            NaN
  1365.37        500.000        99.0729       0.352616       0.117164                 NaN  0.312689       0.144668                 NaN            NaN            NaN
  1364.27        500.000        99.0791       0.352318       0.112272                 NaN  0.310816       0.145455                 NaN            NaN            NaN
  1363.17        500.000        99.0877       0.350035       0.108234                 NaN  0.308191       0.145882                 NaN            NaN            NaN
  1362.06        500.000        99.0969       0.104074       0.347818                 NaN  0.305227       0.145975                 NaN            NaN            NaN
  1360.96        500.000        99.1053       0.995544E-001  0.346445                 NaN  0.302591       0.146070                 NaN            NaN            NaN
  1359.86        500.000        99.1129       0.345259       0.947985E-001            NaN  0.300450       0.146621                 NaN            NaN            NaN
  1358.76        500.000        99.1238       0.341754       0.922069E-001            NaN  0.296455       0.145781                 NaN            NaN            NaN
  1357.66        500.000        99.1294       0.340154       0.895000E-001            NaN  0.294911       0.146031                 NaN            NaN            NaN
  1356.56        500.000        99.1388       0.338572       0.842908E-001            NaN  0.291845       0.146466                 NaN            NaN            NaN
  1355.46        500.000        99.1478       0.336685       0.806593E-001            NaN  0.288747       0.146070                 NaN            NaN            NaN
  1354.36        500.000        99.1540       0.777639E-001  0.335304                 NaN  0.286832       0.146059                 NaN            NaN            NaN
  1353.26        500.000        99.1618       0.333327       0.745689E-001            NaN  0.284279       0.146023                 NaN            NaN            NaN
  1352.16        500.000        99.1696       0.331612       0.714267E-001            NaN  0.281629       0.145739                 NaN            NaN            NaN
  1351.06        500.000        99.1768       0.687504E-001  0.329852                 NaN  0.279226       0.145411                 NaN            NaN            NaN
  1349.96        500.000        99.1837       0.655484E-001  0.328635                 NaN  0.276915       0.145226                 NaN            NaN            NaN
  1348.86        500.000        99.1913       0.326544       0.629324E-001            NaN  0.274352       0.144902                 NaN            NaN            NaN
  1347.76        500.000        99.1986       0.324784       0.601107E-001            NaN  0.271897       0.144642                 NaN            NaN            NaN
  1346.66        500.000        99.2053       0.323355       0.573033E-001            NaN  0.269629       0.144412                 NaN            NaN            NaN
  1345.56        500.000        99.2115       0.556842E-001  0.321472                 NaN  0.267545       0.143849                 NaN            NaN            NaN
  1344.46        500.000        97.8970       0.925633       0.781601E-002            NaN  0.726581       0.442974                 NaN            NaN            NaN
  1343.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.26        500.000        99.8013       0.430696E-001  0.972724E-001            NaN  0.583389E-001  0.296895E-004            NaN            NaN            NaN
  1341.16        500.000        99.2378       0.818454E-001  0.303979                 NaN  0.254199       0.122209                 NaN            NaN            NaN
  1340.05        500.000        99.2451       0.313934       0.431503E-001            NaN  0.256081       0.141770                 NaN            NaN            NaN
  1338.95        500.000        99.2518       0.311954       0.426962E-001            NaN  0.253376       0.140182                 NaN            NaN            NaN
  1337.85        500.000        99.2577       0.310553       0.403819E-001            NaN  0.251488       0.139918                 NaN            NaN            NaN
  1336.75        500.000        99.2638       0.385956E-001  0.309037                 NaN  0.249272       0.139288                 NaN            NaN            NaN
  1335.65        500.000        99.2699       0.370767E-001  0.307463                 NaN  0.247139       0.138456                 NaN            NaN            NaN
  1334.55        500.000        99.2756       0.305859       0.357974E-001            NaN  0.245030       0.137707                 NaN            NaN            NaN
  1333.45        500.000        99.2823       0.304233       0.335249E-001            NaN  0.242799       0.137125                 NaN            NaN            NaN
  1332.35        500.000        99.2872       0.328333E-001  0.302880                 NaN  0.240891       0.136154                 NaN            NaN            NaN
  1331.25        500.000        99.2922       0.301618       0.321807E-001            NaN  0.238952       0.135034                 NaN            NaN            NaN
  1330.15        500.000        99.2987       0.310691E-001  0.299678                 NaN  0.236540       0.133971                 NaN            NaN            NaN
  1329.05        500.000        99.2497       0.336431                 NaN            NaN  0.251454       0.143615       0.188267E-001            NaN            NaN
  1327.95        500.000        99.1761       0.368564                 NaN            NaN  0.270504       0.140666       0.441859E-001            NaN            NaN
  1326.85        500.000        99.1861       0.363050                 NaN            NaN  0.267607       0.139670       0.435765E-001            NaN            NaN
  1325.75        500.000        99.1963       0.359053                 NaN            NaN  0.263947       0.137943       0.427317E-001            NaN            NaN
  1324.65        500.000        99.2041       0.355279                 NaN            NaN  0.261500       0.136969       0.421486E-001            NaN            NaN
  1323.55        500.000        99.2126       0.350281                 NaN            NaN  0.258929       0.136670       0.415567E-001            NaN            NaN
  1322.45        500.000        99.2229       0.346078                 NaN            NaN  0.255507       0.134651       0.408344E-001            NaN            NaN
  1321.35        500.000        99.2299       0.343428                 NaN            NaN  0.253221       0.133162       0.402594E-001            NaN            NaN
  1320.25        500.000        99.2400       0.338857                 NaN            NaN  0.249750       0.131860       0.395572E-001            NaN            NaN
  1319.15        500.000        99.2473       0.332570                 NaN            NaN  0.248284       0.132672       0.392150E-001            NaN            NaN
  1318.04        500.000        99.2601       0.329534                 NaN            NaN  0.243084       0.129114       0.381968E-001            NaN            NaN
  1316.94        500.000        99.2654       0.326632                 NaN            NaN  0.241699       0.128440       0.378104E-001            NaN            NaN
  1315.84        500.000        99.2738       0.322723                 NaN            NaN  0.239012       0.127247       0.372405E-001            NaN            NaN
  1314.74        500.000        99.2814       0.319494                 NaN            NaN  0.236417       0.125981       0.366689E-001            NaN            NaN
  1313.64        500.000        99.2870       0.318435                 NaN            NaN  0.234962       0.123254       0.363188E-001            NaN            NaN
  1312.54        500.000        99.3022       0.311306                 NaN            NaN  0.229182       0.121994       0.352877E-001            NaN            NaN
  1311.44        500.000        99.3058       0.307390                 NaN            NaN  0.228615       0.123115       0.350402E-001            NaN            NaN
  1310.34        500.000        99.3027       0.305998                 NaN            NaN  0.231425       0.124341       0.355052E-001            NaN            NaN
  1309.24        500.000        99.3311       0.298125                 NaN            NaN  0.218820       0.118896       0.330916E-001            NaN            NaN
  1308.14        500.000        99.3277       0.297957                 NaN            NaN  0.221412       0.119394       0.335250E-001            NaN            NaN
  1307.04        500.000        99.3356       0.295230                 NaN            NaN  0.218654       0.117559       0.329588E-001            NaN            NaN
  1305.94        500.000        99.3422       0.292353                 NaN            NaN  0.216454       0.116537       0.324897E-001            NaN            NaN
  1304.84        500.000        99.3491       0.289022                 NaN            NaN  0.214192       0.115684       0.320228E-001            NaN            NaN
  1303.74        500.000        99.3552       0.285396                 NaN            NaN  0.212673       0.114979       0.317056E-001            NaN            NaN
  1302.64        500.000        99.3648       0.283417                 NaN            NaN  0.208515       0.112348       0.309003E-001            NaN            NaN
  1301.54        500.000        99.3703       0.280228                 NaN            NaN  0.207126       0.111744       0.306003E-001            NaN            NaN
  1300.44        500.000        99.3768       0.277707                 NaN            NaN  0.204971       0.110419       0.301420E-001            NaN            NaN
  1299.34        500.000        99.3836       0.274785                 NaN            NaN  0.202689       0.109209       0.297135E-001            NaN            NaN
  1298.24        500.000        99.3894       0.272396                 NaN            NaN  0.200648       0.108209       0.293066E-001            NaN            NaN
  1297.14        500.000        99.3971       0.269188                 NaN            NaN  0.198112       0.106830       0.288037E-001            NaN            NaN
  1296.03        500.000        99.4032       0.266315                 NaN            NaN  0.196150       0.105976       0.283960E-001            NaN            NaN
  1294.93        500.000        99.4090       0.263800                 NaN            NaN  0.194244       0.104988       0.280068E-001            NaN            NaN
  1293.83        500.000        99.4156       0.261243                 NaN            NaN  0.191921       0.103631       0.275664E-001            NaN            NaN
  1292.73        500.000        99.4218       0.258548                 NaN            NaN  0.189910       0.102549       0.271708E-001            NaN            NaN
  1291.63        500.000        99.4278       0.255675                 NaN            NaN  0.188042       0.101643       0.268204E-001            NaN            NaN
  1290.53        500.000        99.4347       0.253591                 NaN            NaN  0.185485       0.998903E-001  0.263223E-001            NaN            NaN
  1289.43        500.000        99.4402       0.251251                 NaN            NaN  0.183754       0.988574E-001  0.259757E-001            NaN            NaN
  1288.33        500.000        99.4462       0.249053                 NaN            NaN  0.181685       0.975162E-001  0.255814E-001            NaN            NaN
  1287.23        500.000        99.4515       0.246597                 NaN            NaN  0.180013       0.966152E-001  0.252348E-001            NaN            NaN
  1286.13        500.000        99.4576       0.245194                 NaN            NaN  0.177696       0.947008E-001  0.248093E-001            NaN            NaN
  1285.03        500.000        99.4636       0.241925                 NaN            NaN  0.175793       0.942482E-001  0.244546E-001            NaN            NaN
  1283.93        500.000        99.4664       0.238914                 NaN            NaN  0.175407       0.949773E-001  0.243093E-001            NaN            NaN
  1282.83        500.000        99.4758       0.237180                 NaN            NaN  0.171575       0.917158E-001  0.237027E-001            NaN            NaN
  1281.73        500.000        99.4802       0.236271                 NaN            NaN  0.169759       0.904249E-001  0.233162E-001            NaN            NaN
  1280.63        500.000        99.4850       0.233335                 NaN            NaN  0.168583       0.900573E-001  0.230738E-001            NaN            NaN
  1279.53        500.000        99.4904       0.231625                 NaN            NaN  0.166713       0.885214E-001  0.227083E-001            NaN            NaN
  1278.43        500.000        99.4959       0.229262                 NaN            NaN  0.164864       0.875991E-001  0.223754E-001            NaN            NaN
  1277.33        500.000        99.5012       0.227196                 NaN            NaN  0.163075       0.864789E-001  0.220330E-001            NaN            NaN
  1276.23        500.000        99.5060       0.225584                 NaN            NaN  0.161391       0.852718E-001  0.217091E-001            NaN            NaN
  1275.13        500.000        99.5118       0.222986                 NaN            NaN  0.159514       0.843139E-001  0.214014E-001            NaN            NaN
  1274.02        500.000        99.5161       0.221360                 NaN            NaN  0.158208       0.832376E-001  0.211045E-001            NaN            NaN
  1272.92        500.000        99.5223       0.219473                 NaN            NaN  0.155825       0.817036E-001  0.207189E-001            NaN            NaN
  1271.82        500.000        93.3641        1.19332                 NaN            NaN  0.883225       0.391805       0.152801        4.01478                 NaN
  1270.72        500.000        92.5595        1.32472                 NaN            NaN  0.974191       0.423678       0.168270        4.54967                 NaN
  1269.62        500.000        93.1697        1.22948                 NaN            NaN  0.898459       0.385016       0.153673        4.16366                 NaN
  1268.52        500.000        93.6774        1.14767                 NaN            NaN  0.835617       0.355719       0.141507        3.84212                 NaN
  1267.42        500.000        94.1230        1.07776                 NaN            NaN  0.779881       0.327366       0.130867        3.56115                 NaN
  1266.32        500.000        94.5047        1.01507                 NaN            NaN  0.732282       0.305411       0.121781        3.32079                 NaN
  1265.22        500.000        94.8480       0.960639                 NaN            NaN  0.688826       0.283382       0.113602        3.10552                 NaN
  1264.12        500.000        95.1482       0.911241                 NaN            NaN  0.650922       0.265177       0.106452        2.91805                 NaN
  1263.02        500.000        95.4219       0.866435                 NaN            NaN  0.616135       0.248063       0.999643E-001   2.74750                 NaN
  1261.92        500.000        95.6646       0.825652                 NaN            NaN  0.585217       0.233384       0.941749E-001   2.59695                 NaN
  1260.82        500.000        95.8823       0.790692                 NaN            NaN  0.557116       0.219224       0.889614E-001   2.46172                 NaN
  1259.72        500.000        96.0814       0.756580                 NaN            NaN  0.531491       0.207357       0.842219E-001   2.33897                 NaN
  1258.62        500.000        96.2638       0.726146                 NaN            NaN  0.507819       0.195599       0.798468E-001   2.22682                 NaN
  1257.52        500.000        96.4292       0.697780                 NaN            NaN  0.486282       0.185767       0.758916E-001   2.12509                 NaN
  1256.42        500.000        96.5825       0.671353                 NaN            NaN  0.466228       0.176377       0.722001E-001   2.03136                 NaN
  1255.32        500.000        96.7207       0.646986                 NaN            NaN  0.448005       0.168594       0.688769E-001   1.94680                 NaN
  1254.22        500.000        96.8525       0.623495                 NaN            NaN  0.430555       0.160928       0.657319E-001   1.86676                 NaN
  1253.12        500.000        96.9751       0.603482                 NaN            NaN  0.414218       0.152180       0.627073E-001   1.79228                 NaN
  1252.01        500.000        97.0860       0.582742                 NaN            NaN  0.399324       0.146529       0.600573E-001   1.72530                 NaN
  1250.91        500.000        97.1754       0.567201                 NaN            NaN  0.387268       0.139202       0.579052E-001   1.67298                 NaN
  1249.81        500.000        97.3114       0.544159                 NaN            NaN  0.368953       0.133234       0.544346E-001   1.58778                 NaN
  1248.71        500.000        97.3858       0.529440                 NaN            NaN  0.358692       0.128415       0.527498E-001   1.54495                 NaN
  1247.61        500.000        97.4725       0.512862                 NaN            NaN  0.346873       0.123827       0.506221E-001   1.49332                 NaN
  1246.51        500.000        97.5583       0.498595                 NaN            NaN  0.335026       0.117386       0.484998E-001   1.44223                 NaN
  1245.41        500.000        97.6338       0.482698                 NaN            NaN  0.324620       0.114884       0.467007E-001   1.39725                 NaN
  1244.31        500.000        97.7093       0.470910                 NaN            NaN  0.313987       0.108661       0.447477E-001   1.35236                 NaN
  1243.21        500.000        97.7796       0.456563                 NaN            NaN  0.304280       0.105594       0.430742E-001   1.31086                 NaN
  1242.11        500.000        97.8472       0.444146                 NaN            NaN  0.294807       0.101159       0.414006E-001   1.27124                 NaN
  1241.01        500.000        97.9139       0.431258                 NaN            NaN  0.285164       0.975332E-001  0.398041E-001   1.23232                 NaN
  1239.91        500.000        97.9705       0.422423                 NaN            NaN  0.277348       0.935667E-001  0.382807E-001   1.19788                 NaN
  1238.81        500.000        98.0293       0.409540                 NaN            NaN  0.268777       0.910334E-001  0.368927E-001   1.16441                 NaN
  1237.71        500.000        98.0866       0.398849                 NaN            NaN  0.260657       0.877582E-001  0.354815E-001   1.13067                 NaN
  1236.61        500.000        98.1386       0.389131                 NaN            NaN  0.253098       0.846791E-001  0.341700E-001   1.10029                 NaN
  1235.51        500.000        98.1895       0.379452                 NaN            NaN  0.245819       0.817105E-001  0.329019E-001   1.07066                 NaN
  1234.41        500.000        98.2364       0.366857                 NaN            NaN  0.238867       0.817133E-001  0.318733E-001   1.04425                 NaN
  1233.31        500.000        96.3227       0.518207                 NaN            NaN  0.606234       0.330128       0.921192E-001   2.13062                 NaN
  1232.21        500.000        99.6544       0.460324E-001            NaN            NaN  0.301494E-001  0.160885E-001  0.380842E-002  0.249499                 NaN
  1231.11        500.000        98.2828       0.625558                 NaN            NaN  0.266409       0.123008E-001  0.277914E-001  0.785182                 NaN
  1230.00        500.000        96.4802       0.399885       0.207337E-004            NaN  0.370894       0.571784E-001  0.450949E-001   2.64675                 NaN
  1228.90        500.000        98.8565       0.687260E-001  0.279125                 NaN  0.138034                 NaN  0.162311E-001  0.641411                 NaN
  1227.80        500.000        99.9142       0.620668E-001            NaN            NaN            NaN            NaN  0.104976E-001  0.132034E-001            NaN
  1226.70        500.000        99.1700       0.154023       0.161326                 NaN  0.101321                 NaN  0.133124E-001  0.399999                 NaN
  1225.60        500.000        99.2026       0.180698                 NaN            NaN  0.960391E-001  0.771156E-001  0.799520E-002  0.435516                 NaN
  1224.50        500.000        98.5626       0.327211                 NaN            NaN  0.179502       0.365097E-001  0.259687E-001  0.868168                 NaN
  1223.40        500.000        98.6719       0.327335                 NaN            NaN  0.164060       0.378302E-001  0.222659E-001  0.776643                 NaN
  1222.30        500.000        98.7937       0.135641                 NaN            NaN  0.178385       0.158189       0.174882E-001  0.716563                 NaN
  1221.20        500.000        98.5725       0.331257                 NaN            NaN  0.179786       0.358687E-001  0.243843E-001  0.856189                 NaN
  1220.10        500.000        97.5950       0.323557       0.204252                 NaN  0.313420       0.303582E-004  0.310020E-001   1.53271                 NaN
  1219.00        500.000        99.8087       0.367090E-001            NaN            NaN  0.226501E-001  0.103253       0.648250E-002  0.222272E-001            NaN
  1217.90        500.000        98.9230       0.243712                 NaN            NaN  0.147216       0.480335E-001  0.162451E-001  0.621796                 NaN
  1216.80        500.000        98.8228       0.235004                 NaN            NaN  0.153406       0.646316E-001  0.179327E-001  0.706254                 NaN
  1215.70        500.000        98.8251       0.251374                 NaN            NaN  0.151412       0.519875E-001  0.174226E-001  0.702753                 NaN
  1214.60        500.000        97.6270       0.111134       0.397200                 NaN  0.321785                 NaN  0.273727E-001   1.51546                 NaN
  1213.50        500.000        97.7641                 NaN            NaN            NaN  0.273064       0.230278       0.342066E-001   1.17478       0.523561     
  1212.40        500.000        99.4632       0.205846                 NaN            NaN  0.616959E-001  0.890486E-001            NaN  0.180214                 NaN
  1211.30        500.000        98.1105       0.307587                 NaN            NaN  0.149340                 NaN  0.117481E-001  0.797581       0.623246     
  1210.20        500.000        89.6959        1.11839                 NaN            NaN  0.845196       0.110260       0.605492E-001   4.10581        4.06386     
  1209.10        500.000        76.4582       0.900215        1.18374                 NaN   1.98917       0.587859       0.125172        9.23480        9.52080     
  1207.99        500.000        99.9951       0.329082E-003            NaN            NaN  0.434232E-003  0.216374E-003  0.257185E-004  0.194606E-002  0.198235E-002
  1206.89        500.000        99.9997                 NaN            NaN            NaN  0.223670E-004  0.920294E-006  0.153833E-005  0.122248E-003  0.163941E-003
  1205.79        500.000        73.0059        2.35681                 NaN            NaN   2.26109       0.614890       0.144755        10.6746        10.9420     
  1204.69        500.000        83.0106        1.20859                 NaN            NaN   1.44598       0.517823       0.969185E-001   6.90855        6.81151     
  1203.59        500.000        98.8636       0.134289                 NaN            NaN  0.859985E-001  0.238676E-001  0.613280E-002  0.415750       0.470393     
  1202.49        500.000        97.4378       0.328660                 NaN            NaN  0.181693       0.244468E-001  0.151384E-001  0.936212        1.07601     
  1201.39        500.000        87.1225       0.923778                 NaN            NaN   1.08984       0.386431       0.709685E-001   5.22418        5.18234     
  1200.29        500.000        91.2557       0.957486                 NaN            NaN  0.698337       0.151689       0.426388E-001   3.33443        3.55975     
  1199.19        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.09        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.99        500.000        82.4408        1.66827                 NaN            NaN   1.45173       0.308296       0.816399E-001   6.97775        7.07147     
  1195.89        500.000        91.9599       0.709600                 NaN            NaN  0.660257       0.148674       0.373656E-001   3.20711        3.27712     
  1194.79        500.000        86.6563       0.741776                 NaN            NaN   1.07826       0.373938       0.672346E-001   5.35493        5.72755     
  1193.69        500.000        99.3021       0.364018                 NaN            NaN  0.576132E-001            NaN  0.219965E-002  0.274092                 NaN
  1192.59        500.000        95.2382                 NaN            NaN            NaN  0.373689       0.132514       0.247204E-001   1.96665        2.26427     
  1191.49        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.303609E-005  0.308889E-005
  1190.39        500.000        75.1359        1.90790                 NaN            NaN   1.94097       0.579185       0.125287        10.3324        9.97840     
  1189.29        500.000        99.9994       0.216834E-004            NaN            NaN  0.475423E-004  0.171184E-004  0.297397E-005  0.258900E-003  0.272234E-003
  1188.19        500.000        86.1345       0.579003        1.18416                 NaN   1.07640                 NaN  0.461301E-001   5.81931        5.16049     
  1187.09        500.000        25.6747        6.86098                 NaN            NaN   5.47828                 NaN  0.245073        31.8031        29.9379     
  1185.98        500.000                 NaN   3.00824        4.60849                 NaN   7.15938       0.764547       0.391124        43.3188        40.7494     
  1184.88        500.000                 NaN   7.43971        1.53283       0.280888E-002   7.27168                 NaN  0.333394        42.9910        40.4285     
  1183.78        500.000                 NaN   7.49239        1.47717       0.742396E-002   7.27440                 NaN  0.332873        42.9864        40.4293     
  1182.68        500.000                 NaN   7.55061        1.42771       0.148263E-003   7.27706                 NaN  0.332358        42.9820        40.4301     
  1181.58        500.000                 NaN   7.39350       0.897330       0.691355        7.28103                 NaN  0.331322        42.9747        40.4308     
  1180.48        500.000                 NaN   1.12138        7.84324                 NaN   7.27564                 NaN  0.333705        42.9958        40.4302     
  1179.38        500.000                 NaN   7.72436        1.25911                 NaN   7.28528                 NaN  0.330726        42.9680        40.4325     
  1178.28        500.000                 NaN   1.03592        7.93334                 NaN   7.28153                 NaN  0.332410        42.9850        40.4318     
  1177.18        500.000                 NaN  0.989068        7.98272                 NaN   7.28457                 NaN  0.331729        42.9793        40.4326     
  1176.08        500.000                 NaN  0.941625        8.03262                 NaN   7.28759                 NaN  0.331043        42.9737        40.4335     
  1174.98        500.000                 NaN  0.890569        8.08632                 NaN   7.29071                 NaN  0.330327        42.9678        40.4343     
  1173.88        500.000                 NaN  0.836348        8.14331                 NaN   7.29388                 NaN  0.329586        42.9618        40.4351     
  1172.78        500.000                 NaN  0.778564        8.20399                 NaN   7.29712                 NaN  0.328818        42.9555        40.4360     
  1171.68        500.000                 NaN  0.716572        8.26904                 NaN   7.30044                 NaN  0.328020        42.9491        40.4368     
  1170.58        500.000                 NaN   5.52565       0.515456E-004            NaN   7.00591        1.97114       0.471769        43.7514        41.2741     
  1169.48        500.000                 NaN  0.575265        8.41707       0.350732E-004   7.30740                 NaN  0.326297        42.9354        40.4386     
