|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/Y98/Y98_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1393.98        500.000        98.6258       0.498295       0.317316                 NaN  0.387068       0.171479                 NaN            NaN            NaN
  1392.88        500.000        98.6429       0.493641       0.310189                 NaN  0.381788       0.171450                 NaN            NaN            NaN
  1391.78        500.000        98.6555       0.491101       0.301495                 NaN  0.378672       0.173245                 NaN            NaN            NaN
  1390.68        500.000        98.6706       0.486973       0.292497                 NaN  0.374985       0.174979                 NaN            NaN            NaN
  1389.58        500.000        98.6561       0.492819       0.294331                 NaN  0.379413       0.177349                 NaN            NaN            NaN
  1388.48        500.000        98.7254       0.268208       0.471699                 NaN  0.359300       0.175440                 NaN            NaN            NaN
  1387.38        500.000        98.7124       0.476144       0.270664                 NaN  0.363205       0.177605                 NaN            NaN            NaN
  1386.28        500.000        98.7216       0.474375       0.262580                 NaN  0.361104       0.180334                 NaN            NaN            NaN
  1385.18        500.000        98.7409       0.468395       0.254974                 NaN  0.355500       0.180251                 NaN            NaN            NaN
  1384.07        500.000        98.7288       0.250658       0.475242                 NaN  0.360490       0.184764                 NaN            NaN            NaN
  1382.97        500.000        98.7827       0.237323       0.458399                 NaN  0.342873       0.178751                 NaN            NaN            NaN
  1381.87        500.000        98.7743       0.461290       0.233947                 NaN  0.346647       0.183778                 NaN            NaN            NaN
  1380.77        500.000        98.7862       0.226853       0.458902                 NaN  0.343261       0.184832                 NaN            NaN            NaN
  1379.67        500.000        98.7976       0.456124       0.219640                 NaN  0.340399       0.186259                 NaN            NaN            NaN
  1378.57        500.000        98.8105       0.213116       0.453028                 NaN  0.336608       0.186720                 NaN            NaN            NaN
  1377.47        500.000        98.8190       0.206643       0.451052                 NaN  0.334644       0.188710                 NaN            NaN            NaN
  1376.37        500.000        98.8322       0.199301       0.448071                 NaN  0.331166       0.189246                 NaN            NaN            NaN
  1375.27        500.000        98.8436       0.445679       0.194500                 NaN  0.327226       0.188971                 NaN            NaN            NaN
  1374.17        500.000        98.8539       0.442851       0.187833                 NaN  0.324769       0.190643                 NaN            NaN            NaN
  1373.07        500.000        98.8608       0.442395       0.181877                 NaN  0.322931       0.192044                 NaN            NaN            NaN
  1371.97        500.000        98.8760       0.437842       0.175889                 NaN  0.318480       0.191785                 NaN            NaN            NaN
  1370.87        500.000        98.8850       0.435847       0.169422                 NaN  0.316249       0.193495                 NaN            NaN            NaN
  1369.77        500.000        98.8943       0.433697       0.164480                 NaN  0.313538       0.193985                 NaN            NaN            NaN
  1368.67        500.000        98.9033       0.158705       0.432093                 NaN  0.311090       0.194845                 NaN            NaN            NaN
  1367.57        500.000        98.9148       0.428874       0.153240                 NaN  0.307777       0.195277                 NaN            NaN            NaN
  1366.47        500.000        98.9216       0.427409       0.146956                 NaN  0.306204       0.197869                 NaN            NaN            NaN
  1365.37        500.000        98.9356       0.423290       0.143711                 NaN  0.301780       0.195631                 NaN            NaN            NaN
  1364.27        500.000        98.9417       0.423336       0.137852                 NaN  0.300133       0.197022                 NaN            NaN            NaN
  1363.17        500.000        98.9503       0.421009       0.133036                 NaN  0.297760       0.197929                 NaN            NaN            NaN
  1362.06        500.000        98.9598       0.128052       0.418737                 NaN  0.295058       0.198382                 NaN            NaN            NaN
  1360.96        500.000        98.9684       0.122612       0.417466                 NaN  0.292673       0.198845                 NaN            NaN            NaN
  1359.86        500.000        98.9760       0.416508       0.116864                 NaN  0.290766       0.199852                 NaN            NaN            NaN
  1358.76        500.000        98.9874       0.412629       0.113804                 NaN  0.287064       0.199077                 NaN            NaN            NaN
  1357.66        500.000        98.9928       0.411136       0.110587                 NaN  0.285732       0.199734                 NaN            NaN            NaN
  1356.56        500.000        99.0026       0.409638       0.104253                 NaN  0.282925       0.200626                 NaN            NaN            NaN
  1355.46        500.000        99.0119       0.407694       0.998612E-001            NaN  0.280085       0.200451                 NaN            NaN            NaN
  1354.36        500.000        99.0180       0.963823E-001  0.406444                 NaN  0.278392       0.200767                 NaN            NaN            NaN
  1353.26        500.000        99.0259       0.404432       0.925243E-001            NaN  0.276079       0.201053                 NaN            NaN            NaN
  1352.16        500.000        99.0338       0.402783       0.887169E-001            NaN  0.273670       0.200983                 NaN            NaN            NaN
  1351.06        500.000        99.0411       0.854844E-001  0.401055                 NaN  0.271499       0.200859                 NaN            NaN            NaN
  1349.96        500.000        99.0481       0.815900E-001  0.399983                 NaN  0.269417       0.200941                 NaN            NaN            NaN
  1348.86        500.000        99.0558       0.397844       0.784178E-001            NaN  0.267088       0.200811                 NaN            NaN            NaN
  1347.76        500.000        99.0633       0.396098       0.749803E-001            NaN  0.264862       0.200770                 NaN            NaN            NaN
  1346.66        500.000        99.0701       0.394760       0.715552E-001            NaN  0.262817       0.200774                 NaN            NaN            NaN
  1345.56        500.000        99.0762       0.696108E-001  0.392886                 NaN  0.260950       0.200337                 NaN            NaN            NaN
  1344.46        500.000        97.5318        1.13236       0.977932E-002            NaN  0.708329       0.617784                 NaN            NaN            NaN
  1343.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.26        500.000        99.7679       0.528544E-001  0.122114                 NaN  0.570705E-001  0.416119E-004            NaN            NaN            NaN
  1341.16        500.000        99.1043       0.102753       0.373051                 NaN  0.248574       0.171296                 NaN            NaN            NaN
  1340.05        500.000        99.1106       0.385650       0.542285E-001            NaN  0.250575       0.198990                 NaN            NaN            NaN
  1338.95        500.000        99.1174       0.383647       0.537189E-001            NaN  0.248092       0.197121                 NaN            NaN            NaN
  1337.85        500.000        99.1234       0.382336       0.508628E-001            NaN  0.246405       0.197045                 NaN            NaN            NaN
  1336.75        500.000        99.1296       0.486623E-001  0.380848                 NaN  0.244396       0.196469                 NaN            NaN            NaN
  1335.65        500.000        99.1358       0.467966E-001  0.379305                 NaN  0.242467       0.195621                 NaN            NaN            NaN
  1334.55        500.000        99.1416       0.377750       0.452334E-001            NaN  0.240559       0.194860                 NaN            NaN            NaN
  1333.45        500.000        99.1486       0.376108       0.424050E-001            NaN  0.238530       0.194319                 NaN            NaN            NaN
  1332.35        500.000        99.1535       0.415772E-001  0.374873                 NaN  0.236816       0.193262                 NaN            NaN            NaN
  1331.25        500.000        99.1584       0.373734       0.407969E-001            NaN  0.235069       0.192001                 NaN            NaN            NaN
  1330.15        500.000        99.1652       0.394268E-001  0.371698                 NaN  0.232856       0.190785                 NaN            NaN            NaN
  1329.05        500.000        99.0980       0.417704                 NaN            NaN  0.247701       0.204845       0.317626E-001            NaN            NaN
  1327.95        500.000        98.9997       0.458072                 NaN            NaN  0.266675       0.200967       0.746057E-001            NaN            NaN
  1326.85        500.000        99.0106       0.451790                 NaN            NaN  0.264095       0.199845       0.736546E-001            NaN            NaN
  1325.75        500.000        99.0217       0.447438                 NaN            NaN  0.260754       0.197799       0.723032E-001            NaN            NaN
  1324.65        500.000        99.0299       0.443351                 NaN            NaN  0.258605       0.196791       0.713918E-001            NaN            NaN
  1323.55        500.000        99.0388       0.437626                 NaN            NaN  0.256330       0.196757       0.704637E-001            NaN            NaN
  1322.45        500.000        99.0503       0.432994                 NaN            NaN  0.253208       0.194160       0.693126E-001            NaN            NaN
  1321.35        500.000        99.0577       0.430336                 NaN            NaN  0.251203       0.192386       0.684086E-001            NaN            NaN
  1320.25        500.000        99.0687       0.425097                 NaN            NaN  0.248019       0.190888       0.672867E-001            NaN            NaN
  1319.15        500.000        99.0764       0.417636                 NaN            NaN  0.246820       0.192350       0.667753E-001            NaN            NaN
  1318.04        500.000        99.0910       0.414464                 NaN            NaN  0.241904       0.187567       0.651106E-001            NaN            NaN
  1316.94        500.000        99.0964       0.411389                 NaN            NaN  0.240775       0.186913       0.645195E-001            NaN            NaN
  1315.84        500.000        99.1055       0.406966                 NaN            NaN  0.238346       0.185530       0.636143E-001            NaN            NaN
  1314.74        500.000        99.1138       0.403443                 NaN            NaN  0.236002       0.184024       0.627037E-001            NaN            NaN
  1313.64        500.000        99.1201       0.402700                 NaN            NaN  0.234794       0.180206       0.621704E-001            NaN            NaN
  1312.54        500.000        99.1373       0.394151                 NaN            NaN  0.229256       0.178790       0.604692E-001            NaN            NaN
  1311.44        500.000        99.1406       0.389619                 NaN            NaN  0.228924       0.180779       0.601076E-001            NaN            NaN
  1310.34        500.000        99.1358       0.388251                 NaN            NaN  0.231976       0.182967       0.609687E-001            NaN            NaN
  1309.24        500.000        99.1694       0.378919                 NaN            NaN  0.219575       0.175239       0.568856E-001            NaN            NaN
  1308.14        500.000        99.1645       0.379179                 NaN            NaN  0.222400       0.176245       0.576896E-001            NaN            NaN
  1307.04        500.000        99.1733       0.376239                 NaN            NaN  0.219855       0.173828       0.567747E-001            NaN            NaN
  1305.94        500.000        99.1804       0.373048                 NaN            NaN  0.217868       0.172648       0.560249E-001            NaN            NaN
  1304.84        500.000        99.1880       0.369269                 NaN            NaN  0.215812       0.171682       0.552773E-001            NaN            NaN
  1303.74        500.000        99.1948       0.365055                 NaN            NaN  0.214502       0.170895       0.547868E-001            NaN            NaN
  1302.64        500.000        99.2056       0.363073                 NaN            NaN  0.210524       0.167320       0.534509E-001            NaN            NaN
  1301.54        500.000        99.2116       0.359415                 NaN            NaN  0.209334       0.166670       0.529867E-001            NaN            NaN
  1300.44        500.000        99.2187       0.356683                 NaN            NaN  0.207367       0.164977       0.522470E-001            NaN            NaN
  1299.34        500.000        99.2264       0.353330                 NaN            NaN  0.205267       0.163454       0.515573E-001            NaN            NaN
  1298.24        500.000        99.2328       0.350700                 NaN            NaN  0.203406       0.162190       0.509037E-001            NaN            NaN
  1297.14        500.000        99.2414       0.347041                 NaN            NaN  0.201039       0.160417       0.500817E-001            NaN            NaN
  1296.03        500.000        99.2481       0.343768                 NaN            NaN  0.199248       0.159413       0.494232E-001            NaN            NaN
  1294.93        500.000        99.2545       0.340960                 NaN            NaN  0.197511       0.158185       0.487957E-001            NaN            NaN
  1293.83        500.000        99.2621       0.338083                 NaN            NaN  0.195346       0.156395       0.480773E-001            NaN            NaN
  1292.73        500.000        99.2691       0.335005                 NaN            NaN  0.193493       0.155010       0.474357E-001            NaN            NaN
  1291.63        500.000        99.2758       0.331700                 NaN            NaN  0.191781       0.153857       0.468713E-001            NaN            NaN
  1290.53        500.000        99.2837       0.329429                 NaN            NaN  0.189362       0.151467       0.460475E-001            NaN            NaN
  1289.43        500.000        99.2898       0.326800                 NaN            NaN  0.187780       0.150141       0.454869E-001            NaN            NaN
  1288.33        500.000        99.2966       0.324347                 NaN            NaN  0.185850       0.148333       0.448414E-001            NaN            NaN
  1287.23        500.000        99.3026       0.321577                 NaN            NaN  0.184321       0.147189       0.442781E-001            NaN            NaN
  1286.13        500.000        99.3096       0.320147                 NaN            NaN  0.182127       0.144516       0.435749E-001            NaN            NaN
  1285.03        500.000        99.3164       0.316217                 NaN            NaN  0.180353       0.144039       0.429946E-001            NaN            NaN
  1283.93        500.000        99.3190       0.312722                 NaN            NaN  0.180132       0.145376       0.427814E-001            NaN            NaN
  1282.83        500.000        99.3305       0.310755                 NaN            NaN  0.176371       0.140572       0.417554E-001            NaN            NaN
  1281.73        500.000        99.3354       0.309984                 NaN            NaN  0.174672       0.138847       0.411147E-001            NaN            NaN
  1280.63        500.000        99.3407       0.306484                 NaN            NaN  0.173629       0.138508       0.407271E-001            NaN            NaN
  1279.53        500.000        99.3470       0.304640                 NaN            NaN  0.171868       0.136347       0.401213E-001            NaN            NaN
  1278.43        500.000        99.3533       0.301901                 NaN            NaN  0.170125       0.135116       0.395715E-001            NaN            NaN
  1277.33        500.000        99.3594       0.299537                 NaN            NaN  0.168440       0.133602       0.390037E-001            NaN            NaN
  1276.23        500.000        99.3650       0.297774                 NaN            NaN  0.166858       0.131932       0.384673E-001            NaN            NaN
  1275.13        500.000        99.3717       0.294668                 NaN            NaN  0.165074       0.130620       0.379586E-001            NaN            NaN
  1274.02        500.000        99.3766       0.292931                 NaN            NaN  0.163876       0.129145       0.374677E-001            NaN            NaN
  1272.92        500.000        99.3840       0.290729                 NaN            NaN  0.161559       0.126936       0.368183E-001            NaN            NaN
  1271.82        500.000        92.7803        1.57661                 NaN            NaN  0.912160       0.607819       0.270479        3.85266                 NaN
  1270.72        500.000        91.9163        1.75314                 NaN            NaN   1.00645       0.658661       0.297968        4.36743                 NaN
  1269.62        500.000        92.5626        1.63175                 NaN            NaN  0.929624       0.600531       0.272539        4.00296                 NaN
  1268.52        500.000        93.0994        1.52736                 NaN            NaN  0.865885       0.556729       0.251337        3.69930                 NaN
  1267.42        500.000        93.5718        1.43823                 NaN            NaN  0.809330       0.513993       0.232788        3.43386                 NaN
  1266.32        500.000        93.9760        1.35816                 NaN            NaN  0.761049       0.481035       0.216947        3.20680                 NaN
  1265.22        500.000        94.3408        1.28862                 NaN            NaN  0.716942       0.447652       0.202678        3.00333                 NaN
  1264.12        500.000        94.6596        1.22547                 NaN            NaN  0.678484       0.420100       0.190202        2.82616                 NaN
  1263.02        500.000        94.9508        1.16816                 NaN            NaN  0.643166       0.394058       0.178876        2.66489                 NaN
  1261.92        500.000        95.2092        1.11591                 NaN            NaN  0.611784       0.371787       0.168765        2.52254                 NaN
  1260.82        500.000        95.4410        1.07128                 NaN            NaN  0.583255       0.350123       0.159656        2.39468                 NaN
  1259.72        500.000        95.6532        1.02752                 NaN            NaN  0.557239       0.332047       0.151373        2.27858                 NaN
  1258.62        500.000        95.8480       0.988572                 NaN            NaN  0.533194       0.314007       0.143720        2.17248                 NaN
  1257.52        500.000        96.0245       0.952151                 NaN            NaN  0.511320       0.298978       0.136801        2.07623                 NaN
  1256.42        500.000        96.1884       0.918207                 NaN            NaN  0.490943       0.284569       0.130337        1.98753                 NaN
  1255.32        500.000        96.3360       0.886852                 NaN            NaN  0.472434       0.272690       0.124519        1.90755                 NaN
  1254.22        500.000        96.4771       0.856563                 NaN            NaN  0.454689       0.260900       0.119007        1.83177                 NaN
  1253.12        500.000        96.6087       0.831004                 NaN            NaN  0.438066       0.247298       0.113696        1.76122                 NaN
  1252.01        500.000        96.7274       0.804097                 NaN            NaN  0.422919       0.238680       0.109049        1.69783                 NaN
  1250.91        500.000        96.8236       0.784430                 NaN            NaN  0.410732       0.227255       0.105292        1.64868                 NaN
  1249.81        500.000        96.9698       0.754195                 NaN            NaN  0.391877       0.217981       0.991263E-001   1.56700                 NaN
  1248.71        500.000        97.0496       0.735294                 NaN            NaN  0.381514       0.210572       0.961945E-001   1.52687                 NaN
  1247.61        500.000        97.1429       0.713723                 NaN            NaN  0.369464       0.203498       0.924466E-001   1.47794                 NaN
  1246.51        500.000        97.2359       0.695417                 NaN            NaN  0.357350       0.193295       0.886972E-001   1.42939                 NaN
  1245.41        500.000        97.3169       0.674457                 NaN            NaN  0.346735       0.189605       0.855277E-001   1.38676                 NaN
  1244.31        500.000        97.3989       0.659452                 NaN            NaN  0.335848       0.179699       0.820669E-001   1.34409                 NaN
  1243.21        500.000        97.4748       0.640557                 NaN            NaN  0.325916       0.174983       0.791086E-001   1.30464                 NaN
  1242.11        500.000        97.5483       0.624384                 NaN            NaN  0.316207       0.167972       0.761412E-001   1.26698                 NaN
  1241.01        500.000        97.6209       0.607442                 NaN            NaN  0.306285       0.162244       0.733069E-001   1.22987                 NaN
  1239.91        500.000        97.6818       0.596208                 NaN            NaN  0.298295       0.155985       0.705979E-001   1.19712                 NaN
  1238.81        500.000        97.7460       0.579084                 NaN            NaN  0.289469       0.152048       0.681318E-001   1.16527                 NaN
  1237.71        500.000        97.8084       0.564989                 NaN            NaN  0.281103       0.146860       0.656151E-001   1.13304                 NaN
  1236.61        500.000        97.8651       0.552259                 NaN            NaN  0.273316       0.141977       0.632752E-001   1.10407                 NaN
  1235.51        500.000        97.9206       0.539518                 NaN            NaN  0.265809       0.137254       0.610088E-001   1.07577                 NaN
  1234.41        500.000        97.9717       0.522343                 NaN            NaN  0.258633       0.137516       0.591805E-001   1.05061                 NaN
  1233.31        500.000        95.7415       0.734058                 NaN            NaN  0.656354       0.553800       0.171032        2.14323                 NaN
  1232.21        500.000        99.6144       0.658731E-001            NaN            NaN  0.328358E-001  0.272669E-001  0.711295E-002  0.252488                 NaN
  1231.11        500.000        97.9474       0.896439                 NaN            NaN  0.289786       0.208221E-001  0.518421E-001  0.793709                 NaN
  1230.00        500.000        96.1639       0.574878       0.302669E-004            NaN  0.403773       0.951721E-001  0.841908E-001   2.67806                 NaN
  1228.90        500.000        98.6639       0.984630E-001  0.406244                 NaN  0.150618                 NaN  0.303733E-001  0.650365                 NaN
  1227.80        500.000        99.8781       0.888287E-001            NaN            NaN            NaN            NaN  0.196805E-001  0.134119E-001            NaN
  1226.70        500.000        99.0008       0.225799       0.231613                 NaN  0.110710                 NaN  0.249467E-001  0.406083                 NaN
  1225.60        500.000        99.0456       0.259857                 NaN            NaN  0.105051       0.131862       0.149987E-001  0.442675                 NaN
  1224.50        500.000        98.3387       0.470958                 NaN            NaN  0.196422       0.624866E-001  0.487364E-001  0.882738                 NaN
  1223.40        500.000        98.4511       0.471906                 NaN            NaN  0.179732       0.648425E-001  0.418359E-001  0.790601                 NaN
  1222.30        500.000        98.5735       0.196105                 NaN            NaN  0.195698       0.271298       0.329054E-001  0.730465                 NaN
  1221.20        500.000        98.3414       0.479758                 NaN            NaN  0.197441       0.618048E-001  0.459295E-001  0.873651                 NaN
  1220.10        500.000        97.2615       0.467484       0.303268                 NaN  0.344340       0.521578E-004  0.584194E-001   1.56493                 NaN
  1219.00        500.000        99.7087       0.534062E-001            NaN            NaN  0.249663E-001  0.177919       0.122557E-001  0.227670E-001            NaN
  1217.90        500.000        98.7311       0.356082                 NaN            NaN  0.162292       0.827921E-001  0.307173E-001  0.636983                 NaN
  1216.80        500.000        98.6185       0.342454                 NaN            NaN  0.169288       0.111594       0.339432E-001  0.724234                 NaN
  1215.70        500.000        98.6210       0.367302                 NaN            NaN  0.167276       0.898931E-001  0.330153E-001  0.721470                 NaN
  1214.60        500.000        97.2841       0.161767       0.590350                 NaN  0.355567                 NaN  0.518814E-001   1.55629                 NaN
  1213.50        500.000        97.4834                 NaN            NaN            NaN  0.302269       0.399999       0.649506E-001   1.20844       0.540967     
  1212.40        500.000        99.2900       0.300716                 NaN            NaN  0.684583E-001  0.155054                 NaN  0.185821                 NaN
  1211.30        500.000        97.8952       0.449215                 NaN            NaN  0.165683                 NaN  0.223575E-001  0.822217       0.645378     
  1210.20        500.000        88.7659        1.62619                 NaN            NaN  0.930198       0.190223       0.114311        4.19869        4.17447     
  1209.10        500.000        74.6442        1.27816        1.69175                 NaN   2.16229        1.00413       0.233410        9.32668        9.65938     
  1207.99        500.000        99.9945       0.480898E-003            NaN            NaN  0.483489E-003  0.378031E-003  0.491231E-004  0.201271E-002  0.206001E-002
  1206.89        500.000        99.9997                 NaN            NaN            NaN  0.249041E-004  0.160810E-005  0.293830E-005  0.126366E-003  0.170359E-003
  1205.79        500.000        71.0353        3.36553                 NaN            NaN   2.45278        1.04681       0.269378        10.7527        11.0775     
  1204.69        500.000        81.5971        1.73183                 NaN            NaN   1.58619       0.892655       0.182388        7.03664        6.97320     
  1203.59        500.000        98.7341       0.196940                 NaN            NaN  0.958612E-001  0.418097E-001  0.117277E-001  0.430215       0.489325     
  1202.49        500.000        97.1607       0.480302                 NaN            NaN  0.202263       0.427685E-001  0.289111E-001  0.967284        1.11781     
  1201.39        500.000        85.9858        1.33080                 NaN            NaN   1.20184       0.668832       0.134265        5.34547        5.33303     
  1200.29        500.000        90.3817        1.39343                 NaN            NaN  0.773558       0.264071       0.810313E-001   3.42658        3.67961     
  1199.19        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.09        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.99        500.000        80.9350        2.41338                 NaN            NaN   1.59638       0.532800       0.154025        7.11260        7.25579     
  1195.89        500.000        91.1972        1.03636                 NaN            NaN  0.733838       0.259711       0.712530E-001   3.30311        3.39856     
  1194.79        500.000        85.5570        1.06843                 NaN            NaN   1.19324       0.650403       0.127659        5.48927        5.91399     
  1193.69        500.000        99.1157       0.531378                 NaN            NaN  0.645291E-001            NaN  0.422712E-002  0.284210                 NaN
  1192.59        500.000        94.9104                 NaN            NaN            NaN  0.417475       0.232688       0.473847E-001   2.03197        2.36012     
  1191.49        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.314757E-005  0.323067E-005
  1190.39        500.000        73.2700        2.71240                 NaN            NaN   2.12613       0.997227       0.235478        10.4612        10.1976     
  1189.29        500.000        99.9993       0.316120E-004            NaN            NaN  0.534031E-004  0.302250E-004  0.573200E-005  0.268565E-003  0.285288E-003
  1188.19        500.000        84.8566       0.837426        1.73721                 NaN   1.19345                 NaN  0.877614E-001   5.94969        5.33786     
  1187.09        500.000        24.0070        9.55356                 NaN            NaN   5.76865                 NaN  0.442814        30.8185        29.4095     
  1185.98        500.000                 NaN   4.02892        6.31535                 NaN   7.38734        1.24009       0.692513        41.1111        39.2247     
  1184.88        500.000                 NaN   10.1822        2.05118       0.381201E-002   7.49923                 NaN  0.589993        40.7793        38.8942     
  1183.78        500.000                 NaN   10.2527        1.97633       0.100737E-001   7.50206                 NaN  0.589082        40.7755        38.8943     
  1182.68        500.000                 NaN   10.3309        1.90984       0.201150E-003   7.50484                 NaN  0.588181        40.7717        38.8944     
  1181.58        500.000                 NaN   10.1141        1.20012       0.931026        7.50895                 NaN  0.586358        40.7652        38.8942     
  1180.48        500.000                 NaN   1.50121        10.7276                 NaN   7.50331                 NaN  0.590579        40.7849        38.8924     
  1179.38        500.000                 NaN   10.5634        1.68338                 NaN   7.51342                 NaN  0.585327        40.7600        38.8945     
  1178.28        500.000                 NaN   1.38687        10.8471                 NaN   7.50946                 NaN  0.588309        40.7757        38.8925     
  1177.18        500.000                 NaN   1.32418        10.9126                 NaN   7.51263                 NaN  0.587115        40.7708        38.8926     
  1176.08        500.000                 NaN   1.26069        10.9789                 NaN   7.51579                 NaN  0.585912        40.7660        38.8927     
  1174.98        500.000                 NaN   1.19237        11.0502                 NaN   7.51904                 NaN  0.584656        40.7610        38.8928     
  1173.88        500.000                 NaN   1.11980        11.1258                 NaN   7.52234                 NaN  0.583356        40.7558        38.8929     
  1172.78        500.000                 NaN   1.04246        11.2064                 NaN   7.52572                 NaN  0.582009        40.7504        38.8930     
  1171.68        500.000                 NaN  0.959477        11.2927                 NaN   7.52918                 NaN  0.580606        40.7448        38.8932     
  1170.58        500.000                 NaN   7.40939       0.705060E-004            NaN   7.23568        3.20094       0.836245        41.5637        39.7539     
  1169.48        500.000                 NaN  0.770308        11.4893       0.468180E-004   7.53644                 NaN  0.577580        40.7329        38.8935     
  1168.38        500.000                 NaN   11.5415       0.729378                 NaN   7.54391                 NaN  0.574012        40.7164        38.8948     
  1167.28        500.000                 NaN  0.787751        11.4878                 NaN   7.54783                 NaN  0.572077        40.7098        38.8947     
