|6.6.6
Archiving\03_Data\eq/QFM_m0.75/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1685       0.831480                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1685       0.831478                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1685       0.831476                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1685       0.831474                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1685       0.831472                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1685       0.831470                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1685       0.831468                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1685       0.831466                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1685       0.831464                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1685       0.831462                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1685       0.831460                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1685       0.831458                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1685       0.831455                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1685       0.831453                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1685       0.831451                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1686       0.831449                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1686       0.831447                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1686       0.831444                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1686       0.831442                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1686       0.831440                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1686       0.831437                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1686       0.831435                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1686       0.831433                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1686       0.831430                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1686       0.831428                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1686       0.831425                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1686       0.831423                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1686       0.831420                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1686       0.831418                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1686       0.831415                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1686       0.831413                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1686       0.831410                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1686       0.831407                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1686       0.831405                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1686       0.831402                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1686       0.831399                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1686       0.831396                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1686       0.831393                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1686       0.831391                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1686       0.831388                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1686       0.831385                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1686       0.831382                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1686       0.831379                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1686       0.831376                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1686       0.831373                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1686       0.831370                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1686       0.831367                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1686       0.831364                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1686       0.831361                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1686       0.831357                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1686       0.831354                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1686       0.831351                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1687       0.831348                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1536       0.831344       0.150997E-001            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1314       0.831340       0.372136E-001            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1096       0.831336       0.590573E-001            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0878       0.831331       0.809008E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0668       0.831327       0.101851                 NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0459       0.831323       0.122800                 NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0249       0.831318       0.143749                 NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0040       0.831314       0.164698                 NaN            NaN            NaN            NaN
  1804.49        2500.00        98.9830       0.831310       0.185647                 NaN            NaN            NaN            NaN
  1801.28        2500.00        98.9621       0.831305       0.206596                 NaN            NaN            NaN            NaN
  1798.08        2500.00        98.9412       0.831301       0.227544                 NaN            NaN            NaN            NaN
  1794.87        2500.00        98.9202       0.831296       0.248493                 NaN            NaN            NaN            NaN
