|6.6.6
Archiving\03_Data\frac/QFM_m4.25/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1862.16        2500.00        99.4079                 NaN            NaN            NaN  0.581678       0.104235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4113                 NaN            NaN            NaN  0.578375       0.103275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4303                 NaN            NaN            NaN  0.559718       0.100311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3942                 NaN            NaN            NaN  0.595140       0.106575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4159                 NaN            NaN            NaN  0.573856       0.102515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2317                 NaN            NaN            NaN  0.754779       0.134755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.6014                 NaN            NaN            NaN  0.391638       0.693690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4174                 NaN            NaN            NaN  0.572351       0.102121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4208                 NaN            NaN            NaN  0.569101       0.101102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4208                 NaN            NaN            NaN  0.569051       0.101061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4217                 NaN            NaN            NaN  0.568221       0.100897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4189                 NaN            NaN            NaN  0.571025       0.101158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4249                 NaN            NaN            NaN  0.565109       0.998131E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1852                 NaN            NaN            NaN  0.800732       0.140702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6710                 NaN            NaN            NaN  0.323378       0.564383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4105                 NaN            NaN            NaN  0.579345       0.102028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4220                 NaN            NaN            NaN  0.567986       0.100225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4260                 NaN            NaN            NaN  0.564190       0.982931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4801                 NaN            NaN            NaN  0.510993       0.893898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3701                 NaN            NaN            NaN  0.619119       0.107497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4253                 NaN            NaN            NaN  0.564947       0.979079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4237                 NaN            NaN            NaN  0.566476       0.979856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4233                 NaN            NaN            NaN  0.566929       0.975637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.9180                 NaN            NaN            NaN  0.809995E-001  0.996759E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        98.9292                 NaN            NaN            NaN   1.05235       0.184196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4223                 NaN            NaN            NaN  0.568060       0.968304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4208                 NaN            NaN            NaN  0.569574       0.966466E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.9736                 NaN            NaN            NaN  0.259059E-001  0.456397E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.8682                 NaN            NaN            NaN   1.11303       0.187623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4183                 NaN            NaN            NaN  0.572081       0.959711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4172                 NaN            NaN            NaN  0.573237       0.958692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4153                 NaN            NaN            NaN  0.575160       0.958566E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4169                 NaN            NaN            NaN  0.573580       0.950183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4142                 NaN            NaN            NaN  0.576251       0.950992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4126                 NaN            NaN            NaN  0.577931       0.948640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4112                 NaN            NaN            NaN  0.579294       0.947015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4097                 NaN            NaN            NaN  0.580839       0.945085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.0352                 NaN            NaN            NaN  0.949316       0.154914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.7787                 NaN            NaN            NaN  0.218094       0.321542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4032                 NaN            NaN            NaN  0.587374       0.940962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4039                 NaN            NaN            NaN  0.586749       0.934689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4020                 NaN            NaN            NaN  0.588633       0.933472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3994                 NaN            NaN            NaN  0.591269       0.934235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3984                 NaN            NaN            NaN  0.592307       0.931921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3963                 NaN            NaN            NaN  0.594400       0.932078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3952                 NaN            NaN            NaN  0.595533       0.924977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3919                 NaN            NaN            NaN  0.598819       0.926534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4010                 NaN            NaN            NaN  0.589826       0.921720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3784                 NaN            NaN            NaN  0.612375       0.923202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3860                 NaN            NaN            NaN  0.604773       0.921580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3852                 NaN            NaN            NaN  0.605652       0.917749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3827                 NaN            NaN            NaN  0.608110       0.917386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3803                 NaN            NaN            NaN  0.610533       0.917108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3793                 NaN            NaN            NaN  0.611522       0.915541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4550                 NaN            NaN            NaN  0.537016       0.794918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2960                 NaN            NaN            NaN  0.693726       0.102701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3751                 NaN            NaN            NaN  0.615838       0.909230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3699                 NaN            NaN            NaN  0.621018       0.912639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3735                 NaN            NaN            NaN  0.617508       0.900726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3648                 NaN            NaN            NaN  0.626063       0.910346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3717                 NaN            NaN            NaN  0.619343       0.896411E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3664                 NaN            NaN            NaN  0.624567       0.900735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3645                 NaN            NaN            NaN  0.626512       0.899176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3609                 NaN            NaN            NaN  0.630101       0.901337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3627                 NaN            NaN            NaN  0.628383       0.896063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2311                 NaN            NaN            NaN  0.758079       0.108248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4943                 NaN            NaN            NaN  0.498626       0.703245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3608                 NaN            NaN            NaN  0.630291       0.890720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3578                 NaN            NaN            NaN  0.633330       0.891662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3381                 NaN            NaN            NaN  0.652834       0.911320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3781                 NaN            NaN            NaN  0.613300       0.859768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3586                 NaN            NaN            NaN  0.632586       0.881582E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3589                 NaN            NaN            NaN  0.632266       0.880112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3564                 NaN            NaN            NaN  0.634833       0.879352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3579                 NaN            NaN            NaN  0.633334       0.881070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3560                 NaN            NaN            NaN  0.635249       0.871266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3614                 NaN            NaN            NaN  0.629940       0.867913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3599                 NaN            NaN            NaN  0.631374       0.870240E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3607                 NaN            NaN            NaN  0.630574       0.868547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3611                 NaN            NaN            NaN  0.630250       0.866119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3635                 NaN            NaN            NaN  0.627859       0.862214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3639                 NaN            NaN            NaN  0.627510       0.861058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3663                 NaN            NaN            NaN  0.625163       0.857659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3643                 NaN            NaN            NaN  0.627136       0.858540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3701                 NaN            NaN            NaN  0.621360       0.849438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.1109                 NaN            NaN            NaN  0.876997       0.120918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.6381                 NaN            NaN            NaN  0.356984       0.487289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3765                 NaN            NaN            NaN  0.615054       0.842336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9951                 NaN            NaN            NaN  0.494986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.7668                 NaN            NaN            NaN   1.21648       0.167627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3827                 NaN            NaN            NaN  0.608977       0.834975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3856                 NaN            NaN            NaN  0.606044       0.832949E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3902                 NaN            NaN            NaN  0.601569       0.827564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3933                 NaN            NaN            NaN  0.598412       0.824205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3955                 NaN            NaN            NaN  0.596271       0.821531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3990                 NaN            NaN            NaN  0.592853       0.819010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4029                 NaN            NaN            NaN  0.588952       0.813610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2216                 NaN            NaN            NaN  0.476226       0.425286E-002  0.297951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7398                 NaN            NaN            NaN  0.184286                 NaN   1.07591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3400                 NaN            NaN            NaN  0.999889E-001  0.864282E-003  0.559109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.2113                 NaN            NaN            NaN  0.262568                 NaN   1.52613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        97.6809                 NaN            NaN            NaN  0.301084                 NaN   2.01803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.9323                 NaN            NaN            NaN  0.149967E-001            NaN  0.526603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8519                 NaN            NaN            NaN  0.166930                 NaN  0.981187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8645                 NaN            NaN            NaN  0.165136                 NaN  0.970366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8825                 NaN            NaN            NaN  0.162471                 NaN  0.955023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.9020                 NaN            NaN            NaN  0.153740                 NaN  0.944309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9158                 NaN            NaN            NaN  0.159732                 NaN  0.924468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9377                 NaN            NaN            NaN  0.153304                 NaN  0.909043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9542                 NaN            NaN            NaN  0.147851                 NaN  0.897918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9694                 NaN            NaN            NaN  0.147500                 NaN  0.883082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9846                 NaN            NaN            NaN  0.142344                 NaN  0.873029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0019                 NaN            NaN            NaN  0.139987                 NaN  0.858082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0155                 NaN            NaN            NaN  0.136299                 NaN  0.848213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0318                 NaN            NaN            NaN  0.138104                 NaN  0.830054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.3921                 NaN            NaN            NaN  0.817490E-001            NaN  0.526151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7123                 NaN            NaN            NaN  0.176948                 NaN   1.11079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0721                 NaN            NaN            NaN  0.125503                 NaN  0.802406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0783                 NaN            NaN            NaN  0.122877                 NaN  0.798833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0986                 NaN            NaN            NaN  0.115497                 NaN  0.785874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1119                 NaN            NaN            NaN  0.117916                 NaN  0.770221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1233                 NaN            NaN            NaN  0.116037                 NaN  0.760635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1359                 NaN            NaN            NaN  0.114209                 NaN  0.749901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1468                 NaN            NaN            NaN  0.112073                 NaN  0.741086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1578                 NaN            NaN            NaN  0.109006                 NaN  0.733234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1696                 NaN            NaN            NaN  0.106442                 NaN  0.723962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1796                 NaN            NaN            NaN  0.103714                 NaN  0.716702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1906                 NaN            NaN            NaN  0.107382                 NaN  0.702053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.2030                 NaN            NaN            NaN  0.992965E-001            NaN  0.697677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2108                 NaN            NaN            NaN  0.100244                 NaN  0.688976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
