|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1375.94        2500.00                 NaN   99.1084                 NaN  0.403889                 NaN            NaN            NaN  0.164992       0.322745                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   99.1167                 NaN  0.401166                 NaN            NaN            NaN  0.162663       0.319489                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.1307                 NaN  0.400054                 NaN            NaN            NaN  0.156223       0.313044                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.1304                 NaN  0.380387                 NaN            NaN            NaN  0.172131       0.317041                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.1411                 NaN  0.395657                 NaN            NaN            NaN  0.154027       0.309172                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.1492                 NaN  0.389860                 NaN            NaN            NaN  0.154373       0.306571                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.1556                 NaN  0.389816                 NaN            NaN            NaN  0.150942       0.303656                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.1653                 NaN  0.382349                 NaN            NaN            NaN  0.152007       0.300315                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.1736                 NaN  0.378609                 NaN            NaN            NaN  0.150574       0.297192                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.1807                 NaN  0.376390                 NaN            NaN            NaN  0.148568       0.294367                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.1878                 NaN  0.374861                 NaN            NaN            NaN  0.146068       0.291276                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.1953                 NaN  0.369027                 NaN            NaN            NaN  0.146852       0.288798                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.2027                 NaN  0.367830                 NaN            NaN            NaN  0.143841       0.285590                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.2097                 NaN  0.366954                 NaN            NaN            NaN  0.140816       0.282544                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.2157                 NaN  0.364648                 NaN            NaN            NaN  0.139522       0.280107                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2243                 NaN  0.359452                 NaN            NaN            NaN  0.139190       0.277033                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.2313                 NaN  0.355229                 NaN            NaN            NaN  0.138798       0.274685                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.2378                 NaN  0.354178                 NaN            NaN            NaN  0.136417       0.271621                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.2435                 NaN  0.353844                 NaN            NaN            NaN  0.133644       0.269043                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.2511                 NaN  0.349503                 NaN            NaN            NaN  0.132986       0.266376                 NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.2568                 NaN  0.350098                 NaN            NaN            NaN  0.129443       0.263623                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.2640                 NaN  0.344371                 NaN            NaN            NaN  0.130377       0.261302                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.2470                 NaN  0.366412                 NaN            NaN            NaN  0.120556       0.266013                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.2924                 NaN  0.338636                 NaN            NaN            NaN  0.120444       0.248564                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.2830                 NaN  0.336957                 NaN            NaN            NaN  0.126209       0.253881                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2890                 NaN  0.336697                 NaN            NaN            NaN  0.123382       0.250933                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.2962                 NaN  0.329156                 NaN            NaN            NaN  0.125718       0.248959                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.3010                 NaN  0.331393                 NaN            NaN            NaN  0.121186       0.246373                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.3054                 NaN  0.330836                 NaN            NaN            NaN  0.119168       0.244588                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.3115                 NaN  0.331685                 NaN            NaN            NaN  0.115583       0.241254                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3173                 NaN  0.327618                 NaN            NaN            NaN  0.115632       0.239458                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.3229                 NaN  0.326524                 NaN            NaN            NaN  0.113453       0.237152                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.3277                 NaN  0.325554                 NaN            NaN            NaN  0.111470       0.235231                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.3307                 NaN  0.325064                 NaN            NaN            NaN  0.110519       0.233753                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.3426                 NaN  0.319204                 NaN            NaN            NaN  0.109077       0.229102                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3426                 NaN  0.322702                 NaN            NaN            NaN  0.106104       0.228633                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3489                 NaN  0.318628                 NaN            NaN            NaN  0.106071       0.226367                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.3528                 NaN  0.313852                 NaN            NaN            NaN  0.107754       0.225595                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3603                 NaN  0.317309                 NaN            NaN            NaN  0.101231       0.221156                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.3638                 NaN  0.312788                 NaN            NaN            NaN  0.102718       0.220737                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.3690                 NaN  0.312749                 NaN            NaN            NaN  0.100186       0.218088                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.3736                 NaN  0.312311                 NaN            NaN            NaN  0.978139E-001  0.216300                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.3766                 NaN  0.314304                 NaN            NaN            NaN  0.949618E-001  0.214153                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3818                 NaN  0.312458                 NaN            NaN            NaN  0.933335E-001  0.212438                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.3860                 NaN  0.311814                 NaN            NaN            NaN  0.915779E-001  0.210630                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.3918                 NaN  0.306738                 NaN            NaN            NaN  0.927303E-001  0.208704                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.3950                 NaN  0.308939                 NaN            NaN            NaN  0.891165E-001  0.206979                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.3993                 NaN  0.307836                 NaN            NaN            NaN  0.877684E-001  0.205134                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.4041                 NaN  0.306287                 NaN            NaN            NaN  0.863103E-001  0.203323                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.4069                 NaN  0.307826                 NaN            NaN            NaN  0.835174E-001  0.201752                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4133                 NaN  0.300376                 NaN            NaN            NaN  0.860351E-001  0.200269                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4154                 NaN  0.306184                 NaN            NaN            NaN  0.805095E-001  0.197860                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.4184                 NaN  0.306756                 NaN            NaN            NaN  0.780415E-001  0.196762                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.4221                 NaN  0.305168                 NaN            NaN            NaN  0.774319E-001  0.195264                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.4274                 NaN  0.301049                 NaN            NaN            NaN  0.780426E-001  0.193508                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.4295                 NaN  0.305824                 NaN            NaN            NaN  0.727010E-001  0.191983                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.4333                 NaN  0.304619                 NaN            NaN            NaN  0.717160E-001  0.190381                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.4351                 NaN  0.308969                 NaN            NaN            NaN  0.667912E-001  0.189160                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   99.4397                 NaN  0.305072                 NaN            NaN            NaN  0.677158E-001  0.187524                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.4457                 NaN  0.295312                 NaN            NaN            NaN  0.708342E-001  0.188177                 NaN            NaN            NaN
  1306.54        2500.00                 NaN   99.4445                 NaN  0.312011                 NaN            NaN            NaN  0.608580E-001  0.182612                 NaN            NaN            NaN
  1305.38        2500.00                 NaN   94.6333                 NaN   1.21461                 NaN            NaN            NaN  0.259423       0.801312        3.09136                 NaN            NaN
  1304.22        2500.00                 NaN   90.6166                 NaN   1.99386                 NaN            NaN            NaN  0.414664        1.31765        5.65722                 NaN            NaN
  1303.07        2500.00                 NaN   91.0490                 NaN   1.93322                 NaN            NaN            NaN  0.387165        1.26344        5.36714                 NaN            NaN
  1301.91        2500.00                 NaN   82.3046                 NaN   3.53425                 NaN            NaN            NaN  0.724338        2.47594        10.6554       0.305474                 NaN
  1300.75        2500.00                 NaN   79.4338                 NaN   4.04815                 NaN            NaN            NaN  0.878324        2.87736        12.3461       0.416279                 NaN
  1299.60        2500.00                 NaN   81.1661                 NaN   3.73009                 NaN            NaN            NaN  0.835141        2.64306        11.2497       0.375863                 NaN
  1298.44        2500.00                 NaN   82.8166                 NaN   3.43383                 NaN            NaN            NaN  0.780875        2.41969        10.2111       0.337914                 NaN
  1297.28        2500.00                 NaN   84.3913                 NaN   3.17349                 NaN            NaN            NaN  0.703711        2.20602        9.22373       0.301725                 NaN
  1296.13        2500.00                 NaN   85.8218                 NaN   2.91965                 NaN            NaN            NaN  0.644368        2.01025        8.33368       0.270270                 NaN
  1294.97        2500.00                 NaN   87.0389                 NaN   2.70612                 NaN            NaN            NaN  0.587471        1.84410        7.57967       0.243749                 NaN
  1293.81        2500.00                 NaN   88.1944                 NaN   2.50730                 NaN            NaN            NaN  0.524704        1.68518        6.86949       0.218973                 NaN
  1292.66        2500.00                 NaN   89.1867                 NaN   2.33284                 NaN            NaN            NaN  0.471691        1.54845        6.26216       0.198151                 NaN
  1291.50        2500.00                 NaN   90.0103                 NaN   2.19475                 NaN            NaN            NaN  0.424966        1.43464        5.75476       0.180568                 NaN
  1290.34        2500.00                 NaN   86.8924                 NaN   2.54396                 NaN            NaN            NaN  0.708939        1.92093        7.68452       0.249239                 NaN
  1289.19        2500.00                 NaN   90.8839                 NaN   2.10777                 NaN            NaN            NaN  0.365986        1.30772        5.17584       0.158784                 NaN
  1288.03        2500.00                 NaN   96.9651                 NaN  0.944080                 NaN            NaN            NaN  0.558475E-001  0.412747        1.57360       0.486639E-001            NaN
  1286.87        2500.00                 NaN   86.0409                 NaN   3.16430                 NaN            NaN            NaN  0.505642        2.02505        8.01353       0.250586                 NaN
  1285.72        2500.00                 NaN   94.8917                 NaN  0.802494                 NaN            NaN            NaN  0.327288       0.745640        3.13000       0.102913                 NaN
  1284.56        2500.00                 NaN   97.7798                 NaN  0.885158                 NaN            NaN            NaN  0.244051E-001  0.339838       0.965745       0.501855E-002            NaN
  1283.40        2500.00                 NaN   84.4338                 NaN   4.40301                 NaN            NaN            NaN            NaN   2.23946        8.65008       0.273658                 NaN
  1282.25        2500.00                 NaN   96.6183                 NaN  0.445777                 NaN            NaN            NaN  0.349089       0.597622        1.91619       0.729801E-001            NaN
  1281.09        2500.00                 NaN   94.0055                 NaN   1.14722                 NaN            NaN            NaN  0.288428       0.912039        3.53325       0.113577                 NaN
  1279.93        2500.00                 NaN   98.1051                 NaN  0.361148                 NaN            NaN            NaN  0.658415E-002  0.324445        1.13323       0.694881E-001            NaN
  1278.77        2500.00                 NaN   97.6999                 NaN  0.504989                 NaN            NaN            NaN  0.143660       0.213942        1.43751                 NaN            NaN
  1277.62        2500.00                 NaN   99.3262                 NaN  0.541184                 NaN            NaN            NaN            NaN  0.469075E-001  0.856741E-001            NaN            NaN
  1276.46        2500.00                 NaN   92.9087                 NaN   1.80853                 NaN            NaN            NaN            NaN   1.11756        4.06401       0.101198                 NaN
  1275.30        2500.00                 NaN   97.6088                 NaN  0.527813                 NaN            NaN            NaN            NaN  0.437052        1.38382       0.425499E-001            NaN
  1274.15        2500.00                 NaN   98.3333                 NaN   1.04925                 NaN            NaN            NaN  0.501280E-001  0.145803       0.402989       0.184904E-001            NaN
  1272.99        2500.00                 NaN   95.8018                 NaN  0.666323                 NaN            NaN            NaN            NaN  0.723024        2.74399       0.648541E-001            NaN
  1271.83        2500.00                 NaN   97.8957                 NaN  0.675864                 NaN            NaN            NaN            NaN  0.358638        1.02635       0.434671E-001            NaN
  1270.68        2500.00                 NaN   97.7158                 NaN  0.315924                 NaN            NaN            NaN  0.478363       0.160525        1.28630       0.430374E-001            NaN
  1269.52        2500.00                 NaN   97.4858                 NaN  0.473667E-001            NaN            NaN            NaN  0.268727       0.367605        1.76808       0.624131E-001            NaN
  1268.36        2500.00                 NaN   74.3163        9.59132        5.27207                 NaN            NaN            NaN            NaN   2.47958        8.17462       0.166085                 NaN
  1267.21        2500.00                 NaN   99.9335                 NaN  0.476242E-001            NaN            NaN            NaN            NaN  0.384743E-002            NaN  0.150761E-001            NaN
  1266.05        2500.00                 NaN   99.8753                 NaN  0.124682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.89        2500.00                 NaN   99.7497                 NaN  0.142551                 NaN            NaN            NaN            NaN  0.408031E-001  0.669075E-001            NaN            NaN
  1263.74        2500.00                 NaN   97.7169                 NaN  0.624048                 NaN            NaN            NaN            NaN  0.274838        1.36645       0.177800E-001            NaN
  1262.58        2500.00                 NaN   96.4704                 NaN   1.26962                 NaN            NaN            NaN            NaN  0.520543        1.70276       0.366537E-001            NaN
  1261.42        2500.00                 NaN   60.5469        30.5319       0.746304        1.84956                 NaN            NaN            NaN   1.42582        4.76860       0.130915                 NaN
  1260.27        2500.00                 NaN   99.9199                 NaN  0.787597E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.137091E-002            NaN
  1259.11        2500.00                 NaN   99.8656                 NaN  0.134436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.95        2500.00                 NaN   98.2346                 NaN  0.467247                 NaN            NaN            NaN            NaN  0.187293        1.10733       0.352484E-002            NaN
  1256.80        2500.00                 NaN   98.7779                 NaN  0.416139                 NaN            NaN            NaN            NaN  0.170653       0.613016       0.222555E-001            NaN
  1255.64        2500.00                 NaN   97.7213                 NaN  0.696479                 NaN            NaN            NaN            NaN  0.346209        1.21356       0.224088E-001            NaN
  1254.48        2500.00                 NaN   97.7795                 NaN  0.431377       0.226891                 NaN            NaN            NaN  0.319847        1.21229       0.301136E-001            NaN
  1253.33        2500.00                 NaN   96.0104                 NaN   1.04208                 NaN            NaN            NaN            NaN  0.555989        2.33382       0.576809E-001            NaN
  1252.17        2500.00                 NaN   99.8281                 NaN  0.130013                 NaN            NaN            NaN            NaN  0.913418E-002  0.223126E-001  0.104211E-001            NaN
  1251.01        2500.00                 NaN   97.9626                 NaN  0.235814E-001  0.611797                 NaN            NaN            NaN  0.315078        1.05939       0.275792E-001            NaN
  1249.86        2500.00                 NaN   96.9740                 NaN   1.27240                 NaN            NaN            NaN            NaN  0.563379E-001   1.69407       0.316810E-002            NaN
  1248.70        2500.00                 NaN   90.4467                 NaN  0.867946       0.860730                 NaN            NaN            NaN   1.74081        5.87467       0.209141                 NaN
  1247.54        2500.00                 NaN   99.5224                 NaN  0.227003                 NaN            NaN            NaN            NaN  0.818240E-001  0.166973       0.175049E-002            NaN
  1246.39        2500.00                 NaN   99.5236                 NaN  0.231587                 NaN            NaN            NaN            NaN  0.836885E-001  0.159797       0.135613E-002            NaN
  1245.23        2500.00                 NaN   99.5249                 NaN  0.237823                 NaN            NaN            NaN            NaN  0.861582E-001  0.150268       0.857727E-003            NaN
  1244.07        2500.00                 NaN   99.5200                 NaN  0.235170E-001  0.219767                 NaN            NaN            NaN  0.886008E-001  0.147902       0.257681E-003            NaN
  1242.92        2500.00                 NaN   99.4113                 NaN  0.220875                 NaN            NaN            NaN            NaN  0.668954E-001  0.300537       0.350961E-003            NaN
  1241.76        2500.00                 NaN   99.1761                 NaN  0.177253E-001  0.184791                 NaN            NaN            NaN  0.982303E-001  0.520394       0.274044E-002            NaN
  1240.60        2500.00                 NaN   99.1672                 NaN  0.339217E-001  0.175160                 NaN            NaN            NaN  0.830599E-001  0.538097       0.258865E-002            NaN
  1239.45        2500.00                 NaN   97.6421                 NaN  0.542949                 NaN            NaN            NaN            NaN  0.313545        1.41783       0.173026E-001  0.662478E-001
  1238.29        2500.00                 NaN   93.1589                 NaN  0.202104       0.725966                 NaN            NaN            NaN  0.581996        2.60890       0.394476E-001   2.68272     
  1237.13        2500.00                 NaN   93.2669                 NaN   1.04995                 NaN            NaN            NaN            NaN  0.666074        2.85149       0.380592E-001   2.12753     
  1235.98        2500.00                 NaN   93.0828                 NaN  0.347104       0.653966                 NaN            NaN            NaN  0.644580        3.01901       0.469531E-001   2.20561     
  1234.82        2500.00                 NaN   92.0870                 NaN  0.186932       0.944174       0.363285E-005            NaN            NaN  0.739351        3.48051       0.489491E-001   2.51312     
