|6.6.6
Archiving\03_Data\frac/QFM_m4.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1566.42        2500.00        99.0629                 NaN            NaN            NaN  0.821663E-001            NaN            NaN  0.854947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.4889                 NaN            NaN            NaN  0.461847E-001            NaN            NaN  0.464935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7893                 NaN            NaN            NaN  0.100767                 NaN            NaN   1.10993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1371                 NaN            NaN            NaN  0.716896E-001            NaN            NaN  0.791224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1484                 NaN            NaN            NaN  0.681271E-001            NaN            NaN  0.783466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1608                 NaN            NaN            NaN  0.678453E-001            NaN            NaN  0.771353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1703                 NaN            NaN            NaN  0.642859E-001            NaN            NaN  0.765458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1801                 NaN            NaN            NaN  0.619565E-001            NaN            NaN  0.757909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1942                 NaN            NaN            NaN  0.609241E-001            NaN            NaN  0.744863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2031                 NaN            NaN            NaN  0.591483E-001            NaN            NaN  0.737716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.2140                 NaN            NaN            NaN  0.575470E-001            NaN            NaN  0.728404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2232                 NaN            NaN            NaN  0.553305E-001            NaN            NaN  0.721463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2304                 NaN            NaN            NaN  0.500078E-001            NaN            NaN  0.719632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2412                 NaN            NaN            NaN  0.504660E-001            NaN            NaN  0.708371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2492                 NaN            NaN            NaN  0.479088E-001            NaN            NaN  0.702846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2599                 NaN            NaN            NaN  0.480553E-001            NaN            NaN  0.692032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2671                 NaN            NaN            NaN  0.434266E-001            NaN            NaN  0.689493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2748                 NaN            NaN            NaN  0.429437E-001            NaN            NaN  0.682255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2834                 NaN            NaN            NaN  0.393252E-001            NaN            NaN  0.677321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2851                 NaN            NaN            NaN  0.343446E-001            NaN            NaN  0.649426       0.311325E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1695                 NaN            NaN            NaN            NaN            NaN            NaN  0.126287       0.704197                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1601                 NaN            NaN            NaN  0.282193E-004            NaN            NaN  0.423494E-001  0.797553                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1711                 NaN            NaN            NaN  0.337875E-001            NaN            NaN  0.369789E-001  0.758113                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1760                 NaN            NaN            NaN            NaN            NaN            NaN  0.190267E-001  0.804972                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1767                 NaN            NaN            NaN            NaN            NaN            NaN  0.214583E-001  0.801884                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1811                 NaN            NaN            NaN            NaN            NaN            NaN  0.141807E-001  0.804703                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1867                 NaN            NaN            NaN            NaN            NaN            NaN  0.633065E-002  0.806975                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.810806                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1945                 NaN            NaN            NaN            NaN            NaN            NaN  0.181451E-001  0.787379                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2003                 NaN            NaN            NaN            NaN            NaN            NaN  0.437910E-001  0.755883                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.810585                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2106                 NaN            NaN            NaN            NaN            NaN            NaN  0.100663       0.688769                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795209                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.796580                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.796050                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799869                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.805218                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.808930                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.816483                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.684363       0.268017                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.762912       0.413909                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.408097       0.751461                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.403623       0.741413                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.729197       0.396954                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.724085       0.391036                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.9037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.710796       0.385513                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.379241       0.699848                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.693036       0.374155                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.684287       0.368876                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.676435       0.363527                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.357732       0.669265                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.353348       0.659696                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.651857       0.349387                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        99.0102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.342972       0.646836                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        99.0026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.348035       0.638709       0.106922E-001            NaN            NaN            NaN            NaN
  1428.57        2500.00        97.4164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.651875        1.06215       0.869599                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.4951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03180       0.629600       0.843499                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.5691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00260       0.609608       0.818640                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.6404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.590840       0.974343       0.794458                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.7078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.572853       0.947630       0.771691                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.7648                 NaN            NaN            NaN  0.105792                 NaN            NaN            NaN  0.759158       0.597580       0.772622                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.8197                 NaN            NaN            NaN  0.237126                 NaN            NaN            NaN  0.636251       0.527509       0.779409                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8815                 NaN            NaN            NaN  0.230440                 NaN            NaN            NaN  0.513337       0.617446       0.757243                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9403                 NaN            NaN            NaN  0.233349                 NaN            NaN            NaN  0.606787       0.481719       0.737879                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9982                 NaN            NaN            NaN  0.227039                 NaN            NaN            NaN  0.589067       0.468442       0.717298                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0531                 NaN            NaN            NaN  0.224239                 NaN            NaN            NaN  0.575385       0.449182       0.698120                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1056                 NaN            NaN            NaN  0.222050                 NaN            NaN            NaN  0.431397       0.560762       0.680147                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1585                 NaN            NaN            NaN  0.217034                 NaN            NaN            NaN  0.547949       0.415924       0.660616                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.2043                 NaN            NaN            NaN  0.215499                 NaN            NaN            NaN  0.398097       0.536796       0.645310                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2523                 NaN            NaN            NaN  0.211510                 NaN            NaN            NaN  0.523357       0.385005       0.627786                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2961                 NaN            NaN            NaN  0.209434                 NaN            NaN            NaN  0.512830       0.369119       0.612506                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3351                 NaN            NaN            NaN  0.206360                 NaN            NaN            NaN  0.356507       0.503123       0.598916                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3819                 NaN            NaN            NaN  0.203238                 NaN            NaN            NaN  0.490605       0.342549       0.581755                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4214                 NaN            NaN            NaN  0.200512                 NaN            NaN            NaN  0.330159       0.480045       0.567837                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4594                 NaN            NaN            NaN  0.197750                 NaN            NaN            NaN  0.470349       0.318243       0.554211                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4959                 NaN            NaN            NaN  0.194707                 NaN            NaN            NaN  0.460577       0.307668       0.541126                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5321                 NaN            NaN            NaN  0.192130                 NaN            NaN            NaN  0.451083       0.296249       0.528451                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5679                 NaN            NaN            NaN  0.188398                 NaN            NaN            NaN  0.441162       0.287580       0.514938                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5994                 NaN            NaN            NaN  0.178214                 NaN            NaN            NaN  0.429027       0.291172       0.502181                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.6334                 NaN            NaN            NaN  0.190819                 NaN            NaN            NaN  0.253873       0.429097       0.492761                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6477                 NaN            NaN            NaN  0.184313                 NaN            NaN            NaN  0.423143       0.256871       0.487944                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7121                 NaN            NaN            NaN  0.171977                 NaN            NaN            NaN  0.401035       0.254077       0.460767                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.7231                 NaN            NaN            NaN  0.175035                 NaN            NaN            NaN  0.242753       0.400310       0.458779                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7513                 NaN            NaN            NaN  0.169989                 NaN            NaN            NaN  0.392371       0.238513       0.447799                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.7777                 NaN            NaN            NaN  0.167117                 NaN            NaN            NaN  0.385449       0.231712       0.438050                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8047                 NaN            NaN            NaN  0.164537                 NaN            NaN            NaN  0.225431       0.377016       0.428317                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8307                 NaN            NaN            NaN  0.160389                 NaN            NaN            NaN  0.220887       0.369801       0.418240                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8550                 NaN            NaN            NaN  0.158437                 NaN            NaN            NaN  0.362166       0.214814       0.409544                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.8789                 NaN            NaN            NaN  0.153297                 NaN            NaN            NaN  0.355229       0.212439       0.400158                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9017                 NaN            NaN            NaN  0.150466                 NaN            NaN            NaN  0.206852       0.349424       0.391538                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9245                 NaN            NaN            NaN  0.146650                 NaN            NaN            NaN  0.342307       0.203647       0.382876                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9468                 NaN            NaN            NaN  0.144292                 NaN            NaN            NaN  0.337663       0.196676       0.374548                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9673                 NaN            NaN            NaN  0.138981                 NaN            NaN            NaN  0.328102       0.199160       0.366444                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9879                 NaN            NaN            NaN  0.136132                 NaN            NaN            NaN  0.322846       0.194459       0.358700                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0075                 NaN            NaN            NaN  0.132261                 NaN            NaN            NaN  0.315689       0.193404       0.351176                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0270                 NaN            NaN            NaN  0.128510                 NaN            NaN            NaN  0.191192       0.309763       0.343582                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0457                 NaN            NaN            NaN  0.124893                 NaN            NaN            NaN  0.189931       0.303045       0.336408                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0634                 NaN            NaN            NaN  0.120936                 NaN            NaN            NaN  0.297209       0.189048       0.329407                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0809                 NaN            NaN            NaN  0.116963                 NaN            NaN            NaN  0.188813       0.290732       0.322593                 NaN            NaN            NaN            NaN
  1318.30        2500.00        93.6863                 NaN            NaN            NaN  0.443951                 NaN            NaN            NaN  0.963004       0.315535       0.979339        3.61188                 NaN            NaN            NaN
  1315.79        2500.00        64.1486                 NaN            NaN            NaN   2.20339                 NaN            NaN            NaN   4.94885       0.783539        4.58919        23.3264                 NaN            NaN            NaN
  1313.28        2500.00        71.1822                 NaN            NaN            NaN   1.83581                 NaN            NaN            NaN   4.44227       0.132410        3.72264        18.6847                 NaN            NaN            NaN
  1310.78        2500.00        65.3089                 NaN            NaN  0.365927                 NaN            NaN            NaN            NaN   4.41019        3.17941        4.60885        22.1267                 NaN            NaN            NaN
  1308.27        2500.00        71.9658                 NaN            NaN  0.306333                 NaN            NaN            NaN            NaN   3.69294        2.42143        3.73604        17.8774                 NaN            NaN            NaN
  1305.76        2500.00        76.9145                 NaN            NaN  0.252377                 NaN            NaN            NaN            NaN   3.10959        1.93150        3.08051        14.7115                 NaN            NaN            NaN
  1303.26        2500.00        80.3847                 NaN            NaN  0.214762                 NaN            NaN            NaN            NaN   2.70901        1.57958        2.62170        12.4903                 NaN            NaN            NaN
  1300.75        2500.00        82.9625                 NaN            NaN  0.187292                 NaN            NaN            NaN            NaN   2.42508        1.30395        2.28135        10.8398                 NaN            NaN            NaN
  1298.25        2500.00        84.9519                 NaN            NaN  0.165986                 NaN            NaN            NaN            NaN   1.06135        2.23786        2.01949        9.56343                 NaN            NaN            NaN
  1295.74        2500.00        86.5584                 NaN            NaN  0.149070                 NaN            NaN            NaN            NaN   2.13355       0.818133        1.80862        8.53221                 NaN            NaN            NaN
  1293.23        2500.00        84.9346                 NaN            NaN  0.157599                 NaN            NaN            NaN            NaN   2.68706       0.363336        1.96371        9.72270       0.171024                 NaN            NaN
  1290.73        2500.00        79.9332                 NaN            NaN  0.147873                 NaN            NaN            NaN            NaN   3.61810       0.467059        2.59816        12.7744       0.461181                 NaN            NaN
  1288.22        2500.00        85.4885                 NaN            NaN  0.159152                 NaN            NaN            NaN            NaN   2.39816                 NaN   1.81349        9.80265       0.338009                 NaN            NaN
  1285.71        2500.00        86.9105                 NaN            NaN  0.127167                 NaN            NaN            NaN            NaN   2.37521                 NaN   1.61520        8.66242       0.309513                 NaN            NaN
  1283.21        2500.00        87.5341                 NaN            NaN  0.124367                 NaN            NaN            NaN            NaN   2.23427                 NaN   1.53938        8.26857       0.299290                 NaN            NaN
  1280.70        2500.00        88.5493                 NaN            NaN  0.108978       0.523184E-001            NaN            NaN            NaN   1.98560                 NaN   1.40623        7.61961       0.277979                 NaN            NaN
  1278.20        2500.00        89.2388                 NaN            NaN  0.581810E-001  0.382574                 NaN            NaN            NaN   1.53616                 NaN   1.32818        7.18322       0.272872                 NaN            NaN
  1275.69        2500.00        90.2851                 NaN            NaN  0.535432E-001  0.350574                 NaN            NaN            NaN   1.37157                 NaN   1.18887        6.49880       0.251507                 NaN            NaN
  1273.18        2500.00        91.4288                 NaN            NaN  0.393022E-001  0.362783                 NaN            NaN            NaN   1.16686                 NaN   1.04202        5.73536       0.224919                 NaN            NaN
  1270.68        2500.00        92.2521                 NaN            NaN  0.360170E-001  0.322982                 NaN            NaN            NaN   1.06662                 NaN  0.938164        5.17771       0.206383                 NaN            NaN
  1268.17        2500.00        93.0432                 NaN            NaN  0.305670E-001  0.300557                 NaN            NaN            NaN  0.961822                 NaN  0.841492        4.63496       0.187379                 NaN            NaN
  1265.66        2500.00        95.4250                 NaN            NaN  0.153977E-001  0.223260                 NaN            NaN            NaN  0.780547                 NaN  0.624467        2.79274       0.138559                 NaN            NaN
  1263.16        2500.00        94.3206                 NaN            NaN  0.205645E-001  0.262949                 NaN            NaN            NaN  0.770868                 NaN  0.668107        3.80402       0.152885                 NaN            NaN
  1260.65        2500.00        93.0568                 NaN            NaN  0.291081E-001  0.296802                 NaN            NaN            NaN  0.837936                 NaN  0.763379        4.83862       0.177394                 NaN            NaN
  1258.15        2500.00        95.2158                 NaN            NaN  0.152157E-001  0.227541                 NaN            NaN            NaN  0.691731                 NaN  0.571705        3.14600       0.132003                 NaN            NaN
  1255.64        2500.00        75.9092                 NaN            NaN  0.312846E-001  0.732902                 NaN            NaN            NaN   3.56805                 NaN   2.15759        13.2363       0.456349        3.90838                 NaN
  1253.13        2500.00                 NaN            NaN            NaN  0.888746E-002   2.94737                 NaN            NaN            NaN   14.4502                 NaN   8.26166        48.0011        1.75169        17.0666        7.51249     
  1250.63        2500.00                 NaN            NaN            NaN            NaN   2.97604                 NaN            NaN            NaN   14.4498                 NaN   8.26175        48.0158        1.75165        17.1044        7.44048     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   2.97613                 NaN            NaN            NaN   14.4504                 NaN   8.26237        48.0741        1.75173        17.1303        7.35493     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   2.97622                 NaN            NaN            NaN   14.4509                 NaN   8.26298        48.1332        1.75180        17.1566        7.26823     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   2.97630                 NaN            NaN            NaN   14.4514                 NaN   8.26359        48.1930        1.75187        17.1833        7.18052     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   3.00428                 NaN            NaN            NaN   14.4257                 NaN   8.31795        48.2482        1.75393        17.2006        7.04932     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   3.01738                 NaN            NaN            NaN   14.3928                 NaN   8.32835        48.3262        1.75682        17.2268        6.95159     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   3.02777                 NaN            NaN            NaN   14.3715                 NaN   8.33988        48.3971        1.75852        17.2529        6.85232     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   3.03801                 NaN            NaN            NaN   14.3508                 NaN   8.35136        48.4684        1.76018        17.2792        6.75203     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   3.04818                 NaN            NaN            NaN   14.3303                 NaN   8.36274        48.5403        1.76182        17.3060        6.65071     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   3.05140                 NaN            NaN            NaN   14.3354                 NaN   8.37665        48.5957        1.76116        17.3331        6.54662     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   3.07135                 NaN            NaN            NaN   14.2747                 NaN   8.38313        48.6983        1.76666        17.3622        6.44368     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   3.08095                 NaN            NaN            NaN   14.2559                 NaN   8.39409        48.7722        1.76817        17.3902        6.33845     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   3.07910                 NaN            NaN            NaN   14.2900                 NaN   8.41118        48.8107        1.76421        17.4158        6.22903     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   3.12730                 NaN            NaN            NaN   14.1582                 NaN   8.45980        48.9192        1.77510        17.4375        6.12295     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   3.12561                 NaN            NaN            NaN   14.1690                 NaN   8.45958        48.9851        1.77421        17.4684        6.01820     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   3.13797                 NaN            NaN            NaN   14.1343                 NaN   8.47220        49.0646        1.77720        17.4972        5.91649     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   3.14044                 NaN            NaN            NaN   14.1311                 NaN   8.47584        49.1358        1.77752        17.5281        5.81120     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   3.14296                 NaN            NaN            NaN   14.1278                 NaN   8.47955        49.2079        1.77784        17.5594        5.70457     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   3.15410                 NaN            NaN            NaN   14.0854                 NaN   8.48654        49.2938        1.78298        17.5877        5.60941     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   3.15420                 NaN            NaN            NaN   14.0860                 NaN   8.48719        49.3654        1.78306        17.6200        5.50420     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   3.15430                 NaN            NaN            NaN   14.0865                 NaN   8.48785        49.4389        1.78314        17.6531        5.39622     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   3.15440                 NaN            NaN            NaN   14.0871                 NaN   8.48851        49.5131        1.78322        17.6867        5.28704     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   3.15450                 NaN            NaN            NaN   14.0877                 NaN   8.48917        49.5882        1.78330        17.7206        5.17666     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   3.16371                 NaN            NaN            NaN   14.1203                 NaN   8.51392        49.6586        1.77799        17.7550        5.01055     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   3.16492                 NaN            NaN            NaN   14.1090                 NaN   8.51447        49.7373        1.77934        17.7897        4.90531     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   3.16457                 NaN            NaN            NaN   14.1008                 NaN   8.51107        49.8174        1.78041        17.8247        4.80104     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   3.23588                 NaN            NaN            NaN   13.9647                 NaN   8.59818        49.9336        1.78898        17.8407        4.63800     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   3.23856                 NaN            NaN            NaN   13.9612                 NaN   8.60213        50.0155        1.78932        17.8766        4.51679     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   3.23337                 NaN            NaN            NaN   13.9908                 NaN   8.60045        50.0923        1.78690        17.9158        4.38032     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   3.23701                 NaN            NaN            NaN   13.9868                 NaN   8.60585        50.1761        1.78722        17.9523        4.25469     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   3.24060                 NaN            NaN            NaN   13.9832                 NaN   8.61125        50.2609        1.78752        17.9892        4.12727     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   3.24419                 NaN            NaN            NaN   13.9800                 NaN   8.61670        50.3467        1.78777        18.0267        3.99796     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   3.24780                 NaN            NaN            NaN   13.9771                 NaN   8.62227        50.4335        1.78800        18.0647        3.86667     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   3.25148                 NaN            NaN            NaN   13.9745                 NaN   8.62801        50.5214        1.78819        18.1032        3.73325     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   3.25528                 NaN            NaN            NaN   13.9722                 NaN   8.63400        50.6104        1.78834        18.1422        3.59759     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   3.27845                 NaN            NaN            NaN   13.9828                 NaN   8.70095        50.6548        1.78484        18.1667        3.43144     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   3.28935                 NaN            NaN            NaN   13.9585                 NaN   8.72621        50.7244        1.78609        18.1976        3.31787     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   3.29084                 NaN            NaN            NaN   13.9570                 NaN   8.72939        50.8148        1.78629        18.2386        3.18307     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   3.29262                 NaN            NaN            NaN   13.9558                 NaN   8.73229        50.9071        1.78647        18.2800        3.04567     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   3.29441                 NaN            NaN            NaN   13.9547                 NaN   8.73522        51.0006        1.78663        18.3219        2.90646     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   3.29622                 NaN            NaN            NaN   13.9537                 NaN   8.73816        51.0953        1.78679        18.3644        2.76549     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   3.29804                 NaN            NaN            NaN   13.9527                 NaN   8.74113        51.1911        1.78695        18.4074        2.62270     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   3.29987                 NaN            NaN            NaN   13.9517                 NaN   8.74413        51.2881        1.78710        18.4510        2.47808     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   3.30173                 NaN            NaN            NaN   13.9508                 NaN   8.74715        51.3863        1.78725        18.4951        2.33160     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   3.30359                 NaN            NaN            NaN   13.9499                 NaN   8.75020        51.4858        1.78739        18.5399        2.18323     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.36055                 NaN            NaN            NaN   13.8864                 NaN   8.85893        51.5455        1.78860        18.5530        2.00697     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   3.36070                 NaN            NaN            NaN   13.8871                 NaN   8.85972        51.6461        1.78870        18.5992        1.85849     
