|6.6.6
Archiving\03_Data\frac/QFM_m4.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1929.82        2500.00        99.6695       0.213028       0.138258E-001  0.103628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.6600       0.213058       0.138273E-001  0.113145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.6504       0.213089       0.138289E-001  0.122660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.6409       0.213119       0.138304E-001  0.132146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.1770       0.213193       0.136624E-001  0.134611       0.461498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.5967                 NaN            NaN  0.324621E-002  0.400024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.4203                 NaN            NaN  0.258340E-003  0.579443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.4232                 NaN            NaN  0.931539E-004  0.576673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3699                 NaN            NaN  0.127489E-002  0.628789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.8434                 NaN            NaN  0.733207E-002  0.149250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.0886                 NaN            NaN            NaN  0.911387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4393                 NaN            NaN            NaN  0.560680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4438                 NaN            NaN  0.390264E-002  0.552316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4460                 NaN            NaN  0.107238E-003  0.553929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4502                 NaN            NaN            NaN  0.549848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4525                 NaN            NaN            NaN  0.547465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4560                 NaN            NaN            NaN  0.544011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4583                 NaN            NaN            NaN  0.541727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4619                 NaN            NaN            NaN  0.538075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.5932                 NaN            NaN  0.961672E-003  0.390040                 NaN  0.157642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3215                 NaN            NaN            NaN  0.678537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4702                 NaN            NaN            NaN  0.529761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4719                 NaN            NaN            NaN  0.528080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4734                 NaN            NaN            NaN  0.526561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4783                 NaN            NaN            NaN  0.521686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4757                 NaN            NaN            NaN  0.520707                 NaN  0.354838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4700                 NaN            NaN            NaN  0.519129                 NaN  0.108699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4738                 NaN            NaN            NaN  0.515414                 NaN  0.108079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4746                 NaN            NaN            NaN  0.514616                 NaN  0.107923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4765                 NaN            NaN            NaN  0.512763                 NaN  0.107369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4788                 NaN            NaN            NaN  0.510531                 NaN  0.107137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4805                 NaN            NaN            NaN  0.508865                 NaN  0.106729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4813                 NaN            NaN            NaN  0.508032                 NaN  0.106424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4836                 NaN            NaN            NaN  0.505839                 NaN  0.105973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4854                 NaN            NaN            NaN  0.504093                 NaN  0.105495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0007                 NaN            NaN            NaN  0.978711                 NaN  0.206162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.9784                 NaN            NaN            NaN  0.211353E-001            NaN  0.422020E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.6166                 NaN            NaN            NaN  0.375548                 NaN  0.787528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3642                 NaN            NaN            NaN  0.622880                 NaN  0.129645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.7007                 NaN            NaN            NaN  0.292966                 NaN  0.634420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2406                 NaN            NaN            NaN  0.744000                 NaN  0.153556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5355                 NaN            NaN            NaN  0.455090                 NaN  0.943586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4941                 NaN            NaN            NaN  0.495636                 NaN  0.102905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4950                 NaN            NaN            NaN  0.494761                 NaN  0.102442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4968                 NaN            NaN            NaN  0.493018                 NaN  0.101818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4958                 NaN            NaN            NaN  0.493980                 NaN  0.101953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4949                 NaN            NaN            NaN  0.494944                 NaN  0.102037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4998                 NaN            NaN            NaN  0.490167                 NaN  0.100583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4908                 NaN            NaN            NaN  0.499025                 NaN  0.101965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5054                 NaN            NaN            NaN  0.484709                 NaN  0.990676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4983                 NaN            NaN            NaN  0.491692                 NaN  0.100044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4982                 NaN            NaN            NaN  0.491814                 NaN  0.999775E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4995                 NaN            NaN            NaN  0.490550                 NaN  0.992040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4982                 NaN            NaN            NaN  0.491838                 NaN  0.992277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4982                 NaN            NaN            NaN  0.491909                 NaN  0.991144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4979                 NaN            NaN            NaN  0.492242                 NaN  0.987709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4995                 NaN            NaN            NaN  0.490738                 NaN  0.979212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4979                 NaN            NaN            NaN  0.492281                 NaN  0.978515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4964                 NaN            NaN            NaN  0.493820                 NaN  0.979669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4978                 NaN            NaN            NaN  0.492445                 NaN  0.971537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2382                 NaN            NaN            NaN  0.747082                 NaN  0.146748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.8520                 NaN            NaN            NaN  0.145227                 NaN  0.280139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.8495                 NaN            NaN            NaN  0.147642                 NaN  0.289692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        98.3829                 NaN            NaN            NaN   1.58601                 NaN  0.310497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.6546                 NaN            NaN            NaN  0.339153                 NaN  0.626294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4924                 NaN            NaN            NaN  0.497996                 NaN  0.955863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4914                 NaN            NaN            NaN  0.499046                 NaN  0.952194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4921                 NaN            NaN            NaN  0.498429                 NaN  0.948141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4911                 NaN            NaN            NaN  0.499506                 NaN  0.942389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4858                 NaN            NaN            NaN  0.504682                 NaN  0.948675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4895                 NaN            NaN            NaN  0.501110                 NaN  0.936751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4872                 NaN            NaN            NaN  0.503478                 NaN  0.935527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4845                 NaN            NaN            NaN  0.506188                 NaN  0.934939E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4772                 NaN            NaN            NaN  0.513230                 NaN  0.954672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4922                 NaN            NaN            NaN  0.498650                 NaN  0.911909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4825                 NaN            NaN            NaN  0.508209                 NaN  0.926265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5215                 NaN            NaN            NaN  0.469929                 NaN  0.854174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4399                 NaN            NaN            NaN  0.550184                 NaN  0.994663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4790                 NaN            NaN            NaN  0.511851                 NaN  0.919622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4755                 NaN            NaN            NaN  0.515302                 NaN  0.922195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4776                 NaN            NaN            NaN  0.513268                 NaN  0.912750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4723                 NaN            NaN            NaN  0.518463                 NaN  0.919060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4762                 NaN            NaN            NaN  0.514738                 NaN  0.907121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4724                 NaN            NaN            NaN  0.518488                 NaN  0.910006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4722                 NaN            NaN            NaN  0.518784                 NaN  0.906119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4677                 NaN            NaN            NaN  0.523233                 NaN  0.906259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4701                 NaN            NaN            NaN  0.520908                 NaN  0.899495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4678                 NaN            NaN            NaN  0.523173                 NaN  0.899422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4660                 NaN            NaN            NaN  0.525049                 NaN  0.899088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4662                 NaN            NaN            NaN  0.524824                 NaN  0.893801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4645                 NaN            NaN            NaN  0.526551                 NaN  0.893497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4643                 NaN            NaN            NaN  0.526818                 NaN  0.889951E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4624                 NaN            NaN            NaN  0.528704                 NaN  0.889045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4612                 NaN            NaN            NaN  0.529888                 NaN  0.886883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4523                 NaN            NaN            NaN  0.538701                 NaN  0.904534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4689                 NaN            NaN            NaN  0.522432                 NaN  0.865243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4599                 NaN            NaN            NaN  0.531312                 NaN  0.879716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.6901                 NaN            NaN            NaN  0.304788                 NaN  0.508844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.8062                 NaN            NaN            NaN  0.190519                 NaN  0.327643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.8794                 NaN            NaN            NaN   1.10269                 NaN  0.178865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4573                 NaN            NaN            NaN  0.534009                 NaN  0.872015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4563                 NaN            NaN            NaN  0.535006                 NaN  0.868766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4577                 NaN            NaN            NaN  0.533689                 NaN  0.864600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.9381                 NaN            NaN            NaN   1.04570                 NaN  0.162025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9751                 NaN            NaN            NaN  0.238103E-001            NaN  0.105783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4559                 NaN            NaN            NaN  0.535472                 NaN  0.859688E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4570                 NaN            NaN            NaN  0.534387                 NaN  0.856519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4563                 NaN            NaN            NaN  0.535139                 NaN  0.855913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4587                 NaN            NaN            NaN  0.532762                 NaN  0.850599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4573                 NaN            NaN            NaN  0.534188                 NaN  0.850966E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4587                 NaN            NaN            NaN  0.532843                 NaN  0.847809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4593                 NaN            NaN            NaN  0.532254                 NaN  0.844883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4444                 NaN            NaN            NaN  0.546966                 NaN  0.866355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4503                 NaN            NaN            NaN  0.506582                 NaN  0.774469E-002  0.353560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.5070                 NaN            NaN            NaN  0.165915                 NaN            NaN   1.32704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.5356                 NaN            NaN            NaN  0.161890                 NaN            NaN   1.30247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5248                 NaN            NaN            NaN  0.162643                 NaN            NaN   1.31254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.6296                 NaN            NaN            NaN  0.151159                 NaN            NaN   1.21924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.6032                 NaN            NaN            NaN  0.151577                 NaN            NaN   1.24525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6601                 NaN            NaN            NaN  0.147357                 NaN            NaN   1.19252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6699                 NaN            NaN            NaN  0.143123                 NaN            NaN   1.18702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6938                 NaN            NaN            NaN  0.141220                 NaN            NaN   1.16494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.7158                 NaN            NaN            NaN  0.136102                 NaN            NaN   1.14812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7315                 NaN            NaN            NaN  0.132099                 NaN            NaN   1.13641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7684                 NaN            NaN            NaN  0.130711                 NaN            NaN   1.10093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7792                 NaN            NaN            NaN  0.127504                 NaN            NaN   1.09331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.8123                 NaN            NaN            NaN  0.125358                 NaN            NaN   1.06231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.8266                 NaN            NaN            NaN  0.121643                 NaN            NaN   1.05176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6511                 NaN            NaN            NaN  0.132668                 NaN            NaN   1.21623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.0529                 NaN            NaN            NaN  0.990252E-001            NaN            NaN  0.848111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8845                 NaN            NaN            NaN  0.112754                 NaN            NaN   1.00270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.9030                 NaN            NaN            NaN  0.110719                 NaN            NaN  0.986300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.9208                 NaN            NaN            NaN  0.108226                 NaN            NaN  0.970999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9314                 NaN            NaN            NaN  0.103356                 NaN            NaN  0.965202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9589                 NaN            NaN            NaN  0.103080                 NaN            NaN  0.938059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9706                 NaN            NaN            NaN  0.995891E-001            NaN            NaN  0.929849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9857                 NaN            NaN            NaN  0.970129E-001            NaN            NaN  0.917257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0027                 NaN            NaN            NaN  0.945580E-001            NaN            NaN  0.902780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0168                 NaN            NaN            NaN  0.920953E-001            NaN            NaN  0.891068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0259                 NaN            NaN            NaN  0.918426E-001            NaN            NaN  0.882256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0552                 NaN            NaN            NaN  0.873730E-001            NaN            NaN  0.857452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4959                 NaN            NaN            NaN  0.437528E-001            NaN            NaN  0.460337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.6352                 NaN            NaN            NaN  0.121323                 NaN            NaN   1.24345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0879                 NaN            NaN            NaN  0.807548E-001            NaN            NaN  0.831393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
