|6.6.6
Archiving\03_Data\eq/QFM_m1.75/TAY13/TAY13_2.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           3
T(K)           P(bar)         Sp(TH),kg     
  2000.00        2500.00                 NaN
  1996.79        2500.00                 NaN
  1993.59        2500.00                 NaN
  1990.38        2500.00                 NaN
  1987.18        2500.00                 NaN
  1983.97        2500.00                 NaN
  1980.77        2500.00                 NaN
  1977.56        2500.00                 NaN
  1974.36        2500.00                 NaN
  1971.15        2500.00                 NaN
  1967.95        2500.00                 NaN
  1964.74        2500.00                 NaN
  1961.54        2500.00                 NaN
  1958.33        2500.00                 NaN
  1955.13        2500.00                 NaN
  1951.92        2500.00                 NaN
  1948.72        2500.00                 NaN
  1945.51        2500.00                 NaN
  1942.31        2500.00                 NaN
  1939.10        2500.00                 NaN
  1935.90        2500.00                 NaN
  1932.69        2500.00                 NaN
  1929.49        2500.00                 NaN
  1926.28        2500.00                 NaN
  1923.08        2500.00                 NaN
  1919.87        2500.00                 NaN
  1916.67        2500.00                 NaN
  1913.46        2500.00                 NaN
  1910.26        2500.00                 NaN
  1907.05        2500.00                 NaN
  1903.85        2500.00                 NaN
  1900.64        2500.00                 NaN
  1897.44        2500.00                 NaN
  1894.23        2500.00                 NaN
  1891.03        2500.00                 NaN
  1887.82        2500.00                 NaN
  1884.62        2500.00                 NaN
  1881.41        2500.00                 NaN
  1878.21        2500.00       0.206985E-004
  1875.00        2500.00       0.373894E-004
  1871.79        2500.00       0.540802E-004
  1868.59        2500.00       0.699569E-004
  1865.38        2500.00       0.858335E-004
  1862.18        2500.00       0.101710E-003
  1858.97        2500.00       0.117587E-003
  1855.77        2500.00       0.133463E-003
  1852.56        2500.00       0.149340E-003
  1849.36        2500.00       0.165217E-003
  1846.15        2500.00       0.181093E-003
  1842.95        2500.00       0.195754E-003
  1839.74        2500.00       0.210415E-003
  1836.54        2500.00       0.225076E-003
  1833.33        2500.00       0.239737E-003
  1830.13        2500.00       0.254398E-003
  1826.92        2500.00       0.269059E-003
  1823.72        2500.00       0.283720E-003
  1820.51        2500.00       0.298381E-003
  1817.31        2500.00       0.311701E-003
  1814.10        2500.00       0.325022E-003
  1810.90        2500.00       0.338342E-003
  1807.69        2500.00       0.351663E-003
  1804.49        2500.00       0.364983E-003
  1801.28        2500.00       0.378304E-003
  1798.08        2500.00       0.391624E-003
  1794.87        2500.00       0.404945E-003
  1791.67        2500.00       0.417443E-003
  1788.46        2500.00       0.429940E-003
  1785.26        2500.00       0.442438E-003
  1782.05        2500.00       0.454936E-003
  1778.85        2500.00       0.467434E-003
  1775.64        2500.00       0.479932E-003
  1772.44        2500.00       0.492429E-003
  1769.23        2500.00       0.504927E-003
  1766.03        2500.00       0.516199E-003
  1762.82        2500.00       0.527472E-003
  1759.62        2500.00       0.538744E-003
  1756.41        2500.00       0.550016E-003
  1753.21        2500.00       0.561288E-003
  1750.00        2500.00       0.572560E-003
  1746.79        2500.00       0.583833E-003
  1743.59        2500.00       0.595105E-003
  1740.38        2500.00       0.605662E-003
  1737.18        2500.00       0.616219E-003
  1733.97        2500.00       0.626777E-003
  1730.77        2500.00       0.637334E-003
  1727.56        2500.00       0.647891E-003
  1724.36        2500.00       0.658448E-003
  1721.15        2500.00       0.669006E-003
  1717.95        2500.00       0.679563E-003
  1714.74        2500.00       0.689105E-003
  1711.54        2500.00       0.698647E-003
  1708.33        2500.00       0.708189E-003
  1705.13        2500.00       0.717732E-003
  1701.92        2500.00       0.727274E-003
  1698.72        2500.00       0.736816E-003
  1695.51        2500.00       0.746358E-003
  1692.31        2500.00       0.755901E-003
  1689.10        2500.00       0.765225E-003
  1685.90        2500.00       0.774549E-003
  1682.69        2500.00       0.783873E-003
  1679.49        2500.00       0.793197E-003
  1676.28        2500.00       0.802522E-003
  1673.08        2500.00       0.811846E-003
  1669.87        2500.00       0.821170E-003
  1666.67        2500.00       0.830494E-003
  1663.46        2500.00       0.838990E-003
  1660.26        2500.00       0.847485E-003
  1657.05        2500.00       0.855980E-003
  1653.85        2500.00       0.864475E-003
  1650.64        2500.00       0.872971E-003
  1647.44        2500.00       0.881466E-003
  1644.23        2500.00       0.889961E-003
  1641.03        2500.00       0.898457E-003
  1637.82        2500.00       0.906576E-003
  1634.62        2500.00       0.914695E-003
  1631.41        2500.00       0.922814E-003
  1628.21        2500.00       0.930933E-003
  1625.00        2500.00       0.938727E-003
  1621.79        2500.00       0.946521E-003
  1618.59        2500.00       0.947269E-003
  1615.38        2500.00       0.942527E-003
  1612.18        2500.00       0.937440E-003
  1608.97        2500.00       0.932354E-003
  1605.77        2500.00       0.927268E-003
  1602.56        2500.00       0.922181E-003
  1599.36        2500.00       0.917095E-003
  1596.15        2500.00       0.912008E-003
  1592.95        2500.00       0.906922E-003
  1589.74        2500.00       0.901835E-003
  1586.54        2500.00       0.896165E-003
  1583.33        2500.00       0.890494E-003
  1580.13        2500.00       0.884824E-003
  1576.92        2500.00       0.879153E-003
  1573.72        2500.00       0.873482E-003
  1570.51        2500.00       0.867812E-003
  1567.31        2500.00       0.862141E-003
  1564.10        2500.00       0.856471E-003
  1560.90        2500.00       0.850157E-003
  1557.69        2500.00       0.843844E-003
  1554.49        2500.00       0.837530E-003
  1551.28        2500.00       0.831217E-003
  1548.08        2500.00       0.824903E-003
  1544.87        2500.00       0.818590E-003
  1541.67        2500.00       0.812277E-003
  1538.46        2500.00       0.805963E-003
  1535.26        2500.00       0.798942E-003
  1532.05        2500.00       0.791920E-003
  1528.85        2500.00       0.784899E-003
  1525.64        2500.00       0.777877E-003
  1522.44        2500.00       0.770856E-003
  1519.23        2500.00       0.763834E-003
  1516.03        2500.00       0.756813E-003
  1512.82        2500.00       0.749791E-003
  1509.62        2500.00       0.741931E-003
  1506.41        2500.00       0.734070E-003
  1503.21        2500.00       0.726210E-003
  1500.00        2500.00       0.718349E-003
  1496.79        2500.00       0.710489E-003
  1493.59        2500.00       0.702628E-003
  1490.38        2500.00       0.694768E-003
  1487.18        2500.00       0.686907E-003
  1483.97        2500.00       0.678501E-003
  1480.77        2500.00       0.670094E-003
  1477.56        2500.00       0.661643E-003
  1474.36        2500.00       0.656649E-003
  1471.15        2500.00       0.662996E-003
  1467.95        2500.00       0.669343E-003
  1464.74        2500.00       0.675690E-003
  1461.54        2500.00       0.682038E-003
  1458.33        2500.00       0.693041E-003
  1455.13        2500.00       0.704045E-003
  1451.92        2500.00       0.715049E-003
  1448.72        2500.00       0.726053E-003
  1445.51        2500.00       0.737056E-003
  1442.31        2500.00       0.748060E-003
  1439.10        2500.00       0.759064E-003
  1435.90        2500.00       0.770068E-003
  1432.69        2500.00       0.784622E-003
  1429.49        2500.00       0.814049E-003
  1426.28        2500.00       0.814049E-003
  1423.08        2500.00       0.857889E-003
  1419.87        2500.00       0.857889E-003
  1416.67        2500.00       0.857889E-003
  1413.46        2500.00       0.857889E-003
  1410.26        2500.00       0.946485E-003
  1407.05        2500.00       0.968548E-003
  1403.85        2500.00       0.987772E-003
  1400.64        2500.00       0.987772E-003
  1397.44        2500.00       0.100636E-002
  1394.23        2500.00       0.100636E-002
  1391.03        2500.00       0.100636E-002
  1387.82        2500.00       0.100636E-002
  1384.62        2500.00       0.104032E-002
  1381.41        2500.00       0.104032E-002
  1378.21        2500.00       0.104032E-002
  1375.00        2500.00       0.104032E-002
  1371.79        2500.00       0.104032E-002
  1368.59        2500.00       0.104032E-002
  1365.38        2500.00       0.104032E-002
  1362.18        2500.00       0.104032E-002
  1358.97        2500.00       0.110326E-002
  1355.77        2500.00       0.110326E-002
  1352.56        2500.00       0.110326E-002
  1349.36        2500.00       0.110326E-002
  1346.15        2500.00       0.110326E-002
  1342.95        2500.00       0.110326E-002
  1339.74        2500.00       0.110326E-002
  1336.54        2500.00       0.110326E-002
  1333.33        2500.00       0.116028E-002
  1330.13        2500.00       0.116028E-002
  1326.92        2500.00       0.116028E-002
  1323.72        2500.00       0.116028E-002
  1320.51        2500.00       0.118725E-002
  1317.31        2500.00       0.121878E-002
  1314.10        2500.00       0.122554E-002
  1310.90        2500.00       0.122554E-002
  1307.69        2500.00       0.123174E-002
  1304.49        2500.00       0.123174E-002
  1301.28        2500.00       0.123174E-002
  1298.08        2500.00       0.123174E-002
  1294.87        2500.00       0.123174E-002
  1291.67        2500.00       0.123174E-002
  1288.46        2500.00       0.123174E-002
  1285.26        2500.00       0.123174E-002
  1282.05        2500.00       0.125857E-002
  1278.85        2500.00       0.125857E-002
  1275.64        2500.00       0.125857E-002
  1272.44        2500.00       0.125857E-002
  1269.23        2500.00       0.125857E-002
  1266.03        2500.00       0.125857E-002
  1262.82        2500.00       0.125857E-002
  1259.62        2500.00       0.125857E-002
  1256.41        2500.00       0.128839E-002
  1253.21        2500.00       0.128839E-002
  1250.00        2500.00       0.128839E-002
  1246.79        2500.00       0.128839E-002
  1243.59        2500.00       0.128839E-002
  1240.38        2500.00       0.128839E-002
