|6.6.6
Archiving\03_Data\fracLP/QFM_m5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1461.15        500.000        98.3063                 NaN            NaN            NaN            NaN            NaN  0.939883       0.753783                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.3341                 NaN            NaN            NaN            NaN            NaN  0.926670       0.739182                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.3688                 NaN            NaN            NaN            NaN            NaN  0.723421       0.907748                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.4017                 NaN            NaN            NaN            NaN            NaN  0.891450       0.706854                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.4288                 NaN            NaN            NaN            NaN            NaN  0.692521       0.878667                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4566                 NaN            NaN            NaN            NaN            NaN  0.679102       0.864333                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.4843                 NaN            NaN            NaN            NaN            NaN  0.850653       0.665055                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.5098                 NaN            NaN            NaN            NaN            NaN  0.653328       0.836906                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5370                 NaN            NaN            NaN            NaN            NaN  0.639336       0.823664                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5638                 NaN            NaN            NaN            NaN            NaN  0.809417       0.626770                 NaN            NaN            NaN            NaN
  1436.09        500.000        97.7792                 NaN            NaN            NaN            NaN            NaN  0.951610       0.921080       0.348121                 NaN            NaN            NaN
  1433.58        500.000        96.2213                 NaN            NaN            NaN            NaN            NaN   1.13620        1.59857        1.04394                 NaN            NaN            NaN
  1431.08        500.000        96.3707                 NaN            NaN            NaN            NaN            NaN   1.09250        1.53286        1.00395                 NaN            NaN            NaN
  1428.57        500.000        96.5098                 NaN            NaN            NaN            NaN            NaN   1.05163        1.47196       0.966648                 NaN            NaN            NaN
  1426.07        500.000        96.6424                 NaN            NaN            NaN            NaN            NaN   1.01282        1.41387       0.930877                 NaN            NaN            NaN
  1423.56        500.000        96.7630                 NaN            NaN            NaN            NaN            NaN   1.36072       0.977794       0.898440                 NaN            NaN            NaN
  1421.05        500.000        96.8794                 NaN            NaN            NaN            NaN            NaN  0.942230        1.31101       0.867320                 NaN            NaN            NaN
  1418.55        500.000        96.9875                 NaN            NaN            NaN            NaN            NaN   1.26392       0.910681       0.837942                 NaN            NaN            NaN
  1416.04        500.000        97.0887                 NaN            NaN            NaN            NaN            NaN  0.880719        1.22014       0.810430                 NaN            NaN            NaN
  1413.53        500.000        97.1852                 NaN            NaN            NaN            NaN            NaN   1.17837       0.852299       0.784181                 NaN            NaN            NaN
  1411.03        500.000        97.2766                 NaN            NaN            NaN            NaN            NaN  0.825002        1.13910       0.759271                 NaN            NaN            NaN
  1408.52        500.000        97.3592                 NaN            NaN            NaN            NaN            NaN   1.10318       0.800465       0.737193                 NaN            NaN            NaN
  1406.02        500.000        97.4483                 NaN            NaN            NaN            NaN            NaN   1.06586       0.773310       0.712520                 NaN            NaN            NaN
  1403.51        500.000        97.5230                 NaN            NaN            NaN            NaN            NaN  0.750712        1.03410       0.692159                 NaN            NaN            NaN
  1401.00        500.000        97.5983                 NaN            NaN            NaN            NaN            NaN   1.00216       0.727830       0.671693                 NaN            NaN            NaN
  1398.50        500.000        97.6690                 NaN            NaN            NaN            NaN            NaN  0.706652       0.972256       0.652138                 NaN            NaN            NaN
  1395.99        500.000        97.7350                 NaN            NaN            NaN            NaN            NaN  0.944233       0.686704       0.634103                 NaN            NaN            NaN
  1393.48        500.000        97.7990                 NaN            NaN            NaN            NaN            NaN  0.917644       0.666884       0.616456                 NaN            NaN            NaN
  1390.98        500.000        97.8595                 NaN            NaN            NaN            NaN            NaN  0.892030       0.648664       0.599798                 NaN            NaN            NaN
  1388.47        500.000        97.9201                 NaN            NaN            NaN            NaN            NaN  0.630267       0.866877       0.582758                 NaN            NaN            NaN
  1385.96        500.000        97.9759                 NaN            NaN            NaN            NaN            NaN  0.612834       0.843447       0.567807                 NaN            NaN            NaN
  1383.46        500.000        98.0307                 NaN            NaN            NaN            NaN            NaN  0.820928       0.595929       0.552405                 NaN            NaN            NaN
  1380.95        500.000        98.0810                 NaN            NaN            NaN            NaN            NaN  0.799952       0.580690       0.538402                 NaN            NaN            NaN
  1378.45        500.000        98.1299                 NaN            NaN            NaN            NaN            NaN  0.564984       0.780013       0.525069                 NaN            NaN            NaN
  1375.94        500.000        98.1797                 NaN            NaN            NaN            NaN            NaN  0.550087       0.759312       0.510854                 NaN            NaN            NaN
  1373.43        500.000        98.2239                 NaN            NaN            NaN            NaN            NaN  0.536146       0.741313       0.498649                 NaN            NaN            NaN
  1370.93        500.000        98.2674                 NaN            NaN            NaN            NaN            NaN  0.723199       0.522824       0.486534                 NaN            NaN            NaN
  1368.42        500.000        98.3102                 NaN            NaN            NaN            NaN            NaN  0.706094       0.509109       0.474563                 NaN            NaN            NaN
  1365.91        500.000        98.3494                 NaN            NaN            NaN            NaN            NaN  0.690272       0.496627       0.463701                 NaN            NaN            NaN
  1363.41        500.000        98.3898                 NaN            NaN            NaN            NaN            NaN  0.674312       0.483588       0.452309                 NaN            NaN            NaN
  1360.90        500.000        98.4222                 NaN            NaN            NaN            NaN            NaN  0.473812       0.660527       0.443415                 NaN            NaN            NaN
  1358.40        500.000        98.4692                 NaN            NaN            NaN            NaN            NaN  0.642060       0.458691       0.430017                 NaN            NaN            NaN
  1355.89        500.000        98.4994                 NaN            NaN            NaN            NaN            NaN  0.630459       0.448313       0.421841                 NaN            NaN            NaN
  1353.38        500.000        98.5337                 NaN            NaN            NaN            NaN            NaN  0.616093       0.438197       0.412045                 NaN            NaN            NaN
  1350.88        500.000        98.5653                 NaN            NaN            NaN            NaN            NaN  0.603564       0.428090       0.403058                 NaN            NaN            NaN
  1348.37        500.000        98.5987                 NaN            NaN            NaN            NaN            NaN  0.590728       0.416766       0.393810                 NaN            NaN            NaN
  1345.86        500.000        98.6279                 NaN            NaN            NaN            NaN            NaN  0.579206       0.407280       0.385578                 NaN            NaN            NaN
  1343.36        500.000        98.6555                 NaN            NaN            NaN            NaN            NaN  0.398185       0.568194       0.378092                 NaN            NaN            NaN
  1340.85        500.000        98.6875                 NaN            NaN            NaN            NaN            NaN  0.387436       0.556230       0.368876                 NaN            NaN            NaN
  1338.35        500.000        98.7141                 NaN            NaN            NaN            NaN            NaN  0.545677       0.378660       0.361590                 NaN            NaN            NaN
  1335.84        500.000        98.7407                 NaN            NaN            NaN            NaN            NaN  0.535385       0.370010       0.353940                 NaN            NaN            NaN
  1333.33        500.000        98.7668                 NaN            NaN            NaN            NaN            NaN  0.525442       0.361110       0.346650                 NaN            NaN            NaN
  1330.83        500.000        98.7918                 NaN            NaN            NaN            NaN            NaN  0.352786       0.515845       0.339618                 NaN            NaN            NaN
  1328.32        500.000        98.8164                 NaN            NaN            NaN            NaN            NaN  0.506563       0.344260       0.332793                 NaN            NaN            NaN
  1325.81        500.000        98.8398                 NaN            NaN            NaN            NaN            NaN  0.497627       0.336391       0.326202                 NaN            NaN            NaN
  1323.31        500.000        98.8624                 NaN            NaN            NaN            NaN            NaN  0.328510       0.489205       0.319847                 NaN            NaN            NaN
  1320.80        500.000        98.8838                 NaN            NaN            NaN            NaN            NaN  0.480870       0.321401       0.313948                 NaN            NaN            NaN
  1318.30        500.000        98.9071                 NaN            NaN            NaN            NaN            NaN  0.472382       0.313187       0.307363                 NaN            NaN            NaN
  1315.79        500.000        98.9272                 NaN            NaN            NaN            NaN            NaN  0.465047       0.305939       0.301775                 NaN            NaN            NaN
  1313.28        500.000        98.9477                 NaN            NaN            NaN            NaN            NaN  0.457673       0.298504       0.296112                 NaN            NaN            NaN
  1310.78        500.000        98.9669                 NaN            NaN            NaN            NaN            NaN  0.450731       0.291553       0.290803                 NaN            NaN            NaN
  1308.27        500.000        98.9861                 NaN            NaN            NaN            NaN            NaN  0.443576       0.284844       0.285503                 NaN            NaN            NaN
  1305.76        500.000        99.0049                 NaN            NaN            NaN            NaN            NaN  0.278028       0.436784       0.280277                 NaN            NaN            NaN
  1303.26        500.000        99.0228                 NaN            NaN            NaN            NaN            NaN  0.430731       0.271061       0.275401                 NaN            NaN            NaN
  1300.75        500.000        98.9795                 NaN            NaN            NaN            NaN            NaN  0.259266       0.469446       0.291775                 NaN            NaN            NaN
  1298.25        500.000        99.1215                 NaN            NaN            NaN            NaN            NaN  0.263155       0.371393       0.243932                 NaN            NaN            NaN
  1295.74        500.000        99.0669                 NaN            NaN            NaN            NaN            NaN  0.426213       0.240482       0.266360                 NaN            NaN            NaN
  1293.23        500.000        99.0975                 NaN            NaN            NaN            NaN            NaN  0.394299       0.256181       0.252020                 NaN            NaN            NaN
  1290.73        500.000        99.1059                 NaN            NaN            NaN            NaN            NaN  0.239039       0.402296       0.252766                 NaN            NaN            NaN
  1288.22        500.000        99.1209                 NaN            NaN            NaN            NaN            NaN  0.233095       0.397233       0.248732                 NaN            NaN            NaN
  1285.71        500.000        94.7271                 NaN            NaN            NaN            NaN            NaN  0.609650        1.08889       0.678101        2.89624                 NaN            NaN
  1283.21        500.000        90.6810                 NaN            NaN            NaN            NaN            NaN   1.68830       0.954954        1.06250        5.61326                 NaN            NaN
  1280.70        500.000        86.6671                 NaN            NaN            NaN            NaN            NaN   1.47451        2.26181        1.51770        8.07884                 NaN            NaN
  1278.20        500.000        91.1512                 NaN            NaN            NaN            NaN            NaN   1.01746        1.46419        1.01312        5.35403                 NaN            NaN
  1275.69        500.000        95.0715                 NaN            NaN            NaN            NaN            NaN  0.566327       0.825714       0.569721        2.96676                 NaN            NaN
  1273.18        500.000        96.3640                 NaN            NaN            NaN            NaN            NaN  0.413665       0.619035       0.423205        2.18014                 NaN            NaN
  1270.68        500.000        95.8525                 NaN            NaN            NaN            NaN            NaN  0.463702       0.596156       0.478201        2.46576       0.143632                 NaN
  1268.17        500.000        92.7850                 NaN            NaN            NaN            NaN            NaN  0.402566        1.21443       0.821769        4.25831       0.517941                 NaN
  1265.66        500.000        90.1432                 NaN            NaN            NaN            NaN            NaN   1.61509       0.569627        1.11953        5.85752       0.695065                 NaN
  1263.16        500.000        89.7373                 NaN            NaN            NaN            NaN            NaN   1.66435       0.643550        1.16138        6.19441       0.598989                 NaN
  1260.65        500.000        91.1529                 NaN            NaN            NaN            NaN            NaN  0.520352        1.46964        1.00270        5.33682       0.517608                 NaN
  1258.15        500.000        95.8029                 NaN            NaN            NaN            NaN            NaN  0.235827       0.698504       0.472993        2.54672       0.243074                 NaN
  1255.64        500.000        97.0288                 NaN            NaN            NaN            NaN            NaN  0.159536       0.491031       0.331839        1.81794       0.170863                 NaN
  1253.13        500.000        98.3354                 NaN            NaN            NaN            NaN            NaN  0.230220       0.713151E-001  0.157948        1.12862       0.764624E-001            NaN
  1250.63        500.000        95.4332                 NaN            NaN            NaN            NaN            NaN  0.232865       0.732878       0.502191        2.83038       0.268472                 NaN
  1248.12        500.000        95.7208                 NaN            NaN            NaN            NaN            NaN  0.685363       0.208518       0.467369        2.66676       0.251170                 NaN
  1245.61        500.000        95.9834                 NaN            NaN            NaN            NaN            NaN  0.187584       0.640546       0.435385        2.51791       0.235200                 NaN
  1243.11        500.000        96.2223                 NaN            NaN            NaN            NaN            NaN  0.168480       0.600311       0.406195        2.38239       0.220311                 NaN
  1240.60        500.000        96.4435                 NaN            NaN            NaN            NaN            NaN  0.562513       0.151683       0.379089        2.25681       0.206414                 NaN
  1238.10        500.000        96.6474                 NaN            NaN            NaN            NaN            NaN  0.137244       0.527119       0.354212        2.14064       0.193349                 NaN
  1235.59        500.000        96.8362                 NaN            NaN            NaN            NaN            NaN  0.494319       0.124565       0.331253        2.03263       0.181015                 NaN
  1233.08        500.000        97.0115                 NaN            NaN            NaN            NaN            NaN  0.113877       0.462837       0.310018        1.93217       0.169644                 NaN
  1230.58        500.000        97.1732                 NaN            NaN            NaN            NaN            NaN  0.103219       0.435054       0.290261        1.83925       0.159036                 NaN
  1228.07        500.000        97.3230                 NaN            NaN            NaN            NaN            NaN  0.943621E-001  0.408689       0.272164        1.75270       0.149093                 NaN
  1225.56        500.000        97.4620                 NaN            NaN            NaN            NaN            NaN  0.383747       0.865279E-001  0.255328        1.67239       0.139983                 NaN
  1223.06        500.000        86.6256                 NaN            NaN            NaN            NaN            NaN   1.03383       0.128495        1.02083        6.05645       0.351030        4.78379     
  1220.55        500.000        77.3759                 NaN            NaN            NaN            NaN            NaN   1.57523       0.153255        1.66662        9.71071       0.511015        9.00726     
  1218.05        500.000        80.3904                 NaN            NaN            NaN            NaN            NaN  0.127325        1.37511        1.44306        8.41468       0.432545        7.81688     
  1215.54        500.000        82.5128                 NaN            NaN            NaN            NaN            NaN  0.107638        1.23370        1.28483        7.50381       0.376284        6.98096     
  1213.03        500.000        84.0727                 NaN            NaN            NaN            NaN            NaN  0.920627E-001   1.13073        1.16774        6.83653       0.333695        6.36656     
  1210.53        500.000        85.0887                 NaN            NaN            NaN            NaN            NaN   1.06573       0.767099E-001   1.08961        6.40548       0.303454        5.97034     
  1208.02        500.000        85.6701                 NaN            NaN            NaN            NaN            NaN   1.02814       0.632343E-001   1.04192        6.16635       0.282696        5.74761     
  1205.51        500.000        85.6905                 NaN            NaN            NaN            NaN            NaN  0.476129E-001   1.02954        1.03249        6.17695       0.272626        5.75026     
  1203.01        500.000        84.6805                 NaN            NaN            NaN            NaN            NaN   1.10750       0.234905E-001   1.09219        6.64691       0.279006        6.17043     
  1200.50        500.000        80.5401                 NaN            NaN            NaN            NaN            NaN   1.37302                 NaN   1.35704        8.53234       0.334755        7.86272     
  1197.99        500.000        53.2072                 NaN            NaN            NaN            NaN            NaN   3.09719                 NaN   3.14530        20.7980       0.715454        19.0368     
  1195.49        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.20703                 NaN   6.69127        43.9909        1.25069        40.8601     
  1192.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.20883                 NaN   6.69313        43.9876        1.24998        40.8604     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21063                 NaN   6.69499        43.9844        1.24926        40.8607     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21250                 NaN   6.69688        43.9810        1.24852        40.8611     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21436                 NaN   6.69876        43.9777        1.24779        40.8614     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21628                 NaN   6.70066        43.9743        1.24703        40.8617     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21819                 NaN   6.70255        43.9710        1.24627        40.8620     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22016                 NaN   6.70447        43.9675        1.24550        40.8624     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22204                 NaN   6.70635        43.9642        1.24475        40.8627     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22415                 NaN   6.70832        43.9606        1.24393        40.8630     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22618                 NaN   6.71025        43.9571        1.24314        40.8634     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22823                 NaN   6.71219        43.9535        1.24233        40.8637     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.23031                 NaN   6.71415        43.9499        1.24151        40.8641     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.23243                 NaN   6.71611        43.9463        1.24069        40.8644     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.23457                 NaN   6.71809        43.9427        1.23985        40.8648     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.23673                 NaN   6.72007        43.9390        1.23900        40.8652     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.23891                 NaN   6.72206        43.9353        1.23815        40.8656     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.24113                 NaN   6.72406        43.9316        1.23728        40.8659     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.24339                 NaN   6.72608        43.9278        1.23640        40.8663     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.24557                 NaN   6.72806        43.9241        1.23554        40.8667     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.24798                 NaN   6.73015        43.9202        1.23461        40.8671     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.25030                 NaN   6.73219        43.9163        1.23371        40.8675     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.25268                 NaN   6.73427        43.9124        1.23278        40.8679     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.25508                 NaN   6.73634        43.9084        1.23185        40.8683     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.25751                 NaN   6.73844        43.9044        1.23090        40.8687     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.25991                 NaN   6.74052        43.9005        1.22996        40.8692     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.26244                 NaN   6.74266        43.8963        1.22898        40.8696     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.26489                 NaN   6.74476        43.8923        1.22803        40.8700     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22128       0.458510E-001   6.74662        43.8887        1.22716        40.8704     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.10706       0.161732        6.74800        43.8860        1.22650        40.8707     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.98918       0.281137        6.74929        43.8835        1.22589        40.8710     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.87305       0.398698        6.75051        43.8811        1.22531        40.8713     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.78217       0.491258        6.75191        43.8783        1.22465        40.8717     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.584494        6.69054        6.75326        43.8757        1.22402        40.8720     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.59769       0.678868        6.75457        43.8732        1.22340        40.8723     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.749448        6.52898        6.75612        43.8701        1.22267        40.8727     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.829860        6.45009        6.75743        43.8676        1.22206        40.8730     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.900734        6.38092        6.75888        43.8647        1.22139        40.8733     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.967761        6.31564        6.76035        43.8619        1.22070        40.8737     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.03167        6.25345        6.76182        43.8590        1.22002        40.8740     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.17777        1.10885        6.76318        43.8565        1.21940        40.8743     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.13830        1.15039        6.76483        43.8531        1.21862        40.8747     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.08628        1.20428        6.76640        43.8500        1.21788        40.8751     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.03079        1.26151        6.76792        43.8471        1.21719        40.8755     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.98776        1.30653        6.76956        43.8439        1.21642        40.8759     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.94309        1.35317        6.77121        43.8406        1.21565        40.8763     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.89602        1.40210        6.77281        43.8375        1.21491        40.8766     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.85694        1.44325        6.77453        43.8341        1.21411        40.8770     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.48378        5.81861        6.77636        43.8305        1.21326        40.8775     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.52802        5.77612        6.77787        43.8276        1.21256        40.8778     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.73990        1.56642        6.77968        43.8240        1.21172        40.8783     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.70271        1.60574        6.78149        43.8205        1.21088        40.8787     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.66909        1.64144        6.78322        43.8171        1.21007        40.8791     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.63580        1.67695        6.78507        43.8134        1.20921        40.8795     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.60397        1.71102        6.78693        43.8097        1.20834        40.8800     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.57354        1.74372        6.78881        43.8060        1.20746        40.8804     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.54379        1.77575        6.79069        43.8023        1.20658        40.8809     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.51614        1.80579        6.79265        43.7984        1.20566        40.8814     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.83950        5.48468        6.79455        43.7947        1.20478        40.8818     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45788        1.86869        6.79652        43.7908        1.20385        40.8823     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43045        1.89854        6.79853        43.7868        1.20291        40.8828     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.40814        1.92361        6.80073        43.7823        1.20187        40.8833     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.38309        1.95108        6.80271        43.7784        1.20093        40.8838     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.35395        1.98250        6.80465        43.7746        1.20003        40.8842     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.00326        5.33616        6.80698        43.7699        1.19891        40.8848     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.31000        2.03184        6.80899        43.7659        1.19797        40.8853     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.28721        2.05741        6.81125        43.7614        1.19690        40.8858     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.08135        5.26616        6.81358        43.7567        1.19579        40.8864     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.24032        2.11000        6.81591        43.7521        1.19468        40.8870     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.22314        2.12987        6.81802        43.7478        1.19367        40.8875     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.20151        2.15422        6.82023        43.7434        1.19262        40.8880     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.18230        2.17643        6.82262        43.7386        1.19147        40.8886     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.15868        2.20348        6.82542        43.7330        1.19012        40.8893     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.14362        2.22116        6.82746        43.7288        1.18915        40.8898     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.12493        2.24291        6.82989        43.7239        1.18798        40.8904     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.10716        2.26384        6.83239        43.7188        1.18677        40.8910     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.07543        2.29802        6.83462        43.7148        1.18572        40.8915     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.07100        2.30640        6.83745        43.7086        1.18432        40.8922     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.05384        2.32688        6.84007        43.7033        1.18305        40.8929     
