|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1094.57        2500.00                 NaN            NaN            NaN   2.44043       0.271415                 NaN            NaN   7.23384        40.6222        1.07026                 NaN            NaN   21.3546        4.55876        22.4485     
  1093.02        2500.00                 NaN            NaN            NaN   2.43802       0.462644                 NaN            NaN   7.25992        40.6423        1.06592                 NaN            NaN   21.3654        4.45553        22.3102     
  1091.47        2500.00                 NaN            NaN            NaN   1.42297        36.7600                 NaN            NaN   12.4308        30.5847                 NaN  0.640418E-001            NaN   17.7586       0.978855                 NaN
  1089.92        2500.00                 NaN            NaN            NaN   1.43473        36.7817                 NaN            NaN   12.4555        30.6207                 NaN  0.572481E-001            NaN   17.7767       0.873421                 NaN
  1088.37        2500.00                 NaN            NaN            NaN   2.04514        31.4858                 NaN            NaN   11.4682        34.3803       0.352843                 NaN            NaN   18.7279        1.53979                 NaN
  1086.82        2500.00                 NaN            NaN            NaN   2.43806       0.496666                 NaN            NaN   7.26656        40.8719        1.06523                 NaN            NaN   21.4715        4.10065        22.2894     
  1085.27        2500.00                 NaN            NaN            NaN   2.44012       0.241204                 NaN            NaN   7.23129        40.9813        1.07140                 NaN            NaN   21.5212        4.03463        22.4789     
  1083.72        2500.00                 NaN            NaN            NaN   2.44089       0.290282                 NaN            NaN   7.23965        41.0338        1.07003                 NaN            NaN   21.5446        3.93936        22.4413     
  1082.17        2500.00                 NaN            NaN            NaN   2.43824       0.517786                 NaN            NaN   7.27044        41.0456        1.06492                 NaN            NaN   21.5515        3.83090        22.2807     
  1080.62        2500.00                 NaN            NaN            NaN   1.50426        36.9726                 NaN            NaN   12.5621        30.7443       0.717221E-002            NaN            NaN   17.8544       0.355116                 NaN
  1079.07        2500.00                 NaN            NaN            NaN   2.42907        1.29629                 NaN            NaN   7.37682        41.0073        1.04711                 NaN            NaN   21.5393        3.58106        21.7231     
  1077.52        2500.00                 NaN            NaN            NaN   1.51089       0.125392        36.9264                 NaN   12.6010        30.8060                 NaN            NaN            NaN   17.8850       0.145278                 NaN
  1075.97        2500.00                 NaN            NaN            NaN   1.52047        37.0456                 NaN            NaN   12.6128        30.8817                 NaN            NaN            NaN   17.9042       0.353208E-001            NaN
  1074.42        2500.00                 NaN            NaN            NaN   1.49460        37.1531                 NaN            NaN   12.6918        30.7668                 NaN            NaN            NaN   17.8937                 NaN            NaN
  1072.87        2500.00                 NaN            NaN            NaN   1.48244        37.2033                 NaN            NaN   12.5153        30.9094                 NaN            NaN            NaN   17.8896                 NaN            NaN
  1071.32        2500.00                 NaN            NaN            NaN   1.48669        37.2500                 NaN            NaN   12.5241        30.8283       0.462502E-002            NaN            NaN   17.9064                 NaN            NaN
  1069.77        2500.00                 NaN            NaN            NaN   2.43369       0.407791                 NaN            NaN   7.25974        41.5620        1.06779                 NaN            NaN   21.7973        3.08923        22.3825     
  1068.22        2500.00                 NaN            NaN            NaN   2.42443        1.84392                 NaN            NaN   7.45761        41.3363        1.03381                 NaN            NaN   21.6959        2.86847        21.3395     
  1066.67        2500.00                 NaN            NaN            NaN   2.44390       0.132337                 NaN            NaN   7.22303        41.7609        1.07409                 NaN            NaN   21.8799        2.91847        22.5675     
  1065.11        2500.00                 NaN            NaN            NaN   1.50330        37.3555                 NaN            NaN   12.5071        30.8497                 NaN            NaN            NaN   17.7843                 NaN            NaN
  1063.56        2500.00                 NaN            NaN            NaN   1.51833        36.8817       0.371410                 NaN   12.6782        30.7515                 NaN            NaN            NaN   17.7988                 NaN            NaN
  1062.01        2500.00                 NaN            NaN            NaN   1.52420        35.8375        1.12746                 NaN   12.6947        30.9086                 NaN            NaN            NaN   17.9076                 NaN            NaN
  1060.46        2500.00                 NaN            NaN            NaN   1.57294        36.7530       0.411935                 NaN   12.6284        30.8241                 NaN            NaN            NaN   17.8096                 NaN            NaN
  1058.91        2500.00                 NaN            NaN            NaN   1.57659        36.6550       0.533954                 NaN   12.6362        30.8061                 NaN            NaN            NaN   17.7921                 NaN            NaN
  1057.36        2500.00                 NaN            NaN            NaN   2.44592                 NaN            NaN            NaN   7.20744        42.1917        1.07742                 NaN            NaN   22.0790        2.33037        22.6681     
  1055.81        2500.00                 NaN            NaN            NaN   2.44458       0.131750                 NaN            NaN   7.22618        42.2327        1.07436                 NaN            NaN   22.0989        2.21665        22.5749     
  1054.26        2500.00                 NaN            NaN            NaN   2.44474       0.125905                 NaN            NaN   7.22584        42.3036        1.07454                 NaN            NaN   22.1319        2.11342        22.5801     
  1052.71        2500.00                 NaN            NaN            NaN   1.55370        35.0937        2.29207                 NaN   12.7528        30.6018                 NaN            NaN            NaN   17.7059                 NaN            NaN
  1051.16        2500.00                 NaN            NaN            NaN   1.53837        32.6551        4.50611                 NaN   12.7596        30.7399                 NaN            NaN            NaN   17.8010                 NaN            NaN
  1049.61        2500.00                 NaN            NaN            NaN   2.43876       0.726107                 NaN            NaN   7.31128        42.3878        1.06044                 NaN            NaN   22.1749        1.74608        22.1547     
  1048.06        2500.00                 NaN            NaN            NaN   2.44504       0.135200                 NaN            NaN   7.22903        42.5836        1.07448                 NaN            NaN   22.2623        1.69276        22.5776     
  1046.51        2500.00                 NaN            NaN            NaN   2.44654                 NaN            NaN            NaN   7.21051        42.6839        1.07773                 NaN            NaN   22.3081        1.59813        22.6751     
  1044.96        2500.00                 NaN            NaN            NaN   1.53130        37.5493                 NaN            NaN   12.7912        30.4754                 NaN            NaN            NaN   17.6527                 NaN            NaN
  1043.41        2500.00                 NaN            NaN            NaN   1.46070        36.9750                 NaN            NaN   12.3139        31.2543       0.172825                 NaN            NaN   17.8232                 NaN            NaN
  1041.86        2500.00                 NaN            NaN            NaN   1.55648        32.5369        4.91768                 NaN   12.7752        30.5376                 NaN            NaN            NaN   17.6762                 NaN            NaN
  1040.31        2500.00                 NaN            NaN            NaN   2.44000       0.678916                 NaN            NaN   7.30914        42.8369        1.06150                 NaN            NaN   22.3841        1.09819        22.1912     
  1038.76        2500.00                 NaN            NaN            NaN   1.57364        33.9644        3.58331                 NaN   12.8302        30.4550                 NaN            NaN            NaN   17.5934                 NaN            NaN
  1037.21        2500.00                 NaN            NaN            NaN   1.57662        33.7156        3.84471                 NaN   12.8320        30.4480                 NaN            NaN            NaN   17.5830                 NaN            NaN
  1035.66        2500.00                 NaN            NaN            NaN   2.44719                 NaN            NaN            NaN   7.21368        43.1994        1.07806                 NaN            NaN   22.5486       0.830681        22.6824     
  1034.11        2500.00                 NaN            NaN            NaN   1.57432        33.2970        4.02368                 NaN   12.8541        30.5952                 NaN            NaN            NaN   17.6557                 NaN            NaN
  1032.56        2500.00                 NaN            NaN            NaN   1.56758        33.2722        4.41942                 NaN   12.8363        30.3661                 NaN            NaN            NaN   17.5385                 NaN            NaN
  1031.01        2500.00                 NaN            NaN            NaN   1.48206        37.7878                 NaN            NaN   12.7669        30.3827                 NaN            NaN            NaN   17.5806                 NaN            NaN
  1029.46        2500.00                 NaN            NaN            NaN   1.58368        33.7410        4.01824                 NaN   12.9431        30.2295                 NaN            NaN            NaN   17.4845                 NaN            NaN
  1027.91        2500.00                 NaN            NaN            NaN   1.59743        32.9089        4.45951                 NaN   12.8806        30.5542                 NaN            NaN            NaN   17.5994                 NaN            NaN
  1026.36        2500.00                 NaN            NaN            NaN   1.59328        32.8264        4.57305                 NaN   12.8979        30.5224                 NaN            NaN            NaN   17.5870                 NaN            NaN
  1024.81        2500.00                 NaN            NaN            NaN   1.63711        37.4883                 NaN            NaN   12.9590        30.4181                 NaN            NaN            NaN   17.4976                 NaN            NaN
  1023.26        2500.00                 NaN            NaN            NaN   1.60189        32.9706        4.81625                 NaN   12.9385        30.2470                 NaN            NaN            NaN   17.4257                 NaN            NaN
  1021.70        2500.00                 NaN            NaN            NaN   1.59901        28.0625        9.75830                 NaN   12.9234        30.2389                 NaN            NaN            NaN   17.4179                 NaN            NaN
  1020.15        2500.00                 NaN            NaN            NaN   1.75625        8.37538        28.4411       0.390008E-003   12.8340        30.9366                 NaN            NaN            NaN   17.6563                 NaN            NaN
  1018.60        2500.00                 NaN            NaN            NaN   1.60526        32.6361        5.22220                 NaN   12.9665        30.1725                 NaN            NaN            NaN   17.3974                 NaN            NaN
  1017.05        2500.00                 NaN            NaN            NaN   1.59532        32.5912        5.20948                 NaN   13.0744        30.1428                 NaN            NaN            NaN   17.3868                 NaN            NaN
  1015.50        2500.00                 NaN            NaN            NaN   1.58872        25.9652        11.9578                 NaN   12.9212        30.1499                 NaN            NaN            NaN   17.4171                 NaN            NaN
  1013.95        2500.00                 NaN            NaN            NaN   1.57487        27.0628        10.8994                 NaN   13.0723        30.0471                 NaN            NaN            NaN   17.3435                 NaN            NaN
  1012.40        2500.00                 NaN            NaN            NaN   1.58104        27.0203        10.9646                 NaN   13.0831        30.0258                 NaN            NaN            NaN   17.3253                 NaN            NaN
  1010.85        2500.00                 NaN            NaN            NaN   1.59442        31.8817        6.05235                 NaN   13.1083        30.0446                 NaN            NaN            NaN   17.3186                 NaN            NaN
  1009.30        2500.00                 NaN            NaN            NaN   1.57102        29.8804        7.81166                 NaN   12.8451        30.3313                 NaN            NaN            NaN   17.5605                 NaN            NaN
  1007.75        2500.00                 NaN            NaN            NaN   1.59742        27.0157        11.0825                 NaN   13.0663        29.9307                 NaN            NaN            NaN   17.3074                 NaN            NaN
  1006.20        2500.00                 NaN            NaN            NaN   1.53871        38.2699                 NaN            NaN   13.0177        29.8963                 NaN            NaN            NaN   17.2774                 NaN            NaN
  1004.65        2500.00                 NaN            NaN            NaN   1.54668        38.2733                 NaN            NaN   13.0328        29.8855                 NaN            NaN            NaN   17.2616                 NaN            NaN
  1003.10        2500.00                 NaN            NaN            NaN   1.54263        38.3309                 NaN            NaN   13.0367        29.8479                 NaN            NaN            NaN   17.2419                 NaN            NaN
  1001.55        2500.00                 NaN            NaN            NaN   1.59863        38.2232                 NaN            NaN   13.0515        29.9127                 NaN            NaN            NaN   17.2139                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN   1.54682        38.3929                 NaN            NaN   13.0558        29.7988                 NaN            NaN            NaN   17.2056                 NaN            NaN
