|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1350.38        2500.00        98.9489                 NaN            NaN  0.209768       0.488493       0.393534E-001            NaN  0.313480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.83        2500.00        98.9588                 NaN            NaN  0.208746       0.487729       0.342868E-001            NaN  0.310476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        98.9712                 NaN            NaN  0.205211       0.488689       0.290202E-001            NaN  0.305879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        98.9807                 NaN            NaN  0.202016       0.484598       0.300820E-001            NaN  0.302643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        98.9909                 NaN            NaN  0.198841       0.281409E-001  0.483208                 NaN  0.298954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.0005                 NaN            NaN  0.195569       0.481195       0.272348E-001            NaN  0.295533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.0098                 NaN            NaN  0.192329       0.253578E-001  0.480349                 NaN  0.292139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.0195                 NaN            NaN  0.188576       0.247020E-001  0.478703                 NaN  0.288520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.0280                 NaN            NaN  0.185369       0.228560E-001  0.478342                 NaN  0.285440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.0385                 NaN            NaN  0.181993       0.476266       0.214333E-001            NaN  0.281836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.0475                 NaN            NaN  0.178387       0.211263E-001  0.474417                 NaN  0.278557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0555                 NaN            NaN  0.174324       0.474005       0.206921E-001            NaN  0.275511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.0642                 NaN            NaN  0.170670       0.193037E-001  0.473490                 NaN  0.272347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.0729                 NaN            NaN  0.167042       0.190583E-001  0.471774                 NaN  0.269238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.0800                 NaN            NaN  0.163291       0.134579E-001  0.476802                 NaN  0.266495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.0840                 NaN            NaN  0.159539       0.118579E-001  0.479968                 NaN  0.264627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.0968                 NaN            NaN  0.152590       0.467977       0.229039E-001            NaN  0.259730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.1020                 NaN            NaN  0.150218       0.473105       0.165193E-001            NaN  0.258150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.1089                 NaN            NaN  0.150112       0.754228E-002  0.478170                 NaN  0.255299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.1165                 NaN            NaN  0.129320       0.421122       0.808396E-001            NaN  0.252234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.1241                 NaN            NaN  0.134951       0.413468       0.779671E-001            NaN  0.249485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.1353                 NaN            NaN  0.137880       0.430424       0.498134E-001            NaN  0.246560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.1175                 NaN            NaN  0.828322E-001  0.180637       0.371690                 NaN  0.247375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.1453                 NaN            NaN  0.128254       0.484876                 NaN            NaN  0.241568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.1541                 NaN            NaN  0.128212       0.478234                 NaN            NaN  0.239405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.1608                 NaN            NaN  0.128157       0.472565                 NaN            NaN  0.238431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.1622                 NaN            NaN  0.108951       0.494939                 NaN            NaN  0.233887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        97.7514                 NaN            NaN  0.192675       0.806538                 NaN            NaN  0.407220       0.842210                 NaN            NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        85.8783                 NaN            NaN  0.960019        3.39899                 NaN            NaN   1.86258        7.90007                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        86.8734                 NaN            NaN  0.932776        3.14687                 NaN            NaN   1.73883        7.30809                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        87.7658                 NaN            NaN  0.867597        2.96940                 NaN            NaN   1.62843        6.76877                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.32        2500.00        88.5342                 NaN            NaN  0.818675        2.80682                 NaN            NaN   1.53335        6.30694                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.77        2500.00        89.2093                 NaN            NaN  0.767588        2.67429                 NaN            NaN   1.45001        5.89885                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.22        2500.00        81.2714                 NaN            NaN   1.23557        4.24049                 NaN            NaN   2.46939        10.2407       0.542402                 NaN            NaN            NaN            NaN            NaN
  1297.67        2500.00        79.1232                 NaN            NaN   1.43935        4.58547                 NaN            NaN   2.73518        11.3967       0.720068                 NaN            NaN            NaN            NaN            NaN
  1296.12        2500.00        80.5122                 NaN            NaN   1.41147        4.25327                 NaN            NaN   2.54893        10.6111       0.663005                 NaN            NaN            NaN            NaN            NaN
  1294.57        2500.00        80.8913                 NaN            NaN   1.45418        4.13042                 NaN            NaN   2.49711        10.3859       0.641164                 NaN            NaN            NaN            NaN            NaN
  1293.02        2500.00        83.2364                 NaN            NaN   1.27396        3.67556                 NaN            NaN   2.18254        9.07975       0.551793                 NaN            NaN            NaN            NaN            NaN
  1291.47        2500.00        83.6558                 NaN            NaN   1.27270        3.53669                 NaN            NaN   2.12225        8.87676       0.535770                 NaN            NaN            NaN            NaN            NaN
  1289.92        2500.00        82.3384                 NaN            NaN   1.56356        3.62191                 NaN            NaN   2.34892        9.53582       0.591403                 NaN            NaN            NaN            NaN            NaN
  1288.37        2500.00        86.0591                 NaN            NaN   1.05217        3.35613                 NaN            NaN   1.80233        7.29607       0.434175                 NaN            NaN            NaN            NaN            NaN
  1286.81        2500.00        82.1261                 NaN            NaN   1.61683        3.42276                 NaN            NaN   2.31511        9.94339       0.575769                 NaN            NaN            NaN            NaN            NaN
  1285.26        2500.00        85.4811                 NaN            NaN  0.952640        3.54874                 NaN            NaN   1.71401        7.92685       0.376629                 NaN            NaN            NaN            NaN            NaN
  1283.71        2500.00        82.9175                 NaN            NaN   1.37564        3.70846                 NaN            NaN   2.15452        9.33274       0.511164                 NaN            NaN            NaN            NaN            NaN
  1282.16        2500.00        80.6347                 NaN            NaN   1.56414        4.20913                 NaN            NaN   2.41480        10.6089       0.568280                 NaN            NaN            NaN            NaN            NaN
  1280.61        2500.00        74.8861                 NaN            NaN   2.11996        5.21337                 NaN            NaN   3.08005        13.9744       0.726179                 NaN            NaN            NaN            NaN            NaN
  1279.06        2500.00        62.8520                 NaN            NaN   2.23241        7.89704                 NaN            NaN   4.38896        20.9684                 NaN   1.66120                 NaN            NaN            NaN            NaN
  1277.51        2500.00        66.2328                 NaN            NaN   2.03706        7.02249                 NaN            NaN   3.96388        19.1300                 NaN   1.61374                 NaN            NaN            NaN            NaN
  1275.96        2500.00        77.8493                 NaN            NaN   1.41740        4.84461                 NaN            NaN   2.61054        12.2576                 NaN   1.02053                 NaN            NaN            NaN            NaN
  1274.41        2500.00        79.4495                 NaN            NaN   1.42983        4.41345                 NaN            NaN   2.45404        11.3219                 NaN  0.931251                 NaN            NaN            NaN            NaN
  1272.86        2500.00        88.9934                 NaN            NaN  0.806189        2.45982                 NaN            NaN   1.32113        5.92462                 NaN  0.494805                 NaN            NaN            NaN            NaN
  1271.31        2500.00        87.5873                 NaN            NaN  0.881521        2.72917                 NaN            NaN   1.49956        6.72928                 NaN  0.573153                 NaN            NaN            NaN            NaN
  1269.76        2500.00        90.4886                 NaN            NaN  0.707553        2.09822                 NaN            NaN   1.15894        5.11278                 NaN  0.433891                 NaN            NaN            NaN            NaN
  1268.21        2500.00        94.2465                 NaN            NaN  0.455502        1.30109                 NaN            NaN  0.702482        3.03545                 NaN  0.258981                 NaN            NaN            NaN            NaN
  1266.66        2500.00        86.4599                 NaN            NaN  0.950393        2.95997                 NaN            NaN   1.67946        7.30954                 NaN  0.640777                 NaN            NaN            NaN            NaN
  1265.11        2500.00        78.3672                 NaN            NaN   1.37013        5.18853                 NaN            NaN   2.65267        11.3607                 NaN   1.06077                 NaN            NaN            NaN            NaN
  1263.56        2500.00        67.0249                 NaN            NaN   4.13330                 NaN            NaN            NaN   3.07516        21.0666                 NaN   1.23890                 NaN   2.95025       0.510945                 NaN
  1262.01        2500.00        98.7762                 NaN            NaN  0.139613       0.424612                 NaN            NaN  0.125870       0.294163                 NaN            NaN            NaN  0.201252       0.382443E-001            NaN
  1260.46        2500.00        98.2559                 NaN            NaN  0.150217       0.680522                 NaN            NaN  0.178862       0.393654                 NaN            NaN            NaN  0.271932       0.689354E-001            NaN
  1258.91        2500.00        98.2715                 NaN            NaN  0.147867       0.674736                 NaN            NaN  0.177252       0.390652                 NaN            NaN            NaN  0.269826       0.681648E-001            NaN
  1257.36        2500.00        98.2874                 NaN            NaN  0.145565       0.668735                 NaN            NaN  0.175600       0.387609                 NaN            NaN            NaN  0.267653       0.673978E-001            NaN
  1255.81        2500.00        61.1359       0.130442E-005            NaN   1.29942        15.4868                 NaN            NaN   4.09761        9.39134                 NaN  0.335142                 NaN   5.71626        2.53752                 NaN
  1254.26        2500.00        72.9861                 NaN            NaN            NaN   14.4317                 NaN            NaN   3.57191        2.18006                 NaN            NaN            NaN   3.45277        3.37742                 NaN
  1252.71        2500.00        83.9811                 NaN            NaN            NaN   9.77087                 NaN            NaN   1.65028        1.05748                 NaN            NaN            NaN   2.30424        1.23599                 NaN
  1251.16        2500.00        97.0556                 NaN            NaN            NaN   2.21956                 NaN            NaN  0.383445                 NaN            NaN  0.197986                 NaN  0.143373                 NaN            NaN
  1249.61        2500.00        82.5285                 NaN            NaN            NaN   5.32989                 NaN            NaN   1.67512        7.05227                 NaN  0.406210                 NaN   3.00800                 NaN            NaN
  1248.06        2500.00        67.5680                 NaN            NaN   3.78488                 NaN            NaN            NaN   2.37951        18.9434                 NaN  0.723478       0.133646        5.56042       0.906688                 NaN
  1246.51        2500.00        98.7967                 NaN            NaN  0.125969       0.415558                 NaN            NaN  0.129780       0.296957                 NaN  0.541765E-005            NaN  0.197930       0.370624E-001            NaN
  1244.96        2500.00                 NaN            NaN            NaN   2.17628        35.9310                 NaN            NaN   9.89493        28.1079                 NaN   2.14662       0.143884        14.8625        6.73682                 NaN
  1243.41        2500.00        98.8971                 NaN            NaN  0.341064       0.182400E-001            NaN            NaN  0.436972       0.345278E-001            NaN            NaN            NaN  0.165665       0.106461                 NaN
  1241.85        2500.00        97.0433                 NaN            NaN  0.397672E-001   1.39442                 NaN            NaN  0.126108E-003  0.984858                 NaN  0.621361E-002            NaN  0.496434       0.349046E-001            NaN
  1240.30        2500.00        98.7993                 NaN            NaN  0.121161       0.415638                 NaN            NaN  0.129818       0.298902                 NaN  0.482057E-004            NaN  0.198289       0.368451E-001            NaN
  1238.75        2500.00        99.4139                 NaN            NaN  0.166598       0.286457E-001            NaN            NaN  0.216100       0.317667E-001            NaN            NaN            NaN  0.894669E-001  0.535693E-001            NaN
  1237.20        2500.00        99.4230                 NaN            NaN  0.166732       0.224474E-001            NaN            NaN  0.217967       0.276178E-001            NaN            NaN            NaN  0.879810E-001  0.542228E-001            NaN
  1235.65        2500.00        97.0195                 NaN            NaN  0.559312       0.114604E-001            NaN            NaN   1.28894       0.155490                 NaN  0.762657E-001            NaN  0.353712       0.535288                 NaN
  1234.10        2500.00        99.3580                 NaN            NaN  0.100229       0.242574E-001            NaN            NaN  0.417553E-001  0.187885                 NaN            NaN            NaN  0.127791       0.331608E-002  0.156744     
  1232.55        2500.00        99.3519                 NaN            NaN  0.995342E-001  0.251393E-001            NaN            NaN  0.419192E-001  0.199812                 NaN            NaN            NaN  0.124842                 NaN  0.156843     
  1231.00        2500.00        99.3473                 NaN            NaN  0.988335E-001  0.275006E-001            NaN            NaN  0.423775E-001  0.201981                 NaN            NaN            NaN  0.125684                 NaN  0.156316     
  1229.45        2500.00                 NaN            NaN            NaN  0.910704        41.2239                 NaN            NaN   10.0054        26.0409                 NaN   1.01797                 NaN   14.6772        6.12380                 NaN
  1227.90        2500.00                 NaN            NaN            NaN  0.922166        41.3165                 NaN            NaN   10.0274        25.9883                 NaN  0.991838                 NaN   14.6727        6.08113                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   2.49901                 NaN            NaN            NaN   6.93798        34.0726                 NaN   2.46833       0.169787        17.0637        8.14869        28.6399     
  1224.80        2500.00                 NaN            NaN            NaN  0.949261        41.2755                 NaN            NaN   10.0596        26.0463                 NaN  0.987838                 NaN   14.6958        5.98569                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   2.49811                 NaN            NaN            NaN   6.93752        34.1270                 NaN   2.45734       0.181501        17.0894        8.06887        28.6403     
  1221.70        2500.00                 NaN            NaN            NaN   2.51275       0.293287E-001            NaN            NaN   6.94807        34.1369                 NaN   2.62584                 NaN   17.1047        8.03178        28.6107     
  1220.15        2500.00                 NaN            NaN            NaN   2.49716                 NaN            NaN            NaN   6.93705        34.1818                 NaN   2.44579       0.193800        17.1152        7.98852        28.6407     
  1218.60        2500.00                 NaN            NaN            NaN   2.51268       0.360976E-001            NaN            NaN   6.94869        34.1904                 NaN   2.62556                 NaN   17.1307        7.95070        28.6052     
  1217.05        2500.00                 NaN            NaN            NaN   1.01260        41.3245                 NaN            NaN   10.1616        26.0611                 NaN  0.941123                 NaN   14.7307        5.76821                 NaN
  1215.50        2500.00                 NaN            NaN            NaN   2.49556                 NaN            NaN            NaN   6.93625        34.2657                 NaN   2.42611       0.214746        17.1546        7.86563        28.6414     
  1213.95        2500.00                 NaN            NaN            NaN   2.51269       0.399172E-001            NaN            NaN   6.94903        34.2727                 NaN   2.62542                 NaN   17.1705        7.82728        28.6024     
  1212.40        2500.00                 NaN            NaN            NaN   1.79475        37.1573                 NaN            NaN   9.96453        28.5512                 NaN   1.46239                 NaN   15.0968        5.97306                 NaN
  1210.85        2500.00                 NaN            NaN            NaN   2.51266       0.422756E-001            NaN            NaN   6.94929        34.3291                 NaN   2.62530                 NaN   17.1978        7.74326        28.6004     
  1209.30        2500.00                 NaN            NaN            NaN   2.49325                 NaN            NaN            NaN   6.93511        34.3807                 NaN   2.39771       0.244966        17.2086        7.69731        28.6424     
  1207.75        2500.00                 NaN            NaN            NaN   2.51265       0.454525E-001            NaN            NaN   6.94956        34.3857                 NaN   2.62518                 NaN   17.2251        7.65814        28.5982     
  1206.20        2500.00                 NaN            NaN            NaN   2.49491                 NaN            NaN            NaN   6.93601        34.4372                 NaN   2.41581       0.225557        17.2369        7.61200        28.6416     
  1204.65        2500.00                 NaN            NaN            NaN   2.49518                 NaN            NaN            NaN   6.93618        34.4662                 NaN   2.41856       0.222584        17.2511        7.56869        28.6415     
  1203.10        2500.00                 NaN            NaN            NaN   2.49515                 NaN            NaN            NaN   6.93618        34.4953                 NaN   2.41761       0.223561        17.2651        7.52564        28.6415     
  1201.55        2500.00                 NaN            NaN            NaN   2.49483                 NaN            NaN            NaN   6.93603        34.5254                 NaN   2.41344       0.227977        17.2794        7.48129        28.6416     
  1200.00        2500.00                 NaN            NaN            NaN   2.49428                 NaN            NaN            NaN   6.93577        34.5559                 NaN   2.40650       0.235354        17.2938        7.43656        28.6418     
  1198.44        2500.00                 NaN            NaN            NaN   2.51263       0.551113E-001            NaN            NaN   6.95049        34.5615                 NaN   2.62477                 NaN   17.3102        7.39459        28.5908     
  1196.89        2500.00                 NaN            NaN            NaN   2.49265                 NaN            NaN            NaN   6.93496        34.6180                 NaN   2.38625       0.256896        17.3227        7.34601        28.6425     
  1195.34        2500.00                 NaN            NaN            NaN   2.51262       0.587491E-001            NaN            NaN   6.95085        34.6220                 NaN   2.62461                 NaN   17.3395        7.30376        28.5880     
  1193.79        2500.00                 NaN            NaN            NaN   2.49079                 NaN            NaN            NaN   6.93405        34.6812                 NaN   2.36322       0.281390        17.3519        7.25414        28.6433     
  1192.24        2500.00                 NaN            NaN            NaN   2.51262       0.626868E-001            NaN            NaN   6.95123        34.6833                 NaN   2.62444                 NaN   17.3691        7.21165        28.5849     
  1190.69        2500.00                 NaN            NaN            NaN   1.21920        41.8671                 NaN            NaN   9.98401        26.5575                 NaN  0.789553                 NaN   14.8432        4.73947                 NaN
  1189.14        2500.00                 NaN            NaN            NaN   2.51261       0.669997E-001            NaN            NaN   6.95166        34.7455                 NaN   2.62425                 NaN   17.3992        7.11823        28.5816     
  1187.59        2500.00                 NaN            NaN            NaN   2.51261       0.691889E-001            NaN            NaN   6.95188        34.7768                 NaN   2.62415                 NaN   17.4144        7.07103        28.5799     
  1186.04        2500.00                 NaN            NaN            NaN   2.51261       0.714923E-001            NaN            NaN   6.95211        34.8084                 NaN   2.62405                 NaN   17.4297        7.02349        28.5781     
  1184.49        2500.00                 NaN            NaN            NaN   2.19014        37.0799                 NaN            NaN   10.4240        28.6005                 NaN   1.17223                 NaN   15.3070        5.22623                 NaN
  1182.94        2500.00                 NaN            NaN            NaN   2.51261       0.761963E-001            NaN            NaN   6.95258        34.8729                 NaN   2.62383                 NaN   17.4609        6.92649        28.5745     
  1181.39        2500.00                 NaN            NaN            NaN   1.93101        40.3682                 NaN            NaN   10.9609        28.5656                 NaN  0.612942                 NaN   15.4356        2.12576                 NaN
  1179.84        2500.00                 NaN            NaN            NaN   2.09444        36.7758       0.603810                 NaN   10.3246        28.6919                 NaN   1.20703                 NaN   15.2990        5.00357                 NaN
  1178.29        2500.00                 NaN            NaN            NaN   1.33402        41.6186                 NaN            NaN   10.6072        26.2763                 NaN  0.718663                 NaN   14.9335        4.51172                 NaN
  1176.74        2500.00                 NaN            NaN            NaN   1.33482        41.5390                 NaN            NaN   10.6765        26.3049                 NaN  0.730733                 NaN   14.9446        4.46936                 NaN
  1175.19        2500.00                 NaN            NaN            NaN   2.47291                 NaN            NaN            NaN   6.92536        35.0863                 NaN   2.13823       0.520504        17.5356        6.67027        28.6509     
  1173.64        2500.00                 NaN            NaN            NaN   2.51261       0.970644E-001            NaN            NaN   6.95466        35.0703                 NaN   2.62290                 NaN   17.5567        6.62735        28.5585     
  1172.09        2500.00                 NaN            NaN            NaN   2.51278       0.652919E-001            NaN            NaN   6.95174        35.1105                 NaN   2.62420                 NaN   17.5753        6.57760        28.5825     
  1170.54        2500.00                 NaN            NaN            NaN   1.42576        42.1961                 NaN            NaN   10.2787        26.5404                 NaN  0.550816                 NaN   14.9571        4.05116                 NaN
  1168.99        2500.00                 NaN            NaN            NaN   1.18656        42.1787                 NaN            NaN   10.5876        26.4738                 NaN  0.747382                 NaN   14.9790        3.84697                 NaN
  1167.44        2500.00                 NaN            NaN            NaN   2.51264       0.111315                 NaN            NaN   6.95611        35.2072                 NaN   2.62225                 NaN   17.6230        6.41997        28.5475     
  1165.89        2500.00                 NaN            NaN            NaN   2.46342                 NaN            NaN            NaN   6.92092        35.3036                 NaN   2.01422       0.651987        17.6342        6.35696        28.6547     
  1164.34        2500.00                 NaN            NaN            NaN   2.51266       0.118548                 NaN            NaN   6.95696        35.2779                 NaN   2.62187                 NaN   17.6574        6.31345        28.5412     
  1162.79        2500.00                 NaN            NaN            NaN   1.47160        41.7382                 NaN            NaN   10.8137        26.3776                 NaN  0.622176                 NaN   15.0302        3.94649                 NaN
  1161.24        2500.00                 NaN            NaN            NaN   2.51270       0.129828                 NaN            NaN   6.95808        35.3477                 NaN   2.62136                 NaN   17.6913        6.20582        28.5331     
  1159.69        2500.00                 NaN            NaN            NaN   2.51271       0.133138                 NaN            NaN   6.95854        35.3846                 NaN   2.62115                 NaN   17.7093        6.15087        28.5297     
  1158.14        2500.00                 NaN            NaN            NaN   2.51273       0.138885                 NaN            NaN   6.95902        35.4197                 NaN   2.62093                 NaN   17.7263        6.09620        28.5262     
  1156.59        2500.00                 NaN            NaN            NaN   2.51275       0.142461                 NaN            NaN   6.95951        35.4572                 NaN   2.62071                 NaN   17.7445        6.04035        28.5225     
  1155.04        2500.00                 NaN            NaN            NaN   2.51277       0.148683                 NaN            NaN   6.96004        35.4928                 NaN   2.62047                 NaN   17.7618        5.98481        28.5187     
  1153.48        2500.00                 NaN            NaN            NaN   2.51278       0.152570                 NaN            NaN   6.96040        35.5299                 NaN   2.62030                 NaN   17.7797        5.92849        28.5158     
  1151.93        2500.00                 NaN            NaN            NaN   2.51280       0.157514                 NaN            NaN   6.96106        35.5680                 NaN   2.62001                 NaN   17.7984        5.87121        28.5110     
  1150.38        2500.00                 NaN            NaN            NaN   2.44418                 NaN            NaN            NaN   6.91216        35.6916                 NaN   1.75656       0.924813        17.8087        5.79976        28.6623     
  1148.83        2500.00                 NaN            NaN            NaN   3.70732       0.139808                 NaN            NaN   6.95939        34.6151        1.77851                 NaN            NaN   18.1253        6.14972        28.5248     
  1147.28        2500.00                 NaN            NaN            NaN   3.70691       0.160116                 NaN            NaN   6.96144        34.6500        1.77788                 NaN            NaN   18.1424        6.09234        28.5090     
  1145.73        2500.00                 NaN            NaN            NaN   3.18991                 NaN            NaN            NaN   6.90855        35.1624        1.12231        1.03386                 NaN   18.0448        5.87268        28.6654     
  1144.18        2500.00                 NaN            NaN            NaN   3.19316                 NaN            NaN            NaN   6.90886        35.1986        1.12645        1.02739                 NaN   18.0644        5.81594        28.6651     
  1142.63        2500.00                 NaN            NaN            NaN   1.66994        41.9928                 NaN            NaN   10.9969        26.8518                 NaN  0.548824                 NaN   15.1029        2.83689                 NaN
  1141.08        2500.00                 NaN            NaN            NaN   3.70922       0.537169E-001            NaN            NaN   6.95087        34.8203        1.78110                 NaN            NaN   18.2233        5.86948        28.5920     
  1139.53        2500.00                 NaN            NaN            NaN   3.70660       0.180665                 NaN            NaN   6.96349        34.8397        1.77728                 NaN            NaN   18.2340        5.80391        28.4943     
  1137.98        2500.00                 NaN            NaN            NaN   3.70678       0.173022                 NaN            NaN   6.96277        34.8806        1.77750                 NaN            NaN   18.2536        5.74543        28.5002     
  1136.43        2500.00                 NaN            NaN            NaN   3.70547       0.226786                 NaN            NaN   6.96827        34.9120        1.77587                 NaN            NaN   18.2695        5.68129        28.4608     
  1134.88        2500.00                 NaN            NaN            NaN   3.69406       0.796487                 NaN            NaN   7.02525        34.8626        1.75865                 NaN            NaN   18.2513        5.59091        28.0207     
  1133.33        2500.00                 NaN            NaN            NaN   3.70659       0.185433                 NaN            NaN   6.96411        34.9997        1.77710                 NaN            NaN   18.3112        5.56521        28.4907     
  1131.78        2500.00                 NaN            NaN            NaN   3.70954       0.199789                 NaN            NaN   6.95910        35.0532        1.77649                 NaN            NaN   18.3396        5.50064        28.4616     
  1130.23        2500.00                 NaN            NaN            NaN   3.70644       0.194805                 NaN            NaN   6.96512        35.0804        1.77680                 NaN            NaN   18.3502        5.44267        28.4835     
  1128.68        2500.00                 NaN            NaN            NaN   2.36449        37.2710                 NaN            NaN   10.5832        29.7993                 NaN   1.09892                 NaN   15.7873        3.09581                 NaN
  1127.13        2500.00                 NaN            NaN            NaN   2.39629        37.2555                 NaN            NaN   10.5999        29.8192                 NaN   1.08044                 NaN   15.8071        3.04154                 NaN
  1125.58        2500.00                 NaN            NaN            NaN   2.46061        37.3184                 NaN            NaN   10.6682        29.7779                 NaN   1.01647                 NaN   15.8243        2.93400                 NaN
  1124.03        2500.00                 NaN            NaN            NaN   2.43420        37.3939                 NaN            NaN   10.6803        29.7997                 NaN   1.03855                 NaN   15.8169        2.83640                 NaN
  1122.48        2500.00                 NaN            NaN            NaN   3.70461       0.294907                 NaN            NaN   6.97547        35.2757        1.77369                 NaN            NaN   18.4454        5.12349        28.4067     
  1120.93        2500.00                 NaN            NaN            NaN   3.70538       0.257162                 NaN            NaN   6.97169        35.3250        1.77483                 NaN            NaN   18.4687        5.06150        28.4358     
  1119.38        2500.00                 NaN            NaN            NaN   3.70431       0.312635                 NaN            NaN   6.97762        35.3616        1.77302                 NaN            NaN   18.4871        4.99257        28.3912     
  1117.83        2500.00                 NaN            NaN            NaN   3.70065       0.504028                 NaN            NaN   6.99741        35.3762        1.76708                 NaN            NaN   18.4961        4.91565        28.2429     
  1116.28        2500.00                 NaN            NaN            NaN   3.70396       0.333540                 NaN            NaN   6.97992        35.4465        1.77236                 NaN            NaN   18.5282        4.86046        28.3750     
  1114.73        2500.00                 NaN            NaN            NaN   3.70573       0.243582                 NaN            NaN   6.97071        35.5049        1.77514                 NaN            NaN   18.5554        4.79984        28.4447     
  1113.18        2500.00                 NaN            NaN            NaN   3.70556       0.255578                 NaN            NaN   6.97178        35.5464        1.77482                 NaN            NaN   18.5755        4.73335        28.4371     
  1111.63        2500.00                 NaN            NaN            NaN   3.70343       0.368443                 NaN            NaN   6.98375        35.5759        1.77121                 NaN            NaN   18.5909        4.65827        28.3481     
  1110.07        2500.00                 NaN            NaN            NaN   3.70322       0.381635                 NaN            NaN   6.98519        35.6194        1.77078                 NaN            NaN   18.6120        4.58975        28.3380     
  1108.52        2500.00                 NaN            NaN            NaN   3.69140        1.03069                 NaN            NaN   7.05194        35.5591        1.75069                 NaN            NaN   18.5889        4.48486        27.8424     
  1106.97        2500.00                 NaN            NaN            NaN   1.98501        42.7170                 NaN            NaN   11.5340        26.6204                 NaN  0.231799                 NaN   15.2871        1.62474                 NaN
  1105.42        2500.00                 NaN            NaN            NaN   2.53643        37.4519                 NaN            NaN   10.8285        30.1863                 NaN  0.961264                 NaN   16.0334        2.00227                 NaN
  1103.87        2500.00                 NaN            NaN            NaN   3.70718       0.175091                 NaN            NaN   6.96373        35.8360        1.77725                 NaN            NaN   18.7144        4.32732        28.4990     
  1102.32        2500.00                 NaN            NaN            NaN   2.03244        42.4856                 NaN            NaN   11.6130        26.9293                 NaN  0.195903                 NaN   15.5046        1.23910                 NaN
  1100.77        2500.00                 NaN            NaN            NaN   3.70362       0.377304                 NaN            NaN   6.98487        35.8986        1.77090                 NaN            NaN   18.7464        4.17424        28.3440     
  1099.22        2500.00                 NaN            NaN            NaN   3.70347       0.388605                 NaN            NaN   6.98613        35.9449        1.77052                 NaN            NaN   18.7688        4.10220        28.3354     
  1097.67        2500.00                 NaN            NaN            NaN   3.70669       0.205912                 NaN            NaN   6.96727        36.0240        1.77619                 NaN            NaN   18.8054        4.04039        28.4742     
  1096.12        2500.00                 NaN            NaN            NaN   3.70525       0.291806                 NaN            NaN   6.97614        36.0577        1.77353                 NaN            NaN   18.8223        3.96361        28.4097     
  1094.57        2500.00                 NaN            NaN            NaN   3.70464       0.325947                 NaN            NaN   6.98007        36.1034        1.77235                 NaN            NaN   18.8448        3.88737        28.3815     
