|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         Sp(TH)         ne             lc             ilm           
  1529.15        2500.00        99.5309       0.432226       0.368275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.71        2500.00        99.5395       0.424552       0.359716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.27        2500.00        99.5419       0.421470       0.366542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.83        2500.00        99.5442       0.419799       0.360300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00        99.5482       0.415747       0.360791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.96        2500.00        99.5496       0.415912       0.344483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        2500.00        99.5536       0.411973       0.344057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        2500.00        99.5555       0.411498       0.330008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        2500.00        99.5571       0.411683       0.312072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.20        2500.00        99.5623       0.405283       0.324492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.77        2500.00        99.5631       0.406148       0.307020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.33        2500.00        99.5673       0.402179       0.305627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.89        2500.00        99.5693       0.400858       0.298684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.45        2500.00        99.5024       0.465940       0.316116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.01        2500.00        99.8024       0.184396       0.131656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.58        2500.00        99.4139       0.548505       0.376314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.14        2500.00        99.5777       0.395670       0.265823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.70        2500.00        99.5805       0.393992       0.254765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        2500.00        99.5843       0.390235       0.254775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.83        2500.00        99.5832       0.389842       0.269169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.39        2500.00        99.5904       0.387039       0.225625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.95        2500.00        99.5896       0.387273       0.230976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        2500.00        99.5907       0.388031       0.213070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.07        2500.00        99.5929       0.385670       0.214568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.64        2500.00        99.5942       0.386373       0.194654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.20        2500.00        99.5967       0.384348       0.189477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.76        2500.00        99.7343       0.254860       0.108410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.32        2500.00        99.4616       0.513745       0.246666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.88        2500.00        99.1800       0.787740       0.322755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.45        2500.00        99.9999       0.145183E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.01        2500.00        99.6341       0.351985       0.139639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.57        2500.00        99.6100       0.334409       0.556175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.13        2500.00        99.5805       0.414168       0.530525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.69        2500.00        99.2821       0.245484       0.113695E-001  0.461056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.26        2500.00        99.2139       0.213864       0.490455E-001  0.523151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.82        2500.00        99.2239       0.211162       0.478042E-001  0.517113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.38        2500.00        99.2287       0.211050       0.465164E-001  0.513699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.94        2500.00        99.2366       0.208007       0.459597E-001  0.509425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        2500.00        99.2423       0.207595       0.444159E-001  0.505735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.07        2500.00        99.2463       0.206131       0.439829E-001  0.503592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.63        2500.00        99.2574       0.204425       0.419341E-001  0.496240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.19        2500.00        99.2617       0.203230       0.411847E-001  0.493878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.75        2500.00        99.2680       0.200527       0.410554E-001  0.490420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.32        2500.00        99.2724       0.198099       0.409392E-001  0.488538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.88        2500.00        99.2818       0.198638       0.380243E-001  0.481554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.44        2500.00        98.7952       0.182000       0.193636E-001  0.742734       0.260709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.00        2500.00        99.9741                 NaN  0.120470E-001  0.138976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.56        2500.00        99.0320       0.275907       0.380401E-001  0.654008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.13        2500.00        99.3022       0.193875       0.351162E-001  0.468780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.3078       0.192725       0.342154E-001  0.465240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.25        2500.00        99.3122       0.192564       0.327908E-001  0.462439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.81        2500.00        99.2937       0.770298E-001  0.182025E-001  0.436584       0.174478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.37        2500.00        99.2896       0.332639E-001  0.118977E-001  0.240327       0.424902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.94        2500.00        99.2956       0.419595E-001  0.103967E-001  0.229802       0.422264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.50        2500.00        99.3003       0.366810E-001  0.988918E-002  0.418908       0.234244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.06        2500.00        99.3049       0.365831E-001  0.909096E-002  0.233314       0.416068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.3095       0.370577E-001  0.830498E-002  0.231801       0.413317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.19        2500.00        99.3139       0.355932E-001  0.759421E-002  0.232517       0.410425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.75        2500.00        99.5136       0.174564E-001  0.565919E-002  0.290369       0.172908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.31        2500.00        99.9411                 NaN  0.209812E-001  0.378958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.87        2500.00        98.5146       0.837904E-001            NaN  0.889304       0.512278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.43        2500.00        99.3327       0.442748E-001  0.567723E-002  0.216776       0.400572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.00        2500.00        99.4919       0.116451E-001  0.204292E-001  0.166486       0.309516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.56        2500.00        99.1850       0.519797E-001            NaN  0.275941       0.487080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.12        2500.00        99.3432       0.413534E-001            NaN  0.393074       0.222404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.68        2500.00        99.3474       0.459299E-001            NaN  0.391229       0.215449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.24        2500.00        99.3515       0.425659E-001  0.226118E-002  0.389641       0.214015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.81        2500.00        99.3551       0.422363E-001  0.571818E-003  0.387010       0.215040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.37        2500.00        98.7200       0.434222E-001            NaN  0.762644       0.473901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.93        2500.00        99.9709       0.620644E-003            NaN  0.174542E-001  0.110112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.49        2500.00        98.8951                 NaN  0.615684E-001  0.380378       0.375780       0.287163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.05        2500.00        98.4782                 NaN  0.149644       0.435461       0.425708       0.510975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.62        2500.00        98.5014                 NaN  0.148936       0.426472       0.419554       0.503599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.18        2500.00        98.5306                 NaN  0.147555       0.416156       0.411911       0.493727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.74        2500.00        98.5547                 NaN  0.146628       0.405273       0.407302       0.486129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.30        2500.00        98.5778                 NaN  0.145882       0.398639       0.399013       0.478627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.87        2500.00        98.6025                 NaN  0.144437       0.392433       0.390383       0.470200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.43        2500.00        98.6212                 NaN  0.144463       0.387573       0.382241       0.464492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.99        2500.00        98.6497                 NaN  0.142271       0.373484       0.379784       0.454758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.55        2500.00        98.6691                 NaN  0.141880       0.374323       0.365949       0.448710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.11        2500.00        98.6881                 NaN  0.141562       0.358187       0.369740       0.442371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.68        2500.00        98.7067                 NaN  0.140950       0.364679       0.350747       0.436910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.24        2500.00        98.7670                 NaN  0.134875       0.334393       0.347925       0.415834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1409.80        2500.00        98.7193                 NaN  0.141811       0.361352       0.345276       0.432266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.36        2500.00        98.7687                 NaN  0.137829       0.347959       0.329596       0.415881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.92        2500.00        98.7869                 NaN  0.137120       0.323058       0.343007       0.409951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1405.49        2500.00        98.8035                 NaN  0.136681       0.338663       0.316472       0.404668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.05        2500.00        98.8234                 NaN  0.135388       0.333299       0.310025       0.397901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1402.61        2500.00        98.8396                 NaN  0.134770       0.304251       0.328668       0.392682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.17        2500.00        98.8573                 NaN  0.134423       0.324090       0.297202       0.386936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.73        2500.00        98.8738                 NaN  0.132891       0.319628       0.292692       0.381010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.30        2500.00        98.8885                 NaN  0.132952       0.315454       0.286621       0.376467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.86        2500.00        98.9048                 NaN  0.131914       0.311545       0.280939       0.370817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.42        2500.00        98.9172                 NaN  0.132708       0.308002       0.274353       0.367716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.98        2500.00        98.9380                 NaN  0.129038       0.302028       0.271455       0.359464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.55        2500.00        98.9488                 NaN  0.130212       0.264926       0.299515       0.356567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1391.11        2500.00        98.9635                 NaN  0.129338       0.295647       0.260113       0.351431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1389.67        2500.00        99.0786                 NaN  0.227491       0.356452                 NaN  0.337469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.23        2500.00        99.0878                 NaN  0.224795       0.353575                 NaN  0.333813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1386.79        2500.00        98.8004                 NaN            NaN  0.655662       0.172053       0.371909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.36        2500.00        99.0229                 NaN  0.544643E-001  0.264846       0.340995       0.316781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.92        2500.00        99.0304                 NaN  0.126182       0.236870       0.277423       0.329138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.48        2500.00        99.0428                 NaN  0.125505       0.274787       0.232022       0.324935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1381.04        2500.00        99.0541                 NaN  0.125104       0.271312       0.228399       0.321083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.60        2500.00        99.0674                 NaN  0.124344       0.223903       0.267745       0.316657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.17        2500.00        99.0795                 NaN  0.123421       0.220073       0.264476       0.312563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.73        2500.00        99.0897                 NaN  0.123890       0.262346       0.214518       0.309593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.29        2500.00        99.1008                 NaN  0.122553       0.212373       0.258754       0.305552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.85        2500.00        99.1145                 NaN  0.120695       0.254878       0.209600       0.300321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.41        2500.00        99.1236                 NaN  0.121135       0.205027       0.252549       0.297701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.98        2500.00        99.1341                 NaN  0.120508       0.201456       0.249808       0.294111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.54        2500.00        99.1445                 NaN  0.119879       0.247087       0.197937       0.290591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.10        2500.00        99.1544                 NaN  0.119274       0.194578       0.244496       0.287214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1366.66        2500.00        99.1649                 NaN  0.118649       0.191203       0.241631       0.283649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.23        2500.00        99.1746                 NaN  0.117963       0.238977       0.188156       0.280341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.79        2500.00        99.1838                 NaN  0.117471       0.236564       0.185011       0.277139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.35        2500.00        99.1932                 NaN  0.116682       0.182237       0.233956       0.273885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.91        2500.00        99.1974                 NaN  0.118867       0.231832       0.178111       0.273778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1359.47        2500.00        99.2175                 NaN  0.112496       0.228002       0.177505       0.264460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.04        2500.00        99.2208                 NaN  0.114708       0.226421       0.173588       0.264518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1356.60        2500.00        99.2296                 NaN  0.113957       0.224192       0.170846       0.261420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.16        2500.00        99.1845                 NaN  0.124021       0.237084       0.177250       0.277146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.72        2500.00        99.3028                 NaN  0.103014       0.205080       0.153940       0.235128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1352.28        2500.00        99.2542                 NaN  0.111935       0.217611       0.163410       0.252863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.85        2500.00        99.2631                 NaN  0.111168       0.215047       0.160874       0.249833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1349.41        2500.00        99.2707                 NaN  0.110650       0.213068       0.158374       0.247190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.97        2500.00        99.2785                 NaN  0.109635       0.210919       0.156551       0.244385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1346.53        2500.00        99.2861                 NaN  0.109106       0.154146       0.208834       0.241777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.09        2500.00        99.2818                 NaN  0.183995       0.526090E-001  0.223322       0.258321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.66        2500.00        99.3146                 NaN  0.313597E-001  0.249976       0.187366       0.216745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.22        2500.00        99.3080                 NaN  0.106879       0.202954       0.148167       0.233987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.78        2500.00        99.3154                 NaN  0.105795       0.200712       0.146696       0.231368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1339.34        2500.00        99.3224                 NaN  0.105142       0.144639       0.198865       0.228964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.91        2500.00        99.0585                 NaN  0.135186       0.229190       0.248886       0.328284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.47        2500.00        99.5993                 NaN  0.594627E-001  0.141276       0.773932E-001  0.122546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.03        2500.00        99.3520                 NaN  0.116663       0.198189       0.113632       0.219556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.59        2500.00        99.3489                 NaN  0.101732       0.138533       0.191350       0.219504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.15        2500.00        99.3556                 NaN  0.100784       0.189488       0.136983       0.217120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.72        2500.00        99.3622                 NaN  0.999479E-001  0.187738       0.135374       0.214734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1329.28        2500.00        99.3681                 NaN  0.991104E-001  0.134217       0.186039       0.212581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.84        2500.00        99.3741                 NaN  0.981097E-001  0.132899       0.184460       0.210406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1326.40        2500.00        99.3804                 NaN  0.972471E-001  0.182620       0.131564       0.208164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.96        2500.00        99.3857                 NaN  0.965681E-001  0.130616       0.180772       0.206320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1323.53        2500.00        99.3919                 NaN  0.950579E-001  0.129950       0.179202       0.203850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.09        2500.00        99.3978                 NaN  0.946481E-001  0.128515       0.177097       0.201941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.65        2500.00        99.4030                 NaN  0.935994E-001  0.175965       0.127412       0.200040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.21        2500.00        99.4095                 NaN  0.921046E-001  0.174164       0.126762       0.197425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.77        2500.00        99.4136                 NaN  0.913750E-001  0.126191       0.172782       0.196012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.34        2500.00        99.4197                 NaN  0.903364E-001  0.124963       0.171243       0.193765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.90        2500.00        99.4242                 NaN  0.893249E-001  0.124842       0.169543       0.192050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.46        2500.00        99.4295                 NaN  0.891826E-001  0.168035       0.122761       0.190481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1312.02        2500.00        99.4350                 NaN  0.873518E-001  0.166871       0.122648       0.188102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.59        2500.00        99.4399                 NaN  0.852713E-001  0.164775       0.124059       0.185971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1309.15        2500.00        99.4444                 NaN  0.849071E-001  0.163325       0.122751       0.184659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1307.71        2500.00        99.4496                 NaN  0.840761E-001  0.162059       0.121574       0.182677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.27        2500.00        99.4535                 NaN  0.828928E-001  0.121792       0.160694       0.181161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1304.83        2500.00        99.4586                 NaN  0.815816E-001  0.121440       0.159144       0.179193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1303.40        2500.00        91.7820                 NaN  0.897032       0.936227       0.774344E-001   1.13421        5.17310                 NaN            NaN            NaN            NaN            NaN            NaN
  1301.96        2500.00        88.2759                 NaN   1.28497       0.119518E-001   1.31070        1.57179        7.54468                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.52        2500.00        89.1912                 NaN   1.19056        1.22715                 NaN   1.45776        6.93330                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.08        2500.00        89.9914                 NaN   1.10391        1.14955                 NaN   1.35733        6.39779                 NaN            NaN            NaN            NaN            NaN            NaN
  1297.64        2500.00        90.7010                 NaN   1.02682        1.08063                 NaN   1.26763        5.92389                 NaN            NaN            NaN            NaN            NaN            NaN
