|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         Sp(TH)         ne             lc             ilm           
  1432.81        2500.00        99.2437       0.500321E-001  0.701799E-003  0.452356       0.253193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.37        2500.00        98.4996       0.514281E-001            NaN  0.891102       0.557843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.93        2500.00        99.9658       0.736911E-003            NaN  0.204453E-001  0.129897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.49        2500.00        98.7563                 NaN  0.757848E-001  0.445239       0.443230       0.279464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.05        2500.00        98.3057                 NaN  0.184390       0.513982       0.498566       0.497344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.62        2500.00        98.3300                 NaN  0.183918       0.503909       0.491781       0.490412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.18        2500.00        98.3611                 NaN  0.182422       0.492218       0.483259       0.481048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.74        2500.00        98.3865                 NaN  0.181557       0.475836       0.482248       0.473891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.30        2500.00        98.4108                 NaN  0.180927       0.468468       0.472945       0.466823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.87        2500.00        98.4369                 NaN  0.179450       0.461599       0.463199       0.458847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.43        2500.00        98.4563                 NaN  0.179799       0.456313       0.454043       0.453518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.99        2500.00        98.4869                 NaN  0.177322       0.444036       0.447496       0.444258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.55        2500.00        98.5073                 NaN  0.177132       0.441456       0.435509       0.438588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.11        2500.00        98.5270                 NaN  0.177058       0.426816       0.436487       0.432629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.68        2500.00        98.5469                 NaN  0.176469       0.430935       0.418146       0.427527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.24        2500.00        98.6128                 NaN  0.169229       0.399300       0.411483       0.407143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1409.80        2500.00        98.5579                 NaN  0.178242       0.427680       0.412688       0.423442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.36        2500.00        98.6122                 NaN  0.173527       0.412236       0.394370       0.407640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.92        2500.00        98.6313                 NaN  0.172918       0.386956       0.406730       0.402059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1405.49        2500.00        98.6487                 NaN  0.172706       0.401977       0.379492       0.397107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.05        2500.00        98.6699                 NaN  0.171312       0.395935       0.372146       0.390696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1402.61        2500.00        98.6870                 NaN  0.170804       0.365606       0.390809       0.385798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.17        2500.00        98.7058                 NaN  0.170653       0.385715       0.357456       0.380378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.73        2500.00        98.7229                 NaN  0.169008       0.380778       0.352494       0.374775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.30        2500.00        98.7384                 NaN  0.169379       0.376132       0.345545       0.370529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.86        2500.00        98.7556                 NaN  0.168329       0.371830       0.339060       0.365189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.42        2500.00        98.7687                 NaN  0.169651       0.367903       0.331406       0.362356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.98        2500.00        98.7908                 NaN  0.165231       0.361159       0.328328       0.354441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.55        2500.00        98.8019                 NaN  0.167006       0.320790       0.358494       0.351801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1391.11        2500.00        98.8173                 NaN  0.166224       0.354200       0.315299       0.346949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1389.67        2500.00        98.9462                 NaN  0.292823       0.427563                 NaN  0.333429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.23        2500.00        98.9555                 NaN  0.289897       0.424597                 NaN  0.330034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1386.79        2500.00        98.6283                 NaN            NaN  0.797219       0.206677       0.367784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.36        2500.00        98.8823                 NaN  0.704558E-001  0.318519       0.415171       0.313536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.92        2500.00        98.8879                 NaN  0.163516       0.288701       0.333920       0.325965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.48        2500.00        98.9009                 NaN  0.162898       0.331123       0.283093       0.322009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1381.04        2500.00        98.9126                 NaN  0.162704       0.327254       0.279023       0.318396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.60        2500.00        98.9268                 NaN  0.161950       0.273793       0.323242       0.314211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.17        2500.00        98.9396                 NaN  0.161013       0.269402       0.319588       0.310350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.73        2500.00        98.9503                 NaN  0.161886       0.317322       0.262856       0.307601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.29        2500.00        98.9619                 NaN  0.160452       0.260573       0.313315       0.303785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.85        2500.00        98.9765                 NaN  0.158285       0.308968       0.257436       0.298781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.41        2500.00        98.9860                 NaN  0.159141       0.252105       0.306394       0.296370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.98        2500.00        98.9971                 NaN  0.158595       0.247990       0.303364       0.292989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.54        2500.00        99.0080                 NaN  0.158034       0.300347       0.243919       0.289675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.10        2500.00        99.0184                 NaN  0.157515       0.240050       0.297510       0.286500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1366.66        2500.00        99.0295                 NaN  0.156937       0.236138       0.294290       0.283134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.23        2500.00        99.0397                 NaN  0.156301       0.291356       0.232633       0.280019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.79        2500.00        99.0494                 NaN  0.155950       0.288686       0.228997       0.277007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.35        2500.00        99.0593                 NaN  0.155158       0.225837       0.285813       0.273941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.91        2500.00        99.0632                 NaN  0.158252       0.283552       0.220982       0.274020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1359.47        2500.00        99.0855                 NaN  0.150108       0.279077       0.220463       0.264877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.04        2500.00        99.0883                 NaN  0.153306       0.277418       0.215818       0.265113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1356.60        2500.00        99.0976                 NaN  0.152566       0.274961       0.212642       0.262188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.16        2500.00        99.0441                 NaN  0.166069       0.290911       0.220743       0.278139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.72        2500.00        99.1813                 NaN  0.138407       0.252056       0.192052       0.236164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1352.28        2500.00        99.1234                 NaN  0.150652       0.267718       0.204062       0.254129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.85        2500.00        99.1330                 NaN  0.149837       0.264790       0.201122       0.251257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1349.41        2500.00        99.1410                 NaN  0.149419       0.262618       0.198205       0.248771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.97        2500.00        99.1492                 NaN  0.148300       0.260244       0.196153       0.246119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1346.53        2500.00        99.1572                 NaN  0.147834       0.193345       0.257922       0.243662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.09        2500.00        99.1477                 NaN  0.249635       0.660538E-001  0.276082       0.260532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.66        2500.00        99.1925                 NaN  0.426347E-001  0.314242       0.231896       0.218752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.22        2500.00        99.1802                 NaN  0.145575       0.251423       0.186465       0.236304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.78        2500.00        99.1881                 NaN  0.144334       0.248897       0.184819       0.233824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1339.34        2500.00        99.1955                 NaN  0.143672       0.182427       0.246858       0.231556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.91        2500.00        98.8839                 NaN  0.185032       0.289836       0.309057       0.332159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.47        2500.00        99.5205                 NaN  0.815365E-001  0.175850       0.979074E-001  0.124166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.03        2500.00        99.2267                 NaN  0.160222       0.246747       0.143777       0.222513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.59        2500.00        99.2234                 NaN  0.139964       0.175511       0.238511       0.222616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.15        2500.00        99.2306                 NaN  0.138902       0.236400       0.173712       0.220354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.72        2500.00        99.2377                 NaN  0.137971       0.234437       0.171849       0.218087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1329.28        2500.00        99.2438                 NaN  0.137054       0.170578       0.232549       0.216052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.84        2500.00        99.2502                 NaN  0.135882       0.169087       0.230829       0.213992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1326.40        2500.00        99.2569                 NaN  0.134903       0.228755       0.167547       0.211863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.96        2500.00        99.2624                 NaN  0.134220       0.166535       0.226667       0.210134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1323.53        2500.00        99.2691                 NaN  0.132325       0.165864       0.224925       0.207766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.09        2500.00        99.2754                 NaN  0.131915       0.164190       0.222500       0.205966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.65        2500.00        99.2808                 NaN  0.130745       0.221291       0.162956       0.204172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.21        2500.00        99.2880                 NaN  0.128810       0.219237       0.162289       0.201645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.77        2500.00        99.2921                 NaN  0.128043       0.161749       0.217752       0.200344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.34        2500.00        99.2987                 NaN  0.126765       0.160342       0.216000       0.198187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.90        2500.00        99.3034                 NaN  0.125568       0.160367       0.214091       0.196572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.46        2500.00        99.3091                 NaN  0.125574       0.212372       0.157832       0.195105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1312.02        2500.00        99.3151                 NaN  0.123126       0.211155       0.157826       0.192804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.59        2500.00        99.3202                 NaN  0.120461       0.208689       0.159853       0.190754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1309.15        2500.00        99.3249                 NaN  0.120132       0.207057       0.158332       0.189542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1307.71        2500.00        99.3306                 NaN  0.119132       0.205646       0.156964       0.187640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.27        2500.00        99.3346                 NaN  0.117677       0.157413       0.204129       0.186213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1304.83        2500.00        99.3402                 NaN  0.115974       0.157121       0.202365       0.184321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1303.40        2500.00        91.3488                 NaN   1.27367        1.18646       0.998832E-001   1.16168        4.92955                 NaN            NaN            NaN            NaN            NaN            NaN
  1301.96        2500.00        87.7274                 NaN   1.82647       0.153937E-001   1.65813        1.60501        7.16764                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.52        2500.00        88.6828                 NaN   1.69691        1.55264                 NaN   1.48717        6.58045                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.08        2500.00        89.5185                 NaN   1.57730        1.45453                 NaN   1.38340        6.06623                 NaN            NaN            NaN            NaN            NaN            NaN
  1297.64        2500.00        90.2603                 NaN   1.47035        1.36725                 NaN   1.29075        5.61137                 NaN            NaN            NaN            NaN            NaN            NaN
  1296.21        2500.00        90.9062                 NaN   1.37929        1.28964                 NaN   1.21047        5.21445                 NaN            NaN            NaN            NaN            NaN            NaN
