|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1461.99        2500.00                 NaN            NaN   99.1907       0.480795E-001  0.171897E-001  0.272550       0.471465                 NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00                 NaN            NaN   99.1956       0.444472E-001  0.164428E-001  0.468199       0.275319                 NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00                 NaN            NaN   99.2029       0.613477E-001  0.143410E-001  0.256153       0.465290                 NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00                 NaN            NaN   99.2089       0.313522E-001  0.149713E-001  0.285299       0.459518                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00                 NaN            NaN   99.2142       0.442090E-001  0.131016E-001  0.457056       0.271428                 NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00                 NaN            NaN   99.2203       0.433500E-001  0.124025E-001  0.453415       0.270529                 NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00                 NaN            NaN   99.3235       0.350250E-001  0.102231E-001  0.393373       0.237856                 NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00                 NaN            NaN   99.1311       0.463278E-001  0.119661E-001  0.305825       0.504795                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00                 NaN            NaN   99.2370       0.398560E-001  0.108503E-001  0.268690       0.443627                 NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00                 NaN            NaN   99.2408       0.385960E-001  0.765897E-002  0.440258       0.272721                 NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00                 NaN            NaN   99.2465       0.369289E-001  0.798700E-002  0.437098       0.271455                 NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00                 NaN            NaN   99.2519       0.396422E-001  0.693265E-002  0.267181       0.434324                 NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00                 NaN            NaN   99.2554       0.332483E-001  0.681990E-002  0.272963       0.431529                 NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00                 NaN            NaN   99.2628       0.408094E-001  0.493787E-002  0.263397       0.428096                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00                 NaN            NaN   99.2655       0.409998E-001  0.158768E-004  0.424911       0.268535                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00                 NaN            NaN   99.2721       0.376962E-001  0.792448E-002  0.258436       0.423797                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00                 NaN            NaN   99.2753       0.408378E-001            NaN  0.264045       0.419780                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN            NaN   99.2803       0.398586E-001  0.442831E-002  0.418827       0.256538                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00                 NaN            NaN   99.2850       0.399462E-001  0.978054E-003  0.258983       0.415132                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN            NaN   99.9559       0.764067E-002            NaN  0.181807E-001  0.182879E-001            NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00                 NaN            NaN   98.6280       0.714404E-001  0.111843E-003  0.496566       0.803914                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00                 NaN            NaN   99.2969       0.371361E-001            NaN  0.257623       0.408361                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00                 NaN            NaN   99.3043       0.379467E-001  0.465092E-002  0.406185       0.246934                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00                 NaN            NaN   99.3183       0.218826E-001  0.494772E-001  0.412272       0.198047                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00                 NaN            NaN   99.3111       0.417883E-001            NaN  0.401741       0.245367                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00                 NaN            NaN   99.3162       0.417942E-001  0.227604E-005  0.243347       0.398636                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00                 NaN            NaN   99.3184       0.447644E-001            NaN  0.398311       0.238483                 NaN            NaN            NaN            NaN            NaN
  1422.51        2500.00                 NaN            NaN   98.8737                 NaN  0.369265E-002  0.400781       0.492417       0.229421                 NaN            NaN            NaN            NaN
  1421.05        2500.00                 NaN            NaN   98.5014                 NaN  0.150758       0.477265       0.427825       0.442757                 NaN            NaN            NaN            NaN
  1419.59        2500.00                 NaN            NaN   98.5225                 NaN  0.149883       0.469265       0.421673       0.436690                 NaN            NaN            NaN            NaN
  1418.13        2500.00                 NaN            NaN   98.5470                 NaN  0.148668       0.414604       0.460170       0.429530                 NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN            NaN   98.5703                 NaN  0.147770       0.408122       0.451246       0.422560                 NaN            NaN            NaN            NaN
  1415.20        2500.00                 NaN            NaN   98.5913                 NaN  0.147062       0.402388       0.442661       0.416553                 NaN            NaN            NaN            NaN
  1413.74        2500.00                 NaN            NaN   98.6145                 NaN  0.145686       0.395489       0.434807       0.409497                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN            NaN   98.6316                 NaN  0.145079       0.427445       0.391204       0.404640                 NaN            NaN            NaN            NaN
  1410.82        2500.00                 NaN            NaN   98.6526                 NaN  0.146351       0.384090       0.417927       0.399033                 NaN            NaN            NaN            NaN
  1409.35        2500.00                 NaN            NaN   98.6814                 NaN  0.141322       0.411004       0.377222       0.389071                 NaN            NaN            NaN            NaN
  1407.89        2500.00                 NaN            NaN   98.8777                 NaN  0.296283       0.462333                 NaN  0.363660                 NaN            NaN            NaN            NaN
  1406.43        2500.00                 NaN            NaN   98.5286                 NaN  0.470616E-002  0.778259       0.282532       0.405877                 NaN            NaN            NaN            NaN
  1404.97        2500.00                 NaN            NaN   98.7334                 NaN  0.120827       0.415575       0.358623       0.371546                 NaN            NaN            NaN            NaN
  1403.51        2500.00                 NaN            NaN   98.7500                 NaN  0.139797       0.357437       0.383214       0.369503                 NaN            NaN            NaN            NaN
  1402.04        2500.00                 NaN            NaN   98.7672                 NaN  0.139063       0.376757       0.352518       0.364435                 NaN            NaN            NaN            NaN
  1400.58        2500.00                 NaN            NaN   98.7847                 NaN  0.138217       0.370124       0.347689       0.359275                 NaN            NaN            NaN            NaN
  1399.12        2500.00                 NaN            NaN   98.8009                 NaN  0.137488       0.343370       0.363805       0.354483                 NaN            NaN            NaN            NaN
  1397.66        2500.00                 NaN            NaN   98.8176                 NaN  0.136690       0.338260       0.357761       0.349720                 NaN            NaN            NaN            NaN
  1396.20        2500.00                 NaN            NaN   98.3149                 NaN  0.196749       0.477197       0.512229       0.498955                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN   99.3752                 NaN  0.735453E-001  0.186094       0.181648       0.183562                 NaN            NaN            NaN            NaN
  1393.27        2500.00                 NaN            NaN   98.8646                 NaN  0.134330       0.324950       0.340623       0.335447                 NaN            NaN            NaN            NaN
  1391.81        2500.00                 NaN            NaN   98.8785                 NaN  0.133881       0.335067       0.321368       0.331204                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN   98.8958                 NaN  0.132458       0.316154       0.329584       0.326035                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN            NaN   98.9082                 NaN  0.132141       0.324463       0.312786       0.322393                 NaN            NaN            NaN            NaN
  1387.42        2500.00                 NaN            NaN   98.9202                 NaN  0.131463       0.308472       0.321020       0.318865                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN            NaN   98.9390                 NaN  0.130241       0.313513       0.304315       0.312943                 NaN            NaN            NaN            NaN
  1384.50        2500.00                 NaN            NaN   98.9500                 NaN  0.129817       0.309823       0.300568       0.309827                 NaN            NaN            NaN            NaN
  1383.04        2500.00                 NaN            NaN   98.9626                 NaN  0.129089       0.305191       0.297077       0.306039                 NaN            NaN            NaN            NaN
  1381.58        2500.00                 NaN            NaN   98.9755                 NaN  0.128497       0.300143       0.293745       0.302079                 NaN            NaN            NaN            NaN
  1380.11        2500.00                 NaN            NaN   98.9887                 NaN  0.127372       0.296278       0.289587       0.298055                 NaN            NaN            NaN            NaN
  1378.65        2500.00                 NaN            NaN   99.0002                 NaN  0.127035       0.286342       0.291802       0.294574                 NaN            NaN            NaN            NaN
  1377.19        2500.00                 NaN            NaN   99.0124                 NaN  0.126467       0.286933       0.283215       0.290994                 NaN            NaN            NaN            NaN
  1375.73        2500.00                 NaN            NaN   99.0231                 NaN  0.126056       0.279857       0.283201       0.287775                 NaN            NaN            NaN            NaN
  1374.27        2500.00                 NaN            NaN   99.0358                 NaN  0.124208       0.276184       0.280094       0.283687                 NaN            NaN            NaN            NaN
  1372.80        2500.00                 NaN            NaN   99.0475                 NaN  0.124039       0.275416       0.272772       0.280279                 NaN            NaN            NaN            NaN
  1371.34        2500.00                 NaN            NaN   99.0587                 NaN  0.123368       0.271260       0.269774       0.276914                 NaN            NaN            NaN            NaN
  1369.88        2500.00                 NaN            NaN   99.0687                 NaN  0.123009       0.267119       0.267299       0.273893                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN            NaN   99.0760                 NaN  0.123654       0.262790       0.265799       0.271794                 NaN            NaN            NaN            NaN
  1366.96        2500.00                 NaN            NaN   99.0945                 NaN  0.119106       0.262013       0.258894       0.265442                 NaN            NaN            NaN            NaN
  1365.49        2500.00                 NaN            NaN   99.1006                 NaN  0.120243       0.257415       0.257701       0.264063                 NaN            NaN            NaN            NaN
  1364.03        2500.00                 NaN            NaN   99.1103                 NaN  0.119871       0.253698       0.254978       0.261171                 NaN            NaN            NaN            NaN
  1362.57        2500.00                 NaN            NaN   99.1135                 NaN  0.121115       0.250340       0.254427       0.260643                 NaN            NaN            NaN            NaN
  1361.11        2500.00                 NaN            NaN   99.1364                 NaN  0.115436       0.246763       0.248937       0.252443                 NaN            NaN            NaN            NaN
  1359.65        2500.00                 NaN            NaN   99.1395                 NaN  0.117345       0.244172       0.246741       0.252223                 NaN            NaN            NaN            NaN
  1358.19        2500.00                 NaN            NaN   99.1494                 NaN  0.116288       0.241725       0.243557       0.249016                 NaN            NaN            NaN            NaN
  1356.72        2500.00                 NaN            NaN   99.1583                 NaN  0.115681       0.241072       0.238671       0.246326                 NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN            NaN   99.1668                 NaN  0.115065       0.238505       0.235965       0.243697                 NaN            NaN            NaN            NaN
  1353.80        2500.00                 NaN            NaN   99.1756                 NaN  0.114412       0.232758       0.236229       0.240975                 NaN            NaN            NaN            NaN
  1352.34        2500.00                 NaN            NaN   99.1847                 NaN  0.113424       0.233524       0.230285       0.238087                 NaN            NaN            NaN            NaN
  1350.88        2500.00                 NaN            NaN   99.1934                 NaN  0.112336       0.230932       0.228007       0.235362                 NaN            NaN            NaN            NaN
  1349.41        2500.00                 NaN            NaN   99.2012                 NaN  0.112135       0.228634       0.225030       0.233002                 NaN            NaN            NaN            NaN
  1347.95        2500.00                 NaN            NaN   99.0548                 NaN  0.140548       0.254030       0.270868       0.279747                 NaN            NaN            NaN            NaN
  1346.49        2500.00                 NaN            NaN   99.3802                 NaN  0.820955E-001  0.177210       0.183780       0.176743                 NaN            NaN            NaN            NaN
  1345.03        2500.00                 NaN            NaN   99.2274                 NaN  0.108185       0.219077       0.220955       0.224418                 NaN            NaN            NaN            NaN
  1343.57        2500.00                 NaN            NaN   99.2332                 NaN  0.108762       0.219363       0.215634       0.223040                 NaN            NaN            NaN            NaN
  1342.10        2500.00                 NaN            NaN   99.2411                 NaN  0.107627       0.217069       0.213687       0.220506                 NaN            NaN            NaN            NaN
  1340.64        2500.00                 NaN            NaN   99.2481                 NaN  0.106917       0.215081       0.211630       0.218312                 NaN            NaN            NaN            NaN
  1339.18        2500.00                 NaN            NaN   99.2549                 NaN  0.106292       0.212980       0.209320       0.216481                 NaN            NaN            NaN            NaN
  1337.72        2500.00                 NaN            NaN   99.2629                 NaN  0.104311       0.210219       0.209123       0.213450                 NaN            NaN            NaN            NaN
  1336.26        2500.00                 NaN            NaN   99.2700                 NaN  0.104227       0.208516       0.205899       0.211319                 NaN            NaN            NaN            NaN
  1334.79        2500.00                 NaN            NaN   99.2770                 NaN  0.103351       0.204109       0.206377       0.209208                 NaN            NaN            NaN            NaN
  1333.33        2500.00                 NaN            NaN   99.2835                 NaN  0.102547       0.204341       0.202478       0.207182                 NaN            NaN            NaN            NaN
  1331.87        2500.00                 NaN            NaN   99.2904                 NaN  0.101303       0.202453       0.200976       0.204872                 NaN            NaN            NaN            NaN
  1330.41        2500.00                 NaN            NaN   99.2971                 NaN  0.100646       0.200337       0.199063       0.202835                 NaN            NaN            NaN            NaN
  1328.95        2500.00                 NaN            NaN   99.3031                 NaN  0.996941E-001  0.197653       0.198710       0.200819                 NaN            NaN            NaN            NaN
  1327.48        2500.00                 NaN            NaN   99.3098                 NaN  0.986781E-001  0.196123       0.196644       0.198781                 NaN            NaN            NaN            NaN
  1326.02        2500.00                 NaN            NaN   99.3168                 NaN  0.977288E-001  0.194627       0.194351       0.196533                 NaN            NaN            NaN            NaN
  1324.56        2500.00                 NaN            NaN   99.3230                 NaN  0.968979E-001  0.192456       0.193043       0.194644                 NaN            NaN            NaN            NaN
  1323.10        2500.00                 NaN            NaN   99.3189                 NaN  0.986932E-001  0.191643       0.193742       0.197072                 NaN            NaN            NaN            NaN
  1321.64        2500.00                 NaN            NaN   99.3447                 NaN  0.918075E-001  0.188067       0.188879       0.186583                 NaN            NaN            NaN            NaN
  1320.17        2500.00                 NaN            NaN   99.3402                 NaN  0.941530E-001  0.189154       0.187318       0.189136                 NaN            NaN            NaN            NaN
  1318.71        2500.00                 NaN            NaN   99.3462                 NaN  0.920454E-001  0.185165       0.189628       0.186980                 NaN            NaN            NaN            NaN
  1317.25        2500.00                 NaN            NaN   99.3500                 NaN  0.927471E-001  0.184692       0.186477       0.186040                 NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN   99.3592                 NaN  0.894678E-001  0.187062       0.181569       0.182652                 NaN            NaN            NaN            NaN
  1314.33        2500.00                 NaN            NaN   99.3637                 NaN  0.897254E-001  0.184899       0.180139       0.181534                 NaN            NaN            NaN            NaN
  1312.86        2500.00                 NaN            NaN   99.3687                 NaN  0.881168E-001  0.178186       0.185213       0.179787                 NaN            NaN            NaN            NaN
  1311.40        2500.00                 NaN            NaN   99.3739                 NaN  0.872186E-001  0.176799       0.183957       0.178122                 NaN            NaN            NaN            NaN
  1309.94        2500.00                 NaN            NaN   97.0748                 NaN  0.399140       0.442806       0.189011       0.452947        1.44133                 NaN            NaN            NaN
  1308.48        2500.00                 NaN            NaN   83.9783                 NaN   2.20363        1.98988       0.161934        2.02204        9.64419                 NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   85.7731                 NaN   2.01949        1.82629       0.250976E-001   1.80628        8.54975                 NaN            NaN            NaN
  1305.55        2500.00                 NaN            NaN   87.1968                 NaN   1.83587        1.66861                 NaN   1.63430        7.66448                 NaN            NaN            NaN
  1304.09        2500.00                 NaN            NaN   88.3971                 NaN   1.66865        1.53012                 NaN   1.48811        6.91600                 NaN            NaN            NaN
  1302.63        2500.00                 NaN            NaN   89.4397                 NaN   1.52434        1.40647                 NaN   1.36063        6.26889                 NaN            NaN            NaN
  1301.17        2500.00                 NaN            NaN   90.2842                 NaN   1.40682        1.31082                 NaN   1.25803        5.74018                 NaN            NaN            NaN
  1299.71        2500.00                 NaN            NaN   91.1109                 NaN   1.28841        1.21569                 NaN   1.15443        5.23054                 NaN            NaN            NaN
  1298.24        2500.00                 NaN            NaN   91.8312                 NaN   1.19246        1.12138                 NaN   1.06582        4.78909                 NaN            NaN            NaN
  1296.78        2500.00                 NaN            NaN   92.4137                 NaN   1.11166        1.05120                 NaN  0.993745        4.42973                 NaN            NaN            NaN
  1295.32        2500.00                 NaN            NaN   92.9461                 NaN   1.03788       0.988186                 NaN  0.927792        4.10003                 NaN            NaN            NaN
  1293.86        2500.00                 NaN            NaN   93.4260                 NaN  0.970472       0.931101                 NaN  0.867765        3.80463                 NaN            NaN            NaN
  1292.40        2500.00                 NaN            NaN   93.8460                 NaN  0.912175       0.881911                 NaN  0.815397        3.54454                 NaN            NaN            NaN
  1290.93        2500.00        1.35446                 NaN   84.5178                 NaN  0.881464        2.67290                 NaN   1.81420        8.75918                 NaN            NaN            NaN
