|6.6.6
Archiving\03_Data\eq/QFM_m2.75/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0125       0.963833       0.236571E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0125       0.963832       0.236571E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0125       0.963831       0.236571E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0125       0.963831       0.236571E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0125       0.963830       0.236570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0125       0.963829       0.236570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0125       0.963829       0.236570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0125       0.963828       0.236570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0125       0.963828       0.236570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0125       0.963827       0.236570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0125       0.963826       0.236569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0125       0.963825       0.236569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0125       0.963825       0.236569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0125       0.963824       0.236569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0125       0.963823       0.236569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0125       0.963822       0.236569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0125       0.963822       0.236568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0125       0.963821       0.236568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0125       0.963820       0.236568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0125       0.963819       0.236568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0125       0.963818       0.236568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0125       0.963818       0.236567E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0125       0.963817       0.236567E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0125       0.963816       0.236567E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0125       0.963815       0.236567E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0125       0.963814       0.236567E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0125       0.963814       0.236566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0125       0.963813       0.236566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0125       0.963812       0.236566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0125       0.963811       0.236566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0125       0.963810       0.236565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0125       0.963809       0.236565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0125       0.963808       0.236565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0125       0.963807       0.236565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0125       0.963806       0.236565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0125       0.963805       0.236564E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0125       0.963804       0.236564E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0125       0.963803       0.236564E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0125       0.963803       0.236564E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0125       0.963802       0.236563E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0125       0.963801       0.236563E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0125       0.963800       0.236563E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0125       0.963798       0.236563E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0125       0.963797       0.236562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0125       0.963796       0.236562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0125       0.963795       0.236562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0125       0.963794       0.236562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0126       0.963793       0.236561E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.0126       0.963792       0.236561E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.0126       0.963791       0.236561E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.0126       0.963790       0.236561E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.0126       0.963789       0.236560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.0126       0.963788       0.236560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.0126       0.963786       0.236560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0126       0.963785       0.236559E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0126       0.963784       0.236559E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0126       0.963783       0.236559E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0126       0.963782       0.236559E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0126       0.963781       0.236558E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0126       0.963779       0.236558E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0126       0.963778       0.236558E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0126       0.963777       0.236557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0126       0.963776       0.236557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0126       0.963774       0.236557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.0126       0.963773       0.236556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.0126       0.963772       0.236556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.0126       0.963770       0.236556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.0126       0.963769       0.236555E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.0126       0.963768       0.236555E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0126       0.963766       0.236555E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0126       0.963765       0.236554E-001            NaN            NaN            NaN            NaN            NaN            NaN
