|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1628.21        2500.00        99.2118       0.765806       0.223596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.64        2500.00        99.0532       0.824076       0.122707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.06        2500.00        99.0630       0.815655       0.121308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00        99.0771       0.803541       0.119363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.91        2500.00        99.0826       0.799007       0.118436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.34        2500.00        99.7041       0.257458       0.384089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.76        2500.00        98.4980        1.31066       0.191364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.19        2500.00        98.6918        1.14245       0.165766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.61        2500.00        99.5410       0.400697       0.583248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.1369       0.753410       0.109665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.47        2500.00        99.1450       0.746647       0.108343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.89        2500.00        99.1509       0.741939       0.107127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.32        2500.00        99.1110       0.780056       0.108973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.74        2500.00        99.2144       0.686123       0.994949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.17        2500.00        99.1768       0.720587       0.102573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.59        2500.00        99.1846       0.714078       0.101313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.02        2500.00        99.1938       0.706250       0.999360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.44        2500.00        99.2009       0.700880       0.982409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.87        2500.00        99.2093       0.693682       0.970591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.30        2500.00        99.1697       0.728899       0.101416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.72        2500.00        99.2612       0.648237       0.905713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.15        2500.00        99.2420       0.666227       0.918111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.57        2500.00        99.2400       0.666988       0.930447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.00        2500.00        99.2462       0.663185       0.905659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.42        2500.00        99.2561       0.654414       0.894564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.85        2500.00        97.1115        2.52935       0.359138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.70        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.13        2500.00        99.8784       0.109263       0.123419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00        99.7979       0.178596       0.234734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.98        2500.00        99.8360       0.326236E-001  0.131392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00        98.3832        1.54319       0.736459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00        99.3075       0.612371       0.801200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00        99.5574       0.393484       0.490838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00        99.0732       0.821172       0.105619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00        99.3251       0.598459       0.764361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00        99.2157       0.700313       0.839450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00        99.7558       0.215146       0.290359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00        99.0329       0.862967       0.104136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00        99.3502       0.578006       0.718069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00        99.3236       0.603767       0.726240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00        99.3876       0.545557       0.667940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
