|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1628.21        2500.00        99.1202       0.854077       0.256804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.64        2500.00        98.9401       0.918989       0.140911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.06        2500.00        98.9507       0.909880       0.139406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00        98.9662       0.896593       0.137216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.91        2500.00        98.9719       0.891849       0.136224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.34        2500.00        99.6682       0.287596       0.442152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.76        2500.00        98.3174        1.46251       0.220129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.19        2500.00        98.5339        1.27531       0.190810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.61        2500.00        99.4848       0.447938       0.672348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.0317       0.841958       0.126376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.47        2500.00        99.0404       0.834647       0.124919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.89        2500.00        99.0468       0.829613       0.123580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.32        2500.00        99.0018       0.872389       0.125776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.74        2500.00        99.1173       0.767809       0.114891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.17        2500.00        99.0751       0.806404       0.118486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.59        2500.00        99.0837       0.799281       0.117056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.02        2500.00        99.0937       0.790788       0.115519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.44        2500.00        99.1014       0.784996       0.113625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.87        2500.00        99.1105       0.777144       0.112307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
