|6.6.6
Archiving\03_Data\frac/QFM_m2.5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.0753                 NaN            NaN            NaN            NaN  0.119847                 NaN  0.804813                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0862                 NaN            NaN            NaN            NaN  0.116999                 NaN  0.796831                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0961                 NaN            NaN            NaN            NaN  0.114049                 NaN  0.789884                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1033                 NaN            NaN            NaN            NaN  0.107792                 NaN  0.788928                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1171                 NaN            NaN            NaN            NaN  0.110065                 NaN  0.772814                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1240                 NaN            NaN            NaN            NaN  0.112164                 NaN  0.763809                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1395                 NaN            NaN            NaN            NaN  0.108989                 NaN  0.751476                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.4625                 NaN            NaN            NaN            NaN  0.192221                 NaN   1.34525                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.8477                 NaN            NaN            NaN            NaN  0.186261E-001            NaN  0.133661                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1637                 NaN            NaN            NaN            NaN  0.982419E-001            NaN  0.738045                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1716                 NaN            NaN            NaN            NaN  0.949103E-001            NaN  0.733470                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1785                 NaN            NaN            NaN            NaN  0.916760E-001            NaN  0.729790                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1855                 NaN            NaN            NaN            NaN  0.881282E-001            NaN  0.726369                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1932                 NaN            NaN            NaN            NaN  0.846319E-001            NaN  0.722173                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2006                 NaN            NaN            NaN            NaN  0.838418E-001            NaN  0.715605                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2034                 NaN            NaN            NaN            NaN  0.766190E-001            NaN  0.720027                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2195                 NaN            NaN            NaN            NaN  0.791111E-001            NaN  0.701375                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0917                 NaN            NaN            NaN            NaN  0.658371E-002            NaN  0.167094       0.734585                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.936759                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0628                 NaN            NaN            NaN            NaN  0.213630E-001            NaN  0.119493E-001  0.903928                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0623                 NaN            NaN            NaN            NaN            NaN            NaN  0.318523E-001  0.905801                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.938315                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.935115                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.938285                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.929405                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.939607                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.930187                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.937283                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.941498                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.954200                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.0522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.947757                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.0400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.959951                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.0240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.976033                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.0081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.991861                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9821                 NaN            NaN            NaN            NaN  0.798271E-004            NaN            NaN   1.01780                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04655       0.141781E-001            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.984810       0.366478                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05677       0.303846                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.302332        1.04519                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03509       0.298893                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02454       0.296680                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.297492        1.01145                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00492       0.293594                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992049       0.293513                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.986881       0.289583                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.286071       0.979772                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.283200       0.973161                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7525                 NaN            NaN            NaN            NaN  0.368087E-004            NaN            NaN  0.282010       0.965438                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.948589       0.375137       0.804689E-001            NaN            NaN            NaN
  1413.53        2500.00        97.0173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32833       0.798693       0.855676                 NaN            NaN            NaN
  1411.03        2500.00        97.0402                 NaN            NaN            NaN            NaN  0.228677                 NaN            NaN  0.938595       0.913312       0.879191                 NaN            NaN            NaN
  1408.52        2500.00        97.0462                 NaN            NaN            NaN            NaN  0.542711                 NaN            NaN   1.14778       0.344249       0.919019                 NaN            NaN            NaN
  1406.02        2500.00        97.1049                 NaN            NaN            NaN            NaN  0.542635                 NaN            NaN   1.15215       0.299008       0.901355                 NaN            NaN            NaN
  1403.51        2500.00        97.1956                 NaN            NaN            NaN            NaN  0.538355                 NaN            NaN   1.12118       0.272750       0.872100                 NaN            NaN            NaN
  1401.00        2500.00        97.2103                 NaN            NaN            NaN            NaN  0.542061                 NaN            NaN  0.262307        1.11447       0.870829                 NaN            NaN            NaN
  1398.50        2500.00        97.3504                 NaN            NaN            NaN            NaN  0.535895                 NaN            NaN   1.11116       0.179930       0.822669                 NaN            NaN            NaN
  1395.99        2500.00        97.3644                 NaN            NaN            NaN            NaN  0.538104                 NaN            NaN  0.165177        1.11065       0.821712                 NaN            NaN            NaN
  1393.48        2500.00        97.4586                 NaN            NaN            NaN            NaN  0.529334                 NaN            NaN   1.07983       0.143269       0.788922                 NaN            NaN            NaN
  1390.98        2500.00        97.4981                 NaN            NaN            NaN            NaN  0.532706                 NaN            NaN  0.115005        1.07605       0.778124                 NaN            NaN            NaN
  1388.47        2500.00        97.5535                 NaN            NaN            NaN            NaN  0.530278                 NaN            NaN   1.06706       0.885292E-001  0.760628                 NaN            NaN            NaN
  1385.96        2500.00        97.6070                 NaN            NaN            NaN            NaN  0.527796                 NaN            NaN   1.06098       0.605329E-001  0.743648                 NaN            NaN            NaN
  1383.46        2500.00        97.6575                 NaN            NaN            NaN            NaN  0.525328                 NaN            NaN   1.05397       0.356168E-001  0.727544                 NaN            NaN            NaN
  1380.95        2500.00        97.7076                 NaN            NaN            NaN            NaN  0.522668                 NaN            NaN  0.113603E-001   1.04689       0.711503                 NaN            NaN            NaN
  1378.45        2500.00        97.7522                 NaN            NaN            NaN            NaN  0.514062                 NaN            NaN   1.02765       0.968725E-002  0.696424                 NaN            NaN            NaN
  1375.94        2500.00        97.7984                 NaN            NaN            NaN            NaN  0.506046                 NaN            NaN   1.01269       0.182958E-002  0.681086                 NaN            NaN            NaN
  1373.43        2500.00        97.8414                 NaN            NaN            NaN            NaN  0.491811                 NaN            NaN  0.983583       0.168587E-001  0.666366                 NaN            NaN            NaN
  1370.93        2500.00        97.8822                 NaN            NaN            NaN            NaN  0.487754                 NaN            NaN  0.977697                 NaN  0.652346                 NaN            NaN            NaN
  1368.42        2500.00        97.9245                 NaN            NaN            NaN            NaN  0.480278                 NaN            NaN  0.956744                 NaN  0.638437                 NaN            NaN            NaN
  1365.91        2500.00        97.9667                 NaN            NaN            NaN            NaN  0.477856                 NaN            NaN  0.930493                 NaN  0.624927                 NaN            NaN            NaN
  1363.41        2500.00        98.0043                 NaN            NaN            NaN            NaN  0.470816                 NaN            NaN  0.912959                 NaN  0.611902                 NaN            NaN            NaN
  1360.90        2500.00        98.0408                 NaN            NaN            NaN            NaN  0.460261                 NaN            NaN  0.899877                 NaN  0.599069                 NaN            NaN            NaN
  1358.40        2500.00        98.0789                 NaN            NaN            NaN            NaN  0.454374                 NaN            NaN  0.880271                 NaN  0.586458                 NaN            NaN            NaN
  1355.89        2500.00        98.1134                 NaN            NaN            NaN            NaN  0.438778                 NaN            NaN  0.873849                 NaN  0.574007                 NaN            NaN            NaN
  1353.38        2500.00        98.1482                 NaN            NaN            NaN            NaN  0.441805                 NaN            NaN  0.847464                 NaN  0.562548                 NaN            NaN            NaN
  1350.88        2500.00        98.1786                 NaN            NaN            NaN            NaN  0.426810                 NaN            NaN  0.843440                 NaN  0.551145                 NaN            NaN            NaN
  1348.37        2500.00        98.2154                 NaN            NaN            NaN            NaN  0.418360                 NaN            NaN  0.826965                 NaN  0.539233                 NaN            NaN            NaN
  1345.86        2500.00        98.2454                 NaN            NaN            NaN            NaN  0.411936                 NaN            NaN  0.814439                 NaN  0.528230                 NaN            NaN            NaN
  1343.36        2500.00        98.2811                 NaN            NaN            NaN            NaN  0.410929                 NaN            NaN  0.790551                 NaN  0.517373                 NaN            NaN            NaN
  1340.85        2500.00        98.3106                 NaN            NaN            NaN            NaN  0.404513                 NaN            NaN  0.777991                 NaN  0.506888                 NaN            NaN            NaN
  1338.35        2500.00        98.3394                 NaN            NaN            NaN            NaN  0.395717                 NaN            NaN  0.768115                 NaN  0.496728                 NaN            NaN            NaN
  1335.84        2500.00        98.3505                 NaN            NaN            NaN            NaN  0.380449                 NaN            NaN  0.775719                 NaN  0.493342                 NaN            NaN            NaN
  1333.33        2500.00        98.4074                 NaN            NaN            NaN            NaN  0.373267                 NaN            NaN  0.749093                 NaN  0.470260                 NaN            NaN            NaN
  1330.83        2500.00        98.4245                 NaN            NaN            NaN            NaN  0.375172                 NaN            NaN  0.732975                 NaN  0.467306                 NaN            NaN            NaN
  1328.32        2500.00        98.4526                 NaN            NaN            NaN            NaN  0.364880                 NaN            NaN  0.724894                 NaN  0.457629                 NaN            NaN            NaN
  1325.81        2500.00        98.4787                 NaN            NaN            NaN            NaN  0.357008                 NaN            NaN  0.716185                 NaN  0.448134                 NaN            NaN            NaN
  1323.31        2500.00        98.5044                 NaN            NaN            NaN            NaN  0.351050                 NaN            NaN  0.705019                 NaN  0.439494                 NaN            NaN            NaN
  1320.80        2500.00        98.5277                 NaN            NaN            NaN            NaN  0.338055                 NaN            NaN  0.703587                 NaN  0.430670                 NaN            NaN            NaN
  1318.30        2500.00        98.5533                 NaN            NaN            NaN            NaN  0.333444                 NaN            NaN  0.690997                 NaN  0.422261                 NaN            NaN            NaN
  1315.79        2500.00        98.5764                 NaN            NaN            NaN            NaN  0.321083                 NaN            NaN  0.688880                 NaN  0.413596                 NaN            NaN            NaN
  1313.28        2500.00        98.5990                 NaN            NaN            NaN            NaN  0.315694                 NaN            NaN  0.679542                 NaN  0.405795                 NaN            NaN            NaN
  1310.78        2500.00        98.6217                 NaN            NaN            NaN            NaN  0.301686                 NaN            NaN  0.679137                 NaN  0.397463                 NaN            NaN            NaN
  1308.27        2500.00        98.6446                 NaN            NaN            NaN            NaN  0.298425                 NaN            NaN  0.667050                 NaN  0.389946                 NaN            NaN            NaN
  1305.76        2500.00        97.9823                 NaN            NaN            NaN            NaN  0.397389                 NaN            NaN  0.738171                 NaN  0.479184       0.402967                 NaN            NaN
  1303.26        2500.00        79.5130                 NaN            NaN            NaN            NaN   1.40783                 NaN            NaN   5.22351                 NaN   2.72225        11.1334                 NaN            NaN
  1300.75        2500.00        80.7681                 NaN            NaN            NaN            NaN  0.882130                 NaN            NaN   5.51915                 NaN   2.57167        10.2590                 NaN            NaN
  1298.25        2500.00        82.5516                 NaN            NaN            NaN            NaN  0.659621                 NaN            NaN   5.26955                 NaN   2.34733        9.17193                 NaN            NaN
  1295.74        2500.00        84.0392                 NaN            NaN            NaN            NaN  0.493401                 NaN            NaN   5.03470                 NaN   2.15829        8.27442                 NaN            NaN
  1293.23        2500.00        85.2908                 NaN            NaN            NaN            NaN  0.327714                 NaN            NaN   4.86572                 NaN   1.99824        7.51749                 NaN            NaN
  1290.73        2500.00        86.3273                 NaN            NaN            NaN            NaN  0.198819                 NaN            NaN   4.71977                 NaN   1.86384        6.89025                 NaN            NaN
  1288.22        2500.00        87.1412                 NaN            NaN            NaN            NaN  0.399198E-001            NaN            NaN   4.67796                 NaN   1.75560        6.38527                 NaN            NaN
  1285.71        2500.00        87.9291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.50495                 NaN   1.65713        5.90886                 NaN            NaN
  1283.21        2500.00        86.5436                 NaN            NaN            NaN            NaN  0.125970E-004            NaN            NaN   4.79641                 NaN   1.84823        6.57084       0.240934                 NaN
  1280.70        2500.00        86.5561                 NaN            NaN            NaN            NaN  0.451489E-005            NaN            NaN   4.73149                 NaN   1.84767        6.52713       0.337629                 NaN
  1278.20        2500.00        87.6589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.38987                 NaN   1.69976        5.94687       0.304619                 NaN
  1275.69        2500.00        88.6148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.09018                 NaN   1.57241        5.44739       0.275254                 NaN
  1273.18        2500.00        89.4626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.79341                 NaN   1.45973        5.03257       0.251681                 NaN
  1270.68        2500.00        89.1515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.60285                 NaN   1.47673        5.46153       0.307393                 NaN
  1268.17        2500.00        78.6825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.21765       0.557658E-001   3.03109        9.61499       0.398003                 NaN
  1265.66        2500.00        99.7818                 NaN            NaN            NaN            NaN  0.138646                 NaN            NaN            NaN            NaN  0.572801E-001            NaN  0.222995E-001            NaN
  1263.16        2500.00        97.6690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.907568                 NaN  0.303090        1.08289       0.374507E-001            NaN
  1260.65        2500.00        93.6635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.24291                 NaN  0.834650        3.09723       0.161718                 NaN
  1258.15        2500.00        92.2190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.47663        1.19330        1.13735        3.75409       0.219603                 NaN
  1255.64        2500.00        94.9520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80572                 NaN  0.646105        2.51233       0.838240E-001            NaN
  1253.13        2500.00        93.6341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20000        1.03854       0.870572        3.08705       0.169722                 NaN
  1250.63        2500.00        97.7202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.892006                 NaN  0.252734        1.09813       0.369124E-001            NaN
  1248.12        2500.00        93.1577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.876752        1.44272       0.954715        3.37664       0.191433                 NaN
  1245.61        2500.00        94.6858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88445                 NaN  0.744964        2.54852       0.136314                 NaN
  1243.11        2500.00        96.8064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.985060                 NaN  0.384363        1.77040       0.537636E-001            NaN
  1240.60        2500.00        95.5286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49043                 NaN  0.671875        2.20396       0.105183                 NaN
  1238.10        2500.00        90.4300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.13031       0.597305E-002   1.30291        4.93943       0.191360                 NaN
  1235.59        2500.00        99.7154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.207329                 NaN  0.261829E-001  0.409110E-001  0.101590E-001            NaN
  1233.08        2500.00        95.0175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.357331       0.530182       0.448147        2.21098       0.562124E-001   1.37966     
  1230.58        2500.00        72.7527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.05145                 NaN   2.45617        11.3362       0.302013        8.10148     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.59352        12.1537        8.54099        43.3536        1.09212        31.2661     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.69821        12.0513        8.54820        43.3453        1.09079        31.2662     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.81489        11.9373        8.55506        43.3370        1.08935        31.2664     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.94413        11.8105        8.56176        43.3291        1.08798        31.2666     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.08941        11.6678        8.56870        43.3208        1.08654        31.2668     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.24072        11.5191        8.57550        43.3126        1.08512        31.2670     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7612                 NaN   8.58799        43.3008        1.08380        31.2662     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7650                 NaN   8.59518        43.2912        1.08193        31.2666     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44877        10.3231        8.60857        43.2734        1.07808        31.2680     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7816                 NaN   8.61224        43.2620        1.07524        31.2690     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7767                 NaN   8.61672        43.2625        1.07625        31.2678     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7911                 NaN   8.62705        43.2410        1.07077        31.2700     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7963                 NaN   8.63425        43.2304        1.06843        31.2707     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7974                 NaN   8.64105        43.2235        1.06750        31.2706     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8034                 NaN   8.64804        43.2123        1.06488        31.2713     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8071                 NaN   8.65518        43.2030        1.06303        31.2717     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8112                 NaN   8.66234        43.1932        1.06105        31.2722     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8144                 NaN   8.66956        43.1842        1.05938        31.2724     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8183                 NaN   8.67662        43.1748        1.05750        31.2728     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8224                 NaN   8.68359        43.1652        1.05553        31.2733     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.88041        10.9275        8.67814        43.1817        1.06043        31.2718     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86539        10.9457        8.68380        43.1740        1.05889        31.2722     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85550        10.9589        8.68944        43.1662        1.05734        31.2726     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85064        10.9671        8.69506        43.1585        1.05578        31.2730     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.84912        10.9719        8.70065        43.1507        1.05421        31.2734     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85521        10.9692        8.70622        43.1429        1.05264        31.2738     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86457        10.9633        8.71176        43.1351        1.05105        31.2743     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.87793        10.9534        8.71729        43.1272        1.04945        31.2747     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.88863        10.9460        8.72321        43.1192        1.04788        31.2751     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.91473        10.9236        8.72827        43.1115        1.04624        31.2756     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8705                 NaN   8.76044        43.0572        1.03290        31.2790     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8707                 NaN   8.76617        43.0520        1.03239        31.2788     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8757                 NaN   8.77322        43.0415        1.03010        31.2794     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8808                 NaN   8.78022        43.0311        1.02782        31.2801     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8865                 NaN   8.78746        43.0199        1.02531        31.2808     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8920                 NaN   8.79461        43.0090        1.02285        31.2816     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9005                 NaN   8.80296        42.9944        1.01932        31.2828     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9058                 NaN   8.80997        42.9838        1.01695        31.2835     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9112                 NaN   8.81700        42.9730        1.01455        31.2842     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9015                 NaN   8.81731        42.9810        1.01770        31.2825     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9051                 NaN   8.82339        42.9726        1.01596        31.2830     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9089                 NaN   8.82990        42.9637        1.01416        31.2834     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9216                 NaN   8.83968        42.9443        1.00909        31.2853     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9238                 NaN   8.84520        42.9376        1.00786        31.2855     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.66562        11.2303        8.81897        42.9838        1.01761        31.2837     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.63232        8.28099        8.84717        42.9414        1.01035        31.2878     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9557                 NaN   8.87159        42.8872       0.995060        31.2904     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9653                 NaN   8.88220        42.8700       0.990896        31.2916     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.03658        11.8950        8.84448        42.9280        1.00605        31.2898     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.82512        12.1209        8.86718        42.8957       0.999286        31.2918     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.47854        12.4666        8.87131        42.8926       0.999154        31.2917     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.09029        12.8604        8.87874        42.8815       0.996637        31.2925     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.04580        7.93740        8.90651        42.8292       0.983562        31.2975     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.873762        15.0822        8.89243        42.8640       0.994820        31.2928     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.397119        15.6098        8.92923        42.7928       0.973023        31.2980     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9911                 NaN   8.91933        42.8087       0.981440        31.2995     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88337        14.1117        8.92463        42.8040       0.977693        31.2985     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0132                 NaN   8.93933        42.7807       0.969215        31.2976     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26908        14.7264        8.93201        42.7976       0.977392        31.2975     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74810        14.2687        8.94764        42.7655       0.968326        31.3017     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.77185        14.2512        8.95464        42.7538       0.965718        31.3028     
