|6.6.6
Archiving\03_Data\frac/QFM_m2.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.2043                 NaN            NaN            NaN            NaN  0.986483E-001            NaN  0.697071                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2141                 NaN            NaN            NaN            NaN  0.962005E-001            NaN  0.689667                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2231                 NaN            NaN            NaN            NaN  0.936844E-001            NaN  0.683208                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2297                 NaN            NaN            NaN            NaN  0.884178E-001            NaN  0.681851                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2423                 NaN            NaN            NaN            NaN  0.902240E-001            NaN  0.667479                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2491                 NaN            NaN            NaN            NaN  0.917667E-001            NaN  0.659120                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2627                 NaN            NaN            NaN            NaN  0.891167E-001            NaN  0.648223                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.6836                 NaN            NaN            NaN            NaN  0.157014                 NaN   1.15936                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.8698                 NaN            NaN            NaN            NaN  0.151885E-001            NaN  0.115039                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2847                 NaN            NaN            NaN            NaN  0.800731E-001            NaN  0.635189                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2919                 NaN            NaN            NaN            NaN  0.772672E-001            NaN  0.630875                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2982                 NaN            NaN            NaN            NaN  0.745557E-001            NaN  0.627290                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.3045                 NaN            NaN            NaN            NaN  0.715806E-001            NaN  0.623952                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3115                 NaN            NaN            NaN            NaN  0.686746E-001            NaN  0.619864                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.3183                 NaN            NaN            NaN            NaN  0.679569E-001            NaN  0.613745                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3208                 NaN            NaN            NaN            NaN  0.619931E-001            NaN  0.617192                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3352                 NaN            NaN            NaN            NaN  0.639745E-001            NaN  0.600784                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2200                 NaN            NaN            NaN            NaN  0.531950E-002            NaN  0.143036       0.631651                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.805011                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1962                 NaN            NaN            NaN            NaN  0.172232E-001            NaN  0.102129E-001  0.776377                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1956                 NaN            NaN            NaN            NaN            NaN            NaN  0.272020E-001  0.777222                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.804428                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.801114                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.803430                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.794865                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802873                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.794368                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799632                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802732                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812776                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.1933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806686                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.1835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.816502                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.1704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.829646                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.842377                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.1360                 NaN            NaN            NaN            NaN  0.629893E-004            NaN            NaN  0.863938                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.0997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.888119       0.121599E-001            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.844078       0.310752                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.904941       0.257329                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.255745       0.894069                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.884611       0.252561                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.874726       0.250404                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.250773       0.862682                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.856240       0.247193                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.844377       0.246824                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.839042       0.243203                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.239959       0.832090                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.237243       0.825517                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9459                 NaN            NaN            NaN            NaN  0.284094E-004            NaN            NaN  0.235974       0.818054                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802932       0.313512       0.839698E-001            NaN            NaN            NaN
  1413.53        2500.00        97.3215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10945       0.675731       0.893331                 NaN            NaN            NaN
  1411.03        2500.00        97.3534                 NaN            NaN            NaN            NaN  0.175402                 NaN            NaN  0.792679       0.761389       0.917169                 NaN            NaN            NaN
  1408.52        2500.00        97.3739                 NaN            NaN            NaN            NaN  0.414730                 NaN            NaN  0.967358       0.286369       0.957661                 NaN            NaN            NaN
  1406.02        2500.00        97.4322                 NaN            NaN            NaN            NaN  0.412932                 NaN            NaN  0.968689       0.248110       0.938036                 NaN            NaN            NaN
  1403.51        2500.00        97.5190                 NaN            NaN            NaN            NaN  0.408221                 NaN            NaN  0.940636       0.225807       0.906352                 NaN            NaN            NaN
  1401.00        2500.00        97.5379                 NaN            NaN            NaN            NaN  0.409167                 NaN            NaN  0.216569       0.932511       0.903820                 NaN            NaN            NaN
  1398.50        2500.00        97.6682                 NaN            NaN            NaN            NaN  0.403347                 NaN            NaN  0.927708       0.148226       0.852567                 NaN            NaN            NaN
  1395.99        2500.00        97.6857                 NaN            NaN            NaN            NaN  0.403554                 NaN            NaN  0.135713       0.924655       0.850385                 NaN            NaN            NaN
  1393.48        2500.00        97.7747                 NaN            NaN            NaN            NaN  0.395188                 NaN            NaN  0.897469       0.117462       0.815225                 NaN            NaN            NaN
  1390.98        2500.00        97.8147                 NaN            NaN            NaN            NaN  0.396207                 NaN            NaN  0.940552E-001  0.892170       0.802878                 NaN            NaN            NaN
  1388.47        2500.00        97.8687                 NaN            NaN            NaN            NaN  0.392853                 NaN            NaN  0.882587       0.722200E-001  0.783626                 NaN            NaN            NaN
  1385.96        2500.00        97.9209                 NaN            NaN            NaN            NaN  0.389554                 NaN            NaN  0.875389       0.492623E-001  0.764942                 NaN            NaN            NaN
  1383.46        2500.00        97.9702                 NaN            NaN            NaN            NaN  0.386198                 NaN            NaN  0.867496       0.289130E-001  0.747196                 NaN            NaN            NaN
  1380.95        2500.00        98.0189                 NaN            NaN            NaN            NaN  0.382793                 NaN            NaN  0.919897E-002  0.859567       0.729551                 NaN            NaN            NaN
  1378.45        2500.00        98.0626                 NaN            NaN            NaN            NaN  0.374980                 NaN            NaN  0.841627       0.782408E-002  0.712933                 NaN            NaN            NaN
  1375.94        2500.00        98.1073                 NaN            NaN            NaN            NaN  0.367796                 NaN            NaN  0.827318       0.147400E-002  0.696087                 NaN            NaN            NaN
  1373.43        2500.00        98.1488                 NaN            NaN            NaN            NaN  0.356092                 NaN            NaN  0.801636       0.135486E-001  0.679918                 NaN            NaN            NaN
  1370.93        2500.00        98.1889                 NaN            NaN            NaN            NaN  0.351811                 NaN            NaN  0.794749                 NaN  0.664504                 NaN            NaN            NaN
  1368.42        2500.00        98.2297                 NaN            NaN            NaN            NaN  0.345120                 NaN            NaN  0.775939                 NaN  0.649239                 NaN            NaN            NaN
  1365.91        2500.00        98.2705                 NaN            NaN            NaN            NaN  0.342128                 NaN            NaN  0.752973                 NaN  0.634418                 NaN            NaN            NaN
  1363.41        2500.00        98.3070                 NaN            NaN            NaN            NaN  0.335813                 NaN            NaN  0.737021                 NaN  0.620132                 NaN            NaN            NaN
  1360.90        2500.00        98.3423                 NaN            NaN            NaN            NaN  0.327071                 NaN            NaN  0.724543                 NaN  0.606080                 NaN            NaN            NaN
  1358.40        2500.00        98.3788                 NaN            NaN            NaN            NaN  0.321711                 NaN            NaN  0.707180                 NaN  0.592290                 NaN            NaN            NaN
  1355.89        2500.00        98.4117                 NaN            NaN            NaN            NaN  0.309598                 NaN            NaN  0.700037                 NaN  0.578706                 NaN            NaN            NaN
  1353.38        2500.00        98.4458                 NaN            NaN            NaN            NaN  0.310494                 NaN            NaN  0.677572                 NaN  0.566161                 NaN            NaN            NaN
  1350.88        2500.00        98.4750                 NaN            NaN            NaN            NaN  0.298848                 NaN            NaN  0.672422                 NaN  0.553710                 NaN            NaN            NaN
  1348.37        2500.00        98.5095                 NaN            NaN            NaN            NaN  0.292011                 NaN            NaN  0.657727                 NaN  0.540784                 NaN            NaN            NaN
  1345.86        2500.00        98.5386                 NaN            NaN            NaN            NaN  0.286419                 NaN            NaN  0.646131                 NaN  0.528815                 NaN            NaN            NaN
  1343.36        2500.00        98.5721                 NaN            NaN            NaN            NaN  0.284785                 NaN            NaN  0.626048                 NaN  0.517022                 NaN            NaN            NaN
  1340.85        2500.00        98.6005                 NaN            NaN            NaN            NaN  0.279271                 NaN            NaN  0.614604                 NaN  0.505643                 NaN            NaN            NaN
  1338.35        2500.00        98.6278                 NaN            NaN            NaN            NaN  0.272290                 NaN            NaN  0.605252                 NaN  0.494625                 NaN            NaN            NaN
  1335.84        2500.00        98.6397                 NaN            NaN            NaN            NaN  0.260718                 NaN            NaN  0.609177                 NaN  0.490383                 NaN            NaN            NaN
  1333.33        2500.00        98.6908                 NaN            NaN            NaN            NaN  0.255066                 NaN            NaN  0.587497                 NaN  0.466593                 NaN            NaN            NaN
  1330.83        2500.00        98.7082                 NaN            NaN            NaN            NaN  0.255457                 NaN            NaN  0.573497                 NaN  0.462841                 NaN            NaN            NaN
  1328.32        2500.00        98.7341                 NaN            NaN            NaN            NaN  0.247704                 NaN            NaN  0.565706                 NaN  0.452447                 NaN            NaN            NaN
  1325.81        2500.00        98.7586                 NaN            NaN            NaN            NaN  0.241516                 NaN            NaN  0.557620                 NaN  0.442271                 NaN            NaN            NaN
  1323.31        2500.00        98.7827                 NaN            NaN            NaN            NaN  0.236684                 NaN            NaN  0.547637                 NaN  0.432971                 NaN            NaN            NaN
  1320.80        2500.00        98.8043                 NaN            NaN            NaN            NaN  0.227186                 NaN            NaN  0.545018                 NaN  0.423526                 NaN            NaN            NaN
  1318.30        2500.00        98.8281                 NaN            NaN            NaN            NaN  0.223367                 NaN            NaN  0.534045                 NaN  0.414520                 NaN            NaN            NaN
  1315.79        2500.00        98.8493                 NaN            NaN            NaN            NaN  0.214404                 NaN            NaN  0.531021                 NaN  0.405299                 NaN            NaN            NaN
  1313.28        2500.00        98.8703                 NaN            NaN            NaN            NaN  0.210116                 NaN            NaN  0.522643                 NaN  0.396955                 NaN            NaN            NaN
  1310.78        2500.00        98.8908                 NaN            NaN            NaN            NaN  0.200193                 NaN            NaN  0.520875                 NaN  0.388123                 NaN            NaN            NaN
  1308.27        2500.00        98.9120                 NaN            NaN            NaN            NaN  0.197387                 NaN            NaN  0.510500                 NaN  0.380119                 NaN            NaN            NaN
  1305.76        2500.00        98.2848                 NaN            NaN            NaN            NaN  0.261785                 NaN            NaN  0.565225                 NaN  0.466493       0.421662                 NaN            NaN
  1303.26        2500.00        80.5985                 NaN            NaN            NaN            NaN  0.932764                 NaN            NaN   4.00604                 NaN   2.68016        11.7826                 NaN            NaN
  1300.75        2500.00        81.8232                 NaN            NaN            NaN            NaN  0.580776                 NaN            NaN   4.20360                 NaN   2.53239        10.8600                 NaN            NaN
  1298.25        2500.00        83.5556                 NaN            NaN            NaN            NaN  0.431585                 NaN            NaN   3.99596                 NaN   2.31060        9.70627                 NaN            NaN
  1295.74        2500.00        84.9994                 NaN            NaN            NaN            NaN  0.320958                 NaN            NaN   3.80290                 NaN   2.12356        8.75317                 NaN            NaN
  1293.23        2500.00        86.2135                 NaN            NaN            NaN            NaN  0.212057                 NaN            NaN   3.66068                 NaN   1.96501        7.94877                 NaN            NaN
  1290.73        2500.00        87.2209                 NaN            NaN            NaN            NaN  0.128021                 NaN            NaN   3.53769                 NaN   1.83172        7.28165                 NaN            NaN
  1288.22        2500.00        88.0141                 NaN            NaN            NaN            NaN  0.255906E-001            NaN            NaN   3.49187                 NaN   1.72421        6.74421                 NaN            NaN
  1285.71        2500.00        88.7853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35256                 NaN   1.62606        6.23603                 NaN            NaN
  1283.21        2500.00        87.5460                 NaN            NaN            NaN            NaN  0.801574E-005            NaN            NaN   3.56551                 NaN   1.81385        6.93656       0.138113                 NaN
  1280.70        2500.00        87.6111                 NaN            NaN            NaN            NaN  0.285937E-005            NaN            NaN   3.50677                 NaN   1.81001        6.87894       0.193185                 NaN
  1278.20        2500.00        88.6792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.23913                 NaN   1.65974        6.24818       0.173729                 NaN
  1275.69        2500.00        89.6052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.00350                 NaN   1.53018        5.70472       0.156443                 NaN
  1273.18        2500.00        90.4191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.77051                 NaN   1.41540        5.25247       0.142525                 NaN
  1270.68        2500.00        90.0757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63890                 NaN   1.42756        5.68427       0.173543                 NaN
  1268.17        2500.00        80.8045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.93307       0.413576E-001   2.94427        10.0510       0.225773                 NaN
  1265.66        2500.00        99.8499                 NaN            NaN            NaN            NaN  0.835975E-001            NaN            NaN            NaN            NaN  0.541871E-001            NaN  0.123190E-001            NaN
  1263.16        2500.00        97.9379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.649583                 NaN  0.287002        1.10486       0.207086E-001            NaN
  1260.65        2500.00        94.3425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.61105                 NaN  0.791657        3.16521       0.895677E-001            NaN
  1258.15        2500.00        93.0734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05555       0.843273        1.07660        3.82985       0.121379                 NaN
  1255.64        2500.00        95.5235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27404                 NaN  0.608034        2.54838       0.460603E-001            NaN
  1253.13        2500.00        94.3721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.859047       0.731683       0.817867        3.12625       0.930967E-001            NaN
  1250.63        2500.00        98.0103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.628641                 NaN  0.235953        1.10495       0.201205E-001            NaN
  1248.12        2500.00        93.9591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.621409        1.01711       0.892719        3.40519       0.104507                 NaN
  1245.61        2500.00        95.3551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32046                 NaN  0.693072        2.55733       0.740391E-001            NaN
  1243.11        2500.00        97.1630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.684355                 NaN  0.355789        1.76776       0.290537E-001            NaN
  1240.60        2500.00        96.0953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02757                 NaN  0.621368        2.19895       0.567879E-001            NaN
  1238.10        2500.00        91.5983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.15975       0.420303E-002   1.20487        4.92954       0.103302                 NaN
  1235.59        2500.00        99.7846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.145737                 NaN  0.239098E-001  0.403279E-001  0.541535E-002            NaN
  1233.08        2500.00        95.4024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.251599       0.366515       0.410531        2.18664       0.300582E-001   1.35221     
  1230.58        2500.00        74.4701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56592                 NaN   2.28903        11.4322       0.164289        8.07846     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.68977        9.02249        8.40909        46.3122       0.627605        32.9388     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76810        8.94613        8.41615        46.3023       0.626818        32.9405     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.85541        8.86107        8.42287        46.2924       0.625971        32.9423     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95209        8.76647        8.42942        46.2828       0.625157        32.9440     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06077        8.65999        8.43622        46.2729       0.624307        32.9458     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.17394        8.54901        8.44288        46.2632       0.623469        32.9475     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7242                 NaN   8.45515        46.2496       0.622689        32.9484     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7274                 NaN   8.46220        46.2384       0.621591        32.9504     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.07878        7.65519        8.47530        46.2181       0.619354        32.9533     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7415                 NaN   8.47900        46.2055       0.617707        32.9563     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7373                 NaN   8.48332        46.2046       0.618264        32.9565     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7496                 NaN   8.49353        46.1811       0.615097        32.9607     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7540                 NaN   8.50061        46.1687       0.613733        32.9629     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7549                 NaN   8.50725        46.1602       0.613172        32.9644     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7600                 NaN   8.51412        46.1474       0.611648        32.9668     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7632                 NaN   8.52111        46.1364       0.610565        32.9688     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7668                 NaN   8.52814        46.1249       0.609404        32.9708     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7694                 NaN   8.53520        46.1143       0.608425        32.9727     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7727                 NaN   8.54212        46.1032       0.607320        32.9747     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7763                 NaN   8.54896        46.0919       0.606168        32.9767     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.65761        8.10592        8.54344        46.1079       0.608951        32.9762     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64675        8.11946        8.54898        46.0986       0.608045        32.9782     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63973        8.12919        8.55450        46.0893       0.607133        32.9802     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63650        8.13516        8.56000        46.0799       0.606215        32.9822     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63578        8.13860        8.56549        46.0706       0.605293        32.9842     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64076        8.13646        8.57093        46.0613       0.604367        32.9862     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64822        8.13184        8.57636        46.0519       0.603435        32.9883     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.65869        8.12423        8.58177        46.0425       0.602498        32.9903     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.66718        8.11853        8.58757        46.0328       0.601574        32.9923     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68723        8.10146        8.59253        46.0237       0.600609        32.9944     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8174                 NaN   8.62431        45.9653       0.592942        33.0000     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8175                 NaN   8.62990        45.9586       0.592623        33.0013     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8219                 NaN   8.63681        45.9464       0.591287        33.0036     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8262                 NaN   8.64368        45.9343       0.589960        33.0058     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8311                 NaN   8.65079        45.9214       0.588498        33.0082     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8358                 NaN   8.65781        45.9087       0.587068        33.0106     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8432                 NaN   8.66602        45.8923       0.585022        33.0135     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8477                 NaN   8.67290        45.8799       0.583643        33.0158     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8524                 NaN   8.67980        45.8674       0.582245        33.0182     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8439                 NaN   8.67999        45.8745       0.584023        33.0176     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8470                 NaN   8.68594        45.8644       0.583007        33.0196     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8502                 NaN   8.69231        45.8539       0.581950        33.0216     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8612                 NaN   8.70196        45.8324       0.579027        33.0254     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8630                 NaN   8.70736        45.8242       0.578301        33.0271     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.51346        8.32394        8.68131        45.8714       0.583858        33.0260     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71769        6.13835        8.70890        45.8241       0.579665        33.0313     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8905                 NaN   8.73336        45.7679       0.570902        33.0374     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8990                 NaN   8.74381        45.7485       0.568494        33.0402     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.04214        8.82657        8.70646        45.8085       0.577153        33.0392     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.88809        8.99372        8.72881        45.7731       0.573257        33.0430     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62925        9.25184        8.73282        45.7687       0.573159        33.0443     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.33800        9.54786        8.74010        45.7557       0.571695        33.0466     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.96775        5.94690        8.76756        45.6996       0.564184        33.0540     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.661546        11.2285        8.75360        45.7354       0.570618        33.0503     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.301146        11.6338        8.78995        45.6591       0.558105        33.0579     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9206                 NaN   8.78019        45.6752       0.562915        33.0611     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42855        10.4959        8.78526        45.6685       0.560738        33.0611     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9395                 NaN   8.79978        45.6429       0.555861        33.0620     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.963439        10.9623        8.79233        45.6587       0.560518        33.0627     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32767        10.6159        8.80783        45.6242       0.555307        33.0691     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34627        10.6028        8.81469        45.6106       0.553793        33.0718     
