|6.6.6
Archiving\03_Data\eq/QFM_m1/WD94/WD94_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           Sp(TH)         O(HP)          pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5402       0.459790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5402       0.459789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5402       0.459788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5402       0.459786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5402       0.459785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5402       0.459783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5402       0.459782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5402       0.459780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5402       0.459779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5402       0.459777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5402       0.459776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5402       0.459774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5402       0.459772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5402       0.459771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5402       0.459769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5402       0.459768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5402       0.459766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5402       0.459764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5402       0.459763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5402       0.459761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5402       0.459759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5402       0.459757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5402       0.459756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5402       0.459754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5402       0.459752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5402       0.459750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5403       0.459749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5403       0.459747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5403       0.459745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5403       0.459743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5403       0.459741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.5403       0.459739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.5403       0.459737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1290       0.459739                 NaN  0.411215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        98.3378       0.459744                 NaN   1.20244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        96.5654       0.221004                 NaN   2.77263       0.440968                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        94.8824                 NaN            NaN   4.26838       0.849178                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.1165                 NaN            NaN   5.03426       0.849189                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        93.3616                 NaN  0.294505E-002   5.78628       0.849199                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        92.6016                 NaN  0.204442E-001   6.52876       0.849209                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        91.8416                 NaN  0.379437E-001   7.27126       0.849218                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        91.1096                 NaN  0.545654E-001   7.98657       0.849228                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        90.3777                 NaN  0.711874E-001   8.70190       0.849239                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.6457                 NaN  0.878099E-001   9.41724       0.849249                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.9137                 NaN  0.104433        10.1326       0.849259                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        88.1817                 NaN  0.121056        10.8480       0.849269                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        87.4497                 NaN  0.137680        11.5634       0.849280                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        86.7176                 NaN  0.154304        12.2788       0.849290                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        85.9855                 NaN  0.170928        12.9942       0.849300                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        85.2900                 NaN  0.186228        13.6745       0.849311                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        84.5944                 NaN  0.201527        14.3548       0.849322                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        83.8988                 NaN  0.216828        15.0351       0.849333                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        83.2032                 NaN  0.232128        15.7154       0.849344                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        82.5075                 NaN  0.247429        16.3957       0.849355                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        81.8119                 NaN  0.262730        17.0761       0.849365                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        81.1162                 NaN  0.278032        17.7564       0.849376                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        80.4205                 NaN  0.293334        18.4368       0.849387                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        79.7533                 NaN  0.307486        19.0898       0.849399                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.0862                 NaN  0.321639        19.7428       0.849410                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.4190                 NaN  0.335792        20.3958       0.849422                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.7518                 NaN  0.349945        21.0489       0.849433                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        77.0845                 NaN  0.364099        21.7019       0.849445                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        76.4173                 NaN  0.378253        22.3550       0.849456                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        75.7500                 NaN  0.392407        23.0081       0.849468                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        75.0828                 NaN  0.406562        23.6612       0.849479                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.4395                 NaN  0.419532        24.2915       0.849491                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        73.7961                 NaN  0.432502        24.9219       0.849503                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.1528                 NaN  0.445472        25.5522       0.849515                 NaN            NaN            NaN            NaN            NaN            NaN
