|6.6.6
Archiving\03_Data\eq/QFM_m1/GRV/GRV_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1683       0.831656                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1683       0.831655                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1683       0.831653                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1683       0.831651                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1684       0.831649                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1684       0.831648                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1684       0.831646                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1684       0.831644                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1684       0.831642                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1684       0.831640                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1684       0.831638                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1684       0.831636                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1684       0.831634                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1684       0.831633                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1684       0.831631                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1684       0.831629                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1684       0.831627                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1684       0.831625                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1684       0.831623                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1684       0.831620                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1684       0.831618                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1684       0.831616                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1684       0.831614                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1684       0.831612                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1684       0.831610                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1684       0.831608                 NaN            NaN            NaN            NaN            NaN
