|6.6.6
Archiving\03_Data\eq/QFM_m1/GRV/GRV_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3212       0.678760                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3212       0.678832                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3211       0.678904                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3210       0.678976                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3210       0.679048                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3209       0.679121                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3208       0.679193                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3207       0.679265                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3207       0.679338                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3206       0.679410                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3205       0.679483                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3204       0.679555                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3204       0.679628                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3203       0.679700                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3202       0.679773                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3202       0.679846                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3201       0.679918                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3200       0.679991                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3199       0.680064                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3199       0.680136                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3198       0.680209                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3197       0.680282                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3196       0.680355                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3196       0.680428                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3195       0.680501                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3194       0.680574                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3194       0.680646                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3193       0.680719                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3192       0.680792                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3191       0.680866                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3191       0.680939                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3190       0.681012                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3189       0.681085                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3188       0.681158                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3188       0.681231                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3187       0.681304                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3186       0.681378                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3185       0.681451                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3185       0.681524                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3184       0.681598                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3183       0.681671                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3183       0.681744                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3182       0.681818                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3181       0.681891                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3180       0.681964                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3180       0.682038                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3179       0.682111                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3178       0.682185                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3177       0.682259                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3177       0.682332                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.3176       0.682406                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.3175       0.682479                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.3174       0.682553                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.3162       0.682628       0.121129E-002            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.3016       0.682721       0.156653E-001            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2872       0.682813       0.299628E-001            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2728       0.682906       0.442641E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2591       0.682997       0.579420E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2453       0.683089       0.716235E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2315       0.683180       0.853088E-001            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2177       0.683271       0.989977E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2039       0.683363       0.112690                 NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1902       0.683454       0.126387                 NaN            NaN            NaN            NaN
  1798.08        2500.00        99.1764       0.683546       0.140087                 NaN            NaN            NaN            NaN
  1794.87        2500.00        99.1626       0.683637       0.153791                 NaN            NaN            NaN            NaN
  1791.67        2500.00        99.1497       0.683727       0.166584                 NaN            NaN            NaN            NaN
  1788.46        2500.00        99.1368       0.683817       0.179381                 NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1239       0.683907       0.192182                 NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1110       0.683996       0.204986                 NaN            NaN            NaN            NaN
