|6.6.6
Archiving\03_Data\Deq/QFM_m5/K22/K22_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        98.5975        1.38823       0.143152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        98.5878        1.39791       0.143168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        98.5781        1.40760       0.143184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        98.5684        1.41730       0.143200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        98.5587        1.42699       0.143217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        98.5490        1.43669       0.143233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        98.5393        1.44639       0.143249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.5296        1.45609       0.143265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.5199        1.46580       0.143282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.5101        1.47561       0.143298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.5002        1.48542       0.143315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.4904        1.49524       0.143331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.4806        1.50506       0.143348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.4700        1.51564       0.143365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.4594        1.52624       0.143383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.4503        1.53539       0.143399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.2284        1.53966       0.142820E-001  0.217708                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        97.5493        1.54134       0.140899E-001  0.895254                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.8696        1.54302       0.138976E-001   1.57349                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.1892        1.54470       0.137051E-001   2.25241                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.5081        1.54638       0.135124E-001   2.93201                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.8263        1.54806       0.133195E-001   3.61229                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        94.1439        1.54974       0.131265E-001   4.29325                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        93.4608        1.55142       0.129332E-001   4.97488                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        92.7770        1.55310       0.127398E-001   5.65719                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        92.1718        1.55172       0.125478E-001   6.26395                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        91.5661        1.55033       0.123556E-001   6.87122                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        90.9599        1.54894       0.121633E-001   7.47900                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        90.3532        1.54755       0.119708E-001   8.08727                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        89.7460        1.54615       0.117781E-001   8.69605                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        89.1383        1.54475       0.115854E-001   9.30533                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        88.5301        1.54335       0.113924E-001   9.91511                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        87.9215        1.54195       0.111993E-001   10.5254                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        87.3574        1.53829       0.110058E-001   11.0933                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        86.7929        1.53462       0.108122E-001   11.6616                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        86.2281        1.53095       0.106185E-001   12.2304                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        85.6628        1.52728       0.104246E-001   12.7995                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        85.1035        1.52200       0.102292E-001   13.3542       0.100447E-001            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        84.5486        1.51640       0.100358E-001   13.9027       0.222854E-001            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        83.9989        1.50984       0.983673E-002   14.4471       0.343633E-001            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        83.4488        1.50328       0.963757E-002   14.9919       0.464501E-001            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        82.9203        1.49471       0.943528E-002   15.5175       0.580716E-001            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        82.3915        1.48613       0.923287E-002   16.0435       0.697009E-001            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        81.8624        1.47755       0.903036E-002   16.5697       0.813380E-001            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        81.3330        1.46896       0.882773E-002   17.0963       0.929828E-001            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        80.8033        1.46037       0.862499E-002   17.6231       0.104635                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.2732        1.45177       0.842214E-002   18.1503       0.116296                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        79.7429        1.44316       0.821919E-002   18.6777       0.127963                 NaN            NaN            NaN            NaN            NaN
