|6.6.6
Archiving\03_Data\Deq/QFM_m5/K22/K22_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1794.87        2500.00        67.7413        2.94372       0.121698E-001   28.8547       0.448086                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        67.2285        2.89195       0.114905E-001   29.4055       0.462540                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        66.7158        2.84020       0.108114E-001   29.9562       0.476990                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        66.2032        2.78845       0.101325E-001   30.5068       0.491436                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        65.6908        2.73673       0.945377E-002   31.0571       0.505878                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        65.1786        2.68502       0.877527E-002   31.6073       0.520315                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        64.6665        2.63332       0.809698E-002   32.1574       0.534749                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        64.1545        2.58164       0.741889E-002   32.7073       0.549177                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        63.6427        2.52998       0.674100E-002   33.2570       0.563602                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        63.1236        2.46654       0.601052E-002   33.8264       0.577480                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        62.6046        2.40313       0.528030E-002   34.3956       0.591352                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        62.0859        2.33974       0.455035E-002   34.9646       0.605220                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        61.5673        2.27637       0.382066E-002   35.5334       0.619083                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        61.0489        2.21303       0.309124E-002   36.1020       0.632940                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        60.5307        2.14971       0.236209E-002   36.6704       0.646793                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        60.0127        2.08641       0.163320E-002   37.2386       0.660640                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        59.4949        2.02313       0.904577E-003   37.8065       0.674483                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        58.9704        1.95272       0.144139E-003   38.3881       0.688631                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        58.4526        1.88257                 NaN   38.9628       0.702017                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        57.9301        1.80858                 NaN   39.5459       0.715431                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        57.4078        1.73463                 NaN   40.1287       0.728839                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        56.8796        1.65466                 NaN   40.7236       0.742112                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        56.3516        1.57474                 NaN   41.3183       0.755379                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        55.8239        1.49485                 NaN   41.9126       0.768639                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        55.2964        1.41500                 NaN   42.5067       0.781894                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        54.7668        1.32687                 NaN   43.1114       0.794920                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        54.2376        1.23878                 NaN   43.7157       0.807939                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        53.7086        1.15074                 NaN   44.3197       0.820952                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        53.1798        1.06274                 NaN   44.9235       0.833959                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        52.6514       0.974780                 NaN   45.5269       0.846959                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        52.1232       0.886869                 NaN   46.1300       0.859952                 NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        51.5952       0.799002                 NaN   46.7328       0.872939                 NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        51.0675       0.711179                 NaN   47.3354       0.885919                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        50.5368       0.612178                 NaN   47.9525       0.898526                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        50.0064       0.513232                 NaN   48.5692       0.911125                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        49.4763       0.414343                 NaN   49.1857       0.923717                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        48.9465       0.315509                 NaN   49.8017       0.936302                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        48.4202       0.212750                 NaN   50.4180       0.949090                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        47.8942       0.110050                 NaN   51.0338       0.961870                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        47.3706       0.481193E-002            NaN   51.6506       0.974060                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        46.9647                 NaN            NaN   52.0526       0.982744                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        46.5686                 NaN            NaN   52.4390       0.992344                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        46.0154                 NaN            NaN   52.7776       0.999700       0.207304                 NaN            NaN            NaN            NaN
  1657.05        2500.00        44.7663                 NaN            NaN   52.8962       0.993526        1.34407                 NaN            NaN            NaN            NaN
  1653.85        2500.00        43.5171                 NaN            NaN   53.0147       0.987352        2.48084                 NaN            NaN            NaN            NaN
  1650.64        2500.00        42.4241                 NaN            NaN   53.1147       0.980561        3.48060                 NaN            NaN            NaN            NaN
  1647.44        2500.00        41.3311                 NaN            NaN   53.2147       0.973771        4.48036                 NaN            NaN            NaN            NaN
  1644.23        2500.00        40.2382                 NaN            NaN   53.3147       0.966981        5.48012                 NaN            NaN            NaN            NaN
  1641.03        2500.00        39.1452                 NaN            NaN   53.4148       0.960190        6.47989                 NaN            NaN            NaN            NaN
  1637.82        2500.00        38.2818                 NaN            NaN   53.4867       0.952598        7.27892                 NaN            NaN            NaN            NaN
  1634.62        2500.00        37.4184                 NaN            NaN   53.5586       0.945005        8.07796                 NaN            NaN            NaN            NaN
  1631.41        2500.00        36.5550                 NaN            NaN   53.6306       0.937413        8.87700                 NaN            NaN            NaN            NaN
  1628.21        2500.00        35.6916                 NaN            NaN   53.7025       0.929820        9.67604                 NaN            NaN            NaN            NaN
  1625.00        2500.00        34.8283                 NaN            NaN   53.7744       0.922228        10.4751                 NaN            NaN            NaN            NaN
  1621.79        2500.00        33.9649                 NaN            NaN   53.8464       0.914635        11.2741                 NaN            NaN            NaN            NaN
  1618.59        2500.00        33.1015                 NaN            NaN   53.9183       0.907042        12.0732                 NaN            NaN            NaN            NaN
  1615.38        2500.00        32.2381                 NaN            NaN   53.9902       0.899450        12.8722                 NaN            NaN            NaN            NaN
  1612.18        2500.00        31.5792                 NaN            NaN   54.0371       0.890823        13.4928                 NaN            NaN            NaN            NaN
  1608.97        2500.00        30.9204                 NaN            NaN   54.0840       0.882196        14.1134                 NaN            NaN            NaN            NaN
  1605.77        2500.00        30.2615                 NaN            NaN   54.1309       0.873570        14.7340                 NaN            NaN            NaN            NaN
  1602.56        2500.00        29.6026                 NaN            NaN   54.1778       0.864943        15.3546                 NaN            NaN            NaN            NaN
  1599.36        2500.00        28.9438                 NaN            NaN   54.2247       0.856317        15.9752                 NaN            NaN            NaN            NaN
  1596.15        2500.00        28.2849                 NaN            NaN   54.2716       0.847690        16.5958                 NaN            NaN            NaN            NaN
  1592.95        2500.00        27.6260                 NaN            NaN   54.3185       0.839063        17.2164                 NaN            NaN            NaN            NaN
  1589.74        2500.00        26.9672                 NaN            NaN   54.3654       0.830437        17.8370                 NaN            NaN            NaN            NaN
  1586.54        2500.00        26.4349                 NaN            NaN   54.3977       0.820456        18.3469                 NaN            NaN            NaN            NaN
  1583.33        2500.00        25.9027                 NaN            NaN   54.4300       0.810475        18.8569                 NaN            NaN            NaN            NaN
  1580.13        2500.00        25.3705                 NaN            NaN   54.4622       0.800494        19.3668                 NaN            NaN            NaN            NaN
  1576.92        2500.00        24.8383                 NaN            NaN   54.4945       0.790514        19.8767                 NaN            NaN            NaN            NaN
  1573.72        2500.00        24.3060                 NaN            NaN   54.5268       0.780533        20.3866                 NaN            NaN            NaN            NaN
  1570.51        2500.00        23.7738                 NaN            NaN   54.5591       0.770552        20.8966                 NaN            NaN            NaN            NaN
  1567.31        2500.00        23.2416                 NaN            NaN   54.5914       0.760571        21.4065                 NaN            NaN            NaN            NaN
  1564.10        2500.00        22.7093                 NaN            NaN   54.6236       0.750590        21.9164                 NaN            NaN            NaN            NaN
  1560.90        2500.00        22.2560                 NaN            NaN   54.6481       0.738827        22.3571                 NaN            NaN            NaN            NaN
  1557.69        2500.00        21.8027                 NaN            NaN   54.6725       0.727064        22.7977                 NaN            NaN            NaN            NaN
  1554.49        2500.00        21.3494                 NaN            NaN   54.6969       0.715301        23.2384                 NaN            NaN            NaN            NaN
  1551.28        2500.00        20.8961                 NaN            NaN   54.7213       0.703538        23.6791                 NaN            NaN            NaN            NaN
  1548.08        2500.00        20.4428                 NaN            NaN   54.7457       0.691775        24.1197                 NaN            NaN            NaN            NaN
  1544.87        2500.00        19.9895                 NaN            NaN   54.7702       0.680012        24.5604                 NaN            NaN            NaN            NaN
  1541.67        2500.00        19.5361                 NaN            NaN   54.7946       0.668249        25.0010                 NaN            NaN            NaN            NaN
  1538.46        2500.00        19.0828                 NaN            NaN   54.8190       0.656486        25.4417                 NaN            NaN            NaN            NaN
  1535.26        2500.00        18.6791                 NaN            NaN   54.8403       0.642591        25.8380                 NaN            NaN            NaN            NaN
  1532.05        2500.00        18.2755                 NaN            NaN   54.8615       0.628696        26.2343                 NaN            NaN            NaN            NaN
  1528.85        2500.00        17.8718                 NaN            NaN   54.8828       0.614801        26.6306                 NaN            NaN            NaN            NaN
  1525.64        2500.00        17.4681                 NaN            NaN   54.9040       0.600906        27.0270                 NaN            NaN            NaN            NaN
  1522.44        2500.00        17.0644                 NaN            NaN   54.9253       0.587011        27.4233                 NaN            NaN            NaN            NaN
  1519.23        2500.00        16.6607                 NaN            NaN   54.9465       0.573116        27.8196                 NaN            NaN            NaN            NaN
  1516.03        2500.00        16.2571                 NaN            NaN   54.9678       0.559221        28.2159                 NaN            NaN            NaN            NaN
  1512.82        2500.00        15.8534                 NaN            NaN   54.9891       0.545326        28.6122                 NaN            NaN            NaN            NaN
  1509.62        2500.00        15.4753                 NaN            NaN   55.0086       0.530715        28.9854                 NaN            NaN            NaN            NaN
  1506.41        2500.00        14.9462                 NaN            NaN   55.0309       0.523797        29.2066       0.292452                 NaN            NaN            NaN
  1503.21        2500.00        14.3597                 NaN            NaN   55.0488       0.524102        29.3109       0.756417                 NaN            NaN            NaN
  1500.00        2500.00        13.7732                 NaN            NaN   55.0668       0.524407        29.4152        1.22038                 NaN            NaN            NaN
  1496.79        2500.00        13.2370                 NaN            NaN   55.0761       0.526936        29.5068        1.65319                 NaN            NaN            NaN
  1493.59        2500.00        12.7008                 NaN            NaN   55.0854       0.529466        29.5983        2.08599                 NaN            NaN            NaN
  1490.38        2500.00        12.1932                 NaN            NaN   55.0880       0.534106        29.6753       0.845073E-002   2.50101                 NaN            NaN
  1487.18        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1483.97        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1480.77        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1477.56        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1474.36        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1471.15        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1467.95        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1464.74        2500.00        11.6340                 NaN            NaN   55.0611       0.554423        29.3970       0.470420        2.88301                 NaN            NaN
  1461.54        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1458.33        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1455.13        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1451.92        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1448.72        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1445.51        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1442.31        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1439.10        2500.00        8.13742                 NaN            NaN   54.8089       0.711476        28.1093        5.39764        2.83523                 NaN            NaN
  1435.90        2500.00        5.85269                 NaN            NaN   54.5268       0.859805        27.7162        3.90211        7.14240                 NaN            NaN
  1432.69        2500.00        5.85269                 NaN            NaN   54.5268       0.859805        27.7162        3.90211        7.14240                 NaN            NaN
  1429.49        2500.00        5.85269                 NaN            NaN   54.5268       0.859805        27.7162        3.90211        7.14240                 NaN            NaN
  1426.28        2500.00        5.85269                 NaN            NaN   54.5268       0.859805        27.7162        3.90211        7.14240                 NaN            NaN
  1423.08        2500.00        5.00854                 NaN            NaN   54.3812       0.932791        27.6456        4.23046        7.80141                 NaN            NaN
  1419.87        2500.00        5.00854                 NaN            NaN   54.3812       0.932791        27.6456        4.23046        7.80141                 NaN            NaN
  1416.67        2500.00        4.64397                 NaN            NaN   54.3100       0.968161        27.6243        8.08826        4.36530                 NaN            NaN
  1413.46        2500.00        4.47014                 NaN            NaN   54.2733       0.986373        27.6187        4.42666        8.22482                 NaN            NaN
  1410.26        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1407.05        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1403.85        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1400.64        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1397.44        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1394.23        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1391.03        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1387.82        2500.00        4.27325                 NaN            NaN   54.2760       0.996332        27.5553        8.29333        4.53851       0.672834E-001            NaN
  1384.62        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1381.41        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1378.21        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1375.00        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1371.79        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1368.59        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1365.38        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1362.18        2500.00        2.98651                 NaN            NaN   54.3119        1.06526        27.0616        5.32856        8.65579       0.590380                 NaN
  1358.97        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1355.77        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1352.56        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1349.36        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1346.15        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1342.95        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1339.74        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1336.54        2500.00        2.06470                 NaN            NaN   54.2974        1.13016        26.6937        5.91790        8.90015       0.995975                 NaN
  1333.33        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1330.13        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1326.92        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1323.72        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1320.51        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1317.31        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1314.10        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1310.90        2500.00        1.33945                 NaN            NaN   54.2443        1.19281        26.4258        9.09501        6.38078        1.32188                 NaN
  1307.69        2500.00       0.729845                 NaN            NaN   54.1603        1.25311        26.2466        6.74871        9.27871        1.58276                 NaN
  1304.49        2500.00       0.659099                 NaN            NaN   54.1463        1.26082        26.2294        9.30332        6.79024        1.61085                 NaN
  1301.28        2500.00                 NaN            NaN            NaN   54.2164        1.27109        26.1524        6.87388        9.36386        1.69312       0.429257     
  1298.08        2500.00                 NaN            NaN            NaN   54.2164        1.27109        26.1524        6.87388        9.36386        1.69312       0.429257     
  1294.87        2500.00                 NaN            NaN            NaN   54.2197        1.28064        26.2049        9.36002        6.79221        1.70918       0.433338     
  1291.67        2500.00                 NaN            NaN            NaN   54.2197        1.28064        26.2049        9.36002        6.79221        1.70918       0.433338     
  1288.46        2500.00                 NaN            NaN            NaN   54.2197        1.28064        26.2049        9.36002        6.79221        1.70918       0.433338     
  1285.26        2500.00                 NaN            NaN            NaN   54.2197        1.28064        26.2049        9.36002        6.79221        1.70918       0.433338     
  1282.05        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1278.85        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1275.64        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1272.44        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1269.23        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1266.03        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1262.82        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1259.62        2500.00                 NaN            NaN            NaN   54.2254        1.30050        26.3060        9.35102        6.63630        1.73948       0.441361     
  1256.41        2500.00                 NaN            NaN            NaN   54.2295        1.34334        26.4888        9.33499        6.35323        1.79489       0.455229     
