|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1065.11        2500.00                 NaN            NaN            NaN   6.39968       0.115036E-003            NaN   7.74193        43.2316        1.55716                 NaN            NaN   20.0344       0.803013        20.2322     
  1063.56        2500.00                 NaN            NaN            NaN   6.39968       0.117096E-003            NaN   7.74193        43.2980        1.55716                 NaN            NaN   20.0664       0.704497        20.2322     
  1062.01        2500.00                 NaN            NaN            NaN   6.39968       0.119191E-003            NaN   7.74193        43.3649        1.55716                 NaN            NaN   20.0987       0.605427        20.2322     
  1060.46        2500.00                 NaN            NaN            NaN   6.39968       0.121326E-003            NaN   7.74193        43.4321        1.55716                 NaN            NaN   20.1311       0.505801        20.2322     
  1058.91        2500.00                 NaN            NaN            NaN   6.39968       0.123503E-003            NaN   7.74193        43.4996        1.55716                 NaN            NaN   20.1637       0.405624        20.2322     
  1057.36        2500.00                 NaN            NaN            NaN   6.39968       0.125728E-003            NaN   7.74193        43.5676        1.55716                 NaN            NaN   20.1965       0.304877        20.2322     
  1055.81        2500.00                 NaN            NaN            NaN   6.39968       0.127996E-003            NaN   7.74193        43.6359        1.55716                 NaN            NaN   20.2294       0.203576        20.2322     
  1054.26        2500.00                 NaN            NaN            NaN   6.39968       0.130293E-003            NaN   7.74193        43.7046        1.55716                 NaN            NaN   20.2626       0.101715        20.2322     
  1052.71        2500.00                 NaN            NaN            NaN   6.39968       0.132666E-003            NaN   7.74193        43.7733        1.55716                 NaN            NaN   20.2957                 NaN   20.2321     
  1051.16        2500.00                 NaN            NaN            NaN   5.38475        30.8155                 NaN   11.6250        35.1022       0.265883                 NaN            NaN   16.8067                 NaN            NaN
  1049.61        2500.00                 NaN            NaN            NaN   5.38838        30.8367                 NaN   11.6381        35.0793       0.261671                 NaN            NaN   16.7958                 NaN            NaN
  1048.06        2500.00                 NaN            NaN            NaN   5.39266        30.8547                 NaN   11.6507        35.0588       0.257747                 NaN            NaN   16.7855                 NaN            NaN
  1046.51        2500.00                 NaN            NaN            NaN   5.39647        30.8753                 NaN   11.6636        35.0363       0.253558                 NaN            NaN   16.7746                 NaN            NaN
  1044.96        2500.00                 NaN            NaN            NaN   5.36905        30.8411                 NaN   11.6587        35.0559       0.246715                 NaN            NaN   16.8286                 NaN            NaN
  1043.41        2500.00                 NaN            NaN            NaN   5.37329        30.8624                 NaN   11.6716        35.0332       0.242522                 NaN            NaN   16.8170                 NaN            NaN
  1041.86        2500.00                 NaN            NaN            NaN   5.37871        30.8767                 NaN   11.6835        35.0154       0.238998                 NaN            NaN   16.8067                 NaN            NaN
  1040.31        2500.00                 NaN            NaN            NaN   5.38239        30.9020                 NaN   11.6971        34.9897       0.234398                 NaN            NaN   16.7943                 NaN            NaN
  1038.76        2500.00                 NaN            NaN            NaN   5.38684        30.9228                 NaN   11.7101        34.9673       0.230221                 NaN            NaN   16.7827                 NaN            NaN
  1037.21        2500.00                 NaN            NaN            NaN   5.39134        30.9436                 NaN   11.7231        34.9449       0.226026                 NaN            NaN   16.7711                 NaN            NaN
  1035.66        2500.00                 NaN            NaN            NaN   5.24546        31.5078                 NaN   11.7592        34.5983       0.176283                 NaN            NaN   16.7130                 NaN            NaN
  1034.11        2500.00                 NaN            NaN            NaN   5.25111        31.5213                 NaN   11.7699        34.5816       0.172490                 NaN            NaN   16.7036                 NaN            NaN
  1032.56        2500.00                 NaN            NaN            NaN   5.24698        31.5517                 NaN   11.7818        34.5558       0.168388                 NaN            NaN   16.6953                 NaN            NaN
  1031.01        2500.00                 NaN            NaN            NaN   5.25159        31.5795                 NaN   11.7961        34.5281       0.163007                 NaN            NaN   16.6817                 NaN            NaN
  1029.46        2500.00                 NaN            NaN            NaN   5.24445        31.5920                 NaN   11.8248        34.5048       0.157546                 NaN            NaN   16.6764                 NaN            NaN
  1027.91        2500.00                 NaN            NaN            NaN   5.43219        31.1555                 NaN   11.8530        34.7261       0.189105                 NaN            NaN   16.6441                 NaN            NaN
  1026.36        2500.00                 NaN            NaN            NaN   5.25002        31.6537                 NaN   11.8545        34.4447       0.145897                 NaN            NaN   16.6511                 NaN            NaN
  1024.81        2500.00                 NaN            NaN            NaN   5.25356        31.6817                 NaN   11.8675        34.4175       0.140821                 NaN            NaN   16.6389                 NaN            NaN
  1023.26        2500.00                 NaN            NaN            NaN   5.25725        31.7097                 NaN   11.8805        34.3903       0.135751                 NaN            NaN   16.6266                 NaN            NaN
  1021.70        2500.00                 NaN            NaN            NaN   5.26137        31.7314                 NaN   11.8918        34.3679       0.131243                 NaN            NaN   16.6164                 NaN            NaN
  1020.15        2500.00                 NaN            NaN            NaN   5.26483        31.7625                 NaN   11.9048        34.3385       0.126433                 NaN            NaN   16.6030                 NaN            NaN
  1018.60        2500.00                 NaN            NaN            NaN   5.45683        31.3204                 NaN   11.9138        34.5787       0.167426                 NaN            NaN   16.5629                 NaN            NaN
  1017.05        2500.00                 NaN            NaN            NaN   5.39776        31.5013                 NaN   11.9304        34.4635       0.146853                 NaN            NaN   16.5602                 NaN            NaN
  1015.50        2500.00                 NaN            NaN            NaN   5.27550        31.8417                 NaN   11.9401        34.2619       0.113580                 NaN            NaN   16.5672                 NaN            NaN
  1013.95        2500.00                 NaN            NaN            NaN   5.28195        31.8567                 NaN   11.9535        34.2417       0.107501                 NaN            NaN   16.5586                 NaN            NaN
  1012.40        2500.00                 NaN            NaN            NaN   5.28969        31.8715                 NaN   11.9531        34.2302       0.107440                 NaN            NaN   16.5481                 NaN            NaN
  1010.85        2500.00                 NaN            NaN            NaN   5.29173        31.9119                 NaN   11.9779        34.1881       0.980667E-001            NaN            NaN   16.5323                 NaN            NaN
  1009.30        2500.00                 NaN            NaN            NaN   5.29645        31.9398                 NaN   11.9896        34.1614       0.933763E-001            NaN            NaN   16.5193                 NaN            NaN
  1007.75        2500.00                 NaN            NaN            NaN   5.89285        23.0783        4.39887        11.1432        37.4483       0.576965                 NaN            NaN   17.4615                 NaN            NaN
  1006.20        2500.00                 NaN            NaN            NaN   5.30790        31.9904                 NaN   12.0131        34.1110       0.842811E-001            NaN            NaN   16.4933                 NaN            NaN
  1004.65        2500.00                 NaN            NaN            NaN   5.31395        32.0145                 NaN   12.0251        34.0863       0.796131E-001            NaN            NaN   16.4805                 NaN            NaN
  1003.10        2500.00                 NaN            NaN            NaN   5.50155        31.2953                 NaN   12.0579        34.4975       0.119038                 NaN            NaN   16.5287                 NaN            NaN
  1001.55        2500.00                 NaN            NaN            NaN   5.50797        31.5835                 NaN   12.0735        34.2997       0.114174                 NaN            NaN   16.4212                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN   5.48542        31.6960                 NaN   12.1758        34.1494       0.827521E-001            NaN            NaN   16.4106                 NaN            NaN
