|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1333.33        2500.00        99.2196                 NaN            NaN  0.123034       0.215014E-001  0.363256       0.272596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.2258                 NaN            NaN  0.119200       0.194337E-001  0.366321       0.269233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.2333                 NaN            NaN  0.116598       0.364570       0.192554E-001  0.266239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.2405                 NaN            NaN  0.113766       0.363497       0.190564E-001  0.263206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.2483                 NaN            NaN  0.110988       0.167338E-001  0.364032       0.259932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.2560                 NaN            NaN  0.107848       0.169453E-001  0.362539       0.256649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.2618                 NaN            NaN  0.104273       0.362221       0.177128E-001  0.253979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.2687                 NaN            NaN  0.101642       0.150044E-001  0.363543       0.251159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.2751                 NaN            NaN  0.968049E-001  0.355850       0.241065E-001  0.248130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.2838                 NaN            NaN  0.964334E-001  0.220050E-001  0.352838       0.244924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.2884                 NaN            NaN  0.915100E-001  0.353743       0.239015E-001  0.242474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.2929                 NaN            NaN  0.872446E-001  0.365939       0.137155E-001  0.240211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.3004                 NaN            NaN  0.850340E-001  0.346824       0.304497E-001  0.237274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.3065                 NaN            NaN  0.832310E-001  0.367368       0.819150E-002  0.234693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.3093                 NaN            NaN  0.752622E-001  0.358453       0.243026E-001  0.232635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.3085                 NaN            NaN  0.620659E-001  0.398133                 NaN  0.231294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        99.3254                 NaN            NaN  0.760902E-001  0.371602                 NaN  0.226955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        88.6646                 NaN            NaN  0.552164        2.25566                 NaN   1.56604        6.96155                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        87.4555                 NaN            NaN  0.622936        2.45097                 NaN   1.71756        7.75304                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        88.3067                 NaN            NaN  0.592945        2.29234                 NaN   1.61029        7.19773                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.32        2500.00        89.0068                 NaN            NaN  0.548412        2.18883                 NaN   1.52365        6.73228                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.77        2500.00        89.7092                 NaN            NaN  0.526700        2.05604                 NaN   1.43325        6.27479                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.22        2500.00        83.4496                 NaN            NaN  0.788225        3.07609                 NaN   2.28252        10.1405       0.263012                 NaN            NaN            NaN            NaN            NaN
  1297.67        2500.00        79.8386                 NaN            NaN  0.984188        3.62001                 NaN   2.76508        12.3647       0.427389                 NaN            NaN            NaN            NaN            NaN
  1296.12        2500.00        81.2690                 NaN            NaN  0.959382        3.34148                 NaN   2.56706        11.4708       0.392263                 NaN            NaN            NaN            NaN            NaN
  1294.57        2500.00        81.5565                 NaN            NaN  0.950528        3.33806                 NaN   2.52699        11.2494       0.378543                 NaN            NaN            NaN            NaN            NaN
  1293.02        2500.00        81.6620                 NaN            NaN  0.874814        3.37256                 NaN   2.51762        11.1885       0.384424                 NaN            NaN            NaN            NaN            NaN
  1291.47        2500.00        87.0728                 NaN            NaN  0.828158        2.18918                 NaN   1.75936        7.90452       0.245940                 NaN            NaN            NaN            NaN            NaN
  1289.92        2500.00        84.3203                 NaN            NaN  0.878716        2.78603                 NaN   2.13337        9.57186       0.309695                 NaN            NaN            NaN            NaN            NaN
  1288.37        2500.00        84.1664                 NaN            NaN  0.831591        2.84508                 NaN   2.13995        9.70256       0.314396                 NaN            NaN            NaN            NaN            NaN
  1286.81        2500.00        86.6065                 NaN            NaN  0.798458        2.40375                 NaN   1.81622        8.12857       0.246488                 NaN            NaN            NaN            NaN            NaN
  1285.26        2500.00        85.5728                 NaN            NaN  0.838605        2.55583                 NaN   1.94895        8.81231       0.271525                 NaN            NaN            NaN            NaN            NaN
  1283.71        2500.00        84.1635                 NaN            NaN  0.856068        2.87935                 NaN   2.09984        9.70561       0.295626                 NaN            NaN            NaN            NaN            NaN
  1282.16        2500.00        82.0247                 NaN            NaN   1.06667        3.13418                 NaN   2.35224        11.1075       0.314720                 NaN            NaN            NaN            NaN            NaN
  1280.61        2500.00        76.4046                 NaN            NaN   1.32900        4.05554                 NaN   3.03012        14.7607       0.420070                 NaN            NaN            NaN            NaN            NaN
  1279.06        2500.00        60.0686                 NaN            NaN   1.63319        6.96036                 NaN   4.91973        25.3073                 NaN   1.11083                 NaN            NaN            NaN            NaN
  1277.51        2500.00        61.9014                 NaN            NaN   1.59186        6.60030                 NaN   4.66218        24.1395                 NaN   1.10479                 NaN            NaN            NaN            NaN
  1275.96        2500.00        74.3260                 NaN            NaN   1.14473        4.48117                 NaN   3.16260        16.1455                 NaN  0.739951                 NaN            NaN            NaN            NaN
  1274.41        2500.00        80.7557                 NaN            NaN  0.885565        3.41093                 NaN   2.39369        11.9990                 NaN  0.555093                 NaN            NaN            NaN            NaN
  1272.86        2500.00        85.0288                 NaN            NaN  0.716291        2.66306                 NaN   1.88068        9.27698                 NaN  0.434232                 NaN            NaN            NaN            NaN
  1271.31        2500.00        94.1163                 NaN            NaN  0.319444        1.06646                 NaN  0.749083        3.58178                 NaN  0.166920                 NaN            NaN            NaN            NaN
  1269.76        2500.00        91.1451                 NaN            NaN  0.446159        1.65627                 NaN   1.13120        5.36940                 NaN  0.251856                 NaN            NaN            NaN            NaN
  1268.21        2500.00        90.6317                 NaN            NaN  0.473307        1.73415                 NaN   1.20601        5.68625                 NaN  0.268600                 NaN            NaN            NaN            NaN
  1266.66        2500.00        93.6667                 NaN            NaN  0.333009        1.22670                 NaN  0.824552        3.76960                 NaN  0.179439                 NaN            NaN            NaN            NaN
  1265.11        2500.00        85.3167                 NaN            NaN  0.552593        2.77049                 NaN   1.89273        9.00532                 NaN  0.462110                 NaN            NaN            NaN            NaN
  1263.56        2500.00        99.3438                 NaN            NaN  0.337088       0.100180                 NaN  0.218915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1262.01        2500.00        98.5721                 NaN            NaN  0.598582E-001  0.466459                 NaN  0.198616       0.668635                 NaN  0.342900E-001            NaN            NaN            NaN            NaN
  1260.46        2500.00        87.3628                 NaN            NaN  0.412266        2.81257                 NaN   1.50437        7.54425                 NaN  0.363733                 NaN            NaN            NaN            NaN
  1258.91        2500.00        99.8366                 NaN            NaN  0.110257                 NaN            NaN  0.531791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.36        2500.00        99.9000                 NaN            NaN  0.100036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1255.81        2500.00        99.1599                 NaN            NaN  0.163924       0.255528E-001            NaN  0.163979       0.486655                 NaN            NaN            NaN            NaN            NaN            NaN
  1254.26        2500.00        96.5176                 NaN            NaN  0.365323E-001  0.934126                 NaN  0.453599        1.97624                 NaN  0.818671E-001            NaN            NaN            NaN            NaN
  1252.71        2500.00        54.3042       0.125687E-005            NaN   2.99310        3.70751                 NaN   4.13134        25.7947                 NaN  0.742930                 NaN   6.56193        1.76437                 NaN
  1251.16        2500.00        77.8181                 NaN            NaN            NaN   6.95100        6.59535        3.72851                 NaN            NaN            NaN            NaN   3.25445        1.65261                 NaN
  1249.61        2500.00                 NaN            NaN            NaN   3.07272        21.3668                 NaN   10.1020        38.6949                 NaN  0.922272                 NaN   17.7149        8.12635                 NaN
  1248.06        2500.00                 NaN            NaN            NaN   3.07663        21.3690                 NaN   10.1096        38.7215                 NaN  0.920390                 NaN   17.7271        8.07581                 NaN
  1246.51        2500.00                 NaN            NaN            NaN   3.08055        21.3711                 NaN   10.1172        38.7482                 NaN  0.918496                 NaN   17.7394        8.02494                 NaN
  1244.96        2500.00                 NaN            NaN            NaN   3.08448        21.3734                 NaN   10.1248        38.7752                 NaN  0.916591                 NaN   17.7518        7.97377                 NaN
  1243.41        2500.00                 NaN            NaN            NaN   3.08840        21.3757                 NaN   10.1324        38.8023                 NaN  0.914675                 NaN   17.7643        7.92224                 NaN
  1241.85        2500.00                 NaN            NaN            NaN   3.09233        21.3780                 NaN   10.1400        38.8297                 NaN  0.912747                 NaN   17.7770        7.87020                 NaN
  1240.30        2500.00                 NaN            NaN            NaN   3.09627        21.3804                 NaN   10.1476        38.8573                 NaN  0.910809                 NaN   17.7897        7.81784                 NaN
  1238.75        2500.00                 NaN            NaN            NaN   3.10020        21.3829                 NaN   10.1553        38.8851                 NaN  0.908857                 NaN   17.8025        7.76516                 NaN
  1237.20        2500.00                 NaN            NaN            NaN   2.60789        24.1169                 NaN   9.96462        37.6160                 NaN  0.776312                 NaN   17.6014        7.31684                 NaN
  1235.65        2500.00                 NaN            NaN            NaN   2.61448        24.1244                 NaN   9.97334        37.6413                 NaN  0.773026                 NaN   17.6126        7.26078                 NaN
  1234.10        2500.00                 NaN            NaN            NaN   2.62119        24.1322                 NaN   9.98193        37.6667                 NaN  0.769716                 NaN   17.6237        7.20457                 NaN
  1232.55        2500.00                 NaN            NaN            NaN   3.11597        21.3933                 NaN   10.1860        38.9980                 NaN  0.900938                 NaN   17.8547        7.55111                 NaN
  1231.00        2500.00                 NaN            NaN            NaN   3.11992        21.3960                 NaN   10.1937        39.0267                 NaN  0.898929                 NaN   17.8680        7.49676                 NaN
  1229.45        2500.00                 NaN            NaN            NaN   3.12388        21.3988                 NaN   10.2014        39.0555                 NaN  0.896908                 NaN   17.8814        7.44207                 NaN
  1227.90        2500.00                 NaN            NaN            NaN   3.04081        21.5063                 NaN   10.1291        39.1673                 NaN  0.947028                 NaN   17.8830        7.32652                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   3.46171                 NaN            NaN   7.85864        43.3390                 NaN   1.38286       0.240490E-003   19.5044        8.75706        15.6961     
  1224.80        2500.00                 NaN            NaN            NaN   3.46179                 NaN            NaN   7.85902        43.3755                 NaN   1.38287       0.230017E-003   19.5207        8.70329        15.6966     
  1223.25        2500.00                 NaN            NaN            NaN   3.46187                 NaN            NaN   7.85939        43.4117                 NaN   1.38288       0.220331E-003   19.5368        8.65002        15.6971     
  1221.70        2500.00                 NaN            NaN            NaN   3.46195                 NaN            NaN   7.85976        43.4482                 NaN   1.38289       0.210891E-003   19.5530        8.59636        15.6976     
  1220.15        2500.00                 NaN            NaN            NaN   3.46203                 NaN            NaN   7.86013        43.4849                 NaN   1.38290       0.201790E-003   19.5694        8.54230        15.6981     
  1218.60        2500.00                 NaN            NaN            NaN   3.46211                 NaN            NaN   7.86051        43.5219                 NaN   1.38291       0.193095E-003   19.5859        8.48785        15.6986     
  1217.05        2500.00                 NaN            NaN            NaN   3.46219                 NaN            NaN   7.86088        43.5592                 NaN   1.38292       0.184754E-003   19.6026        8.43298        15.6990     
  1215.50        2500.00                 NaN            NaN            NaN   3.46227                 NaN            NaN   7.86125        43.5968                 NaN   1.38293       0.176762E-003   19.6194        8.37772        15.6995     
  1213.95        2500.00                 NaN            NaN            NaN   3.46235                 NaN            NaN   7.86163        43.6346                 NaN   1.38294       0.169095E-003   19.6363        8.32203        15.7000     
  1212.40        2500.00                 NaN            NaN            NaN   3.46243                 NaN            NaN   7.86200        43.6727                 NaN   1.38295       0.161761E-003   19.6533        8.26594        15.7005     
  1210.85        2500.00                 NaN            NaN            NaN   3.46251                 NaN            NaN   7.86238        43.7111                 NaN   1.38296       0.154735E-003   19.6705        8.20942        15.7010     
  1209.30        2500.00                 NaN            NaN            NaN   3.46259                 NaN            NaN   7.86275        43.7498                 NaN   1.38297       0.148006E-003   19.6878        8.15248        15.7015     
  1207.75        2500.00                 NaN            NaN            NaN   3.46267                 NaN            NaN   7.86313        43.7887                 NaN   1.38298       0.141517E-003   19.7052        8.09511        15.7020     
  1206.20        2500.00                 NaN            NaN            NaN   3.46275                 NaN            NaN   7.86351        43.8280                 NaN   1.38299       0.135323E-003   19.7228        8.03731        15.7025     
  1204.65        2500.00                 NaN            NaN            NaN   3.46283                 NaN            NaN   7.86388        43.8675                 NaN   1.38299       0.129422E-003   19.7405        7.97908        15.7030     
  1203.10        2500.00                 NaN            NaN            NaN   3.46291                 NaN            NaN   7.86426        43.9068                 NaN   1.38300       0.123720E-003   19.7581        7.92131        15.7035     
  1201.55        2500.00                 NaN            NaN            NaN   3.46300                 NaN            NaN   7.86464        43.9471                 NaN   1.38301       0.118268E-003   19.7762        7.86192        15.7040     
  1200.00        2500.00                 NaN            NaN            NaN   3.46308                 NaN            NaN   7.86502        43.9877                 NaN   1.38302       0.113077E-003   19.7945        7.80213        15.7045     
  1198.44        2500.00                 NaN            NaN            NaN   3.46316                 NaN            NaN   7.86540        44.0286                 NaN   1.38303       0.108090E-003   19.8128        7.74194        15.7050     
  1196.89        2500.00                 NaN            NaN            NaN   3.46324                 NaN            NaN   7.86578        44.0697                 NaN   1.38303       0.103319E-003   19.8313        7.68133        15.7055     
  1195.34        2500.00                 NaN            NaN            NaN   3.46333                 NaN            NaN   7.86616        44.1111                 NaN   1.38304       0.987506E-004   19.8499        7.62032        15.7060     
  1193.79        2500.00                 NaN            NaN            NaN   3.46341                 NaN            NaN   7.86654        44.1528                 NaN   1.38305       0.943631E-004   19.8687        7.55888        15.7065     
  1192.24        2500.00                 NaN            NaN            NaN   3.46349                 NaN            NaN   7.86692        44.1948                 NaN   1.38305       0.949880E-004   19.8876        7.49703        15.7070     
  1190.69        2500.00                 NaN            NaN            NaN   3.46358                 NaN            NaN   7.86731        44.2371                 NaN   1.38305       0.966511E-004   19.9066        7.43475        15.7075     
  1189.14        2500.00                 NaN            NaN            NaN   3.46366                 NaN            NaN   7.86769        44.2796                 NaN   1.38306       0.983331E-004   19.9258        7.37205        15.7081     
  1187.59        2500.00                 NaN            NaN            NaN   3.46374                 NaN            NaN   7.86807        44.3225                 NaN   1.38306       0.100033E-003   19.9451        7.30892        15.7086     
  1186.04        2500.00                 NaN            NaN            NaN   3.46383                 NaN            NaN   7.86846        44.3656                 NaN   1.38306       0.101777E-003   19.9645        7.24536        15.7091     
  1184.49        2500.00                 NaN            NaN            NaN   3.46389                 NaN            NaN   7.86883        44.4090                 NaN   1.38290       0.278963E-003   19.9841        7.18136        15.7096     
  1182.94        2500.00                 NaN            NaN            NaN   3.46400                 NaN            NaN   7.86923        44.4536                 NaN   1.38307       0.105411E-003   20.0042        7.11570        15.7101     
  1181.39        2500.00                 NaN            NaN            NaN   3.46408                 NaN            NaN   7.86962        44.4978                 NaN   1.38307       0.107230E-003   20.0242        7.05043        15.7106     
  1179.84        2500.00                 NaN            NaN            NaN   3.46417                 NaN            NaN   7.87001        44.5425                 NaN   1.38307       0.109121E-003   20.0444        6.98465        15.7111     
  1178.29        2500.00                 NaN            NaN            NaN   3.46425                 NaN            NaN   7.87039        44.5874                 NaN   1.38308       0.111047E-003   20.0647        6.91837        15.7117     
  1176.74        2500.00                 NaN            NaN            NaN   3.46434                 NaN            NaN   7.87078        44.6327                 NaN   1.38308       0.113013E-003   20.0852        6.85157        15.7122     
  1175.19        2500.00                 NaN            NaN            NaN   3.46442                 NaN            NaN   7.87117        44.6784                 NaN   1.38308       0.115019E-003   20.1058        6.78426        15.7127     
  1173.64        2500.00                 NaN            NaN            NaN   3.46451                 NaN            NaN   7.87157        44.7244                 NaN   1.38309       0.117072E-003   20.1267        6.71643        15.7132     
  1172.09        2500.00                 NaN            NaN            NaN   3.46460                 NaN            NaN   7.87196        44.7707                 NaN   1.38309       0.119161E-003   20.1476        6.64808        15.7138     
  1170.54        2500.00                 NaN            NaN            NaN   3.46468                 NaN            NaN   7.87235        44.8175                 NaN   1.38309       0.121276E-003   20.1688        6.57920        15.7143     
  1168.99        2500.00                 NaN            NaN            NaN   3.46477                 NaN            NaN   7.87274        44.8645                 NaN   1.38310       0.123449E-003   20.1901        6.50979        15.7148     
  1167.44        2500.00                 NaN            NaN            NaN   3.46486                 NaN            NaN   7.87314        44.9119                 NaN   1.38310       0.125672E-003   20.2116        6.43982        15.7154     
  1165.89        2500.00                 NaN            NaN            NaN   3.46495                 NaN            NaN   7.87354        44.9597                 NaN   1.38311       0.127930E-003   20.2333        6.36934        15.7159     
  1164.34        2500.00                 NaN            NaN            NaN   3.46504                 NaN            NaN   7.87393        45.0079                 NaN   1.38311       0.131152E-003   20.2552        6.29829        15.7164     
  1162.79        2500.00                 NaN            NaN            NaN   3.46513                 NaN            NaN   7.87433        45.0564                 NaN   1.38312       0.132592E-003   20.2772        6.22669        15.7170     
  1161.24        2500.00                 NaN            NaN            NaN   3.46522                 NaN            NaN   7.87473        45.1053                 NaN   1.38312       0.134995E-003   20.2994        6.15455        15.7175     
  1159.69        2500.00                 NaN            NaN            NaN   3.46531                 NaN            NaN   7.87513        45.1546                 NaN   1.38313       0.137444E-003   20.3218        6.08184        15.7180     
  1158.14        2500.00                 NaN            NaN            NaN   3.46540                 NaN            NaN   7.87553        45.2043                 NaN   1.38313       0.139946E-003   20.3444        6.00857        15.7186     
  1156.59        2500.00                 NaN            NaN            NaN   3.46549                 NaN            NaN   7.87593        45.2543                 NaN   1.38314       0.142499E-003   20.3671        5.93473        15.7191     
  1155.04        2500.00                 NaN            NaN            NaN   3.46467                 NaN            NaN   7.87574        45.3061                 NaN   1.37408       0.985435E-002   20.3897        5.85979        15.7201     
  1153.48        2500.00                 NaN            NaN            NaN   3.46554       0.283354E-001            NaN   7.88020        45.3496                 NaN   1.38239                 NaN   20.4112        5.78309        15.6996     
  1151.93        2500.00                 NaN            NaN            NaN   3.46577                 NaN            NaN   7.87715        45.4067                 NaN   1.38315       0.150477E-003   20.4365        5.70975        15.7208     
  1150.38        2500.00                 NaN            NaN            NaN   3.46586                 NaN            NaN   7.87755        45.4583                 NaN   1.38316       0.153247E-003   20.4600        5.63360        15.7213     
  1148.83        2500.00                 NaN            NaN            NaN   4.14716                 NaN            NaN   7.88609        44.5574       0.924770       0.156214E-003            NaN   20.7871        5.95925        15.7381     
  1147.28        2500.00                 NaN            NaN            NaN   4.14727                 NaN            NaN   7.88650        44.6086       0.924797       0.158794E-003            NaN   20.8105        5.88351        15.7387     
  1145.73        2500.00                 NaN            NaN            NaN   4.14746       0.397835E-004            NaN   7.88692        44.6602       0.924925                 NaN            NaN   20.8341        5.80724        15.7392     
  1144.18        2500.00                 NaN            NaN            NaN   4.14758       0.412507E-004            NaN   7.88733        44.7122       0.924954                 NaN            NaN   20.8578        5.73032        15.7398     
  1142.63        2500.00                 NaN            NaN            NaN   4.14769       0.407566E-004            NaN   7.88774        44.7647       0.924984                 NaN            NaN   20.8817        5.65281        15.7403     
  1141.08        2500.00                 NaN            NaN            NaN   4.14769                 NaN            NaN   7.88813        44.8177       0.924885       0.208543E-003            NaN   20.9058        5.57464        15.7409     
  1139.53        2500.00                 NaN            NaN            NaN   4.14792       0.420751E-004            NaN   7.88856        44.8708       0.925044                 NaN            NaN   20.9302        5.49599        15.7414     
  1137.98        2500.00                 NaN            NaN            NaN   4.14803       0.427526E-004            NaN   7.88898        44.9245       0.925074                 NaN            NaN   20.9547        5.41667        15.7420     
  1136.43        2500.00                 NaN            NaN            NaN   4.14815       0.434438E-004            NaN   7.88939        44.9786       0.925104                 NaN            NaN   20.9794        5.33674        15.7426     
  1134.88        2500.00                 NaN            NaN            NaN   4.14827       0.441465E-004            NaN   7.88981        45.0331       0.925135                 NaN            NaN   21.0043        5.25620        15.7431     
  1133.33        2500.00                 NaN            NaN            NaN   4.14838       0.448634E-004            NaN   7.89023        45.0880       0.925165                 NaN            NaN   21.0294        5.17503        15.7437     
  1131.78        2500.00                 NaN            NaN            NaN   4.14850       0.455936E-004            NaN   7.89065        45.1433       0.925196                 NaN            NaN   21.0548        5.09324        15.7443     
  1130.23        2500.00                 NaN            NaN            NaN   4.14862       0.463375E-004            NaN   7.89107        45.1991       0.925227                 NaN            NaN   21.0803        5.01081        15.7449     
  1128.68        2500.00                 NaN            NaN            NaN   4.14874       0.470951E-004            NaN   7.89149        45.2553       0.925258                 NaN            NaN   21.1060        4.92776        15.7454     
  1127.13        2500.00                 NaN            NaN            NaN   4.14886       0.478668E-004            NaN   7.89191        45.3119       0.925289                 NaN            NaN   21.1319        4.84407        15.7460     
  1125.58        2500.00                 NaN            NaN            NaN   4.14898       0.486552E-004            NaN   7.89233        45.3689       0.925320                 NaN            NaN   21.1581        4.75974        15.7466     
  1124.03        2500.00                 NaN            NaN            NaN   4.14910       0.494548E-004            NaN   7.89276        45.4264       0.925352                 NaN            NaN   21.1844        4.67476        15.7472     
  1122.48        2500.00                 NaN            NaN            NaN   4.14922       0.502717E-004            NaN   7.89319        45.4843       0.925384                 NaN            NaN   21.2110        4.58913        15.7478     
  1120.93        2500.00                 NaN            NaN            NaN   4.14934       0.511031E-004            NaN   7.89361        45.5426       0.925416                 NaN            NaN   21.2377        4.50285        15.7484     
  1119.38        2500.00                 NaN            NaN            NaN   4.14947       0.519512E-004            NaN   7.89404        45.6014       0.925448                 NaN            NaN   21.2647        4.41590        15.7490     
  1117.83        2500.00                 NaN            NaN            NaN   4.14959       0.925942E-004            NaN   7.89449        45.6606       0.925477                 NaN            NaN   21.2919        4.32829        15.7496     
  1116.28        2500.00                 NaN            NaN            NaN   4.14972       0.536938E-004            NaN   7.89491        45.7203       0.925512                 NaN            NaN   21.3193        4.24003        15.7502     
  1114.73        2500.00                 NaN            NaN            NaN   4.14984       0.866654E-004            NaN   7.89535        45.7804       0.925543                 NaN            NaN   21.3469        4.15109        15.7508     
  1113.18        2500.00                 NaN            NaN            NaN   4.14997       0.555077E-004            NaN   7.89578        45.8410       0.925578                 NaN            NaN   21.3748        4.06147        15.7514     
  1111.63        2500.00                 NaN            NaN            NaN   4.15010       0.593291E-004            NaN   7.89622        45.9020       0.925610                 NaN            NaN   21.4028        3.97116        15.7520     
  1110.07        2500.00                 NaN            NaN            NaN   4.15022       0.573873E-004            NaN   7.89665        45.9635       0.925644                 NaN            NaN   21.4311        3.88017        15.7526     
  1108.52        2500.00                 NaN            NaN            NaN   4.15035       0.622785E-004            NaN   7.89709        46.0255       0.925677                 NaN            NaN   21.4596        3.78850        15.7532     
  1106.97        2500.00                 NaN            NaN            NaN   4.15048       0.593411E-004            NaN   7.89754        46.0879       0.925710                 NaN            NaN   21.4883        3.69613        15.7539     
  1105.42        2500.00                 NaN            NaN            NaN   4.15061       0.603476E-004            NaN   7.89798        46.1508       0.925744                 NaN            NaN   21.5173        3.60307        15.7545     
  1103.87        2500.00                 NaN            NaN            NaN   4.15074       0.613720E-004            NaN   7.89843        46.2141       0.925778                 NaN            NaN   21.5465        3.50930        15.7551     
  1102.32        2500.00                 NaN            NaN            NaN   4.15088       0.624165E-004            NaN   7.89887        46.2779       0.925812                 NaN            NaN   21.5759        3.41484        15.7557     
  1100.77        2500.00                 NaN            NaN            NaN   4.15078       0.798644E-002            NaN   7.90085        46.3407       0.925611                 NaN            NaN   21.6049        3.31865        15.7506     
  1099.22        2500.00                 NaN            NaN            NaN   4.15114       0.645681E-004            NaN   7.89977        46.4070       0.925881                 NaN            NaN   21.6354        3.22378        15.7570     
  1097.67        2500.00                 NaN            NaN            NaN   4.15128       0.656758E-004            NaN   7.90022        46.4722       0.925916                 NaN            NaN   21.6655        3.12718        15.7576     
  1096.12        2500.00                 NaN            NaN            NaN   4.15141       0.668040E-004            NaN   7.90068        46.5380       0.925951                 NaN            NaN   21.6958        3.02984        15.7583     
  1094.57        2500.00                 NaN            NaN            NaN   4.15155       0.679558E-004            NaN   7.90113        46.6042       0.925986                 NaN            NaN   21.7264        2.93181        15.7589     
  1093.02        2500.00                 NaN            NaN            NaN   4.15169       0.691278E-004            NaN   7.90159        46.6709       0.926021                 NaN            NaN   21.7572        2.83303        15.7596     
  1091.47        2500.00                 NaN            NaN            NaN   4.15183       0.703231E-004            NaN   7.90205        46.7380       0.926057                 NaN            NaN   21.7882        2.73353        15.7602     
  1089.92        2500.00                 NaN            NaN            NaN   3.25026        25.3067                 NaN   11.6213        40.2650                 NaN  0.361038                 NaN   19.1958                 NaN            NaN
  1088.37        2500.00                 NaN            NaN            NaN   4.15211       0.727889E-004            NaN   7.90297        46.8739       0.926128                 NaN            NaN   21.8510        2.53230        15.7615     
  1086.82        2500.00                 NaN            NaN            NaN   4.15225       0.740530E-004            NaN   7.90344        46.9426       0.926164                 NaN            NaN   21.8827        2.43058        15.7622     
  1085.27        2500.00                 NaN            NaN            NaN   4.15239       0.753509E-004            NaN   7.90390        47.0117       0.926201                 NaN            NaN   21.9147        2.32811        15.7629     
  1083.72        2500.00                 NaN            NaN            NaN   4.15253       0.766713E-004            NaN   7.90437        47.0814       0.926238                 NaN            NaN   21.9470        2.22489        15.7635     
  1082.17        2500.00                 NaN            NaN            NaN   4.15268       0.780162E-004            NaN   7.90484        47.1516       0.926274                 NaN            NaN   21.9794        2.12092        15.7642     
  1080.62        2500.00                 NaN            NaN            NaN   4.15282       0.793870E-004            NaN   7.90532        47.2222       0.926312                 NaN            NaN   22.0122        2.01618        15.7649     
  1079.07        2500.00                 NaN            NaN            NaN   4.15297       0.807859E-004            NaN   7.90579        47.2934       0.926349                 NaN            NaN   22.0451        1.91068        15.7656     
  1077.52        2500.00                 NaN            NaN            NaN   4.15312       0.815119E-004            NaN   7.90627        47.3651       0.926387                 NaN            NaN   22.0783        1.80442        15.7663     
  1075.97        2500.00                 NaN            NaN            NaN   4.15327       0.836732E-004            NaN   7.90675        47.4373       0.926424                 NaN            NaN   22.1118        1.69739        15.7670     
  1074.42        2500.00                 NaN            NaN            NaN   4.15342       0.851591E-004            NaN   7.90723        47.5101       0.926462                 NaN            NaN   22.1455        1.58958        15.7676     
  1072.87        2500.00                 NaN            NaN            NaN   4.15357       0.866727E-004            NaN   7.90771        47.5833       0.926501                 NaN            NaN   22.1795        1.48100        15.7683     
  1071.32        2500.00                 NaN            NaN            NaN   4.15372       0.882214E-004            NaN   7.90819        47.6571       0.926539                 NaN            NaN   22.2137        1.37164        15.7690     
  1069.77        2500.00                 NaN            NaN            NaN   4.15387       0.897981E-004            NaN   7.90868        47.7314       0.926578                 NaN            NaN   22.2482        1.26149        15.7697     
  1068.22        2500.00                 NaN            NaN            NaN   4.15403       0.914071E-004            NaN   7.90917        47.8062       0.926617                 NaN            NaN   22.2829        1.15056        15.7705     
  1066.67        2500.00                 NaN            NaN            NaN   4.15418       0.930456E-004            NaN   7.90966        47.8815       0.926657                 NaN            NaN   22.3179        1.03884        15.7712     
