|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00       0.210341E-001   99.3807       0.492891       0.105424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00                 NaN   99.1953       0.699473       0.105206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00                 NaN   98.6337        1.18637       0.179981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00       0.116202E-002   98.9390       0.916909       0.142943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00                 NaN   98.9467       0.917158       0.136125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00                 NaN   98.9558       0.908793       0.135367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   98.9581       0.906817       0.135070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   98.9899       0.879268       0.130834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00                 NaN   98.9914       0.878444       0.130143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00                 NaN   99.0010       0.870276       0.128773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00                 NaN   99.0127       0.860834       0.126463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00                 NaN   99.0195       0.856412       0.124085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00                 NaN   99.0338       0.843107       0.123074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00                 NaN   99.0429       0.835289       0.121845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00                 NaN   99.0534       0.826066       0.120485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00                 NaN   99.0624       0.820248       0.117393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00                 NaN   99.0712       0.812411       0.116433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00                 NaN   99.0655       0.819470       0.115045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00                 NaN   99.1025       0.786668       0.110863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00                 NaN   99.0897       0.799442       0.110855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.81        2500.00                 NaN   99.1147       0.775671       0.109633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00                 NaN   99.1185       0.773337       0.108138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00                 NaN   99.1193       0.770747       0.109987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00                 NaN   99.1419       0.751282       0.106829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00                 NaN   99.1420       0.752363       0.105629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00                 NaN   99.1509       0.746647       0.102407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00                 NaN   99.1398       0.763445       0.967361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00                 NaN   99.1799       0.719428       0.100689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00                 NaN   99.1039       0.784852       0.111284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.2552       0.655180       0.896058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00                 NaN   99.1806       0.717935       0.101513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN   99.2081       0.699541       0.923545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00                 NaN   99.2038       0.702789       0.933977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN   99.2106       0.697477       0.919473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00                 NaN   99.0674       0.922457       0.101659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00                 NaN   99.3808       0.441048       0.178108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00                 NaN   99.1014       0.792632       0.106001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.3712       0.558405       0.704007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00                 NaN   99.2413       0.675932       0.827805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00                 NaN   99.2521       0.663840       0.840860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00                 NaN   99.0924       0.813877       0.937181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00                 NaN   99.4271       0.507710       0.651884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00                 NaN   99.2679       0.651444       0.806886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00                 NaN   99.2781       0.641075       0.808162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00                 NaN   99.2822       0.639956       0.778114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00                 NaN   99.4070       0.531299       0.616774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00                 NaN   99.1712       0.739982       0.887710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00                 NaN   99.2978       0.627662       0.745290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00                 NaN   99.3037       0.623665       0.726377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00                 NaN   99.3102       0.617291       0.725557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00                 NaN   99.3135       0.616952       0.695659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00                 NaN   99.3207       0.608978       0.703685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00                 NaN   99.1112       0.795770       0.930117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00                 NaN   99.5460       0.407848       0.461728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00                 NaN   99.3341       0.600389       0.655333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00                 NaN   99.3411       0.593377       0.655526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00                 NaN   99.3415       0.595153       0.633285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00                 NaN   99.3519       0.585304       0.628008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00                 NaN   99.3545       0.583225       0.623044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.3588       0.580650       0.605673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00                 NaN   99.3641       0.575567       0.603122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00                 NaN   99.4672       0.483520       0.492577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00                 NaN   99.2729       0.659041       0.680910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00                 NaN   99.3754       0.570135       0.545067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00                 NaN   99.3797       0.579916       0.403694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00                 NaN   99.3851       0.545544       0.693661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00                 NaN   99.3888       0.557873       0.533707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00                 NaN   99.3919       0.554091       0.540329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00                 NaN   99.4015       0.545748       0.527991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.3989       0.553339       0.477789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00                 NaN   99.4033       0.549189       0.474788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.4076       0.544959       0.473948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
