|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00       0.137145E-001   99.4535       0.441196       0.915532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00                 NaN   99.2826       0.626075       0.913607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00                 NaN   98.7816        1.06210       0.156281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00       0.758185E-003   99.0547       0.820499       0.124085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00                 NaN   99.0615       0.820465       0.118067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00                 NaN   99.0698       0.812839       0.117386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   99.0724       0.810571       0.117013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   99.1008       0.785862       0.113321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00                 NaN   99.1023       0.785021       0.112697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00                 NaN   99.1111       0.777412       0.111447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00                 NaN   99.1218       0.768825       0.109405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00                 NaN   99.1281       0.764616       0.107306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00                 NaN   99.1411       0.752493       0.106367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00                 NaN   99.1494       0.745328       0.105257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00                 NaN   99.1590       0.736913       0.104053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00                 NaN   99.1671       0.731577       0.101340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00                 NaN   99.1753       0.724264       0.100446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00                 NaN   99.1704       0.730344       0.992207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00                 NaN   99.2035       0.700979       0.955557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00                 NaN   99.1924       0.712102       0.955296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.81        2500.00                 NaN   99.2147       0.690886       0.944185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00                 NaN   99.2184       0.688532       0.930978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00                 NaN   99.2195       0.685842       0.946113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00                 NaN   99.2396       0.668472       0.918823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00                 NaN   99.2400       0.669191       0.907933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00                 NaN   99.2480       0.663995       0.879747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00                 NaN   99.2383       0.678684       0.830575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00                 NaN   99.2742       0.639385       0.864281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00                 NaN   99.2070       0.697467       0.955196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.3413       0.581879       0.768273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00                 NaN   99.2756       0.637352       0.870239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN   99.2998       0.621034       0.791284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00                 NaN   99.2963       0.623693       0.799593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN   99.3024       0.618860       0.787161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00                 NaN   99.1732       0.818084       0.870269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00                 NaN   99.4567       0.391011       0.152262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00                 NaN   99.2064       0.702961       0.906190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.4450       0.494816       0.601386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00                 NaN   99.3304       0.598916       0.706940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00                 NaN   99.3403       0.587961       0.717530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00                 NaN   99.1986       0.721312       0.800565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00                 NaN   99.4951       0.449298       0.555645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00                 NaN   99.3548       0.576474       0.687474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00                 NaN   99.3641       0.567039       0.688332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00                 NaN   99.3677       0.565990       0.662608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00                 NaN   99.4776       0.469880       0.524859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00                 NaN   99.2703       0.654202       0.755223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00                 NaN   99.3820       0.554646       0.633605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00                 NaN   99.3873       0.550985       0.617308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00                 NaN   99.3932       0.545126       0.616263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00                 NaN   99.3962       0.544722       0.590543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00                 NaN   99.4028       0.537523       0.597105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00                 NaN   99.2191       0.702055       0.788758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00                 NaN   99.6012       0.359678       0.391274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00                 NaN   99.4149       0.529549       0.555286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00                 NaN   99.4213       0.523136       0.555153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00                 NaN   99.4221       0.524369       0.535650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00                 NaN   99.4311       0.515736       0.531228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00                 NaN   99.4336       0.513743       0.526801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.4375       0.511351       0.511902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00                 NaN   99.4424       0.506658       0.509406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00                 NaN   99.5330       0.425430       0.415823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00                 NaN   99.3626       0.579945       0.574691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00                 NaN   99.4525       0.501522       0.459716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00                 NaN   99.4560       0.509936       0.340285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00                 NaN   99.4620       0.479542       0.584445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00                 NaN   99.4647       0.490332       0.449466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00                 NaN   99.4675       0.487001       0.454784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00                 NaN   99.4763       0.479319       0.444141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.4739       0.485894       0.401760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00                 NaN   99.4779       0.482165       0.399047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.4819       0.478250       0.398097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00                 NaN   99.2009       0.464099       0.283975E-001  0.306648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00                 NaN   99.8318                 NaN  0.515964E-002  0.163065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.1323                 NaN  0.116878E-001  0.855983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00                 NaN   99.3361                 NaN            NaN  0.663944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
