|6.6.6
Archiving\03_Data\eqLP/QFM_m0.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1830.13        500.000        99.1687       0.831317                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.1687       0.831314                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.1687       0.831311                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.1687       0.831307                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.1687       0.831304                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.1619       0.831300       0.679793E-002            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.1395       0.831296       0.292381E-001            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.1170       0.831292       0.516780E-001            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0953       0.831287       0.734603E-001            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0735       0.831283       0.952424E-001            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0517       0.831279       0.117024                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0299       0.831274       0.138806                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0092       0.831269       0.159541                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        98.9885       0.831265       0.180277                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        98.9677       0.831260       0.201012                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        98.9470       0.831255       0.221747                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        98.9263       0.831251       0.242481                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        98.9055       0.831246       0.263216                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        98.8848       0.831241       0.283950                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        98.8641       0.831237       0.304684                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        98.8443       0.831232       0.324419                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.8246       0.831227       0.344154                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.8049       0.831222       0.363888                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.7852       0.831217       0.383623                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.7658       0.831211       0.403019                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        98.7464       0.831206       0.422415                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        98.2124       0.831212       0.440446       0.515900                 NaN            NaN            NaN            NaN
  1743.59        500.000        97.3844       0.831225       0.458411        1.32595                 NaN            NaN            NaN            NaN
  1740.38        500.000        96.5421       0.831239       0.475448        2.15120                 NaN            NaN            NaN            NaN
  1737.18        500.000        95.6998       0.831253       0.492486        2.97648                 NaN            NaN            NaN            NaN
  1733.97        500.000        94.8574       0.831267       0.509524        3.80178                 NaN            NaN            NaN            NaN
  1730.77        500.000        94.0150       0.831281       0.526563        4.62711                 NaN            NaN            NaN            NaN
  1727.56        500.000        93.1726       0.831295       0.543603        5.45247                 NaN            NaN            NaN            NaN
  1724.36        500.000        92.3302       0.831308       0.560643        6.27786                 NaN            NaN            NaN            NaN
  1721.15        500.000        91.4877       0.831322       0.577683        7.10327                 NaN            NaN            NaN            NaN
  1717.95        500.000        90.6452       0.831336       0.594725        7.92871                 NaN            NaN            NaN            NaN
  1714.74        500.000        89.7862       0.831352       0.610511        8.77193                 NaN            NaN            NaN            NaN
  1711.54        500.000        88.9271       0.831367       0.626298        9.61519                 NaN            NaN            NaN            NaN
  1708.33        500.000        88.0681       0.831383       0.642085        10.4585                 NaN            NaN            NaN            NaN
  1705.13        500.000        87.2089       0.831399       0.657873        11.3018                 NaN            NaN            NaN            NaN
  1701.92        500.000        86.3498       0.831414       0.673662        12.1451                 NaN            NaN            NaN            NaN
  1698.72        500.000        85.4906       0.831430       0.689451        12.9885                 NaN            NaN            NaN            NaN
  1695.51        500.000        84.6314       0.831445       0.705241        13.8319                 NaN            NaN            NaN            NaN
  1692.31        500.000        83.7721       0.831461       0.721031        14.6754                 NaN            NaN            NaN            NaN
  1689.10        500.000        82.9239       0.831477       0.735466        15.5091                 NaN            NaN            NaN            NaN
  1685.90        500.000        82.0758       0.831494       0.749902        16.3429                 NaN            NaN            NaN            NaN
  1682.69        500.000        81.2275       0.831510       0.764338        17.1766                 NaN            NaN            NaN            NaN
  1679.49        500.000        80.3793       0.831527       0.778774        18.0104                 NaN            NaN            NaN            NaN
  1676.28        500.000        79.5310       0.831544       0.793212        18.8443                 NaN            NaN            NaN            NaN
  1673.08        500.000        78.6826       0.831560       0.807649        19.6782                 NaN            NaN            NaN            NaN
  1669.87        500.000        77.8343       0.831577       0.822088        20.5121                 NaN            NaN            NaN            NaN
  1666.67        500.000        76.9859       0.831593       0.836527        21.3460                 NaN            NaN            NaN            NaN
  1663.46        500.000        76.1763       0.831610       0.849699        22.1423                 NaN            NaN            NaN            NaN
  1660.26        500.000        75.3668       0.831626       0.862873        22.9387                 NaN            NaN            NaN            NaN
  1657.05        500.000        74.5572       0.831643       0.876047        23.7351                 NaN            NaN            NaN            NaN
  1653.85        500.000        73.7476       0.831660       0.889221        24.5315                 NaN            NaN            NaN            NaN
  1650.64        500.000        72.9380       0.831677       0.902396        25.3280                 NaN            NaN            NaN            NaN
  1647.44        500.000        72.1283       0.831693       0.915572        26.1245                 NaN            NaN            NaN            NaN
  1644.23        500.000        71.3186       0.831710       0.928748        26.9210                 NaN            NaN            NaN            NaN
  1641.03        500.000        70.5088       0.831727       0.941925        27.7175                 NaN            NaN            NaN            NaN
  1637.82        500.000        69.7475       0.831743       0.954124        28.4666                 NaN            NaN            NaN            NaN
  1634.62        500.000        68.9862       0.831759       0.966323        29.2158                 NaN            NaN            NaN            NaN
  1631.41        500.000        68.2248       0.831775       0.978523        29.9649                 NaN            NaN            NaN            NaN
  1628.21        500.000        67.4634       0.831792       0.990723        30.7141                 NaN            NaN            NaN            NaN
  1625.00        500.000        66.7246       0.831808        1.00263        31.4410                 NaN            NaN            NaN            NaN
  1621.79        500.000        65.0889       0.831828        1.01012        31.6542        1.41498                 NaN            NaN            NaN
  1618.59        500.000        63.2404       0.831850        1.01500        31.6809        3.23190                 NaN            NaN            NaN
  1615.38        500.000        61.3918       0.831871        1.01989        31.7075        5.04891                 NaN            NaN            NaN
  1612.18        500.000        59.8552       0.831889        1.02119        31.7040        6.58772                 NaN            NaN            NaN
  1608.97        500.000        58.3185       0.831907        1.02249        31.7005        8.12661                 NaN            NaN            NaN
  1605.77        500.000        56.7817       0.831925        1.02379        31.6970        9.66556                 NaN            NaN            NaN
  1602.56        500.000        55.2449       0.831943        1.02509        31.6935        11.2046                 NaN            NaN            NaN
  1599.36        500.000        53.7080       0.831961        1.02640        31.6900        12.7437                 NaN            NaN            NaN
  1596.15        500.000        52.1710       0.831979        1.02770        31.6865        14.2828                 NaN            NaN            NaN
  1592.95        500.000        50.6340       0.831997        1.02900        31.6830        15.8220                 NaN            NaN            NaN
  1589.74        500.000        49.0969       0.832015        1.03030        31.6794        17.3613                 NaN            NaN            NaN
  1586.54        500.000        47.8784       0.832030        1.02638        31.6469        18.6162                 NaN            NaN            NaN
  1583.33        500.000        46.6599       0.832044        1.02246        31.6144        19.8712                 NaN            NaN            NaN
  1580.13        500.000        45.4413       0.832058        1.01853        31.5818        21.1263                 NaN            NaN            NaN
  1576.92        500.000        44.2227       0.832073        1.01461        31.5493        22.3813                 NaN            NaN            NaN
  1573.72        500.000        43.0040       0.832087        1.01069        31.5168        23.6364                 NaN            NaN            NaN
  1570.51        500.000        41.7853       0.832102        1.00677        31.4842        24.8916                 NaN            NaN            NaN
  1567.31        500.000        40.5665       0.832116        1.00285        31.4517        26.1468                 NaN            NaN            NaN
  1564.10        500.000        39.3477       0.832131       0.998922        31.4192        27.4020                 NaN            NaN            NaN
  1560.90        500.000        38.2783       0.832143       0.987980        31.3823        28.5193                 NaN            NaN            NaN
  1557.69        500.000        37.2088       0.832156       0.977037        31.3454        29.6365                 NaN            NaN            NaN
  1554.49        500.000        36.1393       0.832169       0.966094        31.3086        30.7538                 NaN            NaN            NaN
  1551.28        500.000        35.0698       0.832181       0.955151        31.2717        31.8712                 NaN            NaN            NaN
  1548.08        500.000        34.0002       0.832194       0.944207        31.2348        32.9885                 NaN            NaN            NaN
  1544.87        500.000        32.9306       0.832207       0.933263        31.1980        34.1059                 NaN            NaN            NaN
  1541.67        500.000        31.8610       0.832219       0.922319        31.1611        35.2234                 NaN            NaN            NaN
  1538.46        500.000        30.7914       0.832232       0.911374        31.1242        36.3408                 NaN            NaN            NaN
  1535.26        500.000        29.7466       0.832244       0.892680        31.0996        37.4289                 NaN            NaN            NaN
  1532.05        500.000        28.7018       0.832256       0.873986        31.0751        38.5169                 NaN            NaN            NaN
  1528.85        500.000        27.6569       0.832268       0.855291        31.0505        39.6050                 NaN            NaN            NaN
  1525.64        500.000        26.6121       0.832281       0.836595        31.0259        40.6931                 NaN            NaN            NaN
  1522.44        500.000        25.3885       0.832294       0.812898        31.0235        41.6670       0.275712                 NaN            NaN
  1519.23        500.000        23.6370       0.832315       0.787826        31.0622        42.2246        1.45600                 NaN            NaN
  1516.03        500.000        22.1064       0.832332       0.761992        31.0961        42.7360        2.46711                 NaN            NaN
  1512.82        500.000        20.5757       0.832349       0.736157        31.1300        43.2475        3.47825                 NaN            NaN
  1509.62        500.000        19.5473       0.832359       0.712790        31.1448        43.6025        4.16016                 NaN            NaN
  1506.41        500.000        18.5189       0.832369       0.689422        31.1597        43.9576        4.84209                 NaN            NaN
  1503.21        500.000        17.4905       0.832380       0.666053        31.1745        44.3126        5.52403                 NaN            NaN
  1500.00        500.000        16.4620       0.832390       0.642684        31.1893        44.6676        6.20599                 NaN            NaN
  1496.79        500.000        15.4335       0.832400       0.619315        31.2041        45.0227        6.88796                 NaN            NaN
  1493.59        500.000        14.4050       0.832410       0.595944        31.2189        45.3778        7.56996                 NaN            NaN
  1490.38        500.000        13.3765       0.832420       0.572574        31.2337        45.7328        8.25196                 NaN            NaN
  1487.18        500.000        12.3479       0.832430       0.549202        31.2485        46.0879        8.93399                 NaN            NaN
  1483.97        500.000        11.6327       0.832437       0.527781        31.2606        46.3214        9.42509                 NaN            NaN
  1480.77        500.000        10.9175       0.832444       0.506360        31.2727        46.5548        9.91620                 NaN            NaN
  1477.56        500.000        10.0632       0.832454       0.516800        31.2031        45.2488        2.09443        10.0412                 NaN
  1474.36        500.000        9.40525       0.832460       0.507808        31.1802        45.0020        10.3778        2.69448                 NaN
  1471.15        500.000        9.40525       0.832460       0.507808        31.1802        45.0020        10.3778        2.69448                 NaN
  1467.95        500.000        9.40525       0.832460       0.507808        31.1802        45.0020        10.3778        2.69448                 NaN
  1464.74        500.000        9.40525       0.832460       0.507808        31.1802        45.0020        10.3778        2.69448                 NaN
  1461.54        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1458.33        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1455.13        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1451.92        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1448.72        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1445.51        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1442.31        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1439.10        500.000        7.20277       0.832476       0.477562        31.0592        44.2851        4.55420        11.5887                 NaN
  1435.90        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1432.69        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1429.49        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1426.28        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1423.08        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1419.87        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1416.67        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1413.46        500.000        4.28411       0.832487       0.429479        30.8019        43.8388        13.4813        6.33187                 NaN
  1410.26        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1407.05        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1403.85        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1400.64        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1397.44        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1394.23        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1391.03        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1387.82        500.000        2.53085       0.832484       0.404034        30.5313        43.9657        14.8606        6.87500                 NaN
  1384.62        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1381.41        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1378.21        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1375.00        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1371.79        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1368.59        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1365.38        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1362.18        500.000        1.35326       0.832475       0.400062        30.2562        44.2312        15.9197        7.00715                 NaN
  1358.97        500.000       0.475936       0.832463       0.416364        29.9554        44.5506        6.98574        16.7835                 NaN
  1355.77        500.000       0.475936       0.832463       0.416364        29.9554        44.5506        6.98574        16.7835                 NaN
  1352.56        500.000       0.475936       0.832463       0.416364        29.9554        44.5506        6.98574        16.7835                 NaN
  1349.36        500.000       0.475936       0.832463       0.416364        29.9554        44.5506        6.98574        16.7835                 NaN
  1346.15        500.000       0.101408       0.832457       0.430379        29.7990        44.7178        6.95023        17.1687                 NaN
  1342.95        500.000       0.158134E-001  0.832455       0.434151        29.7639        44.7596        6.93867        17.2554                 NaN
  1339.74        500.000                 NaN  0.832456       0.440351        29.7544        44.7861        17.2846        6.90212                 NaN
  1336.54        500.000                 NaN  0.832456       0.440351        29.7544        44.7861        17.2846        6.90212                 NaN
  1333.33        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1330.13        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1326.92        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1323.72        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1320.51        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1317.31        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1314.10        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1310.90        500.000                 NaN  0.832458       0.453140        29.7500        44.8367        17.3170        6.81071                 NaN
  1307.69        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1304.49        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1301.28        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1298.08        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1294.87        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1291.67        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1288.46        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1285.26        500.000                 NaN  0.832469       0.506142        29.7343        45.0309        17.4438        6.45240                 NaN
  1282.05        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1278.85        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1275.64        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1272.44        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1269.23        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1266.03        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1262.82        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1259.62        500.000                 NaN  0.832478       0.564204        29.7135        45.1895        17.5528        6.14745                 NaN
  1256.41        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1253.21        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1250.00        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1246.79        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1243.59        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1240.38        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1237.18        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1233.97        500.000                 NaN  0.832487       0.627180        29.6883        45.3227        17.6516        5.87770                 NaN
  1230.77        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1227.56        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1224.36        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1221.15        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1217.95        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1214.74        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1211.54        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1208.33        500.000                 NaN  0.832497       0.694698        29.6586        45.4372        17.7423        5.63479                 NaN
  1205.13        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1201.92        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1198.72        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1195.51        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1192.31        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1189.10        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1185.90        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1182.69        500.000                 NaN  0.832507       0.766751        29.6235        45.5395        17.8186        5.41914                 NaN
  1179.49        500.000                 NaN  0.832516       0.843152        29.5855        45.6296        17.8871        5.22210                 NaN
  1176.28        500.000                 NaN  0.832516       0.843152        29.5855        45.6296        17.8871        5.22210                 NaN
  1173.08        500.000                 NaN  0.832516       0.843152        29.5855        45.6296        17.8871        5.22210                 NaN
  1169.87        500.000                 NaN  0.832516       0.843152        29.5855        45.6296        17.8871        5.22210                 NaN
  1166.67        500.000                 NaN  0.832521       0.883101        29.5648        45.6714        17.9169        5.13116                 NaN
  1163.46        500.000                 NaN  0.832523       0.893308        29.5597        45.6818        17.9241        5.10856                 NaN
  1160.26        500.000                 NaN  0.832524       0.903591        29.5532        45.6913        17.9322        5.08648       0.662726E-003
  1157.05        500.000                 NaN  0.832524       0.903591        29.5532        45.6913        17.9322        5.08648       0.662726E-003
  1153.85        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1150.64        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1147.44        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1144.23        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1141.03        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1137.82        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1134.62        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1131.41        500.000                 NaN  0.832527       0.919570        29.5715        45.6750        5.05863        17.9065       0.363272E-001
  1128.21        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1125.00        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1121.79        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1118.59        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1115.38        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1112.18        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1108.97        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1105.77        500.000                 NaN  0.832541       0.987139        29.6228        45.6224        17.8265        4.94568       0.162960     
  1102.56        500.000                 NaN  0.832553        1.05957        29.6420        45.6046        4.83597        17.7470       0.278312     
  1099.36        500.000                 NaN  0.832553        1.05957        29.6420        45.6046        4.83597        17.7470       0.278312     
  1096.15        500.000                 NaN  0.832553        1.05957        29.6420        45.6046        4.83597        17.7470       0.278312     
  1092.95        500.000                 NaN  0.832553        1.05957        29.6420        45.6046        4.83597        17.7470       0.278312     
