|6.6.6
Archiving\03_Data\eqLP/QFM_m0.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.3255       0.674471                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3255       0.674545                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3254       0.674618                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3253       0.674692                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3252       0.674765                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3252       0.674839                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3251       0.674913                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3250       0.674987                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3249       0.675061                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3249       0.675134                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3248       0.675208                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3247       0.675282                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3246       0.675355                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3246       0.675429                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3245       0.675503                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3244       0.675577                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3243       0.675651                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3243       0.675725                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3242       0.675799                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3241       0.675873                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3241       0.675947                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3240       0.676021                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3239       0.676095                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3238       0.676169                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3238       0.676244                 NaN            NaN            NaN            NaN            NaN            NaN
