|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         iron           ne             lc            
  1338.65        2500.00        99.1252                 NaN  0.129615                 NaN            NaN  0.300562       0.187922       0.256699                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1316                 NaN  0.988749E-001            NaN            NaN  0.273526       0.244953       0.251060                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1473                 NaN  0.153542                 NaN            NaN  0.315039       0.131327       0.252836                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1524                 NaN  0.122196                 NaN            NaN  0.189103       0.288883       0.247425                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1604                 NaN  0.120536                 NaN            NaN  0.285984       0.188223       0.244832                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1695                 NaN  0.116905                 NaN            NaN  0.280569       0.191555       0.241517                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1699                 NaN  0.117172                 NaN            NaN  0.281986       0.189388       0.241604                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1906                 NaN  0.109490                 NaN            NaN  0.270424       0.195785       0.233707                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.1928                 NaN  0.109618                 NaN            NaN  0.194478       0.269615       0.233452                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.1998                 NaN  0.106561                 NaN            NaN  0.197462       0.265232       0.230934                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.2074                 NaN  0.104697                 NaN            NaN  0.261527       0.197870       0.228511                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.2138                 NaN  0.100628                 NaN            NaN  0.257087       0.202614       0.225837                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.2206                 NaN  0.979705E-001            NaN            NaN  0.205813       0.252026       0.223611                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.2281                 NaN  0.952613E-001            NaN            NaN  0.248908       0.206856       0.220876                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.2352                 NaN  0.925920E-001            NaN            NaN  0.209463       0.244200       0.218509                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.2414                 NaN  0.895498E-001            NaN            NaN  0.212913       0.239906       0.216226                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.2474                 NaN  0.865386E-001            NaN            NaN  0.234995       0.217024       0.214068                 NaN            NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.2545                 NaN  0.844170E-001            NaN            NaN  0.231416       0.217868       0.211786                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.2598                 NaN  0.803762E-001            NaN            NaN  0.224926       0.225270       0.209630                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.2656                 NaN  0.776068E-001            NaN            NaN  0.220175       0.228982       0.207617                 NaN            NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.2714                 NaN  0.745915E-001            NaN            NaN  0.215013       0.233519       0.205513                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.2774                 NaN  0.719218E-001            NaN            NaN  0.237902       0.209218       0.203524                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.2827                 NaN  0.689813E-001            NaN            NaN  0.242302       0.204425       0.201562                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.2884                 NaN  0.656960E-001            NaN            NaN  0.197389       0.248903       0.199593                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.2935                 NaN  0.625975E-001            NaN            NaN  0.190332       0.255760       0.197841                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.2985                 NaN  0.595459E-001            NaN            NaN  0.183789       0.262083       0.196040                 NaN            NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.3041                 NaN  0.569660E-001            NaN            NaN  0.267707       0.177031       0.194203                 NaN            NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        89.2926                 NaN  0.859365                 NaN            NaN   2.09756                 NaN   1.32041        6.43010                 NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        84.4329                 NaN   1.20902                 NaN            NaN   2.95279                 NaN   1.86666        9.53865                 NaN            NaN            NaN            NaN            NaN
  1292.76        2500.00        83.7233                 NaN   1.27508                 NaN            NaN   3.05798                 NaN   1.94463        9.99901                 NaN            NaN            NaN            NaN            NaN
  1291.18        2500.00        84.0326                 NaN   1.27244                 NaN            NaN   2.97550                 NaN   1.90793        9.81157                 NaN            NaN            NaN            NaN            NaN
  1289.59        2500.00        85.2385                 NaN   1.19439                 NaN            NaN   2.74780                 NaN   1.77070        9.04861                 NaN            NaN            NaN            NaN            NaN
  1288.01        2500.00        86.8422                 NaN   1.08765                 NaN            NaN   2.45013                 NaN   1.58800        8.03204                 NaN            NaN            NaN            NaN            NaN
  1286.43        2500.00        88.3611                 NaN  0.981157                 NaN            NaN   2.17257                 NaN   1.41463        7.07052                 NaN            NaN            NaN            NaN            NaN
  1284.85        2500.00        89.6870                 NaN  0.890115                 NaN            NaN   1.92806                 NaN   1.26252        6.23226                 NaN            NaN            NaN            NaN            NaN
  1283.26        2500.00        77.1782                 NaN   1.64356                 NaN            NaN   3.71508                 NaN   2.68579        13.8901       0.887250                 NaN            NaN            NaN            NaN
  1281.68        2500.00        83.5171                 NaN   1.25881                 NaN            NaN   2.60939                 NaN   1.94529        10.0153       0.654108                 NaN            NaN            NaN            NaN
  1280.10        2500.00        86.9439                 NaN   1.04424                 NaN            NaN   2.07664                 NaN   1.54919        7.86753       0.518516                 NaN            NaN            NaN            NaN
  1278.52        2500.00        88.7369                 NaN  0.873492                 NaN            NaN   1.91057                 NaN   1.33235        6.69783       0.448896                 NaN            NaN            NaN            NaN
  1276.93        2500.00        91.2765                 NaN  0.581922                 NaN            NaN   1.56357                 NaN   1.07475        5.11911       0.384178                 NaN            NaN            NaN            NaN
  1275.35        2500.00        92.2992                 NaN  0.736319                 NaN            NaN   1.23772                 NaN  0.928608        4.50685       0.291322                 NaN            NaN            NaN            NaN
  1273.77        2500.00        92.7879                 NaN  0.742409                 NaN            NaN   1.11041                 NaN  0.848013        4.25933       0.251898                 NaN            NaN            NaN            NaN
  1272.19        2500.00        91.9793                 NaN  0.455584                 NaN            NaN   1.44489                 NaN  0.941493        4.69283                 NaN  0.485924                 NaN            NaN            NaN
  1270.60        2500.00        94.1464                 NaN  0.273702                 NaN            NaN   1.12423                 NaN  0.657618        3.41185                 NaN  0.386207                 NaN            NaN            NaN
  1269.02        2500.00        92.0052                 NaN  0.362056                 NaN            NaN   1.64848                 NaN   1.00601        4.43051                 NaN  0.547776                 NaN            NaN            NaN
  1267.44        2500.00        96.4124                 NaN  0.225295                 NaN            NaN  0.549880                 NaN  0.319334        2.27778                 NaN  0.215321                 NaN            NaN            NaN
  1265.86        2500.00        94.8729                 NaN  0.184259                 NaN            NaN  0.995162                 NaN  0.578874        3.00478                 NaN  0.364027                 NaN            NaN            NaN
  1264.27        2500.00        95.2372                 NaN  0.339015                 NaN            NaN  0.897954                 NaN  0.560319        2.68234                 NaN  0.283201                 NaN            NaN            NaN
  1262.69        2500.00        95.6276                 NaN  0.239022                 NaN            NaN  0.863416                 NaN  0.505757        2.48468                 NaN  0.279550                 NaN            NaN            NaN
  1261.11        2500.00        95.6166                 NaN  0.216616                 NaN            NaN  0.863503                 NaN  0.513225        2.49411                 NaN  0.252264       0.437213E-001            NaN            NaN
  1259.53        2500.00        95.2730                 NaN            NaN            NaN            NaN   1.02045                 NaN  0.551311        2.74190                 NaN  0.235975       0.177382                 NaN            NaN
  1257.94        2500.00        94.1348                 NaN  0.719888                 NaN            NaN  0.836649                 NaN  0.760625        3.25751                 NaN  0.290564                 NaN            NaN            NaN
  1256.36        2500.00        98.6437                 NaN  0.115124                 NaN            NaN  0.447022                 NaN  0.197911       0.489199                 NaN  0.107006                 NaN            NaN            NaN
  1254.78        2500.00        95.7936                 NaN            NaN            NaN            NaN  0.804327                 NaN  0.403225        2.69996                 NaN  0.183686       0.115218                 NaN            NaN
  1253.20        2500.00                 NaN            NaN            NaN            NaN            NaN   22.2061                 NaN   8.71400        44.2630                 NaN   2.96025        1.83270        15.0283        4.99575     
  1251.61        2500.00                 NaN            NaN            NaN            NaN            NaN   22.0351                 NaN   8.68741        44.5210                 NaN   2.96826        1.88453        15.0126        4.89106     
  1250.03        2500.00                 NaN            NaN            NaN            NaN            NaN   22.1552                 NaN   8.70776        44.4073                 NaN   2.96042        1.85100        15.0511        4.86728     
  1248.45        2500.00                 NaN            NaN            NaN            NaN            NaN   22.2871                 NaN   8.71421        44.2907                 NaN   2.96579        1.80956        15.0860        4.84661     
  1246.87        2500.00                 NaN            NaN   2.64381                 NaN            NaN   20.4388                 NaN   8.86860        43.9162                 NaN   2.89734       0.895135        15.3837        4.95641     
  1245.28        2500.00                 NaN            NaN   2.64381                 NaN            NaN   20.4388                 NaN   8.86860        43.9482                 NaN   2.89734       0.895135        15.3992        4.90898     
  1243.70        2500.00                 NaN            NaN   2.64381                 NaN            NaN   20.4388                 NaN   8.86860        43.9804                 NaN   2.89734       0.895135        15.4147        4.86123     
  1242.12        2500.00                 NaN            NaN   2.64381       0.322598E-005            NaN   20.4388                 NaN   8.86860        44.0128                 NaN   2.89734       0.895135        15.4303        4.81315     
  1240.54        2500.00                 NaN            NaN   2.64381       0.586132E-005            NaN   20.4388                 NaN   8.86860        44.0455                 NaN   2.89734       0.895134        15.4461        4.76475     
  1238.95        2500.00                 NaN            NaN   2.64381       0.111786E-004            NaN   20.4388                 NaN   8.86860        44.0783                 NaN   2.89734       0.895134        15.4620        4.71602     
  1237.37        2500.00                 NaN            NaN   2.64380       0.223803E-004            NaN   20.4388                 NaN   8.86860        44.1114                 NaN   2.89734       0.895132        15.4779        4.66696     
  1235.79        2500.00                 NaN            NaN  0.872419        3.39357       0.235005E-004   20.3865                 NaN   8.84592        42.6929                 NaN   2.88993                 NaN   15.8818        5.03690     
  1234.21        2500.00                 NaN            NaN  0.872419        3.39357       0.234256E-004   20.3865                 NaN   8.84592        42.7255                 NaN   2.88993                 NaN   15.8976        4.98853     
  1232.62        2500.00                 NaN            NaN  0.872419        3.39357       0.233504E-004   20.3865                 NaN   8.84592        42.7584                 NaN   2.88993                 NaN   15.9134        4.93982     
  1231.04        2500.00                 NaN            NaN  0.872419        3.39357       0.232751E-004   20.3865                 NaN   8.84592        42.7915                 NaN   2.88993                 NaN   15.9294        4.89077     
  1229.46        2500.00                 NaN            NaN  0.872419        3.39357       0.231994E-004   20.3865                 NaN   8.84592        42.8248                 NaN   2.88993                 NaN   15.9455        4.84139     
  1227.88        2500.00                 NaN            NaN  0.872419        3.39357       0.231235E-004   20.3865                 NaN   8.84592        42.8583                 NaN   2.88993                 NaN   15.9616        4.79167     
  1226.29        2500.00                 NaN            NaN  0.872419        3.39357       0.230474E-004   20.3865                 NaN   8.84592        42.8921                 NaN   2.88993                 NaN   15.9779        4.74160     
  1224.71        2500.00                 NaN            NaN  0.872419        3.39357       0.229711E-004   20.3865                 NaN   8.84592        42.9261                 NaN   2.88993                 NaN   15.9944        4.69117     
  1223.13        2500.00                 NaN            NaN  0.872419        3.39357       0.228944E-004   20.3865                 NaN   8.84592        42.9603                 NaN   2.88993                 NaN   16.0109        4.64040     
  1221.55        2500.00                 NaN            NaN  0.872419        3.39357       0.228175E-004   20.3865                 NaN   8.84592        42.9948                 NaN   2.88993                 NaN   16.0275        4.58927     
  1219.96        2500.00                 NaN            NaN  0.872419        3.39357       0.227405E-004   20.3865                 NaN   8.84592        43.0296                 NaN   2.88993                 NaN   16.0443        4.53779     
  1218.38        2500.00                 NaN            NaN  0.872419        3.39357       0.226632E-004   20.3865                 NaN   8.84592        43.0645                 NaN   2.88993                 NaN   16.0611        4.48595     
  1216.80        2500.00                 NaN            NaN  0.872419        3.39357       0.225861E-004   20.3865                 NaN   8.84592        43.1006                 NaN   2.88993                 NaN   16.0785        4.43252     
  1215.22        2500.00                 NaN            NaN  0.872419        3.39357       0.225079E-004   20.3865                 NaN   8.84592        43.1363                 NaN   2.88993                 NaN   16.0957        4.37962     
  1213.63        2500.00                 NaN            NaN  0.872419        3.39357       0.224300E-004   20.3865                 NaN   8.84592        43.1722                 NaN   2.88993                 NaN   16.1131        4.32630     
  1212.05        2500.00                 NaN            NaN  0.872419        3.39357       0.223518E-004   20.3865                 NaN   8.84592        43.2085                 NaN   2.88993                 NaN   16.1306        4.27257     
  1210.47        2500.00                 NaN            NaN  0.872419        3.39357       0.222737E-004   20.3865                 NaN   8.84592        43.2450                 NaN   2.88993                 NaN   16.1482        4.21841     
  1208.89        2500.00                 NaN            NaN  0.872419        3.39357       0.221968E-004   20.3865                 NaN   8.84592        43.2818                 NaN   2.88993                 NaN   16.1660        4.16383     
  1207.31        2500.00                 NaN            NaN  0.872419        3.39357       0.221197E-004   20.3865                 NaN   8.84592        43.3189                 NaN   2.88993                 NaN   16.1839        4.10883     
  1205.72        2500.00                 NaN            NaN  0.872420        3.39357       0.220424E-004   20.3865                 NaN   8.84592        43.3563                 NaN   2.88993                 NaN   16.2019        4.05339     
  1204.14        2500.00                 NaN            NaN  0.872420        3.39357       0.219650E-004   20.3865                 NaN   8.84592        43.3940                 NaN   2.88993                 NaN   16.2201        3.99751     
  1202.56        2500.00                 NaN            NaN  0.872420        3.39357       0.218873E-004   20.3865                 NaN   8.84592        43.4315                 NaN   2.88993                 NaN   16.2382        3.94196     
  1200.98        2500.00                 NaN            NaN  0.872420        3.39357       0.218095E-004   20.3865                 NaN   8.84592        43.4699                 NaN   2.88993                 NaN   16.2567        3.88495     
  1199.39        2500.00                 NaN            NaN  0.872420        3.39357       0.217314E-004   20.3865                 NaN   8.84592        43.5087                 NaN   2.88993                 NaN   16.2754        3.82754     
  1197.81        2500.00                 NaN            NaN  0.872420        3.39357       0.216531E-004   20.3865                 NaN   8.84592        43.5477                 NaN   2.88993                 NaN   16.2942        3.76973     
  1196.23        2500.00                 NaN            NaN  0.872420        3.39357       0.215746E-004   20.3865                 NaN   8.84592        43.5869                 NaN   2.88993                 NaN   16.3132        3.71150     
  1194.65        2500.00                 NaN            NaN  0.872420        3.39357       0.214961E-004   20.3865                 NaN   8.84592        43.6265                 NaN   2.88993                 NaN   16.3323        3.65286     
  1193.06        2500.00                 NaN            NaN  0.872420        3.39357       0.214172E-004   20.3865                 NaN   8.84592        43.6663                 NaN   2.88993                 NaN   16.3515        3.59380     
  1191.48        2500.00                 NaN            NaN  0.872420        3.39357       0.213383E-004   20.3865                 NaN   8.84592        43.7065                 NaN   2.88993                 NaN   16.3708        3.53433     
  1189.90        2500.00                 NaN            NaN  0.872420        3.39357       0.212592E-004   20.3865                 NaN   8.84592        43.7469                 NaN   2.88993                 NaN   16.3903        3.47443     
  1188.32        2500.00                 NaN            NaN  0.872420        3.39357       0.211799E-004   20.3865                 NaN   8.84592        43.7876                 NaN   2.88993                 NaN   16.4100        3.41410     
  1186.73        2500.00                 NaN            NaN  0.872420        3.39357       0.211005E-004   20.3865                 NaN   8.84592        43.8285                 NaN   2.88993                 NaN   16.4297        3.35334     
  1185.15        2500.00                 NaN            NaN  0.872420        3.39357       0.210209E-004   20.3865                 NaN   8.84592        43.8698                 NaN   2.88993                 NaN   16.4497        3.29215     
  1183.57        2500.00                 NaN            NaN  0.872420        3.39357       0.209411E-004   20.3865                 NaN   8.84592        43.9121                 NaN   2.88993                 NaN   16.4700        3.22949     
  1181.99        2500.00                 NaN            NaN  0.872420        3.39357       0.208611E-004   20.3865                 NaN   8.84592        43.9542                 NaN   2.88993                 NaN   16.4904        3.16706     
  1180.40        2500.00                 NaN            NaN  0.872420        3.39357       0.207810E-004   20.3865                 NaN   8.84592        43.9966                 NaN   2.88993                 NaN   16.5108        3.10413     
  1178.82        2500.00                 NaN            NaN   5.50850       0.164478E-004            NaN   20.2523                 NaN   8.95465        42.9936        1.68095       0.327425                 NaN   16.8539        3.42865     
  1177.24        2500.00                 NaN            NaN   5.50852       0.730294E-005            NaN   20.2523                 NaN   8.95465        43.0357        1.68096       0.327412                 NaN   16.8742        3.36623     
  1175.66        2500.00                 NaN            NaN   5.50853                 NaN            NaN   20.2523                 NaN   8.95465        43.0782        1.68096       0.327407                 NaN   16.8947        3.30330     
  1174.07        2500.00                 NaN            NaN   5.50853                 NaN            NaN   20.2523                 NaN   8.95465        43.1210        1.68096       0.327404                 NaN   16.9153        3.23988     
  1172.49        2500.00                 NaN            NaN   5.50853                 NaN            NaN   20.2523                 NaN   8.95465        43.1641        1.68096       0.327403                 NaN   16.9361        3.17594     
  1170.91        2500.00                 NaN            NaN   5.50853                 NaN            NaN   20.2523                 NaN   8.95465        43.2076        1.68096       0.327403                 NaN   16.9571        3.11149     
  1169.33        2500.00                 NaN            NaN   5.50853                 NaN            NaN   20.2523                 NaN   8.95465        43.2514        1.68096       0.327403                 NaN   16.9782        3.04652     
  1167.74        2500.00                 NaN            NaN   5.50853                 NaN            NaN   20.2523                 NaN   8.95465        43.2956        1.68096       0.327403                 NaN   16.9995        2.98104     
  1166.16        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.1907        1.89463       0.508692E-005            NaN   17.0586        2.96871     
  1164.58        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.2355        1.89463       0.523523E-005            NaN   17.0802        2.90240     
  1163.00        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.2806        1.89464                 NaN            NaN   17.1020        2.83555     
  1161.41        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.3260        1.89464                 NaN            NaN   17.1239        2.76816     
  1159.83        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.3718        1.89464                 NaN            NaN   17.1460        2.70023     
  1158.25        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.4180        1.89464                 NaN            NaN   17.1683        2.63176     
  1156.67        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.4646        1.89464                 NaN            NaN   17.1908        2.56274     
  1155.08        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.5115        1.89464                 NaN            NaN   17.2134        2.49316     
  1153.50        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        43.5588        1.89464                 NaN            NaN   17.2362        2.42303     
  1151.92        2500.00                 NaN            NaN   4.99263                 NaN            NaN   22.1256                 NaN   9.64855        42.1139        1.76531                 NaN            NaN   17.1879        2.16606     
  1150.34        2500.00                 NaN            NaN   4.98980                 NaN            NaN   22.1447                 NaN   9.65609        42.1548        1.76269                 NaN            NaN   17.2097        2.08220     
  1148.75        2500.00                 NaN            NaN   5.01360                 NaN            NaN   22.0711                 NaN   9.66652        42.2418        1.76902                 NaN            NaN   17.2282        2.00979     
  1147.17        2500.00                 NaN            NaN   5.01880                 NaN            NaN   22.0729                 NaN   9.67424        42.2872        1.76769                 NaN            NaN   17.2494        1.92977     
  1145.59        2500.00                 NaN            NaN   5.02398                 NaN            NaN   22.0748                 NaN   9.68197        42.3330        1.76634                 NaN            NaN   17.2707        1.84911     
  1144.01        2500.00                 NaN            NaN   5.02915                 NaN            NaN   22.0769                 NaN   9.68969        42.3792        1.76497                 NaN            NaN   17.2923        1.76782     
  1142.42        2500.00                 NaN            NaN   5.03431                 NaN            NaN   22.0791                 NaN   9.69742        42.4257        1.76358                 NaN            NaN   17.3140        1.68589     
  1140.84        2500.00                 NaN            NaN   5.03947                 NaN            NaN   22.0813                 NaN   9.70514        42.4727        1.76218                 NaN            NaN   17.3359        1.60331     
  1139.26        2500.00                 NaN            NaN   5.04462                 NaN            NaN   22.0837                 NaN   9.71287        42.5200        1.76076                 NaN            NaN   17.3580        1.52008     
  1137.68        2500.00                 NaN            NaN   5.04976                 NaN            NaN   22.0863                 NaN   9.72059        42.5676        1.75933                 NaN            NaN   17.3802        1.43619     
  1136.09        2500.00                 NaN            NaN   5.05489                 NaN            NaN   22.0889                 NaN   9.72832        42.6157        1.75787                 NaN            NaN   17.4027        1.35165     
  1134.51        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        44.1570        1.89464                 NaN            NaN   17.5248        1.53629     
  1132.93        2500.00                 NaN            NaN   5.06512                 NaN            NaN   22.0945                 NaN   9.74379        42.7130        1.75491                 NaN            NaN   17.4481        1.18055     
  1131.35        2500.00                 NaN            NaN   5.07023                 NaN            NaN   22.0975                 NaN   9.75152        42.7623        1.75341                 NaN            NaN   17.4711        1.09399     
  1129.76        2500.00                 NaN            NaN   5.07533                 NaN            NaN   22.1006                 NaN   9.75926        42.8119        1.75188                 NaN            NaN   17.4943        1.00675     
  1128.18        2500.00                 NaN            NaN   1.41715        3.66326                 NaN   22.1038                 NaN   9.76701        42.8619        1.75034                 NaN            NaN   17.5176       0.918826     
  1126.60        2500.00                 NaN            NaN   5.08550                 NaN            NaN   22.1072                 NaN   9.77475        42.9124        1.74878                 NaN            NaN   17.5412       0.830210     
  1125.02        2500.00                 NaN            NaN   1.42117        3.66940                 NaN   22.1107                 NaN   9.78251        42.9632        1.74720                 NaN            NaN   17.5650       0.740897     
  1123.43        2500.00                 NaN            NaN   5.09564                 NaN            NaN   22.1142                 NaN   9.79026        43.0145        1.74560                 NaN            NaN   17.5889       0.650882     
  1121.85        2500.00                 NaN            NaN   5.10070                 NaN            NaN   22.1180                 NaN   9.79803        43.0661        1.74399                 NaN            NaN   17.6131       0.560164     
  1120.27        2500.00                 NaN            NaN   5.10576                 NaN            NaN   22.1218                 NaN   9.80580        43.1182        1.74236                 NaN            NaN   17.6374       0.468736     
  1118.69        2500.00                 NaN            NaN   5.11080                 NaN            NaN   22.1257                 NaN   9.81357        43.1707        1.74070                 NaN            NaN   17.6619       0.376588     
  1117.10        2500.00                 NaN            NaN   5.11584                 NaN            NaN   22.1298                 NaN   9.82136        43.2236        1.73903                 NaN            NaN   17.6867       0.283721     
  1115.52        2500.00                 NaN            NaN   5.12087                 NaN            NaN   22.1340                 NaN   9.82915        43.2769        1.73734                 NaN            NaN   17.7116       0.190089     
  1113.94        2500.00                 NaN            NaN   5.12590                 NaN            NaN   22.1384                 NaN   9.83695        43.3306        1.73564                 NaN            NaN   17.7367       0.958089E-001
  1112.36        2500.00                 NaN            NaN   5.13092                 NaN            NaN   22.1428                 NaN   9.84476        43.3848        1.73391                 NaN            NaN   17.7621       0.752089E-003
  1110.77        2500.00                 NaN            NaN   5.66096                 NaN            NaN   20.2493                 NaN   8.97708        44.9891        1.89464                 NaN            NaN   17.9263       0.302724     
  1109.19        2500.00                 NaN            NaN   5.14094                 NaN            NaN   22.1521                 NaN   9.86040        43.3652        1.73039                 NaN            NaN   17.7510                 NaN
  1107.61        2500.00                 NaN            NaN   5.14594                 NaN            NaN   22.1570                 NaN   9.86824        43.3550        1.72861                 NaN            NaN   17.7453                 NaN
  1106.03        2500.00                 NaN            NaN   5.15094                 NaN            NaN   22.1619                 NaN   9.87609        43.3447        1.72680                 NaN            NaN   17.7395                 NaN
  1104.44        2500.00                 NaN            NaN   5.15435                 NaN            NaN   22.1655                 NaN   9.88385        43.3354        1.72508                 NaN            NaN   17.7359                 NaN
  1102.86        2500.00                 NaN            NaN   5.14523                 NaN            NaN   22.2402                 NaN   9.89399        43.2777        1.71345                 NaN            NaN   17.7295                 NaN
  1101.28        2500.00                 NaN            NaN   5.16471                 NaN            NaN   22.1765                 NaN   9.89962        43.3142        1.72134                 NaN            NaN   17.7236                 NaN
  1099.70        2500.00                 NaN            NaN   5.15260                 NaN            NaN   22.2500                 NaN   9.91018        43.2571        1.70971                 NaN            NaN   17.7204                 NaN
  1098.11        2500.00                 NaN            NaN   5.17148                 NaN            NaN   22.1844                 NaN   9.91512        43.2952        1.71775                 NaN            NaN   17.7161                 NaN
  1096.53        2500.00                 NaN            NaN   5.17602                 NaN            NaN   22.1898                 NaN   9.92300        43.2847        1.71584                 NaN            NaN   17.7107                 NaN
  1094.95        2500.00                 NaN            NaN   5.18054                 NaN            NaN   22.1953                 NaN   9.93089        43.2742        1.71391                 NaN            NaN   17.7052                 NaN
  1093.37        2500.00                 NaN            NaN   5.16880                 NaN            NaN   22.2771                 NaN   9.94311        43.2110        1.70131                 NaN            NaN   17.6987                 NaN
  1091.78        2500.00                 NaN            NaN   5.18955                 NaN            NaN   22.2067                 NaN   9.94671        43.2528        1.70998                 NaN            NaN   17.6942                 NaN
  1090.20        2500.00                 NaN            NaN   5.13935                 NaN            NaN   22.4429                 NaN   9.97968        43.0865        1.67888                 NaN            NaN   17.6726                 NaN
  1088.62        2500.00                 NaN            NaN   5.19853                 NaN            NaN   22.2187                 NaN   9.96260        43.2312        1.70595                 NaN            NaN   17.6830                 NaN
  1087.04        2500.00                 NaN            NaN   5.22121                 NaN            NaN   22.1578                 NaN   9.95469        43.2640        1.71127                 NaN            NaN   17.6910                 NaN
  1085.45        2500.00                 NaN            NaN   5.22563                 NaN            NaN   22.1642                 NaN   9.96262        43.2530        1.70921                 NaN            NaN   17.6853                 NaN
  1083.87        2500.00                 NaN            NaN   5.15364                 NaN            NaN   22.4766                 NaN   10.0145        43.0354        1.66932                 NaN            NaN   17.6505                 NaN
  1082.29        2500.00                 NaN            NaN   5.18544                 NaN            NaN   22.3738                 NaN   10.0076        43.0975        1.68034                 NaN            NaN   17.6554                 NaN
  1080.71        2500.00                 NaN            NaN   5.16146                 NaN            NaN   22.4939                 NaN   10.0315        43.0093        1.66420                 NaN            NaN   17.6397                 NaN
  1079.12        2500.00                 NaN            NaN   5.16454                 NaN            NaN   22.5045                 NaN   10.0409        42.9953        1.66175                 NaN            NaN   17.6330                 NaN
  1077.54        2500.00                 NaN            NaN   5.16817                 NaN            NaN   22.5128                 NaN   10.0496        42.9826        1.65931                 NaN            NaN   17.6275                 NaN
  1075.96        2500.00                 NaN            NaN   5.17182                 NaN            NaN   22.5228                 NaN   10.0585        42.9688        1.65667                 NaN            NaN   17.6214                 NaN
  1074.38        2500.00                 NaN            NaN   5.17518                 NaN            NaN   22.5326                 NaN   10.0674        42.9552        1.65406                 NaN            NaN   17.6157                 NaN
  1072.79        2500.00                 NaN            NaN   5.25730                 NaN            NaN   22.2196                 NaN   10.0267        43.1626        1.69181                 NaN            NaN   17.6420                 NaN
  1071.21        2500.00                 NaN            NaN   5.26116                 NaN            NaN   22.2271                 NaN   10.0348        43.1510        1.68953                 NaN            NaN   17.6364                 NaN
  1069.63        2500.00                 NaN            NaN   5.18556                 NaN            NaN   22.5637                 NaN   10.0943        42.9130        1.64592                 NaN            NaN   17.5976                 NaN
  1068.05        2500.00                 NaN            NaN   5.26886                 NaN            NaN   22.2426                 NaN   10.0510        43.1274        1.68489                 NaN            NaN   17.6253                 NaN
  1066.46        2500.00                 NaN            NaN   5.19208                 NaN            NaN   22.5875                 NaN   10.1127        42.8828        1.64008                 NaN            NaN   17.5849                 NaN
  1064.88        2500.00                 NaN            NaN   5.19555                 NaN            NaN   22.5989                 NaN   10.1218        42.8680        1.63720                 NaN            NaN   17.5785                 NaN
