|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         iron           ne             lc            
  1064.88        2500.00                 NaN            NaN   3.49256                 NaN            NaN   18.8272                 NaN   10.2383        47.0609       0.964584                 NaN            NaN   19.4165                 NaN
  1063.30        2500.00                 NaN            NaN   3.54819                 NaN            NaN   18.5474                 NaN   10.1876        47.2879       0.988092                 NaN            NaN   19.4408                 NaN
  1061.72        2500.00                 NaN            NaN   3.55080                 NaN            NaN   18.5568                 NaN   10.1962        47.2757       0.986675                 NaN            NaN   19.4337                 NaN
  1060.13        2500.00                 NaN            NaN   3.55362                 NaN            NaN   18.5889                 NaN   10.2056        47.2485       0.985302                 NaN            NaN   19.4181                 NaN
  1058.55        2500.00                 NaN            NaN   3.51229                 NaN            NaN   18.8139                 NaN   10.2629        47.0539       0.963716                 NaN            NaN   19.3933                 NaN
  1056.97        2500.00                 NaN            NaN   3.50415                 NaN            NaN   18.8909                 NaN   10.2871        46.9842       0.955888                 NaN            NaN   19.3777                 NaN
  1055.39        2500.00                 NaN            NaN   3.53369                 NaN            NaN   18.8489                 NaN   10.2706        47.0282       0.966905                 NaN            NaN   19.3518                 NaN
  1053.80        2500.00                 NaN            NaN   3.51921                 NaN            NaN   18.8530                 NaN   10.2921        47.0075       0.958403                 NaN            NaN   19.3698                 NaN
  1052.22        2500.00                 NaN            NaN   3.52181                 NaN            NaN   18.8648                 NaN   10.3016        46.9930       0.956746                 NaN            NaN   19.3620                 NaN
  1050.64        2500.00                 NaN            NaN   3.51354                 NaN            NaN   18.9443                 NaN   10.3260        46.9220       0.948643                 NaN            NaN   19.3455                 NaN
  1049.06        2500.00                 NaN            NaN   3.51547                 NaN            NaN   18.9603                 NaN   10.3374        46.9029       0.946581                 NaN            NaN   19.3374                 NaN
  1047.47        2500.00                 NaN            NaN   3.51769                 NaN            NaN   18.9742                 NaN   10.3474        46.8865       0.944676                 NaN            NaN   19.3294                 NaN
  1045.89        2500.00                 NaN            NaN   3.51997                 NaN            NaN   18.9889                 NaN   10.3576        46.8697       0.942726                 NaN            NaN   19.3211                 NaN
  1044.31        2500.00                 NaN            NaN   3.52312                 NaN            NaN   19.0035                 NaN   10.3631        46.8583       0.940646                 NaN            NaN   19.3114                 NaN
  1042.73        2500.00                 NaN            NaN   3.52497                 NaN            NaN   19.0167                 NaN   10.3709        46.8445       0.939209                 NaN            NaN   19.3038                 NaN
  1041.14        2500.00                 NaN            NaN   3.52666                 NaN            NaN   19.0340                 NaN   10.3886        46.8180       0.936733                 NaN            NaN   19.2959                 NaN
  1039.56        2500.00                 NaN            NaN   3.52884                 NaN            NaN   19.0492                 NaN   10.3990        46.8007       0.934708                 NaN            NaN   19.2876                 NaN
  1037.98        2500.00                 NaN            NaN  0.101614        3.36515                 NaN   18.9330                 NaN   10.3450        46.9079       0.959890                 NaN            NaN   19.3875                 NaN
  1036.40        2500.00                 NaN            NaN  0.100934        3.36841                 NaN   18.9446                 NaN   10.3541        46.8940       0.958226                 NaN            NaN   19.3798                 NaN
  1034.81        2500.00                 NaN            NaN   3.53533                 NaN            NaN   19.0980                 NaN   10.4310        46.7460       0.928318                 NaN            NaN   19.2614                 NaN
  1033.23        2500.00                 NaN            NaN   3.53755                 NaN            NaN   19.1146                 NaN   10.4418        46.7274       0.926136                 NaN            NaN   19.2526                 NaN
  1031.65        2500.00                 NaN            NaN   3.53970                 NaN            NaN   19.1315                 NaN   10.4527        46.7085       0.923940                 NaN            NaN   19.2436                 NaN
  1030.07        2500.00                 NaN            NaN   3.53996                 NaN            NaN   19.1544                 NaN   10.4639        46.6857       0.921659                 NaN            NaN   19.2343                 NaN
  1028.48        2500.00                 NaN            NaN  0.976254E-001   3.38461                 NaN   19.0048                 NaN   10.4000        46.8230       0.949627                 NaN            NaN   19.3404                 NaN
  1026.90        2500.00                 NaN            NaN   3.58593                 NaN            NaN   19.0658                 NaN   10.4303        46.7783       0.936522                 NaN            NaN   19.2031                 NaN
  1025.32        2500.00                 NaN            NaN   3.54864                 NaN            NaN   19.2044                 NaN   10.4986        46.6287       0.914732                 NaN            NaN   19.2050                 NaN
  1023.74        2500.00                 NaN            NaN   3.55126                 NaN            NaN   19.2243                 NaN   10.5115        46.6072       0.912611                 NaN            NaN   19.1932                 NaN
  1022.15        2500.00                 NaN            NaN   3.55268                 NaN            NaN   19.2334                 NaN   10.5186        46.5949       0.910430                 NaN            NaN   19.1899                 NaN
  1020.57        2500.00                 NaN            NaN   3.55547                 NaN            NaN   19.2612                 NaN   10.5339        46.5669       0.907566                 NaN            NaN   19.1750                 NaN
  1018.99        2500.00                 NaN            NaN   3.55733                 NaN            NaN   19.2811                 NaN   10.5455        46.5454       0.905026                 NaN            NaN   19.1656                 NaN
  1017.41        2500.00                 NaN            NaN   3.55984                 NaN            NaN   19.2990                 NaN   10.5568        46.5258       0.902704                 NaN            NaN   19.1558                 NaN
  1015.82        2500.00                 NaN            NaN   3.56266                 NaN            NaN   19.3205                 NaN   10.5745        46.4995       0.899676                 NaN            NaN   19.1431                 NaN
  1014.24        2500.00                 NaN            NaN   3.56478                 NaN            NaN   19.3328                 NaN   10.5789        46.4877       0.897881                 NaN            NaN   19.1379                 NaN
  1012.66        2500.00                 NaN            NaN   3.56687                 NaN            NaN   19.3637                 NaN   10.5957        46.4569       0.894878                 NaN            NaN   19.1220                 NaN
  1011.08        2500.00                 NaN            NaN   3.56993                 NaN            NaN   19.3777                 NaN   10.6100        46.4376       0.892525                 NaN            NaN   19.1123                 NaN
  1009.49        2500.00                 NaN            NaN   3.57191                 NaN            NaN   19.4176                 NaN   10.6119        46.4099       0.890573                 NaN            NaN   19.0981                 NaN
  1007.91        2500.00                 NaN            NaN   3.57331                 NaN            NaN   19.4282                 NaN   10.6325        46.3863       0.887574                 NaN            NaN   19.0921                 NaN
  1006.33        2500.00                 NaN            NaN   3.57566                 NaN            NaN   19.4500                 NaN   10.6449        46.3632       0.884873                 NaN            NaN   19.0813                 NaN
  1004.75        2500.00                 NaN            NaN   3.58849                 NaN            NaN   19.3813                 NaN   10.6397        46.4151       0.888533                 NaN            NaN   19.0868                 NaN
  1003.16        2500.00                 NaN            NaN   3.57730                 NaN            NaN   19.4922                 NaN   10.6750        46.3134       0.876677                 NaN            NaN   19.0654                 NaN
  1001.58        2500.00                 NaN            NaN   3.57785                 NaN            NaN   19.4850                 NaN   10.6711        46.3238       0.879126                 NaN            NaN   19.0630                 NaN
  1000.00        2500.00                 NaN            NaN   3.58017                 NaN            NaN   19.5066                 NaN   10.6835        46.3010       0.876392                 NaN            NaN   19.0524                 NaN
