|6.6.6
Archiving\03_Data\eqLP/QFM_m0.25/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.1690       0.831028                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.1690       0.831026                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.1690       0.831023                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.1690       0.831021                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.1690       0.831018                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.1690       0.831016                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.1690       0.831013                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1690       0.831011                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1690       0.831009                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1690       0.831006                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1690       0.831003                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1690       0.831001                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1690       0.830998                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.1690       0.830995                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.1690       0.830993                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1690       0.830990                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.1690       0.830987                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1690       0.830985                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1690       0.830982                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1690       0.830979                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1690       0.830976                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1690       0.830973                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1690       0.830970                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1690       0.830967                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1690       0.830964                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1690       0.830961                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1690       0.830958                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.1690       0.830955                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.1690       0.830952                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.1691       0.830949                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.1691       0.830945                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.1691       0.830942                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.1691       0.830939                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.1691       0.830936                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.1691       0.830932                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.1691       0.830929                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.1691       0.830925                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.1691       0.830922                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.1691       0.830919                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.1691       0.830915                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.1691       0.830912                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.1691       0.830908                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.1691       0.830904                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.1691       0.830901                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.1691       0.830897                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.1691       0.830893                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.1691       0.830889                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.1691       0.830886                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.1691       0.830882                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.1691       0.830878                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.1691       0.830874                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.1691       0.830870                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.1691       0.830866                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.1691       0.830862                 NaN            NaN            NaN            NaN            NaN            NaN
