|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1307.24        2500.00                 NaN            NaN   89.0977                 NaN   1.03650                 NaN   1.29393                 NaN   1.40852        7.16332                 NaN            NaN            NaN
  1305.77        2500.00                 NaN            NaN   90.1549                 NaN  0.938222                 NaN   1.17718                 NaN   1.27820        6.45150                 NaN            NaN            NaN
  1304.30        2500.00                 NaN            NaN   91.0568                 NaN  0.853397                 NaN   1.07904                 NaN   1.16655        5.84417                 NaN            NaN            NaN
  1302.83        2500.00                 NaN            NaN   91.8242                 NaN  0.782026                 NaN  0.995165                 NaN   1.07169        5.32688                 NaN            NaN            NaN
  1301.36        2500.00                 NaN            NaN   92.4994                 NaN  0.719851                 NaN  0.919549                 NaN  0.987702        4.87348                 NaN            NaN            NaN
  1299.89        2500.00                 NaN            NaN   93.0835                 NaN  0.664981                 NaN  0.856617                 NaN  0.914921        4.47993                 NaN            NaN            NaN
  1298.42        2500.00                 NaN            NaN   93.5941                 NaN  0.617414                 NaN  0.801255                 NaN  0.851247        4.13596                 NaN            NaN            NaN
  1296.95        2500.00                 NaN            NaN   94.0447                 NaN  0.575985                 NaN  0.752221                 NaN  0.795154        3.83192                 NaN            NaN            NaN
  1295.48        2500.00                 NaN            NaN   94.4458                 NaN  0.538648                 NaN  0.708951                 NaN  0.744825        3.56180                 NaN            NaN            NaN
  1294.01        2500.00                 NaN            NaN   94.8012                 NaN  0.505039                 NaN  0.671653                 NaN  0.700117        3.32195                 NaN            NaN            NaN
  1292.53        2500.00                 NaN            NaN   95.1206                 NaN  0.475289                 NaN  0.637797                 NaN  0.660059        3.10625                 NaN            NaN            NaN
  1291.06        2500.00                 NaN            NaN   95.4061                 NaN  0.448117                 NaN  0.608523                 NaN  0.623914        2.91331                 NaN            NaN            NaN
  1289.59        2500.00                 NaN            NaN   95.6647                 NaN  0.423929                 NaN  0.581545                 NaN  0.591075        2.73876                 NaN            NaN            NaN
  1288.12        2500.00                 NaN            NaN   93.2827                 NaN  0.534097                 NaN  0.870392                 NaN  0.896965        4.23784       0.178024                 NaN            NaN
  1286.65        2500.00                 NaN            NaN   93.2416                 NaN  0.522826                 NaN  0.873151                 NaN  0.900744        4.25423       0.207448                 NaN            NaN
  1285.18        2500.00       0.419639                 NaN   92.2492                 NaN  0.299396                 NaN   1.17379                 NaN  0.955231        4.90279                 NaN            NaN            NaN
  1283.71        2500.00       0.417566                 NaN   92.6341                 NaN  0.267544                 NaN   1.12650                 NaN  0.900243        4.65407                 NaN            NaN            NaN
  1282.24        2500.00       0.382869                 NaN   93.2829                 NaN  0.244333                 NaN   1.03121                 NaN  0.818029        4.24066                 NaN            NaN            NaN
  1280.77        2500.00       0.352900                 NaN   93.8342                 NaN  0.224314                 NaN  0.951922                 NaN  0.748331        3.88828                 NaN            NaN            NaN
  1279.30        2500.00       0.347955                 NaN   93.9239                 NaN  0.222571                 NaN  0.935567                 NaN  0.739800        3.83021                 NaN            NaN            NaN
  1277.83        2500.00       0.310462                 NaN   94.6287                 NaN  0.192179                 NaN  0.835479                 NaN  0.647632        3.38554                 NaN            NaN            NaN
  1276.36        2500.00       0.258315                 NaN   95.5481                 NaN  0.158625                 NaN  0.713390                 NaN  0.531653        2.78992                 NaN            NaN            NaN
  1274.89        2500.00       0.287795                 NaN   95.0960                 NaN  0.169673                 NaN  0.776938                 NaN  0.584160        3.08540                 NaN            NaN            NaN
  1273.42        2500.00       0.235383                 NaN   95.9293                 NaN  0.148248                 NaN  0.657466                 NaN  0.484272        2.54538                 NaN            NaN            NaN
  1271.95        2500.00       0.239966                 NaN   95.8657                 NaN  0.149533                 NaN  0.668010                 NaN  0.490245        2.58653                 NaN            NaN            NaN
  1270.48        2500.00       0.328247                 NaN   95.3554                 NaN  0.783547E-001            NaN  0.787247                 NaN  0.526639        2.92410                 NaN            NaN            NaN
  1269.01        2500.00       0.214743                 NaN   94.5909                 NaN  0.269156                 NaN  0.982003                 NaN  0.652009        3.29117                 NaN            NaN            NaN
  1267.54        2500.00       0.159327                 NaN   98.3098                 NaN  0.710467E-001            NaN  0.170716                 NaN  0.224567        1.06452                 NaN            NaN            NaN
  1266.07        2500.00       0.133045                 NaN   97.3908                 NaN  0.106381                 NaN  0.372701                 NaN  0.287624        1.70947                 NaN            NaN            NaN
  1264.60        2500.00       0.215823                 NaN   95.9352                 NaN  0.113752                 NaN  0.754563                 NaN  0.433838        2.35609                 NaN  0.190751                 NaN
  1263.13        2500.00       0.350716                 NaN   90.3764                 NaN  0.287594                 NaN   1.67161                 NaN  0.904818        4.85278                 NaN   1.55603                 NaN
  1261.66        2500.00       0.400552                 NaN   88.7973                 NaN  0.344686                 NaN   1.90975                 NaN   1.05234        5.68765                 NaN   1.80774                 NaN
  1260.19        2500.00       0.201503                 NaN   94.1110                 NaN  0.207149                 NaN  0.915153                 NaN  0.564462        3.04139                 NaN  0.959388                 NaN
  1258.72        2500.00       0.409758                 NaN   89.0354                 NaN  0.270864                 NaN   1.97585                 NaN  0.985848        5.57385                 NaN   1.74843                 NaN
  1257.25        2500.00       0.352210                 NaN   90.2877                 NaN  0.259431                 NaN   1.55487                 NaN  0.882807        5.09913                 NaN   1.56390                 NaN
  1255.78        2500.00       0.370151                 NaN   89.1247                 NaN  0.328309                 NaN   1.84565                 NaN  0.960400        5.63910                 NaN   1.73172                 NaN
  1254.31        2500.00       0.493799                 NaN   85.7080                 NaN  0.378570                 NaN   2.25983                 NaN   1.21738        7.65572                 NaN   2.28674                 NaN
  1252.84        2500.00       0.999074                 NaN   70.2490                 NaN  0.724567                 NaN   4.49795                 NaN   2.38775        16.2817                 NaN   4.85995                 NaN
  1251.37        2500.00        3.16574                 NaN            NaN            NaN   2.40703                 NaN   14.3913                 NaN   7.74068        50.9480                 NaN   15.4635        5.88368     
  1249.90        2500.00        3.16300                 NaN            NaN            NaN   2.41465                 NaN   14.3820                 NaN   7.75651        50.9768                 NaN   15.4802        5.82694     
  1248.43        2500.00        3.14714                 NaN            NaN            NaN   2.46215                 NaN   14.3420                 NaN   7.77281        50.9891                 NaN   15.5070        5.77987     
  1246.96        2500.00        3.15742                 NaN            NaN            NaN   2.42999                 NaN   14.3636                 NaN   7.78812        51.0346                 NaN   15.5138        5.71251     
  1245.49        2500.00        3.15457                 NaN            NaN            NaN   2.43774                 NaN   14.3546                 NaN   7.80387        51.0636                 NaN   15.5308        5.65481     
  1244.02        2500.00        3.13583                 NaN            NaN            NaN   2.44536                 NaN   14.2788                 NaN   7.82915        50.9758                 NaN   15.5541        5.78101     
  1242.55        2500.00        3.14838                 NaN            NaN            NaN   2.45429                 NaN   14.3368                 NaN   7.83497        51.1214                 NaN   15.5654        5.53867     
  1241.08        2500.00        3.13471                 NaN            NaN            NaN   2.45171                 NaN   14.2716                 NaN   7.84400        51.0433                 NaN   15.5864        5.66832     
  1239.61        2500.00        3.14260                 NaN            NaN            NaN   2.46958                 NaN   14.3198                 NaN   7.86645        51.1807                 NaN   15.6001        5.42083     
  1238.14        2500.00        3.17534                 NaN            NaN            NaN   2.42141                 NaN   14.2001                 NaN   7.75228        51.1173                 NaN   15.5715        5.76214     
  1236.67        2500.00        3.17535                 NaN            NaN            NaN   2.42145                 NaN   14.2004                 NaN   7.75262        51.1553                 NaN   15.5886        5.70632     
  1235.20        2500.00        3.17536                 NaN            NaN            NaN   2.42149                 NaN   14.2007                 NaN   7.75296        51.1946                 NaN   15.6062        5.64870     
  1233.73        2500.00        2.76147                 NaN            NaN            NaN   2.71133                 NaN   14.0266                 NaN   7.90842        50.8754       0.217517        15.7653        5.73394     
  1232.26        2500.00        2.76148                 NaN            NaN            NaN   2.71137                 NaN   14.0269                 NaN   7.90876        50.9142       0.217523        15.7827        5.67708     
  1230.79        2500.00        2.76149                 NaN            NaN            NaN   2.71142                 NaN   14.0272                 NaN   7.90911        50.9532       0.217528        15.8002        5.61983     
  1229.32        2500.00        2.76150                 NaN            NaN            NaN   2.71147                 NaN   14.0276                 NaN   7.90945        50.9925       0.217533        15.8178        5.56218     
  1227.85        2500.00        2.76151                 NaN            NaN            NaN   2.71151                 NaN   14.0279                 NaN   7.90980        51.0320       0.217539        15.8356        5.50414     
  1226.38        2500.00        2.76152                 NaN            NaN            NaN   2.71156                 NaN   14.0282                 NaN   7.91014        51.0719       0.217544        15.8535        5.44568     
  1224.91        2500.00        2.76153                 NaN            NaN            NaN   2.71161                 NaN   14.0285                 NaN   7.91049        51.1120       0.217549        15.8715        5.38682     
  1223.44        2500.00        2.76154                 NaN            NaN            NaN   2.71165                 NaN   14.0288                 NaN   7.91084        51.1524       0.217555        15.8897        5.32754     
  1221.97        2500.00        2.76155                 NaN            NaN            NaN   2.71170                 NaN   14.0291                 NaN   7.91119        51.1930       0.217560        15.9080        5.26785     
  1220.50        2500.00        2.76157                 NaN            NaN            NaN   2.71175                 NaN   14.0295                 NaN   7.91153        51.2340       0.217566        15.9264        5.20774     
  1219.03        2500.00        2.76158                 NaN            NaN            NaN   2.71180                 NaN   14.0298                 NaN   7.91188        51.2752       0.217571        15.9450        5.14721     
  1217.56        2500.00        2.76159                 NaN            NaN            NaN   2.71185                 NaN   14.0301                 NaN   7.91223        51.3167       0.217576        15.9637        5.08624     
  1216.09        2500.00        2.76160                 NaN            NaN            NaN   2.71189                 NaN   14.0304                 NaN   7.91258        51.3585       0.217582        15.9825        5.02485     
  1214.62        2500.00        2.76161                 NaN            NaN            NaN   2.71194                 NaN   14.0308                 NaN   7.91293        51.4006       0.217587        16.0015        4.96302     
  1213.15        2500.00        2.76163                 NaN            NaN            NaN   2.71199                 NaN   14.0311                 NaN   7.91329        51.4430       0.217593        16.0206        4.90075     
  1211.68        2500.00        2.76164                 NaN            NaN            NaN   2.71204                 NaN   14.0314                 NaN   7.91364        51.4858       0.217598        16.0399        4.83803     
  1210.21        2500.00        2.76165                 NaN            NaN            NaN   2.71209                 NaN   14.0317                 NaN   7.91399        51.5288       0.217604        16.0593        4.77487     
  1208.74        2500.00        2.76167                 NaN            NaN            NaN   2.71214                 NaN   14.0321                 NaN   7.91435        51.5721       0.217610        16.0788        4.71126     
  1207.27        2500.00        2.76168                 NaN            NaN            NaN   2.71219                 NaN   14.0324                 NaN   7.91470        51.6157       0.217615        16.0985        4.64719     
  1205.80        2500.00        2.46643                 NaN            NaN            NaN   3.08708                 NaN   13.9776                 NaN   8.36039        51.3995       0.323423        16.2287        4.15687     
  1204.33        2500.00        2.33692                 NaN            NaN            NaN   3.04094                 NaN   13.8486                 NaN   8.07967        51.2938       0.420750        16.2933        4.68595     
  1202.86        2500.00        2.36306                 NaN            NaN            NaN   3.16817                 NaN   13.9296                 NaN   8.41342        51.4012       0.381557        16.2946        4.04839     
  1201.39        2500.00        2.31246                 NaN            NaN            NaN   3.20832                 NaN   13.9058                 NaN   8.43914        51.4049       0.410016        16.3274        3.99186     
  1199.92        2500.00        2.26320                 NaN            NaN            NaN   3.24713                 NaN   13.8835                 NaN   8.46470        51.4088       0.437659        16.3601        3.93491     
  1198.45        2500.00        2.21513                 NaN            NaN            NaN   3.28500                 NaN   13.8620                 NaN   8.48985        51.4136       0.464609        16.3926        3.87719     
  1196.98        2500.00        2.16672                 NaN            NaN            NaN   3.32309                 NaN   13.8408                 NaN   8.51516        51.4181       0.491691        16.4252        3.81921     
  1195.51        2500.00        2.12090                 NaN            NaN            NaN   3.35927                 NaN   13.8209                 NaN   8.53953        51.4248       0.517315        16.4573        3.76003     
  1194.04        2500.00       0.805854        3.51072                 NaN            NaN            NaN            NaN   21.6456                 NaN   2.04892        54.8219       0.819357        14.7813        1.56640     
  1192.57        2500.00       0.720219        3.56617                 NaN            NaN            NaN            NaN   21.7431                 NaN   1.98244        54.8626       0.859851        14.7933        1.47229     
  1191.10        2500.00        3.61130       0.617153                 NaN            NaN            NaN            NaN   21.9392                 NaN   1.90101        54.8405       0.906613        14.8026        1.38158     
  1189.63        2500.00       0.524113        3.69303                 NaN            NaN            NaN            NaN   21.9612                 NaN   1.81115        54.9600       0.953388        14.8147        1.28236     
  1188.16        2500.00       0.428957        3.75459                 NaN            NaN            NaN            NaN   22.0704                 NaN   1.73255        55.0046       0.998242        14.8263        1.18440     
  1186.69        2500.00       0.522899        3.71673                 NaN            NaN            NaN            NaN   21.8770                 NaN   1.78036        55.1594       0.969202        14.8609        1.11345     
  1185.22        2500.00        2.09429                 NaN            NaN            NaN   3.19001                 NaN   13.7859                 NaN   8.14524        51.7030       0.563173        16.6341        3.88435     
  1183.75        2500.00       0.142354        3.94076                 NaN            NaN            NaN            NaN   22.4028                 NaN   1.49558        55.1394        1.13248        14.8617       0.884876     
  1182.28        2500.00       0.440102E-001   4.00501                 NaN            NaN            NaN            NaN   22.5177                 NaN   1.41397        55.1846        1.17814        14.8733       0.783174     
  1180.81        2500.00        3.91766                 NaN            NaN            NaN  0.147093                 NaN   22.2908                 NaN   1.61340        55.0827        1.21168        14.9596       0.777031     
  1179.34        2500.00        2.03825                 NaN            NaN            NaN   3.24776                 NaN   13.7745                 NaN   8.15901        51.8227       0.581555        16.7493        3.62698     
  1177.87        2500.00       0.870483                 NaN            NaN            NaN   4.33400                 NaN   12.4291                 NaN   8.84428        51.2279        1.28519        17.2551        3.75388     
  1176.40        2500.00       0.870488                 NaN            NaN            NaN   4.33409                 NaN   12.4294                 NaN   8.84470        51.2773        1.28522        17.2776        3.68113     
  1174.93        2500.00       0.870494                 NaN            NaN            NaN   4.33418                 NaN   12.4298                 NaN   8.84511        51.3271        1.28526        17.3002        3.60786     
  1173.46        2500.00       0.870500                 NaN            NaN            NaN   4.33427                 NaN   12.4301                 NaN   8.84552        51.3772        1.28530        17.3231        3.53404     
  1171.99        2500.00       0.870506                 NaN            NaN            NaN   4.33436                 NaN   12.4304                 NaN   8.84594        51.4277        1.28533        17.3460        3.45968     
  1170.52        2500.00       0.870512                 NaN            NaN            NaN   4.33445                 NaN   12.4307                 NaN   8.84636        51.4786        1.28537        17.3692        3.38477     
  1169.05        2500.00       0.870519                 NaN            NaN            NaN   4.33454                 NaN   12.4310                 NaN   8.84678        51.5299        1.28541        17.3925        3.30931     
  1167.58        2500.00       0.480502                 NaN            NaN            NaN   4.62665                 NaN   12.3253                 NaN   8.94860        51.1934        1.47774        17.5489        3.39898     
  1166.11        2500.00       0.480506                 NaN            NaN            NaN   4.62675                 NaN   12.3256                 NaN   8.94902        51.2450        1.47779        17.5724        3.32298     
  1164.64        2500.00       0.480509                 NaN            NaN            NaN   4.62685                 NaN   12.3259                 NaN   8.94945        51.2969        1.47783        17.5961        3.24641     
  1163.17        2500.00       0.480512                 NaN            NaN            NaN   4.62695                 NaN   12.3262                 NaN   8.94988        51.3493        1.47787        17.6200        3.16928     
  1161.70        2500.00       0.480516                 NaN            NaN            NaN   4.62705                 NaN   12.3266                 NaN   8.95030        51.4020        1.47792        17.6440        3.09158     
  1160.23        2500.00       0.480519                 NaN            NaN            NaN   4.62715                 NaN   12.3269                 NaN   8.95073        51.4552        1.47796        17.6683        3.01331     
  1158.76        2500.00       0.480522                 NaN            NaN            NaN   4.62726                 NaN   12.3272                 NaN   8.95117        51.5087        1.47800        17.6927        2.93446     
  1157.29        2500.00       0.359899                 NaN            NaN            NaN   4.71768                 NaN   12.2947                 NaN   8.98297        51.4417        1.53753        17.7580        2.90753     
  1155.82        2500.00       0.312576                 NaN            NaN            NaN   4.75323                 NaN   12.2822                 NaN   8.99571        51.4484        1.56091        17.7987        2.84837     
  1154.35        2500.00        4.06946                 NaN            NaN            NaN            NaN            NaN   22.9305                 NaN   1.37642        55.4732        1.23470        14.9157                 NaN
  1152.88        2500.00        4.07113                 NaN            NaN            NaN            NaN            NaN   22.9353                 NaN   1.38399        55.4630        1.23590        14.9107                 NaN
  1151.41        2500.00        4.07513                 NaN            NaN            NaN            NaN            NaN   22.9509                 NaN   1.38556        55.4549        1.23758        14.8959                 NaN
  1149.94        2500.00        4.07649                 NaN            NaN            NaN            NaN            NaN   22.9401                 NaN   1.40501        55.4464        1.23765        14.8944                 NaN
  1148.47        2500.00        4.10268                 NaN            NaN            NaN            NaN            NaN   22.8661                 NaN   1.34657        55.5588        1.25032        14.8755                 NaN
  1147.00        2500.00       0.333630E-002            NaN            NaN            NaN   5.06016                 NaN   13.1217                 NaN   9.49187        50.9985        1.59168        17.8372        1.89554     
  1145.53        2500.00        4.08543                 NaN            NaN            NaN            NaN            NaN   22.9885                 NaN   1.40752        55.4159        1.24267        14.8599                 NaN
  1144.06        2500.00        4.08667                 NaN            NaN            NaN            NaN            NaN   22.9389                 NaN   1.44663        55.4155        1.23871        14.8735                 NaN
  1142.59        2500.00        4.09012                 NaN            NaN            NaN            NaN            NaN   23.0032                 NaN   1.41953        55.3964        1.24462        14.8461                 NaN
  1141.12        2500.00        4.09116                 NaN            NaN            NaN            NaN            NaN   22.9834                 NaN   1.44147        55.3899        1.24317        14.8509                 NaN
  1139.65        2500.00        4.09599                 NaN            NaN            NaN            NaN            NaN   23.0206                 NaN   1.42091        55.3833        1.24603        14.8331                 NaN
  1138.18        2500.00        4.09967                 NaN            NaN            NaN            NaN            NaN   23.0328                 NaN   1.42549        55.3769        1.24850        14.8167                 NaN
  1136.71        2500.00        4.10188                 NaN            NaN            NaN            NaN            NaN   23.0444                 NaN   1.43633        55.3583        1.24872        14.8104                 NaN
  1135.24        2500.00        4.10376                 NaN            NaN            NaN            NaN            NaN   23.0665                 NaN   1.43605        55.3444        1.25041        14.7989                 NaN
  1133.77        2500.00        4.11436                 NaN            NaN            NaN            NaN            NaN   23.0576                 NaN   1.39158        55.3894        1.26355        14.7835                 NaN
  1132.30        2500.00        4.10911                 NaN            NaN            NaN            NaN            NaN   23.1107                 NaN   1.43361        55.3189        1.25438        14.7733                 NaN
  1130.83        2500.00        4.11177                 NaN            NaN            NaN            NaN            NaN   23.1282                 NaN   1.43535        55.3068        1.25583        14.7620                 NaN
  1129.36        2500.00        4.12726                 NaN            NaN            NaN            NaN            NaN   23.0636                 NaN   1.42681        55.3696        1.26103        14.7518                 NaN
  1127.89        2500.00        4.13499                 NaN            NaN            NaN            NaN            NaN   23.0536                 NaN   1.41729        55.3870        1.26421        14.7429                 NaN
  1126.42        2500.00        4.11995                 NaN            NaN            NaN            NaN            NaN   23.1369                 NaN   1.46520        55.2788        1.25527        14.7439                 NaN
  1124.95        2500.00        4.12976                 NaN            NaN            NaN            NaN            NaN   23.1556                 NaN   1.45751        55.2860        1.25873        14.7124                 NaN
  1123.48        2500.00        4.13750                 NaN            NaN            NaN            NaN            NaN   23.1460                 NaN   1.44809        55.3032        1.26182        14.7034                 NaN
  1122.01        2500.00        4.14511                 NaN            NaN            NaN            NaN            NaN   23.1369                 NaN   1.43895        55.3199        1.26484        14.6944                 NaN
  1120.54        2500.00        4.13050                 NaN            NaN            NaN            NaN            NaN   23.1785                 NaN   1.49426        55.2349        1.25834        14.7035                 NaN
  1119.07        2500.00        4.15833                 NaN            NaN            NaN            NaN            NaN   23.1255                 NaN   1.42675        55.3426        1.26979        14.6770                 NaN
  1117.60        2500.00        4.13723                 NaN            NaN            NaN            NaN            NaN   23.2174                 NaN   1.49286        55.2144        1.26167        14.6765                 NaN
  1116.13        2500.00        4.04145                 NaN            NaN            NaN            NaN            NaN   23.3299                 NaN   1.66052        54.9589        1.30214        14.7070                 NaN
  1114.66        2500.00       0.258676        3.78473                 NaN            NaN            NaN            NaN   23.3238                 NaN   1.67517        54.9501        1.30041        14.7070                 NaN
  1113.19        2500.00        4.15088                 NaN            NaN            NaN            NaN            NaN   23.2305                 NaN   1.49304        55.2104        1.26561        14.6495                 NaN
  1111.72        2500.00        4.14211                 NaN            NaN            NaN            NaN            NaN   23.1401                 NaN   1.57448        55.1929        1.25400        14.6964                 NaN
  1110.25        2500.00        4.15917                 NaN            NaN            NaN            NaN            NaN   23.2538                 NaN   1.49644        55.1960        1.26713        14.6274                 NaN
  1108.78        2500.00        4.15374                 NaN            NaN            NaN            NaN            NaN   23.3378                 NaN   1.50044        55.1313        1.26716        14.6096                 NaN
  1107.31        2500.00        4.15729                 NaN            NaN            NaN            NaN            NaN   23.3198                 NaN   1.52522        55.1241        1.26256        14.6110                 NaN
  1105.84        2500.00        4.16017                 NaN            NaN            NaN            NaN            NaN   23.3284                 NaN   1.53254        55.1132        1.26224        14.6034                 NaN
  1104.37        2500.00        4.17571                 NaN            NaN            NaN            NaN            NaN   23.3170                 NaN   1.47510        55.1741        1.27440        14.5837                 NaN
  1102.90        2500.00        4.17809                 NaN            NaN            NaN            NaN            NaN   23.3354                 NaN   1.48239        55.1573        1.27416        14.5727                 NaN
  1101.43        2500.00        4.16804                 NaN            NaN            NaN            NaN            NaN   23.3543                 NaN   1.56096        55.0787        1.26232        14.5757                 NaN
  1099.96        2500.00        4.18597                 NaN            NaN            NaN            NaN            NaN   23.3133                 NaN   1.49762        55.1637        1.27657        14.5628                 NaN
  1098.49        2500.00        4.18985                 NaN            NaN            NaN            NaN            NaN   23.3252                 NaN   1.50436        55.1527        1.27586        14.5520                 NaN
  1097.02        2500.00        4.19339                 NaN            NaN            NaN            NaN            NaN   23.3346                 NaN   1.51427        55.1403        1.27461        14.5428                 NaN
  1095.55        2500.00        4.19477                 NaN            NaN            NaN            NaN            NaN   23.3798                 NaN   1.50246        55.1200        1.27839        14.5245                 NaN
  1094.08        2500.00        4.19761                 NaN            NaN            NaN            NaN            NaN   23.3840                 NaN   1.51462        55.1100        1.27776        14.5161                 NaN
  1092.61        2500.00        4.19066                 NaN            NaN            NaN            NaN            NaN   23.4229                 NaN   1.60928        55.0054        1.25715        14.5147                 NaN
  1091.14        2500.00        4.19012                 NaN            NaN            NaN            NaN            NaN   23.5073                 NaN   1.58644        54.9685        1.26431        14.4834                 NaN
  1089.67        2500.00        4.19037                 NaN            NaN            NaN            NaN            NaN   23.5314                 NaN   1.59267        54.9473        1.26591        14.4723                 NaN
  1088.20        2500.00        4.19576                 NaN            NaN            NaN            NaN            NaN   23.5352                 NaN   1.59513        54.9458        1.26370        14.4645                 NaN
  1086.73        2500.00        4.19691                 NaN            NaN            NaN            NaN            NaN   23.5003                 NaN   1.61230        54.9522        1.26099        14.4773                 NaN
  1085.26        2500.00        4.20753                 NaN            NaN            NaN            NaN            NaN   23.6070                 NaN   1.59351        54.9086        1.26422        14.4192                 NaN
  1083.79        2500.00        4.20435                 NaN            NaN            NaN            NaN            NaN   23.5788                 NaN   1.61560        54.9044        1.26254        14.4343                 NaN
  1082.32        2500.00        4.20741                 NaN            NaN            NaN            NaN            NaN   23.6024                 NaN   1.62057        54.8874        1.26248        14.4197                 NaN
  1080.85        2500.00        4.21037                 NaN            NaN            NaN            NaN            NaN   23.6217                 NaN   1.62661        54.8716        1.26235        14.4073                 NaN
  1079.38        2500.00        4.21331                 NaN            NaN            NaN            NaN            NaN   23.6380                 NaN   1.63363        54.8569        1.26183        14.3963                 NaN
  1077.91        2500.00        4.21627                 NaN            NaN            NaN            NaN            NaN   23.6571                 NaN   1.63988        54.8411        1.26146        14.3841                 NaN
  1076.44        2500.00        4.21972                 NaN            NaN            NaN            NaN            NaN   23.6884                 NaN   1.64373        54.8213        1.26172        14.3651                 NaN
  1074.97        2500.00        4.22027                 NaN            NaN            NaN            NaN            NaN   23.6439                 NaN   1.67004        54.8262        1.25921        14.3803                 NaN
  1073.50        2500.00        4.22573                 NaN            NaN            NaN            NaN            NaN   23.7275                 NaN   1.65717        54.7888        1.26067        14.3401                 NaN
  1072.03        2500.00        4.27059                 NaN            NaN            NaN            NaN            NaN   23.8175                 NaN   1.55167        54.8531        1.28338        14.2237                 NaN
  1070.56        2500.00        4.23144                 NaN            NaN            NaN            NaN            NaN   23.7551                 NaN   1.67305        54.7601        1.25879        14.3215                 NaN
  1069.09        2500.00        4.24762                 NaN            NaN            NaN            NaN            NaN   23.6679                 NaN   1.63379        54.8599        1.27038        14.3204                 NaN
  1067.62        2500.00        4.23741                 NaN            NaN            NaN            NaN            NaN   23.7928                 NaN   1.68757        54.7274        1.25723        14.2976                 NaN
  1066.15        2500.00        4.24033                 NaN            NaN            NaN            NaN            NaN   23.8080                 NaN   1.69554        54.7123        1.25621        14.2876                 NaN
  1064.68        2500.00        4.25090                 NaN            NaN            NaN            NaN            NaN   23.7696                 NaN   1.70067        54.7404        1.26040        14.2780                 NaN
  1063.21        2500.00        4.24647                 NaN            NaN            NaN            NaN            NaN   23.8568                 NaN   1.70900        54.6748        1.25504        14.2579                 NaN
  1061.74        2500.00        4.24923                 NaN            NaN            NaN            NaN            NaN   23.8706                 NaN   1.71749        54.6600        1.25395        14.2487                 NaN
  1060.27        2500.00        4.26144                 NaN            NaN            NaN            NaN            NaN   23.7288                 NaN   1.71859        54.7588        1.25947        14.2730                 NaN
  1058.80        2500.00        4.25554                 NaN            NaN            NaN            NaN            NaN   23.9176                 NaN   1.72410        54.6248        1.25186        14.2261                 NaN
  1057.33        2500.00        1.23136                 NaN            NaN            NaN   3.41835                 NaN   15.0401       0.308006E-001   6.53459        54.3185        1.65902        17.7673                 NaN
  1055.86        2500.00        4.25982                 NaN            NaN            NaN            NaN            NaN   23.9505                 NaN   1.74138        54.5924        1.25156        14.2044                 NaN
  1054.39        2500.00        4.27939                 NaN            NaN            NaN            NaN            NaN   23.9071                 NaN   1.69168        54.6755        1.26038        14.1860                 NaN
  1052.92        2500.00        4.26658                 NaN            NaN            NaN            NaN            NaN   24.0018                 NaN   1.75595        54.5532        1.24947        14.1731                 NaN
  1051.45        2500.00        4.27010                 NaN            NaN            NaN            NaN            NaN   24.0201                 NaN   1.77350        54.5331        1.24706        14.1561                 NaN
  1049.98        2500.00        4.27757                 NaN            NaN            NaN            NaN            NaN   24.0214                 NaN   1.75595        54.5473        1.24941        14.1484                 NaN
  1048.51        2500.00        4.28132                 NaN            NaN            NaN            NaN            NaN   24.0425                 NaN   1.76734        54.5277        1.24659        14.1346                 NaN
  1047.04        2500.00        4.27978                 NaN            NaN            NaN            NaN            NaN   24.1002                 NaN   1.79699        54.4697        1.24291        14.1104                 NaN
  1045.57        2500.00        4.27597                 NaN            NaN            NaN            NaN            NaN   23.9411                 NaN   1.86442        54.5223        1.24118        14.1551                 NaN
  1044.10        2500.00        4.28971                 NaN            NaN            NaN            NaN            NaN   24.1545                 NaN   1.81208        54.4288        1.23787        14.0770                 NaN
  1042.63        2500.00        4.28334                 NaN            NaN            NaN            NaN            NaN   24.0001                 NaN   1.88407        54.4737        1.23552        14.1233                 NaN
  1041.16        2500.00        4.29195                 NaN            NaN            NaN            NaN            NaN   24.1887                 NaN   1.83235        54.3923        1.23686        14.0579                 NaN
  1039.69        2500.00        4.30320                 NaN            NaN            NaN            NaN            NaN   24.0575                 NaN   1.76230        54.5459        1.25383        14.0772                 NaN
  1038.22        2500.00        4.31046                 NaN            NaN            NaN            NaN            NaN   24.1472                 NaN   1.78810        54.4671        1.25143        14.0356                 NaN
  1036.75        2500.00        4.31541                 NaN            NaN            NaN            NaN            NaN   24.1649                 NaN   1.79655        54.4550        1.25087        14.0173                 NaN
  1035.28        2500.00        4.31327                 NaN            NaN            NaN            NaN            NaN   24.2197                 NaN   1.81537        54.4024        1.24418        14.0051                 NaN
  1033.81        2500.00        4.30700                 NaN            NaN            NaN            NaN            NaN   24.3098                 NaN   1.87951        54.2871        1.22824        13.9883                 NaN
