|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1561.55        2500.00                 NaN            NaN   99.4738       0.480660       0.455560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.08        2500.00                 NaN            NaN   99.4758       0.479227       0.449765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.61        2500.00                 NaN            NaN   99.4831       0.474224       0.426865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.14        2500.00                 NaN            NaN   99.4217       0.532293       0.459759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00                 NaN            NaN   99.5515       0.411363       0.371504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.20        2500.00                 NaN            NaN   99.4948       0.464068       0.411749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.73        2500.00                 NaN            NaN   99.4990       0.459484       0.414969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.26        2500.00                 NaN            NaN   99.5015       0.458856       0.396095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00                 NaN            NaN   99.5075       0.452165       0.403639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.32        2500.00                 NaN            NaN   99.5087       0.453929       0.373788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.85        2500.00                 NaN            NaN   99.5133       0.448401       0.382791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.38        2500.00                 NaN            NaN   99.5177       0.445318       0.369754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00                 NaN            NaN   99.5215       0.441608       0.369208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00                 NaN            NaN   99.5262       0.407479       0.663142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.97        2500.00                 NaN            NaN   99.5283       0.465672       0.600482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.50        2500.00                 NaN            NaN   99.5312       0.433486       0.353338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.03        2500.00                 NaN            NaN   99.7881       0.198904       0.129511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.56        2500.00                 NaN            NaN   99.2848       0.662822       0.523407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.09        2500.00                 NaN            NaN   99.1218       0.821317       0.568349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN            NaN   99.9650       0.317313E-001  0.327822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00                 NaN            NaN   99.5483       0.420643       0.310385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.68        2500.00                 NaN            NaN   99.5493       0.420569       0.301304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.21        2500.00                 NaN            NaN   99.5563       0.414254       0.294173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.74        2500.00                 NaN            NaN   99.5595       0.410068       0.304288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.27        2500.00                 NaN            NaN   99.5602       0.412136       0.276719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.80        2500.00                 NaN            NaN   99.5640       0.407025       0.289566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.33        2500.00                 NaN            NaN   99.5694       0.401784       0.288315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.86        2500.00                 NaN            NaN   99.5695       0.404047       0.264502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        2500.00                 NaN            NaN   99.5730       0.400656       0.263603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        2500.00                 NaN            NaN   99.5763       0.397579       0.261370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN            NaN   99.5778       0.398074       0.241566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.98        2500.00                 NaN            NaN   99.5813       0.394510       0.241521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        2500.00                 NaN            NaN   99.7782       0.210072       0.117070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.04        2500.00                 NaN            NaN   99.3889       0.579171       0.319408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        2500.00                 NaN            NaN   99.5849       0.393686       0.214263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.10        2500.00                 NaN            NaN   99.5930       0.392028       0.149507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00                 NaN            NaN   99.5940       0.379343       0.266265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.16        2500.00                 NaN            NaN   99.5967       0.383063       0.202783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        2500.00                 NaN            NaN   99.5998       0.368001       0.321642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.22        2500.00                 NaN            NaN   99.4763       0.482102       0.415912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        2500.00                 NaN            NaN   99.7352       0.264796       0.405623E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.28        2500.00                 NaN            NaN   99.6057       0.387696       0.661251E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        2500.00                 NaN            NaN   99.6063       0.388649       0.506922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        2500.00                 NaN            NaN   99.6101       0.362873       0.269778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        2500.00                 NaN            NaN   99.6388       0.348514       0.126765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        2500.00                 NaN            NaN   99.5646       0.331840       0.849101E-002            NaN  0.951144E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        2500.00                 NaN            NaN   99.4974       0.393113E-001            NaN            NaN  0.463313                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        2500.00                 NaN            NaN   99.4958                 NaN  0.573358E-005            NaN  0.504204                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        2500.00                 NaN            NaN   99.4959                 NaN            NaN            NaN  0.504125                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        2500.00                 NaN            NaN   99.4948                 NaN            NaN            NaN  0.505232                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        2500.00                 NaN            NaN   99.4950                 NaN            NaN            NaN  0.505015                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        2500.00                 NaN            NaN   99.4931                 NaN            NaN            NaN  0.506905                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN            NaN   99.4906                 NaN            NaN            NaN  0.509406                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        2500.00                 NaN            NaN   99.4909                 NaN            NaN            NaN  0.509104                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        2500.00                 NaN            NaN   99.4382                 NaN            NaN            NaN  0.878516E-001  0.473982                 NaN            NaN            NaN            NaN            NaN
  1480.70        2500.00                 NaN            NaN   99.1098                 NaN  0.293093E-005            NaN  0.515583       0.374596                 NaN            NaN            NaN            NaN            NaN
  1479.23        2500.00                 NaN            NaN   99.3725                 NaN            NaN            NaN  0.362945       0.264557                 NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00                 NaN            NaN   99.2475                 NaN            NaN            NaN  0.316242       0.436212                 NaN            NaN            NaN            NaN            NaN
  1476.29        2500.00                 NaN            NaN   99.2614                 NaN            NaN            NaN  0.311701       0.426948                 NaN            NaN            NaN            NaN            NaN
  1474.82        2500.00                 NaN            NaN   99.2658                 NaN            NaN            NaN  0.308829       0.425419                 NaN            NaN            NaN            NaN            NaN
  1473.35        2500.00                 NaN            NaN   99.2716                 NaN            NaN            NaN  0.422514       0.305917                 NaN            NaN            NaN            NaN            NaN
  1471.88        2500.00                 NaN            NaN   99.2762                 NaN            NaN            NaN  0.303181       0.420643                 NaN            NaN            NaN            NaN            NaN
  1470.41        2500.00                 NaN            NaN   99.2850                 NaN  0.648888E-005            NaN  0.299943       0.415038                 NaN            NaN            NaN            NaN            NaN
  1468.94        2500.00                 NaN            NaN   99.2911       0.868588E-002            NaN            NaN  0.288139       0.412070                 NaN            NaN            NaN            NaN            NaN
  1467.47        2500.00                 NaN            NaN   99.2975       0.235422E-001            NaN            NaN  0.410243       0.268697                 NaN            NaN            NaN            NaN            NaN
  1466.00        2500.00                 NaN            NaN   99.3027                 NaN            NaN            NaN  0.291582       0.405739                 NaN            NaN            NaN            NaN            NaN
  1464.53        2500.00                 NaN            NaN   99.3090                 NaN            NaN            NaN  0.401873       0.289116                 NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN            NaN   99.3145                 NaN            NaN            NaN  0.286056       0.399483                 NaN            NaN            NaN            NaN            NaN
  1461.59        2500.00                 NaN            NaN   99.3203                 NaN            NaN            NaN  0.395809       0.283936                 NaN            NaN            NaN            NaN            NaN
  1460.12        2500.00                 NaN            NaN   99.3254                 NaN            NaN            NaN  0.393044       0.281509                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00                 NaN            NaN   99.3322                 NaN            NaN            NaN  0.389302       0.278538                 NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00                 NaN            NaN   99.3373       0.119997E-001            NaN            NaN  0.387522       0.263138                 NaN            NaN            NaN            NaN            NaN
  1455.71        2500.00                 NaN            NaN   99.3422       0.158291E-001            NaN            NaN  0.256653       0.385306                 NaN            NaN            NaN            NaN            NaN
  1454.24        2500.00                 NaN            NaN   99.3479       0.154118E-001            NaN            NaN  0.382062       0.254634                 NaN            NaN            NaN            NaN            NaN
  1452.77        2500.00                 NaN            NaN   99.3537       0.144674E-001            NaN            NaN  0.378693       0.253109                 NaN            NaN            NaN            NaN            NaN
  1451.30        2500.00                 NaN            NaN   99.3570       0.138299E-001            NaN            NaN  0.377018       0.252117                 NaN            NaN            NaN            NaN            NaN
  1449.83        2500.00                 NaN            NaN   99.3649       0.112073E-001            NaN            NaN  0.372083       0.251815                 NaN            NaN            NaN            NaN            NaN
  1448.36        2500.00                 NaN            NaN   99.3688       0.121575E-001            NaN            NaN  0.370366       0.248668                 NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00                 NaN            NaN   99.3736       0.117388E-001            NaN            NaN  0.367798       0.246843                 NaN            NaN            NaN            NaN            NaN
  1445.42        2500.00                 NaN            NaN   99.3782       0.113370E-001            NaN            NaN  0.245114       0.365394                 NaN            NaN            NaN            NaN            NaN
  1443.95        2500.00                 NaN            NaN   99.4284       0.175970                 NaN            NaN  0.395604                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN            NaN   99.3459                 NaN            NaN            NaN  0.335370       0.318752                 NaN            NaN            NaN            NaN            NaN
  1441.01        2500.00                 NaN            NaN   99.3921                 NaN            NaN            NaN  0.250583       0.357272                 NaN            NaN            NaN            NaN            NaN
  1439.54        2500.00                 NaN            NaN   99.3966                 NaN            NaN            NaN  0.248568       0.354795                 NaN            NaN            NaN            NaN            NaN
  1438.07        2500.00                 NaN            NaN   99.4654                 NaN  0.837092E-006            NaN  0.315370       0.219265                 NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00                 NaN            NaN   99.3411                 NaN            NaN            NaN  0.388303       0.270634                 NaN            NaN            NaN            NaN            NaN
  1435.13        2500.00                 NaN            NaN   98.4946                 NaN  0.342025E-001            NaN  0.908945       0.562216                 NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.19        2500.00                 NaN            NaN   99.8184                 NaN            NaN            NaN  0.106101       0.754869E-001            NaN            NaN            NaN            NaN            NaN
  1430.72        2500.00                 NaN            NaN   99.3683       0.374542E-001  0.248211E-004            NaN  0.376893       0.217319                 NaN            NaN            NaN            NaN            NaN
  1429.25        2500.00                 NaN            NaN   99.2488                 NaN  0.348332E-005            NaN  0.310723       0.344000       0.965031E-001            NaN            NaN            NaN            NaN
  1427.78        2500.00                 NaN            NaN   98.5928                 NaN            NaN            NaN  0.592807       0.356901       0.457462                 NaN            NaN            NaN            NaN
  1426.31        2500.00                 NaN            NaN   98.6054                 NaN  0.109763                 NaN  0.435303       0.374591       0.474947                 NaN            NaN            NaN            NaN
  1424.84        2500.00                 NaN            NaN   98.6223                 NaN  0.122808                 NaN  0.374128       0.408570       0.472161                 NaN            NaN            NaN            NaN
  1423.37        2500.00                 NaN            NaN   98.6575                 NaN  0.119046                 NaN  0.364426       0.399827       0.459203                 NaN            NaN            NaN            NaN
  1421.90        2500.00                 NaN            NaN   98.6757                 NaN  0.118866                 NaN  0.358656       0.393030       0.453797                 NaN            NaN            NaN            NaN
  1420.43        2500.00                 NaN            NaN   98.7002                 NaN  0.117753                 NaN  0.351794       0.384327       0.445969                 NaN            NaN            NaN            NaN
  1418.96        2500.00                 NaN            NaN   98.7222                 NaN  0.116541                 NaN  0.345888       0.376925       0.438407                 NaN            NaN            NaN            NaN
  1417.49        2500.00                 NaN            NaN   98.7451                 NaN  0.115655                 NaN  0.368163       0.340165       0.430874                 NaN            NaN            NaN            NaN
  1416.02        2500.00                 NaN            NaN   97.9097                 NaN  0.192941                 NaN  0.612113       0.567377       0.717865                 NaN            NaN            NaN            NaN
  1414.55        2500.00                 NaN            NaN   99.6820                 NaN  0.317392E-001            NaN  0.901861E-001  0.865713E-001  0.109504                 NaN            NaN            NaN            NaN
  1413.08        2500.00                 NaN            NaN   98.7738                 NaN  0.115502                 NaN  0.333019       0.356195       0.421480                 NaN            NaN            NaN            NaN
  1411.61        2500.00                 NaN            NaN   98.8265                 NaN  0.111575                 NaN  0.339957       0.318469       0.403530                 NaN            NaN            NaN            NaN
  1410.14        2500.00                 NaN            NaN   98.8441                 NaN  0.110736                 NaN  0.333343       0.314001       0.397802                 NaN            NaN            NaN            NaN
  1408.67        2500.00                 NaN            NaN   98.8633                 NaN  0.109564                 NaN  0.327564       0.308432       0.391189                 NaN            NaN            NaN            NaN
  1407.20        2500.00                 NaN            NaN   98.8827                 NaN  0.108527                 NaN  0.320613       0.303585       0.384561                 NaN            NaN            NaN            NaN
  1405.73        2500.00                 NaN            NaN   98.8984                 NaN  0.107777                 NaN  0.314879       0.299526       0.379371                 NaN            NaN            NaN            NaN
  1404.26        2500.00                 NaN            NaN   98.9174                 NaN  0.106784                 NaN  0.294274       0.308606       0.372935                 NaN            NaN            NaN            NaN
  1402.79        2500.00                 NaN            NaN   98.9334                 NaN  0.105859                 NaN  0.290214       0.302986       0.367573                 NaN            NaN            NaN            NaN
  1401.32        2500.00                 NaN            NaN   98.9501                 NaN  0.104955                 NaN  0.297532       0.285501       0.361957                 NaN            NaN            NaN            NaN
  1399.85        2500.00                 NaN            NaN   98.9619                 NaN  0.105612                 NaN  0.282188       0.292065       0.358269                 NaN            NaN            NaN            NaN
  1398.38        2500.00                 NaN            NaN   98.9849                 NaN  0.102115                 NaN  0.276162       0.287140       0.349638                 NaN            NaN            NaN            NaN
  1396.91        2500.00                 NaN            NaN   98.9969                 NaN  0.102199                 NaN  0.281960       0.272901       0.345998                 NaN            NaN            NaN            NaN
  1395.44        2500.00                 NaN            NaN   99.0115                 NaN  0.101574                 NaN  0.269202       0.276657       0.341044                 NaN            NaN            NaN            NaN
  1393.97        2500.00                 NaN            NaN   99.0261                 NaN  0.100593                 NaN  0.265211       0.271969       0.336121                 NaN            NaN            NaN            NaN
  1392.50        2500.00                 NaN            NaN   99.0408                 NaN  0.998593E-001            NaN  0.260896       0.267194       0.331210                 NaN            NaN            NaN            NaN
  1391.03        2500.00                 NaN            NaN   99.0540                 NaN  0.987966E-001            NaN  0.257638       0.263008       0.326522                 NaN            NaN            NaN            NaN
  1389.56        2500.00                 NaN            NaN   99.0683                 NaN  0.981042E-001            NaN  0.257845       0.254065       0.321673                 NaN            NaN            NaN            NaN
  1388.09        2500.00                 NaN            NaN   99.0807                 NaN  0.980011E-001            NaN  0.253108       0.250561       0.317620                 NaN            NaN            NaN            NaN
  1386.62        2500.00                 NaN            NaN   99.0838                 NaN  0.977035E-001            NaN  0.254030       0.247281       0.317205                 NaN            NaN            NaN            NaN
  1385.15        2500.00                 NaN            NaN   99.1163                 NaN  0.939989E-001            NaN  0.242217       0.243107       0.304412                 NaN            NaN            NaN            NaN
  1383.68        2500.00                 NaN            NaN   96.6022                 NaN  0.240640E-001  0.354033       0.876209       0.979443        1.16409                 NaN            NaN            NaN            NaN
  1382.21        2500.00                 NaN            NaN   99.9980                 NaN  0.203699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1380.74        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.27        2500.00                 NaN            NaN   99.9626                 NaN  0.304704E-002            NaN  0.898523E-002  0.131404E-001  0.121973E-001            NaN            NaN            NaN            NaN
  1377.80        2500.00                 NaN            NaN   99.1834                 NaN  0.842355E-001            NaN  0.230251       0.221161       0.280932                 NaN            NaN            NaN            NaN
  1376.33        2500.00                 NaN            NaN   99.1683                 NaN  0.850285E-001            NaN  0.240667       0.219861       0.286111                 NaN            NaN            NaN            NaN
  1374.86        2500.00                 NaN            NaN   99.1987                 NaN  0.961567E-001            NaN  0.225651       0.201462       0.278039                 NaN            NaN            NaN            NaN
  1373.39        2500.00                 NaN            NaN   99.2001                 NaN  0.887231E-001            NaN  0.218039       0.216985       0.276195                 NaN            NaN            NaN            NaN
  1371.92        2500.00                 NaN            NaN   99.2095                 NaN  0.885041E-001            NaN  0.215580       0.213308       0.273075                 NaN            NaN            NaN            NaN
  1370.45        2500.00                 NaN            NaN   99.2212                 NaN  0.876442E-001            NaN  0.212372       0.209819       0.268988                 NaN            NaN            NaN            NaN
  1368.98        2500.00                 NaN            NaN   99.2302                 NaN  0.881505E-001            NaN  0.206137       0.208933       0.266539                 NaN            NaN            NaN            NaN
  1367.51        2500.00                 NaN            NaN   99.2000                 NaN  0.894888E-001            NaN  0.215858       0.218932       0.275706                 NaN            NaN            NaN            NaN
  1366.04        2500.00                 NaN            NaN   99.2918                 NaN  0.797440E-001            NaN  0.191724       0.192440       0.244328                 NaN            NaN            NaN            NaN
  1364.57        2500.00                 NaN            NaN   99.2600                 NaN  0.842620E-001            NaN  0.202054       0.198333       0.255349                 NaN            NaN            NaN            NaN
  1363.10        2500.00                 NaN            NaN   99.2693                 NaN  0.833262E-001            NaN  0.199242       0.196069       0.252072                 NaN            NaN            NaN            NaN
  1361.63        2500.00                 NaN            NaN   99.2785                 NaN  0.826510E-001            NaN  0.193210       0.196668       0.248957                 NaN            NaN            NaN            NaN
  1360.16        2500.00                 NaN            NaN   99.2874                 NaN  0.817577E-001            NaN  0.190864       0.194190       0.245813                 NaN            NaN            NaN            NaN
  1358.69        2500.00                 NaN            NaN   99.2956                 NaN  0.814603E-001            NaN  0.187771       0.192214       0.242956                 NaN            NaN            NaN            NaN
  1357.22        2500.00                 NaN            NaN   99.3053                 NaN  0.796997E-001            NaN  0.186601       0.189036       0.239387                 NaN            NaN            NaN            NaN
  1355.75        2500.00                 NaN            NaN   99.3131                 NaN  0.794884E-001            NaN  0.183355       0.187315       0.236699                 NaN            NaN            NaN            NaN
  1354.28        2500.00                 NaN            NaN   99.3215                 NaN  0.784491E-001            NaN  0.181632       0.184694       0.233709                 NaN            NaN            NaN            NaN
  1352.81        2500.00                 NaN            NaN   99.3297                 NaN  0.777284E-001            NaN  0.179218       0.182518       0.230811                 NaN            NaN            NaN            NaN
  1351.34        2500.00                 NaN            NaN   99.3374                 NaN  0.769098E-001            NaN  0.177258       0.180354       0.228075                 NaN            NaN            NaN            NaN
  1349.87        2500.00                 NaN            NaN   99.3454                 NaN  0.760492E-001            NaN  0.175141       0.178144       0.225256                 NaN            NaN            NaN            NaN
  1348.40        2500.00                 NaN            NaN   99.3516                 NaN  0.760426E-001            NaN  0.176562       0.172402       0.223386                 NaN            NaN            NaN            NaN
  1346.93        2500.00                 NaN            NaN   99.3621                 NaN  0.732467E-001            NaN  0.173266       0.172512       0.218890                 NaN            NaN            NaN            NaN
  1345.46        2500.00                 NaN            NaN   99.3680                 NaN  0.735708E-001            NaN  0.171811       0.169434       0.217192                 NaN            NaN            NaN            NaN
  1343.99        2500.00                 NaN            NaN   99.3741                 NaN  0.733086E-001            NaN  0.169981       0.167419       0.215156                 NaN            NaN            NaN            NaN
  1342.52        2500.00                 NaN            NaN   99.3836                 NaN  0.711958E-001            NaN  0.167136       0.166703       0.211360                 NaN            NaN            NaN            NaN
  1341.05        2500.00                 NaN            NaN   99.3894                 NaN  0.710313E-001            NaN  0.165738       0.164347       0.209486                 NaN            NaN            NaN            NaN
  1339.58        2500.00                 NaN            NaN   99.3965                 NaN  0.703078E-001            NaN  0.163465       0.162704       0.207062                 NaN            NaN            NaN            NaN
  1338.11        2500.00                 NaN            NaN   99.4032                 NaN  0.691197E-001            NaN  0.161962       0.161315       0.204396                 NaN            NaN            NaN            NaN
  1336.64        2500.00                 NaN            NaN   99.4099                 NaN  0.682872E-001            NaN  0.160106       0.159581       0.202082                 NaN            NaN            NaN            NaN
  1335.17        2500.00                 NaN            NaN   99.4162                 NaN  0.676245E-001            NaN  0.158396       0.157916       0.199852                 NaN            NaN            NaN            NaN
  1333.70        2500.00                 NaN            NaN   99.4229                 NaN  0.666572E-001            NaN  0.155927       0.157120       0.197420                 NaN            NaN            NaN            NaN
  1332.23        2500.00                 NaN            NaN   99.4289                 NaN  0.658061E-001            NaN  0.155729       0.154358       0.195226                 NaN            NaN            NaN            NaN
  1330.76        2500.00                 NaN            NaN   99.6113                 NaN  0.480682E-001            NaN  0.106609       0.100079       0.133893                 NaN            NaN            NaN            NaN
  1329.29        2500.00                 NaN            NaN   99.2649                 NaN  0.805673E-001            NaN  0.209001       0.195587       0.249954                 NaN            NaN            NaN            NaN
  1327.82        2500.00                 NaN            NaN   99.4472                 NaN  0.630486E-001            NaN  0.148694       0.152476       0.188560                 NaN            NaN            NaN            NaN
  1326.35        2500.00                 NaN            NaN   99.4531                 NaN  0.621352E-001            NaN  0.146617       0.151639       0.186550                 NaN            NaN            NaN            NaN
  1324.88        2500.00                 NaN            NaN   99.4585                 NaN  0.610075E-001            NaN  0.145047       0.151040       0.184432                 NaN            NaN            NaN            NaN
  1323.41        2500.00                 NaN            NaN   99.4650                 NaN  0.607652E-001            NaN  0.148251       0.143883       0.182058                 NaN            NaN            NaN            NaN
  1321.94        2500.00                 NaN            NaN   99.4702                 NaN  0.591751E-001            NaN  0.148969       0.141551       0.180106                 NaN            NaN            NaN            NaN
  1320.47        2500.00                 NaN            NaN   99.4757                 NaN  0.587550E-001            NaN  0.147383       0.139911       0.178268                 NaN            NaN            NaN            NaN
  1319.00        2500.00                 NaN            NaN   99.4805                 NaN  0.572107E-001            NaN  0.138438       0.147539       0.176274                 NaN            NaN            NaN            NaN
  1317.53        2500.00                 NaN            NaN   99.4864                 NaN  0.566036E-001            NaN  0.136753       0.146075       0.174180                 NaN            NaN            NaN            NaN
  1316.06        2500.00                 NaN            NaN   99.4916                 NaN  0.557982E-001            NaN  0.135084       0.145221       0.172333                 NaN            NaN            NaN            NaN
  1314.59        2500.00                 NaN            NaN   90.2621                 NaN  0.871965                 NaN  0.235817        1.07392        1.28314        6.27305                 NaN            NaN            NaN
  1313.12        2500.00                 NaN            NaN   82.0760                 NaN   1.62437                 NaN   1.95312       0.215009        2.26615        11.8653                 NaN            NaN            NaN
  1311.65        2500.00                 NaN            NaN   84.4579                 NaN   1.45318                 NaN   1.75819       0.710925E-001   1.97668        10.2830                 NaN            NaN            NaN
  1310.18        2500.00                 NaN            NaN   86.3310                 NaN   1.30103                 NaN   1.58852                 NaN   1.74805        9.03137                 NaN            NaN            NaN
  1308.71        2500.00                 NaN            NaN   87.8423                 NaN   1.15569                 NaN   1.42871                 NaN   1.56260        8.01070                 NaN            NaN            NaN
