|6.6.6
Archiving\03_Data\eq/QFM_m3.5/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2144       0.777221       0.837845E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2143       0.777293       0.837844E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2143       0.777364       0.837843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2142       0.777435       0.837843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2141       0.777507       0.837842E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2140       0.777578       0.837842E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2140       0.777650       0.837842E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2139       0.777722       0.837843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2138       0.777794       0.837843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2138       0.777865       0.837844E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2137       0.777937       0.837845E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2136       0.778009       0.837846E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2135       0.778081       0.837847E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2135       0.778153       0.837848E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2134       0.778225       0.837850E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2133       0.778298       0.837852E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2133       0.778370       0.837854E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2132       0.778442       0.837856E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2131       0.778515       0.837858E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2130       0.778587       0.837861E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2130       0.778660       0.837863E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2129       0.778732       0.837866E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2128       0.778805       0.837870E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2127       0.778878       0.837873E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2127       0.778950       0.837876E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2126       0.779023       0.837880E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2125       0.779096       0.837884E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2125       0.779169       0.837888E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2124       0.779242       0.837892E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2123       0.779315       0.837897E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2122       0.779388       0.837901E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2122       0.779462       0.837906E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2121       0.779535       0.837911E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2120       0.779608       0.837916E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2119       0.779682       0.837922E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2119       0.779755       0.837927E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2118       0.779829       0.837933E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2117       0.779902       0.837939E-002            NaN            NaN            NaN            NaN            NaN            NaN
