|6.6.6
Archiving\03_Data\fracLP/QFM_m1/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1694.24        500.000        99.5769                 NaN  0.765115E-002  0.415432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.8444                 NaN  0.207076E-001   1.13490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2134                 NaN  0.139905E-001  0.772641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2200                 NaN  0.137994E-001  0.766200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1903                 NaN  0.142035E-001  0.795458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1883                 NaN  0.141405E-001  0.797520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1981                 NaN  0.138822E-001  0.787971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1869                 NaN  0.140079E-001  0.799052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1859                 NaN  0.139855E-001  0.800093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1792                 NaN  0.139975E-001  0.806760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1761                 NaN  0.139859E-001  0.809905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1685                 NaN  0.140615E-001  0.817403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1708                 NaN  0.139429E-001  0.815291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1647                 NaN  0.140104E-001  0.821316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1591                 NaN  0.140503E-001  0.826859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1612                 NaN  0.139724E-001  0.824818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        97.9351                 NaN  0.340466E-001   2.03081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9968                 NaN  0.323480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.5352                 NaN  0.451387E-002  0.460259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1183                 NaN  0.145211E-001  0.867161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1850                 NaN  0.134171E-001  0.801540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1503                 NaN  0.139304E-001  0.835764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.5918                 NaN  0.230357E-001   1.38521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.6728                 NaN  0.537277E-002  0.321786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1853                 NaN  0.133409E-001  0.801355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1490                 NaN  0.139221E-001  0.837047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1507                 NaN  0.138803E-001  0.835449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1486                 NaN  0.139264E-001  0.837507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1507                 NaN  0.138085E-001  0.829258       0.623073E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.0990                 NaN  0.781941E-002  0.192588        1.70058                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        96.0561                 NaN  0.112615E-001  0.242466E-001   3.90838                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4177                 NaN  0.180161E-002  0.170183E-001  0.563458                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.2235                 NaN  0.433042E-002  0.345882E-002   1.76866                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        97.9661                 NaN  0.479748E-002  0.724083E-002   2.02184                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        97.9924                 NaN  0.462685E-002  0.216873E-001   1.98129                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        97.9189                 NaN  0.492214E-002  0.625736E-001   2.01356                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.1635                 NaN  0.389802E-002            NaN   1.83256                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.0891                 NaN  0.365117E-002  0.167668E-005   1.90723                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.1148                 NaN  0.344648E-002            NaN   1.88171                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.1414                 NaN  0.323217E-002            NaN   1.85538                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.1715                 NaN  0.284988E-002            NaN   1.82564                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.1969                 NaN  0.258392E-002            NaN   1.80050                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.2217                 NaN  0.246056E-002            NaN   1.77580                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.1959                 NaN  0.209558E-002            NaN   1.80198                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.3214                 NaN  0.182599E-002            NaN   1.67674                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.2945                 NaN  0.166847E-002            NaN   1.70386                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.3217                 NaN  0.138486E-002            NaN   1.67696                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.3423                 NaN  0.113572E-002            NaN   1.65660                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.3618                 NaN  0.919590E-003            NaN   1.63723                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.3813                 NaN  0.755086E-003            NaN   1.61791                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.4020                 NaN  0.440721E-003            NaN   1.59753                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4212                 NaN  0.236491E-003            NaN   1.57854                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.4429                 NaN  0.945975E-003            NaN   1.55611                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.4578                 NaN  0.662762E-003            NaN   1.54150                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.4776                 NaN            NaN            NaN   1.52237                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.2925                 NaN  0.226494E-002            NaN   1.70524                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7139                 NaN            NaN            NaN   1.28609                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5323                 NaN  0.394211E-002            NaN   1.46373                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5390                 NaN            NaN            NaN   1.46096                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5551                 NaN            NaN            NaN   1.44493                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.5695                 NaN            NaN            NaN   1.43048                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.5816                 NaN            NaN            NaN   1.41836                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.5953                 NaN            NaN            NaN   1.40467                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.6053                 NaN            NaN            NaN   1.39469                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.6171                 NaN            NaN            NaN   1.38286                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.6270                 NaN            NaN            NaN   1.37304                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.6347                 NaN            NaN            NaN   1.36532                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.6460                 NaN            NaN            NaN   1.35403                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.3003                 NaN            NaN            NaN  0.315406E-001   1.66819                 NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.1558                 NaN  0.280394E-002            NaN            NaN   1.84137                 NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.0116                 NaN  0.109547E-001            NaN            NaN   1.97746                 NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        97.2150                 NaN  0.172058E-001            NaN            NaN   1.65987        1.10790                 NaN            NaN            NaN            NaN
  1513.78        500.000        97.0718                 NaN  0.165846E-001            NaN            NaN   2.11097       0.800673                 NaN            NaN            NaN            NaN
  1511.28        500.000        97.1430                 NaN  0.159507E-001            NaN            NaN  0.778099        2.06295                 NaN            NaN            NaN            NaN
  1508.77        500.000        97.2008                 NaN  0.570209E-002            NaN  0.546430        2.24704                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.2365                 NaN  0.385291E-002            NaN  0.611426        2.14824                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.3054                 NaN  0.310696E-002            NaN  0.604729        2.08674                 NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.3723                 NaN  0.260280E-002            NaN  0.586828        2.03824                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.4382                 NaN  0.180909E-002            NaN  0.581799        1.97821                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.4979                 NaN  0.129095E-002            NaN  0.568891        1.93191                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.5575                 NaN  0.746386E-003            NaN  0.556189        1.88557                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.6138                 NaN  0.220091E-003            NaN  0.544451        1.84152                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.6669                 NaN  0.493270E-003            NaN  0.527420        1.80521                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.7185                 NaN            NaN            NaN  0.511420        1.77009                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.7675                 NaN            NaN            NaN  0.490240        1.74225                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.8173                 NaN            NaN            NaN  0.480884        1.70184                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.8649                 NaN            NaN            NaN  0.469938        1.66516                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.9050                 NaN            NaN            NaN  0.446516        1.64844                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.9518                 NaN            NaN            NaN  0.432080        1.61614                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        97.9895                 NaN            NaN            NaN  0.415811        1.59473                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.0290                 NaN            NaN            NaN  0.399922        1.57105                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.0675                 NaN            NaN            NaN  0.383678        1.54886                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.1035                 NaN            NaN            NaN  0.366940        1.52955                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.1357                 NaN            NaN            NaN  0.354749        1.50951                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.1722                 NaN            NaN            NaN  0.337070        1.49071                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1952                 NaN            NaN            NaN  0.290317        1.46351       0.509523E-001            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1884                 NaN            NaN            NaN  0.854846E-001   1.35006       0.376028                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2275                 NaN            NaN            NaN  0.596259E-001  0.404290        1.30855                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.2475                 NaN            NaN            NaN  0.435303E-001   1.28948       0.419487                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2724                 NaN            NaN            NaN  0.247885E-001  0.440019        1.26276                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.2943                 NaN            NaN            NaN  0.269593E-001   1.24468       0.434098                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3185                 NaN  0.221142E-002            NaN            NaN  0.465641        1.21367                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3401                 NaN  0.392209E-002            NaN            NaN  0.463136        1.19289                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3621                 NaN  0.369179E-002            NaN            NaN   1.17443       0.459812                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3851                 NaN  0.344179E-002            NaN            NaN  0.456447        1.15503                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4086                 NaN  0.320763E-002            NaN            NaN   1.13733       0.450873                 NaN            NaN            NaN            NaN
