|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9859       0.140795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9859       0.140800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9859       0.140804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9859       0.140809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9859       0.140814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9859       0.140818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9859       0.140823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9859       0.140828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9859       0.140832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9859       0.140837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9859       0.140842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9859       0.140847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9859       0.140851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9859       0.140856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9859       0.140861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9859       0.140866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9859       0.140871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.9859       0.140876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.9859       0.140881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.9859       0.140886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.9859       0.140891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.9859       0.140896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.9859       0.140902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.9859       0.140907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.9859       0.140912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.9859       0.140917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.9859       0.140922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.5361       0.138980E-001  0.450027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.7775       0.135666E-001   1.20892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.0462       0.132358E-001   1.94054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.3141       0.129046E-001   2.67300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.5811       0.125731E-001   3.40629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        95.8474       0.122412E-001   4.14040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        95.1501       0.119067E-001   4.83802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.4520       0.115718E-001   5.53639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        93.7533       0.112366E-001   6.23551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        93.0537       0.109010E-001   6.93538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        92.3751       0.105615E-001   7.61356       0.754040E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.6945       0.102263E-001   8.28155       0.136783E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        91.0250       0.988827E-002   8.93872       0.264156E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        90.3547       0.954994E-002   9.59659       0.391672E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.7168       0.920333E-002   10.2228       0.512670E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        89.0782       0.885640E-002   10.8496       0.633798E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        88.4390       0.850914E-002   11.4770       0.755057E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        87.7991       0.816156E-002   12.1051       0.876446E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        87.1587       0.781366E-002   12.7337       0.997964E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        86.5175       0.746543E-002   13.3630       0.111961                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        85.8758       0.711688E-002   13.9929       0.124139                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        85.2334       0.676802E-002   14.6235       0.136329                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        84.6356       0.640696E-002   15.2105       0.147549                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        84.0372       0.604560E-002   15.7980       0.158780                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        83.4382       0.568393E-002   16.3861       0.170022                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        82.8387       0.532196E-002   16.9747       0.181275                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.2387       0.495968E-002   17.5638       0.192539                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        81.6382       0.459710E-002   18.1534       0.203814                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        81.0371       0.423423E-002   18.7436       0.215100                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.4355       0.387106E-002   19.3343       0.226396                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        79.8663       0.349297E-002   19.8933       0.236898                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.2966       0.311460E-002   20.4528       0.247409                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        78.7265       0.273593E-002   21.0128       0.257929                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.1559       0.235698E-002   21.5733       0.268459                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        77.5849       0.197774E-002   22.1341       0.278998                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.0134       0.159822E-002   22.6955       0.289546                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.4414       0.121842E-002   23.2572       0.300104                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        75.8690       0.838332E-003   23.8194       0.310670                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.3128       0.455062E-003   24.3661       0.320642                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        74.7562       0.715198E-004   24.9131       0.330622                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.2158                 NaN   25.4435       0.340705                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        73.6696                 NaN   25.9798       0.350606                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.1349                 NaN   26.5049       0.360219                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        72.5999                 NaN   27.0303       0.369838                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.0645                 NaN   27.5561       0.379465                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        71.5287                 NaN   28.0822       0.389100                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.0069                 NaN   28.5948       0.398324                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        70.4848                 NaN   29.1076       0.407555                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        69.9624                 NaN   29.6208       0.416793                 NaN            NaN            NaN            NaN            NaN            NaN
