|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.118223E-002   99.5943       0.404522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000                 NaN   99.3711       0.616854       0.120527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.3778       0.622250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.3852       0.585187       0.295973E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.3880       0.611974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.3925       0.606017       0.145691E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.3990       0.591775       0.927130E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.4030       0.577571       0.193905E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.3774       0.622628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.4467       0.551721       0.159323E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.4174       0.564633       0.179719E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   99.4228       0.559393       0.177744E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   99.4256       0.558852       0.155049E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN   99.4302       0.554887       0.149503E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.4325       0.552696       0.148298E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.4421       0.542381       0.155626E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.4317       0.554000       0.143288E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.4600       0.525509       0.144740E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.4510       0.536460       0.125873E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.4549       0.534691       0.103626E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.4567       0.534227       0.906517E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.4651       0.523966       0.109766E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.4660       0.525725       0.827118E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.1205       0.862891       0.166174E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.8309       0.138723       0.303405E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.4756       0.524396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.4818       0.518238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.4885       0.482470       0.289814E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.4627       0.537022       0.266491E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.5182       0.481376       0.447842E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.4996       0.462445       0.379270E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   99.4999       0.491338       0.879550E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.5013       0.498723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.5038       0.490647       0.554192E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.5086       0.491439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   99.5109       0.489069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.5142       0.483694       0.205941E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.7237       0.276330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN   99.3160       0.683982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN   99.5241       0.475898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN   99.5266       0.473435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN   99.5305       0.469489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.25        500.000                 NaN   99.5324       0.467616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.5289       0.471106       0.189621E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1490.49        500.000                 NaN   99.5404       0.459576       0.333135E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.5414       0.458588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.72        500.000                 NaN   99.5434       0.456631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.5467       0.453326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.96        500.000                 NaN   99.5475       0.450005       0.253850E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   99.5524       0.447630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.20        500.000                 NaN   99.5549       0.445094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   99.5557       0.444336       0.115879E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1479.43        500.000                 NaN   99.5581       0.441855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.05        500.000                 NaN   99.5609       0.439140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.5637       0.436337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.29        500.000                 NaN   99.5668       0.433208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        500.000                 NaN   99.5696       0.430393       0.184142E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000                 NaN   99.5699       0.430111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.14        500.000                 NaN   99.5745       0.425496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        500.000                 NaN   99.5753       0.424719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.38        500.000                 NaN   99.5757       0.424266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.00        500.000                 NaN   99.5943       0.405573       0.135499E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1465.62        500.000                 NaN   99.5663       0.433696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.24        500.000                 NaN   99.5835       0.416485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.85        500.000                 NaN   99.5795       0.420475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.47        500.000                 NaN   99.6221       0.529406E-001            NaN  0.324935                 NaN            NaN            NaN            NaN            NaN
  1460.09        500.000                 NaN   99.3680       0.158096E-001            NaN  0.616217                 NaN            NaN            NaN            NaN            NaN
  1458.71        500.000                 NaN   99.4162                 NaN            NaN  0.583797                 NaN            NaN            NaN            NaN            NaN
  1457.33        500.000                 NaN   99.5379       0.105059E-001            NaN  0.451596                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000                 NaN   99.4780                 NaN            NaN  0.522018                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000                 NaN   99.4770                 NaN            NaN  0.523008                 NaN            NaN            NaN            NaN            NaN
  1453.18        500.000                 NaN   99.4765                 NaN            NaN  0.523545                 NaN            NaN            NaN            NaN            NaN
  1451.80        500.000                 NaN   99.2391                 NaN            NaN  0.365507       0.395351                 NaN            NaN            NaN            NaN
  1450.42        500.000                 NaN   99.1861       0.833860E-002            NaN  0.351084       0.454463                 NaN            NaN            NaN            NaN
  1449.04        500.000                 NaN   99.1936                 NaN            NaN  0.450232       0.356172                 NaN            NaN            NaN            NaN
  1447.66        500.000                 NaN   99.2010       0.273591E-002            NaN  0.349716       0.446503                 NaN            NaN            NaN            NaN
  1446.27        500.000                 NaN   99.2081       0.160472E-001            NaN  0.443770       0.332037                 NaN            NaN            NaN            NaN
  1444.89        500.000                 NaN   99.2136       0.241866E-001            NaN  0.441530       0.320696                 NaN            NaN            NaN            NaN
  1443.51        500.000                 NaN   99.2231       0.119543E-001            NaN  0.435828       0.329141                 NaN            NaN            NaN            NaN
  1442.13        500.000                 NaN   99.2301       0.342745E-001            NaN  0.302303       0.433347                 NaN            NaN            NaN            NaN
  1440.75        500.000                 NaN   99.2366       0.337155E-001            NaN  0.299880       0.429838                 NaN            NaN            NaN            NaN
  1439.37        500.000                 NaN   99.2428       0.316705E-001            NaN  0.426785       0.298738                 NaN            NaN            NaN            NaN
  1437.98        500.000                 NaN   99.2480       0.307649E-001            NaN  0.297167       0.424070                 NaN            NaN            NaN            NaN
  1436.60        500.000                 NaN   99.2576       0.301529E-001            NaN  0.293504       0.418723                 NaN            NaN            NaN            NaN
  1435.22        500.000                 NaN   99.2627       0.289677E-001            NaN  0.416131       0.292174                 NaN            NaN            NaN            NaN
  1433.84        500.000                 NaN   99.2699       0.282600E-001            NaN  0.289473       0.412378                 NaN            NaN            NaN            NaN
  1432.46        500.000                 NaN   99.2747       0.263790E-001            NaN  0.289153       0.409775                 NaN            NaN            NaN            NaN
  1431.08        500.000                 NaN   99.2813       0.269481E-001            NaN  0.285440       0.406354                 NaN            NaN            NaN            NaN
  1429.69        500.000                 NaN   99.2866       0.260522E-001            NaN  0.403921       0.283433                 NaN            NaN            NaN            NaN
