|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/KHA22/KHA22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.744105E-003   99.6527       0.346533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000                 NaN   99.4614       0.528462       0.101200E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.4671       0.532937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.4741       0.501038       0.248265E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.4762       0.523756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.4802       0.518568       0.122119E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.4860       0.506227       0.776975E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.4898       0.493949       0.162419E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.4675       0.532479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.5272       0.471509       0.133330E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.5025       0.482438       0.150338E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   99.5073       0.477816       0.148642E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   99.5098       0.477224       0.129593E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN   99.5138       0.473670       0.124908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.5160       0.471655       0.123849E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.5243       0.462670       0.129912E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.5155       0.472530       0.119602E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.5399       0.448032       0.120755E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.5322       0.457258       0.104970E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.5357       0.455658       0.863576E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.5373       0.455117       0.755143E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.5447       0.446195       0.914022E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.5454       0.447746       0.688711E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.2517       0.734521       0.138269E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.8568       0.117977       0.252231E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.5539       0.446056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.5593       0.440703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.5657       0.410175       0.240780E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.5433       0.456457       0.221335E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.5906       0.409022       0.371747E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.5758       0.392766       0.314668E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   99.5755       0.417217       0.729406E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.5766       0.423383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.5790       0.416374       0.459359E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.5831       0.416938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   99.5851       0.414871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.5881       0.410161       0.170469E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.7661       0.233914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN   99.4202       0.579794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN   99.5969       0.403137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN   99.5990       0.400960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN   99.6024       0.397552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.25        500.000                 NaN   99.6042       0.395840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.6011       0.398849       0.156507E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1490.49        500.000                 NaN   99.6112       0.388799       0.274746E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.6121       0.387874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.72        500.000                 NaN   99.6139       0.386099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.6168       0.383246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.96        500.000                 NaN   99.6176       0.380356       0.209100E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   99.6218       0.378194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.20        500.000                 NaN   99.6241       0.375891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   99.6248       0.375170       0.952992E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1479.43        500.000                 NaN   99.6270       0.372999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
