|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           O(HP)          an             San(TH)        ilm            Sp(TH)         q             
  1486.81        2500.00        99.0496                 NaN  0.606315       0.317772                 NaN            NaN  0.263359E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1485.55        2500.00        98.9894                 NaN  0.339229       0.643477                 NaN            NaN  0.279063E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1484.29        2500.00        97.9714                 NaN   1.28510       0.687445                 NaN            NaN  0.560298E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1483.03        2500.00        99.9297                 NaN  0.444292E-001  0.239537E-001            NaN            NaN  0.194206E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1481.77        2500.00        99.9661                 NaN  0.144679E-001  0.165890E-001            NaN            NaN  0.520715E-003  0.231282E-002            NaN            NaN            NaN            NaN            NaN
  1480.51        2500.00        98.1882                 NaN  0.605061        1.15803                 NaN            NaN  0.487234E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1479.25        2500.00        99.0278                 NaN  0.326997       0.619387                 NaN            NaN  0.258420E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1477.99        2500.00        99.0384                 NaN  0.611438       0.324632                 NaN            NaN  0.254982E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1476.73        2500.00        99.0440                 NaN  0.608031       0.322793                 NaN            NaN  0.251551E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1475.46        2500.00        99.0521                 NaN  0.603232       0.319830                 NaN            NaN  0.248237E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        2500.00        99.0595                 NaN  0.598489       0.317521                 NaN            NaN  0.244701E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1472.94        2500.00        98.9214                 NaN  0.686033       0.364200                 NaN            NaN  0.283755E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        2500.00        99.2153                 NaN  0.265443       0.499211                 NaN            NaN  0.200801E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1470.42        2500.00        99.0798                 NaN  0.585693       0.310966                 NaN            NaN  0.235568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1469.16        2500.00        99.0870                 NaN  0.581741       0.308192                 NaN            NaN  0.230897E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1467.90        2500.00        98.8468                 NaN  0.392347       0.632050                 NaN            NaN  0.351759E-001            NaN  0.936754E-001            NaN            NaN            NaN            NaN
  1466.64        2500.00        95.9502                 NaN   1.40181        1.26348                 NaN            NaN  0.180874                 NaN   1.20365                 NaN            NaN            NaN            NaN
  1465.37        2500.00        96.1204                 NaN   1.21094        1.34219                 NaN            NaN  0.172517                 NaN   1.15391                 NaN            NaN            NaN            NaN
  1464.11        2500.00        96.2762                 NaN   1.16327        1.28758                 NaN            NaN  0.164880                 NaN   1.10808                 NaN            NaN            NaN            NaN
  1462.85        2500.00        96.4249                 NaN   1.11716        1.23607                 NaN            NaN  0.157630                 NaN   1.06429                 NaN            NaN            NaN            NaN
  1461.59        2500.00        96.5587                 NaN   1.07562        1.18949                 NaN            NaN  0.151020                 NaN   1.02523                 NaN            NaN            NaN            NaN
  1460.33        2500.00        96.6856                 NaN   1.03630        1.14547                 NaN            NaN  0.144810                 NaN  0.987800                 NaN            NaN            NaN            NaN
  1459.07        2500.00        96.8041                 NaN   1.10460       0.999588                 NaN            NaN  0.138984                 NaN  0.952731                 NaN            NaN            NaN            NaN
  1457.81        2500.00        96.9140                 NaN  0.965464        1.06649                 NaN            NaN  0.133580                 NaN  0.920482                 NaN            NaN            NaN            NaN
  1456.55        2500.00        97.0178                 NaN  0.932311        1.03132                 NaN            NaN  0.128496                 NaN  0.890087                 NaN            NaN            NaN            NaN
  1455.29        2500.00        97.1164                 NaN  0.902421       0.996811                 NaN            NaN  0.123673                 NaN  0.860697                 NaN            NaN            NaN            NaN
  1454.02        2500.00        97.2064                 NaN  0.874281       0.965687                 NaN            NaN  0.119343                 NaN  0.834243                 NaN            NaN            NaN            NaN
  1452.76        2500.00        97.2950                 NaN  0.846551       0.935554                 NaN            NaN  0.114928                 NaN  0.808015                 NaN            NaN            NaN            NaN
  1451.50        2500.00        97.3753                 NaN  0.821585       0.907937                 NaN            NaN  0.110950                 NaN  0.784223                 NaN            NaN            NaN            NaN
  1450.24        2500.00        97.4530                 NaN  0.796857       0.881588                 NaN            NaN  0.107228                 NaN  0.761356                 NaN            NaN            NaN            NaN
  1448.98        2500.00        97.5263                 NaN  0.774638       0.855811                 NaN            NaN  0.103606                 NaN  0.739614                 NaN            NaN            NaN            NaN
  1447.72        2500.00        97.5965                 NaN  0.752064       0.832558                 NaN            NaN  0.100166                 NaN  0.718711                 NaN            NaN            NaN            NaN
  1446.46        2500.00        97.6620                 NaN  0.810642       0.731216                 NaN            NaN  0.968124E-001            NaN  0.699301                 NaN            NaN            NaN            NaN
  1445.20        2500.00        97.7261                 NaN  0.788640       0.711264                 NaN            NaN  0.937216E-001            NaN  0.680246                 NaN            NaN            NaN            NaN
  1443.93        2500.00        97.7859                 NaN  0.768182       0.692637                 NaN            NaN  0.908296E-001            NaN  0.662462                 NaN            NaN            NaN            NaN
  1442.67        2500.00        97.8424                 NaN  0.674502       0.749290                 NaN            NaN  0.880106E-001            NaN  0.645812                 NaN            NaN            NaN            NaN
  1441.41        2500.00        97.8964                 NaN  0.730761       0.657717                 NaN            NaN  0.853125E-001            NaN  0.629762                 NaN            NaN            NaN            NaN
  1440.15        2500.00        97.9487                 NaN  0.713083       0.641274                 NaN            NaN  0.828387E-001            NaN  0.614093                 NaN            NaN            NaN            NaN
  1438.89        2500.00        97.9993                 NaN  0.625073       0.696321                 NaN            NaN  0.803092E-001            NaN  0.599038                 NaN            NaN            NaN            NaN
  1437.63        2500.00        98.0464                 NaN  0.610191       0.680476                 NaN            NaN  0.780143E-001            NaN  0.584948                 NaN            NaN            NaN            NaN
  1436.37        2500.00        98.0926                 NaN  0.595281       0.665246                 NaN            NaN  0.757406E-001            NaN  0.571143                 NaN            NaN            NaN            NaN
  1435.11        2500.00        98.1360                 NaN  0.650511       0.581674                 NaN            NaN  0.736078E-001            NaN  0.558210                 NaN            NaN            NaN            NaN
  1433.85        2500.00        98.1783                 NaN  0.636639       0.567984                 NaN            NaN  0.714327E-001            NaN  0.545683                 NaN            NaN            NaN            NaN
  1432.58        2500.00        98.2176                 NaN  0.555331       0.623314                 NaN            NaN  0.695081E-001            NaN  0.534259                 NaN            NaN            NaN            NaN
  1431.32        2500.00        98.2588                 NaN  0.542481       0.609694                 NaN            NaN  0.674110E-001            NaN  0.521573                 NaN            NaN            NaN            NaN
  1430.06        2500.00        98.2954                 NaN  0.530520       0.597576                 NaN            NaN  0.658095E-001            NaN  0.510709                 NaN            NaN            NaN            NaN
  1428.80        2500.00        98.3290                 NaN  0.520148       0.586066                 NaN            NaN  0.641024E-001            NaN  0.500719                 NaN            NaN            NaN            NaN
  1427.54        2500.00        98.3669                 NaN  0.507736       0.574097                 NaN            NaN  0.621105E-001            NaN  0.489194                 NaN            NaN            NaN            NaN
  1426.28        2500.00        98.3993                 NaN  0.562910       0.497665                 NaN            NaN  0.606258E-001            NaN  0.479477                 NaN            NaN            NaN            NaN
  1425.02        2500.00        98.4311                 NaN  0.552823       0.487238                 NaN            NaN  0.589408E-001            NaN  0.469908                 NaN            NaN            NaN            NaN
  1423.76        2500.00        98.4621                 NaN  0.477116       0.542868                 NaN            NaN  0.573424E-001            NaN  0.460582                 NaN            NaN            NaN            NaN
  1422.49        2500.00        98.4922                 NaN  0.467469       0.532879                 NaN            NaN  0.558873E-001            NaN  0.451531                 NaN            NaN            NaN            NaN
  1421.23        2500.00        98.5201                 NaN  0.457971       0.524318                 NaN            NaN  0.544614E-001            NaN  0.443112                 NaN            NaN            NaN            NaN
  1419.97        2500.00        98.5501                 NaN  0.448694       0.514138                 NaN            NaN  0.529832E-001            NaN  0.434059                 NaN            NaN            NaN            NaN
  1418.71        2500.00        98.5761                 NaN  0.505799       0.440169                 NaN            NaN  0.516542E-001            NaN  0.426230                 NaN            NaN            NaN            NaN
  1417.45        2500.00        98.6027                 NaN  0.431366       0.497408                 NaN            NaN  0.502788E-001            NaN  0.418294                 NaN            NaN            NaN            NaN
  1416.19        2500.00        98.6272                 NaN  0.489230       0.423679                 NaN            NaN  0.490832E-001            NaN  0.410835                 NaN            NaN            NaN            NaN
  1414.93        2500.00        98.6533                 NaN  0.415193       0.480828                 NaN            NaN  0.477593E-001            NaN  0.402927                 NaN            NaN            NaN            NaN
  1413.67        2500.00        98.6762                 NaN  0.473206       0.407832                 NaN            NaN  0.466476E-001            NaN  0.396097                 NaN            NaN            NaN            NaN
  1412.41        2500.00        98.6998                 NaN  0.399779       0.466184                 NaN            NaN  0.453598E-001            NaN  0.388850                 NaN            NaN            NaN            NaN
  1411.14        2500.00        98.7220                 NaN  0.392541       0.459006                 NaN            NaN  0.442804E-001            NaN  0.382162                 NaN            NaN            NaN            NaN
  1409.88        2500.00        98.7436                 NaN  0.385348       0.452280                 NaN            NaN  0.431017E-001            NaN  0.375676                 NaN            NaN            NaN            NaN
  1408.62        2500.00        98.7650                 NaN  0.378635       0.445074                 NaN            NaN  0.420929E-001            NaN  0.369163                 NaN            NaN            NaN            NaN
  1407.36        2500.00        98.7845                 NaN  0.439275       0.372015                 NaN            NaN  0.409549E-001            NaN  0.363227                 NaN            NaN            NaN            NaN
  1406.10        2500.00        98.8057                 NaN  0.432806       0.364974                 NaN            NaN  0.398379E-001            NaN  0.356655                 NaN            NaN            NaN            NaN
  1404.84        2500.00        98.8249                 NaN  0.358748       0.426503                 NaN            NaN  0.389553E-001            NaN  0.350939                 NaN            NaN            NaN            NaN
  1403.58        2500.00        98.8436                 NaN  0.352351       0.420881                 NaN            NaN  0.379741E-001            NaN  0.345194                 NaN            NaN            NaN            NaN
  1402.32        2500.00        98.8584                 NaN  0.416357       0.347079                 NaN            NaN  0.372559E-001            NaN  0.340881                 NaN            NaN            NaN            NaN
  1401.05        2500.00        98.8834                 NaN  0.338954       0.408755                 NaN            NaN  0.358509E-001            NaN  0.333027                 NaN            NaN            NaN            NaN
  1399.79        2500.00        98.8973                 NaN  0.334395       0.404233                 NaN            NaN  0.352115E-001            NaN  0.328821                 NaN            NaN            NaN            NaN
  1398.53        2500.00        98.9144                 NaN  0.399089       0.328595                 NaN            NaN  0.342893E-001            NaN  0.323629                 NaN            NaN            NaN            NaN
  1397.27        2500.00        98.9304                 NaN  0.394116       0.323273                 NaN            NaN  0.334510E-001            NaN  0.318747                 NaN            NaN            NaN            NaN
  1396.01        2500.00        98.9454                 NaN  0.318623       0.389109                 NaN            NaN  0.326869E-001            NaN  0.314176                 NaN            NaN            NaN            NaN
  1394.75        2500.00        98.9631                 NaN  0.384352       0.312141                 NaN            NaN  0.316902E-001            NaN  0.308718                 NaN            NaN            NaN            NaN
  1393.49        2500.00        98.9773                 NaN  0.307313       0.379963                 NaN            NaN  0.309591E-001            NaN  0.304450                 NaN            NaN            NaN            NaN
  1392.23        2500.00        98.9874                 NaN  0.377073       0.303862                 NaN            NaN  0.302466E-001            NaN  0.301434                 NaN            NaN            NaN            NaN
  1390.97        2500.00        99.0110                 NaN  0.369756       0.296126                 NaN            NaN  0.292415E-001            NaN  0.293913                 NaN            NaN            NaN            NaN
  1389.70        2500.00        99.0210                 NaN  0.292283       0.367089                 NaN            NaN  0.286193E-001            NaN  0.291021                 NaN            NaN            NaN            NaN
  1388.44        2500.00        99.0345                 NaN  0.287976       0.362728                 NaN            NaN  0.279230E-001            NaN  0.286889                 NaN            NaN            NaN            NaN
  1387.18        2500.00        99.0473                 NaN  0.283436       0.359003                 NaN            NaN  0.271832E-001            NaN  0.283101                 NaN            NaN            NaN            NaN
  1385.92        2500.00        99.0618                 NaN  0.354973       0.278397                 NaN            NaN  0.264027E-001            NaN  0.278461                 NaN            NaN            NaN            NaN
  1384.66        2500.00        99.0724                 NaN  0.274717       0.351887                 NaN            NaN  0.258191E-001            NaN  0.275225                 NaN            NaN            NaN            NaN
  1383.40        2500.00        99.0873                 NaN  0.347602       0.269531                 NaN            NaN  0.249585E-001            NaN  0.270590                 NaN            NaN            NaN            NaN
  1382.14        2500.00        99.0980                 NaN  0.344000       0.266118                 NaN            NaN  0.245109E-001            NaN  0.267368                 NaN            NaN            NaN            NaN
  1380.88        2500.00        99.1102                 NaN  0.261636       0.340718                 NaN            NaN  0.237902E-001            NaN  0.263659                 NaN            NaN            NaN            NaN
  1379.61        2500.00        99.1227                 NaN  0.257239       0.337288                 NaN            NaN  0.230339E-001            NaN  0.259745                 NaN            NaN            NaN            NaN
  1378.35        2500.00        99.1329                 NaN  0.333866       0.254093                 NaN            NaN  0.225580E-001            NaN  0.256616                 NaN            NaN            NaN            NaN
  1377.09        2500.00        99.1450                 NaN  0.331116       0.249347                 NaN            NaN  0.217273E-001            NaN  0.252828                 NaN            NaN            NaN            NaN
  1375.83        2500.00        99.1553                 NaN  0.245866       0.327995                 NaN            NaN  0.211725E-001            NaN  0.249665                 NaN            NaN            NaN            NaN
  1374.57        2500.00        99.1658                 NaN  0.242017       0.325244                 NaN            NaN  0.205394E-001            NaN  0.246429                 NaN            NaN            NaN            NaN
  1373.31        2500.00        99.1764                 NaN  0.322097       0.238373                 NaN            NaN  0.199971E-001            NaN  0.243165                 NaN            NaN            NaN            NaN
  1372.05        2500.00        99.1865                 NaN  0.234742       0.319317                 NaN            NaN  0.194155E-001            NaN  0.240019                 NaN            NaN            NaN            NaN
  1370.79        2500.00        99.1937                 NaN  0.316576       0.232452                 NaN            NaN  0.190926E-001            NaN  0.238160                 NaN            NaN            NaN            NaN
  1369.53        2500.00        99.2089                 NaN  0.313232       0.226751                 NaN            NaN  0.181416E-001            NaN  0.232932                 NaN            NaN            NaN            NaN
  1368.26        2500.00        99.2153                 NaN  0.224145       0.311854                 NaN            NaN  0.176355E-001            NaN  0.231090                 NaN            NaN            NaN            NaN
  1367.00        2500.00        99.2243                 NaN  0.309083       0.221050                 NaN            NaN  0.171862E-001            NaN  0.228334                 NaN            NaN            NaN            NaN
  1365.74        2500.00        99.2344                 NaN  0.217514       0.306395                 NaN            NaN  0.166116E-001            NaN  0.225045                 NaN            NaN            NaN            NaN
  1364.48        2500.00        99.2430                 NaN  0.214048       0.304503                 NaN            NaN  0.159609E-001            NaN  0.222471                 NaN            NaN            NaN            NaN
  1363.22        2500.00        99.2515                 NaN  0.302291       0.210913                 NaN            NaN  0.155041E-001            NaN  0.219798                 NaN            NaN            NaN            NaN
  1361.96        2500.00        99.2602                 NaN  0.299988       0.207689                 NaN            NaN  0.149620E-001            NaN  0.217148                 NaN            NaN            NaN            NaN
  1360.70        2500.00        99.2681                 NaN  0.297956       0.204753                 NaN            NaN  0.144997E-001            NaN  0.214650                 NaN            NaN            NaN            NaN
  1359.44        2500.00        99.2769                 NaN  0.295727       0.201465                 NaN            NaN  0.139373E-001            NaN  0.211925                 NaN            NaN            NaN            NaN
  1358.17        2500.00        99.2843                 NaN  0.198578       0.294060                 NaN            NaN  0.134354E-001            NaN  0.209652                 NaN            NaN            NaN            NaN
  1356.91        2500.00        99.2928                 NaN  0.291602       0.195570                 NaN            NaN  0.130271E-001            NaN  0.207048                 NaN            NaN            NaN            NaN
  1355.65        2500.00        99.3004                 NaN  0.290186       0.192359                 NaN            NaN  0.124112E-001            NaN  0.204606                 NaN            NaN            NaN            NaN
  1354.39        2500.00        99.3076                 NaN  0.288491       0.189575                 NaN            NaN  0.119530E-001            NaN  0.202386                 NaN            NaN            NaN            NaN
  1353.13        2500.00        99.3152                 NaN  0.286586       0.186687                 NaN            NaN  0.114854E-001            NaN  0.200006                 NaN            NaN            NaN            NaN
  1351.87        2500.00        99.3224                 NaN  0.184058       0.284673                 NaN            NaN  0.110566E-001            NaN  0.197784                 NaN            NaN            NaN            NaN
  1350.61        2500.00        99.3294                 NaN  0.181074       0.283411                 NaN            NaN  0.105269E-001            NaN  0.195580                 NaN            NaN            NaN            NaN
  1349.35        2500.00        99.3362                 NaN  0.178198       0.282122                 NaN            NaN  0.100310E-001            NaN  0.193476                 NaN            NaN            NaN            NaN
  1348.09        2500.00        99.3432                 NaN  0.280299       0.175648                 NaN            NaN  0.963119E-002            NaN  0.191250                 NaN            NaN            NaN            NaN
  1346.82        2500.00        99.3497                 NaN  0.278838       0.173043                 NaN            NaN  0.916258E-002            NaN  0.189229                 NaN            NaN            NaN            NaN
  1345.56        2500.00        99.3564                 NaN  0.170174       0.277616                 NaN            NaN  0.869022E-002            NaN  0.187156                 NaN            NaN            NaN            NaN
  1344.30        2500.00        99.3625                 NaN  0.167721       0.275985                 NaN            NaN  0.842839E-002            NaN  0.185322                 NaN            NaN            NaN            NaN
  1343.04        2500.00        99.3695                 NaN  0.274760       0.164927                 NaN            NaN  0.781169E-002            NaN  0.183023                 NaN            NaN            NaN            NaN
  1341.78        2500.00        99.3751                 NaN  0.162573       0.273593                 NaN            NaN  0.741550E-002            NaN  0.181331                 NaN            NaN            NaN            NaN
  1340.52        2500.00        99.3808                 NaN  0.159963       0.272811                 NaN            NaN  0.692798E-002            NaN  0.179507                 NaN            NaN            NaN            NaN
  1339.26        2500.00        99.3873                 NaN  0.157415       0.271333                 NaN            NaN  0.651700E-002            NaN  0.177484                 NaN            NaN            NaN            NaN
  1338.00        2500.00        99.3929                 NaN  0.154689       0.270569                 NaN            NaN  0.609530E-002            NaN  0.175761                 NaN            NaN            NaN            NaN
  1336.73        2500.00        99.3984                 NaN  0.152710       0.269122                 NaN            NaN  0.573424E-002            NaN  0.174030                 NaN            NaN            NaN            NaN
  1335.47        2500.00        99.4041                 NaN  0.268433       0.149915                 NaN            NaN  0.528596E-002            NaN  0.172233                 NaN            NaN            NaN            NaN
  1334.21        2500.00        99.4080                 NaN  0.267971       0.148155                 NaN            NaN  0.481123E-002            NaN  0.171105                 NaN            NaN            NaN            NaN
  1332.95        2500.00        99.4160                 NaN  0.144949       0.266170                 NaN            NaN  0.442137E-002            NaN  0.168461                 NaN            NaN            NaN            NaN
  1331.69        2500.00        99.4204                 NaN  0.142538       0.265868                 NaN            NaN  0.403186E-002            NaN  0.167144                 NaN            NaN            NaN            NaN
  1330.43        2500.00        99.4252                 NaN  0.264949       0.140481                 NaN            NaN  0.366868E-002            NaN  0.165676                 NaN            NaN            NaN            NaN
  1329.17        2500.00        99.4305                 NaN  0.137958       0.264221                 NaN            NaN  0.329091E-002            NaN  0.164040                 NaN            NaN            NaN            NaN
  1327.91        2500.00        99.4350                 NaN  0.135612       0.263980                 NaN            NaN  0.277654E-002            NaN  0.162581                 NaN            NaN            NaN            NaN
  1326.65        2500.00        99.4398                 NaN  0.133444       0.263168                 NaN            NaN  0.248013E-002            NaN  0.161113                 NaN            NaN            NaN            NaN
  1325.38        2500.00        99.4451                 NaN  0.130942       0.262445                 NaN            NaN  0.206611E-002            NaN  0.159465                 NaN            NaN            NaN            NaN
  1324.12        2500.00        99.4495                 NaN  0.262207       0.128572                 NaN            NaN  0.164790E-002            NaN  0.158101                 NaN            NaN            NaN            NaN
  1322.86        2500.00        99.4538                 NaN  0.125986       0.262218                 NaN            NaN  0.119798E-002            NaN  0.156828                 NaN            NaN            NaN            NaN
  1321.60        2500.00        99.4587                 NaN  0.261129       0.124057                 NaN            NaN  0.901204E-003            NaN  0.155215                 NaN            NaN            NaN            NaN
  1320.34        2500.00        84.7422                 NaN   1.71509        2.47594                 NaN            NaN  0.211576                 NaN   1.90380        8.95139                 NaN            NaN            NaN
  1319.08        2500.00        76.9322                 NaN   3.62583        2.56419                 NaN            NaN  0.316030                 NaN   2.81672        13.7450                 NaN            NaN            NaN
  1317.82        2500.00        80.8870                 NaN   2.14104        3.00481                 NaN            NaN  0.254073                 NaN   2.33584        11.3772                 NaN            NaN            NaN
  1316.56        2500.00        83.6686                 NaN   1.84135        2.56954                 NaN            NaN  0.210396                 NaN   1.99796        9.71210                 NaN            NaN            NaN
  1315.29        2500.00        85.7605                 NaN   1.61418        2.24364                 NaN            NaN  0.177678                 NaN   1.74416        8.45980                 NaN            NaN            NaN
  1314.03        2500.00        87.3781                 NaN   1.99363        1.43612                 NaN            NaN  0.152367                 NaN   1.54814        7.49166                 NaN            NaN            NaN
  1312.77        2500.00        88.6579                 NaN   1.79638        1.29416                 NaN            NaN  0.132499                 NaN   1.39314        6.72594                 NaN            NaN            NaN
  1311.51        2500.00        89.7114                 NaN   1.63479        1.17762                 NaN            NaN  0.115744                 NaN   1.26576        6.09468                 NaN            NaN            NaN
  1310.25        2500.00        90.5787                 NaN   1.50444        1.07920                 NaN            NaN  0.101689                 NaN   1.16103        5.57490                 NaN            NaN            NaN
  1308.99        2500.00        91.3093                 NaN  0.995618        1.39550                 NaN            NaN  0.898540E-001            NaN   1.07290        5.13682                 NaN            NaN            NaN
  1307.73        2500.00        91.9338                 NaN  0.923428        1.30267                 NaN            NaN  0.799017E-001            NaN  0.997669        4.76257                 NaN            NaN            NaN
  1306.47        2500.00        90.8959                 NaN   1.13681        1.30055                 NaN            NaN  0.570327E-001            NaN   1.11129        5.37314       0.125290                 NaN            NaN
  1305.21        2500.00        79.1822                 NaN   1.52950        3.38973                 NaN            NaN            NaN            NaN   2.44637        12.3279        1.12424                 NaN            NaN
  1303.94        2500.00        82.1320                 NaN   2.91122        1.30369                 NaN            NaN            NaN            NaN   2.10347        10.5867       0.962990                 NaN            NaN
  1302.68        2500.00        68.8649                 NaN   3.70774        3.15749                 NaN            NaN            NaN            NaN   3.83372        18.7321        1.70402                 NaN            NaN
  1301.42        2500.00        78.0514                 NaN   2.39701        2.34810                 NaN            NaN            NaN            NaN   2.70600        13.2914        1.20607                 NaN            NaN
  1300.16        2500.00        92.7152                 NaN  0.460093        1.13658                 NaN            NaN            NaN            NaN  0.849740        4.40507       0.433299                 NaN            NaN
  1298.90        2500.00        96.3140                 NaN  0.600205       0.317065                 NaN            NaN            NaN            NaN  0.434010        2.17987       0.154869                 NaN            NaN
  1297.64        2500.00        95.2982                 NaN  0.671286       0.379757                 NaN            NaN            NaN            NaN  0.545458        2.84264       0.262642                 NaN            NaN
  1296.38        2500.00        95.5134                 NaN  0.325138       0.664063                 NaN            NaN            NaN            NaN  0.519416        2.72439       0.253608                 NaN            NaN
  1295.12        2500.00        83.7334                 NaN  0.694136        2.90658                 NaN            NaN            NaN            NaN   1.80579        9.89019       0.969948                 NaN            NaN
  1293.85        2500.00       100.0000                 NaN  0.524120E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.609340E-005  0.153820E-005            NaN            NaN
  1292.59        2500.00       100.0000                 NaN  0.751751E-005            NaN            NaN            NaN            NaN            NaN  0.429426E-005  0.204579E-004            NaN  0.182970E-005            NaN
  1291.33        2500.00        99.9999                 NaN  0.155155E-004            NaN            NaN            NaN            NaN            NaN  0.179968E-005  0.338482E-004            NaN            NaN            NaN
  1290.07        2500.00        88.3322                 NaN  0.560066        1.95918                 NaN            NaN            NaN            NaN   1.27275        7.29181       0.583953                 NaN            NaN
  1288.81        2500.00        85.3606                 NaN   2.38641       0.712791                 NaN            NaN            NaN            NaN   1.62605        9.15498       0.759147                 NaN            NaN
  1287.55        2500.00        94.7360                 NaN  0.580867       0.595707                 NaN            NaN            NaN            NaN  0.536854        3.21596       0.334630                 NaN            NaN
  1286.29        2500.00        98.3194                 NaN  0.221016       0.122844                 NaN            NaN            NaN            NaN  0.205266        1.03429       0.971706E-001            NaN            NaN
  1285.03        2500.00        98.7850                 NaN  0.758332E-001  0.310964                 NaN            NaN            NaN            NaN  0.126798       0.634360       0.670205E-001            NaN            NaN
  1283.77        2500.00        98.9059                 NaN  0.187967       0.560072E-001            NaN            NaN            NaN            NaN  0.129359       0.651234       0.695107E-001            NaN            NaN
  1282.50        2500.00        98.5645                 NaN  0.296387                 NaN            NaN            NaN            NaN            NaN  0.158808       0.877695       0.102591                 NaN            NaN
  1281.24        2500.00        99.4331                 NaN  0.162597                 NaN            NaN            NaN            NaN            NaN  0.608515E-001  0.293969       0.494916E-001            NaN            NaN
  1279.98        2500.00        98.8945                 NaN  0.178771                 NaN            NaN            NaN            NaN            NaN  0.108662       0.713307       0.104785                 NaN            NaN
  1278.72        2500.00        97.5375                 NaN  0.642083       0.294335E-005            NaN            NaN            NaN            NaN  0.312635        1.33764       0.170140                 NaN            NaN
  1277.46        2500.00        99.0307                 NaN  0.702913E-001            NaN            NaN            NaN            NaN            NaN  0.100900       0.728885       0.691891E-001            NaN            NaN
  1276.20        2500.00        98.1798                 NaN  0.664498                 NaN            NaN            NaN            NaN            NaN  0.197643       0.831665       0.126364                 NaN            NaN
  1274.94        2500.00        98.8158                 NaN  0.249880                 NaN            NaN            NaN            NaN            NaN  0.123399       0.726902       0.840185E-001            NaN            NaN
  1273.68        2500.00        97.1309                 NaN  0.756108                 NaN            NaN            NaN            NaN            NaN  0.302873        1.61157       0.198601                 NaN            NaN
  1272.41        2500.00        95.7503                 NaN   1.11584                 NaN            NaN            NaN            NaN            NaN  0.432816        2.41128       0.289784                 NaN            NaN
  1271.15        2500.00        47.7316        41.6528       0.573352E-001   2.66027                 NaN            NaN            NaN            NaN   1.10021        6.07311       0.724704                 NaN            NaN
