|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           O(HP)          an             San(TH)        ilm            Sp(TH)         q             
  1269.89        2500.00        73.7853                 NaN   7.17488                 NaN            NaN            NaN            NaN            NaN   2.71897        14.6217        1.69913                 NaN            NaN
  1268.63        2500.00        96.2586                 NaN  0.776344                 NaN            NaN            NaN            NaN            NaN  0.424099        2.31435       0.226658                 NaN            NaN
  1267.37        2500.00        96.6972                 NaN  0.629475                 NaN            NaN            NaN            NaN            NaN  0.410953        1.99290       0.269457                 NaN            NaN
  1266.11        2500.00        96.9020                 NaN  0.632132                 NaN            NaN            NaN            NaN            NaN  0.327003        1.93909       0.199791                 NaN            NaN
  1264.85        2500.00        96.4599                 NaN  0.486317                 NaN            NaN            NaN            NaN            NaN  0.307939        2.53643       0.209420                 NaN            NaN
  1263.59        2500.00        96.8777                 NaN  0.637455                 NaN            NaN            NaN            NaN            NaN  0.351736        1.94903       0.184069                 NaN            NaN
  1262.33        2500.00        97.4213                 NaN  0.522541                 NaN            NaN            NaN            NaN            NaN  0.265718        1.62793       0.162470                 NaN            NaN
  1261.06        2500.00        94.7322                 NaN  0.861871                 NaN            NaN            NaN            NaN            NaN  0.510178        3.88598       0.979331E-002            NaN            NaN
  1259.80        2500.00        99.2866                 NaN  0.200886                 NaN            NaN            NaN            NaN            NaN  0.105691                 NaN  0.406804                 NaN            NaN
  1258.54        2500.00        98.0102                 NaN  0.462687                 NaN            NaN            NaN            NaN            NaN  0.276527        1.22069       0.299385E-001            NaN            NaN
  1257.28        2500.00        97.4696                 NaN  0.400318                 NaN            NaN            NaN            NaN            NaN  0.210688        1.64745       0.271965                 NaN            NaN
  1256.02        2500.00        97.5304                 NaN  0.444548                 NaN            NaN            NaN            NaN            NaN  0.263801        1.59991       0.161359                 NaN            NaN
  1254.76        2500.00        97.8344                 NaN  0.419838                 NaN            NaN            NaN            NaN            NaN  0.246566        1.35700       0.142175                 NaN            NaN
  1253.50        2500.00        97.7577                 NaN  0.458482                 NaN            NaN            NaN            NaN            NaN  0.262284        1.35106       0.170437                 NaN            NaN
  1252.24        2500.00        97.7189                 NaN  0.360383                 NaN            NaN            NaN            NaN            NaN  0.197961        1.60986       0.112843                 NaN            NaN
  1250.97        2500.00        97.8562                 NaN  0.855734E-002  0.361095                 NaN            NaN            NaN            NaN  0.248514        1.37471       0.150883                 NaN            NaN
  1249.71        2500.00        97.7123                 NaN  0.276897       0.161047                 NaN            NaN            NaN            NaN  0.228378        1.49540       0.125991                 NaN            NaN
  1248.45        2500.00        98.1641                 NaN  0.110397       0.196980                 NaN            NaN            NaN            NaN  0.208917        1.21147       0.108146                 NaN            NaN
  1247.19        2500.00        97.3698                 NaN  0.494358                 NaN            NaN            NaN            NaN            NaN  0.302798        1.63395       0.199059                 NaN            NaN
  1245.93        2500.00        98.8506                 NaN  0.241866                 NaN            NaN            NaN            NaN            NaN  0.950421E-001  0.794573       0.179547E-001            NaN            NaN
  1244.67        2500.00        98.4162                 NaN  0.314560                 NaN            NaN            NaN            NaN            NaN  0.191374       0.958505       0.119359                 NaN            NaN
  1243.41        2500.00        98.1941                 NaN  0.292579                 NaN            NaN            NaN            NaN            NaN  0.169159        1.24135       0.102786                 NaN            NaN
  1242.15        2500.00        77.9985                 NaN   1.74671                 NaN            NaN            NaN            NaN            NaN   1.61459        11.0056       0.497462                 NaN   7.13714     
  1240.88        2500.00        95.9468                 NaN  0.586387       0.225885                 NaN            NaN            NaN            NaN  0.376875        2.50344       0.360628                 NaN            NaN
  1239.62        2500.00        98.2192                 NaN  0.291157       0.461408E-001            NaN            NaN            NaN            NaN  0.193085        1.15648       0.939067E-001            NaN            NaN
  1238.36        2500.00        19.3064                 NaN   6.86095                 NaN            NaN            NaN            NaN            NaN   6.01146        39.2318        2.02901                 NaN   26.5604     
  1237.10        2500.00        21.9612                 NaN  0.641653        6.58553                 NaN            NaN            NaN            NaN   5.88874        37.3911        1.72045                 NaN   25.8113     
  1235.84        2500.00        37.2628                 NaN   3.09014        3.16862                 NaN            NaN            NaN            NaN   4.75101        29.6780        1.26165                 NaN   20.7878     
  1234.58        2500.00        58.4009                 NaN   1.03063        3.37373                 NaN            NaN            NaN            NaN   3.16898        19.4967       0.769704                 NaN   13.7594     
  1233.32        2500.00                 NaN            NaN   8.88198                 NaN            NaN            NaN   1.40071                 NaN   7.80662        46.1703        1.61071                 NaN   34.1297     
  1232.06        2500.00                 NaN            NaN   8.11113                 NaN            NaN            NaN   1.65537                 NaN   7.73877        46.4405        1.66167                 NaN   34.3925     
  1230.80        2500.00                 NaN            NaN   8.85921       0.429042E-005            NaN            NaN   1.40396                 NaN   7.80023        46.1902        1.61537                 NaN   34.1310     
  1229.53        2500.00                 NaN            NaN   6.25324        2.34912                 NaN            NaN   1.47522                 NaN   7.77126        46.3255        1.63212                 NaN   34.1935     
  1228.27        2500.00                 NaN            NaN   7.05228        1.44675                 NaN            NaN   1.50279                 NaN   7.74892        46.3867        1.64296                 NaN   34.2196     
  1227.01        2500.00                 NaN            NaN   3.47390        5.57412       0.502958E-005            NaN   1.31908                 NaN   7.80883        46.1918        1.60581                 NaN   34.0265     
  1225.75        2500.00                 NaN            NaN   7.24862        2.34474                 NaN            NaN   1.14642                 NaN   7.85826        45.9769        1.57007                 NaN   33.8550     
  1224.49        2500.00                 NaN            NaN   9.28551       0.471290E-005            NaN            NaN   1.25277                 NaN   7.83572        46.0679        1.59027                 NaN   33.9678     
  1223.23        2500.00                 NaN            NaN   8.11705        1.61886       0.748276E-004            NaN   1.09321                 NaN   7.86611        45.9446        1.56365                 NaN   33.7964     
  1221.97        2500.00                 NaN            NaN   8.52438        1.26961       0.415529E-003            NaN   1.07131                 NaN   7.86924        45.9316        1.56121                 NaN   33.7723     
  1220.71        2500.00                 NaN            NaN   11.2882                 NaN            NaN            NaN  0.543895                 NaN   7.98101        45.5128        1.46966                 NaN   33.2045     
  1219.44        2500.00                 NaN            NaN   4.28080        6.84956                 NaN            NaN  0.591803                 NaN   7.96018        45.5832        1.48323                 NaN   33.2512     
  1218.18        2500.00                 NaN            NaN   5.05716        6.30853                 NaN            NaN  0.498351                 NaN   7.96845        45.5463        1.47594                 NaN   33.1453     
  1216.92        2500.00                 NaN            NaN   6.96736        4.35271       0.370283E-004            NaN  0.513994                 NaN   7.96326        45.5626        1.47831                 NaN   33.1618     
  1215.66        2500.00                 NaN            NaN   12.6360                 NaN            NaN            NaN  0.494873E-001            NaN   8.06041        45.1927        1.39867                 NaN   32.6628     
  1214.40        2500.00                 NaN            NaN   4.61416        7.70810                 NaN            NaN  0.147595                 NaN   8.02503        45.3178        1.42618                 NaN   32.7611     
  1213.14        2500.00                 NaN            NaN   6.73066        5.51816                 NaN            NaN  0.170696                 NaN   8.01747        45.3467        1.43212                 NaN   32.7842     
  1211.88        2500.00                 NaN            NaN   8.53138        3.65151                 NaN            NaN  0.192228                 NaN   8.01329        45.3686        1.43689                 NaN   32.8061     
  1210.62        2500.00                 NaN            NaN   11.2495       0.546788                 NaN            NaN  0.331592                 NaN   7.99578        45.4616        1.45775                 NaN   32.9570     
  1209.36        2500.00                 NaN            NaN   11.8082       0.194265                 NaN            NaN  0.256146                 NaN   8.01533        45.4060        1.44600                 NaN   32.8740     
  1208.09        2500.00                 NaN            NaN   11.1815        1.17975                 NaN            NaN  0.123823                 NaN   8.03582        45.3224        1.42780                 NaN   32.7289     
  1206.83        2500.00                 NaN            NaN   10.4752        2.22662                 NaN            NaN            NaN            NaN   8.05596        45.2389        1.40916                 NaN   32.5941     
  1205.57        2500.00                 NaN            NaN   9.31721        3.37937                 NaN            NaN            NaN            NaN   8.04898        45.2491        1.41153                 NaN   32.5938     
  1204.31        2500.00                 NaN            NaN   5.85520        6.87567                 NaN            NaN            NaN            NaN   8.06312        45.2050        1.40103                 NaN   32.5999     
  1203.05        2500.00                 NaN            NaN   3.72580        9.01498                 NaN            NaN            NaN            NaN   8.06606        45.1903        1.40015                 NaN   32.6027     
  1201.79        2500.00                 NaN            NaN   7.33799        5.34855       0.154025E-005            NaN            NaN            NaN   8.02855        45.2782        1.41442                 NaN   32.5923     
  1200.53        2500.00                 NaN            NaN   5.99330        6.70008                 NaN            NaN            NaN            NaN   8.02963        45.2671        1.41530                 NaN   32.5946     
  1199.27        2500.00                 NaN            NaN   5.33429        7.35931                 NaN            NaN            NaN            NaN   8.02720        45.2669        1.41696                 NaN   32.5953     
  1198.00        2500.00                 NaN            NaN   6.21641        6.45818                 NaN            NaN            NaN            NaN   8.01060        45.3042        1.41988                 NaN   32.5907     
  1196.74        2500.00                 NaN            NaN   5.98687        6.68261                 NaN            NaN            NaN            NaN   8.00621        45.3131        1.42160                 NaN   32.5896     
  1195.48        2500.00                 NaN            NaN   5.52450        7.14853                 NaN            NaN            NaN            NaN   8.00647        45.3063        1.42294                 NaN   32.5912     
  1194.22        2500.00                 NaN            NaN   2.96060        7.19685        2.39891                 NaN            NaN            NaN   7.94523        45.4864        1.44609                 NaN   32.5660     
  1192.96        2500.00                 NaN            NaN   4.87553        7.80715                 NaN            NaN            NaN            NaN   8.00895        45.2919        1.42247                 NaN   32.5940     
  1191.70        2500.00                 NaN            NaN   4.56281        8.12511                 NaN            NaN            NaN            NaN   8.01101        45.2839        1.42178                 NaN   32.5953     
  1190.44        2500.00                 NaN            NaN   4.33486        8.35496                 NaN            NaN            NaN            NaN   8.01190        45.2809        1.42159                 NaN   32.5958     
  1189.18        2500.00                 NaN            NaN   5.92353        6.84178                 NaN            NaN            NaN            NaN   8.08252        45.1522        1.39187                 NaN   32.6081     
  1187.92        2500.00                 NaN            NaN   6.26223        6.49570                 NaN            NaN            NaN            NaN   8.07920        45.1626        1.39391                 NaN   32.6064     
  1186.65        2500.00                 NaN            NaN   3.79869        8.90144       0.670867E-005            NaN            NaN            NaN   8.01834        45.2658        1.41810                 NaN   32.5976     
  1185.39        2500.00                 NaN            NaN   3.76689        8.93546       0.684976E-005            NaN            NaN            NaN   8.02071        45.2619        1.41718                 NaN   32.5979     
  1184.13        2500.00                 NaN            NaN   2.97686        9.74322       0.788521E-005            NaN            NaN            NaN   8.03873        45.2298        1.41065                 NaN   32.6007     
  1182.87        2500.00                 NaN            NaN   3.03584        9.68479                 NaN            NaN            NaN            NaN   8.03972        45.2284        1.41042                 NaN   32.6008     
  1181.61        2500.00                 NaN            NaN   3.79461        8.91219                 NaN            NaN            NaN            NaN   8.02641        45.2528        1.41535                 NaN   32.5987     
  1180.35        2500.00                 NaN            NaN   3.82786        8.87996                 NaN            NaN            NaN            NaN   8.02810        45.2503        1.41491                 NaN   32.5988     
  1179.09        2500.00                 NaN            NaN   3.85390        8.85511                 NaN            NaN            NaN            NaN   8.02976        45.2478        1.41439                 NaN   32.5990     
  1177.83        2500.00                 NaN            NaN   3.86615        8.84440                 NaN            NaN            NaN            NaN   8.03169        45.2446        1.41380                 NaN   32.5993     
  1176.56        2500.00                 NaN            NaN   2.70501        5.99155        3.87335                 NaN            NaN            NaN   7.95128        45.4653        1.44458                 NaN   32.5689     
  1175.30        2500.00                 NaN            NaN   3.93942        8.77308       0.642740E-005            NaN            NaN            NaN   8.03502        45.2398        1.41294                 NaN   32.5997     
  1174.04        2500.00                 NaN            NaN   3.94919        8.76471                 NaN            NaN            NaN            NaN   8.03686        45.2370        1.41236                 NaN   32.5999     
  1172.78        2500.00                 NaN            NaN   3.97307        8.74216       0.638668E-005            NaN            NaN            NaN   8.03881        45.2341        1.41174                 NaN   32.6002     
  1171.52        2500.00                 NaN            NaN   3.99015        8.72642       0.636625E-005            NaN            NaN            NaN   8.04053        45.2313        1.41122                 NaN   32.6004     
  1170.26        2500.00                 NaN            NaN   4.05396        8.66299       0.613768E-005            NaN            NaN            NaN   8.04192        45.2295        1.41105                 NaN   32.6005     
  1169.00        2500.00                 NaN            NaN   4.05111        8.66752       0.615643E-005            NaN            NaN            NaN   8.04389        45.2264        1.41032                 NaN   32.6008     
  1167.74        2500.00                 NaN            NaN   4.07856        8.64139                 NaN            NaN            NaN            NaN   8.04561        45.2236        1.40982                 NaN   32.6010     
  1166.48        2500.00                 NaN            NaN   4.10454        8.61665                 NaN            NaN            NaN            NaN   8.04736        45.2209        1.40930                 NaN   32.6013     
  1165.21        2500.00                 NaN            NaN   4.13061        8.59179                 NaN            NaN            NaN            NaN   8.04912        45.2182        1.40880                 NaN   32.6015     
  1163.95        2500.00                 NaN            NaN   4.15226        8.57151                 NaN            NaN            NaN            NaN   8.05094        45.2153        1.40828                 NaN   32.6018     
  1162.69        2500.00                 NaN            NaN   4.17811        8.54699                 NaN            NaN            NaN            NaN   8.05259        45.2126        1.40771                 NaN   32.6020     
  1161.43        2500.00                 NaN            NaN   4.20803        8.51813                 NaN            NaN            NaN            NaN   8.05432        45.2101        1.40727                 NaN   32.6022     
  1160.17        2500.00                 NaN            NaN   4.23453        8.49291                 NaN            NaN            NaN            NaN   8.05615        45.2073        1.40673                 NaN   32.6024     
  1158.91        2500.00                 NaN            NaN   4.25953        8.46918                 NaN            NaN            NaN            NaN   8.05793        45.2045        1.40619                 NaN   32.6027     
  1157.65        2500.00                 NaN            NaN   4.28485        8.44508                 NaN            NaN            NaN            NaN   8.05965        45.2019        1.40569                 NaN   32.6029     
  1156.39        2500.00                 NaN            NaN   4.30979        8.42147                 NaN            NaN            NaN            NaN   8.06149        45.1990        1.40512                 NaN   32.6031     
  1155.12        2500.00                 NaN            NaN   4.32402        8.40876                 NaN            NaN            NaN            NaN   8.06367        45.1955        1.40460                 NaN   32.6034     
  1153.86        2500.00                 NaN            NaN   4.34606        8.38822                 NaN            NaN            NaN            NaN   8.06537        45.1926        1.40401                 NaN   32.6037     
  1152.60        2500.00                 NaN            NaN   4.37293        8.36263                 NaN            NaN            NaN            NaN   8.06706        45.1899        1.40349                 NaN   32.6040     
  1151.34        2500.00                 NaN            NaN   4.40872        8.32783                 NaN            NaN            NaN            NaN   8.06865        45.1877        1.40297                 NaN   32.6041     
  1150.08        2500.00                 NaN            NaN   4.42330        8.31496                 NaN            NaN            NaN            NaN   8.07072        45.1842        1.40239                 NaN   32.6044     
  1148.82        2500.00                 NaN            NaN   4.44924        8.29022                 NaN            NaN            NaN            NaN   8.07235        45.1817        1.40186                 NaN   32.6047     
  1147.56        2500.00                 NaN            NaN   4.47327        8.26753                 NaN            NaN            NaN            NaN   8.07416        45.1788        1.40131                 NaN   32.6049     
  1146.30        2500.00                 NaN            NaN   4.50065        8.24149                 NaN            NaN            NaN            NaN   8.07591        45.1761        1.40073                 NaN   32.6051     
  1145.04        2500.00                 NaN            NaN   4.52220        8.22142                 NaN            NaN            NaN            NaN   8.07769        45.1731        1.40017                 NaN   32.6054     
  1143.77        2500.00                 NaN            NaN   4.56013        8.18445                 NaN            NaN            NaN            NaN   8.07942        45.1707        1.39973                 NaN   32.6056     
  1142.51        2500.00                 NaN            NaN   4.57973        8.16632                 NaN            NaN            NaN            NaN   8.08122        45.1677        1.39914                 NaN   32.6059     
  1141.25        2500.00                 NaN            NaN   4.59900        8.14857                 NaN            NaN            NaN            NaN   8.08315        45.1646        1.39850                 NaN   32.6062     
  1139.99        2500.00                 NaN            NaN   5.73013       0.866177        5.91037                 NaN            NaN            NaN   7.94056        45.5374        1.45631                 NaN   32.5590     
  1138.73        2500.00                 NaN            NaN   5.71785       0.853206        5.93699                 NaN            NaN            NaN   7.94333        45.5335        1.45572                 NaN   32.5594     
  1137.47        2500.00                 NaN            NaN   5.71432       0.854978        5.93916                 NaN            NaN            NaN   7.94489        45.5319        1.45538                 NaN   32.5594     
  1136.21        2500.00                 NaN            NaN   4.69366        8.05962                 NaN            NaN            NaN            NaN   8.09028        45.1530        1.39619                 NaN   32.6072     
  1134.95        2500.00                 NaN            NaN   4.72952        8.02504                 NaN            NaN            NaN            NaN   8.09214        45.1502        1.39568                 NaN   32.6075     
  1133.68        2500.00                 NaN            NaN   7.06719        5.77558                 NaN            NaN            NaN            NaN   8.17332        45.0034        1.35932                 NaN   32.6212     
  1132.42        2500.00                 NaN            NaN   4.77663        7.98063                 NaN            NaN            NaN            NaN   8.09573        45.1444        1.39464                 NaN   32.6080     
  1131.16        2500.00                 NaN            NaN   4.79429        7.96465                 NaN            NaN            NaN            NaN   8.09748        45.1413        1.39397                 NaN   32.6083     
  1129.90        2500.00                 NaN            NaN  0.201820        3.58699        8.99670                 NaN            NaN            NaN   8.10889        45.1068        1.38733                 NaN   32.6115     
  1128.64        2500.00                 NaN            NaN  0.172264        3.94481        8.65458                 NaN            NaN            NaN   8.11032        45.1245        1.38581                 NaN   32.6077     
  1127.38        2500.00                 NaN            NaN   4.83743        7.92651                 NaN            NaN            NaN            NaN   8.10336        45.1314        1.39204                 NaN   32.6092     
  1126.12        2500.00                 NaN            NaN   4.85794        7.90732                 NaN            NaN            NaN            NaN   8.10513        45.1287        1.39144                 NaN   32.6095     
  1124.86        2500.00                 NaN            NaN   4.87862        7.88831                 NaN            NaN            NaN            NaN   8.10701        45.1254        1.39081                 NaN   32.6098     
  1123.60        2500.00                 NaN            NaN   6.92265        5.93620                 NaN            NaN            NaN            NaN   8.19082        44.9757        1.35158                 NaN   32.6230     
  1122.33        2500.00                 NaN            NaN   7.03995        5.82684                 NaN            NaN            NaN            NaN   8.19556        44.9639        1.34902                 NaN   32.6248     
  1121.07        2500.00                 NaN            NaN   3.56626        9.32082                 NaN            NaN            NaN            NaN   8.22330        44.9219        1.34025                 NaN   32.6274     
  1119.81        2500.00                 NaN            NaN   4.97336        7.79952                 NaN            NaN            NaN            NaN   8.11447        45.1133        1.38841                 NaN   32.6109     
  1118.55        2500.00                 NaN            NaN   4.98947        7.78530                 NaN            NaN            NaN            NaN   8.11640        45.1097        1.38777                 NaN   32.6113     
  1117.29        2500.00                 NaN            NaN   5.01999        7.75614                 NaN            NaN            NaN            NaN   8.11821        45.1068        1.38726                 NaN   32.6116     
  1116.03        2500.00                 NaN            NaN   5.02058        7.75762                 NaN            NaN            NaN            NaN   8.12025        45.1031        1.38645                 NaN   32.6120     
  1114.77        2500.00                 NaN            NaN   5.04248        7.73724                 NaN            NaN            NaN            NaN   8.12210        45.1002        1.38579                 NaN   32.6122     
  1113.51        2500.00                 NaN            NaN   5.06590        7.71540                 NaN            NaN            NaN            NaN   8.12403        45.0970        1.38517                 NaN   32.6125     
  1112.24        2500.00                 NaN            NaN   5.08864        7.69440                 NaN            NaN            NaN            NaN   8.12566        45.0938        1.38458                 NaN   32.6129     
  1110.98        2500.00                 NaN            NaN   5.10716        7.67743                 NaN            NaN            NaN            NaN   8.12772        45.0906        1.38390                 NaN   32.6132     
  1109.72        2500.00                 NaN            NaN   5.12375        7.66262                 NaN            NaN            NaN            NaN   8.12969        45.0872        1.38324                 NaN   32.6135     
  1108.46        2500.00                 NaN            NaN   5.14011        7.64811                 NaN            NaN            NaN            NaN   8.13175        45.0836        1.38254                 NaN   32.6139     
  1107.20        2500.00                 NaN            NaN   5.14738        7.64281                 NaN            NaN            NaN            NaN   8.13366        45.0800        1.38189                 NaN   32.6143     
  1105.94        2500.00                 NaN            NaN   5.17417        7.61741                 NaN            NaN            NaN            NaN   8.13563        45.0770        1.38125                 NaN   32.6145     
  1104.68        2500.00                 NaN            NaN   5.19048        7.60292                 NaN            NaN            NaN            NaN   8.13757        45.0736        1.38055                 NaN   32.6149     
  1103.42        2500.00                 NaN            NaN   5.20411        7.59122                 NaN            NaN            NaN            NaN   8.13943        45.0702        1.37980                 NaN   32.6152     
  1102.16        2500.00                 NaN            NaN   5.22696        7.57007                 NaN            NaN            NaN            NaN   8.14125        45.0670        1.37917                 NaN   32.6156     
  1100.89        2500.00                 NaN            NaN   5.24506        7.55363                 NaN            NaN            NaN            NaN   8.14314        45.0638        1.37852                 NaN   32.6159     
  1099.63        2500.00                 NaN            NaN   5.25091        7.54979                 NaN            NaN            NaN            NaN   8.14515        45.0601        1.37777                 NaN   32.6163     
  1098.37        2500.00                 NaN            NaN   5.26985        7.53244                 NaN            NaN            NaN            NaN   8.14692        45.0570        1.37718                 NaN   32.6166     
  1097.11        2500.00                 NaN            NaN   5.29669        7.50773                 NaN            NaN            NaN            NaN   8.14891        45.0533        1.37641                 NaN   32.6170     
  1095.85        2500.00                 NaN            NaN   5.31526        7.49082                 NaN            NaN            NaN            NaN   8.15070        45.0501        1.37575                 NaN   32.6174     
  1094.59        2500.00                 NaN            NaN   5.32936        7.47842                 NaN            NaN            NaN            NaN   8.15319        45.0464        1.37502                 NaN   32.6177     
  1093.33        2500.00                 NaN            NaN   5.34738        7.46230                 NaN            NaN            NaN            NaN   8.15485        45.0430        1.37439                 NaN   32.6181     
  1092.07        2500.00                 NaN            NaN   5.36395        7.44768                 NaN            NaN            NaN            NaN   8.15684        45.0394        1.37367                 NaN   32.6184     
  1090.80        2500.00                 NaN            NaN   5.37906        7.43417                 NaN            NaN            NaN            NaN   8.15866        45.0364        1.37302                 NaN   32.6187     
  1089.54        2500.00                 NaN            NaN   5.39673        7.41866                 NaN            NaN            NaN            NaN   8.16056        45.0326        1.37229                 NaN   32.6192     
  1088.28        2500.00                 NaN            NaN   5.40641        7.41082                 NaN            NaN            NaN            NaN   8.16276        45.0290        1.37150                 NaN   32.6195     
  1087.02        2500.00                 NaN            NaN   5.42688        7.39207                 NaN            NaN            NaN            NaN   8.16465        45.0258        1.37082                 NaN   32.6198     
  1085.76        2500.00                 NaN            NaN   5.42773        7.39326                 NaN            NaN            NaN            NaN   8.16643        45.0223        1.37007                 NaN   32.6202     
  1084.50        2500.00                 NaN            NaN   5.45391        7.36887                 NaN            NaN            NaN            NaN   8.16830        45.0189        1.36940                 NaN   32.6206     
  1083.24        2500.00                 NaN            NaN   5.46899        7.35581                 NaN            NaN            NaN            NaN   8.17060        45.0150        1.36862                 NaN   32.6209     
  1081.98        2500.00                 NaN            NaN   5.48493        7.34173                 NaN            NaN            NaN            NaN   8.17241        45.0117        1.36792                 NaN   32.6213     
  1080.72        2500.00                 NaN            NaN   5.49101        7.33777                 NaN            NaN            NaN            NaN   8.17431        45.0081        1.36711                 NaN   32.6217     
  1079.45        2500.00                 NaN            NaN   5.50704        7.32368                 NaN            NaN            NaN            NaN   8.17603        45.0047        1.36641                 NaN   32.6221     
  1078.19        2500.00                 NaN            NaN   5.52147        7.31134                 NaN            NaN            NaN            NaN   8.17835        45.0007        1.36568                 NaN   32.6225     
  1076.93        2500.00                 NaN            NaN   5.53330        7.30123                 NaN            NaN            NaN            NaN   8.18010        44.9975        1.36505                 NaN   32.6229     
  1075.67        2500.00                 NaN            NaN   5.55006        7.28665                 NaN            NaN            NaN            NaN   8.18229        44.9935        1.36420                 NaN   32.6233     
  1074.41        2500.00                 NaN            NaN   5.56577        7.27275                 NaN            NaN            NaN            NaN   8.18419        44.9901        1.36351                 NaN   32.6236     
  1073.15        2500.00                 NaN            NaN   5.57434        7.26653                 NaN            NaN            NaN            NaN   8.18632        44.9860        1.36267                 NaN   32.6241     
  1071.89        2500.00                 NaN            NaN   5.59520        7.24746                 NaN            NaN            NaN            NaN   8.18820        44.9826        1.36204                 NaN   32.6245     
  1070.63        2500.00                 NaN            NaN   5.60733        7.23735                 NaN            NaN            NaN            NaN   8.19013        44.9790        1.36131                 NaN   32.6249     
  1069.36        2500.00                 NaN            NaN   2.32947        5.99641        4.41144                 NaN            NaN            NaN   8.14817        45.1323        1.38123                 NaN   32.6009     
  1068.10        2500.00                 NaN            NaN   5.63324        7.21576                 NaN            NaN            NaN            NaN   8.19417        44.9714        1.35973                 NaN   32.6257     
  1066.84        2500.00                 NaN            NaN   5.64469        7.20630                 NaN            NaN            NaN            NaN   8.19615        44.9678        1.35898                 NaN   32.6261     
  1065.58        2500.00                 NaN            NaN   2.30588        6.02992        4.40926                 NaN            NaN            NaN   8.15549        45.1189        1.37827                 NaN   32.6023     
  1064.32        2500.00                 NaN            NaN   5.66679        7.18849                 NaN            NaN            NaN            NaN   8.20007        44.9603        1.35740                 NaN   32.6269     
  1063.06        2500.00                 NaN            NaN   5.68575        7.17155                 NaN            NaN            NaN            NaN   8.20232        44.9564        1.35663                 NaN   32.6273     
  1061.80        2500.00                 NaN            NaN   5.70473        7.15466                 NaN            NaN            NaN            NaN   8.20395        44.9531        1.35583                 NaN   32.6278     
  1060.54        2500.00                 NaN            NaN   2.26558        6.07719        4.41137                 NaN            NaN            NaN   8.16333        45.1027        1.37534                 NaN   32.6045     
  1059.28        2500.00                 NaN            NaN   5.72901        7.13470                 NaN            NaN            NaN            NaN   8.20819        44.9452        1.35427                 NaN   32.6286     
  1058.01        2500.00                 NaN            NaN   5.73283        7.13315                 NaN            NaN            NaN            NaN   8.21027        44.9413        1.35343                 NaN   32.6291     
  1056.75        2500.00                 NaN            NaN   5.74750        7.12098                 NaN            NaN            NaN            NaN   8.21230        44.9370        1.35263                 NaN   32.6296     
  1055.49        2500.00                 NaN            NaN   2.24991        6.10598        4.40881                 NaN            NaN            NaN   8.16948        45.0859        1.37307                 NaN   32.6068     
  1054.23        2500.00                 NaN            NaN   5.75911        7.11365                 NaN            NaN            NaN            NaN   8.21622        44.9297        1.35097                 NaN   32.6304     
  1052.97        2500.00                 NaN            NaN   5.49805        7.38457                 NaN            NaN            NaN            NaN   8.22131        44.9185        1.34636                 NaN   32.6312     
  1051.71        2500.00                 NaN            NaN   5.78305        7.09488                 NaN            NaN            NaN            NaN   8.22055        44.9205        1.34946                 NaN   32.6316     
  1050.45        2500.00                 NaN            NaN   2.20852        6.14335        4.41878                 NaN            NaN            NaN   8.17747        45.0742        1.36994                 NaN   32.6078     
  1049.19        2500.00                 NaN            NaN   5.79253        7.09064                 NaN            NaN            NaN            NaN   8.22477        44.9116        1.34776                 NaN   32.6327     
  1047.92        2500.00                 NaN            NaN   5.80548        7.08022                 NaN            NaN            NaN            NaN   8.22690        44.9071        1.34702                 NaN   32.6333     
  1046.66        2500.00                 NaN            NaN   2.20559        6.18342        4.38751                 NaN            NaN            NaN   8.18447        45.0627        1.36742                 NaN   32.6089     
  1045.40        2500.00                 NaN            NaN   5.81387        7.07659                 NaN            NaN            NaN            NaN   8.23096        44.8990        1.34537                 NaN   32.6342     
  1044.14        2500.00                 NaN            NaN   5.59442        7.30346                 NaN            NaN            NaN            NaN   8.23503        44.8919        1.34090                 NaN   32.6343     
  1042.88        2500.00                 NaN            NaN   5.61423        7.28553                 NaN            NaN            NaN            NaN   8.23677        44.8885        1.34026                 NaN   32.6347     
  1041.62        2500.00                 NaN            NaN   5.87084        7.02595                 NaN            NaN            NaN            NaN   8.23694        44.8876        1.34312                 NaN   32.6355     
  1040.36        2500.00                 NaN            NaN   5.61713        7.28784                 NaN            NaN            NaN            NaN   8.24104        44.8800        1.33834                 NaN   32.6356     
  1039.10        2500.00                 NaN            NaN   5.64154        7.26549                 NaN            NaN            NaN            NaN   8.24305        44.8762        1.33762                 NaN   32.6361     
  1037.84        2500.00                 NaN            NaN   5.37427       0.775098        6.48174                 NaN            NaN            NaN   8.12254        45.2595        1.40407                 NaN   32.5828     
  1036.57        2500.00                 NaN            NaN   5.39044       0.804774        6.44332                 NaN            NaN            NaN   8.12808        45.2484        1.40058                 NaN   32.5844     
  1035.31        2500.00                 NaN            NaN   5.38778       0.801731        6.45072                 NaN            NaN            NaN   8.13024        45.2449        1.39985                 NaN   32.5848     
  1034.05        2500.00                 NaN            NaN   2.04296        6.28990        4.46677                 NaN            NaN            NaN   8.20640        45.0218        1.35867                 NaN   32.6135     
