|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           O(HP)          an             San(TH)        ilm            Sp(TH)         q             
  1035.31        2500.00                 NaN            NaN   4.10519       0.588523        4.71737                 NaN            NaN            NaN   7.91882        47.7847       0.793860                 NaN   34.0916     
  1034.05        2500.00                 NaN            NaN   1.55682        4.59411        3.40053                 NaN            NaN            NaN   7.99423        47.5559       0.770616                 NaN   34.1278     
  1032.79        2500.00                 NaN            NaN   1.55055        4.59915        3.40380                 NaN            NaN            NaN   7.99609        47.5512       0.770151                 NaN   34.1290     
  1031.53        2500.00                 NaN            NaN   1.56584        4.58956        3.40023                 NaN            NaN            NaN   7.99690        47.5475       0.769967                 NaN   34.1300     
  1030.27        2500.00                 NaN            NaN   4.38416        5.27115                 NaN            NaN            NaN            NaN   8.04214        47.3836       0.757737                 NaN   34.1613     
  1029.01        2500.00                 NaN            NaN   4.39798        5.25887                 NaN            NaN            NaN            NaN   8.04398        47.3794       0.757353                 NaN   34.1624     
  1027.75        2500.00                 NaN            NaN   4.40548        5.25347                 NaN            NaN            NaN            NaN   8.04590        47.3746       0.756839                 NaN   34.1637     
  1026.48        2500.00                 NaN            NaN   4.23051        5.43592                 NaN            NaN            NaN            NaN   8.04983        47.3643       0.754269                 NaN   34.1652     
  1025.22        2500.00                 NaN            NaN   4.24084        5.42752                 NaN            NaN            NaN            NaN   8.05173        47.3596       0.753810                 NaN   34.1665     
  1023.96        2500.00                 NaN            NaN   4.43981        5.22422                 NaN            NaN            NaN            NaN   8.05132        47.3620       0.755457                 NaN   34.1672     
  1022.70        2500.00                 NaN            NaN   4.44896        5.21697                 NaN            NaN            NaN            NaN   8.05328        47.3574       0.754968                 NaN   34.1684     
  1021.44        2500.00                 NaN            NaN   4.45628        5.21172                 NaN            NaN            NaN            NaN   8.05526        47.3526       0.754471                 NaN   34.1697     
  1020.18        2500.00                 NaN            NaN   4.46852        5.20118                 NaN            NaN            NaN            NaN   8.05695        47.3485       0.754013                 NaN   34.1709     
  1018.92        2500.00                 NaN            NaN   4.28598        5.39268                 NaN            NaN            NaN            NaN   8.06148        47.3356       0.751370                 NaN   34.1729     
  1017.66        2500.00                 NaN            NaN   4.29438        5.38640                 NaN            NaN            NaN            NaN   8.06346        47.3307       0.750869                 NaN   34.1742     
  1016.40        2500.00                 NaN            NaN   4.49574        5.17971                 NaN            NaN            NaN            NaN   8.06297        47.3345       0.752523                 NaN   34.1745     
  1015.13        2500.00                 NaN            NaN   4.50694        5.17028                 NaN            NaN            NaN            NaN   8.06480        47.3302       0.752082                 NaN   34.1757     
  1013.87        2500.00                 NaN            NaN   4.53314        5.14522                 NaN            NaN            NaN            NaN   8.06649        47.3268       0.751669                 NaN   34.1767     
  1012.61        2500.00                 NaN            NaN   4.54331        5.13634                 NaN            NaN            NaN            NaN   8.06830        47.3231       0.751252                 NaN   34.1777     
  1011.35        2500.00                 NaN            NaN   4.54179        5.14110                 NaN            NaN            NaN            NaN   8.07071        47.3165       0.750576                 NaN   34.1793     
  1010.09        2500.00                 NaN            NaN   4.54555        5.13961                 NaN            NaN            NaN            NaN   8.07272        47.3115       0.750010                 NaN   34.1806     
  1008.83        2500.00                 NaN            NaN   4.55043        5.13666                 NaN            NaN            NaN            NaN   8.07448        47.3069       0.749592                 NaN   34.1819     
  1007.57        2500.00                 NaN            NaN   4.56121        5.12782                 NaN            NaN            NaN            NaN   8.07623        47.3025       0.749111                 NaN   34.1831     
  1006.31        2500.00                 NaN            NaN   4.57289        5.11770                 NaN            NaN            NaN            NaN   8.07843        47.2983       0.748547                 NaN   34.1842     
  1005.04        2500.00                 NaN            NaN   4.57753        5.11494                 NaN            NaN            NaN            NaN   8.08005        47.2938       0.748185                 NaN   34.1855     
  1003.78        2500.00                 NaN            NaN   4.37703        5.32789                 NaN            NaN            NaN            NaN   8.08546        47.2757       0.745193                 NaN   34.1887     
  1002.52        2500.00                 NaN            NaN   4.59637        5.09986                 NaN            NaN            NaN            NaN   8.08381        47.2848       0.747217                 NaN   34.1879     
  1001.26        2500.00                 NaN            NaN   1.45249        4.75633        3.39793                 NaN            NaN            NaN   8.04775        47.4267       0.757325                 NaN   34.1614     
  1000.00        2500.00                 NaN            NaN   4.41376        5.29757                 NaN            NaN            NaN            NaN   8.09137        47.2608       0.743787                 NaN   34.1927     
