|6.6.6
Archiving\03_Data\eq/QFM_m4.75/ALH/ALH_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1945.51        2500.00        97.1047       0.875020E-001   2.31073       0.497027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        97.0371       0.585618E-001   2.33255       0.571800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.9694       0.296033E-001   2.35438       0.646627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        96.9016       0.626439E-003   2.37622       0.721510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        96.8875                 NaN   2.38921       0.723294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        96.8743                 NaN   2.40227       0.723466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        96.8615                 NaN   2.41484       0.723634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        96.8488                 NaN   2.42741       0.723802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        96.8361                 NaN   2.43995       0.723969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.8234                 NaN   2.45249       0.724137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.8107                 NaN   2.46504       0.724304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.7979                 NaN   2.47759       0.724472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.7852                 NaN   2.49014       0.724639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        96.7725                 NaN   2.50270       0.724807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        96.7598                 NaN   2.51526       0.724974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        96.7470                 NaN   2.52783       0.725142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.7345                 NaN   2.54022       0.725308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.7219                 NaN   2.55260       0.725474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        96.7094                 NaN   2.56493       0.725639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        96.5088                 NaN   2.57305       0.725855       0.192260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        95.8630                 NaN   2.56987       0.726181       0.840927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        95.2167                 NaN   2.56668       0.726505        1.49015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        94.5698                 NaN   2.56348       0.726828        2.13993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        93.9223                 NaN   2.56028       0.727151        2.79025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        93.3059                 NaN   2.55396       0.727442        3.41268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        92.6891                 NaN   2.54764       0.727732        4.03557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        92.0717                 NaN   2.54131       0.728020        4.65894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        91.4540                 NaN   2.53496       0.728308        5.28276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        90.8357                 NaN   2.52861       0.728594        5.90704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        90.2171                 NaN   2.52225       0.728880        6.53178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        89.5980                 NaN   2.51589       0.729164        7.15698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        88.9784                 NaN   2.50951       0.729447        7.78262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        88.3869                 NaN   2.49874       0.729693        8.38471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        87.7949                 NaN   2.48796       0.729938        8.98718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        87.2026                 NaN   2.47717       0.730181        9.59001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        86.6100                 NaN   2.46636       0.730424        10.1932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        86.0170                 NaN   2.45555       0.730665        10.7967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        85.4237                 NaN   2.44473       0.730904        11.4007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        84.8300                 NaN   2.43390       0.731143        12.0049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        84.2360                 NaN   2.42305       0.731380        12.6095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        83.6543                 NaN   2.40870       0.731592        13.2054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        83.0723                 NaN   2.39434       0.731803        13.8016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        82.4900                 NaN   2.37997       0.732012        14.3981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        81.9074                 NaN   2.36558       0.732220        14.9948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        81.3275                 NaN   2.34926       0.732415        15.5908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        80.7474                 NaN   2.33293       0.732609        16.1871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        80.1702                 NaN   2.31594       0.732797        16.7811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        79.5761                 NaN   2.29648       0.732987        17.3832       0.112205E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        78.9831                 NaN   2.27410       0.733160        17.9876       0.220573E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        78.3898                 NaN   2.25171       0.733331        18.5922       0.328994E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        77.7964                 NaN   2.22930       0.733501        19.1971       0.437467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        77.2027                 NaN   2.20688       0.733670        19.8022       0.545991E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        76.6088                 NaN   2.18444       0.733837        20.4074       0.654566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        76.0148                 NaN   2.16200       0.734003        21.0129       0.763191E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        75.4205                 NaN   2.13954       0.734167        21.6186       0.871865E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        74.8260                 NaN   2.11707       0.734330        22.2245       0.980588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        74.2265                 NaN   2.08857       0.734462        22.8421       0.108410                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        73.6268                 NaN   2.06007       0.734592        23.4598       0.118765                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        73.0270                 NaN   2.03155       0.734720        24.0776       0.129124                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        72.4271                 NaN   2.00301       0.734847        24.6956       0.139486                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        71.8270                 NaN   1.97447       0.734973        25.3137       0.149852                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        71.2268                 NaN   1.94592       0.735097        25.9319       0.160221                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        70.6265                 NaN   1.91736       0.735219        26.5503       0.170594                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        70.0261                 NaN   1.88878       0.735340        27.1688       0.180970                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        69.4216                 NaN   1.85411       0.735431        27.7980       0.190840                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        68.8170                 NaN   1.81942       0.735520        28.4273       0.200712                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        68.2124                 NaN   1.78473       0.735607        29.0567       0.210587                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        67.6077                 NaN   1.75003       0.735693        29.6861       0.220464                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        67.0030                 NaN   1.71532       0.735777        30.3156       0.230342                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        66.3982                 NaN   1.68060       0.735859        30.9451       0.240223                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        65.7934                 NaN   1.64587       0.735940        31.5747       0.250105                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        65.1886                 NaN   1.61114       0.736019        32.2043       0.259989                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        64.5834                 NaN   1.56987       0.736067        32.8412       0.269451                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        63.9782                 NaN   1.52860       0.736113        33.4782       0.278914                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        63.3731                 NaN   1.48732       0.736158        34.1151       0.288377                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        62.7680                 NaN   1.44603       0.736201        34.7520       0.297841                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        62.1629                 NaN   1.40475       0.736242        35.3888       0.307306                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        61.5578                 NaN   1.36346       0.736282        36.0257       0.316771                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        60.9528                 NaN   1.32216       0.736320        36.6625       0.326237                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        60.3478                 NaN   1.28086       0.736356        37.2993       0.335703                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        59.7550                 NaN   1.23350       0.736362        37.9304       0.344722                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        59.1623                 NaN   1.18614       0.736366        38.5615       0.353740                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        58.5697                 NaN   1.13878       0.736369        39.1924       0.362758                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        57.9772                 NaN   1.09142       0.736370        39.8233       0.371775                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        57.3848                 NaN   1.04407       0.736369        40.4540       0.380792                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        56.7925                 NaN  0.996717       0.736367        41.0847       0.389808                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        56.2003                 NaN  0.949367       0.736363        41.7152       0.398823                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        55.6082                 NaN  0.902020       0.736357        42.3456       0.407838                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        55.0404                 NaN  0.848919       0.736322        42.9578       0.416541                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        54.4727                 NaN  0.795828       0.736285        43.5699       0.425244                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        53.9052                 NaN  0.742745       0.736247        44.1818       0.433944                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        53.3379                 NaN  0.689672       0.736207        44.7936       0.442643                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        52.7707                 NaN  0.636608       0.736166        45.4052       0.451340                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        52.2037                 NaN  0.583553       0.736123        46.0166       0.460036                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        51.6369                 NaN  0.530509       0.736079        46.6278       0.468730                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        51.0703                 NaN  0.477475       0.736033        47.2388       0.477422                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        50.5380                 NaN  0.419135       0.735959        47.8214       0.485548                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        50.0059                 NaN  0.360811       0.735883        48.4037       0.493672                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        49.4740                 NaN  0.302504       0.735807        48.9859       0.501794                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        48.9423                 NaN  0.244215       0.735729        49.5678       0.509913                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        48.4109                 NaN  0.185942       0.735649        50.1495       0.518030                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        47.8796                 NaN  0.127688       0.735569        50.7310       0.526144                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        47.3486                 NaN  0.694510E-001  0.735487        51.3122       0.534256                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        46.8178                 NaN  0.112325E-001  0.735404        51.8932       0.542365                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        46.4521                 NaN            NaN  0.735504        52.2641       0.548337                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        46.1256                 NaN            NaN  0.735645        52.5848       0.554021                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        45.8045                 NaN            NaN  0.735785        52.9000       0.559688                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        45.4834                 NaN            NaN  0.735923        53.2154       0.565357                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        45.1790                 NaN            NaN  0.736055        53.5143       0.570697                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        44.8746                 NaN            NaN  0.736185        53.8132       0.576038                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        44.5701                 NaN            NaN  0.736314        54.1122       0.581380                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        44.2657                 NaN            NaN  0.736442        54.4112       0.586723                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        43.9705                 NaN            NaN  0.736569        54.7002       0.592742                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        43.6425                 NaN            NaN  0.736735        54.9633       0.597231       0.602551E-001            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        42.9426                 NaN            NaN  0.737319        55.0481       0.595321       0.676661                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        42.2416                 NaN            NaN  0.737904        55.1330       0.593407        1.29403                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        41.5912                 NaN            NaN  0.738453        55.2085       0.590757        1.87103                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        40.9399                 NaN            NaN  0.739003        55.2841       0.588103        2.44888                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        40.2877                 NaN            NaN  0.739553        55.3597       0.585445        3.02757                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        39.6346                 NaN            NaN  0.740103        55.4354       0.582782        3.60710                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        39.0675                 NaN            NaN  0.740590        55.4939       0.579400        4.11859                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        38.4997                 NaN            NaN  0.741078        55.5525       0.576013        4.63074                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        37.9311                 NaN            NaN  0.741565        55.6111       0.572622        5.14354                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        37.3619                 NaN            NaN  0.742053        55.6698       0.569225        5.65699                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        36.7921                 NaN            NaN  0.742540        55.7285       0.565824        6.17109                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        36.2215                 NaN            NaN  0.743028        55.7872       0.562419        6.68585                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        35.6503                 NaN            NaN  0.743516        55.8459       0.559009        7.20127                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        35.0784                 NaN            NaN  0.744003        55.9047       0.555594        7.71734                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        34.5477                 NaN            NaN  0.744471        55.9570       0.550736        8.20011                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        34.0164                 NaN            NaN  0.744940        56.0093       0.545872        8.68346                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        33.4845                 NaN            NaN  0.745408        56.0617       0.541002        9.16739                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        32.9520                 NaN            NaN  0.745876        56.1141       0.536126        9.65191                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        32.4362                 NaN            NaN  0.746333        56.1639       0.530645        10.1230                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        31.6315                 NaN            NaN  0.747023        56.1566       0.563329        8.97173        1.92985                 NaN            NaN            NaN            NaN
  1516.03        2500.00        30.8094                 NaN            NaN  0.747741        56.1550       0.597133        7.85403        3.83664                 NaN            NaN            NaN            NaN
  1512.82        2500.00        29.9859                 NaN            NaN  0.748459        56.1534       0.631003        6.73419        5.74706                 NaN            NaN            NaN            NaN
  1509.62        2500.00        29.1641                 NaN            NaN  0.749193        56.1628       0.665900        5.75324        7.50479                 NaN            NaN            NaN            NaN
  1506.41        2500.00        28.3408                 NaN            NaN  0.749928        56.1721       0.700867        4.77038        9.26595                 NaN            NaN            NaN            NaN
  1503.21        2500.00        27.5160                 NaN            NaN  0.750663        56.1813       0.735905        3.78560        11.0305                 NaN            NaN            NaN            NaN
  1500.00        2500.00        26.6898                 NaN            NaN  0.751398        56.1905       0.771014        2.79890        12.7985                 NaN            NaN            NaN            NaN
  1496.79        2500.00        25.8442                 NaN            NaN  0.752177        56.2151       0.803997        2.03694        14.3476                 NaN            NaN            NaN            NaN
  1493.59        2500.00        24.9454                 NaN            NaN  0.753015        56.2694       0.828560        1.63321        15.1902       0.380263                 NaN            NaN            NaN
  1490.38        2500.00        24.9442                 NaN            NaN  0.753036        56.2702       0.828595        1.63323        15.1904       0.380268                 NaN            NaN            NaN
  1487.18        2500.00        23.1655                 NaN            NaN  0.754696        56.3985       0.866377        1.31431        1.58069        15.9198                 NaN            NaN            NaN
  1483.97        2500.00        23.1645                 NaN            NaN  0.754716        56.3993       0.866413        1.31433        1.58071        15.9201                 NaN            NaN            NaN
  1480.77        2500.00        23.1634                 NaN            NaN  0.754736        56.4000       0.866449        1.31435        1.58073        15.9204                 NaN            NaN            NaN
  1477.56        2500.00        23.1623                 NaN            NaN  0.754756        56.4008       0.866486        1.31437        1.58075        15.9206                 NaN            NaN            NaN
  1474.36        2500.00        23.1612                 NaN            NaN  0.754776        56.4015       0.866522        1.31438        1.58077        15.9209                 NaN            NaN            NaN
  1471.15        2500.00        23.1601                 NaN            NaN  0.754796        56.4022       0.866558        1.31440        1.58079        15.9211                 NaN            NaN            NaN
  1467.95        2500.00        23.1590                 NaN            NaN  0.754816        56.4030       0.866594        1.31442        1.58081        15.9214                 NaN            NaN            NaN
  1464.74        2500.00        23.1579                 NaN            NaN  0.754836        56.4037       0.866630        1.31444        1.58083        15.9216                 NaN            NaN            NaN
  1461.54        2500.00        17.3888                 NaN            NaN  0.760331        56.7253        1.00026        1.24130        5.52366        17.3604                 NaN            NaN            NaN
  1458.33        2500.00        17.3880                 NaN            NaN  0.760348        56.7257        1.00030        1.24131        5.52371        17.3606                 NaN            NaN            NaN
  1455.13        2500.00        17.3872                 NaN            NaN  0.760364        56.7262        1.00034        1.24133        5.52375        17.3608                 NaN            NaN            NaN
  1451.92        2500.00        17.3865                 NaN            NaN  0.760380        56.7266        1.00038        1.24134        5.52380        17.3610                 NaN            NaN            NaN
  1448.72        2500.00        17.3857                 NaN            NaN  0.760396        56.7271        1.00041        1.24135        5.52384        17.3612                 NaN            NaN            NaN
  1445.51        2500.00        17.3849                 NaN            NaN  0.760412        56.7276        1.00045        1.24136        5.52389        17.3614                 NaN            NaN            NaN
  1442.31        2500.00        17.3841                 NaN            NaN  0.760428        56.7280        1.00049        1.24137        5.52393        17.3616                 NaN            NaN            NaN
  1439.10        2500.00        17.3834                 NaN            NaN  0.760445        56.7285        1.00053        1.24139        5.52398        17.3618                 NaN            NaN            NaN
  1435.90        2500.00        13.2054                 NaN            NaN  0.764671        56.8176        1.12887        2.12779        17.5685        8.38716                 NaN            NaN            NaN
  1432.69        2500.00        13.2048                 NaN            NaN  0.764685        56.8179        1.12891        2.12781        17.5687        8.38721                 NaN            NaN            NaN
  1429.49        2500.00        12.3332                 NaN            NaN  0.765619        56.8133        1.16223        2.42057        17.5210        8.98402                 NaN            NaN            NaN
  1426.28        2500.00        11.8341                 NaN            NaN  0.766077        56.8374        1.17507        2.53270        17.5405        9.24168       0.725000E-001            NaN            NaN
  1423.08        2500.00        11.1751                 NaN            NaN  0.766475        56.9227        1.18214        2.40401        9.36634        17.8567       0.326480                 NaN            NaN
  1419.87        2500.00        11.1747                 NaN            NaN  0.766487        56.9229        1.18218        2.40402        9.36637        17.8568       0.326501                 NaN            NaN
  1416.67        2500.00        11.1743                 NaN            NaN  0.766499        56.9231        1.18222        2.40403        9.36641        17.8570       0.326522                 NaN            NaN
  1413.46        2500.00        11.1738                 NaN            NaN  0.766511        56.9232        1.18226        2.40404        9.36644        17.8571       0.326543                 NaN            NaN
  1410.26        2500.00        8.98294                 NaN            NaN  0.767817        57.2065        1.20402        2.07267        9.75114        18.8074        1.20749                 NaN            NaN
  1407.05        2500.00        8.98263                 NaN            NaN  0.767827        57.2065        1.20406        2.07267        9.75115        18.8076        1.20757                 NaN            NaN
  1403.85        2500.00        8.98232                 NaN            NaN  0.767838        57.2066        1.20410        2.07268        9.75117        18.8077        1.20764                 NaN            NaN
  1400.64        2500.00        8.98201                 NaN            NaN  0.767849        57.2066        1.20414        2.07269        9.75119        18.8078        1.20772                 NaN            NaN
  1397.44        2500.00        8.98170                 NaN            NaN  0.767859        57.2067        1.20418        2.07269        9.75121        18.8079        1.20779                 NaN            NaN
  1394.23        2500.00        8.98139                 NaN            NaN  0.767870        57.2067        1.20422        2.07270        9.75122        18.8080        1.20787                 NaN            NaN
  1391.03        2500.00        8.98107                 NaN            NaN  0.767880        57.2068        1.20425        2.07271        9.75124        18.8081        1.20794                 NaN            NaN
  1387.82        2500.00        8.98076                 NaN            NaN  0.767891        57.2068        1.20429        2.07271        9.75126        18.8082        1.20802                 NaN            NaN
  1384.62        2500.00        5.98734                 NaN            NaN  0.769708        57.5662        1.23873        1.71295        20.0903        10.1022        2.53247                 NaN            NaN
  1381.41        2500.00        5.98718                 NaN            NaN  0.769717        57.5661        1.23877        1.71295        20.0904        10.1022        2.53262                 NaN            NaN
  1378.21        2500.00        5.98701                 NaN            NaN  0.769725        57.5660        1.23880        1.71295        20.0905        10.1022        2.53277                 NaN            NaN
  1375.00        2500.00        5.98684                 NaN            NaN  0.769734        57.5659        1.23884        1.71295        20.0906        10.1022        2.53292                 NaN            NaN
  1371.79        2500.00        5.98667                 NaN            NaN  0.769742        57.5658        1.23887        1.71295        20.0906        10.1022        2.53307                 NaN            NaN
  1368.59        2500.00        5.98650                 NaN            NaN  0.769750        57.5657        1.23891        1.71295        20.0907        10.1022        2.53322                 NaN            NaN
  1365.38        2500.00        5.98633                 NaN            NaN  0.769759        57.5656        1.23895        1.71296        20.0908        10.1022        2.53337                 NaN            NaN
  1362.18        2500.00        5.98616                 NaN            NaN  0.769767        57.5655        1.23898        1.71296        20.0909        10.1022        2.53352                 NaN            NaN
  1358.97        2500.00        3.92866                 NaN            NaN  0.771100        57.7745        1.26791        1.55507        10.1728        20.9834        3.54656                 NaN            NaN
  1355.77        2500.00        3.92858                 NaN            NaN  0.771107        57.7743        1.26794        1.55507        10.1728        20.9835        3.54677                 NaN            NaN
  1352.56        2500.00        3.92849                 NaN            NaN  0.771114        57.7741        1.26798        1.55507        10.1727        20.9836        3.54697                 NaN            NaN
  1349.36        2500.00        3.92840                 NaN            NaN  0.771121        57.7739        1.26801        1.55507        10.1727        20.9836        3.54717                 NaN            NaN
  1346.15        2500.00        3.92831                 NaN            NaN  0.771129        57.7737        1.26805        1.55507        10.1727        20.9837        3.54738                 NaN            NaN
  1342.95        2500.00        3.92822                 NaN            NaN  0.771136        57.7735        1.26808        1.55507        10.1727        20.9837        3.54758                 NaN            NaN
