|6.6.6
Archiving\03_Data\eq/QFM_m4.75/ALH/ALH_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1932.69        2500.00        93.3588                 NaN   5.78547       0.855739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.3276                 NaN   5.81657       0.855814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        93.2976                 NaN   5.84647       0.855886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        93.2677                 NaN   5.87637       0.855959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        93.2378                 NaN   5.90617       0.856031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        93.2079                 NaN   5.93598       0.856103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        93.1780                 NaN   5.96580       0.856175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        93.1481                 NaN   5.99562       0.856247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        93.1182                 NaN   6.02544       0.856319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        93.0883                 NaN   6.05528       0.856391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.0584                 NaN   6.08511       0.856463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        93.0285                 NaN   6.11495       0.856535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        92.9990                 NaN   6.14435       0.856606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.9696                 NaN   6.17375       0.856677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.9403                 NaN   6.20299       0.856747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        92.7216                 NaN   6.22144       0.856792       0.200192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        92.0555                 NaN   6.21112       0.856768       0.876596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        91.3895                 NaN   6.20080       0.856744        1.55296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        90.7235                 NaN   6.19048       0.856720        2.22929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        90.0576                 NaN   6.18016       0.856696        2.90558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        89.4247                 NaN   6.16248       0.856654        3.55620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        88.7918                 NaN   6.14480       0.856612        4.20677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        88.1590                 NaN   6.12712       0.856570        4.85726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        87.5263                 NaN   6.10944       0.856528        5.50770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.8937                 NaN   6.09177       0.856486        6.15807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        86.2611                 NaN   6.07409       0.856444        6.80837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.6286                 NaN   6.05642       0.856402        7.45861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.9961                 NaN   6.03875       0.856360        8.10879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        84.3935                 NaN   6.01065       0.856293        8.73959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.7909                 NaN   5.98255       0.856226        9.37028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        83.1885                 NaN   5.95446       0.856159        10.0009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        82.5862                 NaN   5.92638       0.856092        10.6314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.9839                 NaN   5.89829       0.856025        11.2618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        81.3817                 NaN   5.87022       0.855958        11.8921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        80.7797                 NaN   5.84214       0.855891        12.5223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        80.1777                 NaN   5.81408       0.855824        13.1524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        79.5891                 NaN   5.77768       0.855737        13.7774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.0007                 NaN   5.74128       0.855649        14.4024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.4124                 NaN   5.70490       0.855562        15.0272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.8242                 NaN   5.66852       0.855475        15.6518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        77.2393                 NaN   5.62756       0.855377        16.2777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        76.6546                 NaN   5.58660       0.855279        16.9035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        76.0734                 NaN   5.54414       0.855178        17.5273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        75.4728                 NaN   5.49566       0.855061        18.1605       0.159963E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.8741                 NaN   5.44024       0.854928        18.7992       0.314917E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        74.2756                 NaN   5.38484       0.854795        19.4378       0.469824E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.6773                 NaN   5.32945       0.854662        20.0762       0.624682E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        73.0791                 NaN   5.27409       0.854529        20.7143       0.779491E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.4811                 NaN   5.21874       0.854396        21.3523       0.934253E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.8834                 NaN   5.16341       0.854263        21.9901       0.108897                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        71.2858                 NaN   5.10809       0.854130        22.6276       0.124363                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.6884                 NaN   5.05280       0.853997        23.2650       0.139825                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        70.0867                 NaN   4.98316       0.853830        23.9216       0.154617                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.4853                 NaN   4.91355       0.853663        24.5780       0.169404                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.8842                 NaN   4.84397       0.853495        25.2342       0.184185                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        68.2833                 NaN   4.77442       0.853328        25.8900       0.198960                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        67.6826                 NaN   4.70490       0.853161        26.5456       0.213729                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        67.0821                 NaN   4.63540       0.852994        27.2010       0.228492                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        66.4819                 NaN   4.56593       0.852827        27.8561       0.243250                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        65.8819                 NaN   4.49648       0.852660        28.5109       0.258002                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        65.2785                 NaN   4.41256       0.852458        29.1844       0.272090                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        64.6753                 NaN   4.32868       0.852257        29.8576       0.286172                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        64.0724                 NaN   4.24484       0.852055        30.5304       0.300248                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        63.4698                 NaN   4.16104       0.851854        31.2030       0.314316                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        62.8675                 NaN   4.07728       0.851652        31.8752       0.328378                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        62.2655                 NaN   3.99356       0.851451        32.5470       0.342434                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        61.6638                 NaN   3.90988       0.851250        33.2186       0.356482                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        61.0623                 NaN   3.82624       0.851049        33.8899       0.370525                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        60.4611                 NaN   3.72712       0.850810        34.5770       0.383984                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        59.8602                 NaN   3.62806       0.850572        35.2638       0.397436                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        59.2596                 NaN   3.52905       0.850334        35.9501       0.410880                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        58.6594                 NaN   3.43010       0.850096        36.6361       0.424316                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        58.0595                 NaN   3.33121       0.849858        37.3217       0.437746                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        57.4599                 NaN   3.23237       0.849620        38.0069       0.451167                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        56.8607                 NaN   3.13358       0.849383        38.6918       0.464581                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        56.2618                 NaN   3.03485       0.849145        39.3762       0.477988                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        55.6756                 NaN   2.92182       0.848873        40.0629       0.490755                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        55.0898                 NaN   2.80885       0.848601        40.7492       0.503513                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        54.5044                 NaN   2.69596       0.848330        41.4351       0.516263                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        53.9193                 NaN   2.58313       0.848058        42.1205       0.529005                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        53.3347                 NaN   2.47038       0.847787        42.8054       0.541739                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        52.7504                 NaN   2.35771       0.847516        43.4899       0.554465                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        52.1664                 NaN   2.24510       0.847245        44.1740       0.567183                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        51.5829                 NaN   2.13257       0.846974        44.8577       0.579892                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        51.0243                 NaN   2.00650       0.846671        45.5304       0.592102                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        50.4661                 NaN   1.88052       0.846368        46.2027       0.604303                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        49.9083                 NaN   1.75463       0.846065        46.8745       0.616495                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        49.3509                 NaN   1.62883       0.845762        47.5458       0.628678                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        48.7939                 NaN   1.50313       0.845460        48.2166       0.640853                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        48.2373                 NaN   1.37751       0.845158        48.8870       0.653019                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        47.6811                 NaN   1.25198       0.844855        49.5569       0.665176                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        47.1253                 NaN   1.12654       0.844554        50.2263       0.677325                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        46.6048                 NaN  0.988652       0.844222        50.8736       0.688662                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        46.0847                 NaN  0.850871       0.843890        51.5205       0.699991                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        45.5651                 NaN  0.713198       0.843559        52.1669       0.711310                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        45.0458                 NaN  0.575633       0.843228        52.8127       0.722621                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        44.5270                 NaN  0.438176       0.842897        53.4580       0.733923                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        44.0085                 NaN  0.300826       0.842566        54.1029       0.745216                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        43.4905                 NaN  0.163585       0.842236        54.7472       0.756500                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        42.9728                 NaN  0.264509E-001  0.841906        55.3910       0.767775                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        42.5901                 NaN            NaN  0.841843        55.7921       0.775987                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        42.2407                 NaN            NaN  0.841844        56.1337       0.783753                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        41.8960                 NaN            NaN  0.841845        56.4707       0.791446                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        41.5513                 NaN            NaN  0.841846        56.8077       0.799139                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        41.2249                 NaN            NaN  0.841848        57.1268       0.806423                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        40.8985                 NaN            NaN  0.841849        57.4460       0.813708                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        40.5720                 NaN            NaN  0.841850        57.7651       0.820993                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        40.2456                 NaN            NaN  0.841851        58.0843       0.828277                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        39.9277                 NaN            NaN  0.841852        58.3941       0.836297                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        39.5824                 NaN            NaN  0.841853        58.6714       0.842287       0.620243E-001            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        38.8959                 NaN            NaN  0.841854        58.7276       0.838471       0.696155                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        38.2094                 NaN            NaN  0.841855        58.7838       0.834654        1.33029                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        37.5730                 NaN            NaN  0.841856        58.8329       0.829910        1.92238                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        36.9365                 NaN            NaN  0.841857        58.8820       0.825165        2.51447                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        36.3000                 NaN            NaN  0.841858        58.9311       0.820420        3.10656                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        35.6636                 NaN            NaN  0.841859        58.9802       0.815675        3.69866                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        35.1134                 NaN            NaN  0.841860        59.0135       0.809994        4.22124                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        34.5632                 NaN            NaN  0.841860        59.0468       0.804313        4.74382                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        34.0130                 NaN            NaN  0.841861        59.0801       0.798632        5.26640                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        33.4628                 NaN            NaN  0.841862        59.1134       0.792951        5.78899                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        32.9127                 NaN            NaN  0.841862        59.1466       0.787269        6.31157                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        32.3625                 NaN            NaN  0.841863        59.1799       0.781588        6.83416                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        31.8123                 NaN            NaN  0.841864        59.2132       0.775907        7.35675                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        31.2621                 NaN            NaN  0.841865        59.2465       0.770226        7.87934                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        30.7499                 NaN            NaN  0.841866        59.2789       0.762463        8.36691                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        30.2376                 NaN            NaN  0.841866        59.3113       0.754699        8.85449                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        29.7254                 NaN            NaN  0.841867        59.3437       0.746936        9.34206                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        29.2132                 NaN            NaN  0.841868        59.3762       0.739172        9.82964                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        28.7183                 NaN            NaN  0.841869        59.4062       0.730593        10.3030                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        27.9536                 NaN            NaN  0.841870        59.3570       0.773916        9.12304        1.95053                 NaN            NaN            NaN            NaN
  1516.03        2500.00        27.1741                 NaN            NaN  0.841872        59.3121       0.818383        7.97911        3.87446                 NaN            NaN            NaN            NaN
  1512.82        2500.00        26.3946                 NaN            NaN  0.841874        59.2671       0.862850        6.83517        5.79839                 NaN            NaN            NaN            NaN
  1509.62        2500.00        25.6227                 NaN            NaN  0.841876        59.2248       0.908160        5.83455        7.56789                 NaN            NaN            NaN            NaN
  1506.41        2500.00        24.8507                 NaN            NaN  0.841877        59.1826       0.953471        4.83392        9.33741                 NaN            NaN            NaN            NaN
  1503.21        2500.00        24.0787                 NaN            NaN  0.841879        59.1404       0.998782        3.83329        11.1069                 NaN            NaN            NaN            NaN
  1500.00        2500.00        23.3067                 NaN            NaN  0.841880        59.0982        1.04409        2.83265        12.8765                 NaN            NaN            NaN            NaN
  1496.79        2500.00        22.5157                 NaN            NaN  0.841882        59.0747        1.08567        2.05971        14.4223                 NaN            NaN            NaN            NaN
  1493.59        2500.00        21.6773                 NaN            NaN  0.841883        59.0798        1.11542        1.65006        15.2561       0.379390                 NaN            NaN            NaN
  1490.38        2500.00        21.6773                 NaN            NaN  0.841883        59.0798        1.11542        1.65006        15.2561       0.379390                 NaN            NaN            NaN
  1487.18        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1483.97        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1480.77        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1477.56        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1474.36        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1471.15        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1467.95        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1464.74        2500.00        20.0223                 NaN            NaN  0.841886        59.1159        1.15900        1.32563        1.57390        15.9613                 NaN            NaN            NaN
  1461.54        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1458.33        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1455.13        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1451.92        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1448.72        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1445.51        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1442.31        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1439.10        2500.00        14.7125                 NaN            NaN  0.841893        59.1246        1.30683        1.24500        5.46329        17.3059                 NaN            NaN            NaN
  1435.90        2500.00        10.9437                 NaN            NaN  0.841896        58.9525        1.44520        2.12534        17.4380        8.25338                 NaN            NaN            NaN
  1432.69        2500.00        10.9437                 NaN            NaN  0.841896        58.9525        1.44520        2.12534        17.4380        8.25338                 NaN            NaN            NaN
  1429.49        2500.00        10.1681                 NaN            NaN  0.841897        58.8899        1.48098        2.41548        17.3733        8.83041                 NaN            NaN            NaN
  1426.28        2500.00        9.72806                 NaN            NaN  0.841897        58.8920        1.49438        2.52587        17.3811        9.07743       0.592860E-001            NaN            NaN
  1423.08        2500.00        9.15590                 NaN            NaN  0.841898        58.9551        1.50274        2.39674        9.19497        17.6858       0.266824                 NaN            NaN
  1419.87        2500.00        9.15590                 NaN            NaN  0.841898        58.9551        1.50274        2.39674        9.19497        17.6858       0.266824                 NaN            NaN
  1416.67        2500.00        9.15590                 NaN            NaN  0.841898        58.9551        1.50274        2.39674        9.19497        17.6858       0.266824                 NaN            NaN
  1413.46        2500.00        9.15590                 NaN            NaN  0.841898        58.9551        1.50274        2.39674        9.19497        17.6858       0.266824                 NaN            NaN
  1410.26        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1407.05        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1403.85        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1400.64        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1397.44        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1394.23        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1391.03        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1387.82        2500.00        7.26658                 NaN            NaN  0.841901        59.1746        1.52750        2.06329        9.55267        18.5885       0.984944                 NaN            NaN
  1384.62        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1381.41        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1378.21        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1375.00        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1371.79        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1368.59        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1365.38        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1362.18        2500.00        4.73802                 NaN            NaN  0.841904        59.4384        1.56632        1.70152        19.7891        9.86486        2.05986                 NaN            NaN
  1358.97        2500.00        3.05255                 NaN            NaN  0.841906        59.5671        1.59849        1.54225        9.90956        20.6098        2.87838                 NaN            NaN
  1355.77        2500.00        3.05255                 NaN            NaN  0.841906        59.5671        1.59849        1.54225        9.90956        20.6098        2.87838                 NaN            NaN
  1352.56        2500.00        3.05255                 NaN            NaN  0.841906        59.5671        1.59849        1.54225        9.90956        20.6098        2.87838                 NaN            NaN
  1349.36        2500.00        3.05255                 NaN            NaN  0.841906        59.5671        1.59849        1.54225        9.90956        20.6098        2.87838                 NaN            NaN
  1346.15        2500.00        3.05255                 NaN            NaN  0.841906        59.5671        1.59849        1.54225        9.90956        20.6098        2.87838                 NaN            NaN
  1342.95        2500.00        3.05255                 NaN            NaN  0.841906        59.5671        1.59849        1.54225        9.90956        20.6098        2.87838                 NaN            NaN
