|6.6.6
Archiving\03_Data\eq/QFM/KHA22/KHA22_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1939.10        2500.00        98.5937        1.04263       0.363689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.4984        1.13790       0.363688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.4031        1.23317       0.363687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.3079        1.32844       0.363687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.2126        1.42371       0.363686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.1173        1.51898       0.363685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.8658        1.77055       0.363685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.6142        2.02213       0.363686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.3626        2.27371       0.363686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        97.1110        2.52529       0.363687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.7219        2.91439       0.363688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        96.3328        3.30349       0.363690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        95.8837        3.75234       0.363692       0.300871E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        94.5770        4.80976       0.111320       0.357920E-001  0.466137                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        93.6241        5.63987                 NaN  0.642552E-001  0.671753                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        93.0424        6.20271                 NaN  0.831059E-001  0.671758                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.4298        6.79680                 NaN  0.101665       0.671764                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        91.8171        7.39090                 NaN  0.120224       0.671771                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.1945        7.99566                 NaN  0.138060       0.671778                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        90.5719        8.60042                 NaN  0.155897       0.671785                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        89.9493        9.20520                 NaN  0.173734       0.671792                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        89.3266        9.80999                 NaN  0.191572       0.671799                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        88.7124        10.4076                 NaN  0.208245       0.671807                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        88.0981        11.0052                 NaN  0.224918       0.671814                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        87.4838        11.6028                 NaN  0.241591       0.671822                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        86.8695        12.2004                 NaN  0.258265       0.671830                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.2552        12.7980                 NaN  0.274940       0.671838                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.6409        13.3957                 NaN  0.291614       0.671846                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.0265        13.9933                 NaN  0.308289       0.671854                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.4122        14.5910                 NaN  0.324965       0.671862                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.8251        15.1627                 NaN  0.340262       0.671870                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.2381        15.7345                 NaN  0.355559       0.671879                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.6510        16.3063                 NaN  0.370857       0.671888                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        82.0639        16.8781                 NaN  0.386156       0.671897                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.4768        17.4499                 NaN  0.401454       0.671905                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.8896        18.0217                 NaN  0.416753       0.671914                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        80.3025        18.5935                 NaN  0.432053       0.671923                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        79.7153        19.1654                 NaN  0.447353       0.671931                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        79.1537        19.7130                 NaN  0.461423       0.671941                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        78.5920        20.2606                 NaN  0.475494       0.671950                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.0303        20.8082                 NaN  0.489565       0.671960                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.4686        21.3558                 NaN  0.503636       0.671969                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        76.9069        21.9034                 NaN  0.517708       0.671979                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        76.3451        22.4511                 NaN  0.531781       0.671988                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        75.7834        22.9988                 NaN  0.545853       0.671997                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        75.2216        23.5464                 NaN  0.559927       0.672007                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.6846        24.0705                 NaN  0.572829       0.672017                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        74.1476        24.5947                 NaN  0.585731       0.672027                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.6105        25.1188                 NaN  0.598634       0.672037                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        73.0734        25.6430                 NaN  0.611538       0.672046                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.5363        26.1672                 NaN  0.624442       0.672056                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.9992        26.6913                 NaN  0.637346       0.672066                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        71.4621        27.2156                 NaN  0.650250       0.672076                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.9250        27.7398                 NaN  0.663155       0.672086                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        70.4100        28.2428                 NaN  0.675164       0.672096                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.8950        28.7458                 NaN  0.687174       0.672107                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        69.3799        29.2488                 NaN  0.699184       0.672117                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        68.8649        29.7518                 NaN  0.711194       0.672127                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        68.3498        30.2549                 NaN  0.723205       0.672137                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        67.8347        30.7579                 NaN  0.735216       0.672148                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        67.3196        31.2610                 NaN  0.747227       0.672158                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        66.8045        31.7641                 NaN  0.759239       0.672168                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        66.3103        32.2473                 NaN  0.770218       0.672179                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        65.8162        32.7305                 NaN  0.781198       0.672189                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        65.3220        33.2137                 NaN  0.792178       0.672200                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        64.8278        33.6969                 NaN  0.803158       0.672210                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        64.3335        34.1801                 NaN  0.814139       0.672220                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        63.8393        34.6633                 NaN  0.825120       0.672231                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        63.3451        35.1466                 NaN  0.836101       0.672241                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        62.8508        35.6299                 NaN  0.847083       0.672252                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        62.3794        36.0909                 NaN  0.857439       0.672262                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        61.9080        36.5519                 NaN  0.867794       0.672273                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        61.4366        37.0130                 NaN  0.878150       0.672283                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        60.9652        37.4740                 NaN  0.888507       0.672293                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        60.4937        37.9351                 NaN  0.898863       0.672304                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        60.0223        38.3962                 NaN  0.909220       0.672314                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        59.5508        38.8573                 NaN  0.919577       0.672325                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        59.0793        39.3184                 NaN  0.929935       0.672335                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        58.6321        39.7561                 NaN  0.939445       0.672345                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        58.1848        40.1939                 NaN  0.948955       0.672355                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        57.7375        40.6316                 NaN  0.958465       0.672365                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        57.2903        41.0694                 NaN  0.967976       0.672376                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        56.8430        41.5072                 NaN  0.977487       0.672386                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        56.3956        41.9450                 NaN  0.986998       0.672396                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        55.9483        42.3828                 NaN  0.996509       0.672406                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        55.5010        42.8206                 NaN   1.00602       0.672416                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        55.0807        43.2319                 NaN   1.01502       0.672426                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        54.6604        43.6432                 NaN   1.02402       0.672436                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        54.2401        44.0545                 NaN   1.03302       0.672446                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        53.8197        44.4658                 NaN   1.04202       0.672455                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        53.3994        44.8771                 NaN   1.05102       0.672465                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        52.9790        45.2885                 NaN   1.06002       0.672475                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        52.5587        45.6998                 NaN   1.06902       0.672485                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        52.1383        46.1112                 NaN   1.07803       0.672495                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        51.7365        46.5045                 NaN   1.08648       0.672504                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        51.3348        46.8978                 NaN   1.09492       0.672513                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        50.3600        47.1023                 NaN   1.09301       0.672525       0.772107                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        49.1978        47.2234                 NaN   1.08578       0.672538        1.82050                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        48.1450        47.3309                 NaN   1.07850       0.672549        2.77304                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        47.0922        47.4384                 NaN   1.07123       0.672560        3.72561                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        46.0394        47.5459                 NaN   1.06396       0.672571        4.67822                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        44.9865        47.6534                 NaN   1.05669       0.672582        5.63085                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        44.1372        47.7347                 NaN   1.04912       0.672591        6.40636                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        43.2879        47.8160                 NaN   1.04154       0.672600        7.18190                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        42.4386        47.8973                 NaN   1.03397       0.672609        7.95745                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        41.5893        47.9787                 NaN   1.02640       0.672619        8.73303                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        40.7399        48.0600                 NaN   1.01883       0.672628        9.50863                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        39.8906        48.1413                 NaN   1.01125       0.672637        10.2842                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        39.0412        48.2226                 NaN   1.00368       0.672646        11.0599                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        38.1917        48.3039                 NaN  0.996105       0.672655        11.8355                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        37.5295        48.3592                 NaN  0.987983       0.672662        12.4506                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        36.8672        48.4145                 NaN  0.979862       0.672669        13.0658                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        36.2050        48.4697                 NaN  0.971740       0.672676        13.6809                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        35.5427        48.5250                 NaN  0.963618       0.672683        14.2960                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        34.8804        48.5803                 NaN  0.955495       0.672690        14.9112                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        34.2180        48.6355                 NaN  0.947373       0.672697        15.5263                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        33.5557        48.6908                 NaN  0.939250       0.672703        16.1415                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        32.8934        48.7461                 NaN  0.931127       0.672710        16.7567                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        32.3567        48.7838                 NaN  0.922440       0.672716        17.2643                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        31.8201        48.8215                 NaN  0.913752       0.672721        17.7719                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        31.2835        48.8592                 NaN  0.905064       0.672727        18.2796                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        30.7468        48.8969                 NaN  0.896376       0.672732        18.7872                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        30.2102        48.9346                 NaN  0.887688       0.672737        19.2948                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        29.6735        48.9723                 NaN  0.879000       0.672743        19.8025                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        29.1369        49.0100                 NaN  0.870311       0.672748        20.3101                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        28.6002        49.0477                 NaN  0.861622       0.672753        20.8178                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        28.1411        49.0745                 NaN  0.851863       0.672758        21.2598                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        27.6820        49.1013                 NaN  0.842103       0.672762        21.7018                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        27.2229        49.1282                 NaN  0.832343       0.672766        22.1438                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        26.7638        49.1550                 NaN  0.822583       0.672770        22.5858                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        26.3047        49.1818                 NaN  0.812822       0.672774        23.0278                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        25.8456        49.2087                 NaN  0.803062       0.672778        23.4699                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        25.3865        49.2355                 NaN  0.793301       0.672782        23.9119                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        24.9274        49.2623                 NaN  0.783541       0.672787        24.3540                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        24.5199        49.2819                 NaN  0.772541       0.672790        24.7529                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        24.1124        49.3015                 NaN  0.761540       0.672793        25.1518                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        23.7049        49.3210                 NaN  0.750540       0.672796        25.5507                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        23.2974        49.3406                 NaN  0.739540       0.672799        25.9497                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        22.8899        49.3601                 NaN  0.728539       0.672802        26.3486                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        22.4824        49.3797                 NaN  0.717539       0.672805        26.7476                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        22.0749        49.3992                 NaN  0.706538       0.672808        27.1465                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        21.6674        49.4188                 NaN  0.695537       0.672811        27.5455                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        21.2892        49.4349                 NaN  0.683559       0.672813        27.9195                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        20.9111        49.4510                 NaN  0.671581       0.672815        28.2935                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        20.5329        49.4672                 NaN  0.659603       0.672817        28.6675                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        20.1548        49.4833                 NaN  0.647625       0.672820        29.0415                 NaN            NaN            NaN            NaN            NaN
  1471.15        2500.00        19.6655        49.5052                 NaN  0.644544       0.672823        29.2461       0.265839                 NaN            NaN            NaN            NaN
  1467.95        2500.00        19.1073        49.5283                 NaN  0.645373       0.672826        29.3836       0.662603                 NaN            NaN            NaN            NaN
  1464.74        2500.00        18.5886        49.5452                 NaN  0.647603       0.672829        29.5095        1.03630                 NaN            NaN            NaN            NaN
  1461.54        2500.00        18.0699        49.5621                 NaN  0.649834       0.672832        29.6354        1.41001                 NaN            NaN            NaN            NaN
  1458.33        2500.00        17.6375        49.5643                 NaN  0.655922       0.672834        29.7369        1.73249                 NaN            NaN            NaN            NaN
  1455.13        2500.00        17.2052        49.5665                 NaN  0.662011       0.672836        29.8385        2.05498                 NaN            NaN            NaN            NaN
  1451.92        2500.00        16.7728        49.5687                 NaN  0.668099       0.672838        29.9401        2.37747                 NaN            NaN            NaN            NaN
  1448.72        2500.00        16.3404        49.5709                 NaN  0.674188       0.672840        30.0417        2.69995                 NaN            NaN            NaN            NaN
  1445.51        2500.00        15.9081        49.5731                 NaN  0.680277       0.672842        30.1433        3.02245                 NaN            NaN            NaN            NaN
  1442.31        2500.00        15.4757        49.5753                 NaN  0.686366       0.672844        30.2449        3.34494                 NaN            NaN            NaN            NaN
  1439.10        2500.00        15.0433        49.5775                 NaN  0.692454       0.672846        30.3465        3.66743                 NaN            NaN            NaN            NaN
  1435.90        2500.00        14.6110        49.5797                 NaN  0.698543       0.672848        30.4480        3.98993                 NaN            NaN            NaN            NaN
  1432.69        2500.00        14.2630        49.5686                 NaN  0.708430       0.672849        30.5273        4.25980                 NaN            NaN            NaN            NaN
  1429.49        2500.00        13.9150        49.5576                 NaN  0.718318       0.672851        30.6066        4.52967                 NaN            NaN            NaN            NaN
  1426.28        2500.00        13.5671        49.5465                 NaN  0.728205       0.672852        30.6858        4.79954                 NaN            NaN            NaN            NaN
  1423.08        2500.00        13.2191        49.5355                 NaN  0.738092       0.672854        30.7651        5.06941                 NaN            NaN            NaN            NaN
  1419.87        2500.00        12.8620        49.5030                 NaN  0.758196       0.672856        30.6424        5.31205       0.249514                 NaN            NaN            NaN
  1416.67        2500.00        12.5222        49.4707                 NaN  0.778379       0.672858        30.5305        5.54177       0.483651                 NaN            NaN            NaN
  1413.46        2500.00        12.5222        49.4707                 NaN  0.778379       0.672858        30.5305        5.54177       0.483651                 NaN            NaN            NaN
  1410.26        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1407.05        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1403.85        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1400.64        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1397.44        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1394.23        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1391.03        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1387.82        2500.00        11.8809        49.4017                 NaN  0.818256       0.672862        30.3416        5.97823       0.906455                 NaN            NaN            NaN
  1384.62        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1381.41        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1378.21        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1375.00        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1371.79        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1368.59        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1365.38        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1362.18        2500.00        9.72770        49.1071                 NaN  0.980089       0.672873        29.8582        2.17707        7.47693                 NaN            NaN            NaN
  1358.97        2500.00        8.06686        48.7828                 NaN   1.14565       0.672880        29.6521        3.01880        8.66096                 NaN            NaN            NaN
  1355.77        2500.00        7.87034        48.7695                 NaN   1.16073       0.672882        29.5985        8.75484        3.13074       0.425210E-001            NaN            NaN
  1352.56        2500.00        7.66543        48.7829                 NaN   1.17159       0.672885        29.5075        8.81467        3.26450       0.120504                 NaN            NaN
  1349.36        2500.00        7.66543        48.7829                 NaN   1.17159       0.672885        29.5075        8.81467        3.26450       0.120504                 NaN            NaN
  1346.15        2500.00        7.27744        48.8074                 NaN   1.19222       0.672890        29.3363        8.92572        3.51652       0.271522                 NaN            NaN
  1342.95        2500.00        7.27744        48.8074                 NaN   1.19222       0.672890        29.3363        8.92572        3.51652       0.271522                 NaN            NaN
  1339.74        2500.00        7.27744        48.8074                 NaN   1.19222       0.672890        29.3363        8.92572        3.51652       0.271522                 NaN            NaN
  1336.54        2500.00        7.27744        48.8074                 NaN   1.19222       0.672890        29.3363        8.92572        3.51652       0.271522                 NaN            NaN
  1333.33        2500.00        6.57215        48.8354                 NaN   1.23316       0.672899        29.0420        9.12960        3.96677       0.548055                 NaN            NaN
  1330.13        2500.00        6.57215        48.8354                 NaN   1.23316       0.672899        29.0420        9.12960        3.96677       0.548055                 NaN            NaN
  1326.92        2500.00        6.57215        48.8354                 NaN   1.23316       0.672899        29.0420        9.12960        3.96677       0.548055                 NaN            NaN
  1323.72        2500.00        6.57215        48.8354                 NaN   1.23316       0.672899        29.0420        9.12960        3.96677       0.548055                 NaN            NaN
  1320.51        2500.00        5.94222        48.8438                 NaN   1.27264       0.672907        28.8011        9.31332        4.35658       0.797416                 NaN            NaN
  1317.31        2500.00        5.79394        48.8424                 NaN   1.28255       0.672908        28.7490        9.35789        4.44580       0.855498                 NaN            NaN
  1314.10        2500.00       0.838093E-001   49.7552                 NaN   1.33805       0.672957        27.6913        9.82143        5.42534        1.57693        3.63501                 NaN
  1310.90        2500.00                 NaN   49.7807                 NaN   1.34412       0.672960        27.6605        9.81607        5.43053        1.60498        3.69013                 NaN
  1307.69        2500.00                 NaN   49.7942                 NaN   1.34918       0.672962        27.6443        9.80311        5.42119        1.62329        3.69180                 NaN
  1304.49        2500.00                 NaN   49.7942                 NaN   1.34918       0.672962        27.6443        9.80311        5.42119        1.62329        3.69180                 NaN
  1301.28        2500.00                 NaN   49.7942                 NaN   1.34918       0.672962        27.6443        9.80311        5.42119        1.62329        3.69180                 NaN
  1298.08        2500.00                 NaN   49.7942                 NaN   1.34918       0.672962        27.6443        9.80311        5.42119        1.62329        3.69180                 NaN
  1294.87        2500.00                 NaN   49.7942                 NaN   1.34918       0.672962        27.6443        9.80311        5.42119        1.62329        3.69180                 NaN
