|6.6.6
Archiving\03_Data\eq/QFM/KHA22/KHA22_4.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           3
T(K)           P(bar)         Sp(TH),m3     
  2000.00        2500.00                 NaN
  1996.79        2500.00                 NaN
  1993.59        2500.00                 NaN
  1990.38        2500.00                 NaN
  1987.18        2500.00                 NaN
  1983.97        2500.00                 NaN
  1980.77        2500.00                 NaN
  1977.56        2500.00                 NaN
  1974.36        2500.00                 NaN
  1971.15        2500.00                 NaN
  1967.95        2500.00                 NaN
  1964.74        2500.00                 NaN
  1961.54        2500.00                 NaN
  1958.33        2500.00                 NaN
  1955.13        2500.00                 NaN
  1951.92        2500.00                 NaN
  1948.72        2500.00                 NaN
  1945.51        2500.00                 NaN
  1942.31        2500.00                 NaN
  1939.10        2500.00                 NaN
  1935.90        2500.00                 NaN
  1932.69        2500.00                 NaN
  1929.49        2500.00                 NaN
  1926.28        2500.00                 NaN
  1923.08        2500.00                 NaN
  1919.87        2500.00                 NaN
  1916.67        2500.00                 NaN
  1913.46        2500.00                 NaN
  1910.26        2500.00                 NaN
  1907.05        2500.00                 NaN
  1903.85        2500.00                 NaN
  1900.64        2500.00       0.715471E-005
  1897.44        2500.00       0.851176E-003
  1894.23        2500.00       0.152789E-002
  1891.03        2500.00       0.197542E-002
  1887.82        2500.00       0.241505E-002
  1884.62        2500.00       0.285456E-002
  1881.41        2500.00       0.327607E-002
  1878.21        2500.00       0.369747E-002
  1875.00        2500.00       0.411877E-002
  1871.79        2500.00       0.453995E-002
  1868.59        2500.00       0.493167E-002
  1865.38        2500.00       0.532329E-002
  1862.18        2500.00       0.571481E-002
  1858.97        2500.00       0.610622E-002
  1855.77        2500.00       0.649754E-002
  1852.56        2500.00       0.688875E-002
  1849.36        2500.00       0.727986E-002
  1846.15        2500.00       0.767087E-002
  1842.95        2500.00       0.802731E-002
  1839.74        2500.00       0.838365E-002
  1836.54        2500.00       0.873991E-002
  1833.33        2500.00       0.909607E-002
  1830.13        2500.00       0.945214E-002
  1826.92        2500.00       0.980812E-002
  1823.72        2500.00       0.101640E-001
  1820.51        2500.00       0.105198E-001
  1817.31        2500.00       0.108447E-001
  1814.10        2500.00       0.111696E-001
  1810.90        2500.00       0.114943E-001
  1807.69        2500.00       0.118190E-001
  1804.49        2500.00       0.121436E-001
  1801.28        2500.00       0.124681E-001
  1798.08        2500.00       0.127926E-001
  1794.87        2500.00       0.131169E-001
  1791.67        2500.00       0.134124E-001
  1788.46        2500.00       0.137079E-001
  1785.26        2500.00       0.140032E-001
  1782.05        2500.00       0.142985E-001
  1778.85        2500.00       0.145937E-001
  1775.64        2500.00       0.148889E-001
  1772.44        2500.00       0.151840E-001
  1769.23        2500.00       0.154790E-001
  1766.03        2500.00       0.157532E-001
  1762.82        2500.00       0.160273E-001
  1759.62        2500.00       0.163013E-001
  1756.41        2500.00       0.165753E-001
  1753.21        2500.00       0.168493E-001
  1750.00        2500.00       0.171231E-001
  1746.79        2500.00       0.173969E-001
  1743.59        2500.00       0.176706E-001
  1740.38        2500.00       0.179197E-001
  1737.18        2500.00       0.181686E-001
  1733.97        2500.00       0.184176E-001
  1730.77        2500.00       0.186664E-001
  1727.56        2500.00       0.189152E-001
  1724.36        2500.00       0.191640E-001
  1721.15        2500.00       0.194126E-001
  1717.95        2500.00       0.196613E-001
  1714.74        2500.00       0.198969E-001
  1711.54        2500.00       0.201324E-001
  1708.33        2500.00       0.203679E-001
  1705.13        2500.00       0.206034E-001
  1701.92        2500.00       0.208388E-001
  1698.72        2500.00       0.210742E-001
  1695.51        2500.00       0.213094E-001
  1692.31        2500.00       0.215447E-001
  1689.10        2500.00       0.217606E-001
  1685.90        2500.00       0.219765E-001
  1682.69        2500.00       0.221923E-001
  1679.49        2500.00       0.224080E-001
  1676.28        2500.00       0.226238E-001
  1673.08        2500.00       0.228394E-001
  1669.87        2500.00       0.230551E-001
  1666.67        2500.00       0.232706E-001
  1663.46        2500.00       0.234763E-001
  1660.26        2500.00       0.236820E-001
  1657.05        2500.00       0.238876E-001
  1653.85        2500.00       0.240931E-001
  1650.64        2500.00       0.242986E-001
  1647.44        2500.00       0.245041E-001
  1644.23        2500.00       0.247095E-001
  1641.03        2500.00       0.249149E-001
  1637.82        2500.00       0.251072E-001
  1634.62        2500.00       0.252995E-001
  1631.41        2500.00       0.252620E-001
  1628.21        2500.00       0.251011E-001
  1625.00        2500.00       0.249395E-001
  1621.79        2500.00       0.247780E-001
  1618.59        2500.00       0.246166E-001
  1615.38        2500.00       0.244552E-001
  1612.18        2500.00       0.242869E-001
  1608.97        2500.00       0.241185E-001
  1605.77        2500.00       0.239503E-001
  1602.56        2500.00       0.237820E-001
  1599.36        2500.00       0.236139E-001
  1596.15        2500.00       0.234458E-001
  1592.95        2500.00       0.232777E-001
  1589.74        2500.00       0.231097E-001
  1586.54        2500.00       0.229292E-001
  1583.33        2500.00       0.227488E-001
  1580.13        2500.00       0.225684E-001
  1576.92        2500.00       0.223881E-001
  1573.72        2500.00       0.222078E-001
  1570.51        2500.00       0.220276E-001
  1567.31        2500.00       0.218475E-001
  1564.10        2500.00       0.216674E-001
  1560.90        2500.00       0.214741E-001
  1557.69        2500.00       0.212809E-001
  1554.49        2500.00       0.210878E-001
  1551.28        2500.00       0.208947E-001
  1548.08        2500.00       0.207017E-001
  1544.87        2500.00       0.205087E-001
  1541.67        2500.00       0.203158E-001
  1538.46        2500.00       0.201230E-001
  1535.26        2500.00       0.199050E-001
  1532.05        2500.00       0.196871E-001
  1528.85        2500.00       0.194692E-001
  1525.64        2500.00       0.192515E-001
  1522.44        2500.00       0.190337E-001
  1519.23        2500.00       0.188161E-001
  1516.03        2500.00       0.185985E-001
  1512.82        2500.00       0.183810E-001
  1509.62        2500.00       0.181346E-001
  1506.41        2500.00       0.178882E-001
  1503.21        2500.00       0.176419E-001
  1500.00        2500.00       0.173957E-001
  1496.79        2500.00       0.171496E-001
  1493.59        2500.00       0.169035E-001
  1490.38        2500.00       0.166575E-001
  1487.18        2500.00       0.164116E-001
  1483.97        2500.00       0.161421E-001
  1480.77        2500.00       0.158726E-001
  1477.56        2500.00       0.156033E-001
  1474.36        2500.00       0.153340E-001
  1471.15        2500.00       0.152800E-001
  1467.95        2500.00       0.153245E-001
  1464.74        2500.00       0.154008E-001
  1461.54        2500.00       0.154771E-001
  1458.33        2500.00       0.156458E-001
  1455.13        2500.00       0.158145E-001
  1451.92        2500.00       0.159832E-001
  1448.72        2500.00       0.161519E-001
  1445.51        2500.00       0.163206E-001
  1442.31        2500.00       0.164893E-001
  1439.10        2500.00       0.166580E-001
  1435.90        2500.00       0.168267E-001
  1432.69        2500.00       0.170874E-001
  1429.49        2500.00       0.173480E-001
  1426.28        2500.00       0.176086E-001
  1423.08        2500.00       0.178691E-001
  1419.87        2500.00       0.183802E-001
  1416.67        2500.00       0.188937E-001
  1413.46        2500.00       0.188917E-001
  1410.26        2500.00       0.199101E-001
  1407.05        2500.00       0.199080E-001
  1403.85        2500.00       0.199059E-001
  1400.64        2500.00       0.199038E-001
  1397.44        2500.00       0.199017E-001
  1394.23        2500.00       0.198996E-001
  1391.03        2500.00       0.198975E-001
  1387.82        2500.00       0.198954E-001
  1384.62        2500.00       0.240620E-001
  1381.41        2500.00       0.240595E-001
  1378.21        2500.00       0.240569E-001
  1375.00        2500.00       0.240544E-001
  1371.79        2500.00       0.240519E-001
  1368.59        2500.00       0.240494E-001
  1365.38        2500.00       0.240469E-001
  1362.18        2500.00       0.240444E-001
  1358.97        2500.00       0.283433E-001
  1355.77        2500.00       0.287258E-001
  1352.56        2500.00       0.289971E-001
  1349.36        2500.00       0.289942E-001
  1346.15        2500.00       0.295131E-001
  1342.95        2500.00       0.295101E-001
  1339.74        2500.00       0.295071E-001
  1336.54        2500.00       0.295041E-001
  1333.33        2500.00       0.305400E-001
  1330.13        2500.00       0.305369E-001
  1326.92        2500.00       0.305338E-001
  1323.72        2500.00       0.305306E-001
  1320.51        2500.00       0.315361E-001
  1317.31        2500.00       0.317872E-001
  1314.10        2500.00       0.331610E-001
  1310.90        2500.00       0.333063E-001
  1307.69        2500.00       0.334266E-001
  1304.49        2500.00       0.334232E-001
  1301.28        2500.00       0.334198E-001
  1298.08        2500.00       0.334164E-001
  1294.87        2500.00       0.334131E-001
  1291.67        2500.00       0.334097E-001
  1288.46        2500.00       0.334063E-001
  1285.26        2500.00       0.334029E-001
  1282.05        2500.00       0.344502E-001
  1278.85        2500.00       0.344468E-001
  1275.64        2500.00       0.344433E-001
  1272.44        2500.00       0.344398E-001
  1269.23        2500.00       0.344363E-001
  1266.03        2500.00       0.344328E-001
  1262.82        2500.00       0.344294E-001
  1259.62        2500.00       0.344259E-001
  1256.41        2500.00       0.355177E-001
  1253.21        2500.00       0.355141E-001
  1250.00        2500.00       0.355106E-001
  1246.79        2500.00       0.355070E-001
  1243.59        2500.00       0.355034E-001
