|6.6.6
Archiving\03_Data\eqLP/QFM_m0.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.2874       0.348821       0.363795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2749       0.361263       0.363794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2625       0.373704       0.363793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2501       0.386146       0.363792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2376       0.398587       0.363791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2252       0.411028       0.363790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2127       0.423469       0.363789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2003       0.435910       0.363788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1879       0.448351       0.363786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1665       0.469747       0.363785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1451       0.491143       0.363784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1237       0.512539       0.363783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1023       0.533935       0.363782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0809       0.555331       0.363781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0595       0.576726       0.363779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0381       0.598122       0.363778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0167       0.619517       0.363777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.9553       0.680910       0.363776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.8939       0.742303       0.363775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.8325       0.803695       0.363774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.7711       0.865088       0.363773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.7097       0.926480       0.363772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.6484       0.987871       0.363771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.5870        1.04926       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.5256        1.11065       0.363769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.3045        1.33176       0.363769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.0834        1.55286       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        97.8623        1.77397       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        97.6412        1.99507       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.4201        2.21618       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.1989        2.43728       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.9778        2.65839       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.7567        2.87950       0.363770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.2828        3.35338       0.363773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        95.8089        3.82728       0.363775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        95.3350        4.30118       0.363777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        94.8611        4.77509       0.363779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        93.4904        5.93222       0.117975       0.539464E-002  0.454008                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        92.4665        6.82727                 NaN  0.343367E-001  0.671916                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        91.8413        7.43361                 NaN  0.532135E-001  0.671922                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        91.2160        8.03997                 NaN  0.720907E-001  0.671928                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        90.5888        8.64942                 NaN  0.898832E-001  0.671935                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        89.9615        9.25889                 NaN  0.107676       0.671942                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        89.3342        9.86837                 NaN  0.125469       0.671949                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        88.7069        10.4779                 NaN  0.143263       0.671955                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        88.0796        11.0874                 NaN  0.161057       0.671962                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        87.4523        11.6969                 NaN  0.178851       0.671969                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        86.8250        12.3064                 NaN  0.196645       0.671976                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        86.1976        12.9160                 NaN  0.214440       0.671983                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        85.5917        13.5055                 NaN  0.230752       0.671990                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        84.9858        14.0951                 NaN  0.247063       0.671998                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        84.3799        14.6847                 NaN  0.263375       0.672006                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        83.7740        15.2743                 NaN  0.279687       0.672014                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        83.1680        15.8640                 NaN  0.296000       0.672021                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        82.5621        16.4536                 NaN  0.312313       0.672029                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        81.9561        17.0432                 NaN  0.328627       0.672037                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        81.3501        17.6329                 NaN  0.344940       0.672045                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        80.7719        18.1961                 NaN  0.359939       0.672053                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        80.1936        18.7594                 NaN  0.374937       0.672061                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        79.6154        19.3226                 NaN  0.389937       0.672070                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        79.0371        19.8859                 NaN  0.404936       0.672078                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        78.4588        20.4492                 NaN  0.419936       0.672087                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.8805        21.0125                 NaN  0.434936       0.672095                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        77.3022        21.5758                 NaN  0.449937       0.672103                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        76.7239        22.1391                 NaN  0.464938       0.672112                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        76.1702        22.6789                 NaN  0.478777       0.672121                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        75.6166        23.2187                 NaN  0.492617       0.672129                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        75.0629        23.7585                 NaN  0.506457       0.672138                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        74.5093        24.2983                 NaN  0.520298       0.672147                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.9556        24.8381                 NaN  0.534139       0.672156                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.4019        25.3780                 NaN  0.547980       0.672165                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.8482        25.9178                 NaN  0.561821       0.672174                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.2944        26.4577                 NaN  0.575663       0.672183                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.7632        26.9762                 NaN  0.588360       0.672192                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.2320        27.4948                 NaN  0.601058       0.672201                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.7007        28.0133                 NaN  0.613756       0.672211                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.1695        28.5319                 NaN  0.626454       0.672220                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.6382        29.0504                 NaN  0.639152       0.672229                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.1069        29.5690                 NaN  0.651851       0.672239                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.5756        30.0876                 NaN  0.664550       0.672248                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.0443        30.6062                 NaN  0.677250       0.672257                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.5338        31.1049                 NaN  0.689076       0.672267                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.0233        31.6035                 NaN  0.700903       0.672276                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.5128        32.1022                 NaN  0.712730       0.672286                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.0023        32.6009                 NaN  0.724557       0.672295                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.4917        33.0996                 NaN  0.736385       0.672305                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.9812        33.5983                 NaN  0.748213       0.672314                 NaN            NaN            NaN            NaN            NaN            NaN
