|6.6.6
Archiving\03_Data\eqLP/QFM_m0.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.4879       0.301882       0.210170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.4764       0.313371       0.210184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.4649       0.324862       0.210199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.4534       0.336355       0.210214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.4419       0.347851       0.210229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.4304       0.359349       0.210243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.4189       0.370850       0.210258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.4074       0.382353       0.210273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3959       0.393858       0.210288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3761       0.413605       0.210304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3563       0.433356       0.210320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3366       0.453111       0.210336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3168       0.472870       0.210352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2970       0.492634       0.210368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2772       0.512401       0.210384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2574       0.532174       0.210400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2376       0.551950       0.210417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1810       0.608585       0.210438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1243       0.665235       0.210460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0676       0.721900       0.210481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0109       0.778581       0.210503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.9542       0.835276       0.210524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.8975       0.891986       0.210545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.8407       0.948711       0.210567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.7840        1.00545       0.210588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
